activity_id,date,distance,altitude_diff,elapsed_time,time_of_day,atl_start,ctl_start,weight,watt_kg,temperature,dh_extreme_pct,dh_pct,green_pct,yellow_pct,orange_pct,red_pct,black_pct
11362664941,2024-05-08,30814.5,232.800000000002,5889.0,afternoon,36.636116,32.47551,90.0,2.6333333333333333,20.196322336398055,0.00614484952252025,0.16900834415576196,0.7296381750350088,0.06951041985712691,0.017881766483823964,0.003998728070474611,0.0038177168752835514
