battery_soc,cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade
,87,135,3647.82,4.016,12,141,438195756,-53240648,223,4.016,2024-04-11 17:51:57,17.0,174.0,111.60000000000002,111.60000000000002,68.0,5.0,3.2
,85,136,3652.02,4.191,12,141,438196223,-53240593,209,4.191,2024-04-11 17:51:58,17.0,172.0,111.79999999999995,111.79999999999995,69.0,5.0,3.29
,85,136,3656.24,4.196,12,141,438196650,-53240487,202,4.196,2024-04-11 17:51:59,17.0,179.0,112.0,112.0,69.0,5.0,3.31
,85,136,3660.71,4.26,11,142,438197135,-53240434,209,4.26,2024-04-11 17:52:00,17.0,176.0,112.0,112.0,69.0,5.0,3.25
,86,136,3665.69,4.566,11,143,438197682,-53240380,224,4.566,2024-04-11 17:52:01,17.0,174.0,112.20000000000005,112.20000000000005,69.0,5.0,3.14
,86,137,3670.33,5.201,10,143,438198136,-53240194,231,5.201,2024-04-11 17:52:02,17.0,174.0,112.39999999999998,112.39999999999998,69.0,5.0,3.0
,86,137,3673.86,4.932,10,144,438198440,-53239936,233,4.932,2024-04-11 17:52:03,17.0,173.0,112.60000000000002,112.60000000000002,69.0,5.0,2.91
,87,137,3677.55,4.17,9,145,438198758,-53239646,236,4.17,2024-04-11 17:52:04,17.0,167.0,112.60000000000002,112.60000000000002,69.0,5.0,2.88
,86,137,3680.73,3.912,9,145,438199016,-53239381,235,3.912,2024-04-11 17:52:05,17.0,172.0,112.79999999999995,112.79999999999995,69.0,5.0,2.85
,87,137,3684.36,3.706,9,146,438199367,-53239160,231,3.706,2024-04-11 17:52:06,17.0,176.0,112.79999999999995,112.79999999999995,70.0,5.0,2.81
,87,138,3688.28,3.878,8,146,438199778,-53238993,231,3.878,2024-04-11 17:52:07,17.0,175.0,113.20000000000005,113.20000000000005,70.0,5.0,2.8
,86,138,3691.97,3.794,8,146,438200169,-53238863,219,3.794,2024-04-11 17:52:08,17.0,170.0,113.20000000000005,113.20000000000005,70.0,5.0,2.86
,85,138,3695.36,3.672,8,147,438200517,-53238739,209,3.672,2024-04-11 17:52:09,17.0,181.0,113.39999999999998,113.39999999999998,70.0,5.0,2.95
,86,138,3699.01,3.676,8,147,438200880,-53238601,228,3.676,2024-04-11 17:52:10,17.0,171.0,113.39999999999998,113.39999999999998,70.0,5.0,3.09
,85,139,3702.97,3.701,8,147,438201292,-53238473,270,3.701,2024-04-11 17:52:11,17.0,171.0,113.60000000000002,113.60000000000002,70.0,5.0,3.16
,86,139,3706.19,3.707,9,147,438201626,-53238355,254,3.707,2024-04-11 17:52:12,17.0,178.0,113.79999999999995,113.79999999999995,71.0,5.0,3.2
,86,139,3709.8,3.722,9,148,438202004,-53238209,222,3.722,2024-04-11 17:52:13,17.0,172.0,114.0,114.0,71.0,5.0,3.27
,86,139,3713.69,3.846,10,147,438202413,-53238077,246,3.846,2024-04-11 17:52:14,17.0,175.0,114.20000000000005,114.20000000000005,71.0,5.0,3.42
,85,140,3717.62,3.902,10,146,438202808,-53237904,258,3.902,2024-04-11 17:52:15,17.0,180.0,114.39999999999998,114.39999999999998,71.0,5.0,3.62
,87,140,3721.22,3.723,9,147,438203158,-53237704,247,3.723,2024-04-11 17:52:16,17.0,171.0,114.60000000000002,114.60000000000002,71.0,5.0,3.8
,87,140,3724.99,3.694,9,146,438203523,-53237505,244,3.694,2024-04-11 17:52:17,17.0,175.0,114.79999999999995,114.79999999999995,71.0,5.0,3.94
,86,140,3728.85,3.682,9,146,438203917,-53237333,234,3.682,2024-04-11 17:52:18,17.0,170.0,114.79999999999995,114.79999999999995,72.0,5.0,4.0
,85,141,3732.27,3.679,9,145,438204263,-53237187,229,3.679,2024-04-11 17:52:19,17.0,170.0,114.79999999999995,114.79999999999995,72.0,5.0,3.87
,85,141,3735.92,3.714,8,145,438204653,-53237021,236,3.714,2024-04-11 17:52:20,17.0,172.0,115.0,115.0,72.0,5.0,3.67
,87,141,3738.91,3.714,8,145,438204956,-53236892,241,3.714,2024-04-11 17:52:21,17.0,170.0,115.0,115.0,72.0,5.0,3.27
,86,141,3742.63,3.691,8,145,438205332,-53236746,231,3.691,2024-04-11 17:52:22,17.0,172.0,115.0,115.0,72.0,5.0,2.82
,86,141,3746.69,3.647,8,146,438205727,-53236569,212,3.647,2024-04-11 17:52:23,17.0,171.0,115.20000000000005,115.20000000000005,72.0,5.0,2.42
,85,142,3750.01,3.647,8,146,438206070,-53236440,202,3.647,2024-04-11 17:52:24,17.0,171.0,115.20000000000005,115.20000000000005,72.0,5.0,2.14
,86,142,3753.51,3.647,7,146,438206440,-53236321,197,3.647,2024-04-11 17:52:25,17.0,167.0,115.39999999999998,115.39999999999998,72.0,5.0,2.06
,83,142,3757.17,3.647,7,146,438206832,-53236206,196,3.647,2024-04-11 17:52:26,17.0,173.0,115.60000000000002,115.60000000000002,72.0,5.0,2.19
,90,142,3760.77,3.647,7,146,438207203,-53236076,207,3.647,2024-04-11 17:52:27,17.0,180.0,115.79999999999995,115.79999999999995,72.0,5.0,2.47
,88,142,3764.58,3.647,7,146,438207591,-53235956,195,3.647,2024-04-11 17:52:28,17.0,166.0,116.0,116.0,73.0,5.0,2.85
,88,143,3768.32,3.676,7,146,438207970,-53235837,175,3.676,2024-04-11 17:52:29,17.0,175.0,116.39999999999998,116.39999999999998,73.0,5.0,3.31
,89,143,3772.33,3.722,7,146,438208387,-53235702,161,3.722,2024-04-11 17:52:30,17.0,175.0,116.60000000000002,116.60000000000002,73.0,5.0,3.9
,90,143,3776.61,3.725,7,147,438208852,-53235558,159,3.725,2024-04-11 17:52:31,17.0,173.0,116.60000000000002,116.60000000000002,73.0,5.0,4.4
,85,143,3780.48,3.731,7,147,438209260,-53235439,195,3.731,2024-04-11 17:52:32,17.0,184.0,116.60000000000002,116.60000000000002,74.0,5.0,4.64
,85,143,3784.59,3.738,7,147,438209686,-53235320,236,3.738,2024-04-11 17:52:33,17.0,162.0,116.79999999999995,116.79999999999995,74.0,5.0,4.55
,90,144,3788.98,3.768,7,148,438210142,-53235176,234,3.768,2024-04-11 17:52:34,17.0,170.0,116.79999999999995,116.79999999999995,74.0,5.0,4.14
,91,144,3793.13,3.8,8,148,438210563,-53235018,169,3.8,2024-04-11 17:52:35,17.0,176.0,116.79999999999995,116.79999999999995,74.0,5.0,3.48
,90,144,3797.06,3.819,11,148,438210961,-53234883,135,3.819,2024-04-11 17:52:36,17.0,159.0,116.60000000000002,116.60000000000002,74.0,5.0,2.68
,85,144,3801.56,4.016,12,148,438211434,-53234717,143,4.016,2024-04-11 17:52:37,17.0,169.0,116.79999999999995,116.79999999999995,74.0,5.0,1.84
,85,144,3806.26,4.314,12,148,438211934,-53234541,166,4.314,2024-04-11 17:52:38,17.0,170.0,117.0,117.0,74.0,5.0,0.89
,87,144,3811.15,4.388,12,148,438212434,-53234356,146,4.388,2024-04-11 17:52:39,17.0,168.0,117.0,117.0,74.0,5.0,0.0
,87,145,3816.14,4.641,12,148,438212936,-53234148,128,4.641,2024-04-11 17:52:40,17.0,163.0,117.0,117.0,74.0,5.0,0.0
,88,145,3821.16,5.013,12,147,438213453,-53233935,131,5.013,2024-04-11 17:52:41,17.0,157.0,117.0,117.0,74.0,5.0,0.0
,88,145,3826.5,5.29,12,147,438213999,-53233736,134,5.29,2024-04-11 17:52:42,17.0,177.0,116.79999999999995,116.79999999999995,74.0,5.0,0.0
,91,145,3832.36,5.538,12,146,438214598,-53233530,124,5.538,2024-04-11 17:52:43,17.0,159.0,116.79999999999995,116.79999999999995,74.0,5.0,0.0
,87,145,3838.73,5.852,11,145,438215279,-53233412,137,5.852,2024-04-11 17:52:44,17.0,188.0,116.79999999999995,116.79999999999995,74.0,5.0,0.0
,80,145,3845.13,5.812,11,144,438215962,-53233367,148,5.812,2024-04-11 17:52:45,17.0,169.0,116.60000000000002,116.60000000000002,74.0,5.0,0.0
,82,145,3851.07,5.021,10,145,438216593,-53233172,160,5.021,2024-04-11 17:52:46,17.0,184.0,116.79999999999995,116.79999999999995,74.0,5.0,0.0
,83,146,3856.0,5.069,10,144,438217087,-53232969,164,5.069,2024-04-11 17:52:47,17.0,175.0,116.79999999999995,116.79999999999995,74.0,5.0,0.0
,83,146,3861.0,5.163,9,144,438217584,-53232750,154,5.163,2024-04-11 17:52:48,17.0,174.0,116.79999999999995,116.79999999999995,74.0,5.0,0.0
,86,146,3867.18,5.362,9,143,438218219,-53232496,129,5.362,2024-04-11 17:52:49,17.0,170.0,116.79999999999995,116.79999999999995,74.0,5.0,0.0
,86,146,3872.91,5.5,9,142,438218821,-53232271,118,5.5,2024-04-11 17:52:50,17.0,173.0,116.79999999999995,116.79999999999995,74.0,5.0,0.0
,85,146,3878.06,5.514,9,142,438219335,-53232055,121,5.514,2024-04-11 17:52:51,17.0,173.0,116.79999999999995,116.79999999999995,74.0,5.0,0.0
,86,146,3883.4,5.554,10,142,438219895,-53231831,136,5.554,2024-04-11 17:52:52,17.0,173.0,117.0,117.0,74.0,5.0,0.0
,88,146,3889.96,5.583,10,142,438220571,-53231553,156,5.583,2024-04-11 17:52:53,17.0,170.0,117.0,117.0,74.0,5.0,0.0
,86,146,3895.86,5.618,10,142,438221162,-53231314,152,5.618,2024-04-11 17:52:54,17.0,166.0,117.0,117.0,74.0,5.0,0.0
,88,147,3901.74,5.675,13,143,438221755,-53231075,136,5.675,2024-04-11 17:52:55,17.0,170.0,117.0,117.0,74.0,5.0,0.0
,87,147,3907.0,5.7,15,143,438222294,-53230860,133,5.7,2024-04-11 17:52:56,17.0,166.0,117.0,117.0,74.0,5.0,0.0
,86,147,3912.45,5.742,15,143,438222853,-53230645,141,5.742,2024-04-11 17:52:57,17.0,168.0,117.0,117.0,74.0,5.0,0.0
,85,147,3918.93,5.759,14,142,438223529,-53230396,145,5.759,2024-04-11 17:52:58,17.0,163.0,117.20000000000005,117.20000000000005,74.0,5.0,0.0
,92,147,3924.87,5.786,13,142,438224139,-53230191,132,5.786,2024-04-11 17:52:59,17.0,159.0,117.20000000000005,117.20000000000005,74.0,5.0,0.0
,93,147,3930.13,5.772,13,141,438224686,-53229984,101,5.772,2024-04-11 17:53:00,17.0,172.0,117.20000000000005,117.20000000000005,74.0,5.0,0.0
,88,147,3934.56,5.736,12,140,438225122,-53229782,124,5.736,2024-04-11 17:53:01,17.0,163.0,117.39999999999998,117.39999999999998,74.0,5.0,0.0
,92,148,3940.62,5.698,11,140,438225742,-53229534,158,5.698,2024-04-11 17:53:02,17.0,178.0,117.79999999999995,117.79999999999995,74.0,5.0,0.33
,88,148,3946.32,5.64,11,139,438226334,-53229326,162,5.64,2024-04-11 17:53:03,17.0,178.0,118.0,118.0,74.0,5.0,1.16
,90,148,3951.1,5.541,10,139,438226846,-53229231,162,5.541,2024-04-11 17:53:04,17.0,173.0,118.0,118.0,74.0,5.0,1.6
,90,148,3955.98,5.412,10,140,438227369,-53229197,166,5.412,2024-04-11 17:53:05,17.0,181.0,118.0,118.0,75.0,5.0,1.95
,94,148,3961.56,5.293,9,138,438227971,-53229137,186,5.293,2024-04-11 17:53:06,17.0,154.0,118.0,118.0,75.0,5.0,2.16
,92,148,3966.44,5.241,9,137,438228499,-53229078,143,5.241,2024-04-11 17:53:07,17.0,179.0,118.20000000000005,118.20000000000005,75.0,5.0,2.22
,90,148,3971.08,5.172,8,137,438229000,-53229032,108,5.172,2024-04-11 17:53:08,17.0,173.0,118.20000000000005,118.20000000000005,75.0,5.0,2.15
,91,149,3975.72,5.085,8,137,438229502,-53229037,134,5.085,2024-04-11 17:53:09,17.0,171.0,118.20000000000005,118.20000000000005,75.0,5.0,1.91
,88,149,3980.28,5.013,8,137,438229986,-53229077,165,5.013,2024-04-11 17:53:10,17.0,175.0,118.20000000000005,118.20000000000005,75.0,5.0,1.13
,88,149,3984.88,4.905,8,137,438230459,-53229117,188,4.905,2024-04-11 17:53:11,17.0,174.0,118.20000000000005,118.20000000000005,75.0,5.0,0.0
,90,149,3989.54,4.733,7,137,438230957,-53229163,214,4.733,2024-04-11 17:53:12,17.0,175.0,118.39999999999998,118.39999999999998,75.0,5.0,0.0
,86,149,3993.76,4.535,7,136,438231423,-53229252,227,4.535,2024-04-11 17:53:13,17.0,176.0,118.39999999999998,118.39999999999998,75.0,5.0,0.0
,88,150,3998.17,4.476,7,137,438231885,-53229401,213,4.476,2024-04-11 17:53:14,17.0,177.0,118.60000000000002,118.60000000000002,75.0,5.0,0.0
,90,150,4003.2,4.436,7,137,438232397,-53229552,227,4.436,2024-04-11 17:53:15,17.0,170.0,118.79999999999995,118.79999999999995,75.0,5.0,0.0
,87,150,4007.31,4.432,6,137,438232816,-53229675,246,4.432,2024-04-11 17:53:16,17.0,170.0,118.79999999999995,118.79999999999995,75.0,5.0,0.37
,85,150,4011.09,4.419,6,137,438233214,-53229790,212,4.419,2024-04-11 17:53:17,17.0,173.0,119.0,119.0,75.0,5.0,1.38
,95,150,4015.39,4.408,6,136,438233669,-53229920,147,4.408,2024-04-11 17:53:18,17.0,192.0,119.20000000000005,119.20000000000005,75.0,5.0,1.81
,91,151,4019.41,4.194,6,136,438234108,-53230033,117,4.194,2024-04-11 17:53:19,17.0,178.0,119.20000000000005,119.20000000000005,75.0,5.0,2.21
,87,151,4023.36,3.733,6,136,438234535,-53230097,107,3.733,2024-04-11 17:53:20,17.0,171.0,119.39999999999998,119.39999999999998,76.0,5.0,2.54
,95,151,4027.01,3.51,6,136,438234921,-53230067,121,3.51,2024-04-11 17:53:21,17.0,176.0,119.79999999999995,119.79999999999995,76.0,5.0,2.83
,77,151,4029.71,3.204,6,136,438235177,-53229933,196,3.204,2024-04-11 17:53:22,17.0,171.0,119.79999999999995,119.79999999999995,76.0,5.0,3.11
,77,151,4032.87,2.825,7,136,438235352,-53229608,227,2.825,2024-04-11 17:53:23,17.0,170.0,119.79999999999995,119.79999999999995,76.0,5.0,3.23
,0,151,4036.91,3.531,6,137,438235392,-53229080,0,3.531,2024-04-11 17:53:24,17.0,171.0,119.60000000000002,119.60000000000002,76.0,5.0,3.13
,0,151,4042.27,4.978,6,137,438235364,-53228365,0,4.978,2024-04-11 17:53:25,17.0,172.0,119.60000000000002,119.60000000000002,76.0,5.0,2.79
,0,151,4048.88,5.516,6,137,438235398,-53227486,0,5.516,2024-04-11 17:53:26,17.0,172.0,119.60000000000002,119.60000000000002,76.0,5.0,2.27
,82,151,4055.0,5.634,6,137,438235523,-53226684,1,5.634,2024-04-11 17:53:27,17.0,173.0,120.0,120.0,76.0,5.0,1.7
,44,151,4061.12,5.658,6,137,438235688,-53225892,1,5.658,2024-04-11 17:53:28,17.0,174.0,119.79999999999995,119.79999999999995,76.0,5.0,1.0
,44,151,4066.95,5.553,6,138,438235825,-53225134,1,5.553,2024-04-11 17:53:29,17.0,174.0,119.79999999999995,119.79999999999995,76.0,5.0,0.0
,0,151,4072.11,5.286,6,138,438235961,-53224463,0,5.286,2024-04-11 17:53:30,17.0,173.0,119.39999999999998,119.39999999999998,76.0,5.0,0.0
,0,151,4077.04,5.131,6,138,438236166,-53223861,0,5.131,2024-04-11 17:53:31,17.0,173.0,119.0,119.0,76.0,5.0,0.0
,0,151,4082.36,5.131,5,138,438236468,-53223263,0,5.131,2024-04-11 17:53:32,17.0,172.0,118.20000000000005,118.20000000000005,76.0,6.0,-0.53
,0,151,4086.65,5.131,5,137,438236793,-53222857,0,5.131,2024-04-11 17:53:33,17.0,171.0,117.60000000000002,117.60000000000002,76.0,6.0,-2.23
,0,151,4091.3,4.954,5,136,438237201,-53222516,0,4.954,2024-04-11 17:53:34,17.0,171.0,116.79999999999995,116.79999999999995,76.0,6.0,-3.79
,90,151,4095.81,4.658,5,135,438237645,-53222416,0,4.658,2024-04-11 17:53:35,17.0,170.0,116.20000000000005,116.20000000000005,76.0,7.0,-5.65
,90,151,4101.06,4.917,5,134,438238199,-53222591,1,4.917,2024-04-11 17:53:36,17.0,170.0,115.60000000000002,115.60000000000002,76.0,8.0,-7.61
,0,151,4108.08,5.801,5,133,438238886,-53222985,0,5.801,2024-04-11 17:53:37,17.0,169.0,115.0,115.0,76.0,8.0,-9.32
,25,151,4115.19,6.564,5,132,438239506,-53223498,0,6.564,2024-04-11 17:53:38,17.0,168.0,115.0,115.0,76.0,9.0,-10.32
,129,151,4119.76,5.975,5,132,438239836,-53223951,1,5.975,2024-04-11 17:53:39,17.0,211.0,114.79999999999995,114.79999999999995,76.0,10.0,-10.33
,95,151,4123.62,4.451,5,132,438240058,-53224400,27,4.451,2024-04-11 17:53:40,17.0,195.0,115.0,115.0,76.0,10.0,-9.31
,94,152,4126.63,3.309,6,133,438240177,-53224769,246,3.309,2024-04-11 17:53:41,17.0,171.0,115.20000000000005,115.20000000000005,76.0,10.0,-7.53
,85,152,4129.22,2.828,7,134,438240302,-53225071,356,2.828,2024-04-11 17:53:42,17.0,173.0,115.39999999999998,115.39999999999998,76.0,10.0,-5.46
,84,152,4131.6,2.534,7,135,438240467,-53225319,445,2.534,2024-04-11 17:53:43,17.0,177.0,115.60000000000002,115.60000000000002,76.0,10.0,-3.42
,79,153,4133.63,2.223,7,137,438240604,-53225526,484,2.223,2024-04-11 17:53:44,17.0,171.0,115.79999999999995,115.79999999999995,77.0,10.0,-1.44
,76,153,4135.56,2.147,7,139,438240706,-53225759,484,2.147,2024-04-11 17:53:45,17.0,171.0,116.20000000000005,116.20000000000005,77.0,10.0,0.59
,81,154,4137.45,2.162,6,140,438240751,-53226004,434,2.162,2024-04-11 17:53:46,17.0,172.0,116.39999999999998,116.39999999999998,77.0,10.0,2.7
,82,154,4139.24,2.218,6,141,438240814,-53226220,370,2.218,2024-04-11 17:53:47,17.0,180.0,116.60000000000002,116.60000000000002,77.0,10.0,4.9
,87,155,4141.25,2.259,6,142,438240940,-53226415,348,2.259,2024-04-11 17:53:48,17.0,179.0,116.79999999999995,116.79999999999995,77.0,10.0,6.98
,73,155,4143.25,2.221,6,143,438241121,-53226567,365,2.221,2024-04-11 17:53:49,17.0,172.0,117.20000000000005,117.20000000000005,78.0,10.0,8.8
,81,155,4145.32,2.186,6,145,438241321,-53226700,322,2.186,2024-04-11 17:53:50,17.0,174.0,117.39999999999998,117.39999999999998,78.0,10.0,10.08
,86,155,4147.53,2.186,6,146,438241548,-53226781,241,2.186,2024-04-11 17:53:51,17.0,172.0,117.79999999999995,117.79999999999995,78.0,10.0,10.86
,84,156,4149.84,2.186,6,147,438241793,-53226770,169,2.186,2024-04-11 17:53:52,17.0,179.0,118.0,118.0,79.0,10.0,11.18
,96,156,4152.3,2.186,6,148,438242032,-53226651,120,2.186,2024-04-11 17:53:53,17.0,173.0,118.20000000000005,118.20000000000005,79.0,10.0,11.21
,93,156,4154.64,2.186,6,149,438242179,-53226417,107,2.186,2024-04-11 17:53:54,17.0,164.0,118.39999999999998,118.39999999999998,79.0,10.0,11.02
,97,156,4156.99,2.189,6,149,438242236,-53226123,105,2.189,2024-04-11 17:53:55,17.0,168.0,118.60000000000002,118.60000000000002,79.0,10.0,10.6
,94,156,4159.47,2.212,6,150,438242219,-53225794,147,2.212,2024-04-11 17:53:56,17.0,185.0,118.79999999999995,118.79999999999995,79.0,10.0,10.08
,82,156,4161.75,2.245,6,150,438242190,-53225492,186,2.245,2024-04-11 17:53:57,17.0,173.0,119.0,119.0,80.0,10.0,9.46
,88,157,4164.28,2.257,5,150,438242190,-53225155,252,2.257,2024-04-11 17:53:58,17.0,172.0,119.20000000000005,119.20000000000005,80.0,10.0,8.82
,87,157,4166.97,2.276,5,150,438242224,-53224803,286,2.276,2024-04-11 17:53:59,17.0,176.0,119.20000000000005,119.20000000000005,80.0,10.0,8.19
,84,157,4169.54,2.301,5,150,438242332,-53224484,304,2.301,2024-04-11 17:54:00,16.0,173.0,119.39999999999998,119.39999999999998,80.0,10.0,7.6
,79,157,4171.68,2.325,5,150,438242469,-53224242,321,2.325,2024-04-11 17:54:01,16.0,180.0,119.60000000000002,119.60000000000002,80.0,10.0,7.15
,78,158,4174.17,2.318,5,150,438242623,-53223997,327,2.318,2024-04-11 17:54:02,16.0,166.0,119.79999999999995,119.79999999999995,81.0,10.0,7.03
,82,158,4176.54,2.306,5,150,438242822,-53223798,298,2.306,2024-04-11 17:54:03,16.0,164.0,120.0,120.0,81.0,10.0,7.01
,92,158,4178.99,2.306,5,151,438243052,-53223598,273,2.306,2024-04-11 17:54:04,16.0,182.0,120.20000000000005,120.20000000000005,81.0,10.0,6.96
,82,159,4181.47,2.306,5,151,438243278,-53223421,299,2.306,2024-04-11 17:54:05,16.0,183.0,120.39999999999998,120.39999999999998,81.0,10.0,6.97
,75,159,4183.95,2.396,5,151,438243504,-53223288,379,2.396,2024-04-11 17:54:06,16.0,178.0,120.79999999999995,120.79999999999995,81.0,10.0,7.11
,81,159,4186.51,2.541,5,152,438243750,-53223153,392,2.541,2024-04-11 17:54:07,16.0,174.0,121.0,121.0,81.0,10.0,7.44
,73,160,4188.84,2.529,5,153,438243989,-53223017,369,2.529,2024-04-11 17:54:08,16.0,164.0,121.20000000000005,121.20000000000005,82.0,10.0,7.88
,78,160,4190.95,2.446,5,154,438244189,-53222927,284,2.446,2024-04-11 17:54:09,16.0,176.0,121.39999999999998,121.39999999999998,82.0,10.0,8.2
,91,160,4193.28,2.348,5,154,438244432,-53222863,269,2.348,2024-04-11 17:54:10,16.0,166.0,121.79999999999995,121.79999999999995,82.0,10.0,8.37
,73,161,4195.64,2.361,5,155,438244688,-53222814,341,2.361,2024-04-11 17:54:11,16.0,176.0,122.0,122.0,82.0,10.0,8.53
,86,161,4197.83,2.286,5,156,438244916,-53222760,474,2.286,2024-04-11 17:54:12,16.0,170.0,122.20000000000005,122.20000000000005,83.0,10.0,8.88
,80,162,4199.96,2.278,5,157,438245143,-53222714,525,2.278,2024-04-11 17:54:13,16.0,176.0,122.60000000000002,122.60000000000002,83.0,10.0,9.27
,74,162,4202.29,2.332,5,159,438245388,-53222655,531,2.332,2024-04-11 17:54:14,16.0,178.0,123.0,123.0,83.0,10.0,9.74
,80,163,4204.68,2.372,5,160,438245645,-53222595,449,2.372,2024-04-11 17:54:15,16.0,175.0,123.20000000000005,123.20000000000005,84.0,10.0,10.34
,78,163,4206.91,2.286,5,161,438245873,-53222520,314,2.286,2024-04-11 17:54:16,16.0,174.0,123.60000000000002,123.60000000000002,84.0,10.0,10.94
,80,163,4209.26,2.388,5,162,438246119,-53222404,268,2.388,2024-04-11 17:54:17,16.0,168.0,123.79999999999995,123.79999999999995,84.0,10.0,11.4
,75,164,4211.53,2.584,5,162,438246357,-53222296,291,2.584,2024-04-11 17:54:18,16.0,180.0,124.20000000000005,124.20000000000005,85.0,10.0,11.66
,77,164,4213.46,2.495,5,163,438246555,-53222236,355,2.495,2024-04-11 17:54:19,16.0,175.0,124.39999999999998,124.39999999999998,85.0,10.0,11.71
,77,164,4215.85,2.408,5,163,438246800,-53222186,379,2.408,2024-04-11 17:54:20,16.0,177.0,124.79999999999995,124.79999999999995,85.0,10.0,11.56
,75,165,4218.03,2.606,5,164,438247039,-53222168,408,2.606,2024-04-11 17:54:21,16.0,176.0,125.0,125.0,85.0,10.0,11.29
,77,165,4219.79,2.503,4,166,438247237,-53222172,410,2.503,2024-04-11 17:54:22,16.0,180.0,125.39999999999998,125.39999999999998,86.0,10.0,10.96
,84,166,4221.9,2.243,4,166,438247448,-53222139,497,2.243,2024-04-11 17:54:23,16.0,183.0,125.79999999999995,125.79999999999995,86.0,10.0,10.84
,68,166,4223.87,2.163,4,167,438247648,-53222080,532,2.163,2024-04-11 17:54:24,16.0,165.0,126.0,126.0,86.0,10.0,10.94
,65,167,4226.0,2.174,4,167,438247875,-53222035,448,2.174,2024-04-11 17:54:25,16.0,175.0,126.20000000000005,126.20000000000005,87.0,10.0,11.1
,80,167,4228.3,2.267,4,168,438248119,-53222031,343,2.267,2024-04-11 17:54:26,16.0,179.0,126.60000000000002,126.60000000000002,87.0,10.0,11.23
,77,167,4230.77,2.445,5,169,438248392,-53222042,332,2.445,2024-04-11 17:54:27,16.0,174.0,126.79999999999995,126.79999999999995,87.0,10.0,11.29
,80,168,4233.31,2.525,5,170,438248666,-53222020,339,2.525,2024-04-11 17:54:28,16.0,180.0,127.0,127.0,88.0,10.0,11.18
,84,168,4235.77,2.461,4,170,438248922,-53221961,353,2.461,2024-04-11 17:54:29,16.0,177.0,127.20000000000005,127.20000000000005,88.0,10.0,10.92
,78,168,4237.91,2.444,4,172,438249132,-53221916,390,2.444,2024-04-11 17:54:30,16.0,178.0,127.60000000000002,127.60000000000002,88.0,10.0,10.58
,75,169,4239.65,2.33,4,172,438249331,-53221896,389,2.33,2024-04-11 17:54:31,16.0,174.0,127.79999999999995,127.79999999999995,88.0,10.0,10.14
,75,169,4241.65,2.165,4,172,438249558,-53221861,335,2.165,2024-04-11 17:54:32,16.0,175.0,128.20000000000005,128.20000000000005,89.0,10.0,9.73
,78,169,4243.89,2.21,5,172,438249784,-53221781,330,2.21,2024-04-11 17:54:33,16.0,174.0,128.39999999999998,128.39999999999998,89.0,10.0,9.61
,71,170,4246.06,2.198,4,173,438249996,-53221697,325,2.198,2024-04-11 17:54:34,16.0,175.0,128.60000000000002,128.60000000000002,89.0,10.0,9.8
,72,170,4248.24,2.22,4,174,438250213,-53221677,317,2.22,2024-04-11 17:54:35,16.0,178.0,128.79999999999995,128.79999999999995,89.0,10.0,10.07
,71,170,4250.38,2.368,4,174,438250451,-53221643,282,2.368,2024-04-11 17:54:36,16.0,180.0,129.20000000000005,129.20000000000005,90.0,10.0,10.28
,72,171,4252.21,2.285,4,174,438250633,-53221567,296,2.285,2024-04-11 17:54:37,16.0,178.0,129.39999999999998,129.39999999999998,90.0,10.0,10.4
,71,171,4254.1,2.092,4,174,438250815,-53221462,325,2.092,2024-04-11 17:54:38,16.0,180.0,129.60000000000002,129.60000000000002,90.0,10.0,10.33
,79,171,4255.95,2.075,4,174,438250997,-53221327,424,2.075,2024-04-11 17:54:39,16.0,179.0,129.79999999999995,129.79999999999995,90.0,10.0,10.08
,75,172,4257.98,2.075,4,175,438251162,-53221160,485,2.075,2024-04-11 17:54:40,16.0,179.0,130.20000000000005,130.20000000000005,91.0,10.0,9.84
,60,172,4260.01,2.075,4,175,438251315,-53220971,497,2.075,2024-04-11 17:54:41,16.0,208.0,130.39999999999998,130.39999999999998,91.0,10.0,9.85
,72,173,4262.07,2.06,4,174,438251481,-53220772,400,2.06,2024-04-11 17:54:42,16.0,168.0,130.79999999999995,130.79999999999995,91.0,10.0,10.13
,70,173,4263.99,2.023,4,175,438251617,-53220582,373,2.023,2024-04-11 17:54:43,16.0,178.0,131.20000000000005,131.20000000000005,91.0,10.0,10.7
,70,174,4265.89,2.0,4,176,438251735,-53220384,410,2.0,2024-04-11 17:54:44,16.0,176.0,131.39999999999998,131.39999999999998,92.0,10.0,11.51
,73,174,4267.94,2.0,4,176,438251843,-53220145,442,2.0,2024-04-11 17:54:45,16.0,178.0,131.79999999999995,131.79999999999995,92.0,10.0,12.39
,72,174,4270.02,2.0,4,175,438251981,-53219918,443,2.0,2024-04-11 17:54:46,16.0,180.0,132.20000000000005,132.20000000000005,92.0,10.0,13.16
,76,175,4271.95,2.0,5,177,438252117,-53219735,479,2.0,2024-04-11 17:54:47,16.0,178.0,132.60000000000002,132.60000000000002,93.0,10.0,13.86
,73,175,4273.9,2.017,6,178,438252286,-53219591,522,2.017,2024-04-11 17:54:48,16.0,169.0,132.79999999999995,132.79999999999995,93.0,10.0,14.43
