battery_soc,cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,power,speed,timestamp,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade
,0,580,11134.67,4.585,5,132,438277286,-53178161,0,4.585,2024-04-11 18:36:19,12.0,178.0,150.79999999999995,150.79999999999995,362.0,262.0,-3.62
,95,580,11139.63,4.357,4,132,438277704,-53177762,14,4.357,2024-04-11 18:36:20,12.0,181.0,150.79999999999995,150.79999999999995,362.0,262.0,-2.96
,83,580,11144.47,4.424,4,132,438278149,-53177421,44,4.424,2024-04-11 18:36:21,12.0,163.0,150.79999999999995,150.79999999999995,362.0,262.0,-2.43
,94,580,11148.85,4.517,4,132,438278550,-53177124,130,4.517,2024-04-11 18:36:22,12.0,191.0,150.60000000000002,150.60000000000002,362.0,262.0,-2.04
,20,580,11154.16,4.663,4,132,438279022,-53176735,126,4.663,2024-04-11 18:36:23,12.0,189.0,150.39999999999998,150.39999999999998,362.0,262.0,-1.78
,72,580,11159.64,4.887,4,131,438279488,-53176281,47,4.887,2024-04-11 18:36:24,12.0,181.0,150.20000000000005,150.20000000000005,362.0,262.0,-1.71
,97,580,11165.03,5.012,4,131,438279897,-53175788,67,5.012,2024-04-11 18:36:25,12.0,176.0,150.20000000000005,150.20000000000005,362.0,262.0,-1.74
,91,580,11170.2,5.053,4,134,438280289,-53175285,186,5.053,2024-04-11 18:36:26,12.0,172.0,150.20000000000005,150.20000000000005,362.0,263.0,-1.81
,97,581,11174.95,4.975,4,134,438280654,-53174847,267,4.975,2024-04-11 18:36:27,12.0,190.0,150.39999999999998,150.39999999999998,362.0,263.0,-1.8
,77,581,11179.38,4.84,4,134,438281035,-53174485,504,4.84,2024-04-11 18:36:28,12.0,179.0,150.60000000000002,150.60000000000002,362.0,263.0,-1.59
,79,582,11183.63,4.679,4,134,438281428,-53174152,647,4.679,2024-04-11 18:36:29,12.0,178.0,150.79999999999995,150.79999999999995,362.0,263.0,-0.95
,79,583,11187.71,4.564,4,138,438281775,-53173826,675,4.564,2024-04-11 18:36:30,12.0,182.0,151.0,151.0,362.0,263.0,0.0
,86,583,11191.72,4.564,5,138,438282093,-53173482,655,4.564,2024-04-11 18:36:31,12.0,180.0,151.39999999999998,151.39999999999998,362.0,263.0,0.41
,81,584,11195.81,4.55,6,137,438282411,-53173117,627,4.55,2024-04-11 18:36:32,12.0,165.0,151.60000000000002,151.60000000000002,363.0,263.0,1.97
,88,584,11200.06,4.416,6,141,438282765,-53172756,492,4.416,2024-04-11 18:36:33,12.0,173.0,152.0,152.0,363.0,263.0,3.06
,86,585,11204.31,4.242,6,144,438283138,-53172408,360,4.242,2024-04-11 18:36:34,12.0,168.0,152.39999999999998,152.39999999999998,363.0,263.0,4.13
,86,585,11208.55,4.242,6,147,438283474,-53172028,299,4.242,2024-04-11 18:36:35,12.0,173.0,152.60000000000002,152.60000000000002,364.0,263.0,5.04
,90,585,11212.89,4.242,6,150,438283803,-53171612,251,4.242,2024-04-11 18:36:36,12.0,179.0,152.79999999999995,152.79999999999995,364.0,263.0,5.66
,82,585,11217.03,4.234,5,154,438284094,-53171203,226,4.234,2024-04-11 18:36:37,12.0,182.0,153.0,153.0,364.0,263.0,5.92
,80,586,11221.05,4.222,5,157,438284413,-53170836,201,4.222,2024-04-11 18:36:38,12.0,179.0,153.20000000000005,153.20000000000005,365.0,263.0,5.83
,75,586,11224.93,4.175,5,157,438284749,-53170533,193,4.175,2024-04-11 18:36:39,12.0,180.0,153.39999999999998,153.39999999999998,365.0,263.0,5.52
,73,586,11228.6,4.103,5,159,438285060,-53170230,220,4.103,2024-04-11 18:36:40,12.0,181.0,153.60000000000002,153.60000000000002,365.0,263.0,5.16
,76,586,11232.19,4.103,5,160,438285306,-53169883,265,4.103,2024-04-11 18:36:41,12.0,177.0,153.60000000000002,153.60000000000002,365.0,263.0,4.64
,75,587,11235.91,4.103,5,159,438285579,-53169528,265,4.103,2024-04-11 18:36:42,12.0,175.0,153.79999999999995,153.79999999999995,365.0,263.0,4.19
,78,587,11239.66,4.027,5,157,438285869,-53169187,253,4.027,2024-04-11 18:36:43,12.0,175.0,154.0,154.0,365.0,263.0,3.72
,78,587,11243.51,3.911,5,158,438286187,-53168844,232,3.911,2024-04-11 18:36:44,12.0,169.0,154.0,154.0,366.0,263.0,3.42
,79,587,11247.42,3.912,5,156,438286488,-53168457,215,3.912,2024-04-11 18:36:45,12.0,175.0,154.20000000000005,154.20000000000005,366.0,263.0,3.3
,75,587,11251.35,3.953,5,155,438286762,-53168057,187,3.953,2024-04-11 18:36:46,12.0,174.0,154.20000000000005,154.20000000000005,366.0,263.0,3.19
,82,588,11255.34,3.984,5,155,438287052,-53167684,177,3.984,2024-04-11 18:36:47,12.0,158.0,154.20000000000005,154.20000000000005,366.0,263.0,3.0
,79,588,11259.46,3.917,5,156,438287389,-53167324,164,3.917,2024-04-11 18:36:48,12.0,172.0,154.20000000000005,154.20000000000005,366.0,263.0,2.69
,5,588,11264.0,4.186,4,158,438287788,-53166966,108,4.186,2024-04-11 18:36:49,12.0,172.0,154.20000000000005,154.20000000000005,366.0,263.0,2.22
,63,588,11268.79,4.717,4,158,438288261,-53166683,25,4.717,2024-04-11 18:36:50,12.0,171.0,154.0,154.0,366.0,263.0,1.65
,0,588,11273.99,5.03,5,157,438288763,-53166407,0,5.03,2024-04-11 18:36:51,12.0,171.0,154.0,154.0,366.0,263.0,0.9
,0,588,11279.46,5.368,6,158,438289281,-53166088,0,5.368,2024-04-11 18:36:52,12.0,170.0,154.0,154.0,366.0,263.0,0.0
,0,588,11285.09,5.628,6,157,438289809,-53165698,0,5.628,2024-04-11 18:36:53,12.0,170.0,153.79999999999995,153.79999999999995,366.0,263.0,0.0
,0,588,11291.06,5.916,5,156,438290310,-53165206,0,5.916,2024-04-11 18:36:54,12.0,169.0,153.60000000000002,153.60000000000002,366.0,263.0,-0.26
,0,588,11297.17,6.075,5,155,438290739,-53164583,0,6.075,2024-04-11 18:36:55,12.0,169.0,153.39999999999998,153.39999999999998,366.0,263.0,-1.26
,0,588,11303.06,5.959,5,153,438291004,-53163871,0,5.959,2024-04-11 18:36:56,12.0,168.0,153.39999999999998,153.39999999999998,366.0,263.0,-1.57
,0,588,11308.72,5.702,5,152,438291186,-53163153,0,5.702,2024-04-11 18:36:57,12.0,168.0,153.20000000000005,153.20000000000005,366.0,263.0,-1.76
,88,588,11314.44,5.602,5,150,438291403,-53162441,30,5.602,2024-04-11 18:36:58,12.0,167.0,153.0,153.0,366.0,263.0,-1.88
,84,588,11320.36,5.631,5,149,438291695,-53161732,112,5.631,2024-04-11 18:36:59,12.0,167.0,152.79999999999995,152.79999999999995,366.0,263.0,-2.03
,81,588,11326.02,5.631,5,148,438292050,-53161140,150,5.631,2024-04-11 18:37:00,12.0,171.0,152.79999999999995,152.79999999999995,366.0,264.0,-2.15
,81,588,11331.54,5.631,5,146,438292511,-53160707,158,5.631,2024-04-11 18:37:01,12.0,170.0,152.79999999999995,152.79999999999995,366.0,264.0,-2.2
,84,588,11337.07,5.612,5,146,438293075,-53160461,137,5.612,2024-04-11 18:37:02,12.0,172.0,152.79999999999995,152.79999999999995,366.0,264.0,-2.15
,80,589,11342.42,5.583,5,146,438293649,-53160440,133,5.583,2024-04-11 18:37:03,12.0,166.0,152.79999999999995,152.79999999999995,366.0,264.0,-1.95
,86,589,11347.79,5.562,5,145,438294213,-53160586,133,5.562,2024-04-11 18:37:04,12.0,143.0,152.79999999999995,152.79999999999995,366.0,264.0,-1.65
,91,589,11353.33,5.52,5,145,438294769,-53160852,103,5.52,2024-04-11 18:37:05,12.0,157.0,152.79999999999995,152.79999999999995,366.0,264.0,-1.31
,97,589,11358.77,5.508,5,145,438295251,-53161234,97,5.508,2024-04-11 18:37:06,12.0,152.0,152.79999999999995,152.79999999999995,366.0,264.0,-0.82
,87,589,11364.29,5.502,5,146,438295690,-53161731,126,5.502,2024-04-11 18:37:07,12.0,162.0,152.60000000000002,152.60000000000002,366.0,264.0,0.0
,94,589,11369.88,5.465,5,146,438296082,-53162305,124,5.465,2024-04-11 18:37:08,12.0,177.0,152.79999999999995,152.79999999999995,366.0,264.0,0.0
,89,589,11375.29,5.418,5,144,438296427,-53162893,217,5.418,2024-04-11 18:37:09,12.0,164.0,152.79999999999995,152.79999999999995,366.0,264.0,0.0
,82,590,11380.43,5.397,5,145,438296746,-53163456,330,5.397,2024-04-11 18:37:10,12.0,173.0,153.0,153.0,366.0,264.0,0.0
,97,590,11385.41,5.355,5,146,438297064,-53163990,227,5.355,2024-04-11 18:37:11,12.0,175.0,153.0,153.0,366.0,264.0,0.0
,95,590,11390.36,5.297,5,146,438297383,-53164518,141,5.297,2024-04-11 18:37:12,12.0,202.0,153.20000000000005,153.20000000000005,366.0,264.0,0.0
,91,590,11395.12,5.005,5,145,438297702,-53164998,206,5.005,2024-04-11 18:37:13,12.0,165.0,153.20000000000005,153.20000000000005,366.0,264.0,0.0
,105,591,11399.47,4.44,5,146,438298056,-53165355,231,4.44,2024-04-11 18:37:14,12.0,146.0,153.39999999999998,153.39999999999998,366.0,264.0,0.26
,93,591,11403.43,4.153,5,146,438298447,-53165573,200,4.153,2024-04-11 18:37:15,12.0,176.0,153.60000000000002,153.60000000000002,366.0,264.0,1.46
,91,591,11407.41,4.075,5,148,438298847,-53165739,182,4.075,2024-04-11 18:37:16,12.0,188.0,153.79999999999995,153.79999999999995,366.0,264.0,1.86
,82,591,11411.38,4.075,5,149,438299267,-53165918,217,4.075,2024-04-11 18:37:17,12.0,183.0,154.0,154.0,367.0,264.0,2.22
,78,591,11414.96,3.76,5,148,438299596,-53166122,262,3.76,2024-04-11 18:37:18,12.0,175.0,154.20000000000005,154.20000000000005,367.0,264.0,2.55
,76,592,11418.26,3.265,5,149,438299887,-53166361,329,3.265,2024-04-11 18:37:19,12.0,174.0,154.39999999999998,154.39999999999998,367.0,264.0,2.91
,77,592,11421.78,3.215,5,150,438300223,-53166607,336,3.215,2024-04-11 18:37:20,12.0,172.0,154.60000000000002,154.60000000000002,367.0,264.0,3.34
,79,592,11425.1,3.097,5,149,438300533,-53166825,281,3.097,2024-04-11 18:37:21,12.0,177.0,154.79999999999995,154.79999999999995,367.0,264.0,3.81
,85,593,11427.87,3.131,5,148,438300796,-53167000,255,3.131,2024-04-11 18:37:22,12.0,181.0,155.0,155.0,368.0,264.0,4.3
,86,593,11431.11,3.306,4,148,438301115,-53167208,225,3.306,2024-04-11 18:37:23,12.0,180.0,155.20000000000005,155.20000000000005,368.0,264.0,4.77
,89,593,11434.47,3.306,4,150,438301435,-53167421,177,3.306,2024-04-11 18:37:24,12.0,185.0,155.39999999999998,155.39999999999998,368.0,264.0,5.15
,84,593,11437.91,3.306,5,151,438301771,-53167587,124,3.306,2024-04-11 18:37:25,12.0,168.0,155.39999999999998,155.39999999999998,368.0,264.0,5.4
,87,593,11441.64,3.381,5,149,438302151,-53167687,120,3.381,2024-04-11 18:37:26,12.0,178.0,155.60000000000002,155.60000000000002,368.0,264.0,5.37
,90,593,11445.69,3.748,5,148,438302578,-53167735,113,3.748,2024-04-11 18:37:27,12.0,167.0,155.60000000000002,155.60000000000002,368.0,264.0,4.96
,88,593,11449.97,4.236,5,149,438303033,-53167698,112,4.236,2024-04-11 18:37:28,12.0,172.0,155.60000000000002,155.60000000000002,369.0,264.0,4.28
,90,594,11454.3,4.414,5,150,438303472,-53167523,107,4.414,2024-04-11 18:37:29,12.0,146.0,155.60000000000002,155.60000000000002,369.0,264.0,3.4
,93,594,11458.7,4.518,5,149,438303846,-53167163,108,4.518,2024-04-11 18:37:30,12.0,169.0,155.60000000000002,155.60000000000002,369.0,264.0,2.48
,91,594,11463.29,4.619,5,150,438304130,-53166662,147,4.619,2024-04-11 18:37:31,12.0,170.0,155.60000000000002,155.60000000000002,369.0,264.0,1.7
,91,594,11467.95,4.528,4,149,438304339,-53166097,157,4.528,2024-04-11 18:37:32,12.0,167.0,155.60000000000002,155.60000000000002,369.0,264.0,1.03
,87,594,11472.56,4.389,4,150,438304521,-53165531,156,4.389,2024-04-11 18:37:33,12.0,176.0,155.79999999999995,155.79999999999995,369.0,264.0,0.0
,90,594,11476.98,4.389,4,149,438304703,-53164984,191,4.389,2024-04-11 18:37:34,12.0,173.0,156.0,156.0,369.0,264.0,0.0
,81,595,11481.32,4.389,4,148,438304885,-53164454,263,4.389,2024-04-11 18:37:35,12.0,168.0,156.20000000000005,156.20000000000005,369.0,264.0,0.19
,74,595,11485.4,4.167,4,149,438305085,-53163968,267,4.167,2024-04-11 18:37:36,12.0,177.0,156.20000000000005,156.20000000000005,369.0,264.0,1.23
,93,595,11489.12,3.734,4,149,438305311,-53163547,238,3.734,2024-04-11 18:37:37,12.0,187.0,156.39999999999998,156.39999999999998,369.0,264.0,1.62
,81,595,11492.77,3.592,4,150,438305557,-53163179,233,3.592,2024-04-11 18:37:38,12.0,174.0,156.60000000000002,156.60000000000002,369.0,264.0,2.08
,90,596,11496.39,3.603,4,151,438305867,-53162876,223,3.603,2024-04-11 18:37:39,12.0,176.0,156.79999999999995,156.79999999999995,369.0,264.0,2.51
,88,596,11500.17,3.7,4,150,438306230,-53162629,199,3.7,2024-04-11 18:37:40,12.0,179.0,156.79999999999995,156.79999999999995,369.0,264.0,2.85
,80,596,11503.92,3.81,4,149,438306594,-53162430,185,3.81,2024-04-11 18:37:41,12.0,174.0,157.0,157.0,370.0,264.0,3.12
,84,596,11507.51,3.725,4,148,438306959,-53162261,190,3.725,2024-04-11 18:37:42,12.0,176.0,157.0,157.0,370.0,264.0,3.26
,78,596,11511.29,3.626,5,150,438307360,-53162157,209,3.626,2024-04-11 18:37:43,12.0,173.0,157.20000000000005,157.20000000000005,370.0,264.0,3.22
,80,597,11514.91,3.609,5,150,438307742,-53162094,212,3.609,2024-04-11 18:37:44,12.0,173.0,157.20000000000005,157.20000000000005,370.0,264.0,3.09
,87,597,11517.8,3.563,6,151,438308051,-53162063,223,3.563,2024-04-11 18:37:45,12.0,171.0,157.39999999999998,157.39999999999998,370.0,264.0,2.89
,91,597,11521.14,3.512,6,149,438308396,-53162028,216,3.512,2024-04-11 18:37:46,12.0,179.0,157.39999999999998,157.39999999999998,370.0,264.0,2.75
,84,597,11524.42,3.497,5,147,438308733,-53161983,217,3.497,2024-04-11 18:37:47,12.0,178.0,157.60000000000002,157.60000000000002,370.0,264.0,2.65
,87,597,11527.57,3.47,5,148,438309079,-53161957,255,3.47,2024-04-11 18:37:48,12.0,178.0,157.79999999999995,157.79999999999995,370.0,264.0,2.71
,83,598,11530.5,3.425,5,150,438309379,-53161917,277,3.425,2024-04-11 18:37:49,12.0,178.0,158.0,158.0,370.0,264.0,2.9
,80,598,11533.02,3.113,5,151,438309652,-53161893,307,3.113,2024-04-11 18:37:50,12.0,176.0,158.39999999999998,158.39999999999998,371.0,264.0,3.2
,87,598,11535.37,2.566,5,152,438309909,-53161893,343,2.566,2024-04-11 18:37:51,12.0,180.0,158.60000000000002,158.60000000000002,371.0,264.0,3.68
,88,599,11537.66,2.453,5,151,438310154,-53161893,399,2.453,2024-04-11 18:37:52,12.0,174.0,158.79999999999995,158.79999999999995,371.0,264.0,4.24
,90,599,11540.08,2.61,5,152,438310428,-53161900,416,2.61,2024-04-11 18:37:53,12.0,181.0,159.0,159.0,371.0,264.0,4.91
,91,600,11542.57,2.769,5,154,438310701,-53161935,421,2.769,2024-04-11 18:37:54,12.0,173.0,159.39999999999998,159.39999999999998,372.0,264.0,5.74
,87,600,11545.14,2.628,6,156,438310956,-53162004,393,2.628,2024-04-11 18:37:55,12.0,168.0,159.60000000000002,159.60000000000002,372.0,264.0,6.62
,93,600,11547.7,2.611,6,157,438311219,-53162090,294,2.611,2024-04-11 18:37:56,12.0,168.0,159.79999999999995,159.79999999999995,372.0,264.0,7.46
,87,601,11550.48,2.611,6,158,438311520,-53162196,233,2.611,2024-04-11 18:37:57,12.0,160.0,160.0,160.0,372.0,264.0,8.04
,92,601,11553.37,2.611,5,158,438311793,-53162331,184,2.611,2024-04-11 18:37:58,12.0,177.0,160.20000000000005,160.20000000000005,373.0,264.0,8.3
,88,601,11556.56,2.793,5,159,438312120,-53162490,159,2.793,2024-04-11 18:37:59,12.0,160.0,160.20000000000005,160.20000000000005,373.0,264.0,8.08
,91,601,11560.28,3.336,5,160,438312511,-53162618,127,3.336,2024-04-11 18:38:00,12.0,179.0,160.20000000000005,160.20000000000005,373.0,264.0,7.51
,86,601,11563.8,3.796,5,159,438312875,-53162691,118,3.796,2024-04-11 18:38:01,12.0,175.0,160.39999999999998,160.39999999999998,373.0,264.0,6.69
,80,601,11567.33,3.981,5,159,438313256,-53162745,131,3.981,2024-04-11 18:38:02,12.0,165.0,160.39999999999998,160.39999999999998,373.0,264.0,5.75
,91,601,11571.4,4.139,5,159,438313683,-53162776,146,4.139,2024-04-11 18:38:03,12.0,186.0,160.60000000000002,160.60000000000002,373.0,264.0,4.61
,84,602,11575.19,3.941,5,157,438314103,-53162810,168,3.941,2024-04-11 18:38:04,12.0,170.0,160.60000000000002,160.60000000000002,373.0,264.0,3.6
,80,602,11578.87,3.631,6,156,438314485,-53162927,177,3.631,2024-04-11 18:38:05,12.0,179.0,160.60000000000002,160.60000000000002,373.0,264.0,2.82
,86,602,11582.79,3.631,6,157,438314860,-53163148,156,3.631,2024-04-11 18:38:06,12.0,166.0,160.60000000000002,160.60000000000002,374.0,264.0,2.24
,86,602,11586.09,3.674,6,155,438315142,-53163404,117,3.674,2024-04-11 18:38:07,12.0,166.0,160.60000000000002,160.60000000000002,374.0,264.0,1.8
,0,602,11590.01,3.911,6,153,438315441,-53163770,0,3.911,2024-04-11 18:38:08,13.0,169.0,160.60000000000002,160.60000000000002,374.0,264.0,1.48
,0,602,11595.1,4.528,6,152,438315833,-53164256,0,4.528,2024-04-11 18:38:09,13.0,172.0,160.39999999999998,160.39999999999998,374.0,264.0,1.05
,0,602,11600.16,5.369,6,151,438316251,-53164686,0,5.369,2024-04-11 18:38:10,13.0,175.0,160.20000000000005,160.20000000000005,374.0,264.0,0.0
,0,602,11606.25,6.047,6,151,438316788,-53165124,0,6.047,2024-04-11 18:38:11,13.0,179.0,159.79999999999995,159.79999999999995,374.0,264.0,-0.11
,0,602,11612.59,6.389,6,151,438317417,-53165431,0,6.389,2024-04-11 18:38:12,13.0,182.0,159.60000000000002,159.60000000000002,374.0,264.0,-1.3
,0,602,11619.22,6.381,5,150,438318115,-53165613,0,6.381,2024-04-11 18:38:13,13.0,185.0,159.20000000000005,159.20000000000005,374.0,265.0,-2.39
,101,602,11625.5,5.967,5,147,438318790,-53165757,46,5.967,2024-04-11 18:38:14,13.0,188.0,159.20000000000005,159.20000000000005,374.0,265.0,-3.16
,109,602,11630.58,5.238,5,147,438319345,-53165845,222,5.238,2024-04-11 18:38:15,13.0,168.0,159.20000000000005,159.20000000000005,374.0,265.0,-3.4
,102,603,11634.89,4.89,5,148,438319793,-53165870,335,4.89,2024-04-11 18:38:16,13.0,180.0,159.39999999999998,159.39999999999998,374.0,265.0,-3.27
,94,603,11638.64,4.46,5,149,438320194,-53165854,310,4.46,2024-04-11 18:38:17,13.0,171.0,159.39999999999998,159.39999999999998,374.0,265.0,-2.87
,96,603,11642.99,4.242,5,150,438320666,-53165767,190,4.242,2024-04-11 18:38:18,13.0,170.0,159.39999999999998,159.39999999999998,374.0,265.0,-2.27
,56,603,11647.58,4.245,5,151,438321131,-53165570,124,4.245,2024-04-11 18:38:19,13.0,,159.39999999999998,159.39999999999998,374.0,265.0,-1.48
,0,603,11652.2,4.465,5,150,438321558,-53165274,0,4.465,2024-04-11 18:38:20,13.0,,159.39999999999998,159.39999999999998,374.0,265.0,0.0
,0,603,11657.41,4.822,5,151,438322031,-53164900,0,4.822,2024-04-11 18:38:21,13.0,,159.20000000000005,159.20000000000005,374.0,265.0,0.0
,0,603,11662.94,4.861,5,150,438322532,-53164493,0,4.861,2024-04-11 18:38:22,13.0,,159.20000000000005,159.20000000000005,374.0,265.0,0.0
,0,603,11668.5,4.861,5,149,438322998,-53164032,0,4.861,2024-04-11 18:38:23,13.0,,159.0,159.0,374.0,265.0,0.0
,0,603,11673.94,4.861,5,148,438323407,-53163524,0,4.861,2024-04-11 18:38:24,13.0,,158.39999999999998,158.39999999999998,374.0,266.0,-0.09
,0,603,11678.93,5.019,5,147,438323814,-53163094,0,5.019,2024-04-11 18:38:25,13.0,,158.0,158.0,374.0,266.0,-1.36
,0,603,11684.06,5.273,5,144,438324293,-53162766,0,5.273,2024-04-11 18:38:26,13.0,,157.39999999999998,157.39999999999998,374.0,266.0,-2.51
,0,603,11690.04,5.281,5,143,438324892,-53162529,0,5.281,2024-04-11 18:38:27,13.0,,157.0,157.0,374.0,266.0,-3.77
,0,603,11695.27,5.286,5,142,438325446,-53162398,0,5.286,2024-04-11 18:38:28,13.0,,156.39999999999998,156.39999999999998,374.0,267.0,-5.02
,0,603,11699.7,5.061,5,141,438325892,-53162220,0,5.061,2024-04-11 18:38:29,13.0,,155.79999999999995,155.79999999999995,374.0,267.0,-6.21
,0,603,11703.36,4.485,5,142,438326256,-53162000,0,4.485,2024-04-11 18:38:30,13.0,,155.20000000000005,155.20000000000005,374.0,268.0,-7.3
,0,603,11707.2,3.876,5,141,438326584,-53161675,0,3.876,2024-04-11 18:38:31,13.0,,154.60000000000002,154.60000000000002,374.0,268.0,-8.21
,0,603,11710.89,3.481,5,140,438326822,-53161284,0,3.481,2024-04-11 18:38:32,13.0,,154.20000000000005,154.20000000000005,374.0,269.0,-8.9
,0,603,11714.24,3.532,5,140,438326968,-53160884,0,3.532,2024-04-11 18:38:33,13.0,,153.60000000000002,153.60000000000002,374.0,270.0,-9.41
,0,603,11717.47,3.619,5,141,438327059,-53160471,0,3.619,2024-04-11 18:38:34,13.0,,153.0,153.0,374.0,270.0,-9.99
,0,603,11721.35,3.777,5,140,438327168,-53159966,0,3.777,2024-04-11 18:38:35,13.0,,152.60000000000002,152.60000000000002,374.0,271.0,-10.8
,0,603,11726.14,4.052,5,140,438327286,-53159341,0,4.052,2024-04-11 18:38:36,13.0,,152.0,152.0,374.0,271.0,-11.64
,0,603,11731.0,4.461,4,141,438327414,-53158715,0,4.461,2024-04-11 18:38:37,13.0,,151.39999999999998,151.39999999999998,374.0,272.0,-12.4
,0,603,11736.95,5.157,4,141,438327596,-53157958,0,5.157,2024-04-11 18:38:38,13.0,,151.0,151.0,374.0,272.0,-12.91
,0,603,11742.08,5.584,4,141,438327795,-53157318,0,5.584,2024-04-11 18:38:39,13.0,,150.39999999999998,150.39999999999998,374.0,273.0,-12.84
,0,603,11747.72,5.852,4,140,438328076,-53156646,0,5.852,2024-04-11 18:38:40,13.0,,150.0,150.0,374.0,273.0,-12.21
,0,603,11754.54,5.986,4,139,438328441,-53155858,0,5.986,2024-04-11 18:38:41,13.0,,149.60000000000002,149.60000000000002,374.0,274.0,-11.23
,0,603,11760.64,6.04,4,138,438328841,-53155214,0,6.04,2024-04-11 18:38:42,13.0,,149.0,149.0,374.0,274.0,-10.14
,0,603,11766.35,5.945,4,137,438329295,-53154715,0,5.945,2024-04-11 18:38:43,13.0,,148.60000000000002,148.60000000000002,374.0,275.0,-9.13
,0,603,11772.52,6.091,4,137,438329875,-53154325,0,6.091,2024-04-11 18:38:44,13.0,,148.0,148.0,374.0,275.0,-8.31
,0,603,11780.15,6.677,5,137,438330649,-53153981,0,6.677,2024-04-11 18:38:45,13.0,,147.60000000000002,147.60000000000002,374.0,276.0,-7.76
,0,603,11787.64,7.105,5,138,438331438,-53153798,0,7.105,2024-04-11 18:38:46,13.0,,147.0,147.0,374.0,276.0,-7.43
,0,603,11795.2,7.795,5,137,438332222,-53153630,0,7.795,2024-04-11 18:38:47,13.0,,146.39999999999998,146.39999999999998,374.0,277.0,-7.31
,0,603,11802.82,8.355,5,135,438333029,-53153417,0,8.355,2024-04-11 18:38:48,13.0,,145.79999999999995,145.79999999999995,374.0,277.0,-7.3
,0,603,11812.51,8.729,5,134,438334041,-53153107,0,8.729,2024-04-11 18:38:49,13.0,,145.0,145.0,374.0,278.0,-7.29
,0,603,11823.17,9.083,5,134,438335150,-53152709,0,9.083,2024-04-11 18:38:50,13.0,,144.20000000000005,144.20000000000005,374.0,278.0,-7.31
,0,603,11831.77,9.041,5,133,438336023,-53152338,0,9.041,2024-04-11 18:38:51,13.0,,143.60000000000002,143.60000000000002,374.0,279.0,-7.26
,0,603,11839.12,8.823,5,134,438336759,-53152000,0,8.823,2024-04-11 18:38:52,13.0,,143.39999999999998,143.39999999999998,374.0,280.0,-7.17
,0,603,11846.57,8.085,5,134,438337527,-53151697,0,8.085,2024-04-11 18:38:53,13.0,,143.20000000000005,143.20000000000005,374.0,281.0,-6.85
,0,603,11852.75,6.641,5,133,438338176,-53151520,0,6.641,2024-04-11 18:38:54,13.0,,143.20000000000005,143.20000000000005,374.0,281.0,-6.24
,29,603,11857.89,5.203,5,133,438338715,-53151480,4,5.203,2024-04-11 18:38:55,13.0,182.0,143.39999999999998,143.39999999999998,374.0,281.0,-5.44
,77,603,11862.33,4.26,5,134,438339188,-53151494,49,4.26,2024-04-11 18:38:56,13.0,171.0,143.39999999999998,143.39999999999998,374.0,281.0,-4.44
,87,604,11866.04,3.45,5,133,438339599,-53151494,251,3.45,2024-04-11 18:38:57,13.0,180.0,143.79999999999995,143.79999999999995,374.0,281.0,-3.29
,90,604,11868.94,2.848,5,134,438339909,-53151509,365,2.848,2024-04-11 18:38:58,13.0,170.0,144.0,144.0,374.0,281.0,-1.94
,85,604,11871.86,2.585,5,135,438340219,-53151556,382,2.585,2024-04-11 18:38:59,13.0,179.0,144.39999999999998,144.39999999999998,374.0,281.0,0.01
,86,605,11874.25,2.342,5,137,438340465,-53151599,384,2.342,2024-04-11 18:39:00,13.0,173.0,144.60000000000002,144.60000000000002,374.0,281.0,1.34
,89,605,11876.57,2.287,6,139,438340720,-53151635,411,2.287,2024-04-11 18:39:01,13.0,169.0,145.0,145.0,375.0,281.0,3.27
,86,606,11878.55,2.232,6,139,438340930,-53151695,405,2.232,2024-04-11 18:39:02,13.0,171.0,145.20000000000005,145.20000000000005,375.0,281.0,5.21
,90,606,11880.96,2.409,6,140,438341166,-53151780,385,2.409,2024-04-11 18:39:03,13.0,170.0,145.60000000000002,145.60000000000002,375.0,281.0,7.18
,87,606,11883.76,2.56,6,140,438341466,-53151906,379,2.56,2024-04-11 18:39:04,13.0,175.0,145.79999999999995,145.79999999999995,375.0,281.0,9.08
,87,607,11886.33,2.466,6,141,438341722,-53152020,366,2.466,2024-04-11 18:39:05,13.0,173.0,146.0,146.0,376.0,281.0,10.37
,87,607,11888.53,2.412,6,142,438341930,-53152108,301,2.412,2024-04-11 18:39:06,13.0,175.0,146.39999999999998,146.39999999999998,376.0,281.0,11.02
,85,607,11890.69,2.482,6,141,438342145,-53152216,262,2.482,2024-04-11 18:39:07,13.0,171.0,146.60000000000002,146.60000000000002,376.0,281.0,11.07
,82,608,11893.34,2.657,5,142,438342404,-53152359,250,2.657,2024-04-11 18:39:08,13.0,173.0,146.79999999999995,146.79999999999995,377.0,281.0,10.72
,84,608,11895.51,2.604,5,143,438342596,-53152529,243,2.604,2024-04-11 18:39:09,13.0,173.0,147.0,147.0,377.0,281.0,10.12
,90,608,11897.63,2.588,5,142,438342768,-53152728,208,2.588,2024-04-11 18:39:10,13.0,171.0,147.20000000000005,147.20000000000005,377.0,281.0,9.42
,91,608,11900.08,2.612,5,143,438342960,-53152963,181,2.612,2024-04-11 18:39:11,13.0,172.0,147.39999999999998,147.39999999999998,377.0,281.0,8.68
