battery_soc,calories,distance,timestamp,altitude,ascent,descent,enhanced_altitude,enhanced_speed,grade,position_lat,position_long,speed,vertical_speed,heart_rate,temperature
87.0,0,0.0,2023-04-17 16:52:38,,,,,,,,,,,,
87.0,0,0.0,2023-04-17 16:52:39,22.200000000000045,0.0,0.0,22.200000000000045,3.785,0.51,438137059.0,-52900255.0,3.785,0.0,,
,0,3.57,2023-04-17 16:52:40,22.399999999999977,0.0,0.0,22.399999999999977,3.845,0.6,438137105.0,-52900727.0,3.845,0.0,101.0,
,0,6.45,2023-04-17 16:52:41,22.399999999999977,0.0,0.0,22.399999999999977,3.617,0.74,438137196.0,-52901103.0,3.617,0.0,101.0,
,0,9.57,2023-04-17 16:52:42,22.399999999999977,0.0,0.0,22.399999999999977,3.37,0.96,438137287.0,-52901495.0,3.37,0.0,102.0,21.0
,0,13.15,2023-04-17 16:52:43,22.600000000000023,0.0,0.0,22.600000000000023,3.417,1.21,438137605.0,-52901769.0,3.417,0.014,101.0,21.0
,0,16.77,2023-04-17 16:52:44,22.600000000000023,0.0,0.0,22.600000000000023,3.497,1.5,438137924.0,-52902025.0,3.497,0.022,101.0,21.0
,0,20.74,2023-04-17 16:52:45,22.799999999999955,0.0,0.0,22.799999999999955,3.709,1.77,438138379.0,-52901968.0,3.709,0.036,102.0,21.0
,0,26.62,2023-04-17 16:52:46,22.799999999999955,1.0,0.0,22.799999999999955,3.839,1.96,438138925.0,-52901626.0,3.839,0.066,102.0,21.0
,0,32.25,2023-04-17 16:52:47,23.0,1.0,0.0,23.0,4.284,2.1,438139471.0,-52901348.0,4.284,0.075,103.0,21.0
,0,37.43,2023-04-17 16:52:48,23.0,1.0,0.0,23.0,4.514,2.2,438139972.0,-52900989.0,4.514,0.078,104.0,21.0
,0,41.23,2023-04-17 16:52:49,23.200000000000045,1.0,0.0,23.200000000000045,4.672,2.28,438140336.0,-52900836.0,4.672,0.082,105.0,21.0
,0,43.63,2023-04-17 16:52:50,23.200000000000045,1.0,0.0,23.200000000000045,3.969,2.3,438140609.0,-52900756.0,3.969,0.086,107.0,21.0
,0,47.93,2023-04-17 16:52:51,23.399999999999977,1.0,0.0,23.399999999999977,3.59,2.25,438141064.0,-52900875.0,3.59,0.09,108.0,21.0
,0,50.62,2023-04-17 16:52:52,23.399999999999977,1.0,0.0,23.399999999999977,3.35,2.17,438141292.0,-52901069.0,3.35,0.086,109.0,21.0
,0,53.29,2023-04-17 16:52:53,23.600000000000023,1.0,0.0,23.600000000000023,3.0,2.15,438141565.0,-52900995.0,3.0,0.09,110.0,21.0
,1,55.87,2023-04-17 16:52:54,23.799999999999955,1.0,0.0,23.799999999999955,2.784,2.24,438141838.0,-52900818.0,2.784,0.094,110.0,21.0
,1,58.13,2023-04-17 16:52:55,23.799999999999955,2.0,0.0,23.799999999999955,2.651,2.45,438142066.0,-52900773.0,2.651,0.098,111.0,21.0
,1,60.57,2023-04-17 16:52:56,24.0,2.0,0.0,24.0,2.774,2.74,438142293.0,-52900642.0,2.774,0.101,111.0,21.0
,1,64.17,2023-04-17 16:52:57,24.200000000000045,2.0,0.0,24.200000000000045,2.778,3.14,438142612.0,-52900352.0,2.778,0.111,111.0,21.0
,1,66.37,2023-04-17 16:52:58,24.399999999999977,2.0,0.0,24.399999999999977,2.77,3.57,438142839.0,-52900238.0,2.77,0.118,112.0,21.0
,1,68.01,2023-04-17 16:52:59,24.399999999999977,2.0,0.0,24.399999999999977,2.41,3.97,438142976.0,-52900176.0,2.41,0.123,112.0,21.0
,1,69.39,2023-04-17 16:53:00,24.600000000000023,2.0,0.0,24.600000000000023,2.149,4.25,438143112.0,-52900119.0,2.149,0.125,111.0,21.0
,2,70.69,2023-04-17 16:53:01,24.600000000000023,2.0,0.0,24.600000000000023,1.936,4.28,438143294.0,-52900119.0,1.936,0.123,111.0,21.0
,2,73.27,2023-04-17 16:53:02,24.600000000000023,3.0,0.0,24.600000000000023,1.774,4.12,438143431.0,-52900409.0,1.774,0.109,110.0,21.0
,2,76.39,2023-04-17 16:53:03,24.799999999999955,3.0,0.0,24.799999999999955,2.099,3.88,438143476.0,-52900824.0,2.099,0.101,110.0,21.0
,2,80.07,2023-04-17 16:53:04,24.799999999999955,3.0,0.0,24.799999999999955,2.355,3.64,438143658.0,-52901262.0,2.355,0.091,110.0,21.0
,2,83.64,2023-04-17 16:53:05,24.799999999999955,3.0,0.0,24.799999999999955,3.128,3.35,438143841.0,-52901683.0,3.128,0.074,111.0,21.0
,2,88.15,2023-04-17 16:53:06,24.799999999999955,3.0,0.0,24.799999999999955,3.283,3.0,438143932.0,-52902275.0,3.283,0.058,112.0,21.0
,3,93.02,2023-04-17 16:53:07,24.799999999999955,3.0,0.0,24.799999999999955,3.521,2.59,438144159.0,-52902866.0,3.521,0.045,113.0,21.0
,3,97.17,2023-04-17 16:53:08,25.0,4.0,0.0,25.0,3.764,2.16,438144341.0,-52903367.0,3.764,0.043,113.0,21.0
,3,100.94,2023-04-17 16:53:09,25.0,4.0,0.0,25.0,3.77,1.76,438144387.0,-52903862.0,3.77,0.039,113.0,21.0
,3,105.47,2023-04-17 16:53:10,25.0,4.0,0.0,25.0,3.772,1.43,438144523.0,-52904454.0,3.772,0.039,113.0,21.0
,3,110.68,2023-04-17 16:53:11,25.0,4.0,0.0,25.0,4.123,1.2,438144660.0,-52905131.0,4.123,0.035,114.0,21.0
,3,114.38,2023-04-17 16:53:12,25.200000000000045,4.0,0.0,25.200000000000045,4.396,1.08,438144796.0,-52905597.0,4.396,0.037,114.0,21.0
,4,119.01,2023-04-17 16:53:13,25.200000000000045,4.0,0.0,25.200000000000045,4.462,1.01,438144978.0,-52906172.0,4.462,0.043,115.0,21.0
,4,123.3,2023-04-17 16:53:14,25.200000000000045,4.0,0.0,25.200000000000045,4.422,0.93,438145206.0,-52906650.0,4.422,0.045,115.0,21.0
,4,127.52,2023-04-17 16:53:15,25.200000000000045,5.0,0.0,25.200000000000045,4.367,0.79,438145479.0,-52907105.0,4.367,0.043,115.0,21.0
,4,131.8,2023-04-17 16:53:16,25.200000000000045,5.0,0.0,25.200000000000045,4.348,0.63,438145615.0,-52907657.0,4.348,0.037,115.0,21.0
,4,136.73,2023-04-17 16:53:17,25.200000000000045,5.0,0.0,25.200000000000045,4.334,0.51,438145661.0,-52908311.0,4.334,0.027,114.0,21.0
,4,141.2,2023-04-17 16:53:18,25.200000000000045,5.0,0.0,25.200000000000045,4.365,0.42,438145752.0,-52908891.0,4.365,0.0,113.0,21.0
,4,146.23,2023-04-17 16:53:19,25.200000000000045,5.0,0.0,25.200000000000045,4.395,0.38,438145797.0,-52909562.0,4.395,0.0,113.0,21.0
,5,151.87,2023-04-17 16:53:20,25.200000000000045,5.0,0.0,25.200000000000045,4.706,0.4,438146025.0,-52910262.0,4.706,0.0,113.0,21.0
,5,156.36,2023-04-17 16:53:21,25.399999999999977,5.0,0.0,25.399999999999977,4.94,0.46,438146298.0,-52910780.0,4.94,0.008,113.0,21.0
,5,160.9,2023-04-17 16:53:22,25.399999999999977,5.0,0.0,25.399999999999977,4.797,0.55,438146435.0,-52911360.0,4.797,0.016,112.0,21.0
,5,164.74,2023-04-17 16:53:23,25.399999999999977,5.0,0.0,25.399999999999977,4.596,0.66,438146662.0,-52911798.0,4.596,0.023,112.0,21.0
,5,169.54,2023-04-17 16:53:24,25.399999999999977,6.0,0.0,25.399999999999977,4.774,0.75,438146662.0,-52912435.0,4.774,0.027,111.0,21.0
,5,175.13,2023-04-17 16:53:25,25.600000000000023,6.0,0.0,25.600000000000023,4.801,0.82,438146389.0,-52913118.0,4.801,0.037,110.0,21.0
,6,180.14,2023-04-17 16:53:26,25.600000000000023,6.0,0.0,25.600000000000023,4.948,0.89,438146207.0,-52913749.0,4.948,0.043,110.0,21.0
,6,185.08,2023-04-17 16:53:27,25.799999999999955,6.0,0.0,25.799999999999955,4.954,0.99,438146116.0,-52914398.0,4.954,0.053,110.0,21.0
,6,188.56,2023-04-17 16:53:28,25.799999999999955,6.0,0.0,25.799999999999955,4.955,1.1,438146116.0,-52914859.0,4.955,0.059,110.0,21.0
,6,192.32,2023-04-17 16:53:29,25.799999999999955,6.0,0.0,25.799999999999955,3.961,1.18,438146480.0,-52915103.0,3.961,0.059,110.0,21.0
,6,195.98,2023-04-17 16:53:30,26.0,6.0,0.0,26.0,3.719,1.26,438146753.0,-52915462.0,3.719,0.062,110.0,21.0
,6,199.16,2023-04-17 16:53:31,26.0,6.0,0.0,26.0,3.688,1.32,438146890.0,-52915854.0,3.688,0.067,108.0,21.0
,6,201.13,2023-04-17 16:53:32,26.0,7.0,0.0,26.0,2.306,1.37,438146890.0,-52916122.0,2.306,0.066,106.0,21.0
,7,204.85,2023-04-17 16:53:33,26.200000000000045,7.0,0.0,26.200000000000045,2.117,1.4,438146617.0,-52916497.0,2.117,0.066,104.0,20.0
,7,206.84,2023-04-17 16:53:34,26.200000000000045,7.0,0.0,26.200000000000045,2.085,1.46,438146708.0,-52916753.0,2.085,0.06,101.0,20.0
,7,208.01,2023-04-17 16:53:35,26.399999999999977,7.0,0.0,26.399999999999977,2.06,1.63,438146799.0,-52916799.0,2.06,0.066,100.0,20.0
,7,208.99,2023-04-17 16:53:36,26.399999999999977,7.0,0.0,26.399999999999977,1.794,1.94,438146935.0,-52916838.0,1.794,0.066,99.0,20.0
,7,210.28,2023-04-17 16:53:37,26.600000000000023,7.0,0.0,26.600000000000023,1.668,2.42,438147072.0,-52916838.0,1.668,0.075,99.0,20.0
,7,211.58,2023-04-17 16:53:38,26.600000000000023,7.0,0.0,26.600000000000023,1.577,3.05,438147208.0,-52916821.0,1.577,0.078,98.0,20.0
,7,213.23,2023-04-17 16:53:39,26.799999999999955,7.0,0.0,26.799999999999955,1.595,3.8,438147390.0,-52916821.0,1.595,0.082,99.0,20.0
,7,214.54,2023-04-17 16:53:40,27.0,7.0,0.0,27.0,1.522,4.57,438147527.0,-52916821.0,1.522,0.094,98.0,20.0
,8,215.5,2023-04-17 16:53:41,27.0,8.0,0.0,27.0,1.381,5.21,438147572.0,-52916742.0,1.381,0.098,98.0,20.0
,8,216.65,2023-04-17 16:53:42,27.200000000000045,8.0,0.0,27.200000000000045,1.342,5.66,438147709.0,-52916702.0,1.342,0.101,97.0,20.0
,8,217.95,2023-04-17 16:53:43,27.200000000000045,8.0,0.0,27.200000000000045,1.317,5.9,438147845.0,-52916679.0,1.317,0.102,97.0,20.0
,8,219.3,2023-04-17 16:53:44,27.200000000000045,8.0,0.0,27.200000000000045,1.326,5.97,438147982.0,-52916639.0,1.326,0.094,97.0,20.0
,8,220.65,2023-04-17 16:53:45,27.399999999999977,8.0,0.0,27.399999999999977,1.333,5.99,438148119.0,-52916599.0,1.333,0.093,97.0,20.0
,8,222.07,2023-04-17 16:53:46,27.399999999999977,8.0,0.0,27.399999999999977,1.355,5.98,438148301.0,-52916599.0,1.355,0.083,96.0,20.0
,8,223.95,2023-04-17 16:53:47,27.600000000000023,8.0,0.0,27.600000000000023,1.485,5.91,438148483.0,-52916560.0,1.485,0.082,95.0,20.0
,8,225.67,2023-04-17 16:53:48,27.600000000000023,8.0,0.0,27.600000000000023,1.543,5.79,438148665.0,-52916622.0,1.543,0.074,94.0,20.0
,9,226.81,2023-04-17 16:53:49,27.600000000000023,9.0,0.0,27.600000000000023,1.587,5.64,438148801.0,-52916599.0,1.587,0.067,93.0,20.0
,9,228.38,2023-04-17 16:53:50,27.799999999999955,9.0,0.0,27.799999999999955,1.588,5.43,438148938.0,-52916543.0,1.588,0.07,93.0,20.0
,9,229.21,2023-04-17 16:53:51,27.799999999999955,9.0,0.0,27.799999999999955,1.588,5.1,438149029.0,-52916480.0,1.588,0.067,93.0,20.0
,9,230.31,2023-04-17 16:53:52,27.799999999999955,9.0,0.0,27.799999999999955,1.352,4.74,438149120.0,-52916423.0,1.352,0.066,93.0,20.0
,9,232.09,2023-04-17 16:53:53,28.0,9.0,0.0,28.0,1.229,4.42,438149302.0,-52916400.0,1.229,0.066,93.0,20.0
,9,234.59,2023-04-17 16:53:54,28.0,9.0,0.0,28.0,1.545,4.14,438149575.0,-52916304.0,1.545,0.06,93.0,20.0
,9,236.49,2023-04-17 16:53:55,28.0,9.0,0.0,28.0,1.786,3.95,438149757.0,-52916247.0,1.786,0.058,93.0,20.0
,9,238.77,2023-04-17 16:53:56,28.200000000000045,10.0,0.0,28.200000000000045,1.911,3.86,438150030.0,-52916184.0,1.911,0.058,92.0,20.0
,9,240.53,2023-04-17 16:53:57,28.200000000000045,10.0,0.0,28.200000000000045,2.001,3.76,438150212.0,-52916105.0,2.001,0.06,90.0,20.0
,10,242.93,2023-04-17 16:53:58,28.200000000000045,10.0,0.0,28.200000000000045,2.107,3.62,438150440.0,-52916144.0,2.107,0.058,89.0,20.0
,10,245.98,2023-04-17 16:53:59,28.200000000000045,10.0,0.0,28.200000000000045,2.188,3.42,438150758.0,-52916048.0,2.188,0.05,89.0,20.0
,10,246.04,2023-04-17 16:54:00,28.399999999999977,10.0,0.0,28.399999999999977,0.009,3.08,438150895.0,-52915826.0,0.009,0.0,88.0,20.0
,10,246.04,2023-04-17 16:54:01,28.399999999999977,10.0,0.0,28.399999999999977,0.0,1.71,438151077.0,-52915536.0,0.0,0.0,88.0,20.0
,10,246.04,2023-04-17 16:54:02,28.399999999999977,10.0,0.0,28.399999999999977,0.0,0.0,438151077.0,-52915507.0,0.0,0.0,87.0,20.0
,10,248.0,2023-04-17 16:54:03,28.399999999999977,10.0,0.0,28.399999999999977,2.028,0.0,438151259.0,-52915410.0,2.028,0.0,87.0,20.0
,10,249.34,2023-04-17 16:54:04,28.600000000000023,10.0,0.0,28.600000000000023,2.047,0.0,438151395.0,-52915507.0,2.047,0.0,87.0,20.0
,10,251.78,2023-04-17 16:54:05,28.600000000000023,10.0,0.0,28.600000000000023,2.226,0.0,438151623.0,-52915649.0,2.226,0.0,90.0,20.0
,10,256.53,2023-04-17 16:54:06,28.600000000000023,10.0,0.0,28.600000000000023,2.346,0.0,438152124.0,-52915706.0,2.346,0.0,94.0,20.0
,10,260.97,2023-04-17 16:54:07,28.799999999999955,10.0,0.0,28.799999999999955,2.854,0.0,438152624.0,-52915729.0,2.854,0.014,98.0,20.0
,11,266.9,2023-04-17 16:54:08,28.799999999999955,10.0,0.0,28.799999999999955,3.266,0.96,438153216.0,-52915541.0,3.266,0.022,101.0,20.0
,11,271.49,2023-04-17 16:54:09,29.0,10.0,0.0,29.0,3.594,2.49,438153671.0,-52915410.0,3.594,0.036,103.0,20.0
,11,275.71,2023-04-17 16:54:10,29.0,11.0,0.0,29.0,3.757,2.5,438154172.0,-52915405.0,3.757,0.066,107.0,20.0
,11,280.21,2023-04-17 16:54:11,29.200000000000045,11.0,0.0,29.200000000000045,3.932,2.68,438154627.0,-52915154.0,3.932,0.075,109.0,20.0
,11,286.59,2023-04-17 16:54:12,29.200000000000045,11.0,0.0,29.200000000000045,4.075,2.91,438155264.0,-52915012.0,4.075,0.078,111.0,20.0
,11,291.04,2023-04-17 16:54:13,29.399999999999977,11.0,0.0,29.399999999999977,4.164,2.85,438155764.0,-52914989.0,4.164,0.082,113.0,20.0
,11,295.64,2023-04-17 16:54:14,29.600000000000023,11.0,0.0,29.600000000000023,4.275,2.88,438156265.0,-52914972.0,4.275,0.094,114.0,20.0
,12,299.55,2023-04-17 16:54:15,29.799999999999955,11.0,0.0,29.799999999999955,4.361,2.94,438156675.0,-52914933.0,4.361,0.106,114.0,20.0
,12,303.9,2023-04-17 16:54:16,30.0,11.0,0.0,30.0,4.363,3.02,438157130.0,-52914739.0,4.363,0.117,115.0,20.0
,12,308.48,2023-04-17 16:54:17,30.200000000000045,12.0,0.0,30.200000000000045,4.427,3.16,438157494.0,-52914341.0,4.427,0.133,115.0,20.0
,12,311.78,2023-04-17 16:54:18,30.399999999999977,12.0,0.0,30.399999999999977,4.477,3.35,438157494.0,-52913909.0,4.477,0.145,116.0,20.0
,12,316.13,2023-04-17 16:54:19,30.600000000000023,12.0,0.0,30.600000000000023,4.453,3.48,438157949.0,-52913687.0,4.453,0.16,116.0,20.0
,12,320.7,2023-04-17 16:54:20,30.600000000000023,12.0,0.0,30.600000000000023,4.483,3.55,438158404.0,-52913527.0,4.483,0.16,116.0,20.0
,13,326.0,2023-04-17 16:54:21,30.799999999999955,12.0,0.0,30.799999999999955,4.508,3.59,438158950.0,-52913362.0,4.508,0.16,116.0,20.0
,13,330.46,2023-04-17 16:54:22,31.0,12.0,0.0,31.0,4.499,3.59,438159405.0,-52913220.0,4.499,0.154,117.0,20.0
,13,335.55,2023-04-17 16:54:23,31.200000000000045,13.0,0.0,31.200000000000045,4.482,3.62,438159951.0,-52913067.0,4.482,0.149,117.0,20.0
,13,341.17,2023-04-17 16:54:24,31.600000000000023,13.0,0.0,31.600000000000023,5.229,3.72,438160498.0,-52912856.0,5.229,0.156,118.0,20.0
,13,346.68,2023-04-17 16:54:25,31.799999999999955,13.0,0.0,31.799999999999955,5.458,3.83,438161089.0,-52912668.0,5.458,0.165,118.0,20.0
,13,354.05,2023-04-17 16:54:26,32.0,13.0,0.0,32.0,5.497,3.89,438161863.0,-52912276.0,5.497,0.176,119.0,20.0
,14,358.82,2023-04-17 16:54:27,32.200000000000045,14.0,0.0,32.200000000000045,5.493,3.9,438162318.0,-52912168.0,5.493,0.187,120.0,20.0
,14,363.52,2023-04-17 16:54:28,32.39999999999998,14.0,0.0,32.39999999999998,4.797,3.84,438162819.0,-52912048.0,4.797,0.197,120.0,20.0
,14,367.78,2023-04-17 16:54:29,32.39999999999998,14.0,0.0,32.39999999999998,4.336,3.7,438163274.0,-52911906.0,4.336,0.195,121.0,20.0
,14,372.5,2023-04-17 16:54:30,32.60000000000002,14.0,0.0,32.60000000000002,4.661,3.5,438163774.0,-52911753.0,4.661,0.183,122.0,20.0
,14,377.92,2023-04-17 16:54:31,32.799999999999955,14.0,0.0,32.799999999999955,4.71,3.31,438164366.0,-52911639.0,4.71,0.169,123.0,20.0
,14,383.18,2023-04-17 16:54:32,33.0,14.0,0.0,33.0,5.153,3.17,438164912.0,-52911553.0,5.153,0.157,123.0,20.0
,15,387.27,2023-04-17 16:54:33,33.200000000000045,15.0,0.0,33.200000000000045,5.227,3.1,438165367.0,-52911531.0,5.227,0.148,125.0,20.0
,15,392.59,2023-04-17 16:54:34,33.200000000000045,15.0,0.0,33.200000000000045,5.34,3.05,438165913.0,-52911491.0,5.34,0.141,125.0,20.0
,15,397.64,2023-04-17 16:54:35,33.39999999999998,15.0,0.0,33.39999999999998,5.075,2.96,438166004.0,-52912139.0,5.075,0.138,126.0,20.0
,15,402.66,2023-04-17 16:54:36,33.39999999999998,15.0,0.0,33.39999999999998,5.019,2.76,438165822.0,-52912777.0,5.019,0.129,126.0,20.0
,15,407.58,2023-04-17 16:54:37,33.39999999999998,15.0,0.0,33.39999999999998,4.965,2.48,438165640.0,-52913380.0,4.965,0.117,126.0,20.0
,16,409.36,2023-04-17 16:54:38,33.60000000000002,15.0,0.0,33.60000000000002,4.922,2.19,438165504.0,-52913556.0,4.922,0.109,126.0,20.0
,16,412.19,2023-04-17 16:54:39,33.60000000000002,15.0,0.0,33.60000000000002,3.289,1.95,438165731.0,-52913306.0,3.289,0.091,126.0,20.0
,16,416.53,2023-04-17 16:54:40,33.799999999999955,16.0,0.0,33.799999999999955,3.008,1.75,438166141.0,-52913027.0,3.008,0.082,126.0,20.0
,16,421.66,2023-04-17 16:54:41,33.799999999999955,16.0,0.0,33.799999999999955,4.629,1.62,438166642.0,-52912691.0,4.629,0.074,126.0,20.0
,16,426.43,2023-04-17 16:54:42,34.0,16.0,0.0,34.0,4.738,1.59,438167097.0,-52912373.0,4.738,0.075,125.0,20.0
,17,431.67,2023-04-17 16:54:43,34.0,16.0,0.0,34.0,4.75,1.66,438167552.0,-52911969.0,4.75,0.078,123.0,20.0
,17,434.62,2023-04-17 16:54:44,34.0,16.0,0.0,34.0,4.751,1.75,438167734.0,-52911656.0,4.751,0.074,121.0,20.0
,17,437.05,2023-04-17 16:54:45,34.200000000000045,16.0,0.0,34.200000000000045,3.146,1.76,438167870.0,-52911400.0,3.146,0.078,119.0,20.0
,17,442.03,2023-04-17 16:54:46,34.200000000000045,16.0,0.0,34.200000000000045,2.876,1.67,438168280.0,-52910945.0,2.876,0.075,117.0,20.0
,17,445.12,2023-04-17 16:54:47,34.200000000000045,16.0,0.0,34.200000000000045,2.972,1.51,438168553.0,-52910717.0,2.972,0.066,116.0,20.0
,17,447.89,2023-04-17 16:54:48,34.200000000000045,17.0,0.0,34.200000000000045,2.885,1.37,438168826.0,-52910615.0,2.885,0.058,116.0,20.0
,18,449.5,2023-04-17 16:54:49,34.200000000000045,17.0,0.0,34.200000000000045,2.843,1.26,438168963.0,-52910757.0,2.843,0.045,116.0,20.0
,18,451.34,2023-04-17 16:54:50,34.200000000000045,17.0,0.0,34.200000000000045,2.593,1.16,438169145.0,-52910757.0,2.593,0.035,115.0,20.0
,18,452.9,2023-04-17 16:54:51,34.39999999999998,17.0,0.0,34.39999999999998,2.338,1.05,438169281.0,-52910876.0,2.338,0.031,115.0,20.0
,18,454.68,2023-04-17 16:54:52,34.39999999999998,17.0,0.0,34.39999999999998,2.199,0.93,438169327.0,-52911110.0,2.199,0.032,115.0,20.0
,18,461.64,2023-04-17 16:54:53,34.39999999999998,17.0,0.0,34.39999999999998,2.091,0.81,438168826.0,-52911815.0,2.091,0.031,117.0,20.0
,18,465.15,2023-04-17 16:54:54,34.39999999999998,18.0,0.0,34.39999999999998,2.42,0.7,438168735.0,-52912259.0,2.42,0.027,118.0,20.0
,19,467.91,2023-04-17 16:54:55,34.39999999999998,18.0,0.0,34.39999999999998,2.674,0.57,438168735.0,-52912629.0,2.674,0.029,120.0,20.0
,19,470.21,2023-04-17 16:54:56,34.39999999999998,18.0,0.0,34.39999999999998,2.58,0.34,438168826.0,-52912919.0,2.58,0.027,121.0,20.0
,19,473.46,2023-04-17 16:54:57,34.39999999999998,18.0,0.0,34.39999999999998,2.509,0.0,438168963.0,-52913306.0,2.509,0.0,122.0,20.0
,19,476.55,2023-04-17 16:54:58,34.39999999999998,18.0,0.0,34.39999999999998,2.647,0.0,438169145.0,-52913653.0,2.647,0.0,123.0,20.0
,19,480.38,2023-04-17 16:54:59,34.39999999999998,18.0,0.0,34.39999999999998,2.753,0.0,438169281.0,-52914148.0,2.753,0.0,124.0,20.0
,20,483.96,2023-04-17 16:55:00,34.39999999999998,18.0,0.0,34.39999999999998,2.96,0.0,438169236.0,-52914620.0,2.96,0.0,125.0,20.0
,20,487.33,2023-04-17 16:55:01,34.39999999999998,18.0,0.0,34.39999999999998,3.063,0.15,438169372.0,-52915035.0,3.063,0.0,125.0,20.0
,20,491.68,2023-04-17 16:55:02,34.60000000000002,18.0,0.0,34.60000000000002,3.141,0.56,438169418.0,-52915621.0,3.141,0.0,126.0,20.0
,20,496.63,2023-04-17 16:55:03,34.60000000000002,18.0,0.0,34.60000000000002,3.592,0.91,438169281.0,-52916269.0,3.592,0.016,127.0,20.0
,20,502.61,2023-04-17 16:55:04,34.799999999999955,18.0,0.0,34.799999999999955,4.238,1.34,438169281.0,-52917060.0,4.238,0.031,128.0,20.0
,20,507.98,2023-04-17 16:55:05,34.799999999999955,18.0,0.0,34.799999999999955,4.366,1.77,438169554.0,-52917680.0,4.366,0.043,129.0,20.0
,21,513.48,2023-04-17 16:55:06,35.0,18.0,0.0,35.0,4.569,2.1,438169782.0,-52918357.0,4.569,0.059,129.0,20.0
,21,518.66,2023-04-17 16:55:07,35.200000000000045,18.0,0.0,35.200000000000045,4.72,2.36,438169918.0,-52919029.0,4.72,0.078,130.0,20.0
,21,523.39,2023-04-17 16:55:08,35.39999999999998,19.0,0.0,35.39999999999998,4.724,2.56,438170009.0,-52919649.0,4.724,0.098,131.0,20.0
,21,528.09,2023-04-17 16:55:09,35.39999999999998,19.0,0.0,35.39999999999998,4.714,2.68,438170373.0,-52920092.0,4.714,0.109,131.0,20.0
,21,532.81,2023-04-17 16:55:10,35.60000000000002,19.0,0.0,35.60000000000002,4.715,2.77,438170556.0,-52920684.0,4.715,0.117,131.0,20.0
,22,537.56,2023-04-17 16:55:11,35.799999999999955,19.0,0.0,35.799999999999955,4.725,2.86,438170556.0,-52921316.0,4.725,0.123,132.0,20.0
,22,542.33,2023-04-17 16:55:12,36.0,19.0,0.0,36.0,4.738,2.95,438170601.0,-52921953.0,4.738,0.133,132.0,20.0
,22,546.8,2023-04-17 16:55:13,36.200000000000045,19.0,0.0,36.200000000000045,4.661,3.03,438170556.0,-52922550.0,4.661,0.139,133.0,20.0
,22,552.34,2023-04-17 16:55:14,36.39999999999998,20.0,0.0,36.39999999999998,4.597,3.11,438170510.0,-52923284.0,4.597,0.149,134.0,20.0
,23,558.91,2023-04-17 16:55:15,36.60000000000002,20.0,0.0,36.60000000000002,5.053,3.18,438170328.0,-52924137.0,5.053,0.154,135.0,20.0
,23,566.88,2023-04-17 16:55:16,36.799999999999955,20.0,0.0,36.799999999999955,5.493,3.21,438170009.0,-52925116.0,5.493,0.16,135.0,20.0
,23,572.65,2023-04-17 16:55:17,37.0,20.0,0.0,37.0,5.5,3.29,438169827.0,-52925850.0,5.5,0.168,135.0,20.0
,23,577.14,2023-04-17 16:55:18,37.200000000000045,20.0,0.0,37.200000000000045,5.07,3.41,438169782.0,-52926447.0,5.07,0.176,136.0,20.0
,23,581.79,2023-04-17 16:55:19,37.39999999999998,21.0,0.0,37.39999999999998,4.803,3.52,438169827.0,-52927061.0,4.803,0.176,137.0,20.0
,24,586.62,2023-04-17 16:55:20,37.60000000000002,21.0,0.0,37.60000000000002,4.817,3.58,438170237.0,-52927494.0,4.817,0.176,138.0,20.0
,24,590.68,2023-04-17 16:55:21,37.799999999999955,21.0,0.0,37.799999999999955,4.819,3.59,438170465.0,-52927926.0,4.819,0.176,139.0,20.0
,24,595.43,2023-04-17 16:55:22,38.0,21.0,0.0,38.0,4.769,3.55,438170510.0,-52928557.0,4.769,0.176,139.0,20.0
,24,600.0,2023-04-17 16:55:23,38.0,21.0,0.0,38.0,4.583,3.48,438170647.0,-52929138.0,4.583,0.168,140.0,20.0
,25,603.85,2023-04-17 16:55:24,38.200000000000045,22.0,0.0,38.200000000000045,4.55,3.4,438170783.0,-52929621.0,4.55,0.16,140.0,20.0
,25,607.7,2023-04-17 16:55:25,38.39999999999998,22.0,0.0,38.39999999999998,4.304,3.32,438171011.0,-52930071.0,4.304,0.154,140.0,20.0
,25,611.79,2023-04-17 16:55:26,38.60000000000002,22.0,0.0,38.60000000000002,4.251,3.24,438171238.0,-52930532.0,4.251,0.149,140.0,20.0
,25,615.76,2023-04-17 16:55:27,38.799999999999955,22.0,0.0,38.799999999999955,4.094,3.17,438171375.0,-52931032.0,4.094,0.148,140.0,20.0
,25,619.8,2023-04-17 16:55:28,38.799999999999955,22.0,0.0,38.799999999999955,4.024,3.13,438171420.0,-52931561.0,4.024,0.141,140.0,20.0
,26,623.65,2023-04-17 16:55:29,39.0,22.0,0.0,39.0,3.873,3.13,438171420.0,-52932079.0,3.873,0.138,139.0,20.0
,26,627.1,2023-04-17 16:55:30,39.200000000000045,22.0,0.0,39.200000000000045,3.754,3.14,438171511.0,-52932534.0,3.754,0.138,139.0,20.0
,26,630.58,2023-04-17 16:55:31,39.200000000000045,23.0,0.0,39.200000000000045,3.75,3.13,438171648.0,-52932955.0,3.75,0.133,137.0,20.0
,26,634.68,2023-04-17 16:55:32,39.39999999999998,23.0,0.0,39.39999999999998,3.731,3.09,438171875.0,-52933433.0,3.731,0.132,137.0,20.0
