calories,heart_rate,timestamp,battery_soc,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,ascent,descent,grade
0,106,2024-01-06 08:42:52,,,,,,,,,,,,,
0,106,2024-01-06 08:42:53,,,,,,,,,,,,,
0,106,2024-01-06 08:42:54,100.0,,,,,,,,,,,,
0,105,2024-01-06 08:42:55,,13.0,,,,,,,,,,,
0,104,2024-01-06 08:42:56,,13.0,,,,,,,,,,,
0,103,2024-01-06 08:42:57,,13.0,0.0,0.0,17.0,438133464.0,-52893713.0,0.0,,,,,
0,104,2024-01-06 08:42:58,,13.0,0.0,0.0,21.0,438133087.0,-52893734.0,0.0,,,,,
0,105,2024-01-06 08:42:59,,13.0,0.0,0.0,21.0,438133055.0,-52893788.0,0.0,,,,,
0,103,2024-01-06 08:43:00,,13.0,0.0,0.0,21.0,438132976.0,-52893867.0,0.0,,,,,
1,104,2024-01-06 08:43:01,,13.0,0.0,0.0,20.0,438132629.0,-52894019.0,0.0,,,,,
1,102,2024-01-06 08:43:02,,13.0,0.0,0.0,20.0,438132724.0,-52893944.0,0.0,,,,,
1,102,2024-01-06 08:43:03,,13.0,0.0,0.0,18.0,438134188.0,-52893769.0,0.0,,,,,
1,102,2024-01-06 08:43:04,,13.0,0.0,0.0,17.0,438134163.0,-52893571.0,0.0,,,,,
1,103,2024-01-06 08:43:05,,13.0,0.0,0.0,16.0,438133936.0,-52893609.0,0.0,,,,,
1,105,2024-01-06 08:43:06,,13.0,0.0,0.0,15.0,438133705.0,-52893670.0,0.0,,,,,
1,105,2024-01-06 08:43:07,,13.0,0.0,0.0,14.0,438133692.0,-52893861.0,0.0,,,,,
2,104,2024-01-06 08:43:08,,13.0,0.0,0.0,13.0,438133735.0,-52894045.0,0.0,,,,,
2,106,2024-01-06 08:43:09,,13.0,0.0,0.0,13.0,438133823.0,-52894242.0,0.0,,,,,
2,107,2024-01-06 08:43:10,,13.0,0.0,0.0,12.0,438133914.0,-52894495.0,0.0,,,,,
2,111,2024-01-06 08:43:11,,13.0,0.0,0.0,12.0,438133962.0,-52894868.0,0.0,,,,,
2,110,2024-01-06 08:43:12,,13.0,3.69,2.262,11.0,438133880.0,-52895370.0,2.262,,,,,
2,111,2024-01-06 08:43:13,,13.0,6.87,2.77,11.0,438133874.0,-52895797.0,2.77,,,,,
2,114,2024-01-06 08:43:14,,13.0,9.83,2.829,10.0,438133832.0,-52896192.0,2.829,,,,,
3,113,2024-01-06 08:43:15,,13.0,12.48,2.783,11.0,438133999.0,-52896500.0,2.783,,,,,
3,113,2024-01-06 08:43:16,,13.0,14.05,2.743,11.0,438134096.0,-52896667.0,2.743,,,,,
3,113,2024-01-06 08:43:17,,13.0,15.05,2.324,11.0,438134144.0,-52896789.0,2.324,,,,,
3,112,2024-01-06 08:43:18,,13.0,16.1,2.006,11.0,438134147.0,-52896930.0,2.006,,,,,
3,112,2024-01-06 08:43:19,,13.0,17.91,1.772,11.0,438134189.0,-52897161.0,1.772,,,,,
3,112,2024-01-06 08:43:20,,13.0,20.13,1.872,10.0,438134321.0,-52897418.0,1.872,,,,,
4,113,2024-01-06 08:43:21,,13.0,23.44,2.287,10.0,438134500.0,-52897786.0,2.287,,,,,
4,114,2024-01-06 08:43:22,,13.0,26.67,2.314,9.0,438134597.0,-52898206.0,2.314,,,,,
4,115,2024-01-06 08:43:23,,13.0,31.37,2.966,9.0,438134645.0,-52898828.0,2.966,,,,,
4,115,2024-01-06 08:43:24,,13.0,36.15,3.081,9.0,438134862.0,-52899408.0,3.081,,,,,
4,116,2024-01-06 08:43:25,,13.0,41.09,3.521,8.0,438135215.0,-52899925.0,3.521,,,,,
4,116,2024-01-06 08:43:26,,13.0,44.79,3.879,9.0,438135239.0,-52900408.0,3.879,,,,,
5,116,2024-01-06 08:43:27,,13.0,47.66,3.678,9.0,438135239.0,-52900789.0,3.678,,,,,
5,115,2024-01-06 08:43:28,,13.0,50.07,3.496,9.0,438135239.0,-52901111.0,3.496,,,,,
5,115,2024-01-06 08:43:29,,13.0,52.63,3.268,9.0,438135282.0,-52901453.0,3.268,,,,,
5,113,2024-01-06 08:43:30,,13.0,54.42,3.095,9.0,438135412.0,-52901622.0,3.095,,,,,
5,114,2024-01-06 08:43:31,,13.0,56.65,2.889,8.0,438135679.0,-52901594.0,2.889,,,,,
5,118,2024-01-06 08:43:32,,13.0,59.23,2.818,8.0,438135949.0,-52901534.0,2.818,,,,,
6,117,2024-01-06 08:43:33,,13.0,63.68,2.77,8.0,438136394.0,-52901327.0,2.77,,,,,
6,116,2024-01-06 08:43:34,,13.0,68.66,3.201,8.0,438136933.0,-52901239.0,3.201,,,,,
6,115,2024-01-06 08:43:35,,13.0,74.6,3.556,7.0,438137563.0,-52901101.0,3.556,,,,,
6,116,2024-01-06 08:43:36,,13.0,80.22,4.055,7.0,438138118.0,-52900905.0,4.055,,,,,
6,117,2024-01-06 08:43:37,,13.0,85.55,4.372,7.0,438138707.0,-52900743.0,4.372,,,,,
6,117,2024-01-06 08:43:38,,13.0,90.26,4.604,7.0,438139169.0,-52900547.0,4.604,,,,,
7,117,2024-01-06 08:43:39,,13.0,95.43,4.757,8.0,438139709.0,-52900348.0,4.757,,,,,
7,117,2024-01-06 08:43:40,,13.0,99.24,4.871,9.0,438140085.0,-52900186.0,4.871,,,,,
7,117,2024-01-06 08:43:41,,13.0,104.48,4.992,9.0,438140619.0,-52900011.0,4.992,,,,,
7,116,2024-01-06 08:43:42,,13.0,108.73,5.085,8.0,438141080.0,-52899888.0,5.085,,,,,
7,117,2024-01-06 08:43:43,,13.0,112.33,4.736,8.0,438141450.0,-52899954.0,4.736,,,,,
7,117,2024-01-06 08:43:44,,13.0,116.61,4.446,8.0,438141900.0,-52900050.0,4.446,,,,,
8,118,2024-01-06 08:43:45,,13.0,119.68,4.228,11.0,438142185.0,-52900280.0,4.228,,,,,
8,118,2024-01-06 08:43:46,,13.0,123.37,4.104,11.0,438142330.0,-52900741.0,4.104,,,,,
8,118,2024-01-06 08:43:47,,13.0,127.31,4.06,12.0,438142254.0,-52901257.0,4.06,,,,,
8,118,2024-01-06 08:43:48,,13.0,131.0,3.969,12.0,438142077.0,-52901701.0,3.969,,,,,
8,117,2024-01-06 08:43:49,,13.0,137.7,3.897,12.0,438142151.0,-52902585.0,3.897,,,,,
9,120,2024-01-06 08:43:50,,13.0,142.41,4.048,11.0,438142327.0,-52903165.0,4.048,,,,,
9,120,2024-01-06 08:43:51,,13.0,144.23,4.307,11.0,438142466.0,-52903351.0,4.307,,,,,
9,121,2024-01-06 08:43:52,,13.0,146.9,3.504,10.0,438142518.0,-52903697.0,3.504,,,,,
9,123,2024-01-06 08:43:53,,13.0,149.24,3.058,10.0,438142606.0,-52903998.0,3.058,,,,,
9,122,2024-01-06 08:43:54,,13.0,152.68,2.976,10.0,438142740.0,-52904427.0,2.976,,,,,
9,122,2024-01-06 08:43:55,,13.0,157.08,3.253,10.0,438142748.0,-52905013.0,3.253,,,,,
10,122,2024-01-06 08:43:56,,13.0,161.7,3.685,9.0,438142791.0,-52905626.0,3.685,,,,,
10,123,2024-01-06 08:43:57,,13.0,166.57,4.106,9.0,438142964.0,-52906223.0,4.106,,,,,
10,123,2024-01-06 08:43:58,,13.0,170.94,4.411,8.0,438143104.0,-52906785.0,4.411,26.600000000000023,26.600000000000023,,,
10,122,2024-01-06 08:43:59,,13.0,173.81,3.944,8.0,438143197.0,-52907154.0,3.944,26.600000000000023,26.600000000000023,,,
10,122,2024-01-06 08:44:00,,13.0,174.95,3.677,8.0,438143137.0,-52907295.0,3.677,26.600000000000023,26.600000000000023,0.0,0.0,0.0
11,121,2024-01-06 08:44:01,,13.0,177.03,3.447,8.0,438143164.0,-52907562.0,3.447,26.399999999999977,26.399999999999977,0.0,0.0,0.0
11,121,2024-01-06 08:44:02,,13.0,179.68,3.227,9.0,438143243.0,-52907905.0,3.227,26.600000000000023,26.600000000000023,0.0,0.0,0.0
11,121,2024-01-06 08:44:03,,13.0,182.69,3.152,9.0,438143419.0,-52908247.0,3.152,26.600000000000023,26.600000000000023,0.0,0.0,0.0
11,122,2024-01-06 08:44:04,,13.0,186.27,3.109,10.0,438143516.0,-52908697.0,3.109,26.600000000000023,26.600000000000023,0.0,0.0,0.0
11,122,2024-01-06 08:44:05,,13.0,190.43,3.58,10.0,438143565.0,-52909249.0,3.58,26.600000000000023,26.600000000000023,0.0,0.0,0.0
11,122,2024-01-06 08:44:06,,13.0,194.23,3.819,10.0,438143653.0,-52909751.0,3.819,26.600000000000023,26.600000000000023,0.0,0.0,0.0
12,123,2024-01-06 08:44:07,,13.0,200.5,3.693,10.0,438143871.0,-52910545.0,3.693,26.600000000000023,26.600000000000023,0.0,0.0,0.0
12,122,2024-01-06 08:44:08,,13.0,205.98,4.089,9.0,438144141.0,-52911193.0,4.089,26.600000000000023,26.600000000000023,0.0,0.0,0.0
12,121,2024-01-06 08:44:09,,13.0,211.07,4.339,9.0,438144330.0,-52911833.0,4.339,26.799999999999955,26.799999999999955,0.0,0.0,0.0
12,121,2024-01-06 08:44:10,98.0,13.0,215.32,4.52,9.0,438144384.0,-52912391.0,4.52,26.799999999999955,26.799999999999955,0.0,0.0,0.0
12,121,2024-01-06 08:44:11,,13.0,219.11,4.353,11.0,438144429.0,-52912891.0,4.353,26.799999999999955,26.799999999999955,0.0,0.0,0.0
13,120,2024-01-06 08:44:12,,13.0,223.4,4.206,11.0,438144560.0,-52913446.0,4.206,26.799999999999955,26.799999999999955,0.0,0.0,0.0
13,119,2024-01-06 08:44:13,,13.0,227.69,4.226,10.0,438144697.0,-52913982.0,4.226,27.0,27.0,0.0,0.0,0.0
13,119,2024-01-06 08:44:14,,13.0,231.42,4.257,10.0,438144833.0,-52914464.0,4.257,27.0,27.0,0.0,0.0,0.0
13,120,2024-01-06 08:44:15,,13.0,234.64,3.735,9.0,438144885.0,-52914886.0,3.735,27.200000000000045,27.200000000000045,0.0,0.0,0.95
13,120,2024-01-06 08:44:16,,13.0,239.17,3.617,9.0,438145185.0,-52915340.0,3.617,27.200000000000045,27.200000000000045,0.0,0.0,1.16
13,120,2024-01-06 08:44:17,,13.0,244.05,4.087,9.0,438145505.0,-52915856.0,4.087,27.399999999999977,27.399999999999977,0.0,0.0,1.36
14,119,2024-01-06 08:44:18,,13.0,246.95,4.447,9.0,438145695.0,-52916165.0,4.447,27.600000000000023,27.600000000000023,0.0,0.0,1.63
14,117,2024-01-06 08:44:19,,13.0,250.28,3.924,9.0,438146042.0,-52916347.0,3.924,27.600000000000023,27.600000000000023,0.0,0.0,1.92
14,116,2024-01-06 08:44:20,,13.0,253.95,3.779,9.0,438146412.0,-52916472.0,3.779,27.600000000000023,27.600000000000023,1.0,0.0,2.07
14,116,2024-01-06 08:44:21,,13.0,254.93,3.724,11.0,438146520.0,-52916517.0,3.724,27.600000000000023,27.600000000000023,1.0,0.0,2.05
14,115,2024-01-06 08:44:22,,13.0,257.24,3.078,11.0,438146740.0,-52916520.0,3.078,27.600000000000023,27.600000000000023,1.0,0.0,1.89
14,113,2024-01-06 08:44:23,,13.0,260.51,2.758,11.0,438147094.0,-52916483.0,2.758,27.600000000000023,27.600000000000023,1.0,0.0,1.61
15,114,2024-01-06 08:44:24,,13.0,264.38,3.334,10.0,438147503.0,-52916501.0,3.334,27.600000000000023,27.600000000000023,1.0,0.0,1.28
15,114,2024-01-06 08:44:25,,13.0,267.79,3.675,10.0,438147867.0,-52916407.0,3.675,27.799999999999955,27.799999999999955,1.0,0.0,0.12
15,116,2024-01-06 08:44:26,,13.0,270.61,3.297,10.0,438148187.0,-52916363.0,3.297,27.799999999999955,27.799999999999955,1.0,0.0,0.0
15,118,2024-01-06 08:44:27,,13.0,272.86,3.096,10.0,438148420.0,-52916361.0,3.096,28.0,28.0,1.0,0.0,0.93
15,119,2024-01-06 08:44:28,,13.0,274.99,2.822,10.0,438148647.0,-52916434.0,2.822,28.200000000000045,28.200000000000045,1.0,0.0,1.37
15,116,2024-01-06 08:44:29,,13.0,278.06,2.643,10.0,438148960.0,-52916440.0,2.643,28.200000000000045,28.200000000000045,1.0,0.0,1.93
16,114,2024-01-06 08:44:30,,13.0,280.91,2.683,10.0,438149280.0,-52916387.0,2.683,28.399999999999977,28.399999999999977,1.0,0.0,2.46
16,117,2024-01-06 08:44:31,,13.0,282.96,2.718,12.0,438149429.0,-52916220.0,2.718,28.399999999999977,28.399999999999977,1.0,0.0,2.9
16,119,2024-01-06 08:44:32,,13.0,284.39,2.412,12.0,438149439.0,-52916038.0,2.412,28.600000000000023,28.600000000000023,1.0,0.0,3.25
16,120,2024-01-06 08:44:33,,13.0,286.17,2.259,12.0,438149271.0,-52915936.0,2.259,28.600000000000023,28.600000000000023,1.0,0.0,3.45
16,121,2024-01-06 08:44:34,,13.0,289.27,2.242,13.0,438148917.0,-52915981.0,2.242,28.399999999999977,28.399999999999977,2.0,0.0,3.28
16,122,2024-01-06 08:44:35,,13.0,292.19,2.61,13.0,438148639.0,-52916154.0,2.61,28.200000000000045,28.200000000000045,2.0,0.0,2.57
17,122,2024-01-06 08:44:36,,13.0,295.7,2.965,14.0,438148367.0,-52916440.0,2.965,28.0,28.0,2.0,0.0,1.43
17,122,2024-01-06 08:44:37,,13.0,299.24,2.762,14.0,438148051.0,-52916700.0,2.762,27.799999999999955,27.799999999999955,2.0,0.0,0.13
17,123,2024-01-06 08:44:38,,13.0,303.07,3.588,13.0,438147657.0,-52916884.0,3.588,27.600000000000023,27.600000000000023,2.0,0.0,-1.68
17,123,2024-01-06 08:44:39,,13.0,307.42,3.899,13.0,438147169.0,-52916916.0,3.899,27.200000000000045,27.200000000000045,2.0,0.0,-3.46
17,123,2024-01-06 08:44:40,,13.0,314.27,4.161,14.0,438146460.0,-52917026.0,4.161,27.0,27.0,2.0,1.0,-4.97
18,120,2024-01-06 08:44:41,,13.0,319.55,4.996,14.0,438145896.0,-52917238.0,4.996,26.600000000000023,26.600000000000023,2.0,1.0,-6.06
18,120,2024-01-06 08:44:42,,13.0,325.8,5.986,15.0,438145227.0,-52917383.0,5.986,26.200000000000045,26.200000000000045,2.0,1.0,-6.62
18,123,2024-01-06 08:44:43,,13.0,331.84,5.181,15.0,438144627.0,-52917524.0,5.181,25.799999999999955,25.799999999999955,2.0,2.0,-6.7
18,125,2024-01-06 08:44:44,,13.0,339.32,5.986,15.0,438143870.0,-52917898.0,5.986,25.399999999999977,25.399999999999977,2.0,2.0,-6.61
18,124,2024-01-06 08:44:45,,13.0,345.47,5.908,14.0,438143261.0,-52918260.0,5.908,25.0,25.0,2.0,2.0,-6.42
19,122,2024-01-06 08:44:46,,13.0,352.7,6.147,14.0,438142587.0,-52918670.0,6.147,24.600000000000023,24.600000000000023,2.0,3.0,-6.26
19,121,2024-01-06 08:44:47,,13.0,360.33,5.915,14.0,438141860.0,-52919195.0,5.915,24.200000000000045,24.200000000000045,2.0,3.0,-6.06
19,124,2024-01-06 08:44:48,,13.0,367.79,6.063,14.0,438141142.0,-52919672.0,6.063,23.799999999999955,23.799999999999955,2.0,3.0,-5.93
19,122,2024-01-06 08:44:49,,13.0,375.47,6.166,14.0,438140408.0,-52920081.0,6.166,23.399999999999977,23.399999999999977,2.0,4.0,-5.88
19,123,2024-01-06 08:44:50,,13.0,382.83,6.175,14.0,438139687.0,-52920456.0,6.175,23.200000000000045,23.200000000000045,2.0,4.0,-5.83
19,125,2024-01-06 08:44:51,,13.0,390.16,6.175,14.0,438138961.0,-52920870.0,6.175,22.799999999999955,22.799999999999955,2.0,5.0,-5.7
20,124,2024-01-06 08:44:52,,13.0,398.14,6.383,14.0,438138190.0,-52921379.0,6.383,22.600000000000023,22.600000000000023,2.0,5.0,-5.51
20,121,2024-01-06 08:44:53,,13.0,406.69,7.006,14.0,438137381.0,-52921894.0,7.006,22.399999999999977,22.399999999999977,2.0,5.0,-5.22
20,121,2024-01-06 08:44:54,,13.0,417.02,7.505,14.0,438136313.0,-52922323.0,7.505,22.0,22.0,2.0,6.0,-4.92
20,120,2024-01-06 08:44:55,,13.0,430.24,8.613,14.0,438134966.0,-52922798.0,8.613,21.600000000000023,21.600000000000023,2.0,6.0,-4.65
20,121,2024-01-06 08:44:56,,13.0,442.91,8.79,14.0,438133650.0,-52923166.0,8.79,21.600000000000023,21.600000000000023,2.0,6.0,-4.34
21,122,2024-01-06 08:44:57,,13.0,452.0,8.797,15.0,438132660.0,-52923149.0,8.797,21.399999999999977,21.399999999999977,2.0,7.0,-3.87
21,121,2024-01-06 08:44:58,,13.0,461.72,7.109,16.0,438131610.0,-52922983.0,7.109,21.399999999999977,21.399999999999977,2.0,7.0,-3.31
21,121,2024-01-06 08:44:59,,13.0,470.75,6.925,18.0,438130644.0,-52922837.0,6.925,21.200000000000045,21.200000000000045,2.0,7.0,-2.77
21,118,2024-01-06 08:45:00,,13.0,481.05,6.471,18.0,438129535.0,-52922894.0,6.471,21.200000000000045,21.200000000000045,2.0,7.0,-2.32
21,116,2024-01-06 08:45:01,,13.0,488.17,5.783,18.0,438128799.0,-52922887.0,5.783,21.200000000000045,21.200000000000045,2.0,7.0,-1.93
21,115,2024-01-06 08:45:02,,13.0,495.61,8.136,18.0,438128039.0,-52922550.0,8.136,21.200000000000045,21.200000000000045,2.0,7.0,-1.55
22,113,2024-01-06 08:45:03,,13.0,503.26,7.891,18.0,438127259.0,-52922223.0,7.891,21.200000000000045,21.200000000000045,2.0,7.0,-1.15
22,115,2024-01-06 08:45:04,,13.0,512.14,7.663,18.0,438126403.0,-52921724.0,7.663,21.200000000000045,21.200000000000045,2.0,7.0,-0.14
22,118,2024-01-06 08:45:05,,13.0,524.55,9.127,18.0,438125220.0,-52920926.0,9.127,21.200000000000045,21.200000000000045,2.0,7.0,0.0
22,121,2024-01-06 08:45:06,,13.0,535.44,9.526,17.0,438124065.0,-52920745.0,9.526,21.0,21.0,2.0,7.0,0.0
22,121,2024-01-06 08:45:07,,13.0,541.74,9.585,17.0,438123408.0,-52920573.0,9.585,21.0,21.0,2.0,7.0,0.0
22,122,2024-01-06 08:45:08,,13.0,548.83,8.07,16.0,438122667.0,-52920503.0,8.07,20.799999999999955,20.799999999999955,2.0,7.0,0.0
23,123,2024-01-06 08:45:09,,13.0,556.04,7.561,16.0,438121877.0,-52920432.0,7.561,20.799999999999955,20.799999999999955,2.0,7.0,0.0
23,121,2024-01-06 08:45:10,,13.0,565.46,7.46,16.0,438120890.0,-52920422.0,7.46,20.600000000000023,20.600000000000023,2.0,7.0,0.0
23,124,2024-01-06 08:45:11,,13.0,576.39,9.003,16.0,438119724.0,-52920584.0,9.003,20.600000000000023,20.600000000000023,2.0,7.0,0.0
23,125,2024-01-06 08:45:12,,13.0,584.08,9.371,15.0,438118896.0,-52920670.0,9.371,20.399999999999977,20.399999999999977,2.0,7.0,0.0
23,123,2024-01-06 08:45:13,,13.0,591.56,7.975,15.0,438118079.0,-52920820.0,7.975,20.200000000000045,20.200000000000045,2.0,7.0,-0.93
24,125,2024-01-06 08:45:14,,13.0,600.0,7.587,16.0,438117213.0,-52921032.0,7.587,20.200000000000045,20.200000000000045,2.0,7.0,-1.16
24,128,2024-01-06 08:45:15,,13.0,606.88,7.531,16.0,438116475.0,-52921181.0,7.531,20.0,20.0,2.0,8.0,-1.23
24,130,2024-01-06 08:45:16,,13.0,614.76,7.522,15.0,438115752.0,-52921705.0,7.522,20.0,20.0,2.0,8.0,-1.24
24,129,2024-01-06 08:45:17,,13.0,623.02,8.083,15.0,438114858.0,-52921913.0,8.083,19.799999999999955,19.799999999999955,2.0,8.0,-1.25
24,128,2024-01-06 08:45:18,,13.0,631.76,8.234,14.0,438113931.0,-52921723.0,8.234,19.799999999999955,19.799999999999955,2.0,8.0,-1.22
25,131,2024-01-06 08:45:19,,13.0,642.41,9.725,14.0,438112821.0,-52921608.0,9.725,19.600000000000023,19.600000000000023,2.0,8.0,-1.21
25,129,2024-01-06 08:45:20,,13.0,650.65,10.182,15.0,438111920.0,-52921491.0,10.182,19.600000000000023,19.600000000000023,2.0,8.0,-1.2
25,132,2024-01-06 08:45:21,,13.0,657.48,8.784,15.0,438111212.0,-52921283.0,8.784,19.600000000000023,19.600000000000023,2.0,8.0,-1.11
25,133,2024-01-06 08:45:22,,13.0,662.08,8.341,15.0,438110725.0,-52921287.0,8.341,19.600000000000023,19.600000000000023,2.0,8.0,-0.17
25,131,2024-01-06 08:45:23,,13.0,668.23,6.935,15.0,438110113.0,-52921533.0,6.935,19.600000000000023,19.600000000000023,2.0,8.0,0.0
26,132,2024-01-06 08:45:24,,13.0,673.44,6.512,15.0,438109555.0,-52921626.0,6.512,19.600000000000023,19.600000000000023,2.0,8.0,0.0
26,130,2024-01-06 08:45:25,,13.0,678.93,5.796,15.0,438108968.0,-52921634.0,5.796,19.600000000000023,19.600000000000023,2.0,8.0,0.0
26,125,2024-01-06 08:45:26,,13.0,680.59,5.587,15.0,438108809.0,-52921719.0,5.587,19.799999999999955,19.799999999999955,2.0,8.0,0.0
26,120,2024-01-06 08:45:27,,13.0,682.09,4.634,14.0,438108679.0,-52921834.0,4.634,19.799999999999955,19.799999999999955,2.0,8.0,0.0
26,117,2024-01-06 08:45:28,,13.0,682.81,4.235,14.0,438108618.0,-52921850.0,4.235,19.799999999999955,19.799999999999955,2.0,8.0,0.0
27,115,2024-01-06 08:45:29,,13.0,682.85,3.596,14.0,438108615.0,-52921850.0,3.596,20.0,20.0,2.0,8.0,0.0
27,115,2024-01-06 08:45:30,,13.0,683.85,3.025,15.0,438108496.0,-52921885.0,3.025,20.0,20.0,2.0,8.0,0.0
27,117,2024-01-06 08:45:31,,13.0,686.08,2.558,15.0,438108243.0,-52921910.0,2.558,20.0,20.0,2.0,8.0,0.0
27,117,2024-01-06 08:45:32,,13.0,688.65,2.517,15.0,438108009.0,-52922065.0,2.517,20.0,20.0,2.0,8.0,0.85
27,118,2024-01-06 08:45:33,,13.0,691.79,2.638,15.0,438107936.0,-52922458.0,2.638,20.0,20.0,2.0,8.0,1.11
27,118,2024-01-06 08:45:34,,13.0,695.39,2.735,15.0,438108017.0,-52922931.0,2.735,20.200000000000045,20.200000000000045,2.0,8.0,1.22
28,121,2024-01-06 08:45:35,,13.0,698.5,2.819,15.0,438108108.0,-52923335.0,2.819,20.200000000000045,20.200000000000045,2.0,8.0,1.3
28,123,2024-01-06 08:45:36,,13.0,701.63,2.896,15.0,438108114.0,-52923749.0,2.896,20.200000000000045,20.200000000000045,2.0,8.0,1.38
28,123,2024-01-06 08:45:37,,13.0,705.34,2.955,15.0,438108030.0,-52924243.0,2.955,20.399999999999977,20.399999999999977,2.0,8.0,1.53
28,124,2024-01-06 08:45:38,,13.0,709.68,3.292,14.0,438107981.0,-52924813.0,3.292,20.399999999999977,20.399999999999977,2.0,8.0,1.74
28,125,2024-01-06 08:45:39,,13.0,713.81,3.5,15.0,438107851.0,-52925349.0,3.5,20.600000000000023,20.600000000000023,2.0,8.0,1.94
28,131,2024-01-06 08:45:40,,13.0,717.61,3.725,15.0,438107799.0,-52925853.0,3.725,20.600000000000023,20.600000000000023,2.0,8.0,2.14
29,129,2024-01-06 08:45:41,,12.0,721.49,3.664,15.0,438107754.0,-52926370.0,3.664,20.799999999999955,20.799999999999955,2.0,8.0,2.29
29,128,2024-01-06 08:45:42,,12.0,725.42,3.72,15.0,438107666.0,-52926881.0,3.72,20.799999999999955,20.799999999999955,2.0,8.0,2.37
29,126,2024-01-06 08:45:43,,12.0,729.12,3.718,15.0,438107575.0,-52927360.0,3.718,20.799999999999955,20.799999999999955,2.0,8.0,2.36
29,129,2024-01-06 08:45:44,,12.0,732.47,3.623,15.0,438107484.0,-52927786.0,3.623,21.0,21.0,3.0,8.0,2.29
29,130,2024-01-06 08:45:45,,12.0,737.21,3.544,15.0,438107351.0,-52928407.0,3.544,21.0,21.0,3.0,8.0,2.12
30,124,2024-01-06 08:45:46,,12.0,741.63,3.737,15.0,438107213.0,-52928954.0,3.737,21.0,21.0,3.0,8.0,1.96
30,126,2024-01-06 08:45:47,,12.0,745.0,3.901,14.0,438107162.0,-52929399.0,3.901,21.200000000000045,21.200000000000045,3.0,8.0,1.8
30,129,2024-01-06 08:45:48,,12.0,748.45,3.806,14.0,438107074.0,-52929851.0,3.806,21.200000000000045,21.200000000000045,3.0,8.0,1.74
30,127,2024-01-06 08:45:49,,12.0,751.9,3.718,15.0,438107026.0,-52930309.0,3.718,21.399999999999977,21.399999999999977,3.0,8.0,1.71
30,129,2024-01-06 08:45:50,,12.0,755.08,3.582,19.0,438107022.0,-52930730.0,3.582,21.399999999999977,21.399999999999977,3.0,8.0,1.7
31,128,2024-01-06 08:45:51,,12.0,758.36,3.43,20.0,438106980.0,-52931168.0,3.43,21.399999999999977,21.399999999999977,3.0,8.0,1.66
31,129,2024-01-06 08:45:52,,12.0,761.61,3.291,20.0,438106977.0,-52931603.0,3.291,21.399999999999977,21.399999999999977,3.0,8.0,1.64
31,127,2024-01-06 08:45:53,,12.0,764.95,3.331,20.0,438106892.0,-52932044.0,3.331,21.600000000000023,21.600000000000023,3.0,8.0,1.65
31,126,2024-01-06 08:45:54,,12.0,768.35,3.384,19.0,438106886.0,-52932494.0,3.384,21.600000000000023,21.600000000000023,3.0,8.0,1.71
31,125,2024-01-06 08:45:55,,12.0,772.91,3.395,19.0,438106843.0,-52933098.0,3.395,21.799999999999955,21.799999999999955,3.0,8.0,1.79
32,125,2024-01-06 08:45:56,,12.0,777.03,3.931,18.0,438106756.0,-52933643.0,3.931,21.799999999999955,21.799999999999955,3.0,8.0,1.93
32,123,2024-01-06 08:45:57,,12.0,781.57,4.055,18.0,438106665.0,-52934238.0,4.055,22.0,22.0,3.0,8.0,2.07
32,124,2024-01-06 08:45:58,,12.0,785.33,3.771,17.0,438106574.0,-52934724.0,3.771,22.0,22.0,4.0,8.0,2.18
32,124,2024-01-06 08:45:59,,12.0,790.02,3.705,17.0,438106525.0,-52935344.0,3.705,22.0,22.0,4.0,8.0,2.2
32,124,2024-01-06 08:46:00,,12.0,793.62,3.577,17.0,438106455.0,-52935813.0,3.577,22.0,22.0,4.0,8.0,2.03
33,124,2024-01-06 08:46:01,,12.0,798.22,3.52,16.0,438106431.0,-52936423.0,3.52,22.200000000000045,22.200000000000045,4.0,8.0,1.81
33,124,2024-01-06 08:46:02,,12.0,803.38,3.506,16.0,438106431.0,-52937114.0,3.506,22.200000000000045,22.200000000000045,4.0,8.0,1.63
33,121,2024-01-06 08:46:03,,12.0,809.0,5.069,16.0,438106347.0,-52937857.0,5.069,22.200000000000045,22.200000000000045,4.0,8.0,1.43
33,118,2024-01-06 08:46:04,,12.0,814.55,5.437,18.0,438106298.0,-52938599.0,5.437,22.200000000000045,22.200000000000045,4.0,8.0,1.18
33,119,2024-01-06 08:46:05,,12.0,819.81,5.32,18.0,438106252.0,-52939299.0,5.32,22.200000000000045,22.200000000000045,4.0,8.0,0.22
33,117,2024-01-06 08:46:06,,12.0,824.95,5.209,18.0,438106164.0,-52939975.0,5.209,22.200000000000045,22.200000000000045,4.0,8.0,0.0
34,117,2024-01-06 08:46:07,,12.0,828.94,5.164,22.0,438106158.0,-52940508.0,5.164,22.399999999999977,22.399999999999977,4.0,8.0,0.0
34,121,2024-01-06 08:46:08,,12.0,832.26,4.239,23.0,438106200.0,-52940949.0,4.239,22.399999999999977,22.399999999999977,4.0,8.0,0.0
34,123,2024-01-06 08:46:09,,12.0,835.28,3.627,23.0,438106161.0,-52941351.0,3.627,22.600000000000023,22.600000000000023,4.0,8.0,0.0
