calories,heart_rate,timestamp,battery_soc,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,enhanced_altitude,ascent,descent,grade
244,152,2024-01-06 09:04:00,,7.0,4284.38,2.779,6.0,438250082.0,-53288895.0,2.779,114.79999999999995,114.79999999999995,98.0,11.0,4.58
244,153,2024-01-06 09:04:01,,7.0,4287.72,3.216,5.0,438250447.0,-53288892.0,3.216,115.0,115.0,98.0,11.0,4.59
245,152,2024-01-06 09:04:02,,7.0,4290.03,3.317,6.0,438250685.0,-53288913.0,3.317,115.0,115.0,98.0,11.0,4.52
245,152,2024-01-06 09:04:03,,7.0,4292.77,2.89,6.0,438250996.0,-53288951.0,2.89,115.20000000000005,115.20000000000005,98.0,11.0,4.37
245,151,2024-01-06 09:04:04,,7.0,4295.55,2.801,6.0,438251273.0,-53288970.0,2.801,115.20000000000005,115.20000000000005,98.0,11.0,4.1
245,151,2024-01-06 09:04:05,,7.0,4298.17,2.65,6.0,438251546.0,-53289008.0,2.65,115.39999999999998,115.39999999999998,98.0,11.0,3.77
246,149,2024-01-06 09:04:06,,7.0,4300.82,2.652,6.0,438251861.0,-53289085.0,2.652,115.39999999999998,115.39999999999998,98.0,11.0,3.46
246,148,2024-01-06 09:04:07,,7.0,4303.61,2.771,6.0,438252138.0,-53289128.0,2.771,115.60000000000002,115.60000000000002,98.0,11.0,3.31
246,148,2024-01-06 09:04:08,,7.0,4306.44,2.821,5.0,438252453.0,-53289205.0,2.821,115.79999999999995,115.79999999999995,99.0,11.0,3.38
246,147,2024-01-06 09:04:09,,7.0,4309.63,3.13,5.0,438252773.0,-53289285.0,3.13,116.0,116.0,99.0,11.0,3.69
247,146,2024-01-06 09:04:10,,7.0,4312.46,2.877,5.0,438253091.0,-53289343.0,2.877,116.20000000000005,116.20000000000005,99.0,11.0,4.13
247,146,2024-01-06 09:04:11,92.0,7.0,4315.29,2.842,5.0,438253367.0,-53289421.0,2.842,116.20000000000005,116.20000000000005,99.0,11.0,4.5
247,146,2024-01-06 09:04:12,,7.0,4318.13,2.837,5.0,438253682.0,-53289501.0,2.837,116.39999999999998,116.39999999999998,99.0,11.0,4.68
247,145,2024-01-06 09:04:13,,7.0,4320.83,2.718,5.0,438253958.0,-53289601.0,2.718,116.39999999999998,116.39999999999998,99.0,11.0,4.65
248,145,2024-01-06 09:04:14,,7.0,4323.48,2.668,5.0,438254230.0,-53289682.0,2.668,116.60000000000002,116.60000000000002,99.0,11.0,4.44
248,145,2024-01-06 09:04:15,,7.0,4326.31,2.799,5.0,438254504.0,-53289762.0,2.799,116.60000000000002,116.60000000000002,100.0,11.0,4.13
248,144,2024-01-06 09:04:16,,7.0,4328.85,2.584,6.0,438254777.0,-53289858.0,2.584,116.79999999999995,116.79999999999995,100.0,11.0,3.79
248,144,2024-01-06 09:04:17,,7.0,4331.31,2.53,6.0,438255051.0,-53289923.0,2.53,116.79999999999995,116.79999999999995,100.0,11.0,3.55
249,143,2024-01-06 09:04:18,,7.0,4332.87,2.459,6.0,438255198.0,-53289943.0,2.459,117.0,117.0,100.0,11.0,3.46
249,142,2024-01-06 09:04:19,,7.0,4333.83,1.544,6.0,438255333.0,-53289965.0,1.544,117.20000000000005,117.20000000000005,100.0,11.0,3.51
249,148,2024-01-06 09:04:37,,7.0,4333.9,1.219,7.0,438255470.0,-53290058.0,1.219,117.60000000000002,117.60000000000002,100.0,11.0,0.0
249,148,2024-01-06 09:04:38,,7.0,4335.31,1.417,7.0,438255649.0,-53290101.0,1.417,117.60000000000002,117.60000000000002,100.0,11.0,0.0
250,146,2024-01-06 09:04:39,,7.0,4337.11,1.461,7.0,438255831.0,-53290199.0,1.461,117.60000000000002,117.60000000000002,100.0,11.0,0.0
250,143,2024-01-06 09:04:40,,7.0,4339.42,2.174,6.0,438256054.0,-53290353.0,2.174,117.79999999999995,117.79999999999995,100.0,11.0,0.0
250,141,2024-01-06 09:04:41,,7.0,4342.3,2.654,6.0,438256325.0,-53290529.0,2.654,117.79999999999995,117.79999999999995,100.0,11.0,0.0
250,139,2024-01-06 09:04:42,,7.0,4345.21,2.805,6.0,438256555.0,-53290747.0,2.805,118.0,118.0,100.0,11.0,0.78
250,137,2024-01-06 09:04:43,,7.0,4348.03,2.814,6.0,438256824.0,-53290948.0,2.814,118.0,118.0,101.0,11.0,2.78
251,135,2024-01-06 09:04:44,,7.0,4350.8,2.78,6.0,438257098.0,-53291126.0,2.78,118.20000000000005,118.20000000000005,101.0,11.0,3.16
251,134,2024-01-06 09:04:45,,7.0,4353.38,2.468,6.0,438257372.0,-53291250.0,2.468,118.39999999999998,118.39999999999998,101.0,11.0,3.62
251,134,2024-01-06 09:04:46,,7.0,4355.66,2.444,6.0,438257601.0,-53291311.0,2.444,118.39999999999998,118.39999999999998,101.0,11.0,4.11
251,133,2024-01-06 09:04:47,,7.0,4357.93,2.514,6.0,438257830.0,-53291262.0,2.514,118.60000000000002,118.60000000000002,101.0,11.0,4.03
251,132,2024-01-06 09:04:48,,7.0,4360.51,2.674,6.0,438258057.0,-53291058.0,2.674,118.60000000000002,118.60000000000002,101.0,11.0,3.92
252,131,2024-01-06 09:04:49,,7.0,4363.53,2.771,6.0,438258158.0,-53290688.0,2.771,118.79999999999995,118.79999999999995,102.0,11.0,3.8
252,130,2024-01-06 09:04:50,,7.0,4366.9,2.811,6.0,438258291.0,-53290254.0,2.811,118.79999999999995,118.79999999999995,102.0,11.0,3.58
252,129,2024-01-06 09:04:51,,7.0,4370.36,2.814,6.0,438258386.0,-53289816.0,2.814,118.60000000000002,118.60000000000002,102.0,11.0,3.19
252,128,2024-01-06 09:04:52,,6.0,4373.94,2.814,5.0,438258519.0,-53289363.0,2.814,118.60000000000002,118.60000000000002,102.0,11.0,2.56
253,126,2024-01-06 09:04:53,,6.0,4377.7,3.239,6.0,438258571.0,-53288870.0,3.239,118.60000000000002,118.60000000000002,102.0,11.0,1.71
253,125,2024-01-06 09:04:54,,6.0,4381.97,4.006,6.0,438258616.0,-53288297.0,4.006,118.39999999999998,118.39999999999998,102.0,11.0,0.75
253,124,2024-01-06 09:04:55,,6.0,4386.33,4.09,6.0,438258577.0,-53287719.0,4.09,118.39999999999998,118.39999999999998,102.0,11.0,0.0
253,125,2024-01-06 09:04:56,,6.0,4391.06,4.29,6.0,438258532.0,-53287088.0,4.29,118.20000000000005,118.20000000000005,102.0,11.0,-0.5
253,125,2024-01-06 09:04:57,,6.0,4396.24,4.855,6.0,438258486.0,-53286399.0,4.855,118.0,118.0,102.0,11.0,-1.94
253,126,2024-01-06 09:04:58,,6.0,4401.19,4.897,6.0,438258525.0,-53285736.0,4.897,118.0,118.0,102.0,11.0,-2.43
254,126,2024-01-06 09:04:59,,6.0,4406.59,4.897,6.0,438258613.0,-53285023.0,4.897,117.79999999999995,117.79999999999995,102.0,11.0,-2.71
254,126,2024-01-06 09:05:00,,6.0,4412.31,5.295,5.0,438258747.0,-53284273.0,5.295,117.60000000000002,117.60000000000002,102.0,11.0,-2.84
254,126,2024-01-06 09:05:01,,6.0,4418.6,5.789,5.0,438258841.0,-53283446.0,5.789,117.39999999999998,117.39999999999998,102.0,12.0,-2.88
254,126,2024-01-06 09:05:02,,6.0,4425.1,6.073,5.0,438258974.0,-53282591.0,6.073,117.20000000000005,117.20000000000005,102.0,12.0,-2.91
254,126,2024-01-06 09:05:03,,6.0,4431.71,6.342,5.0,438259153.0,-53281733.0,6.342,117.0,117.0,102.0,12.0,-2.93
255,125,2024-01-06 09:05:04,,6.0,4438.63,6.586,5.0,438259335.0,-53280842.0,6.586,116.79999999999995,116.79999999999995,102.0,12.0,-2.97
255,124,2024-01-06 09:05:05,,6.0,4445.45,6.618,5.0,438259560.0,-53279965.0,6.618,116.39999999999998,116.39999999999998,102.0,12.0,-3.05
255,124,2024-01-06 09:05:06,,6.0,4452.34,6.604,5.0,438259745.0,-53279073.0,6.604,116.20000000000005,116.20000000000005,102.0,13.0,-3.14
255,124,2024-01-06 09:05:07,,6.0,4459.19,6.293,5.0,438259884.0,-53278181.0,6.293,116.0,116.0,102.0,13.0,-3.22
255,125,2024-01-06 09:05:08,,6.0,4466.12,6.355,5.0,438260064.0,-53277280.0,6.355,115.79999999999995,115.79999999999995,102.0,13.0,-3.24
256,124,2024-01-06 09:05:09,,6.0,4474.41,6.42,5.0,438260287.0,-53276205.0,6.42,115.60000000000002,115.60000000000002,102.0,13.0,-3.18
256,124,2024-01-06 09:05:10,,6.0,4480.17,6.502,5.0,438260430.0,-53275463.0,6.502,115.60000000000002,115.60000000000002,102.0,14.0,-3.04
256,123,2024-01-06 09:05:11,,6.0,4486.55,6.508,5.0,438260608.0,-53274638.0,6.508,115.60000000000002,115.60000000000002,102.0,14.0,-2.82
256,123,2024-01-06 09:05:12,,6.0,4493.08,6.508,5.0,438260833.0,-53273819.0,6.508,115.39999999999998,115.39999999999998,102.0,14.0,-2.49
256,123,2024-01-06 09:05:13,,6.0,4498.87,5.771,6.0,438261061.0,-53273094.0,5.771,115.39999999999998,115.39999999999998,102.0,14.0,-2.07
256,123,2024-01-06 09:05:14,,6.0,4504.29,5.265,6.0,438261289.0,-53272435.0,5.265,115.39999999999998,115.39999999999998,102.0,14.0,-1.61
257,123,2024-01-06 09:05:15,,6.0,4509.68,5.231,6.0,438261601.0,-53271817.0,5.231,115.60000000000002,115.60000000000002,102.0,14.0,-0.95
257,123,2024-01-06 09:05:16,,6.0,4514.94,5.269,6.0,438261919.0,-53271219.0,5.269,115.60000000000002,115.60000000000002,102.0,14.0,0.0
257,124,2024-01-06 09:05:17,,6.0,4519.84,4.958,6.0,438262238.0,-53270696.0,4.958,115.79999999999995,115.79999999999995,102.0,14.0,0.0
257,124,2024-01-06 09:05:18,,6.0,4524.06,4.887,7.0,438262554.0,-53270291.0,4.887,116.0,116.0,102.0,14.0,0.0
257,124,2024-01-06 09:05:19,,6.0,4527.87,4.014,7.0,438262833.0,-53269949.0,4.014,116.39999999999998,116.39999999999998,102.0,14.0,0.41
258,124,2024-01-06 09:05:20,,6.0,4530.88,3.819,7.0,438263064.0,-53269682.0,3.819,116.60000000000002,116.60000000000002,102.0,14.0,1.82
258,124,2024-01-06 09:05:21,,6.0,4533.45,3.222,7.0,438263248.0,-53269426.0,3.222,116.79999999999995,116.79999999999995,102.0,14.0,2.55
258,124,2024-01-06 09:05:22,,6.0,4536.21,3.085,7.0,438263472.0,-53269150.0,3.085,117.0,117.0,103.0,14.0,3.23
258,125,2024-01-06 09:05:23,,6.0,4538.66,2.93,7.0,438263615.0,-53268888.0,2.93,117.20000000000005,117.20000000000005,103.0,14.0,3.85
258,125,2024-01-06 09:05:24,,6.0,4540.89,2.754,7.0,438263794.0,-53268668.0,2.754,117.39999999999998,117.39999999999998,103.0,14.0,4.42
259,126,2024-01-06 09:05:25,,6.0,4543.52,2.723,7.0,438263975.0,-53268394.0,2.723,117.79999999999995,117.79999999999995,103.0,14.0,4.95
259,126,2024-01-06 09:05:26,,6.0,4545.77,2.603,8.0,438264116.0,-53268172.0,2.603,118.0,118.0,103.0,14.0,5.5
259,126,2024-01-06 09:05:27,,6.0,4547.7,2.433,8.0,438264295.0,-53268009.0,2.433,118.20000000000005,118.20000000000005,104.0,14.0,6.11
259,127,2024-01-06 09:05:28,,6.0,4549.25,2.212,8.0,438264393.0,-53267865.0,2.212,118.39999999999998,118.39999999999998,104.0,14.0,6.73
259,128,2024-01-06 09:05:29,,6.0,4550.88,2.065,8.0,438264527.0,-53267706.0,2.065,118.79999999999995,118.79999999999995,104.0,14.0,7.3
260,128,2024-01-06 09:05:30,,6.0,4553.18,1.957,8.0,438264748.0,-53267547.0,1.957,119.0,119.0,104.0,14.0,7.78
260,128,2024-01-06 09:05:31,,6.0,4555.54,2.044,8.0,438264933.0,-53267388.0,2.044,119.20000000000005,119.20000000000005,105.0,14.0,8.19
260,128,2024-01-06 09:05:32,,6.0,4558.31,2.227,8.0,438265157.0,-53267139.0,2.227,119.39999999999998,119.39999999999998,105.0,14.0,8.58
260,129,2024-01-06 09:05:33,,6.0,4560.7,2.267,8.0,438265385.0,-53266973.0,2.267,119.60000000000002,119.60000000000002,105.0,14.0,8.95
260,130,2024-01-06 09:05:34,,6.0,4563.0,2.276,9.0,438265612.0,-53266887.0,2.276,119.79999999999995,119.79999999999995,105.0,14.0,9.24
261,131,2024-01-06 09:05:35,,6.0,4565.4,2.305,9.0,438265881.0,-53266881.0,2.305,120.0,120.0,106.0,14.0,9.29
261,132,2024-01-06 09:05:36,,6.0,4567.51,2.256,8.0,438266113.0,-53266934.0,2.256,120.20000000000005,120.20000000000005,106.0,14.0,9.07
261,132,2024-01-06 09:05:37,,6.0,4569.98,2.314,8.0,438266339.0,-53267033.0,2.314,120.20000000000005,120.20000000000005,106.0,14.0,8.59
261,133,2024-01-06 09:05:38,,6.0,4572.56,2.376,8.0,438266610.0,-53267152.0,2.376,120.39999999999998,120.39999999999998,106.0,14.0,7.97
261,133,2024-01-06 09:05:39,,6.0,4574.8,2.3,8.0,438266841.0,-53267271.0,2.3,120.60000000000002,120.60000000000002,106.0,14.0,7.31
262,133,2024-01-06 09:05:40,,6.0,4577.0,2.218,8.0,438267026.0,-53267427.0,2.218,120.79999999999995,120.79999999999995,106.0,14.0,6.67
262,133,2024-01-06 09:05:41,,6.0,4579.36,2.337,8.0,438267250.0,-53267623.0,2.337,120.79999999999995,120.79999999999995,107.0,14.0,6.22
262,133,2024-01-06 09:05:42,,6.0,4581.95,2.554,8.0,438267435.0,-53267838.0,2.554,121.0,121.0,107.0,14.0,5.89
262,133,2024-01-06 09:05:43,,6.0,4584.42,2.477,8.0,438267661.0,-53268024.0,2.477,121.0,121.0,107.0,14.0,5.62
262,133,2024-01-06 09:05:44,,6.0,4586.63,2.251,8.0,438267888.0,-53268179.0,2.251,121.20000000000005,121.20000000000005,107.0,14.0,5.38
263,133,2024-01-06 09:05:45,,6.0,4589.12,2.461,8.0,438268073.0,-53268375.0,2.461,121.39999999999998,121.39999999999998,107.0,14.0,5.15
263,134,2024-01-06 09:05:46,,6.0,4592.08,2.883,8.0,438268339.0,-53268611.0,2.883,121.39999999999998,121.39999999999998,107.0,14.0,4.92
263,135,2024-01-06 09:05:47,,6.0,4594.78,2.725,7.0,438268570.0,-53268870.0,2.725,121.60000000000002,121.60000000000002,107.0,14.0,4.68
263,136,2024-01-06 09:05:48,,6.0,4597.83,3.017,7.0,438268797.0,-53269126.0,3.017,121.60000000000002,121.60000000000002,107.0,14.0,4.44
263,137,2024-01-06 09:05:49,,6.0,4600.19,3.088,8.0,438269026.0,-53269315.0,3.088,121.79999999999995,121.79999999999995,108.0,14.0,4.18
264,138,2024-01-06 09:05:50,,6.0,4602.54,2.512,8.0,438269211.0,-53269476.0,2.512,121.79999999999995,121.79999999999995,108.0,14.0,3.96
264,138,2024-01-06 09:05:51,,6.0,4604.91,2.389,8.0,438269435.0,-53269672.0,2.389,122.0,122.0,108.0,14.0,3.83
264,139,2024-01-06 09:05:52,,6.0,4607.21,2.311,8.0,438269621.0,-53269850.0,2.311,122.0,122.0,108.0,14.0,3.67
264,140,2024-01-06 09:05:53,,6.0,4609.33,2.151,8.0,438269802.0,-53269994.0,2.151,122.20000000000005,122.20000000000005,108.0,14.0,3.5
265,141,2024-01-06 09:05:54,,6.0,4611.29,2.087,8.0,438270027.0,-53270079.0,2.087,122.20000000000005,122.20000000000005,108.0,14.0,3.41
265,141,2024-01-06 09:05:55,,6.0,4613.7,2.351,7.0,438270254.0,-53270211.0,2.351,122.39999999999998,122.39999999999998,108.0,14.0,3.41
265,141,2024-01-06 09:05:56,,6.0,4616.32,2.577,8.0,438270483.0,-53270422.0,2.577,122.39999999999998,122.39999999999998,108.0,14.0,3.49
265,141,2024-01-06 09:05:57,,6.0,4619.15,2.79,8.0,438270710.0,-53270659.0,2.79,122.60000000000002,122.60000000000002,108.0,14.0,3.58
266,141,2024-01-06 09:05:58,,6.0,4622.19,3.011,7.0,438270980.0,-53270882.0,3.011,122.60000000000002,122.60000000000002,108.0,14.0,3.64
266,141,2024-01-06 09:05:59,,6.0,4625.34,3.127,7.0,438271253.0,-53271121.0,3.127,122.79999999999995,122.79999999999995,109.0,14.0,3.58
266,141,2024-01-06 09:06:00,,6.0,4628.4,3.071,7.0,438271526.0,-53271338.0,3.071,122.79999999999995,122.79999999999995,109.0,14.0,3.44
266,141,2024-01-06 09:06:01,,6.0,4631.39,3.001,7.0,438271841.0,-53271538.0,3.001,122.79999999999995,122.79999999999995,109.0,14.0,3.22
266,141,2024-01-06 09:06:02,,6.0,4634.6,3.176,7.0,438272117.0,-53271758.0,3.176,123.0,123.0,109.0,14.0,2.96
267,141,2024-01-06 09:06:03,,6.0,4637.45,2.901,6.0,438272390.0,-53271959.0,2.901,123.0,123.0,109.0,14.0,2.76
267,141,2024-01-06 09:06:04,,6.0,4640.34,2.896,6.0,438272663.0,-53272173.0,2.896,123.20000000000005,123.20000000000005,109.0,14.0,2.64
267,140,2024-01-06 09:06:05,,6.0,4643.26,2.911,6.0,438272935.0,-53272358.0,2.911,123.20000000000005,123.20000000000005,109.0,14.0,2.58
267,140,2024-01-06 09:06:06,,6.0,4646.18,2.92,6.0,438273167.0,-53272572.0,2.92,123.39999999999998,123.39999999999998,109.0,14.0,2.6
268,140,2024-01-06 09:06:07,,6.0,4649.08,2.908,6.0,438273437.0,-53272788.0,2.908,123.39999999999998,123.39999999999998,109.0,14.0,2.62
268,140,2024-01-06 09:06:08,,6.0,4652.16,3.045,6.0,438273752.0,-53272973.0,3.045,123.39999999999998,123.39999999999998,109.0,14.0,2.62
268,140,2024-01-06 09:06:09,,6.0,4654.93,2.815,6.0,438273986.0,-53273149.0,2.815,123.60000000000002,123.60000000000002,109.0,14.0,2.6
268,140,2024-01-06 09:06:10,,6.0,4657.69,2.772,6.0,438274257.0,-53273332.0,2.772,123.60000000000002,123.60000000000002,110.0,14.0,2.56
269,140,2024-01-06 09:06:11,,6.0,4660.51,2.808,5.0,438274529.0,-53273529.0,2.808,123.79999999999995,123.79999999999995,110.0,14.0,2.47
269,140,2024-01-06 09:06:12,,6.0,4663.27,2.769,5.0,438274760.0,-53273744.0,2.769,123.79999999999995,123.79999999999995,110.0,14.0,2.33
269,140,2024-01-06 09:06:13,,6.0,4666.25,2.95,5.0,438275031.0,-53273945.0,2.95,123.79999999999995,123.79999999999995,110.0,14.0,2.18
269,139,2024-01-06 09:06:14,,6.0,4669.16,2.912,5.0,438275303.0,-53274165.0,2.912,123.79999999999995,123.79999999999995,110.0,14.0,2.07
269,139,2024-01-06 09:06:15,,6.0,4672.2,3.026,5.0,438275575.0,-53274381.0,3.026,124.0,124.0,110.0,14.0,2.0
270,139,2024-01-06 09:06:16,,6.0,4675.06,2.884,5.0,438275808.0,-53274582.0,2.884,124.0,124.0,110.0,14.0,1.92
270,139,2024-01-06 09:06:17,,6.0,4678.09,3.01,5.0,438276118.0,-53274796.0,3.01,124.0,124.0,110.0,14.0,1.87
270,138,2024-01-06 09:06:18,,6.0,4681.17,3.064,5.0,438276396.0,-53275018.0,3.064,124.20000000000005,124.20000000000005,110.0,14.0,1.88
270,138,2024-01-06 09:06:19,,6.0,4683.92,2.805,5.0,438276625.0,-53275196.0,2.805,124.20000000000005,124.20000000000005,110.0,14.0,1.96
271,137,2024-01-06 09:06:20,,6.0,4686.56,2.761,5.0,438276890.0,-53275391.0,2.761,124.39999999999998,124.39999999999998,110.0,14.0,2.09
271,137,2024-01-06 09:06:21,,6.0,4689.21,2.776,5.0,438277126.0,-53275578.0,2.776,124.39999999999998,124.39999999999998,110.0,14.0,2.23
271,136,2024-01-06 09:06:22,,6.0,4691.94,2.76,5.0,438277396.0,-53275702.0,2.76,124.60000000000002,124.60000000000002,110.0,14.0,2.35
271,136,2024-01-06 09:06:23,,6.0,4694.74,2.786,5.0,438277671.0,-53275838.0,2.786,124.60000000000002,124.60000000000002,110.0,14.0,2.44
271,135,2024-01-06 09:06:24,,6.0,4697.36,2.761,5.0,438277942.0,-53275979.0,2.761,124.60000000000002,124.60000000000002,111.0,14.0,2.54
272,135,2024-01-06 09:06:25,,6.0,4700.1,2.743,5.0,438278173.0,-53276153.0,2.743,124.79999999999995,124.79999999999995,111.0,14.0,2.66
272,135,2024-01-06 09:06:26,,6.0,4702.73,2.724,5.0,438278401.0,-53276372.0,2.724,124.79999999999995,124.79999999999995,111.0,14.0,2.74
272,135,2024-01-06 09:06:27,,6.0,4705.35,2.722,5.0,438278629.0,-53276589.0,2.722,125.0,125.0,111.0,14.0,2.74
272,135,2024-01-06 09:06:28,,6.0,4708.01,2.696,5.0,438278856.0,-53276789.0,2.696,125.0,125.0,111.0,14.0,2.73
273,136,2024-01-06 09:06:29,,6.0,4710.9,2.694,5.0,438279126.0,-53277004.0,2.694,125.0,125.0,111.0,14.0,2.71
273,136,2024-01-06 09:06:30,,6.0,4713.63,2.72,5.0,438279357.0,-53277242.0,2.72,125.20000000000005,125.20000000000005,111.0,14.0,2.69
273,136,2024-01-06 09:06:31,,6.0,4716.52,2.696,5.0,438279585.0,-53277465.0,2.696,125.20000000000005,125.20000000000005,111.0,14.0,2.68
273,136,2024-01-06 09:06:32,,6.0,4719.13,2.669,5.0,438279854.0,-53277644.0,2.669,125.39999999999998,125.39999999999998,111.0,14.0,2.75
273,136,2024-01-06 09:06:33,,6.0,4721.87,2.685,4.0,438280085.0,-53277862.0,2.685,125.39999999999998,125.39999999999998,111.0,14.0,2.82
274,136,2024-01-06 09:06:34,,6.0,4724.78,2.686,4.0,438280312.0,-53278137.0,2.686,125.60000000000002,125.60000000000002,111.0,14.0,2.88
274,136,2024-01-06 09:06:35,,6.0,4727.59,2.686,4.0,438280539.0,-53278394.0,2.686,125.60000000000002,125.60000000000002,111.0,14.0,2.94
274,136,2024-01-06 09:06:36,,6.0,4730.41,2.712,4.0,438280726.0,-53278652.0,2.712,125.79999999999995,125.79999999999995,112.0,14.0,2.98
274,137,2024-01-06 09:06:37,,6.0,4733.22,2.714,4.0,438280950.0,-53278912.0,2.714,125.79999999999995,125.79999999999995,112.0,14.0,2.95
274,137,2024-01-06 09:06:38,,6.0,4735.84,2.714,4.0,438281178.0,-53279132.0,2.714,125.79999999999995,125.79999999999995,112.0,14.0,2.87
275,137,2024-01-06 09:06:39,,6.0,4738.92,2.755,4.0,438281403.0,-53279425.0,2.755,126.0,126.0,112.0,14.0,2.78
275,137,2024-01-06 09:06:40,,6.0,4741.24,2.717,4.0,438281590.0,-53279633.0,2.717,126.0,126.0,112.0,14.0,2.68
275,138,2024-01-06 09:06:41,,6.0,4744.04,2.714,4.0,438281814.0,-53279869.0,2.714,126.20000000000005,126.20000000000005,112.0,14.0,2.62
275,137,2024-01-06 09:06:42,,6.0,4747.2,2.729,4.0,438282084.0,-53280145.0,2.729,126.20000000000005,126.20000000000005,112.0,14.0,2.63
276,137,2024-01-06 09:06:43,,6.0,4749.4,2.731,4.0,438282274.0,-53280351.0,2.731,126.39999999999998,126.39999999999998,112.0,14.0,2.66
276,137,2024-01-06 09:06:44,,6.0,4752.14,2.731,4.0,438282455.0,-53280602.0,2.731,126.39999999999998,126.39999999999998,112.0,14.0,2.71
276,136,2024-01-06 09:06:45,,6.0,4754.76,2.715,4.0,438282678.0,-53280820.0,2.715,126.60000000000002,126.60000000000002,112.0,14.0,2.78
276,136,2024-01-06 09:06:46,,6.0,4757.33,2.678,4.0,438282906.0,-53281058.0,2.678,126.60000000000002,126.60000000000002,112.0,14.0,2.83
276,136,2024-01-06 09:06:47,,6.0,4759.9,2.66,5.0,438283091.0,-53281296.0,2.66,126.79999999999995,126.79999999999995,113.0,14.0,2.93
277,136,2024-01-06 09:06:48,,6.0,4762.3,2.658,5.0,438283274.0,-53281499.0,2.658,126.79999999999995,126.79999999999995,113.0,14.0,3.13
277,136,2024-01-06 09:06:49,,6.0,4764.58,2.64,4.0,438283498.0,-53281682.0,2.64,127.0,127.0,113.0,14.0,3.36
277,136,2024-01-06 09:06:50,,6.0,4766.91,2.595,4.0,438283683.0,-53281895.0,2.595,127.20000000000005,127.20000000000005,113.0,14.0,3.58
277,136,2024-01-06 09:06:51,,6.0,4769.38,2.481,4.0,438283865.0,-53282117.0,2.481,127.20000000000005,127.20000000000005,113.0,14.0,3.77
278,136,2024-01-06 09:06:52,,6.0,4771.73,2.472,4.0,438284048.0,-53282334.0,2.472,127.39999999999998,127.39999999999998,113.0,14.0,3.91
278,136,2024-01-06 09:06:53,,6.0,4774.21,2.413,4.0,438284270.0,-53282533.0,2.413,127.60000000000002,127.60000000000002,113.0,14.0,4.06
278,135,2024-01-06 09:06:54,,6.0,4776.49,2.398,4.0,438284457.0,-53282734.0,2.398,127.60000000000002,127.60000000000002,113.0,14.0,4.21
278,136,2024-01-06 09:06:55,,6.0,4779.35,2.346,4.0,438284639.0,-53283006.0,2.346,127.79999999999995,127.79999999999995,113.0,14.0,4.39
278,135,2024-01-06 09:06:56,,6.0,4781.41,2.342,4.0,438284821.0,-53283190.0,2.342,128.0,128.0,114.0,14.0,4.55
279,135,2024-01-06 09:06:57,,6.0,4783.64,2.342,4.0,438285004.0,-53283388.0,2.342,128.0,128.0,114.0,14.0,4.71
279,135,2024-01-06 09:06:58,,6.0,4785.93,2.342,4.0,438285142.0,-53283623.0,2.342,128.20000000000005,128.20000000000005,114.0,14.0,4.93
279,135,2024-01-06 09:06:59,,6.0,4788.38,2.367,4.0,438285322.0,-53283863.0,2.367,128.39999999999998,128.39999999999998,114.0,14.0,5.16
279,134,2024-01-06 09:07:00,,6.0,4790.52,2.369,4.0,438285509.0,-53284063.0,2.369,128.60000000000002,128.60000000000002,114.0,14.0,5.36
280,134,2024-01-06 09:07:01,,6.0,4792.99,2.369,4.0,438285708.0,-53284271.0,2.369,128.79999999999995,128.79999999999995,114.0,14.0,5.48
280,134,2024-01-06 09:07:02,,6.0,4795.58,2.369,4.0,438285911.0,-53284484.0,2.369,128.79999999999995,128.79999999999995,115.0,14.0,5.55
280,134,2024-01-06 09:07:03,,6.0,4798.07,2.369,4.0,438286138.0,-53284700.0,2.369,129.0,129.0,115.0,14.0,5.61
280,134,2024-01-06 09:07:04,,6.0,4800.97,2.369,4.0,438286364.0,-53284953.0,2.369,129.20000000000005,129.20000000000005,115.0,14.0,5.61
280,134,2024-01-06 09:07:05,,6.0,4802.81,2.362,4.0,438286507.0,-53285119.0,2.362,129.20000000000005,129.20000000000005,115.0,14.0,5.61
281,135,2024-01-06 09:07:06,,6.0,4805.01,2.361,4.0,438286686.0,-53285315.0,2.361,129.39999999999998,129.39999999999998,115.0,14.0,5.59
281,136,2024-01-06 09:07:07,,6.0,4807.24,2.335,4.0,438286827.0,-53285537.0,2.335,129.60000000000002,129.60000000000002,115.0,14.0,5.5
281,136,2024-01-06 09:07:08,,6.0,4809.21,2.333,4.0,438287004.0,-53285736.0,2.333,129.60000000000002,129.60000000000002,115.0,14.0,5.36
281,137,2024-01-06 09:07:09,,6.0,4811.19,2.326,4.0,438287145.0,-53285936.0,2.326,129.79999999999995,129.79999999999995,116.0,14.0,5.2
281,138,2024-01-06 09:07:10,,6.0,4813.28,2.315,4.0,438287282.0,-53286135.0,2.315,130.0,130.0,116.0,14.0,5.06
282,138,2024-01-06 09:07:11,,6.0,4815.6,2.288,5.0,438287461.0,-53286350.0,2.288,130.0,130.0,116.0,14.0,4.89
282,139,2024-01-06 09:07:12,,6.0,4818.07,2.286,4.0,438287643.0,-53286572.0,2.286,130.20000000000005,130.20000000000005,116.0,14.0,4.72
282,140,2024-01-06 09:07:13,,6.0,4820.55,2.286,4.0,438287868.0,-53286789.0,2.286,130.20000000000005,130.20000000000005,116.0,14.0,4.59
