battery_soc,calories,distance,timestamp,enhanced_speed,heart_rate,position_lat,position_long,speed,temperature,altitude,ascent,descent,enhanced_altitude,grade,vertical_speed
96.0,0,0.0,2023-04-11 17:08:53,,,,,,,,,,,,
96.0,0,0.0,2023-04-11 17:08:54,2.921,98.0,438135284.0,-52895642.0,2.921,19.0,,,,,,
,0,4.35,2023-04-11 17:08:55,2.953,98.0,438135649.0,-52896045.0,2.953,19.0,,,,,,
,0,7.4,2023-04-11 17:08:56,2.974,98.0,438135740.0,-52896432.0,2.974,19.0,,,,,,
,0,10.63,2023-04-11 17:08:57,3.04,99.0,438135740.0,-52896859.0,3.04,19.0,,,,,,
,0,13.93,2023-04-11 17:08:58,3.107,99.0,438135785.0,-52897291.0,3.107,19.0,,,,,,
,0,17.17,2023-04-11 17:08:59,3.175,100.0,438135785.0,-52897724.0,3.175,19.0,,,,,,
,0,20.57,2023-04-11 17:09:00,3.367,100.0,438135831.0,-52898179.0,3.367,19.0,,,,,,
,0,24.03,2023-04-11 17:09:01,3.45,100.0,438135785.0,-52898640.0,3.45,19.0,,,,,,
,0,27.21,2023-04-11 17:09:02,3.223,101.0,438135831.0,-52899061.0,3.223,19.0,,,,,,
,0,30.67,2023-04-11 17:09:03,3.308,102.0,438135785.0,-52899521.0,3.308,19.0,,,,,,
,0,34.44,2023-04-11 17:09:04,3.348,103.0,438135876.0,-52900011.0,3.348,19.0,,,,,,
,0,37.95,2023-04-11 17:09:05,3.49,105.0,438136058.0,-52900403.0,3.49,19.0,,,,,,
,0,41.58,2023-04-11 17:09:06,3.605,104.0,438136331.0,-52900745.0,3.605,19.0,,,,,,
,0,44.92,2023-04-11 17:09:07,3.373,105.0,438136604.0,-52901052.0,3.373,19.0,,,,,,
,0,47.59,2023-04-11 17:09:08,3.084,103.0,438136786.0,-52901313.0,3.084,19.0,,,,,,
,0,49.26,2023-04-11 17:09:09,2.714,103.0,438136741.0,-52901518.0,2.714,19.0,,,,,,
,1,50.58,2023-04-11 17:09:10,1.652,103.0,438136604.0,-52901621.0,1.652,19.0,,,,,,
,1,51.37,2023-04-11 17:09:11,1.238,102.0,438136468.0,-52901683.0,1.238,19.0,30.600000000000023,0.0,0.0,30.600000000000023,0.0,0.0
,1,51.37,2023-04-11 17:09:12,0.0,102.0,438136286.0,-52901729.0,0.0,19.0,30.600000000000023,0.0,0.0,30.600000000000023,0.0,0.0
,1,51.37,2023-04-11 17:09:13,0.0,100.0,438136104.0,-52901769.0,0.0,19.0,30.600000000000023,0.0,0.0,30.600000000000023,0.0,0.0
,1,52.15,2023-04-11 17:09:14,0.407,101.0,438135785.0,-52901933.0,0.407,19.0,30.600000000000023,0.0,0.0,30.600000000000023,0.0,0.0
,1,55.53,2023-04-11 17:09:15,1.861,98.0,438135421.0,-52902019.0,1.861,19.0,30.399999999999977,0.0,0.0,30.399999999999977,0.0,0.0
,1,58.46,2023-04-11 17:09:16,2.18,96.0,438135148.0,-52901996.0,2.18,19.0,30.399999999999977,0.0,0.0,30.399999999999977,0.0,0.0
,2,60.74,2023-04-11 17:09:17,2.401,94.0,438134875.0,-52901939.0,2.401,19.0,30.200000000000045,0.0,0.0,30.200000000000045,0.0,0.0
,2,63.89,2023-04-11 17:09:18,2.552,96.0,438134556.0,-52901877.0,2.552,19.0,30.0,0.0,0.0,30.0,0.0,0.0
,2,66.68,2023-04-11 17:09:19,2.654,93.0,438134238.0,-52901888.0,2.654,19.0,30.0,0.0,0.0,30.0,0.0,0.0
,2,70.05,2023-04-11 17:09:20,2.052,92.0,438133783.0,-52902110.0,2.052,19.0,29.799999999999955,0.0,0.0,29.799999999999955,0.0,0.0
,2,71.2,2023-04-11 17:09:24,4.539,90.0,438131598.0,-52903532.0,4.539,19.0,29.0,0.0,0.0,29.0,0.0,0.0
,2,75.87,2023-04-11 17:09:25,4.474,88.0,438131143.0,-52903549.0,4.474,19.0,29.0,0.0,0.0,29.0,0.0,0.0
,2,82.35,2023-04-11 17:09:26,4.559,91.0,438130415.0,-52903521.0,4.559,19.0,28.799999999999955,0.0,0.0,28.799999999999955,0.0,0.0
,2,91.57,2023-04-11 17:09:27,4.986,97.0,438129413.0,-52903549.0,4.986,19.0,28.799999999999955,0.0,0.0,28.799999999999955,0.0,0.0
,2,102.64,2023-04-11 17:09:28,5.306,97.0,438128230.0,-52903669.0,5.306,19.0,28.799999999999955,0.0,0.0,28.799999999999955,0.0,0.0
,3,107.57,2023-04-11 17:09:29,5.475,99.0,438127775.0,-52903913.0,5.475,19.0,28.600000000000023,0.0,0.0,28.600000000000023,0.0,0.0
,3,112.65,2023-04-11 17:09:30,5.374,100.0,438127320.0,-52904311.0,5.374,19.0,28.399999999999977,0.0,2.0,28.399999999999977,0.0,-0.099
,3,117.18,2023-04-11 17:09:31,5.286,100.0,438126910.0,-52904676.0,5.286,19.0,28.399999999999977,0.0,2.0,28.399999999999977,0.0,-0.09
,3,120.37,2023-04-11 17:09:32,5.125,100.0,438126637.0,-52904880.0,5.125,19.0,28.200000000000045,0.0,2.0,28.200000000000045,-1.0,-0.089
,3,124.07,2023-04-11 17:09:33,4.671,96.0,438126228.0,-52905005.0,4.671,19.0,28.200000000000045,0.0,2.0,28.200000000000045,-1.76,-0.088
,3,128.45,2023-04-11 17:09:34,4.328,74.0,438125773.0,-52905114.0,4.328,19.0,28.0,0.0,3.0,28.0,-1.82,-0.095
,3,130.6,2023-04-11 17:09:35,4.027,74.0,438125636.0,-52905307.0,4.027,19.0,28.0,0.0,3.0,28.0,-1.91,-0.093
,3,133.02,2023-04-11 17:09:36,3.621,75.0,438125409.0,-52905438.0,3.621,19.0,27.799999999999955,0.0,3.0,27.799999999999955,-1.94,-0.098
,3,135.75,2023-04-11 17:09:37,3.278,77.0,438125135.0,-52905421.0,3.278,19.0,27.799999999999955,0.0,3.0,27.799999999999955,-1.92,-0.094
,3,140.03,2023-04-11 17:09:38,3.166,78.0,438124680.0,-52905415.0,3.166,19.0,27.799999999999955,0.0,3.0,27.799999999999955,-1.87,-0.082
,3,145.11,2023-04-11 17:09:39,3.439,78.0,438124089.0,-52905290.0,3.439,19.0,27.600000000000023,0.0,3.0,27.600000000000023,-1.83,-0.078
,3,150.57,2023-04-11 17:09:40,3.661,77.0,438123543.0,-52905153.0,3.661,19.0,27.399999999999977,0.0,3.0,27.399999999999977,-1.86,-0.083
,4,155.07,2023-04-11 17:09:41,3.911,77.0,438123042.0,-52905062.0,3.911,19.0,27.399999999999977,0.0,3.0,27.399999999999977,-1.98,-0.082
,4,158.71,2023-04-11 17:09:42,4.045,75.0,438122678.0,-52904932.0,4.045,19.0,27.399999999999977,0.0,4.0,27.399999999999977,-2.13,-0.08
,4,162.62,2023-04-11 17:09:43,3.976,75.0,438122314.0,-52904778.0,3.976,19.0,27.200000000000045,0.0,4.0,27.200000000000045,-2.29,-0.08
,4,167.01,2023-04-11 17:09:44,3.966,75.0,438121813.0,-52904710.0,3.966,19.0,27.0,0.0,4.0,27.0,-2.43,-0.088
,4,171.1,2023-04-11 17:09:45,4.083,76.0,438121404.0,-52904607.0,4.083,19.0,27.0,0.0,4.0,27.0,-2.51,-0.088
,4,173.98,2023-04-11 17:09:46,4.048,78.0,438121085.0,-52904545.0,4.048,19.0,26.799999999999955,0.0,4.0,26.799999999999955,-2.51,-0.096
,4,176.55,2023-04-11 17:09:47,3.683,77.0,438120812.0,-52904562.0,3.683,19.0,26.799999999999955,0.0,4.0,26.799999999999955,-2.46,-0.096
,4,178.86,2023-04-11 17:09:48,3.394,76.0,438120539.0,-52904528.0,3.394,19.0,26.799999999999955,0.0,4.0,26.799999999999955,-2.37,-0.086
,4,180.24,2023-04-11 17:09:49,3.05,75.0,438120448.0,-52904505.0,3.05,19.0,26.600000000000023,0.0,5.0,26.600000000000023,-2.25,-0.085
,4,180.8,2023-04-11 17:09:50,2.413,74.0,438120402.0,-52904459.0,2.413,19.0,26.600000000000023,0.0,5.0,26.600000000000023,-2.12,-0.083
,4,181.93,2023-04-11 17:09:51,1.974,73.0,438120448.0,-52904317.0,1.974,19.0,26.600000000000023,0.0,5.0,26.600000000000023,-1.96,-0.074
,4,183.16,2023-04-11 17:09:52,1.785,74.0,438120311.0,-52904186.0,1.785,19.0,26.399999999999977,0.0,5.0,26.399999999999977,-1.81,-0.066
,4,184.38,2023-04-11 17:09:53,1.645,76.0,438120220.0,-52904101.0,1.645,19.0,26.399999999999977,0.0,5.0,26.399999999999977,-1.73,-0.06
,4,185.69,2023-04-11 17:09:54,1.514,78.0,438120084.0,-52904129.0,1.514,19.0,26.399999999999977,0.0,5.0,26.399999999999977,-1.78,-0.058
,4,187.87,2023-04-11 17:09:55,1.583,80.0,438119902.0,-52904215.0,1.583,19.0,26.200000000000045,0.0,5.0,26.200000000000045,-1.98,-0.058
,5,190.92,2023-04-11 17:09:56,2.181,80.0,438119583.0,-52904340.0,2.181,19.0,26.200000000000045,0.0,5.0,26.200000000000045,-2.33,-0.06
,5,193.62,2023-04-11 17:09:57,2.573,80.0,438119310.0,-52904357.0,2.573,19.0,26.200000000000045,0.0,6.0,26.200000000000045,-2.78,-0.058
,5,196.08,2023-04-11 17:09:58,2.603,78.0,438118991.0,-52904380.0,2.603,19.0,26.0,0.0,6.0,26.0,-3.23,-0.058
,5,199.3,2023-04-11 17:09:59,2.631,77.0,438118673.0,-52904408.0,2.631,19.0,26.0,0.0,6.0,26.0,-3.47,-0.06
,5,202.59,2023-04-11 17:10:00,2.733,75.0,438118309.0,-52904476.0,2.733,19.0,26.0,0.0,6.0,26.0,-3.39,-0.058
,5,205.59,2023-04-11 17:10:01,2.792,74.0,438117990.0,-52904493.0,2.792,19.0,25.799999999999955,0.0,6.0,25.799999999999955,-3.08,-0.058
,5,208.27,2023-04-11 17:10:02,2.776,73.0,438117717.0,-52904459.0,2.776,19.0,25.799999999999955,0.0,6.0,25.799999999999955,-2.75,-0.06
,5,210.52,2023-04-11 17:10:03,2.758,72.0,438117444.0,-52904425.0,2.758,19.0,25.799999999999955,0.0,6.0,25.799999999999955,-2.46,-0.058
,5,211.85,2023-04-11 17:10:04,2.687,72.0,438117353.0,-52904380.0,2.687,19.0,25.600000000000023,0.0,7.0,25.600000000000023,-2.25,-0.058
,5,213.95,2023-04-11 17:10:05,2.492,76.0,438117171.0,-52904255.0,2.492,19.0,25.600000000000023,0.0,7.0,25.600000000000023,-2.19,-0.06
,5,216.92,2023-04-11 17:10:06,2.451,78.0,438116852.0,-52904181.0,2.451,19.0,25.399999999999977,0.0,7.0,25.399999999999977,-2.24,-0.066
,5,220.53,2023-04-11 17:10:07,2.957,82.0,438116443.0,-52904181.0,2.957,19.0,25.399999999999977,0.0,7.0,25.399999999999977,-2.31,-0.066
,5,224.59,2023-04-11 17:10:08,3.795,84.0,438116033.0,-52904340.0,3.795,19.0,25.399999999999977,0.0,7.0,25.399999999999977,-2.37,-0.067
,5,230.25,2023-04-11 17:10:09,4.115,89.0,438115533.0,-52904693.0,4.115,19.0,25.200000000000045,0.0,7.0,25.200000000000045,-2.51,-0.07
,6,238.33,2023-04-11 17:10:10,4.966,92.0,438114668.0,-52904937.0,4.966,19.0,25.0,0.0,7.0,25.0,-2.68,-0.075
,6,246.09,2023-04-11 17:10:11,5.25,94.0,438113803.0,-52905079.0,5.25,19.0,25.0,0.0,7.0,25.0,-2.76,-0.082
,6,252.23,2023-04-11 17:10:12,5.252,96.0,438113166.0,-52905108.0,5.252,19.0,25.0,0.0,8.0,25.0,-2.71,-0.08
,6,258.43,2023-04-11 17:10:13,5.258,96.0,438112483.0,-52905108.0,5.258,19.0,24.799999999999955,0.0,8.0,24.799999999999955,-2.53,-0.08
,6,265.09,2023-04-11 17:10:14,5.632,96.0,438111801.0,-52905131.0,5.632,19.0,24.799999999999955,0.0,8.0,24.799999999999955,-2.23,-0.08
,6,271.47,2023-04-11 17:10:15,6.694,98.0,438111118.0,-52905193.0,6.694,19.0,24.600000000000023,0.0,8.0,24.600000000000023,-1.94,-0.08
,6,277.28,2023-04-11 17:10:16,6.35,102.0,438110481.0,-52905199.0,6.35,19.0,24.600000000000023,0.0,8.0,24.600000000000023,-1.74,-0.082
,6,282.3,2023-04-11 17:10:17,5.418,104.0,438109935.0,-52905136.0,5.418,19.0,24.399999999999977,0.0,8.0,24.399999999999977,-1.58,-0.083
,7,286.9,2023-04-11 17:10:18,5.706,106.0,438109480.0,-52904994.0,5.706,19.0,24.399999999999977,0.0,8.0,24.399999999999977,-1.42,-0.078
,7,289.36,2023-04-11 17:10:19,5.515,105.0,438109252.0,-52904789.0,5.515,19.0,24.399999999999977,0.0,8.0,24.399999999999977,-1.3,-0.074
,7,291.9,2023-04-11 17:10:20,4.991,105.0,438109025.0,-52904658.0,4.991,19.0,24.399999999999977,0.0,9.0,24.399999999999977,-1.19,-0.07
,7,295.52,2023-04-11 17:10:21,4.607,103.0,438108660.0,-52904567.0,4.607,19.0,24.399999999999977,0.0,9.0,24.399999999999977,-0.51,0.0
,7,299.3,2023-04-11 17:10:22,4.311,101.0,438108251.0,-52904351.0,4.311,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,7,301.93,2023-04-11 17:10:23,4.085,99.0,438108069.0,-52904095.0,4.085,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,7,305.61,2023-04-11 17:10:24,3.896,99.0,438107750.0,-52903828.0,3.896,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,-0.016
,7,309.33,2023-04-11 17:10:25,2.938,100.0,438107432.0,-52903566.0,2.938,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,8,309.33,2023-04-11 17:10:26,0.0,97.0,438107341.0,-52903515.0,0.0,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,8,309.33,2023-04-11 17:10:27,0.0,92.0,438107159.0,-52903174.0,0.0,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,8,310.09,2023-04-11 17:10:28,0.818,93.0,438106931.0,-52902872.0,0.818,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,8,313.41,2023-04-11 17:10:29,3.43,93.0,438106612.0,-52902656.0,3.43,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,8,316.03,2023-04-11 17:10:30,3.368,94.0,438106385.0,-52902508.0,3.368,19.0,24.600000000000023,0.0,9.0,24.600000000000023,0.0,0.0
,8,317.31,2023-04-11 17:10:31,3.25,94.0,438106339.0,-52902354.0,3.25,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,8,319.68,2023-04-11 17:10:32,2.931,94.0,438106521.0,-52902104.0,2.931,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,8,323.02,2023-04-11 17:10:33,2.723,94.0,438106840.0,-52901854.0,2.723,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,8,325.45,2023-04-11 17:10:34,2.651,105.0,438107068.0,-52901877.0,2.651,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,9,327.58,2023-04-11 17:10:35,2.52,104.0,438107159.0,-52902098.0,2.52,19.0,24.399999999999977,0.0,9.0,24.399999999999977,0.0,0.0
,9,329.68,2023-04-11 17:10:36,2.36,106.0,438107250.0,-52902360.0,2.36,19.0,24.600000000000023,0.0,9.0,24.600000000000023,0.0,0.0
,9,332.36,2023-04-11 17:10:37,2.299,107.0,438107250.0,-52902719.0,2.299,19.0,24.600000000000023,0.0,9.0,24.600000000000023,0.0,0.0
,9,335.65,2023-04-11 17:10:38,2.406,108.0,438107250.0,-52903162.0,2.406,19.0,24.600000000000023,0.0,9.0,24.600000000000023,0.0,0.0
,9,340.53,2023-04-11 17:10:39,2.707,109.0,438107250.0,-52903811.0,2.707,19.0,24.799999999999955,0.0,9.0,24.799999999999955,0.0,0.027
,9,344.9,2023-04-11 17:10:40,3.42,110.0,438107295.0,-52904397.0,3.42,19.0,24.799999999999955,0.0,9.0,24.799999999999955,0.79,0.045
,10,349.31,2023-04-11 17:10:41,3.699,112.0,438107386.0,-52904977.0,3.699,19.0,25.0,0.0,9.0,25.0,1.79,0.058
,10,352.91,2023-04-11 17:10:42,3.809,113.0,438107432.0,-52905444.0,3.809,19.0,25.0,0.0,9.0,25.0,2.27,0.066
,10,357.27,2023-04-11 17:10:43,3.853,114.0,438107477.0,-52906018.0,3.853,19.0,25.200000000000045,1.0,9.0,25.200000000000045,2.54,0.075
,10,362.48,2023-04-11 17:10:44,3.908,115.0,438107477.0,-52906718.0,3.908,19.0,25.200000000000045,1.0,9.0,25.200000000000045,2.61,0.078
,10,366.9,2023-04-11 17:10:45,4.036,115.0,438107523.0,-52907304.0,4.036,19.0,25.399999999999977,1.0,9.0,25.399999999999977,2.53,0.082
,10,371.57,2023-04-11 17:10:46,4.198,117.0,438107614.0,-52907924.0,4.198,19.0,25.399999999999977,1.0,9.0,25.399999999999977,2.41,0.086
,10,376.3,2023-04-11 17:10:47,4.396,117.0,438107659.0,-52908550.0,4.396,19.0,25.600000000000023,1.0,9.0,25.600000000000023,2.33,0.09
,11,380.38,2023-04-11 17:10:48,4.533,117.0,438107659.0,-52909084.0,4.533,19.0,25.799999999999955,1.0,9.0,25.799999999999955,2.31,0.094
,11,384.88,2023-04-11 17:10:49,4.591,116.0,438107568.0,-52909670.0,4.591,19.0,25.799999999999955,1.0,9.0,25.799999999999955,2.37,0.098
,11,388.68,2023-04-11 17:10:50,4.618,115.0,438107568.0,-52910177.0,4.618,19.0,26.0,1.0,9.0,26.0,2.46,0.101
,11,393.36,2023-04-11 17:10:51,4.585,116.0,438107477.0,-52910797.0,4.585,19.0,26.0,1.0,9.0,26.0,2.51,0.102
,11,399.07,2023-04-11 17:10:52,4.692,120.0,438107341.0,-52911462.0,4.692,19.0,26.200000000000045,2.0,9.0,26.200000000000045,2.49,0.102
,12,406.08,2023-04-11 17:10:53,5.127,120.0,438106749.0,-52912048.0,5.127,19.0,26.200000000000045,2.0,9.0,26.200000000000045,2.38,0.101
,12,414.19,2023-04-11 17:10:54,5.493,118.0,438106157.0,-52912845.0,5.493,19.0,26.200000000000045,2.0,9.0,26.200000000000045,2.21,0.09
,12,420.21,2023-04-11 17:10:55,5.836,118.0,438105975.0,-52913601.0,5.836,19.0,26.399999999999977,2.0,9.0,26.399999999999977,1.99,0.086
,12,424.04,2023-04-11 17:10:56,5.953,117.0,438106066.0,-52914096.0,5.953,19.0,26.399999999999977,2.0,9.0,26.399999999999977,1.76,0.075
,12,427.29,2023-04-11 17:10:57,5.614,117.0,438106203.0,-52914477.0,5.614,19.0,26.600000000000023,2.0,9.0,26.600000000000023,1.59,0.074
,12,429.8,2023-04-11 17:10:58,5.157,115.0,438106294.0,-52914796.0,5.157,19.0,26.799999999999955,2.0,9.0,26.799999999999955,1.5,0.082
,13,433.28,2023-04-11 17:10:59,4.305,115.0,438106294.0,-52915263.0,4.305,19.0,26.799999999999955,2.0,9.0,26.799999999999955,1.51,0.083
,13,437.54,2023-04-11 17:11:00,3.81,116.0,438106339.0,-52915826.0,3.81,19.0,27.0,3.0,9.0,27.0,1.63,0.093
,13,441.11,2023-04-11 17:11:01,3.634,118.0,438106339.0,-52916298.0,3.634,19.0,27.200000000000045,3.0,9.0,27.200000000000045,1.88,0.102
,13,445.6,2023-04-11 17:11:02,3.674,120.0,438106203.0,-52916867.0,3.674,19.0,27.399999999999977,3.0,9.0,27.399999999999977,2.19,0.118
,13,450.44,2023-04-11 17:11:03,4.082,120.0,438105975.0,-52917447.0,4.082,19.0,27.600000000000023,3.0,9.0,27.600000000000023,2.52,0.132
,13,454.41,2023-04-11 17:11:04,4.256,120.0,438105793.0,-52917931.0,4.256,19.0,27.600000000000023,3.0,9.0,27.600000000000023,2.86,0.133
,14,457.33,2023-04-11 17:11:05,3.935,121.0,438105793.0,-52918295.0,3.935,19.0,27.799999999999955,3.0,9.0,27.799999999999955,3.14,0.138
,14,461.81,2023-04-11 17:11:06,3.805,122.0,438105566.0,-52918818.0,3.805,19.0,28.0,3.0,9.0,28.0,3.31,0.138
,14,467.01,2023-04-11 17:11:07,4.03,121.0,438105202.0,-52919359.0,4.03,19.0,28.0,4.0,9.0,28.0,3.3,0.133
,14,474.5,2023-04-11 17:11:08,4.315,122.0,438104564.0,-52919927.0,4.315,19.0,28.200000000000045,4.0,9.0,28.200000000000045,3.16,0.132
,14,483.29,2023-04-11 17:11:09,4.912,122.0,438103836.0,-52920678.0,4.912,19.0,28.200000000000045,4.0,9.0,28.200000000000045,2.97,0.118
,14,489.06,2023-04-11 17:11:10,5.25,123.0,438103518.0,-52921304.0,5.25,19.0,28.399999999999977,4.0,9.0,28.399999999999977,2.78,0.111
,15,493.28,2023-04-11 17:11:11,5.13,120.0,438103472.0,-52921862.0,5.13,19.0,28.600000000000023,4.0,9.0,28.600000000000023,2.68,0.109
,15,495.93,2023-04-11 17:11:12,4.933,119.0,438103563.0,-52922186.0,4.933,19.0,28.600000000000023,4.0,9.0,28.600000000000023,2.63,0.106
,15,498.54,2023-04-11 17:11:13,4.402,119.0,438103791.0,-52922431.0,4.402,19.0,28.799999999999955,4.0,9.0,28.799999999999955,2.54,0.109
,15,500.49,2023-04-11 17:11:14,3.964,119.0,438103927.0,-52922539.0,3.964,19.0,28.799999999999955,4.0,9.0,28.799999999999955,2.4,0.102
,15,502.92,2023-04-11 17:11:15,3.502,119.0,438104200.0,-52922527.0,3.502,19.0,29.0,5.0,9.0,29.0,2.24,0.102
,16,505.71,2023-04-11 17:11:16,3.14,119.0,438104473.0,-52922590.0,3.14,19.0,29.0,5.0,9.0,29.0,2.1,0.101
,16,507.0,2023-04-11 17:11:17,2.089,119.0,438104610.0,-52922647.0,2.089,19.0,29.0,5.0,9.0,29.0,1.98,0.09
,16,507.46,2023-04-11 17:11:54,1.972,77.0,438104655.0,-52922630.0,1.972,18.0,29.200000000000045,5.0,9.0,29.200000000000045,0.0,0.0
,16,509.52,2023-04-11 17:11:55,1.957,79.0,438104883.0,-52922652.0,1.957,18.0,29.200000000000045,5.0,9.0,29.200000000000045,0.0,0.0
,16,511.63,2023-04-11 17:11:56,1.908,82.0,438105111.0,-52922664.0,1.908,18.0,29.200000000000045,5.0,9.0,29.200000000000045,0.0,0.0
,16,514.14,2023-04-11 17:11:57,2.093,82.0,438105384.0,-52922675.0,2.093,18.0,29.200000000000045,5.0,9.0,29.200000000000045,0.0,0.0
,16,517.25,2023-04-11 17:11:58,2.798,82.0,438105702.0,-52922743.0,2.798,18.0,29.200000000000045,5.0,9.0,29.200000000000045,0.0,0.0
,16,520.48,2023-04-11 17:11:59,2.981,83.0,438106021.0,-52922925.0,2.981,18.0,29.200000000000045,5.0,9.0,29.200000000000045,0.0,0.0
,16,523.07,2023-04-11 17:12:00,2.964,87.0,438106157.0,-52923199.0,2.964,18.0,29.200000000000045,5.0,9.0,29.200000000000045,0.0,0.0
,16,525.8,2023-04-11 17:12:01,2.908,88.0,438106203.0,-52923563.0,2.908,18.0,29.200000000000045,5.0,9.0,29.200000000000045,0.0,0.0
,17,529.36,2023-04-11 17:12:02,2.998,91.0,438106203.0,-52924041.0,2.998,18.0,29.399999999999977,5.0,9.0,29.399999999999977,0.0,0.0
,17,533.44,2023-04-11 17:12:03,3.223,92.0,438106203.0,-52924581.0,3.223,18.0,29.399999999999977,5.0,9.0,29.399999999999977,0.0,0.0
,17,537.68,2023-04-11 17:12:04,3.143,93.0,438106112.0,-52925138.0,3.143,18.0,29.399999999999977,5.0,9.0,29.399999999999977,0.0,0.0
,17,541.93,2023-04-11 17:12:05,3.895,95.0,438106021.0,-52925702.0,3.895,18.0,29.399999999999977,5.0,9.0,29.399999999999977,0.0,0.0
,17,546.12,2023-04-11 17:12:06,3.731,94.0,438105930.0,-52926248.0,3.731,18.0,29.600000000000023,5.0,9.0,29.600000000000023,0.0,0.0
,17,550.28,2023-04-11 17:12:07,3.668,94.0,438105839.0,-52926783.0,3.668,18.0,29.600000000000023,5.0,9.0,29.600000000000023,0.0,0.043
,17,554.07,2023-04-11 17:12:08,3.464,93.0,438105793.0,-52927289.0,3.464,18.0,29.600000000000023,5.0,9.0,29.600000000000023,0.7,0.045
,17,557.16,2023-04-11 17:12:09,3.464,94.0,438105839.0,-52927698.0,3.464,18.0,29.799999999999955,5.0,9.0,29.799999999999955,1.46,0.051
,17,559.96,2023-04-11 17:12:10,3.464,94.0,438105930.0,-52928040.0,3.464,18.0,29.799999999999955,5.0,9.0,29.799999999999955,1.49,0.053
,18,562.56,2023-04-11 17:12:11,3.272,94.0,438105975.0,-52928381.0,3.272,18.0,30.0,6.0,9.0,30.0,1.57,0.058
,18,565.39,2023-04-11 17:12:12,2.619,94.0,438105839.0,-52928734.0,2.619,18.0,30.0,6.0,9.0,30.0,1.67,0.066
,18,568.0,2023-04-11 17:12:13,2.411,93.0,438105702.0,-52929041.0,2.411,18.0,30.0,6.0,9.0,30.0,1.78,0.067
,18,570.05,2023-04-11 17:12:14,2.366,93.0,438105657.0,-52929308.0,2.366,18.0,30.200000000000045,6.0,9.0,30.200000000000045,1.88,0.07
,18,571.97,2023-04-11 17:12:15,2.713,92.0,438105657.0,-52929564.0,2.713,18.0,30.200000000000045,6.0,9.0,30.200000000000045,2.02,0.067
,18,573.87,2023-04-11 17:12:16,2.51,91.0,438105657.0,-52929820.0,2.51,18.0,30.399999999999977,6.0,9.0,30.399999999999977,2.2,0.074
,18,575.59,2023-04-11 17:12:17,2.312,91.0,438105657.0,-52930048.0,2.312,18.0,30.399999999999977,6.0,9.0,30.399999999999977,2.41,0.074
,18,576.99,2023-04-11 17:12:18,2.084,91.0,438105657.0,-52930236.0,2.084,18.0,30.600000000000023,6.0,9.0,30.600000000000023,2.65,0.075
,18,578.17,2023-04-11 17:12:19,1.829,92.0,438105702.0,-52930389.0,1.829,18.0,30.600000000000023,6.0,9.0,30.600000000000023,2.86,0.078
,19,580.07,2023-04-11 17:12:20,1.725,92.0,438105611.0,-52930628.0,1.725,18.0,30.600000000000023,7.0,9.0,30.600000000000023,2.98,0.074
,19,582.73,2023-04-11 17:12:21,1.958,93.0,438105520.0,-52930947.0,1.958,18.0,30.600000000000023,7.0,9.0,30.600000000000023,3.05,0.07
,19,585.24,2023-04-11 17:12:22,2.096,95.0,438105475.0,-52931271.0,2.096,18.0,30.799999999999955,7.0,9.0,30.799999999999955,3.08,0.068
,19,588.1,2023-04-11 17:12:23,2.24,96.0,438105475.0,-52931652.0,2.24,18.0,30.799999999999955,7.0,9.0,30.799999999999955,3.08,0.059
,19,591.91,2023-04-11 17:12:24,2.545,98.0,438105338.0,-52932147.0,2.545,18.0,30.799999999999955,7.0,9.0,30.799999999999955,3.02,0.053
,19,596.4,2023-04-11 17:12:25,3.291,101.0,438105202.0,-52932716.0,3.291,18.0,31.0,7.0,9.0,31.0,2.92,0.051
,19,599.7,2023-04-11 17:12:26,3.326,101.0,438105202.0,-52933154.0,3.326,18.0,31.0,7.0,9.0,31.0,2.79,0.053
,19,601.98,2023-04-11 17:12:27,3.14,102.0,438105247.0,-52933444.0,3.14,18.0,31.0,8.0,9.0,31.0,2.61,0.05
,20,604.15,2023-04-11 17:12:28,2.897,103.0,438105338.0,-52933717.0,2.897,18.0,31.0,8.0,9.0,31.0,2.35,0.05
,20,606.25,2023-04-11 17:12:29,2.701,105.0,438105429.0,-52933968.0,2.701,18.0,31.0,8.0,9.0,31.0,2.02,0.045
,20,608.96,2023-04-11 17:12:30,2.641,106.0,438105520.0,-52934320.0,2.641,18.0,31.200000000000045,8.0,9.0,31.200000000000045,1.66,0.043
