time,longitude,latitude,distance,elevation,hr_value,cadence,Speed,Watts
2017-07-30 12:53:33,-97.732521,30.312735,3.9,182.2,83,62,0.0,104
2017-07-30 12:53:34,-97.732523,30.312689,8.1,182.2,85,66,0.0,0
2017-07-30 12:53:35,-97.732527,30.31265,12.3,182.2,85,16,0.0,0
2017-07-30 12:53:36,-97.732529,30.312608,16.6,182.4,84,0,4.2,0
2017-07-30 12:53:37,-97.732527,30.312572,20.9,182.0,84,0,4.3,0
2017-07-30 12:53:38,-97.732529,30.312534,25.3,182.2,84,0,4.3,0
2017-07-30 12:53:39,-97.732527,30.312486,29.6,182.2,84,0,4.3,0
2017-07-30 12:53:40,-97.732531,30.312443,34.1,182.0,85,42,4.4,99
2017-07-30 12:53:41,-97.732539,30.312398,39.1,181.8,86,79,4.5,91
2017-07-30 12:53:42,-97.732543,30.312349,44.3,181.8,86,75,4.7,133
2017-07-30 12:53:43,-97.732553,30.312303,49.7,181.8,87,72,4.9,101
2017-07-30 12:53:44,-97.732558,30.312252,55.4,181.6,88,73,5.2,112
2017-07-30 12:53:45,-97.732572,30.312197,61.1,181.6,88,76,5.4,112
2017-07-30 12:53:46,-97.732581,30.312142,67.1,181.6,88,91,5.6,47
2017-07-30 12:53:47,-97.732586,30.312089,73.1,181.6,88,24,5.8,0
2017-07-30 12:53:48,-97.732597,30.312039,79.1,181.4,88,0,5.9,0
2017-07-30 12:53:49,-97.73261,30.311982,85.1,181.4,88,0,5.9,0
2017-07-30 12:53:50,-97.732621,30.311931,91.1,181.4,87,0,6.0,0
2017-07-30 12:53:51,-97.732636,30.311877,97.1,181.2,86,0,6.0,0
2017-07-30 12:53:52,-97.732643,30.311824,103.1,181.2,87,0,6.0,55
2017-07-30 12:53:53,-97.732652,30.311771,109.2,181.2,88,87,6.0,162
2017-07-30 12:53:54,-97.732662,30.311709,115.7,181.2,89,93,6.1,162
2017-07-30 12:53:55,-97.732675,30.311648,122.3,181.0,90,80,6.2,123
2017-07-30 12:53:56,-97.732688,30.311603,129.1,180.8,91,82,6.4,132
2017-07-30 12:53:57,-97.732707,30.311523,136.2,180.8,92,86,6.6,151
2017-07-30 12:53:58,-97.732723,30.311463,143.4,180.6,92,85,6.8,120
2017-07-30 12:53:59,-97.732745,30.311395,150.7,180.4,93,83,7.0,111
2017-07-30 12:54:00,-97.732768,30.311331,158.1,180.4,93,84,7.2,117
2017-07-30 12:54:01,-97.732795,30.311269,165.5,180.2,93,80,7.3,115
2017-07-30 12:54:02,-97.73282,30.311206,173.1,180.2,93,85,7.4,136
2017-07-30 12:54:03,-97.732847,30.311142,180.6,180.2,93,92,7.4,136
2017-07-30 12:54:04,-97.732876,30.311078,188.1,180.0,93,46,7.5,6
2017-07-30 12:54:05,-97.732911,30.311016,195.6,180.0,93,0,7.5,6
2017-07-30 12:54:06,-97.732947,30.310957,203.0,180.0,92,0,7.5,0
2017-07-30 12:54:07,-97.732978,30.310899,210.2,179.8,92,0,7.4,0
2017-07-30 12:54:08,-97.733009,30.310841,217.1,179.8,92,0,7.3,0
2017-07-30 12:54:09,-97.733043,30.310793,224.1,179.8,91,0,7.2,94
2017-07-30 12:54:10,-97.733081,30.310731,231.2,179.8,91,23,7.1,139
2017-07-30 12:54:11,-97.733116,30.310674,238.3,179.6,92,93,7.1,147
2017-07-30 12:54:12,-97.733152,30.310618,245.4,179.8,92,85,7.0,109
2017-07-30 12:54:13,-97.733187,30.310565,252.6,179.6,92,84,7.1,93
2017-07-30 12:54:14,-97.733227,30.310508,259.9,179.4,92,89,7.2,25
2017-07-30 12:54:15,-97.733265,30.310448,267.2,179.4,91,91,7.2,25
2017-07-30 12:54:16,-97.733303,30.310393,274.3,179.4,90,22,7.2,0
2017-07-30 12:54:17,-97.73334,30.310338,281.3,179.4,89,0,7.2,0
2017-07-30 12:54:18,-97.733373,30.310286,288.3,179.4,89,0,7.1,0
2017-07-30 12:54:19,-97.733413,30.310228,295.3,179.4,89,0,7.1,0
2017-07-30 12:54:20,-97.733447,30.310177,302.2,179.6,88,0,7.0,0
2017-07-30 12:54:21,-97.733486,30.31012,309.1,179.6,88,0,7.0,112
2017-07-30 12:54:22,-97.733522,30.310064,316.1,179.6,88,25,7.0,92
2017-07-30 12:54:23,-97.733557,30.310012,323.1,179.4,88,89,7.0,91
2017-07-30 12:54:24,-97.733597,30.309953,330.3,179.2,88,78,7.0,92
2017-07-30 12:54:25,-97.733634,30.309896,337.4,179.2,87,78,7.0,90
2017-07-30 12:54:26,-97.733669,30.309842,344.6,179.0,87,75,7.1,90
2017-07-30 12:54:27,-97.733708,30.309781,351.8,179.0,88,75,7.1,90
2017-07-30 12:54:28,-97.733743,30.309729,359.0,179.0,87,37,7.2,31
2017-07-30 12:54:29,-97.73378,30.309672,366.2,178.8,87,0,7.2,31
2017-07-30 12:54:30,-97.733817,30.309617,373.2,178.8,87,0,7.2,0
2017-07-30 12:54:31,-97.733853,30.309562,380.1,178.6,87,0,7.1,66
2017-07-30 12:54:32,-97.733887,30.309508,386.9,178.4,87,42,7.0,86
2017-07-30 12:54:33,-97.733886,30.309509,393.8,178.6,88,83,7.0,103
2017-07-30 12:54:34,-97.733953,30.309407,400.6,178.6,88,80,6.9,72
2017-07-30 12:54:35,-97.733991,30.309349,407.5,178.4,88,83,6.9,98
2017-07-30 12:54:36,-97.734029,30.309294,414.3,178.6,89,80,6.8,83
2017-07-30 12:54:37,-97.734065,30.30924,421.2,178.8,90,76,6.9,111
2017-07-30 12:54:38,-97.734098,30.309194,428.0,178.8,91,77,6.8,89
2017-07-30 12:54:39,-97.734137,30.309134,435.0,178.8,92,76,6.9,98
2017-07-30 12:54:40,-97.734175,30.309077,441.9,178.8,94,76,6.9,91
2017-07-30 12:54:41,-97.734211,30.309022,448.8,178.6,94,77,6.9,87
2017-07-30 12:54:42,-97.734248,30.308968,455.8,178.6,95,79,6.9,102
2017-07-30 12:54:43,-97.734281,30.308917,462.8,178.6,96,79,7.0,83
2017-07-30 12:54:44,-97.734317,30.30886,469.8,178.4,97,78,7.0,95
2017-07-30 12:54:45,-97.734354,30.308802,476.7,178.4,98,79,7.0,80
2017-07-30 12:54:46,-97.73439,30.308747,483.7,178.2,99,80,7.0,95
2017-07-30 12:54:47,-97.734427,30.308692,490.7,178.2,99,80,7.0,110
2017-07-30 12:54:48,-97.734459,30.30864,497.8,178.0,99,76,7.0,108
2017-07-30 12:54:49,-97.734498,30.30858,504.9,178.2,99,71,7.0,91
2017-07-30 12:54:50,-97.734532,30.308527,512.1,178.2,99,76,7.1,102
