cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,power,temperature,altitude,ascent,descent,enhanced_altitude,grade,left_right_balance
0,0,0.0,2.953,27,120,438135103,-52891409,2.953,2024-01-16 15:42:12,,,,,,,,,
0,0,2.01,2.701,26,120,438134952,-52891606,2.701,2024-01-16 15:42:13,84.0,0.0,,,,,,,
0,0,6.92,3.755,25,120,438135412,-52891483,3.755,2024-01-16 15:42:14,,0.0,15.0,,,,,,
0,0,10.23,2.861,23,121,438135550,-52891133,2.861,2024-01-16 15:42:15,,0.0,15.0,,,,,,
0,0,11.64,2.9,22,121,438135482,-52890975,2.9,2024-01-16 15:42:16,,0.0,15.0,,,,,,
0,0,13.78,2.316,20,121,438135353,-52890737,2.316,2024-01-16 15:42:17,,0.0,15.0,,,,,,
0,0,16.33,2.271,19,120,438135368,-52890412,2.271,2024-01-16 15:42:18,,0.0,15.0,,,,,,
0,0,18.79,2.319,18,119,438135262,-52890139,2.319,2024-01-16 15:42:19,,0.0,15.0,,,,,,
0,0,22.36,2.349,17,119,438134935,-52889895,2.349,2024-01-16 15:42:20,,0.0,15.0,,,,,,
0,0,27.02,2.787,17,118,438134459,-52889690,2.787,2024-01-16 15:42:21,,0.0,15.0,,,,,,
0,0,30.48,3.2,16,117,438134147,-52889425,3.2,2024-01-16 15:42:22,,0.0,15.0,,,,,,
0,0,32.0,3.269,16,115,438134064,-52889265,3.269,2024-01-16 15:42:23,,0.0,15.0,,,,,,
0,0,32.2,0.549,15,113,438134056,-52889242,0.549,2024-01-16 15:42:24,,0.0,15.0,,,,,,
0,0,32.2,0.0,15,112,438134018,-52889223,0.0,2024-01-16 15:42:25,,0.0,15.0,,,,,,
0,0,32.2,0.0,15,111,438134010,-52889219,0.0,2024-01-16 15:42:26,,0.0,15.0,,,,,,
0,0,32.2,0.0,14,108,438133973,-52889317,0.0,2024-01-16 15:42:27,,0.0,15.0,,,,,,
0,0,32.2,0.0,13,106,438134003,-52889338,0.0,2024-01-16 15:42:28,,0.0,15.0,,,,,,
0,0,32.2,0.0,13,102,438134010,-52889338,0.0,2024-01-16 15:42:29,,0.0,15.0,,,,,,
0,0,32.2,0.0,12,100,438134010,-52889324,0.0,2024-01-16 15:42:30,,0.0,15.0,,,,,,
0,0,32.2,0.0,12,98,438134010,-52889321,0.0,2024-01-16 15:42:31,,0.0,15.0,,,,,,
0,0,32.2,0.0,11,97,438134048,-52889321,0.0,2024-01-16 15:42:32,,0.0,15.0,,,,,,
0,0,32.2,0.0,11,97,438134056,-52889321,0.0,2024-01-16 15:42:33,,0.0,15.0,,,,,,
0,0,32.2,0.0,10,98,438134056,-52889302,0.0,2024-01-16 15:42:34,,0.0,15.0,,,,,,
0,0,33.43,1.742,13,109,438134027,-52889168,1.742,2024-01-16 15:43:05,,0.0,15.0,58.799999999999955,0.0,0.0,58.799999999999955,0.0,
0,0,35.25,1.732,12,107,438133897,-52888978,1.732,2024-01-16 15:43:06,,0.0,15.0,58.799999999999955,0.0,0.0,58.799999999999955,0.0,
12,0,37.67,1.662,12,105,438133724,-52888716,1.662,2024-01-16 15:43:07,,7.0,15.0,58.799999999999955,0.0,0.0,58.799999999999955,0.0,
47,0,39.59,1.611,11,105,438133692,-52888471,1.611,2024-01-16 15:43:08,,69.0,15.0,58.60000000000002,0.0,0.0,58.60000000000002,0.0,
47,0,41.89,1.64,11,105,438133692,-52888163,1.64,2024-01-16 15:43:09,,84.0,15.0,58.60000000000002,0.0,0.0,58.60000000000002,0.0,
0,0,44.2,1.716,10,104,438133654,-52887859,1.716,2024-01-16 15:43:10,,0.0,15.0,58.60000000000002,0.0,0.0,58.60000000000002,0.0,
0,0,46.52,1.74,10,103,438133532,-52887609,1.74,2024-01-16 15:43:11,,0.0,15.0,58.39999999999998,0.0,0.0,58.39999999999998,0.0,
0,0,49.04,1.858,12,102,438133358,-52887337,1.858,2024-01-16 15:43:12,,0.0,15.0,58.39999999999998,0.0,0.0,58.39999999999998,0.0,
0,0,51.62,1.95,12,100,438133290,-52887012,1.95,2024-01-16 15:43:13,,0.0,15.0,58.39999999999998,0.0,0.0,58.39999999999998,-2.83,
0,0,54.02,2.016,11,98,438133315,-52886697,2.016,2024-01-16 15:43:14,,0.0,15.0,58.200000000000045,0.0,1.0,58.200000000000045,-3.35,
0,0,57.22,2.296,11,98,438133364,-52886277,2.296,2024-01-16 15:43:15,,0.0,15.0,58.200000000000045,0.0,1.0,58.200000000000045,-3.43,
19,0,61.76,2.873,10,99,438133068,-52885850,2.873,2024-01-16 15:43:16,,16.0,15.0,58.200000000000045,0.0,1.0,58.200000000000045,-3.42,179.0
82,0,67.31,3.227,9,100,438132591,-52885431,3.227,2024-01-16 15:43:17,,145.0,15.0,58.0,0.0,1.0,58.0,-3.44,179.0
82,0,71.29,3.596,9,100,438132319,-52885016,3.596,2024-01-16 15:43:18,,174.0,15.0,57.799999999999955,0.0,1.0,57.799999999999955,-3.45,179.0
0,0,74.57,3.568,10,100,438132243,-52884600,3.568,2024-01-16 15:43:19,,0.0,15.0,57.799999999999955,0.0,1.0,57.799999999999955,-3.45,177.0
19,0,77.34,3.48,11,100,438132198,-52884234,3.48,2024-01-16 15:43:20,,18.0,15.0,57.60000000000002,0.0,1.0,57.60000000000002,-3.32,175.0
63,0,79.28,3.119,12,101,438132190,-52883975,3.119,2024-01-16 15:43:21,,158.0,15.0,57.60000000000002,0.0,1.0,57.60000000000002,-3.13,173.0
73,0,82.22,2.786,13,102,438132341,-52883636,2.786,2024-01-16 15:43:22,,172.0,15.0,57.60000000000002,0.0,1.0,57.60000000000002,-2.93,162.0
79,1,85.08,2.75,15,104,438132486,-52883310,2.75,2024-01-16 15:43:23,,121.0,15.0,57.39999999999998,0.0,1.0,57.39999999999998,-2.73,170.0
74,1,87.29,2.765,15,106,438132508,-52883025,2.765,2024-01-16 15:43:24,,79.0,15.0,57.39999999999998,0.0,1.0,57.39999999999998,-2.62,198.0
0,1,90.21,2.834,15,107,438132281,-52882765,2.834,2024-01-16 15:43:25,,0.0,15.0,57.200000000000045,0.0,1.0,57.200000000000045,-2.55,196.0
0,1,93.44,2.932,14,107,438131970,-52882570,2.932,2024-01-16 15:43:26,,0.0,15.0,57.200000000000045,0.0,2.0,57.200000000000045,-2.54,191.0
0,1,95.89,3.012,13,106,438131727,-52882474,3.012,2024-01-16 15:43:27,,0.0,15.0,57.0,0.0,2.0,57.0,-2.6,186.0
0,1,99.81,3.072,13,105,438131311,-52882446,3.072,2024-01-16 15:43:28,,0.0,15.0,57.0,0.0,2.0,57.0,-2.63,181.0
43,1,102.23,3.117,17,105,438131045,-52882458,3.117,2024-01-16 15:43:29,,46.0,15.0,57.0,0.0,2.0,57.0,-2.59,176.0
73,1,105.97,3.151,17,106,438130629,-52882413,3.151,2024-01-16 15:43:30,,200.0,15.0,56.799999999999955,0.0,2.0,56.799999999999955,-2.51,171.0
79,1,110.68,3.505,17,107,438130135,-52882352,3.505,2024-01-16 15:43:31,,194.0,15.0,56.799999999999955,0.0,2.0,56.799999999999955,-2.47,176.0
75,1,116.59,4.115,17,109,438129520,-52882374,4.115,2024-01-16 15:43:32,,136.0,15.0,56.60000000000002,0.0,2.0,56.60000000000002,-2.52,197.0
82,1,121.92,4.845,23,111,438128922,-52882334,4.845,2024-01-16 15:43:33,,118.0,15.0,56.39999999999998,0.0,2.0,56.39999999999998,-2.66,179.0
82,1,126.29,4.972,23,113,438128482,-52882206,4.972,2024-01-16 15:43:34,,116.0,15.0,56.200000000000045,0.0,2.0,56.200000000000045,-2.9,179.0
0,1,129.54,4.277,24,113,438128148,-52882101,4.277,2024-01-16 15:43:35,,0.0,15.0,56.0,0.0,2.0,56.0,-3.12,179.0
0,1,136.41,3.937,23,112,438127414,-52881967,3.937,2024-01-16 15:43:36,,0.0,15.0,55.799999999999955,0.0,3.0,55.799999999999955,-3.31,180.0
0,1,144.64,4.446,21,111,438126538,-52881846,4.446,2024-01-16 15:43:37,,0.0,15.0,55.799999999999955,0.0,3.0,55.799999999999955,-3.42,180.0
0,1,148.73,4.575,21,110,438126109,-52881682,4.575,2024-01-16 15:43:38,,0.0,15.0,55.60000000000002,0.0,3.0,55.60000000000002,-3.41,180.0
0,1,153.37,4.6,21,106,438125608,-52881583,4.6,2024-01-16 15:43:39,,0.0,15.0,55.39999999999998,0.0,3.0,55.39999999999998,-3.36,181.0
0,1,157.8,4.696,20,103,438125133,-52881567,4.696,2024-01-16 15:43:40,,0.0,15.0,55.200000000000045,0.0,3.0,55.200000000000045,-3.34,181.0
0,1,162.36,4.703,19,101,438124643,-52881631,4.703,2024-01-16 15:43:41,,0.0,15.0,55.0,0.0,3.0,55.0,-3.35,181.0
80,2,167.74,4.684,18,101,438124070,-52881629,4.684,2024-01-16 15:43:42,,28.0,15.0,54.799999999999955,0.0,4.0,54.799999999999955,-3.33,182.0
81,2,173.83,5.043,18,101,438123441,-52881496,5.043,2024-01-16 15:43:43,,76.0,15.0,54.60000000000002,0.0,4.0,54.60000000000002,-3.32,182.0
79,2,181.93,5.398,19,100,438122584,-52881259,5.398,2024-01-16 15:43:44,,95.0,15.0,54.39999999999998,0.0,4.0,54.39999999999998,-3.3,171.0
0,2,187.32,5.662,20,100,438122038,-52881016,5.662,2024-01-16 15:43:45,,0.0,15.0,54.39999999999998,0.0,4.0,54.39999999999998,-3.27,
0,2,192.13,5.43,20,99,438121546,-52880906,5.43,2024-01-16 15:43:46,,0.0,15.0,54.200000000000045,0.0,4.0,54.200000000000045,-3.24,
0,2,198.56,5.157,21,95,438120865,-52880858,5.157,2024-01-16 15:43:47,,0.0,15.0,54.0,0.0,5.0,54.0,-3.2,
0,2,207.66,5.723,21,93,438119879,-52880800,5.723,2024-01-16 15:43:48,,0.0,15.0,53.799999999999955,0.0,5.0,53.799999999999955,-3.1,
0,2,216.31,6.328,20,92,438118936,-52880742,6.328,2024-01-16 15:43:49,,0.0,15.0,53.60000000000002,0.0,5.0,53.60000000000002,-3.01,
0,2,225.96,6.927,19,92,438117919,-52880653,6.927,2024-01-16 15:43:50,,0.0,15.0,53.60000000000002,0.0,5.0,53.60000000000002,-2.87,
0,2,232.97,7.414,19,92,438117167,-52880584,7.414,2024-01-16 15:43:51,,0.0,15.0,53.60000000000002,0.0,5.0,53.60000000000002,-2.64,
0,2,237.76,7.377,19,91,438116632,-52880572,7.377,2024-01-16 15:43:52,,0.0,15.0,53.60000000000002,0.0,5.0,53.60000000000002,-2.31,
0,2,242.52,7.252,19,90,438116130,-52880540,7.252,2024-01-16 15:43:53,,0.0,15.0,53.39999999999998,0.0,5.0,53.39999999999998,-1.96,
0,2,246.45,6.755,19,87,438115703,-52880500,6.755,2024-01-16 15:43:54,,0.0,15.0,53.39999999999998,0.0,5.0,53.39999999999998,-1.63,
0,2,249.19,6.243,19,85,438115440,-52880414,6.243,2024-01-16 15:43:55,,0.0,15.0,53.39999999999998,0.0,5.0,53.39999999999998,-1.3,
0,2,249.68,1.187,18,84,438115360,-52880409,1.187,2024-01-16 15:43:56,,0.0,15.0,53.39999999999998,0.0,5.0,53.39999999999998,-0.2,
0,2,249.68,0.893,17,99,438115222,-52880395,0.893,2024-01-16 15:44:23,,0.0,15.0,53.200000000000045,0.0,5.0,53.200000000000045,0.0,
0,2,251.32,1.648,17,98,438115065,-52880475,1.648,2024-01-16 15:44:24,,0.0,15.0,53.200000000000045,0.0,5.0,53.200000000000045,0.0,
43,2,253.08,1.874,16,97,438114884,-52880543,1.874,2024-01-16 15:44:25,,146.0,15.0,53.200000000000045,0.0,5.0,53.200000000000045,0.0,170.0
52,2,255.35,2.208,16,96,438114668,-52880696,2.208,2024-01-16 15:44:26,,327.0,15.0,53.200000000000045,0.0,5.0,53.200000000000045,0.0,170.0
60,3,258.21,3.255,16,95,438114406,-52880920,3.255,2024-01-16 15:44:27,,308.0,15.0,53.200000000000045,0.0,5.0,53.200000000000045,0.0,155.0
64,3,261.85,3.561,16,94,438114061,-52881128,3.561,2024-01-16 15:44:28,,207.0,15.0,53.200000000000045,0.0,5.0,53.200000000000045,0.0,168.0
68,3,265.26,3.522,15,95,438113731,-52881264,3.522,2024-01-16 15:44:29,,138.0,15.0,53.0,0.0,5.0,53.0,0.0,179.0
72,3,269.38,3.855,15,95,438113298,-52881431,3.855,2024-01-16 15:44:30,,101.0,15.0,53.0,0.0,5.0,53.0,0.0,177.0
77,3,273.89,4.347,15,96,438112813,-52881610,4.347,2024-01-16 15:44:31,,120.0,15.0,52.799999999999955,0.0,6.0,52.799999999999955,-0.93,194.0
91,4,279.04,4.616,15,99,438112277,-52881756,4.616,2024-01-16 15:44:32,,341.0,15.0,52.799999999999955,0.0,6.0,52.799999999999955,-1.4,175.0
97,4,283.99,5.057,15,103,438111766,-52881942,5.057,2024-01-16 15:44:33,,524.0,15.0,52.60000000000002,0.0,6.0,52.60000000000002,-1.75,200.0
94,5,289.68,5.407,15,106,438111195,-52882141,5.407,2024-01-16 15:44:34,,584.0,15.0,52.39999999999998,0.0,6.0,52.39999999999998,-2.08,174.0
94,5,296.14,5.649,14,109,438110529,-52882390,5.649,2024-01-16 15:44:35,,571.0,15.0,52.200000000000045,0.0,6.0,52.200000000000045,-2.39,180.0
87,6,303.66,6.551,14,113,438109738,-52882616,6.551,2024-01-16 15:44:36,,491.0,15.0,52.0,0.0,6.0,52.0,-2.66,167.0
88,6,312.0,7.547,14,115,438108843,-52882819,7.547,2024-01-16 15:44:37,,281.0,15.0,51.799999999999955,0.0,7.0,51.799999999999955,-2.84,179.0
90,6,320.0,7.815,16,118,438108008,-52883017,7.815,2024-01-16 15:44:38,,152.0,15.0,51.39999999999998,0.0,7.0,51.39999999999998,-2.94,180.0
93,6,328.12,7.833,17,120,438107156,-52883184,7.833,2024-01-16 15:44:39,,118.0,15.0,51.200000000000045,0.0,7.0,51.200000000000045,-2.97,182.0
93,6,337.45,8.603,18,122,438106148,-52883249,8.603,2024-01-16 15:44:40,,110.0,15.0,51.0,0.0,7.0,51.0,-2.9,182.0
0,6,346.84,8.806,18,124,438105132,-52883334,8.806,2024-01-16 15:44:41,,0.0,15.0,50.799999999999955,0.0,8.0,50.799999999999955,-2.79,180.0
0,6,356.03,8.521,18,125,438104140,-52883416,8.521,2024-01-16 15:44:42,,0.0,15.0,50.799999999999955,0.0,8.0,50.799999999999955,-2.63,178.0
86,7,365.01,8.115,17,126,438103172,-52883433,8.115,2024-01-16 15:44:43,,127.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,-2.41,176.0
83,7,371.82,7.86,17,127,438102471,-52883482,7.86,2024-01-16 15:44:44,,234.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,-2.16,176.0
85,7,377.71,5.54,17,128,438101831,-52883527,5.54,2024-01-16 15:44:45,,236.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,-1.9,172.0
81,7,385.06,7.213,16,128,438101049,-52883518,7.213,2024-01-16 15:44:46,,212.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,-1.64,178.0
84,7,395.09,6.073,16,129,438099971,-52883513,6.073,2024-01-16 15:44:47,,212.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,-1.37,169.0
81,8,405.2,7.511,15,130,438098874,-52883626,7.511,2024-01-16 15:44:48,,211.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,-1.11,178.0
84,8,414.38,8.0,15,131,438097891,-52883795,8.0,2024-01-16 15:44:49,,203.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,-0.24,178.0
82,8,423.98,7.853,15,131,438096863,-52884007,7.853,2024-01-16 15:44:50,,216.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,0.0,171.0
84,8,436.14,7.499,15,132,438095564,-52884148,7.499,2024-01-16 15:44:51,,229.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,0.0,181.0
80,9,447.41,7.401,14,132,438094385,-52884267,7.401,2024-01-16 15:44:52,,213.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,0.0,158.0
80,9,456.93,7.397,13,132,438093351,-52884355,7.397,2024-01-16 15:44:53,,204.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,0.0,156.0
32,9,464.71,7.397,13,132,438092529,-52884309,7.397,2024-01-16 15:44:54,,159.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,0.0,
32,9,472.4,7.413,13,132,438091683,-52884274,7.413,2024-01-16 15:44:55,,88.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,0.0,
0,9,480.75,7.476,13,132,438090783,-52884256,7.476,2024-01-16 15:44:56,,0.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,0.0,
0,9,487.36,6.634,14,131,438090088,-52884252,6.634,2024-01-16 15:44:57,,0.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,0.0,
0,9,492.74,5.381,15,130,438089523,-52884266,5.381,2024-01-16 15:44:58,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,496.93,6.266,16,130,438089045,-52884256,6.266,2024-01-16 15:44:59,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,500.2,5.363,19,129,438088701,-52884266,5.363,2024-01-16 15:45:00,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,502.46,4.831,19,130,438088456,-52884288,4.831,2024-01-16 15:45:01,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,505.64,4.509,18,129,438088156,-52884450,4.509,2024-01-16 15:45:02,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,507.11,4.242,18,127,438088017,-52884473,4.242,2024-01-16 15:45:03,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,507.3,0.868,18,127,438087999,-52884469,0.868,2024-01-16 15:45:04,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,507.3,0.0,18,126,438087999,-52884469,0.0,2024-01-16 15:45:05,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,507.3,0.0,18,126,438087999,-52884469,0.0,2024-01-16 15:45:06,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,507.3,0.0,17,126,438087999,-52884469,0.0,2024-01-16 15:45:07,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,507.3,0.0,17,126,438087999,-52884469,0.0,2024-01-16 15:45:08,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
0,9,507.3,1.285,14,100,438087621,-52884574,1.285,2024-01-16 15:45:48,,0.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,
69,9,509.71,2.064,13,104,438087364,-52884687,2.064,2024-01-16 15:45:49,,60.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,174.0
64,9,512.91,2.982,14,108,438087016,-52884806,2.982,2024-01-16 15:45:50,,236.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,174.0
82,10,515.93,3.147,14,110,438086689,-52884827,3.147,2024-01-16 15:45:51,,398.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,174.0
94,10,519.25,3.147,13,113,438086334,-52884747,3.147,2024-01-16 15:45:52,,687.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,189.0
85,11,522.92,3.065,13,115,438085969,-52884599,3.065,2024-01-16 15:45:53,,746.0,15.0,50.60000000000002,0.0,8.0,50.60000000000002,0.0,190.0
73,12,527.1,3.024,13,117,438085567,-52884374,3.024,2024-01-16 15:45:54,,404.0,15.0,50.39999999999998,0.0,8.0,50.39999999999998,0.0,132.0
0,12,532.53,3.604,13,119,438085046,-52884070,3.604,2024-01-16 15:45:55,,0.0,15.0,50.200000000000045,0.0,8.0,50.200000000000045,0.0,133.0
0,12,538.33,5.248,12,121,438084463,-52883765,5.248,2024-01-16 15:45:56,,0.0,15.0,50.200000000000045,0.0,9.0,50.200000000000045,-1.0,138.0
0,12,542.99,5.575,12,122,438084020,-52883482,5.575,2024-01-16 15:45:57,,0.0,15.0,50.200000000000045,0.0,9.0,50.200000000000045,-1.57,143.0
0,12,547.25,5.301,12,123,438083574,-52883302,5.301,2024-01-16 15:45:58,,0.0,15.0,50.0,0.0,9.0,50.0,-1.71,148.0
0,12,552.92,5.242,14,124,438082968,-52883194,5.242,2024-01-16 15:45:59,,0.0,15.0,49.799999999999955,0.0,9.0,49.799999999999955,-1.8,153.0
0,12,556.75,5.742,14,124,438082563,-52883143,5.742,2024-01-16 15:46:00,,0.0,15.0,49.60000000000002,0.0,9.0,49.60000000000002,-1.86,158.0
0,12,560.13,6.348,14,124,438082208,-52883102,6.348,2024-01-16 15:46:01,,0.0,15.0,49.60000000000002,0.0,9.0,49.60000000000002,-1.94,162.0
0,12,570.28,4.49,13,124,438081181,-52882683,4.49,2024-01-16 15:46:02,,0.0,15.0,49.39999999999998,0.0,9.0,49.39999999999998,-2.02,167.0
82,12,576.82,4.119,13,124,438080503,-52882354,4.119,2024-01-16 15:46:03,,299.0,15.0,49.200000000000045,0.0,10.0,49.200000000000045,-2.08,172.0
82,13,582.79,4.852,12,125,438080060,-52881794,4.852,2024-01-16 15:46:04,,463.0,15.0,49.200000000000045,0.0,10.0,49.200000000000045,-2.18,163.0
87,13,589.95,5.222,12,125,438079726,-52880945,5.222,2024-01-16 15:46:05,,398.0,15.0,49.0,0.0,10.0,49.0,-2.32,174.0
87,13,597.44,6.456,18,126,438079446,-52880007,6.456,2024-01-16 15:46:06,,285.0,15.0,48.799999999999955,0.0,10.0,48.799999999999955,-2.49,179.0
0,13,606.0,7.172,18,127,438079059,-52878984,7.172,2024-01-16 15:46:07,,0.0,15.0,48.799999999999955,0.0,10.0,48.799999999999955,-2.58,
0,13,614.67,7.269,17,128,438078574,-52877999,7.269,2024-01-16 15:46:08,,0.0,15.0,48.60000000000002,0.0,10.0,48.60000000000002,-2.53,
0,13,623.22,7.253,16,129,438078074,-52877022,7.253,2024-01-16 15:46:09,,0.0,15.0,48.60000000000002,0.0,10.0,48.60000000000002,-2.36,
0,13,631.48,7.175,15,129,438077649,-52876070,7.175,2024-01-16 15:46:10,,0.0,15.0,48.39999999999998,0.0,11.0,48.39999999999998,-2.1,
0,13,639.46,6.816,14,129,438077202,-52875162,6.816,2024-01-16 15:46:11,,0.0,15.0,48.39999999999998,0.0,11.0,48.39999999999998,-1.82,
0,13,646.93,6.742,14,130,438076747,-52874319,6.742,2024-01-16 15:46:12,,0.0,15.0,48.39999999999998,0.0,11.0,48.39999999999998,-1.54,
0,13,653.98,6.742,13,129,438076329,-52873548,6.742,2024-01-16 15:46:13,,0.0,15.0,48.200000000000045,0.0,11.0,48.200000000000045,-1.32,
0,13,660.58,6.306,12,128,438075919,-52872824,6.306,2024-01-16 15:46:14,,0.0,15.0,48.200000000000045,0.0,11.0,48.200000000000045,-1.16,
0,13,666.41,5.732,12,125,438075546,-52872205,5.732,2024-01-16 15:46:15,,0.0,15.0,48.0,0.0,11.0,48.0,-1.04,
0,13,671.61,6.202,12,122,438075146,-52871694,6.202,2024-01-16 15:46:16,,0.0,15.0,48.0,0.0,11.0,48.0,-0.31,
0,13,677.03,6.076,11,120,438074773,-52871160,6.076,2024-01-16 15:46:17,,0.0,15.0,48.0,0.0,11.0,48.0,0.0,
0,13,682.68,5.924,11,119,438074371,-52870572,5.924,2024-01-16 15:46:18,,0.0,15.0,48.0,0.0,11.0,48.0,0.0,
0,13,687.38,5.8,11,118,438074038,-52870095,5.8,2024-01-16 15:46:19,,0.0,15.0,47.799999999999955,0.0,11.0,47.799999999999955,0.0,
0,13,690.78,5.094,13,118,438073794,-52869770,5.094,2024-01-16 15:46:20,,0.0,15.0,47.799999999999955,0.0,11.0,47.799999999999955,0.0,
0,13,693.07,4.601,15,121,438073641,-52869554,4.601,2024-01-16 15:46:21,,0.0,15.0,47.799999999999955,0.0,11.0,47.799999999999955,0.0,
0,13,694.42,3.942,16,121,438073505,-52869434,3.942,2024-01-16 15:46:22,,0.0,15.0,47.799999999999955,0.0,11.0,47.799999999999955,0.0,
0,13,694.63,0.67,16,120,438073481,-52869435,0.67,2024-01-16 15:46:23,,0.0,15.0,47.799999999999955,0.0,11.0,47.799999999999955,0.0,
0,13,694.63,0.0,16,119,438073481,-52869439,0.0,2024-01-16 15:46:24,,0.0,15.0,47.799999999999955,0.0,11.0,47.799999999999955,0.0,
0,13,694.63,0.0,16,118,438073481,-52869439,0.0,2024-01-16 15:46:25,,0.0,15.0,47.799999999999955,0.0,11.0,47.799999999999955,0.0,
0,13,694.63,0.0,16,118,438073481,-52869439,0.0,2024-01-16 15:46:26,,0.0,15.0,47.799999999999955,0.0,11.0,47.799999999999955,0.0,
0,13,694.63,0.0,16,118,438073481,-52869439,0.0,2024-01-16 15:46:27,,0.0,15.0,47.799999999999955,0.0,11.0,47.799999999999955,0.0,
20,13,694.63,1.1,13,106,438073322,-52869263,1.1,2024-01-16 15:46:49,,42.0,15.0,47.60000000000002,0.0,11.0,47.60000000000002,0.0,175.0
76,13,696.67,1.937,13,110,438073111,-52869056,1.937,2024-01-16 15:46:50,,127.0,15.0,47.60000000000002,0.0,11.0,47.60000000000002,0.0,180.0
84,14,699.77,2.331,12,112,438072884,-52868756,2.331,2024-01-16 15:46:51,,315.0,15.0,47.60000000000002,0.0,11.0,47.60000000000002,0.0,149.0
81,14,703.98,3.341,12,114,438072582,-52868339,3.341,2024-01-16 15:46:52,,378.0,15.0,47.39999999999998,0.0,11.0,47.39999999999998,0.0,178.0
86,14,709.72,4.266,11,115,438072148,-52867819,4.266,2024-01-16 15:46:53,,339.0,15.0,47.39999999999998,0.0,11.0,47.39999999999998,0.0,170.0
84,15,716.39,5.292,11,117,438071583,-52867235,5.292,2024-01-16 15:46:54,,332.0,15.0,47.39999999999998,0.0,11.0,47.39999999999998,0.0,173.0
87,15,723.3,5.919,11,117,438071062,-52866586,5.919,2024-01-16 15:46:55,,288.0,15.0,47.200000000000045,0.0,11.0,47.200000000000045,0.0,173.0
87,15,730.32,6.224,11,117,438070564,-52865902,6.224,2024-01-16 15:46:56,,238.0,15.0,47.200000000000045,0.0,11.0,47.200000000000045,0.0,172.0
88,15,737.22,6.352,10,118,438070101,-52865170,6.352,2024-01-16 15:46:57,,194.0,15.0,47.0,0.0,11.0,47.0,-0.96,186.0
80,16,743.82,6.369,10,118,438069649,-52864487,6.369,2024-01-16 15:46:58,,162.0,15.0,47.0,0.0,12.0,47.0,-1.45,169.0
79,16,750.7,6.072,10,118,438069117,-52863845,6.072,2024-01-16 15:46:59,,161.0,15.0,47.0,0.0,12.0,47.0,-1.35,178.0
80,16,757.9,6.123,10,119,438068570,-52863174,6.123,2024-01-16 15:47:00,,165.0,15.0,46.799999999999955,0.0,12.0,46.799999999999955,-1.24,177.0
81,16,764.82,6.147,10,120,438068061,-52862497,6.147,2024-01-16 15:47:01,,148.0,15.0,46.799999999999955,0.0,12.0,46.799999999999955,-1.15,183.0
82,16,771.78,6.248,9,120,438067525,-52861841,6.248,2024-01-16 15:47:02,,142.0,15.0,46.799999999999955,0.0,12.0,46.799999999999955,-1.08,169.0
84,16,778.77,6.352,9,121,438067016,-52861168,6.352,2024-01-16 15:47:03,,145.0,15.0,46.799999999999955,0.0,12.0,46.799999999999955,-0.39,162.0
38,16,785.85,6.369,9,122,438066514,-52860437,6.369,2024-01-16 15:47:04,,128.0,15.0,46.799999999999955,0.0,12.0,46.799999999999955,0.0,195.0
