calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,temperature
209,3081.29,3.714,5,132,438319487,-53130369,3.714,2023-06-09 17:13:25,118.0,107.0,,20.0,118.0,-0.18,30.0
209,3085.15,3.75,5,132,438319915,-53130389,3.75,2023-06-09 17:13:26,118.0,107.0,,20.0,118.0,0.0,30.0
209,3088.88,3.758,4,132,438320327,-53130424,3.758,2023-06-09 17:13:27,118.0,107.0,,20.0,118.0,0.0,30.0
210,3092.68,3.802,4,133,438320711,-53130465,3.802,2023-06-09 17:13:28,118.0,107.0,,20.0,118.0,0.0,30.0
210,3096.3,3.771,4,133,438321102,-53130491,3.771,2023-06-09 17:13:29,118.0,107.0,,20.0,118.0,0.0,30.0
210,3099.71,3.716,4,133,438321476,-53130496,3.716,2023-06-09 17:13:30,118.0,107.0,,20.0,118.0,0.0,30.0
210,3103.19,3.639,4,134,438321841,-53130479,3.639,2023-06-09 17:13:31,118.20000000000005,107.0,,20.0,118.20000000000005,0.0,30.0
210,3106.74,3.563,4,134,438322208,-53130460,3.563,2023-06-09 17:13:32,118.20000000000005,107.0,,20.0,118.20000000000005,0.0,30.0
211,3110.23,3.517,4,134,438322604,-53130469,3.517,2023-06-09 17:13:33,118.20000000000005,107.0,,20.0,118.20000000000005,0.36,30.0
211,3113.45,3.502,4,134,438322942,-53130491,3.502,2023-06-09 17:13:34,118.20000000000005,107.0,,20.0,118.20000000000005,0.6,30.0
211,3116.73,3.479,4,132,438323295,-53130479,3.479,2023-06-09 17:13:35,118.39999999999998,107.0,,20.0,118.39999999999998,0.77,30.0
211,3119.96,3.415,4,132,438323627,-53130443,3.415,2023-06-09 17:13:36,118.39999999999998,107.0,,20.0,118.39999999999998,1.0,30.0
212,3123.09,3.348,4,132,438323979,-53130420,3.348,2023-06-09 17:13:37,118.60000000000002,107.0,,20.0,118.60000000000002,1.28,30.0
212,3125.94,3.249,4,131,438324272,-53130416,3.249,2023-06-09 17:13:38,118.60000000000002,107.0,,20.0,118.60000000000002,1.56,30.0
212,3128.77,3.222,4,132,438324585,-53130430,3.222,2023-06-09 17:13:39,118.79999999999995,108.0,,20.0,118.79999999999995,1.8,30.0
212,3131.52,3.179,4,131,438324902,-53130420,3.179,2023-06-09 17:13:40,118.79999999999995,108.0,,20.0,118.79999999999995,2.05,30.0
212,3134.15,3.097,4,131,438325184,-53130429,3.097,2023-06-09 17:13:41,119.0,108.0,,20.0,119.0,2.32,30.0
213,3136.82,2.994,4,130,438325462,-53130483,2.994,2023-06-09 17:13:42,119.0,108.0,,20.0,119.0,2.54,30.0
213,3139.24,2.914,4,131,438325698,-53130589,2.914,2023-06-09 17:13:43,119.20000000000005,108.0,,20.0,119.20000000000005,2.78,30.0
213,3141.58,2.853,4,130,438325928,-53130723,2.853,2023-06-09 17:13:44,119.39999999999998,108.0,,20.0,119.39999999999998,2.98,30.0
213,3143.81,2.693,5,129,438326151,-53130861,2.693,2023-06-09 17:13:45,119.39999999999998,108.0,,20.0,119.39999999999998,3.11,30.0
213,3146.03,2.619,5,130,438326345,-53130969,2.619,2023-06-09 17:13:46,119.60000000000002,108.0,,20.0,119.60000000000002,3.24,30.0
214,3148.11,2.362,5,129,438326560,-53131039,2.362,2023-06-09 17:13:47,119.60000000000002,108.0,,20.0,119.60000000000002,3.41,30.0
214,3150.19,2.286,5,129,438326787,-53131097,2.286,2023-06-09 17:13:48,119.79999999999995,109.0,,20.0,119.79999999999995,3.61,30.0
214,3152.22,2.232,5,130,438327012,-53131128,2.232,2023-06-09 17:13:49,120.0,109.0,,20.0,120.0,3.79,30.0
214,3154.29,2.171,5,131,438327242,-53131164,2.171,2023-06-09 17:13:50,120.0,109.0,,20.0,120.0,4.03,30.0
214,3156.4,2.15,5,130,438327435,-53131234,2.15,2023-06-09 17:13:51,120.20000000000005,109.0,,20.0,120.20000000000005,4.29,30.0
215,3158.42,2.141,5,131,438327656,-53131315,2.141,2023-06-09 17:13:52,120.39999999999998,109.0,,20.0,120.39999999999998,4.59,30.0
215,3159.89,2.051,5,131,438327811,-53131376,2.051,2023-06-09 17:13:53,120.60000000000002,109.0,,20.0,120.60000000000002,5.01,30.0
215,3162.07,2.298,5,133,438328015,-53131497,2.298,2023-06-09 17:13:54,120.79999999999995,109.0,,20.0,120.79999999999995,5.45,30.0
215,3164.18,2.139,5,132,438328243,-53131605,2.139,2023-06-09 17:13:55,120.79999999999995,110.0,,20.0,120.79999999999995,5.81,30.0
215,3165.97,1.93,5,134,438328401,-53131719,1.93,2023-06-09 17:13:56,121.0,110.0,,20.0,121.0,6.09,30.0
216,3167.58,1.889,5,136,438328534,-53131865,1.889,2023-06-09 17:13:57,121.20000000000005,110.0,,20.0,121.20000000000005,6.26,30.0
216,3169.68,1.883,5,135,438328673,-53132070,1.883,2023-06-09 17:13:58,121.20000000000005,110.0,,20.0,121.20000000000005,6.36,30.0
216,3171.49,1.881,5,136,438328811,-53132232,1.881,2023-06-09 17:13:59,121.39999999999998,110.0,,20.0,121.39999999999998,6.37,30.0
216,3173.15,1.823,5,137,438328948,-53132369,1.823,2023-06-09 17:14:00,121.60000000000002,110.0,,20.0,121.60000000000002,6.35,30.0
216,3174.78,1.799,5,137,438329084,-53132523,1.799,2023-06-09 17:14:01,121.79999999999995,110.0,,20.0,121.79999999999995,6.33,30.0
217,3176.61,1.862,5,138,438329222,-53132702,1.862,2023-06-09 17:14:02,121.79999999999995,110.0,,20.0,121.79999999999995,6.39,30.0
217,3178.45,1.826,5,139,438329357,-53132895,1.826,2023-06-09 17:14:03,122.0,111.0,,20.0,122.0,6.62,30.0
217,3180.33,1.867,5,139,438329459,-53133107,1.867,2023-06-09 17:14:04,122.20000000000005,111.0,,20.0,122.20000000000005,6.93,30.0
217,3182.11,1.79,5,141,438329550,-53133298,1.79,2023-06-09 17:14:05,122.39999999999998,111.0,,20.0,122.39999999999998,7.3,30.0
218,3183.75,1.731,5,141,438329675,-53133475,1.731,2023-06-09 17:14:06,122.60000000000002,111.0,,20.0,122.60000000000002,7.66,30.0
218,3185.28,1.665,5,140,438329777,-53133638,1.665,2023-06-09 17:14:07,122.79999999999995,111.0,,20.0,122.79999999999995,8.03,30.0
218,3187.08,1.626,5,142,438329869,-53133845,1.626,2023-06-09 17:14:08,123.0,112.0,,20.0,123.0,8.4,30.0
218,3188.85,1.619,5,141,438329959,-53134049,1.619,2023-06-09 17:14:09,123.20000000000005,112.0,,20.0,123.20000000000005,8.76,30.0
218,3190.59,1.607,5,141,438330016,-53134261,1.607,2023-06-09 17:14:10,123.39999999999998,112.0,,20.0,123.39999999999998,9.05,30.0
219,3192.19,1.616,6,141,438330097,-53134449,1.616,2023-06-09 17:14:11,123.60000000000002,112.0,,20.0,123.60000000000002,9.3,30.0
219,3193.81,1.641,6,141,438330222,-53134598,1.641,2023-06-09 17:14:12,123.60000000000002,112.0,,20.0,123.60000000000002,9.56,30.0
219,3195.39,1.647,6,142,438330358,-53134723,1.647,2023-06-09 17:14:13,123.79999999999995,112.0,,20.0,123.79999999999995,9.75,30.0
219,3197.18,1.626,6,142,438330533,-53134858,1.626,2023-06-09 17:14:14,124.0,113.0,,20.0,124.0,9.85,30.0
220,3198.74,1.641,5,143,438330643,-53135010,1.641,2023-06-09 17:14:15,124.20000000000005,113.0,,20.0,124.20000000000005,9.81,30.0
220,3200.51,1.698,5,142,438330768,-53135199,1.698,2023-06-09 17:14:16,124.39999999999998,113.0,,20.0,124.39999999999998,9.62,30.0
220,3202.36,1.63,5,143,438330904,-53135384,1.63,2023-06-09 17:14:17,124.60000000000002,113.0,,20.0,124.60000000000002,9.39,30.0
220,3204.05,1.603,5,143,438331007,-53135550,1.603,2023-06-09 17:14:18,124.79999999999995,113.0,,20.0,124.79999999999995,9.24,30.0
221,3205.34,1.603,5,142,438331097,-53135692,1.603,2023-06-09 17:14:19,124.79999999999995,113.0,,20.0,124.79999999999995,9.15,30.0
221,3206.68,1.679,5,142,438331188,-53135833,1.679,2023-06-09 17:14:20,125.0,114.0,,20.0,125.0,9.01,30.0
221,3208.34,1.703,5,143,438331313,-53135987,1.703,2023-06-09 17:14:21,125.20000000000005,114.0,,20.0,125.20000000000005,8.91,30.0
221,3210.04,1.66,5,142,438331451,-53136130,1.66,2023-06-09 17:14:22,125.39999999999998,114.0,,20.0,125.39999999999998,8.8,30.0
221,3211.93,1.647,5,143,438331587,-53136314,1.647,2023-06-09 17:14:23,125.39999999999998,114.0,,20.0,125.39999999999998,8.64,30.0
222,3213.17,1.615,5,142,438331686,-53136432,1.615,2023-06-09 17:14:24,125.60000000000002,114.0,,20.0,125.60000000000002,8.45,30.0
222,3214.7,1.636,5,142,438331813,-53136565,1.636,2023-06-09 17:14:25,125.79999999999995,114.0,,20.0,125.79999999999995,8.21,30.0
222,3216.44,1.647,5,144,438331916,-53136750,1.647,2023-06-09 17:14:26,126.0,115.0,,20.0,126.0,7.99,30.0
222,3218.27,1.647,5,143,438332041,-53136949,1.647,2023-06-09 17:14:27,126.0,115.0,,20.0,126.0,7.87,30.0
223,3219.94,1.647,5,144,438332142,-53137117,1.647,2023-06-09 17:14:28,126.20000000000005,115.0,,20.0,126.20000000000005,8.01,30.0
223,3221.89,1.647,5,146,438332302,-53137277,1.647,2023-06-09 17:14:29,126.39999999999998,115.0,,20.0,126.39999999999998,8.29,30.0
223,3223.29,1.963,5,145,438332416,-53137390,1.963,2023-06-09 17:14:30,126.60000000000002,115.0,,20.0,126.60000000000002,8.58,30.0
223,3225.01,1.963,5,147,438332576,-53137533,1.963,2023-06-09 17:14:31,126.79999999999995,115.0,,20.0,126.79999999999995,8.88,30.0
224,3226.84,1.851,5,147,438332723,-53137679,1.851,2023-06-09 17:14:32,127.0,116.0,,20.0,127.0,9.06,30.0
224,3228.44,1.691,6,147,438332860,-53137818,1.691,2023-06-09 17:14:33,127.20000000000005,116.0,,20.0,127.20000000000005,9.02,30.0
224,3230.23,1.78,6,148,438332997,-53137990,1.78,2023-06-09 17:14:34,127.39999999999998,116.0,,20.0,127.39999999999998,8.86,30.0
224,3231.93,1.741,5,150,438333133,-53138136,1.741,2023-06-09 17:14:35,127.60000000000002,116.0,,20.0,127.60000000000002,8.78,30.0
225,3233.53,1.693,5,149,438333270,-53138260,1.693,2023-06-09 17:14:36,127.79999999999995,116.0,,20.0,127.79999999999995,8.78,30.0
225,3235.24,1.72,5,151,438333407,-53138410,1.72,2023-06-09 17:14:37,128.0,116.0,,20.0,128.0,8.93,30.0
225,3236.73,1.668,5,151,438333509,-53138552,1.668,2023-06-09 17:14:38,128.20000000000005,117.0,,20.0,128.20000000000005,9.3,30.0
225,3238.02,1.647,5,151,438333598,-53138674,1.647,2023-06-09 17:14:39,128.39999999999998,117.0,,20.0,128.39999999999998,9.77,30.0
226,3239.54,1.641,5,152,438333759,-53138795,1.641,2023-06-09 17:14:40,128.60000000000002,117.0,,20.0,128.60000000000002,10.18,30.0
226,3241.29,1.732,5,153,438333907,-53138931,1.732,2023-06-09 17:14:41,128.79999999999995,117.0,,20.0,128.79999999999995,10.54,30.0
226,3242.92,1.655,5,153,438334043,-53139056,1.655,2023-06-09 17:14:42,129.0,117.0,,20.0,129.0,10.79,30.0
226,3244.51,1.641,5,153,438334214,-53139146,1.641,2023-06-09 17:14:43,129.20000000000005,118.0,,20.0,129.20000000000005,10.89,30.0
227,3246.11,1.585,5,155,438334362,-53139226,1.585,2023-06-09 17:14:44,129.39999999999998,118.0,,20.0,129.39999999999998,10.85,30.0
227,3247.78,1.558,5,156,438334534,-53139276,1.558,2023-06-09 17:14:45,129.60000000000002,118.0,,20.0,129.60000000000002,10.81,30.0
227,3249.27,1.528,5,155,438334681,-53139346,1.528,2023-06-09 17:14:46,129.79999999999995,118.0,,20.0,129.79999999999995,10.77,30.0
227,3250.92,1.547,6,155,438334852,-53139408,1.547,2023-06-09 17:14:47,130.0,118.0,,20.0,130.0,10.74,30.0
228,3252.64,1.556,5,155,438335033,-53139512,1.556,2023-06-09 17:14:48,130.20000000000005,119.0,,20.0,130.20000000000005,10.77,30.0
228,3254.25,1.549,5,157,438335181,-53139631,1.549,2023-06-09 17:14:49,130.39999999999998,119.0,,20.0,130.39999999999998,10.83,30.0
228,3255.71,1.547,5,158,438335318,-53139721,1.547,2023-06-09 17:14:50,130.60000000000002,119.0,,20.0,130.60000000000002,10.89,30.0
229,3257.36,1.527,5,158,438335485,-53139799,1.527,2023-06-09 17:14:51,130.79999999999995,119.0,,20.0,130.79999999999995,10.94,30.0
229,3258.94,1.54,5,159,438335635,-53139896,1.54,2023-06-09 17:14:52,131.0,119.0,,20.0,131.0,11.01,30.0
229,3260.27,1.547,5,159,438335739,-53139983,1.547,2023-06-09 17:14:53,131.20000000000005,120.0,,20.0,131.20000000000005,11.08,30.0
229,3261.92,1.547,5,159,438335894,-53140073,1.547,2023-06-09 17:14:54,131.39999999999998,120.0,,20.0,131.39999999999998,11.17,30.0
230,3263.61,1.547,5,160,438336042,-53140202,1.547,2023-06-09 17:14:55,131.60000000000002,120.0,,20.0,131.60000000000002,11.31,30.0
230,3265.09,1.573,5,161,438336177,-53140326,1.573,2023-06-09 17:14:56,131.79999999999995,120.0,,20.0,131.79999999999995,11.5,30.0
230,3266.62,1.603,5,162,438336314,-53140442,1.603,2023-06-09 17:14:57,132.0,120.0,,20.0,132.0,11.69,30.0
230,3267.89,1.611,5,160,438336451,-53140503,1.611,2023-06-09 17:14:58,132.20000000000005,121.0,,20.0,132.20000000000005,11.84,30.0
231,3269.64,1.617,5,162,438336619,-53140587,1.617,2023-06-09 17:14:59,132.39999999999998,121.0,,20.0,132.39999999999998,11.9,30.0
231,3271.27,1.619,5,161,438336768,-53140685,1.619,2023-06-09 17:15:00,132.60000000000002,121.0,,20.0,132.60000000000002,11.87,30.0
231,3272.92,1.619,5,161,438336913,-53140806,1.619,2023-06-09 17:15:01,132.79999999999995,121.0,,20.0,132.79999999999995,11.75,30.0
232,3274.26,1.619,6,161,438337045,-53140908,1.619,2023-06-09 17:15:02,133.0,122.0,,20.0,133.0,11.56,30.0
232,3275.63,1.627,6,161,438337146,-53141020,1.627,2023-06-09 17:15:03,133.20000000000005,122.0,,20.0,133.20000000000005,11.31,30.0
232,3277.5,1.656,5,162,438337302,-53141168,1.656,2023-06-09 17:15:04,133.39999999999998,122.0,,20.0,133.39999999999998,11.03,30.0
232,3279.04,1.641,5,164,438337451,-53141283,1.641,2023-06-09 17:15:05,133.60000000000002,122.0,,20.0,133.60000000000002,10.73,30.0
233,3280.65,1.66,5,163,438337588,-53141396,1.66,2023-06-09 17:15:06,133.79999999999995,122.0,,20.0,133.79999999999995,10.45,30.0
233,3281.93,1.706,5,160,438337724,-53141487,1.706,2023-06-09 17:15:07,133.79999999999995,122.0,,20.0,133.79999999999995,10.17,30.0
233,3283.54,1.8,5,161,438337861,-53141612,1.8,2023-06-09 17:15:08,134.0,123.0,,20.0,134.0,9.89,30.0
234,3285.56,1.969,5,162,438337998,-53141794,1.969,2023-06-09 17:15:09,134.20000000000005,123.0,,20.0,134.20000000000005,9.59,30.0
234,3287.23,2.044,5,162,438338134,-53141965,2.044,2023-06-09 17:15:10,134.39999999999998,123.0,,20.0,134.39999999999998,9.25,30.0
234,3288.9,1.82,5,163,438338242,-53142132,1.82,2023-06-09 17:15:11,134.60000000000002,123.0,,20.0,134.60000000000002,8.85,30.0
234,3290.22,1.729,5,163,438338331,-53142269,1.729,2023-06-09 17:15:12,134.60000000000002,123.0,,20.0,134.60000000000002,8.43,30.0
235,3291.73,1.722,5,163,438338453,-53142420,1.722,2023-06-09 17:15:13,134.79999999999995,123.0,,20.0,134.79999999999995,8.03,30.0
235,3293.69,1.895,5,164,438338589,-53142620,1.895,2023-06-09 17:15:14,135.0,124.0,,20.0,135.0,7.74,30.0
235,3295.45,1.78,5,163,438338693,-53142796,1.78,2023-06-09 17:15:15,135.20000000000005,124.0,,20.0,135.20000000000005,7.58,30.0
236,3296.91,1.704,5,162,438338817,-53142942,1.704,2023-06-09 17:15:16,135.20000000000005,124.0,,20.0,135.20000000000005,7.56,30.0
236,3298.47,1.703,5,162,438338921,-53143097,1.703,2023-06-09 17:15:17,135.39999999999998,124.0,,20.0,135.39999999999998,7.61,30.0
236,3300.19,1.714,5,161,438339045,-53143270,1.714,2023-06-09 17:15:18,135.60000000000002,124.0,,20.0,135.60000000000002,7.69,30.0
236,3301.79,1.661,5,161,438339150,-53143451,1.661,2023-06-09 17:15:19,135.79999999999995,124.0,,20.0,135.79999999999995,7.7,30.0
237,3303.34,1.639,5,160,438339207,-53143644,1.639,2023-06-09 17:15:20,135.79999999999995,125.0,,20.0,135.79999999999995,7.62,30.0
237,3305.05,1.633,5,160,438339285,-53143842,1.633,2023-06-09 17:15:21,136.0,125.0,,20.0,136.0,7.48,30.0
237,3306.69,1.611,5,160,438339344,-53144043,1.611,2023-06-09 17:15:22,136.0,125.0,,20.0,136.0,7.32,30.0
237,3308.0,1.595,6,160,438339389,-53144213,1.595,2023-06-09 17:15:23,136.20000000000005,125.0,,20.0,136.20000000000005,7.16,30.0
238,3309.72,1.56,6,160,438339467,-53144429,1.56,2023-06-09 17:15:24,136.20000000000005,125.0,,20.0,136.20000000000005,6.9,30.0
238,3311.32,1.547,6,158,438339526,-53144624,1.547,2023-06-09 17:15:25,136.39999999999998,125.0,,20.0,136.39999999999998,6.54,30.0
238,3313.14,1.547,5,157,438339605,-53144847,1.547,2023-06-09 17:15:26,136.39999999999998,125.0,,20.0,136.39999999999998,6.16,30.0
239,3314.77,1.547,5,158,438339630,-53145056,1.547,2023-06-09 17:15:27,136.39999999999998,125.0,,20.0,136.39999999999998,5.71,30.0
239,3316.53,1.547,5,156,438339695,-53145283,1.547,2023-06-09 17:15:28,136.60000000000002,125.0,,20.0,136.60000000000002,5.25,30.0
239,3318.46,1.547,5,157,438339786,-53145522,1.547,2023-06-09 17:15:29,136.60000000000002,125.0,,20.0,136.60000000000002,4.78,30.0
239,3320.65,1.639,5,155,438339882,-53145786,1.639,2023-06-09 17:15:30,136.60000000000002,126.0,,20.0,136.60000000000002,4.29,30.0
240,3322.95,1.749,5,155,438340004,-53146051,1.749,2023-06-09 17:15:31,136.60000000000002,126.0,,20.0,136.60000000000002,3.76,30.0
240,3325.36,2.227,5,154,438340138,-53146313,2.227,2023-06-09 17:15:32,136.60000000000002,126.0,,20.0,136.60000000000002,3.25,30.0
240,3327.64,2.32,5,155,438340275,-53146571,2.32,2023-06-09 17:15:33,136.60000000000002,126.0,,20.0,136.60000000000002,2.8,30.0
240,3329.87,2.266,5,153,438340378,-53146826,2.266,2023-06-09 17:15:34,136.60000000000002,126.0,,20.0,136.60000000000002,2.35,30.0
241,3332.25,2.326,5,153,438340534,-53147069,2.326,2023-06-09 17:15:35,136.60000000000002,126.0,,20.0,136.60000000000002,1.86,30.0
241,3334.53,2.297,6,151,438340717,-53147297,2.297,2023-06-09 17:15:36,136.60000000000002,126.0,,20.0,136.60000000000002,1.37,30.0
241,3336.83,2.301,6,150,438340899,-53147515,2.301,2023-06-09 17:15:37,136.60000000000002,126.0,,20.0,136.60000000000002,0.39,30.0
241,3339.07,2.262,6,151,438341048,-53147735,2.262,2023-06-09 17:15:38,136.60000000000002,126.0,,20.0,136.60000000000002,0.0,29.0
242,3341.37,2.264,6,150,438341224,-53147947,2.264,2023-06-09 17:15:39,136.60000000000002,126.0,,20.0,136.60000000000002,0.0,29.0
242,3343.37,2.173,6,148,438341369,-53148142,2.173,2023-06-09 17:15:40,136.60000000000002,126.0,,20.0,136.60000000000002,0.0,29.0
242,3345.67,2.139,6,149,438341569,-53148351,2.139,2023-06-09 17:15:41,136.60000000000002,126.0,,20.0,136.60000000000002,0.0,29.0
242,3347.95,2.139,7,147,438341731,-53148571,2.139,2023-06-09 17:15:42,136.60000000000002,126.0,,20.0,136.60000000000002,0.0,29.0
243,3350.17,2.149,7,148,438341905,-53148765,2.149,2023-06-09 17:15:43,136.60000000000002,126.0,,20.0,136.60000000000002,0.0,29.0
243,3352.59,2.411,7,147,438342116,-53148937,2.411,2023-06-09 17:15:44,136.60000000000002,126.0,,20.0,136.60000000000002,0.0,29.0
243,3354.78,2.545,6,149,438342310,-53149100,2.545,2023-06-09 17:15:45,136.60000000000002,126.0,,20.0,136.60000000000002,0.0,29.0
243,3357.76,2.566,6,148,438342571,-53149328,2.566,2023-06-09 17:15:46,136.39999999999998,126.0,,20.0,136.39999999999998,0.0,29.0
244,3361.24,3.221,6,148,438342870,-53149608,3.221,2023-06-09 17:15:47,136.39999999999998,126.0,,20.0,136.39999999999998,-0.61,29.0
244,3364.45,3.523,6,148,438343151,-53149872,3.523,2023-06-09 17:15:48,136.39999999999998,126.0,,20.0,136.39999999999998,-1.13,29.0
244,3367.79,3.457,6,147,438343437,-53150144,3.457,2023-06-09 17:15:49,136.20000000000005,126.0,,20.0,136.20000000000005,-1.43,29.0
244,3371.13,3.37,6,145,438343708,-53150429,3.37,2023-06-09 17:15:50,136.20000000000005,126.0,,20.0,136.20000000000005,-1.63,29.0
245,3374.36,3.293,6,143,438343982,-53150731,3.293,2023-06-09 17:15:51,136.0,126.0,,20.0,136.0,-1.76,29.0
245,3377.66,3.314,6,141,438344223,-53151032,3.314,2023-06-09 17:15:52,136.0,126.0,,20.0,136.0,-1.86,29.0
245,3380.41,3.34,6,139,438344446,-53151292,3.34,2023-06-09 17:15:53,136.0,126.0,,20.0,136.0,-1.89,29.0
245,3382.74,3.121,6,137,438344605,-53151537,3.121,2023-06-09 17:15:54,136.0,126.0,,20.0,136.0,-1.86,29.0
246,3384.87,2.577,10,136,438344743,-53151764,2.577,2023-06-09 17:15:55,135.79999999999995,126.0,,21.0,135.79999999999995,-1.81,29.0
246,3386.98,2.321,11,137,438344880,-53151983,2.321,2023-06-09 17:15:56,135.79999999999995,126.0,,21.0,135.79999999999995,-1.7,29.0
246,3389.1,2.236,11,136,438345013,-53152211,2.236,2023-06-09 17:15:57,135.79999999999995,126.0,,21.0,135.79999999999995,-1.53,29.0
246,3391.73,2.272,10,136,438345153,-53152505,2.272,2023-06-09 17:15:58,135.79999999999995,126.0,,21.0,135.79999999999995,-1.34,29.0
246,3394.31,2.667,10,139,438345325,-53152771,2.667,2023-06-09 17:15:59,135.79999999999995,126.0,,21.0,135.79999999999995,-1.14,29.0
247,3396.44,2.769,10,138,438345475,-53152989,2.769,2023-06-09 17:16:00,135.79999999999995,126.0,,21.0,135.79999999999995,-0.36,29.0
247,3398.96,2.744,10,138,438345660,-53153236,2.744,2023-06-09 17:16:01,136.0,126.0,,21.0,136.0,0.0,29.0
247,3403.78,2.599,9,139,438346045,-53153657,2.599,2023-06-09 17:16:02,136.0,126.0,,21.0,136.0,0.0,29.0
247,3407.47,2.921,9,139,438346352,-53153963,2.921,2023-06-09 17:16:03,136.20000000000005,126.0,,21.0,136.20000000000005,0.33,29.0
248,3410.22,3.183,9,138,438346619,-53154141,3.183,2023-06-09 17:16:04,136.20000000000005,126.0,,21.0,136.20000000000005,0.84,29.0
248,3412.72,2.843,8,139,438346861,-53154272,2.843,2023-06-09 17:16:05,136.39999999999998,126.0,,21.0,136.39999999999998,1.35,29.0
248,3415.04,2.603,8,139,438347120,-53154372,2.603,2023-06-09 17:16:06,136.39999999999998,126.0,,21.0,136.39999999999998,1.83,29.0
248,3417.57,2.564,8,140,438347364,-53154476,2.564,2023-06-09 17:16:07,136.60000000000002,126.0,,21.0,136.60000000000002,2.28,29.0
248,3419.89,2.564,8,142,438347620,-53154571,2.564,2023-06-09 17:16:08,136.60000000000002,126.0,,21.0,136.60000000000002,2.7,29.0
249,3422.11,2.351,8,141,438347825,-53154673,2.351,2023-06-09 17:16:09,136.79999999999995,126.0,,21.0,136.79999999999995,3.07,29.0
249,3423.83,2.274,7,142,438347996,-53154737,2.274,2023-06-09 17:16:10,137.0,126.0,,21.0,137.0,3.42,29.0
249,3425.96,2.127,7,144,438348215,-53154770,2.127,2023-06-09 17:16:11,137.20000000000005,127.0,,21.0,137.20000000000005,3.82,29.0
249,3428.15,2.067,8,142,438348470,-53154804,2.067,2023-06-09 17:16:12,137.39999999999998,127.0,,21.0,137.39999999999998,4.29,29.0
250,3430.45,1.984,7,144,438348714,-53154873,1.984,2023-06-09 17:16:13,137.60000000000002,127.0,,21.0,137.60000000000002,4.86,29.0
250,3432.65,1.918,7,143,438348919,-53154971,1.918,2023-06-09 17:16:14,137.79999999999995,127.0,,21.0,137.79999999999995,5.5,29.0
250,3434.36,1.9,7,144,438349096,-53155022,1.9,2023-06-09 17:16:15,138.0,127.0,,21.0,138.0,6.21,29.0
250,3436.3,1.885,7,144,438349310,-53155062,1.885,2023-06-09 17:16:16,138.20000000000005,127.0,,21.0,138.20000000000005,6.96,29.0
251,3438.24,1.802,7,146,438349509,-53155146,1.802,2023-06-09 17:16:17,138.39999999999998,128.0,,21.0,138.39999999999998,7.68,29.0
251,3439.66,1.751,6,145,438349654,-53155199,1.751,2023-06-09 17:16:18,138.60000000000002,128.0,,21.0,138.60000000000002,8.31,29.0
251,3441.06,1.733,6,146,438349790,-53155269,1.733,2023-06-09 17:16:19,138.79999999999995,128.0,,21.0,138.79999999999995,8.83,29.0
251,3442.49,1.731,6,147,438349927,-53155348,1.731,2023-06-09 17:16:20,139.0,128.0,,21.0,139.0,9.24,29.0
252,3443.82,1.702,6,147,438350067,-53155430,1.702,2023-06-09 17:16:21,139.20000000000005,128.0,,21.0,139.20000000000005,9.57,29.0
252,3445.35,1.688,6,147,438350200,-53155525,1.688,2023-06-09 17:16:22,139.39999999999998,129.0,,21.0,139.39999999999998,9.83,29.0
252,3447.03,1.671,6,147,438350373,-53155624,1.671,2023-06-09 17:16:23,139.60000000000002,129.0,,21.0,139.60000000000002,10.06,29.0
252,3448.74,1.631,6,145,438350553,-53155707,1.631,2023-06-09 17:16:24,139.79999999999995,129.0,,21.0,139.79999999999995,10.28,29.0
252,3450.42,1.599,6,146,438350700,-53155803,1.599,2023-06-09 17:16:25,140.0,129.0,,21.0,140.0,10.49,29.0
253,3451.9,1.592,6,145,438350836,-53155888,1.592,2023-06-09 17:16:26,140.20000000000005,129.0,,21.0,140.20000000000005,10.72,29.0
253,3453.34,1.585,5,145,438350975,-53155999,1.585,2023-06-09 17:16:27,140.39999999999998,130.0,,21.0,140.39999999999998,11.01,29.0
253,3454.96,1.583,6,145,438351114,-53156152,1.583,2023-06-09 17:16:28,140.60000000000002,130.0,,21.0,140.60000000000002,11.32,29.0
253,3456.27,1.556,5,145,438351213,-53156248,1.556,2023-06-09 17:16:29,140.79999999999995,130.0,,21.0,140.79999999999995,11.64,29.0
254,3457.85,1.547,5,145,438351372,-53156297,1.547,2023-06-09 17:16:30,141.20000000000005,130.0,,21.0,141.20000000000005,11.93,29.0
254,3459.42,1.569,5,146,438351557,-53156337,1.569,2023-06-09 17:16:31,141.39999999999998,131.0,,21.0,141.39999999999998,12.18,29.0
254,3460.94,1.575,5,146,438351702,-53156389,1.575,2023-06-09 17:16:32,141.60000000000002,131.0,,21.0,141.60000000000002,12.42,29.0
254,3462.57,1.575,5,146,438351872,-53156420,1.575,2023-06-09 17:16:33,141.79999999999995,131.0,,21.0,141.79999999999995,12.64,29.0
255,3464.43,1.581,5,149,438352055,-53156469,1.581,2023-06-09 17:16:34,142.0,131.0,,21.0,142.0,12.81,29.0
255,3466.19,1.577,5,148,438352237,-53156530,1.577,2023-06-09 17:16:35,142.20000000000005,132.0,,21.0,142.20000000000005,12.93,29.0
255,3467.75,1.581,5,148,438352419,-53156575,1.581,2023-06-09 17:16:36,142.39999999999998,132.0,,21.0,142.39999999999998,12.96,29.0
