calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,temperature
7,140.69,2.881,13,109,438142401,-52904245,2.881,2023-06-09 16:55:17,26.600000000000023,3.0,,5.0,26.600000000000023,3.1,24.0
7,144.08,3.012,13,110,438142502,-52904680,3.012,2023-06-09 16:55:18,26.600000000000023,3.0,,5.0,26.600000000000023,2.76,24.0
8,147.81,3.192,12,110,438142665,-52905133,3.192,2023-06-09 16:55:19,26.600000000000023,3.0,,5.0,26.600000000000023,2.39,24.0
8,151.69,3.364,12,110,438142847,-52905593,3.364,2023-06-09 16:55:20,26.600000000000023,4.0,,5.0,26.600000000000023,2.06,24.0
8,155.28,3.42,12,108,438142993,-52906030,3.42,2023-06-09 16:55:21,26.799999999999955,4.0,,5.0,26.799999999999955,1.78,24.0
8,158.47,3.365,12,107,438143093,-52906434,3.365,2023-06-09 16:55:22,26.799999999999955,4.0,,5.0,26.799999999999955,1.58,24.0
8,161.28,3.23,11,106,438143250,-52906776,3.23,2023-06-09 16:55:23,26.799999999999955,4.0,,5.0,26.799999999999955,1.43,24.0
8,163.96,3.09,11,106,438143365,-52907108,3.09,2023-06-09 16:55:24,26.799999999999955,4.0,,5.0,26.799999999999955,1.29,24.0
8,166.55,2.963,11,106,438143458,-52907430,2.963,2023-06-09 16:55:25,26.799999999999955,4.0,,5.0,26.799999999999955,1.18,24.0
9,169.65,2.877,11,106,438143693,-52907700,2.877,2023-06-09 16:55:26,26.799999999999955,4.0,,5.0,26.799999999999955,1.06,24.0
9,172.43,2.91,11,105,438143888,-52907978,2.91,2023-06-09 16:55:27,26.799999999999955,4.0,,5.0,26.799999999999955,0.95,24.0
9,175.14,2.859,11,104,438144004,-52908302,2.859,2023-06-09 16:55:28,26.799999999999955,4.0,,5.0,26.799999999999955,0.82,24.0
9,177.73,2.757,11,104,438144094,-52908636,2.757,2023-06-09 16:55:29,26.799999999999955,4.0,,5.0,26.799999999999955,0.69,24.0
9,180.4,2.703,11,103,438144149,-52908987,2.703,2023-06-09 16:55:30,26.799999999999955,4.0,,5.0,26.799999999999955,0.58,24.0
9,182.8,2.644,10,102,438144195,-52909302,2.644,2023-06-09 16:55:31,27.0,4.0,,5.0,27.0,0.49,24.0
9,185.12,2.526,10,101,438144241,-52909605,2.526,2023-06-09 16:55:32,27.0,4.0,,5.0,27.0,0.48,24.0
10,187.16,2.463,11,99,438144286,-52909867,2.463,2023-06-09 16:55:33,27.0,4.0,,5.0,27.0,0.52,24.0
10,188.98,2.116,11,96,438144367,-52910089,2.116,2023-06-09 16:55:34,27.0,4.0,,5.0,27.0,0.57,24.0
10,190.57,2.019,12,94,438144459,-52910263,2.019,2023-06-09 16:55:35,27.0,4.0,,5.0,27.0,0.62,24.0
10,192.36,2.004,12,94,438144586,-52910440,2.004,2023-06-09 16:55:36,27.0,4.0,,5.0,27.0,0.7,24.0
10,193.86,1.479,12,93,438144686,-52910604,1.479,2023-06-09 16:55:37,27.0,4.0,,5.0,27.0,0.78,24.0
10,195.02,0.741,12,93,438144867,-52910796,0.741,2023-06-09 16:55:46,27.0,4.0,,5.0,27.0,0.0,24.0
10,196.14,0.953,12,94,438144923,-52910955,0.953,2023-06-09 16:55:47,27.0,4.0,,5.0,27.0,0.0,24.0
10,197.69,0.997,12,97,438144969,-52911155,0.997,2023-06-09 16:55:48,27.0,4.0,,5.0,27.0,0.0,24.0
10,199.57,1.458,11,98,438145015,-52911388,1.458,2023-06-09 16:55:49,27.200000000000045,4.0,,5.0,27.200000000000045,0.0,24.0
11,201.51,1.646,11,100,438145133,-52911593,1.646,2023-06-09 16:55:50,27.200000000000045,4.0,,5.0,27.200000000000045,0.0,24.0
11,203.56,1.827,11,102,438145305,-52911804,1.827,2023-06-09 16:55:51,27.200000000000045,4.0,,5.0,27.200000000000045,0.0,24.0
11,205.48,1.869,11,104,438145414,-52912025,1.869,2023-06-09 16:55:52,27.200000000000045,4.0,,5.0,27.200000000000045,0.0,24.0
11,207.09,1.525,11,104,438145468,-52912218,1.525,2023-06-09 16:55:53,27.200000000000045,4.0,,5.0,27.200000000000045,0.0,24.0
11,208.87,1.396,11,106,438145583,-52912415,1.396,2023-06-09 16:55:54,27.200000000000045,4.0,,5.0,27.200000000000045,0.0,24.0
11,210.4,1.389,11,106,438145686,-52912573,1.389,2023-06-09 16:55:55,27.200000000000045,4.0,,5.0,27.200000000000045,0.28,24.0
11,211.94,1.411,12,104,438145780,-52912747,1.411,2023-06-09 16:55:56,27.200000000000045,4.0,,5.0,27.200000000000045,1.23,24.0
12,213.71,1.417,12,101,438145833,-52912970,1.417,2023-06-09 16:55:57,27.399999999999977,4.0,,5.0,27.399999999999977,1.46,24.0
12,215.87,1.417,11,99,438145946,-52913202,1.417,2023-06-09 16:55:58,27.399999999999977,4.0,,5.0,27.399999999999977,1.73,24.0
12,218.4,1.859,11,97,438145945,-52913518,1.859,2023-06-09 16:55:59,27.399999999999977,4.0,,5.0,27.399999999999977,2.05,24.0
12,219.93,2.11,11,96,438145934,-52913722,2.11,2023-06-09 16:56:00,27.399999999999977,4.0,,5.0,27.399999999999977,2.41,24.0
12,221.13,1.966,11,96,438145969,-52913881,1.966,2023-06-09 16:56:01,27.600000000000023,4.0,,5.0,27.600000000000023,2.7,24.0
12,222.9,1.775,10,97,438145945,-52914114,1.775,2023-06-09 16:56:02,27.600000000000023,4.0,,5.0,27.600000000000023,2.83,24.0
12,223.37,0.411,10,98,438145934,-52914219,0.411,2023-06-09 16:56:03,27.600000000000023,4.0,,5.0,27.600000000000023,2.78,24.0
12,223.37,0.0,10,101,438145934,-52914233,0.0,2023-06-09 16:56:04,27.600000000000023,5.0,,5.0,27.600000000000023,2.04,24.0
12,223.37,0.0,10,102,438145934,-52914233,0.0,2023-06-09 16:56:05,27.799999999999955,5.0,,5.0,27.799999999999955,0.0,24.0
13,223.37,0.0,10,103,438145934,-52914220,0.0,2023-06-09 16:56:06,27.799999999999955,5.0,,5.0,27.799999999999955,0.0,24.0
13,223.37,0.0,10,103,438145934,-52914216,0.0,2023-06-09 16:56:07,27.799999999999955,5.0,,5.0,27.799999999999955,0.0,24.0
13,223.37,1.094,9,110,438146048,-52914404,1.094,2023-06-09 16:56:12,27.799999999999955,5.0,,5.0,27.799999999999955,0.0,24.0
13,224.67,1.47,9,110,438146102,-52914621,1.47,2023-06-09 16:56:13,27.799999999999955,5.0,,5.0,27.799999999999955,0.0,24.0
13,227.57,1.719,9,110,438146185,-52914997,1.719,2023-06-09 16:56:14,27.799999999999955,5.0,,5.0,27.799999999999955,0.0,24.0
13,230.33,2.067,9,108,438146279,-52915344,2.067,2023-06-09 16:56:15,28.0,5.0,,5.0,28.0,0.0,25.0
13,232.77,2.145,10,104,438146403,-52915637,2.145,2023-06-09 16:56:16,28.0,5.0,,5.0,28.0,0.0,25.0
14,235.47,2.147,10,102,438146579,-52915927,2.147,2023-06-09 16:56:17,28.0,5.0,,5.0,28.0,0.0,25.0
14,237.58,2.147,10,98,438146725,-52916098,2.147,2023-06-09 16:56:18,28.200000000000045,5.0,,5.0,28.200000000000045,0.43,25.0
14,239.18,1.563,10,97,438146899,-52916109,1.563,2023-06-09 16:56:19,28.200000000000045,5.0,,5.0,28.200000000000045,2.11,25.0
14,241.41,1.722,10,96,438147155,-52916091,1.722,2023-06-09 16:56:20,28.399999999999977,5.0,,5.0,28.399999999999977,2.55,25.0
14,244.23,2.067,10,96,438147460,-52916087,2.067,2023-06-09 16:56:21,28.399999999999977,5.0,,5.0,28.399999999999977,3.14,25.0
14,247.42,2.145,10,97,438147772,-52916057,2.145,2023-06-09 16:56:22,28.600000000000023,5.0,,5.0,28.600000000000023,3.59,25.0
14,250.5,2.246,9,98,438148087,-52915970,2.246,2023-06-09 16:56:23,28.799999999999955,5.0,,5.0,28.799999999999955,4.18,25.0
14,254.12,2.594,9,98,438148483,-52915914,2.594,2023-06-09 16:56:24,28.799999999999955,6.0,,5.0,28.799999999999955,4.83,25.0
15,257.91,2.898,9,100,438148897,-52915843,2.898,2023-06-09 16:56:25,29.0,6.0,,5.0,29.0,5.39,25.0
15,261.26,3.118,9,102,438149239,-52915762,3.118,2023-06-09 16:56:26,29.200000000000045,6.0,,5.0,29.200000000000045,5.65,25.0
15,265.82,3.279,10,104,438149735,-52915620,3.279,2023-06-09 16:56:27,29.200000000000045,6.0,,5.0,29.200000000000045,5.56,25.0
15,269.98,3.443,11,106,438150175,-52915523,3.443,2023-06-09 16:56:28,29.399999999999977,6.0,,5.0,29.399999999999977,5.24,25.0
15,273.62,3.516,12,106,438150572,-52915507,3.516,2023-06-09 16:56:29,29.600000000000023,6.0,,5.0,29.600000000000023,4.88,25.0
15,277.7,3.638,11,107,438150988,-52915570,3.638,2023-06-09 16:56:30,29.799999999999955,6.0,,5.0,29.799999999999955,4.52,25.0
15,280.49,3.752,11,109,438151289,-52915697,3.752,2023-06-09 16:56:31,30.0,6.0,,5.0,30.0,4.27,25.0
16,282.93,3.515,11,110,438151528,-52915742,3.515,2023-06-09 16:56:32,30.0,7.0,,5.0,30.0,4.08,25.0
16,287.06,3.244,11,111,438151976,-52915651,3.244,2023-06-09 16:56:33,30.200000000000045,7.0,,5.0,30.200000000000045,3.94,25.0
16,291.05,3.326,11,112,438152365,-52915501,3.326,2023-06-09 16:56:34,30.399999999999977,7.0,,5.0,30.399999999999977,3.83,25.0
16,294.09,3.461,11,112,438152694,-52915422,3.461,2023-06-09 16:56:35,30.399999999999977,7.0,,5.0,30.399999999999977,3.74,25.0
16,296.92,3.365,11,113,438152936,-52915625,3.365,2023-06-09 16:56:36,30.600000000000023,7.0,,5.0,30.600000000000023,3.61,25.0
16,301.32,3.228,10,114,438153129,-52916150,3.228,2023-06-09 16:56:37,30.600000000000023,7.0,,5.0,30.600000000000023,3.45,25.0
16,306.86,3.524,11,116,438153278,-52916866,3.524,2023-06-09 16:56:38,30.799999999999955,7.0,,5.0,30.799999999999955,3.23,25.0
17,314.38,3.928,11,115,438153447,-52917846,3.928,2023-06-09 16:56:39,30.799999999999955,8.0,,5.0,30.799999999999955,2.98,25.0
17,320.9,4.526,10,116,438153668,-52918672,4.526,2023-06-09 16:56:40,30.799999999999955,8.0,,5.0,30.799999999999955,2.78,25.0
17,326.6,4.848,10,115,438153932,-52919365,4.848,2023-06-09 16:56:41,31.0,8.0,,5.0,31.0,2.53,25.0
17,330.52,5.036,9,115,438154062,-52919854,5.036,2023-06-09 16:56:42,31.0,8.0,,5.0,31.0,2.29,25.0
17,333.54,4.792,9,115,438154185,-52920230,4.792,2023-06-09 16:56:43,31.200000000000045,8.0,,5.0,31.200000000000045,2.09,25.0
17,337.16,4.541,9,116,438154323,-52920673,4.541,2023-06-09 16:56:44,31.200000000000045,8.0,,5.0,31.200000000000045,1.87,25.0
18,341.62,4.344,9,117,438154534,-52921218,4.344,2023-06-09 16:56:45,31.200000000000045,8.0,,5.0,31.200000000000045,1.69,25.0
18,346.62,4.467,8,117,438154796,-52921802,4.467,2023-06-09 16:56:46,31.399999999999977,8.0,,5.0,31.399999999999977,1.61,25.0
18,350.64,4.632,8,117,438154925,-52922303,4.632,2023-06-09 16:56:47,31.399999999999977,8.0,,5.0,31.399999999999977,1.56,25.0
18,354.24,4.455,9,116,438155051,-52922758,4.455,2023-06-09 16:56:48,31.399999999999977,8.0,,5.0,31.399999999999977,1.52,25.0
18,357.82,4.239,9,115,438155186,-52923216,4.239,2023-06-09 16:56:49,31.600000000000023,8.0,,5.0,31.600000000000023,1.45,25.0
18,361.41,4.078,9,114,438155253,-52923690,4.078,2023-06-09 16:56:50,31.600000000000023,8.0,,5.0,31.600000000000023,1.4,25.0
19,365.11,3.978,10,114,438155334,-52924171,3.978,2023-06-09 16:56:51,31.600000000000023,8.0,,5.0,31.600000000000023,1.29,25.0
19,369.15,3.997,10,113,438155391,-52924701,3.997,2023-06-09 16:56:52,31.600000000000023,8.0,,5.0,31.600000000000023,1.19,25.0
19,372.03,4.067,10,112,438155436,-52925077,4.067,2023-06-09 16:56:53,31.799999999999955,9.0,,5.0,31.799999999999955,1.11,25.0
19,375.06,3.731,10,111,438155446,-52925482,3.731,2023-06-09 16:56:54,31.799999999999955,9.0,,5.0,31.799999999999955,1.02,25.0
19,378.94,3.491,10,111,438155518,-52925991,3.491,2023-06-09 16:56:55,31.799999999999955,9.0,,5.0,31.799999999999955,0.97,25.0
19,383.12,3.709,11,112,438155573,-52926546,3.709,2023-06-09 16:56:56,32.0,9.0,,5.0,32.0,1.05,25.0
20,387.51,4.064,12,112,438155547,-52927132,4.064,2023-06-09 16:56:57,32.0,9.0,,5.0,32.0,1.18,25.0
20,391.62,4.083,13,113,438155573,-52927673,4.083,2023-06-09 16:56:58,32.0,9.0,,5.0,32.0,1.35,25.0
20,395.18,4.049,13,113,438155691,-52928127,4.049,2023-06-09 16:56:59,32.200000000000045,9.0,,5.0,32.200000000000045,1.5,25.0
20,398.95,3.919,13,114,438155827,-52928607,3.919,2023-06-09 16:57:00,32.200000000000045,9.0,,5.0,32.200000000000045,1.64,25.0
20,403.83,3.865,13,115,438155928,-52929247,3.865,2023-06-09 16:57:01,32.39999999999998,9.0,,5.0,32.39999999999998,1.77,25.0
20,407.81,3.73,12,116,438156017,-52929758,3.73,2023-06-09 16:57:02,32.39999999999998,9.0,,5.0,32.39999999999998,1.84,25.0
21,411.21,3.451,12,117,438156145,-52930192,3.451,2023-06-09 16:57:03,32.39999999999998,9.0,,5.0,32.39999999999998,1.84,25.0
21,414.82,3.577,12,118,438156139,-52930670,3.577,2023-06-09 16:57:04,32.60000000000002,9.0,,5.0,32.60000000000002,1.87,25.0
21,418.23,3.434,12,118,438156234,-52931086,3.434,2023-06-09 16:57:05,32.799999999999955,9.0,,5.0,32.799999999999955,1.95,25.0
21,421.47,3.269,12,119,438156409,-52931458,3.269,2023-06-09 16:57:06,32.799999999999955,10.0,,5.0,32.799999999999955,2.07,25.0
21,424.94,3.436,12,119,438156592,-52931867,3.436,2023-06-09 16:57:07,33.0,10.0,,5.0,33.0,2.24,25.0
21,428.94,3.517,11,120,438156702,-52932381,3.517,2023-06-09 16:57:08,33.0,10.0,,5.0,33.0,2.46,25.0
22,432.73,3.655,11,120,438156720,-52932888,3.655,2023-06-09 16:57:09,33.200000000000045,10.0,,5.0,33.200000000000045,2.65,25.0
22,435.63,3.708,11,120,438156720,-52933271,3.708,2023-06-09 16:57:10,33.39999999999998,10.0,,5.0,33.39999999999998,2.85,25.0
22,438.44,3.112,11,120,438156830,-52933629,3.112,2023-06-09 16:57:11,33.39999999999998,10.0,,5.0,33.39999999999998,3.03,25.0
22,441.39,2.975,11,119,438156930,-52934005,2.975,2023-06-09 16:57:12,33.60000000000002,10.0,,5.0,33.60000000000002,3.12,25.0
22,444.55,3.143,11,118,438156875,-52934413,3.143,2023-06-09 16:57:13,33.60000000000002,10.0,,5.0,33.60000000000002,3.12,25.0
22,446.79,3.208,11,117,438156857,-52934710,3.208,2023-06-09 16:57:14,33.799999999999955,11.0,,5.0,33.799999999999955,3.08,25.0
23,449.05,2.638,11,116,438156893,-52935012,2.638,2023-06-09 16:57:15,33.799999999999955,11.0,,5.0,33.799999999999955,3.0,25.0
23,451.65,2.603,11,117,438156975,-52935346,2.603,2023-06-09 16:57:16,33.799999999999955,11.0,,5.0,33.799999999999955,2.82,25.0
23,454.77,2.704,11,118,438157066,-52935742,2.704,2023-06-09 16:57:17,33.799999999999955,11.0,,5.0,33.799999999999955,2.53,25.0
23,458.3,3.29,11,118,438157154,-52936194,3.29,2023-06-09 16:57:18,33.799999999999955,11.0,,5.0,33.799999999999955,2.2,25.0
23,461.95,3.582,11,119,438157209,-52936677,3.582,2023-06-09 16:57:19,34.0,11.0,,5.0,34.0,1.83,25.0
23,466.67,3.643,12,120,438157221,-52937303,3.643,2023-06-09 16:57:20,34.0,11.0,,5.0,34.0,1.5,25.0
24,471.49,4.396,11,120,438157221,-52937947,4.396,2023-06-09 16:57:21,34.0,11.0,,5.0,34.0,1.28,25.0
24,476.41,4.837,11,122,438157328,-52938594,4.837,2023-06-09 16:57:22,34.0,11.0,,5.0,34.0,1.14,25.0
24,481.17,4.777,11,123,438157502,-52939192,4.777,2023-06-09 16:57:23,34.0,11.0,,5.0,34.0,1.06,25.0
24,485.41,4.708,11,123,438157612,-52939737,4.708,2023-06-09 16:57:24,34.200000000000045,11.0,,5.0,34.200000000000045,0.96,25.0
24,489.43,4.356,11,122,438157739,-52940244,4.356,2023-06-09 16:57:25,34.0,11.0,,5.0,34.0,0.82,25.0
25,493.74,4.333,11,121,438157913,-52940792,4.333,2023-06-09 16:57:26,34.200000000000045,11.0,,5.0,34.200000000000045,0.68,25.0
25,498.38,4.505,11,120,438158059,-52941377,4.505,2023-06-09 16:57:27,34.200000000000045,11.0,,5.0,34.200000000000045,0.54,25.0
25,502.41,4.604,10,118,438158230,-52941860,4.604,2023-06-09 16:57:28,34.200000000000045,11.0,,5.0,34.200000000000045,0.44,25.0
25,507.74,4.648,10,117,438158340,-52942557,4.648,2023-06-09 16:57:29,34.200000000000045,11.0,,5.0,34.200000000000045,0.38,25.0
25,512.38,4.547,10,114,438158467,-52943154,4.547,2023-06-09 16:57:30,34.200000000000045,11.0,,5.0,34.200000000000045,0.38,25.0
25,516.74,4.46,10,113,438158604,-52943707,4.46,2023-06-09 16:57:31,34.200000000000045,11.0,,5.0,34.200000000000045,0.42,25.0
26,521.1,4.399,10,112,438158668,-52944286,4.399,2023-06-09 16:57:32,34.200000000000045,11.0,,5.0,34.200000000000045,0.45,25.0
26,524.77,4.367,11,111,438158782,-52944750,4.367,2023-06-09 16:57:33,34.200000000000045,11.0,,5.0,34.200000000000045,0.48,25.0
26,528.49,4.049,11,109,438158884,-52945227,4.049,2023-06-09 16:57:34,34.39999999999998,11.0,,5.0,34.39999999999998,0.52,25.0
26,532.07,3.927,11,108,438158974,-52945694,3.927,2023-06-09 16:57:35,34.39999999999998,11.0,,5.0,34.39999999999998,0.56,25.0
26,535.92,3.917,11,108,438159032,-52946200,3.917,2023-06-09 16:57:36,34.39999999999998,11.0,,5.0,34.39999999999998,0.62,25.0
26,539.61,3.917,11,107,438159113,-52946685,3.917,2023-06-09 16:57:37,34.39999999999998,11.0,,5.0,34.39999999999998,0.66,25.0
26,543.7,3.917,11,107,438159205,-52947215,3.917,2023-06-09 16:57:38,34.39999999999998,11.0,,5.0,34.39999999999998,0.68,25.0
27,547.74,3.941,11,106,438159332,-52947731,3.941,2023-06-09 16:57:39,34.39999999999998,11.0,,5.0,34.39999999999998,0.67,25.0
27,551.38,3.82,11,105,438159432,-52948202,3.82,2023-06-09 16:57:40,34.39999999999998,11.0,,5.0,34.39999999999998,0.66,25.0
