distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,temperature,calories,heart_rate,altitude,enhanced_altitude,ascent,descent,grade,battery_soc
3690.16,1.528,4,438314104,-53202536,1.528,2023-10-28 07:39:22,16.0,336.0,180.0,183.39999999999998,183.39999999999998,160.0,16.0,11.67,
3691.84,1.528,4,438314286,-53202576,1.528,2023-10-28 07:39:23,16.0,336.0,180.0,183.60000000000002,183.60000000000002,161.0,16.0,11.75,
3693.73,1.547,4,438314507,-53202654,1.547,2023-10-28 07:39:24,16.0,337.0,181.0,184.0,184.0,161.0,16.0,11.86,
3695.56,1.611,4,438314695,-53202735,1.611,2023-10-28 07:39:25,16.0,337.0,182.0,184.20000000000005,184.20000000000005,161.0,16.0,12.06,
3697.06,1.609,4,438314831,-53202774,1.609,2023-10-28 07:39:26,16.0,337.0,182.0,184.39999999999998,184.39999999999998,161.0,16.0,12.3,
3698.38,1.547,4,438314970,-53202799,1.547,2023-10-28 07:39:27,16.0,338.0,182.0,184.60000000000002,184.60000000000002,161.0,16.0,12.51,
3699.95,1.547,4,438315148,-53202878,1.547,2023-10-28 07:39:28,16.0,338.0,182.0,184.79999999999995,184.79999999999995,162.0,16.0,12.63,
3701.16,1.547,4,438315240,-53202935,1.547,2023-10-28 07:39:29,16.0,338.0,182.0,185.0,185.0,162.0,16.0,12.54,
3702.52,1.528,4,438315377,-53202997,1.528,2023-10-28 07:39:30,16.0,339.0,183.0,185.20000000000005,185.20000000000005,162.0,16.0,12.3,
3703.9,1.528,4,438315514,-53203053,1.528,2023-10-28 07:39:31,16.0,339.0,182.0,185.39999999999998,185.39999999999998,162.0,16.0,12.0,
3705.59,1.528,4,438315696,-53203093,1.528,2023-10-28 07:39:32,16.0,339.0,181.0,185.60000000000002,185.60000000000002,163.0,16.0,11.85,
3707.26,1.526,4,438315878,-53203116,1.526,2023-10-28 07:39:33,16.0,340.0,181.0,186.0,186.0,163.0,16.0,11.96,
3708.95,1.472,4,438316061,-53203156,1.472,2023-10-28 07:39:34,16.0,340.0,181.0,186.0,186.0,163.0,16.0,12.12,
3710.46,1.472,4,438316242,-53203195,1.472,2023-10-28 07:39:35,16.0,340.0,182.0,186.20000000000005,186.20000000000005,163.0,16.0,12.14,
3711.78,1.472,4,438316381,-53203210,1.472,2023-10-28 07:39:36,16.0,341.0,181.0,186.39999999999998,186.39999999999998,163.0,16.0,12.01,
3713.46,1.472,4,438316560,-53203170,1.472,2023-10-28 07:39:37,16.0,341.0,180.0,186.39999999999998,186.39999999999998,164.0,16.0,11.7,
3714.97,1.472,4,438316699,-53203133,1.472,2023-10-28 07:39:38,16.0,341.0,180.0,186.60000000000002,186.60000000000002,164.0,16.0,11.24,
3716.45,1.473,4,438316878,-53203156,1.473,2023-10-28 07:39:39,16.0,342.0,180.0,186.79999999999995,186.79999999999995,164.0,16.0,10.69,
3717.99,1.5,4,438317016,-53203212,1.5,2023-10-28 07:39:40,16.0,342.0,179.0,187.0,187.0,164.0,16.0,10.13,
3719.5,1.51,4,438317199,-53203236,1.51,2023-10-28 07:39:41,16.0,342.0,180.0,187.20000000000005,187.20000000000005,164.0,16.0,9.68,
3721.21,1.547,4,438317380,-53203293,1.547,2023-10-28 07:39:42,16.0,343.0,181.0,187.39999999999998,187.39999999999998,164.0,16.0,9.49,
3722.76,1.546,4,438317517,-53203349,1.546,2023-10-28 07:39:43,16.0,343.0,181.0,187.60000000000002,187.60000000000002,165.0,16.0,9.71,
3724.42,1.508,4,438317698,-53203371,1.508,2023-10-28 07:39:44,16.0,343.0,180.0,187.79999999999995,187.79999999999995,165.0,16.0,10.13,
3725.74,1.51,4,438317837,-53203389,1.51,2023-10-28 07:39:45,16.0,344.0,180.0,188.0,188.0,165.0,16.0,10.47,
3727.39,1.546,4,438318017,-53203410,1.546,2023-10-28 07:39:46,16.0,344.0,180.0,188.20000000000005,188.20000000000005,165.0,16.0,10.73,
3728.86,1.508,4,438318198,-53203412,1.508,2023-10-28 07:39:47,16.0,344.0,180.0,188.39999999999998,188.39999999999998,165.0,16.0,10.94,
3730.19,1.5,4,438318333,-53203453,1.5,2023-10-28 07:39:48,16.0,345.0,181.0,188.60000000000002,188.60000000000002,165.0,16.0,11.17,
3731.45,1.508,4,438318425,-53203531,1.508,2023-10-28 07:39:49,16.0,345.0,181.0,188.79999999999995,188.79999999999995,166.0,16.0,11.43,
3732.8,1.508,4,438318563,-53203570,1.508,2023-10-28 07:39:50,16.0,345.0,181.0,189.0,189.0,166.0,16.0,11.71,
3734.08,1.508,4,438318698,-53203587,1.508,2023-10-28 07:39:51,16.0,346.0,181.0,189.20000000000005,189.20000000000005,166.0,16.0,12.02,
3735.41,1.506,4,438318838,-53203611,1.506,2023-10-28 07:39:52,16.0,346.0,181.0,189.39999999999998,189.39999999999998,166.0,16.0,12.27,
3736.91,1.444,4,438319018,-53203649,1.444,2023-10-28 07:39:53,16.0,346.0,181.0,189.60000000000002,189.60000000000002,167.0,16.0,12.41,
3738.57,1.446,4,438319199,-53203650,1.446,2023-10-28 07:39:54,16.0,347.0,181.0,189.79999999999995,189.79999999999995,167.0,16.0,12.4,
3740.06,1.492,4,438319338,-53203665,1.492,2023-10-28 07:39:55,16.0,347.0,181.0,190.0,190.0,167.0,16.0,12.19,
3741.57,1.492,4,438319519,-53203626,1.492,2023-10-28 07:39:56,16.0,347.0,181.0,190.20000000000005,190.20000000000005,167.0,16.0,11.86,
3742.88,1.492,4,438319656,-53203610,1.492,2023-10-28 07:39:57,16.0,348.0,182.0,190.20000000000005,190.20000000000005,167.0,16.0,11.52,
3744.35,1.509,4,438319793,-53203610,1.509,2023-10-28 07:39:58,16.0,348.0,181.0,190.39999999999998,190.39999999999998,167.0,16.0,11.22,
3745.79,1.536,5,438319969,-53203610,1.536,2023-10-28 07:39:59,16.0,348.0,182.0,190.60000000000002,190.60000000000002,168.0,16.0,10.99,
3747.14,1.508,5,438320110,-53203588,1.508,2023-10-28 07:40:00,16.0,349.0,182.0,190.79999999999995,190.79999999999995,168.0,16.0,10.92,
3748.62,1.491,5,438320248,-53203609,1.491,2023-10-28 07:40:01,16.0,349.0,181.0,191.20000000000005,191.20000000000005,168.0,16.0,11.04,
3749.92,1.481,5,438320428,-53203586,1.481,2023-10-28 07:40:02,16.0,349.0,182.0,191.39999999999998,191.39999999999998,168.0,16.0,11.27,
3751.42,1.492,5,438320566,-53203568,1.492,2023-10-28 07:40:03,16.0,350.0,182.0,191.60000000000002,191.60000000000002,168.0,16.0,11.54,
3753.11,1.492,5,438320747,-53203528,1.492,2023-10-28 07:40:04,16.0,350.0,182.0,191.79999999999995,191.79999999999995,169.0,16.0,11.82,
3754.64,1.492,5,438320883,-53203466,1.492,2023-10-28 07:40:05,16.0,350.0,182.0,192.0,192.0,169.0,16.0,12.02,
3756.01,1.492,4,438321022,-53203408,1.492,2023-10-28 07:40:06,16.0,351.0,183.0,192.20000000000005,192.20000000000005,169.0,16.0,12.21,
3757.37,1.491,4,438321201,-53203347,1.491,2023-10-28 07:40:07,16.0,351.0,183.0,192.39999999999998,192.39999999999998,169.0,16.0,12.42,
3758.69,1.482,4,438321338,-53203329,1.482,2023-10-28 07:40:08,16.0,351.0,184.0,192.60000000000002,192.60000000000002,170.0,16.0,12.58,
3760.26,1.519,4,438321478,-53203265,1.519,2023-10-28 07:40:09,16.0,352.0,184.0,192.79999999999995,192.79999999999995,170.0,16.0,12.69,
3762.01,1.481,4,438321658,-53203191,1.481,2023-10-28 07:40:10,16.0,352.0,184.0,193.0,193.0,170.0,16.0,12.85,
3763.81,1.48,4,438321838,-53203091,1.48,2023-10-28 07:40:11,16.0,352.0,184.0,193.39999999999998,193.39999999999998,170.0,16.0,13.09,
3765.14,1.472,4,438321975,-53203052,1.472,2023-10-28 07:40:12,16.0,353.0,185.0,193.60000000000002,193.60000000000002,170.0,16.0,13.3,
3766.44,1.468,4,438322112,-53203052,1.468,2023-10-28 07:40:13,16.0,353.0,185.0,193.79999999999995,193.79999999999995,171.0,16.0,13.49,
3767.56,1.332,5,438322249,-53203051,1.332,2023-10-28 07:40:14,16.0,353.0,186.0,194.0,194.0,171.0,16.0,13.7,
3768.88,1.297,5,438322384,-53203011,1.297,2023-10-28 07:40:15,16.0,354.0,187.0,194.39999999999998,194.39999999999998,171.0,16.0,13.97,
3770.38,1.297,5,438322517,-53202956,1.297,2023-10-28 07:40:16,16.0,354.0,186.0,194.60000000000002,194.60000000000002,171.0,16.0,14.32,
3771.55,1.299,4,438322659,-53202956,1.299,2023-10-28 07:40:17,16.0,354.0,186.0,194.79999999999995,194.79999999999995,172.0,16.0,14.78,
3772.84,1.334,4,438322794,-53202974,1.334,2023-10-28 07:40:18,16.0,355.0,187.0,195.0,195.0,172.0,16.0,15.29,
3774.22,1.359,4,438322933,-53203034,1.359,2023-10-28 07:40:19,16.0,355.0,187.0,195.20000000000005,195.20000000000005,172.0,16.0,15.81,
3775.7,1.306,4,438323114,-53203012,1.306,2023-10-28 07:40:20,16.0,355.0,186.0,195.60000000000002,195.60000000000002,172.0,16.0,16.28,
3777.02,1.306,4,438323251,-53202995,1.306,2023-10-28 07:40:21,16.0,356.0,186.0,195.79999999999995,195.79999999999995,173.0,16.0,16.58,
3778.49,1.306,4,438323387,-53202996,1.306,2023-10-28 07:40:22,16.0,356.0,187.0,196.0,196.0,173.0,16.0,16.52,
3779.79,1.316,5,438323524,-53203012,1.316,2023-10-28 07:40:23,16.0,356.0,187.0,196.20000000000005,196.20000000000005,173.0,16.0,16.11,
3781.09,1.361,5,438323662,-53203012,1.361,2023-10-28 07:40:24,16.0,357.0,187.0,196.20000000000005,196.20000000000005,173.0,16.0,15.47,
3782.57,1.361,5,438323843,-53203012,1.361,2023-10-28 07:40:25,16.0,357.0,188.0,196.39999999999998,196.39999999999998,173.0,16.0,14.84,
3783.87,1.37,5,438323979,-53202994,1.37,2023-10-28 07:40:26,16.0,357.0,189.0,196.79999999999995,196.79999999999995,174.0,16.0,14.34,
3785.17,1.389,5,438324115,-53202972,1.389,2023-10-28 07:40:27,16.0,358.0,189.0,197.0,197.0,174.0,16.0,13.98,
3786.64,1.389,5,438324252,-53202973,1.389,2023-10-28 07:40:28,16.0,358.0,188.0,197.20000000000005,197.20000000000005,174.0,16.0,13.81,
3788.11,1.389,5,438324429,-53203012,1.389,2023-10-28 07:40:29,16.0,358.0,187.0,197.39999999999998,197.39999999999998,174.0,16.0,13.93,
3789.65,1.389,5,438324571,-53203037,1.389,2023-10-28 07:40:30,16.0,359.0,188.0,197.79999999999995,197.79999999999995,175.0,16.0,14.33,
3791.2,1.397,5,438324754,-53203092,1.397,2023-10-28 07:40:31,16.0,359.0,188.0,198.0,198.0,175.0,16.0,14.89,
3792.84,1.397,5,438324932,-53203092,1.397,2023-10-28 07:40:32,16.0,359.0,188.0,198.20000000000005,198.20000000000005,175.0,16.0,15.45,
3794.16,1.39,4,438325071,-53203115,1.39,2023-10-28 07:40:33,16.0,360.0,188.0,198.60000000000002,198.60000000000002,175.0,16.0,15.99,
3795.46,1.416,4,438325207,-53203132,1.416,2023-10-28 07:40:34,16.0,360.0,188.0,198.79999999999995,198.79999999999995,176.0,16.0,16.42,
3796.95,1.389,4,438325346,-53203134,1.389,2023-10-28 07:40:35,16.0,361.0,187.0,199.20000000000005,199.20000000000005,176.0,16.0,16.73,
3798.48,1.39,4,438325526,-53203196,1.39,2023-10-28 07:40:36,16.0,361.0,189.0,199.39999999999998,199.39999999999998,176.0,16.0,16.98,
3799.81,1.419,4,438325661,-53203235,1.419,2023-10-28 07:40:37,16.0,361.0,190.0,199.60000000000002,199.60000000000002,176.0,16.0,17.11,
3800.99,1.477,4,438325758,-53203268,1.477,2023-10-28 07:40:38,16.0,362.0,189.0,199.79999999999995,199.79999999999995,177.0,16.0,17.15,
3802.26,1.417,4,438325936,-53203270,1.417,2023-10-28 07:40:39,16.0,362.0,189.0,200.20000000000005,200.20000000000005,177.0,16.0,17.14,
3803.59,1.435,4,438326072,-53203309,1.435,2023-10-28 07:40:40,16.0,362.0,189.0,200.39999999999998,200.39999999999998,177.0,16.0,17.05,
3805.09,1.415,4,438326208,-53203349,1.415,2023-10-28 07:40:41,16.0,363.0,189.0,200.60000000000002,200.60000000000002,177.0,16.0,16.77,
3806.41,1.367,4,438326347,-53203373,1.367,2023-10-28 07:40:42,15.0,363.0,189.0,200.79999999999995,200.79999999999995,178.0,16.0,16.3,
3807.59,1.325,4,438326480,-53203430,1.325,2023-10-28 07:40:43,15.0,363.0,188.0,201.0,201.0,178.0,16.0,15.66,
3808.8,1.325,4,438326573,-53203492,1.325,2023-10-28 07:40:44,15.0,364.0,188.0,201.20000000000005,201.20000000000005,178.0,16.0,14.96,
3810.15,1.314,4,438326709,-53203547,1.314,2023-10-28 07:40:45,15.0,364.0,189.0,201.39999999999998,201.39999999999998,178.0,16.0,14.46,
3811.26,1.314,4,438326845,-53203548,1.314,2023-10-28 07:40:46,15.0,364.0,188.0,201.79999999999995,201.79999999999995,179.0,16.0,14.3,
3812.37,1.314,4,438326980,-53203571,1.314,2023-10-28 07:40:47,15.0,365.0,188.0,202.0,202.0,179.0,16.0,14.42,
3813.71,1.314,4,438327117,-53203612,1.314,2023-10-28 07:40:48,15.0,365.0,190.0,202.20000000000005,202.20000000000005,179.0,16.0,14.74,
3814.82,1.314,4,438327209,-53203693,1.314,2023-10-28 07:40:49,15.0,365.0,191.0,202.39999999999998,202.39999999999998,179.0,16.0,15.28,
3816.34,1.325,4,438327343,-53203832,1.325,2023-10-28 07:40:50,15.0,366.0,192.0,202.79999999999995,202.79999999999995,180.0,16.0,15.97,
3817.97,1.325,4,438327387,-53204027,1.325,2023-10-28 07:40:51,15.0,366.0,191.0,203.0,203.0,180.0,16.0,16.68,
3819.5,1.314,5,438327431,-53204230,1.314,2023-10-28 07:40:52,15.0,366.0,191.0,203.20000000000005,203.20000000000005,180.0,16.0,17.2,
3820.74,1.314,5,438327386,-53204388,1.314,2023-10-28 07:40:53,15.0,367.0,192.0,203.39999999999998,203.39999999999998,180.0,16.0,17.27,
3821.99,1.306,5,438327342,-53204548,1.306,2023-10-28 07:40:54,15.0,367.0,192.0,203.60000000000002,203.60000000000002,181.0,16.0,16.77,
3823.2,1.306,5,438327342,-53204708,1.306,2023-10-28 07:40:55,15.0,368.0,191.0,203.60000000000002,203.60000000000002,181.0,16.0,15.86,
3824.41,1.306,5,438327345,-53204866,1.306,2023-10-28 07:40:56,15.0,368.0,189.0,203.60000000000002,203.60000000000002,181.0,16.0,14.58,
3825.64,1.314,5,438327433,-53205004,1.314,2023-10-28 07:40:57,15.0,368.0,188.0,203.79999999999995,203.79999999999995,181.0,16.0,12.91,
3826.99,1.314,5,438327529,-53205128,1.314,2023-10-28 07:40:58,15.0,369.0,188.0,203.79999999999995,203.79999999999995,181.0,16.0,10.98,
3828.67,1.339,5,438327667,-53205266,1.339,2023-10-28 07:40:59,15.0,369.0,188.0,203.79999999999995,203.79999999999995,181.0,16.0,8.84,
3831.36,2.156,5,438327897,-53205464,2.156,2023-10-28 07:41:00,15.0,369.0,190.0,203.60000000000002,203.60000000000002,181.0,16.0,6.54,
3834.51,2.965,5,438328207,-53205635,2.965,2023-10-28 07:41:01,15.0,370.0,191.0,203.20000000000005,203.20000000000005,181.0,16.0,3.93,
3838.94,3.866,5,438328677,-53205715,3.866,2023-10-28 07:41:02,15.0,370.0,190.0,203.0,203.0,181.0,16.0,0.67,
3843.77,4.729,5,438329224,-53205736,4.729,2023-10-28 07:41:03,15.0,370.0,189.0,202.60000000000002,202.60000000000002,181.0,16.0,-2.72,
3848.98,5.186,5,438329773,-53205697,5.186,2023-10-28 07:41:04,15.0,371.0,188.0,202.39999999999998,202.39999999999998,181.0,16.0,-5.41,
3854.54,5.191,5,438330366,-53205699,5.191,2023-10-28 07:41:05,15.0,371.0,187.0,202.0,202.0,181.0,16.0,-6.92,
3859.92,5.318,5,438330956,-53205754,5.318,2023-10-28 07:41:06,15.0,371.0,185.0,201.79999999999995,201.79999999999995,181.0,17.0,-7.27,
3865.05,5.108,5,438331499,-53205752,5.108,2023-10-28 07:41:07,15.0,372.0,184.0,201.60000000000002,201.60000000000002,181.0,17.0,-6.91,
3870.15,4.714,5,438332051,-53205668,4.714,2023-10-28 07:41:08,15.0,372.0,184.0,201.39999999999998,201.39999999999998,181.0,17.0,-6.25,
3874.51,4.681,5,438332502,-53205528,4.681,2023-10-28 07:41:09,15.0,372.0,183.0,201.39999999999998,201.39999999999998,181.0,18.0,-5.48,
3878.3,3.993,5,438332858,-53205314,3.993,2023-10-28 07:41:10,15.0,373.0,183.0,201.60000000000002,201.60000000000002,181.0,18.0,-4.59,
3881.26,3.006,4,438333128,-53205078,3.006,2023-10-28 07:41:11,15.0,373.0,181.0,201.60000000000002,201.60000000000002,181.0,18.0,-3.58,
3883.7,2.514,4,438333355,-53204896,2.514,2023-10-28 07:41:12,15.0,373.0,180.0,201.79999999999995,201.79999999999995,181.0,18.0,-2.51,
3885.75,2.131,5,438333531,-53204764,2.131,2023-10-28 07:41:13,15.0,374.0,180.0,202.0,202.0,181.0,18.0,-1.11,
3887.78,1.931,4,438333671,-53204579,1.931,2023-10-28 07:41:14,15.0,374.0,179.0,202.20000000000005,202.20000000000005,181.0,18.0,0.0,64.0
3889.48,1.73,4,438333812,-53204443,1.73,2023-10-28 07:41:15,15.0,374.0,178.0,202.39999999999998,202.39999999999998,181.0,18.0,0.89,
3891.21,1.741,5,438333995,-53204378,1.741,2023-10-28 07:41:16,15.0,375.0,178.0,202.60000000000002,202.60000000000002,182.0,18.0,2.87,
3892.91,2.125,5,438334172,-53204260,2.125,2023-10-28 07:41:17,15.0,375.0,179.0,202.79999999999995,202.79999999999995,182.0,18.0,4.47,
3894.57,1.93,5,438334309,-53204122,1.93,2023-10-28 07:41:18,15.0,375.0,178.0,203.0,203.0,182.0,18.0,5.99,
3896.33,1.741,5,438334446,-53203940,1.741,2023-10-28 07:41:19,15.0,376.0,178.0,203.20000000000005,203.20000000000005,182.0,18.0,7.22,
3898.06,1.731,5,438334577,-53203809,1.731,2023-10-28 07:41:20,15.0,376.0,178.0,203.20000000000005,203.20000000000005,182.0,18.0,8.03,
3899.78,1.722,5,438334719,-53203662,1.722,2023-10-28 07:41:21,15.0,376.0,178.0,203.60000000000002,203.60000000000002,183.0,18.0,8.39,
3901.3,1.701,5,438334853,-53203526,1.701,2023-10-28 07:41:22,15.0,377.0,178.0,203.79999999999995,203.79999999999995,183.0,18.0,8.57,
3902.94,1.647,5,438334946,-53203366,1.647,2023-10-28 07:41:23,15.0,377.0,177.0,204.0,204.0,183.0,18.0,8.76,
3904.59,1.639,4,438335083,-53203230,1.639,2023-10-28 07:41:24,15.0,377.0,176.0,204.20000000000005,204.20000000000005,183.0,18.0,9.01,
3905.79,1.631,4,438335220,-53203130,1.631,2023-10-28 07:41:25,15.0,378.0,174.0,204.20000000000005,204.20000000000005,183.0,18.0,9.35,
3907.14,1.63,4,438335354,-53203072,1.63,2023-10-28 07:41:26,15.0,378.0,173.0,204.39999999999998,204.39999999999998,184.0,18.0,9.58,
3908.36,1.619,4,438335443,-53202995,1.619,2023-10-28 07:41:27,15.0,378.0,173.0,204.39999999999998,204.39999999999998,184.0,18.0,9.47,
3910.2,1.619,4,438335632,-53202916,1.619,2023-10-28 07:41:28,15.0,379.0,173.0,204.39999999999998,204.39999999999998,184.0,18.0,8.94,
3911.85,1.619,4,438335813,-53202914,1.619,2023-10-28 07:41:29,15.0,379.0,174.0,204.60000000000002,204.60000000000002,184.0,18.0,8.13,
3913.58,1.62,4,438335998,-53202875,1.62,2023-10-28 07:41:30,15.0,379.0,173.0,204.60000000000002,204.60000000000002,184.0,18.0,7.11,
3915.79,1.646,4,438336226,-53202852,1.646,2023-10-28 07:41:31,15.0,379.0,173.0,204.60000000000002,204.60000000000002,184.0,18.0,5.94,
3918.01,2.06,5,438336497,-53202834,2.06,2023-10-28 07:41:32,15.0,380.0,173.0,204.60000000000002,204.60000000000002,184.0,18.0,4.79,
3920.26,1.725,4,438336723,-53202773,1.725,2023-10-28 07:41:33,15.0,380.0,172.0,204.60000000000002,204.60000000000002,184.0,18.0,3.84,
3922.48,1.825,4,438336950,-53202756,1.825,2023-10-28 07:41:34,15.0,380.0,171.0,204.79999999999995,204.79999999999995,184.0,18.0,3.13,
3924.31,1.825,5,438337131,-53202756,1.825,2023-10-28 07:41:35,15.0,381.0,171.0,204.79999999999995,204.79999999999995,184.0,18.0,2.61,
3925.65,1.826,5,438337272,-53202732,1.826,2023-10-28 07:41:36,15.0,381.0,171.0,204.79999999999995,204.79999999999995,184.0,18.0,2.23,
3927.15,1.855,5,438337451,-53202692,1.855,2023-10-28 07:41:37,15.0,381.0,169.0,204.79999999999995,204.79999999999995,184.0,18.0,1.99,
3929.02,1.91,5,438337634,-53202653,1.91,2023-10-28 07:41:38,15.0,382.0,168.0,204.79999999999995,204.79999999999995,184.0,18.0,1.87,
3931.05,1.955,4,438337859,-53202614,1.955,2023-10-28 07:41:39,15.0,382.0,167.0,205.0,205.0,184.0,18.0,1.82,
3932.77,2.028,4,438338044,-53202599,2.028,2023-10-28 07:41:40,15.0,382.0,167.0,205.0,205.0,184.0,18.0,1.8,
3934.65,2.028,4,438338230,-53202637,2.028,2023-10-28 07:41:41,15.0,382.0,167.0,205.0,205.0,184.0,18.0,1.72,
3936.86,2.028,5,438338500,-53202635,2.028,2023-10-28 07:41:42,15.0,383.0,167.0,205.0,205.0,184.0,18.0,1.57,
3939.08,2.027,5,438338726,-53202595,2.027,2023-10-28 07:41:43,15.0,383.0,167.0,205.0,205.0,184.0,18.0,1.46,
3941.17,2.001,5,438338953,-53202533,2.001,2023-10-28 07:41:44,15.0,383.0,166.0,205.20000000000005,205.20000000000005,185.0,18.0,1.43,
3943.06,2.028,4,438339138,-53202493,2.028,2023-10-28 07:41:45,15.0,384.0,165.0,205.20000000000005,205.20000000000005,185.0,18.0,1.5,
3945.1,2.028,4,438339363,-53202455,2.028,2023-10-28 07:41:46,15.0,384.0,165.0,205.20000000000005,205.20000000000005,185.0,18.0,1.6,
3946.96,2.028,4,438339547,-53202455,2.028,2023-10-28 07:41:47,15.0,384.0,165.0,205.20000000000005,205.20000000000005,185.0,18.0,1.73,
3948.99,2.028,4,438339774,-53202456,2.028,2023-10-28 07:41:48,15.0,384.0,166.0,205.20000000000005,205.20000000000005,185.0,18.0,1.85,
3951.04,2.048,4,438340004,-53202476,2.048,2023-10-28 07:41:49,15.0,385.0,166.0,205.39999999999998,205.39999999999998,185.0,18.0,2.01,
3953.46,2.056,5,438340276,-53202435,2.056,2023-10-28 07:41:50,15.0,385.0,165.0,205.39999999999998,205.39999999999998,185.0,18.0,2.21,
3955.73,2.056,5,438340502,-53202371,2.056,2023-10-28 07:41:51,15.0,385.0,165.0,205.60000000000002,205.60000000000002,185.0,18.0,2.45,
3958.12,2.056,5,438340731,-53202252,2.056,2023-10-28 07:41:52,15.0,386.0,165.0,205.79999999999995,205.79999999999995,185.0,18.0,2.77,
3960.64,2.071,4,438341004,-53202156,2.071,2023-10-28 07:41:53,15.0,386.0,165.0,205.79999999999995,205.79999999999995,185.0,18.0,3.16,
3962.94,2.242,4,438341232,-53202076,2.242,2023-10-28 07:41:54,15.0,386.0,165.0,206.0,206.0,185.0,18.0,3.61,
3965.22,2.243,4,438341457,-53201996,2.243,2023-10-28 07:41:55,15.0,387.0,165.0,206.0,206.0,185.0,18.0,4.09,
3967.57,2.286,4,438341687,-53201893,2.286,2023-10-28 07:41:56,15.0,387.0,164.0,206.20000000000005,206.20000000000005,185.0,18.0,4.49,
3970.03,2.297,4,438341959,-53201756,2.297,2023-10-28 07:41:57,15.0,387.0,164.0,206.39999999999998,206.39999999999998,186.0,18.0,4.73,
3972.43,2.297,4,438342188,-53201639,2.297,2023-10-28 07:41:58,15.0,387.0,164.0,206.39999999999998,206.39999999999998,186.0,18.0,4.86,
3974.69,2.297,4,438342415,-53201577,2.297,2023-10-28 07:41:59,15.0,388.0,164.0,206.60000000000002,206.60000000000002,186.0,18.0,4.9,
3976.91,2.286,5,438342642,-53201537,2.286,2023-10-28 07:42:00,15.0,388.0,164.0,206.79999999999995,206.79999999999995,186.0,18.0,4.91,
3979.07,2.286,5,438342903,-53201483,2.286,2023-10-28 07:42:01,15.0,388.0,164.0,206.79999999999995,206.79999999999995,186.0,18.0,4.92,
3981.58,2.333,5,438343141,-53201442,2.333,2023-10-28 07:42:02,15.0,389.0,164.0,207.0,207.0,186.0,18.0,4.93,
3983.88,2.333,5,438343401,-53201442,2.333,2023-10-28 07:42:03,15.0,389.0,162.0,207.0,207.0,186.0,18.0,4.89,
3986.13,2.27,5,438343631,-53201481,2.27,2023-10-28 07:42:04,15.0,389.0,161.0,207.20000000000005,207.20000000000005,186.0,18.0,4.82,
3988.46,2.231,5,438343914,-53201483,2.231,2023-10-28 07:42:05,15.0,389.0,161.0,207.39999999999998,207.39999999999998,187.0,18.0,4.75,
3990.51,2.231,5,438344100,-53201502,2.231,2023-10-28 07:42:06,15.0,390.0,162.0,207.39999999999998,207.39999999999998,187.0,18.0,4.68,
3992.77,2.231,5,438344371,-53201563,2.231,2023-10-28 07:42:07,15.0,390.0,163.0,207.60000000000002,207.60000000000002,187.0,18.0,4.62,
3995.02,2.231,5,438344600,-53201603,2.231,2023-10-28 07:42:08,15.0,390.0,163.0,207.79999999999995,207.79999999999995,187.0,18.0,4.65,
3997.24,2.232,5,438344825,-53201643,2.232,2023-10-28 07:42:09,15.0,391.0,164.0,207.79999999999995,207.79999999999995,187.0,18.0,4.77,
3999.53,2.269,5,438345057,-53201699,2.269,2023-10-28 07:42:10,15.0,391.0,163.0,208.0,208.0,187.0,18.0,5.0,
4001.92,2.269,5,438345327,-53201722,2.269,2023-10-28 07:42:11,15.0,391.0,163.0,208.20000000000005,208.20000000000005,187.0,18.0,5.32,
4004.16,2.269,5,438345556,-53201740,2.269,2023-10-28 07:42:12,15.0,391.0,163.0,208.39999999999998,208.39999999999998,187.0,18.0,5.6,
4006.52,2.269,5,438345820,-53201801,2.269,2023-10-28 07:42:13,15.0,392.0,162.0,208.39999999999998,208.39999999999998,188.0,18.0,5.72,
4008.78,2.278,5,438346048,-53201858,2.278,2023-10-28 07:42:14,15.0,392.0,162.0,208.39999999999998,208.39999999999998,188.0,18.0,5.65,
4011.08,2.278,5,438346283,-53201898,2.278,2023-10-28 07:42:15,15.0,392.0,162.0,208.60000000000002,208.60000000000002,188.0,18.0,5.37,
4012.91,2.278,5,438346506,-53201920,2.278,2023-10-28 07:42:16,15.0,392.0,162.0,208.60000000000002,208.60000000000002,188.0,18.0,4.95,
4014.6,2.276,5,438346690,-53201935,2.276,2023-10-28 07:42:17,15.0,393.0,162.0,208.79999999999995,208.79999999999995,188.0,18.0,4.46,
4016.23,2.231,5,438346863,-53201881,2.231,2023-10-28 07:42:18,15.0,393.0,162.0,208.79999999999995,208.79999999999995,188.0,18.0,3.98,
4018.41,2.064,5,438347051,-53201800,2.064,2023-10-28 07:42:19,15.0,393.0,163.0,209.0,209.0,188.0,18.0,3.64,
4020.53,2.064,5,438347282,-53201736,2.064,2023-10-28 07:42:20,15.0,394.0,163.0,209.0,209.0,188.0,18.0,3.47,
4022.86,2.064,5,438347513,-53201655,2.064,2023-10-28 07:42:21,15.0,394.0,164.0,209.20000000000005,209.20000000000005,188.0,18.0,3.48,
4025.33,2.064,5,438347785,-53201576,2.064,2023-10-28 07:42:22,15.0,394.0,165.0,209.20000000000005,209.20000000000005,189.0,18.0,3.66,
