distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,temperature,calories,heart_rate,altitude,enhanced_altitude,ascent,descent,grade,battery_soc
0.0,0.0,25,438135786,-52888917,0.0,2023-10-28 07:06:19,,,,,,,,,
0.0,0.0,40,438136976,-52890210,0.0,2023-10-28 07:06:39,20.0,,,,,,,,
0.04,0.074,39,438137200,-52890093,0.074,2023-10-28 07:06:40,20.0,,,,,,,,
1.41,2.283,38,438137334,-52890042,2.283,2023-10-28 07:06:41,20.0,,,,,,,,
2.33,2.194,37,438137382,-52890135,2.194,2023-10-28 07:06:42,20.0,,,,,,,,
3.47,2.198,36,438137519,-52890155,2.198,2023-10-28 07:06:43,20.0,,,,,,,,
5.01,2.29,34,438137656,-52890093,2.29,2023-10-28 07:06:44,20.0,,,,,,,,
6.37,2.413,34,438137792,-52890038,2.413,2023-10-28 07:06:45,20.0,,,,,,,,
7.49,2.536,33,438137929,-52890041,2.536,2023-10-28 07:06:46,20.0,,,,,,,,
8.98,2.536,32,438138066,-52890138,2.536,2023-10-28 07:06:47,20.0,,,,,,,,
10.23,2.533,32,438138201,-52890214,2.533,2023-10-28 07:06:48,20.0,,,,,,,,
11.34,2.456,34,438138293,-52890214,2.456,2023-10-28 07:06:49,20.0,,,,,,,,
12.5,2.536,35,438138433,-52890191,2.536,2023-10-28 07:06:50,20.0,,,,,,,,
13.76,2.519,35,438138561,-52890095,2.519,2023-10-28 07:06:51,20.0,,,,,,,,
13.76,1.837,40,438138550,-52890103,1.837,2023-10-28 07:06:52,20.0,,,,,,,,
13.76,0.0,40,438138378,-52890218,0.0,2023-10-28 07:06:53,20.0,,,,,,,,
13.76,0.0,39,438138332,-52890361,0.0,2023-10-28 07:06:54,20.0,,,,,,,,
13.79,0.078,39,438138292,-52890453,0.078,2023-10-28 07:06:55,20.0,,,,,,,,
14.53,2.083,38,438138382,-52890453,2.083,2023-10-28 07:06:56,20.0,,,,,,,,
15.44,2.055,38,438138472,-52890455,2.055,2023-10-28 07:06:57,20.0,,,,,,,,
15.87,2.03,38,438138513,-52890490,2.03,2023-10-28 07:06:58,20.0,,,,,,,,
16.85,2.028,37,438138564,-52890595,2.028,2023-10-28 07:06:59,20.0,,,,,,,,
18.07,2.074,37,438138705,-52890548,2.074,2023-10-28 07:07:00,20.0,,,,,,,,
20.82,3.417,39,438138933,-52890329,3.417,2023-10-28 07:07:01,20.0,,,,,,,,
23.29,3.407,39,438139157,-52890176,3.407,2023-10-28 07:07:02,20.0,,,,,,,,
24.49,3.099,39,438139291,-52890242,3.099,2023-10-28 07:07:03,20.0,,,,,,,,
25.81,2.992,38,438139337,-52890384,2.992,2023-10-28 07:07:04,20.0,,,,,,,,
27.61,2.977,38,438139379,-52890624,2.977,2023-10-28 07:07:05,20.0,,,,,,,,
30.24,2.611,37,438139323,-52890969,2.611,2023-10-28 07:07:06,20.0,,,,,,,,
49.98,2.314,34,438138925,-52893556,2.314,2023-10-28 07:07:07,20.0,,,,,,,,
53.56,2.152,32,438138740,-52894007,2.152,2023-10-28 07:07:08,20.0,,,,,,,,
53.63,0.021,30,438138651,-52894462,0.021,2023-10-28 07:07:09,20.0,,,,,,,,
56.1,0.734,29,438138608,-52894799,0.734,2023-10-28 07:07:10,20.0,,,,,,,,
56.1,0.0,28,438138652,-52895143,0.0,2023-10-28 07:07:11,20.0,,,,,,,,
56.1,0.0,26,438138652,-52895476,0.0,2023-10-28 07:07:12,20.0,,,,,,,,
56.1,0.0,25,438138654,-52895817,0.0,2023-10-28 07:07:13,20.0,,,,,,,,
56.1,0.0,24,438138697,-52896265,0.0,2023-10-28 07:07:14,20.0,,,,,,,,
56.1,0.0,23,438138651,-52896523,0.0,2023-10-28 07:07:15,20.0,,,,,,,,
56.14,1.026,12,438138020,-52900160,1.026,2023-10-28 07:07:47,20.0,0.0,115.0,,,,,,
57.34,0.725,12,438138155,-52900219,0.725,2023-10-28 07:07:48,20.0,0.0,114.0,,,,,,
58.49,0.806,11,438138244,-52900319,0.806,2023-10-28 07:07:49,20.0,0.0,114.0,,,,,,
59.92,0.808,11,438138380,-52900438,0.808,2023-10-28 07:07:50,20.0,0.0,114.0,,,,,,
61.49,1.161,11,438138517,-52900557,1.161,2023-10-28 07:07:51,20.0,0.0,112.0,,,,,,
62.84,1.437,11,438138658,-52900573,1.437,2023-10-28 07:07:52,20.0,0.0,111.0,,,,,,
64.31,1.047,11,438138793,-52900557,1.047,2023-10-28 07:07:53,20.0,1.0,110.0,,,,,,
65.57,1.397,12,438138926,-52900557,1.397,2023-10-28 07:07:54,20.0,1.0,109.0,,,,,,
67.06,1.409,12,438139108,-52900574,1.409,2023-10-28 07:07:55,20.0,1.0,108.0,,,,,,
68.76,1.481,13,438139294,-52900573,1.481,2023-10-28 07:07:56,20.0,1.0,108.0,,,,,,
70.47,1.536,14,438139477,-52900530,1.536,2023-10-28 07:07:57,20.0,1.0,107.0,,,,,,
72.74,1.578,14,438139659,-52900396,1.578,2023-10-28 07:07:58,20.0,1.0,105.0,,,,,,
74.67,1.664,14,438139886,-52900328,1.664,2023-10-28 07:07:59,20.0,1.0,104.0,,,,,,
77.21,1.786,14,438140066,-52900092,1.786,2023-10-28 07:08:00,20.0,2.0,104.0,,,,,,
78.5,1.79,14,438140159,-52899977,1.79,2023-10-28 07:08:01,20.0,2.0,104.0,,,,,,
79.62,2.311,14,438140297,-52899978,2.311,2023-10-28 07:08:02,20.0,2.0,104.0,,,,,,
81.29,1.688,14,438140477,-52900018,1.688,2023-10-28 07:08:03,20.0,2.0,104.0,,,,,,
83.1,2.319,14,438140663,-52900095,2.319,2023-10-28 07:08:04,20.0,2.0,104.0,,,,,,
85.31,1.953,13,438140884,-52900062,1.953,2023-10-28 07:08:05,20.0,2.0,104.0,,,,,,
86.67,2.09,13,438140928,-52900228,2.09,2023-10-28 07:08:06,20.0,2.0,104.0,,,,,,
89.65,2.158,15,438140931,-52900626,2.158,2023-10-28 07:08:07,20.0,2.0,105.0,,,,,,
92.77,2.396,15,438141019,-52901035,2.396,2023-10-28 07:08:08,20.0,3.0,105.0,,,,,,
96.48,2.586,15,438141208,-52901487,2.586,2023-10-28 07:08:09,20.0,3.0,106.0,,,,,,
99.85,2.787,14,438141390,-52901871,2.787,2023-10-28 07:08:10,20.0,3.0,107.0,,,,,,
102.53,2.93,14,438141614,-52902075,2.93,2023-10-28 07:08:11,20.0,3.0,108.0,,,,,,
104.91,2.793,13,438141705,-52902371,2.793,2023-10-28 07:08:12,20.0,3.0,109.0,,,,,,
107.52,2.74,13,438141890,-52902655,2.74,2023-10-28 07:08:13,20.0,3.0,110.0,,,,,,
111.11,2.706,13,438142118,-52903013,2.706,2023-10-28 07:08:14,20.0,4.0,112.0,,,,,,
114.27,2.822,12,438142345,-52903352,2.822,2023-10-28 07:08:15,19.0,4.0,113.0,,,,,,
117.04,2.809,12,438142481,-52903666,2.809,2023-10-28 07:08:16,19.0,4.0,115.0,,,,,,
119.74,2.786,13,438142657,-52903953,2.786,2023-10-28 07:08:17,19.0,4.0,116.0,,,,,,
123.5,2.781,12,438142891,-52904369,2.781,2023-10-28 07:08:18,19.0,4.0,116.0,,,,,,
127.94,3.191,12,438143071,-52904913,3.191,2023-10-28 07:08:19,19.0,4.0,117.0,,,,,,
133.26,3.497,12,438143210,-52905599,3.497,2023-10-28 07:08:20,19.0,4.0,117.0,,,,,,
137.24,3.629,12,438143436,-52906071,3.629,2023-10-28 07:08:21,19.0,5.0,116.0,,,,,,
139.48,3.712,12,438143575,-52906313,3.712,2023-10-28 07:08:22,19.0,5.0,116.0,,,,,,
141.99,3.416,12,438143753,-52906546,3.416,2023-10-28 07:08:23,19.0,5.0,116.0,,,,,,
143.7,3.093,12,438143887,-52906719,3.093,2023-10-28 07:08:24,19.0,5.0,116.0,,,,,,
145.74,2.746,12,438143983,-52906948,2.746,2023-10-28 07:08:25,19.0,5.0,116.0,,,,,,
148.11,2.619,13,438144160,-52907179,2.619,2023-10-28 07:08:26,19.0,5.0,115.0,,,,,,
152.08,2.532,13,438144435,-52907580,2.532,2023-10-28 07:08:27,19.0,6.0,114.0,,,,,,
156.24,3.077,13,438144751,-52907993,3.077,2023-10-28 07:08:28,19.0,6.0,113.0,,,,,,
157.96,3.347,13,438144887,-52908112,3.347,2023-10-28 07:08:29,19.0,6.0,112.0,,,,,,
159.25,3.048,13,438144978,-52908250,3.048,2023-10-28 07:08:30,19.0,6.0,111.0,35.60000000000002,35.60000000000002,,,,
160.92,2.872,13,438144940,-52908455,2.872,2023-10-28 07:08:31,19.0,6.0,111.0,35.60000000000002,35.60000000000002,,,,
163.06,3.943,13,438145115,-52908646,3.943,2023-10-28 07:08:32,19.0,6.0,111.0,35.60000000000002,35.60000000000002,0.0,0.0,0.0,
167.66,3.943,13,438145527,-52908969,3.943,2023-10-28 07:08:33,19.0,7.0,111.0,35.60000000000002,35.60000000000002,0.0,0.0,0.0,
171.53,3.806,13,438145799,-52909357,3.806,2023-10-28 07:08:34,19.0,7.0,111.0,35.60000000000002,35.60000000000002,0.0,0.0,0.0,
174.56,3.136,14,438145840,-52909758,3.136,2023-10-28 07:08:35,19.0,7.0,110.0,35.60000000000002,35.60000000000002,0.0,0.0,0.0,
177.96,3.196,14,438145752,-52910199,3.196,2023-10-28 07:08:36,19.0,7.0,110.0,35.60000000000002,35.60000000000002,0.0,0.0,0.0,
180.52,3.239,14,438145752,-52910539,3.239,2023-10-28 07:08:37,19.0,7.0,108.0,35.60000000000002,35.60000000000002,0.0,0.0,0.0,
182.48,2.918,14,438145752,-52910804,2.918,2023-10-28 07:08:38,19.0,7.0,106.0,35.799999999999955,35.799999999999955,0.0,0.0,0.0,
184.28,2.633,15,438145754,-52911042,2.633,2023-10-28 07:08:39,19.0,7.0,105.0,35.799999999999955,35.799999999999955,0.0,0.0,0.0,
185.82,2.361,16,438145796,-52911242,2.361,2023-10-28 07:08:40,19.0,8.0,103.0,35.799999999999955,35.799999999999955,0.0,0.0,0.0,
187.64,2.229,16,438145751,-52911481,2.229,2023-10-28 07:08:41,19.0,8.0,102.0,35.799999999999955,35.799999999999955,0.0,0.0,0.0,
189.53,2.144,16,438145705,-52911723,2.144,2023-10-28 07:08:42,19.0,8.0,101.0,35.799999999999955,35.799999999999955,0.0,0.0,0.0,
191.51,2.102,16,438145661,-52911980,2.102,2023-10-28 07:08:43,19.0,8.0,101.0,35.799999999999955,35.799999999999955,0.0,0.0,0.0,
193.89,2.17,15,438145663,-52912298,2.17,2023-10-28 07:08:44,19.0,8.0,101.0,35.799999999999955,35.799999999999955,0.0,0.0,0.74,
196.49,2.278,15,438145710,-52912635,2.278,2023-10-28 07:08:45,19.0,8.0,101.0,36.0,36.0,0.0,0.0,1.03,
198.81,2.299,15,438145798,-52912933,2.299,2023-10-28 07:08:46,19.0,8.0,100.0,36.0,36.0,0.0,0.0,1.06,
200.27,2.313,15,438145797,-52913125,2.313,2023-10-28 07:08:47,19.0,8.0,100.0,36.0,36.0,0.0,0.0,1.07,
201.99,2.155,14,438145752,-52913352,2.155,2023-10-28 07:08:48,19.0,9.0,100.0,36.0,36.0,0.0,0.0,1.06,
204.76,2.045,14,438145751,-52913725,2.045,2023-10-28 07:08:49,19.0,9.0,100.0,36.0,36.0,0.0,0.0,1.02,
207.91,2.329,14,438145666,-52914137,2.329,2023-10-28 07:08:50,19.0,9.0,100.0,36.0,36.0,0.0,0.0,0.28,
210.72,2.443,13,438145754,-52914498,2.443,2023-10-28 07:08:51,19.0,9.0,101.0,36.0,36.0,0.0,0.0,0.0,
215.0,2.547,13,438145987,-52915008,2.547,2023-10-28 07:08:52,19.0,9.0,102.0,36.0,36.0,0.0,0.0,0.0,
219.09,2.944,12,438146171,-52915483,2.944,2023-10-28 07:08:53,19.0,9.0,103.0,36.200000000000045,36.200000000000045,0.0,0.0,0.0,
222.45,3.229,12,438146386,-52915863,3.229,2023-10-28 07:08:54,19.0,9.0,104.0,36.200000000000045,36.200000000000045,0.0,0.0,0.0,
225.39,3.156,12,438146308,-52916235,3.156,2023-10-28 07:08:55,19.0,10.0,105.0,36.200000000000045,36.200000000000045,0.0,0.0,0.72,
228.8,3.219,12,438146573,-52916544,3.219,2023-10-28 07:08:56,19.0,10.0,106.0,36.200000000000045,36.200000000000045,0.0,0.0,1.04,
233.17,3.268,12,438146993,-52916777,3.268,2023-10-28 07:08:57,19.0,10.0,106.0,36.39999999999998,36.39999999999998,0.0,0.0,1.12,
236.48,3.279,12,438147353,-52916630,3.279,2023-10-28 07:08:58,19.0,10.0,107.0,36.39999999999998,36.39999999999998,0.0,0.0,1.24,
239.52,3.218,13,438147578,-52916378,3.218,2023-10-28 07:08:59,19.0,10.0,108.0,36.60000000000002,36.60000000000002,0.0,0.0,1.43,
243.18,3.172,13,438147902,-52916097,3.172,2023-10-28 07:09:00,19.0,10.0,109.0,36.60000000000002,36.60000000000002,0.0,0.0,1.67,
246.3,3.158,12,438148210,-52915888,3.158,2023-10-28 07:09:01,19.0,10.0,110.0,36.799999999999955,36.799999999999955,1.0,0.0,1.98,
250.12,3.151,12,438148586,-52915661,3.151,2023-10-28 07:09:02,19.0,11.0,111.0,37.0,37.0,1.0,0.0,2.33,
254.04,3.418,12,438148993,-52915485,3.418,2023-10-28 07:09:03,19.0,11.0,112.0,37.0,37.0,1.0,0.0,2.69,
256.79,3.604,12,438149257,-52915341,3.604,2023-10-28 07:09:04,19.0,11.0,113.0,37.200000000000045,37.200000000000045,1.0,0.0,3.01,
258.07,3.131,12,438149257,-52915174,3.131,2023-10-28 07:09:05,19.0,11.0,114.0,37.200000000000045,37.200000000000045,1.0,0.0,3.24,
260.74,2.826,11,438149490,-52914984,2.826,2023-10-28 07:09:06,19.0,11.0,115.0,37.39999999999998,37.39999999999998,1.0,0.0,3.36,
262.83,2.646,11,438149668,-52914813,2.646,2023-10-28 07:09:07,19.0,11.0,115.0,37.60000000000002,37.60000000000002,1.0,0.0,3.42,
265.18,2.548,11,438149901,-52914728,2.548,2023-10-28 07:09:08,19.0,12.0,115.0,37.799999999999955,37.799999999999955,1.0,0.0,3.48,
268.42,2.51,12,438150229,-52914490,2.51,2023-10-28 07:09:09,19.0,12.0,115.0,37.799999999999955,37.799999999999955,2.0,0.0,3.6,
272.31,3.087,11,438150632,-52914394,3.087,2023-10-28 07:09:10,19.0,12.0,116.0,38.0,38.0,2.0,0.0,3.79,
275.25,3.418,13,438150944,-52914456,3.418,2023-10-28 07:09:11,19.0,12.0,116.0,38.200000000000045,38.200000000000045,2.0,0.0,4.05,
276.79,3.045,13,438151085,-52914493,3.045,2023-10-28 07:09:12,19.0,12.0,116.0,38.200000000000045,38.200000000000045,2.0,0.0,4.29,
279.44,2.774,13,438151357,-52914423,2.774,2023-10-28 07:09:13,19.0,12.0,117.0,38.39999999999998,38.39999999999998,2.0,0.0,4.34,
282.49,2.841,13,438151591,-52914133,2.841,2023-10-28 07:09:14,19.0,13.0,117.0,38.39999999999998,38.39999999999998,2.0,0.0,4.18,
286.83,2.906,12,438152044,-52914055,2.906,2023-10-28 07:09:15,19.0,13.0,118.0,38.60000000000002,38.60000000000002,2.0,0.0,3.92,
292.09,3.442,12,438152418,-52914582,3.442,2023-10-28 07:09:16,19.0,13.0,118.0,38.60000000000002,38.60000000000002,2.0,0.0,3.67,
299.09,3.862,12,438152926,-52915279,3.862,2023-10-28 07:09:17,19.0,13.0,118.0,38.799999999999955,38.799999999999955,3.0,0.0,3.46,
306.43,4.648,11,438153542,-52915887,4.648,2023-10-28 07:09:18,19.0,13.0,118.0,38.799999999999955,38.799999999999955,3.0,0.0,3.29,
311.44,5.229,11,438153762,-52916503,5.229,2023-10-28 07:09:19,19.0,13.0,119.0,39.0,39.0,3.0,0.0,3.13,
315.63,5.178,11,438153764,-52917060,5.178,2023-10-28 07:09:20,19.0,14.0,119.0,39.0,39.0,3.0,0.0,2.92,
319.63,5.135,11,438153812,-52917594,5.135,2023-10-28 07:09:21,19.0,14.0,120.0,39.200000000000045,39.200000000000045,3.0,0.0,2.61,
323.7,4.88,11,438153944,-52918110,4.88,2023-10-28 07:09:22,19.0,14.0,120.0,39.200000000000045,39.200000000000045,3.0,0.0,2.26,
327.27,4.558,10,438154173,-52918496,4.558,2023-10-28 07:09:23,19.0,14.0,121.0,39.200000000000045,39.200000000000045,3.0,0.0,1.9,
329.0,4.314,10,438154221,-52918717,4.314,2023-10-28 07:09:24,19.0,14.0,122.0,39.200000000000045,39.200000000000045,3.0,0.0,1.59,
330.92,3.728,10,438154354,-52918927,3.728,2023-10-28 07:09:25,19.0,14.0,122.0,39.39999999999998,39.39999999999998,3.0,0.0,1.35,
333.16,3.355,10,438154491,-52919190,3.355,2023-10-28 07:09:26,19.0,15.0,123.0,39.39999999999998,39.39999999999998,3.0,0.0,1.21,
336.37,3.077,10,438154627,-52919579,3.077,2023-10-28 07:09:27,19.0,15.0,123.0,39.39999999999998,39.39999999999998,3.0,0.0,1.15,
339.36,3.055,10,438154632,-52919975,3.055,2023-10-28 07:09:28,19.0,15.0,123.0,39.60000000000002,39.60000000000002,3.0,0.0,1.14,
342.12,2.984,10,438154766,-52920316,2.984,2023-10-28 07:09:29,19.0,15.0,123.0,39.60000000000002,39.60000000000002,4.0,0.0,1.17,
345.1,2.977,10,438154858,-52920691,2.977,2023-10-28 07:09:30,19.0,15.0,123.0,39.60000000000002,39.60000000000002,4.0,0.0,1.24,
348.57,2.975,10,438154994,-52921131,2.975,2023-10-28 07:09:31,19.0,16.0,122.0,39.60000000000002,39.60000000000002,4.0,0.0,1.33,
351.9,3.073,11,438155083,-52921566,3.073,2023-10-28 07:09:32,19.0,16.0,122.0,39.799999999999955,39.799999999999955,4.0,0.0,1.41,
354.65,3.144,11,438155131,-52921929,3.144,2023-10-28 07:09:33,19.0,16.0,122.0,39.799999999999955,39.799999999999955,4.0,0.0,1.47,
357.81,3.147,11,438155226,-52922332,3.147,2023-10-28 07:09:34,19.0,16.0,123.0,39.799999999999955,39.799999999999955,4.0,0.0,1.48,
360.96,3.149,11,438155360,-52922704,3.149,2023-10-28 07:09:35,19.0,16.0,123.0,39.799999999999955,39.799999999999955,4.0,0.0,1.48,
364.57,3.267,11,438155492,-52923161,3.267,2023-10-28 07:09:36,19.0,16.0,123.0,40.0,40.0,4.0,0.0,1.5,
367.99,3.307,12,438155492,-52923619,3.307,2023-10-28 07:09:37,19.0,17.0,124.0,40.0,40.0,4.0,0.0,1.55,
371.85,3.447,12,438155538,-52924134,3.447,2023-10-28 07:09:38,19.0,17.0,125.0,40.0,40.0,4.0,0.0,1.6,
375.34,3.458,12,438155584,-52924593,3.458,2023-10-28 07:09:39,19.0,17.0,125.0,40.200000000000045,40.200000000000045,4.0,0.0,1.65,
378.96,3.55,12,438155628,-52925068,3.55,2023-10-28 07:09:40,19.0,17.0,126.0,40.200000000000045,40.200000000000045,4.0,0.0,1.67,
382.72,3.712,12,438155674,-52925572,3.712,2023-10-28 07:09:41,19.0,17.0,126.0,40.200000000000045,40.200000000000045,4.0,0.0,1.68,
386.42,3.708,12,438155765,-52926051,3.708,2023-10-28 07:09:42,19.0,18.0,126.0,40.39999999999998,40.39999999999998,4.0,0.0,1.67,
389.91,3.506,11,438155856,-52926504,3.506,2023-10-28 07:09:43,19.0,18.0,126.0,40.39999999999998,40.39999999999998,4.0,0.0,1.64,
393.31,3.419,11,438155993,-52926921,3.419,2023-10-28 07:09:44,19.0,18.0,125.0,40.39999999999998,40.39999999999998,4.0,0.0,1.61,
396.22,2.987,11,438156174,-52927259,2.987,2023-10-28 07:09:45,19.0,18.0,125.0,40.60000000000002,40.60000000000002,4.0,0.0,1.62,
399.96,2.945,12,438156170,-52927759,2.945,2023-10-28 07:09:46,19.0,18.0,125.0,40.60000000000002,40.60000000000002,5.0,0.0,1.69,
403.55,3.494,12,438156081,-52928234,3.494,2023-10-28 07:09:47,19.0,19.0,125.0,40.799999999999955,40.799999999999955,5.0,0.0,1.8,
407.07,3.516,12,438156038,-52928695,3.516,2023-10-28 07:09:48,19.0,19.0,125.0,40.799999999999955,40.799999999999955,5.0,0.0,1.96,
410.61,3.567,12,438156135,-52929143,3.567,2023-10-28 07:09:49,19.0,19.0,125.0,41.0,41.0,5.0,0.0,2.13,
413.48,3.544,12,438156271,-52929477,3.544,2023-10-28 07:09:50,19.0,19.0,125.0,41.0,41.0,5.0,0.0,2.26,
415.97,2.644,12,438156448,-52929748,2.644,2023-10-28 07:09:51,19.0,19.0,125.0,41.0,41.0,5.0,0.0,2.33,
418.77,2.782,11,438156495,-52930119,2.782,2023-10-28 07:09:52,19.0,19.0,125.0,41.200000000000045,41.200000000000045,5.0,0.0,2.34,
421.51,2.742,11,438156540,-52930478,2.742,2023-10-28 07:09:53,19.0,20.0,125.0,41.200000000000045,41.200000000000045,5.0,0.0,2.33,
424.09,2.61,11,438156585,-52930812,2.61,2023-10-28 07:09:54,19.0,20.0,125.0,41.39999999999998,41.39999999999998,5.0,0.0,2.31,
426.78,2.677,11,438156632,-52931169,2.677,2023-10-28 07:09:55,19.0,20.0,124.0,41.39999999999998,41.39999999999998,5.0,0.0,2.32,
429.57,2.767,11,438156721,-52931521,2.767,2023-10-28 07:09:56,19.0,20.0,124.0,41.39999999999998,41.39999999999998,5.0,0.0,2.38,
433.7,2.78,11,438156764,-52932071,2.78,2023-10-28 07:09:57,19.0,20.0,123.0,41.60000000000002,41.60000000000002,5.0,0.0,2.45,
436.57,2.809,11,438156860,-52932442,2.809,2023-10-28 07:09:58,19.0,21.0,123.0,41.60000000000002,41.60000000000002,6.0,0.0,2.51,
439.25,2.695,11,438156949,-52932776,2.695,2023-10-28 07:09:59,19.0,21.0,123.0,41.60000000000002,41.60000000000002,6.0,0.0,2.5,
442.0,2.766,11,438156997,-52933135,2.766,2023-10-28 07:10:00,19.0,21.0,123.0,41.799999999999955,41.799999999999955,6.0,0.0,2.43,
444.16,2.781,11,438157091,-52933393,2.781,2023-10-28 07:10:01,19.0,21.0,123.0,41.799999999999955,41.799999999999955,6.0,0.0,2.37,
447.11,2.924,11,438157270,-52933738,2.924,2023-10-28 07:10:02,19.0,21.0,123.0,42.0,42.0,6.0,0.0,2.36,
449.84,2.763,12,438157358,-52934070,2.763,2023-10-28 07:10:03,19.0,21.0,123.0,42.0,42.0,6.0,0.0,2.36,
452.59,2.743,11,438157360,-52934437,2.743,2023-10-28 07:10:04,19.0,22.0,123.0,42.0,42.0,6.0,0.0,2.3,
455.67,3.041,11,438157407,-52934850,3.041,2023-10-28 07:10:05,19.0,22.0,123.0,42.0,42.0,6.0,0.0,2.18,
458.8,3.111,11,438157539,-52935229,3.111,2023-10-28 07:10:06,19.0,22.0,123.0,42.0,42.0,6.0,0.0,1.99,
465.98,3.156,11,438157679,-52936167,3.156,2023-10-28 07:10:07,19.0,22.0,123.0,42.0,42.0,6.0,0.0,1.74,
470.19,4.077,10,438157769,-52936721,4.077,2023-10-28 07:10:08,19.0,22.0,123.0,42.0,42.0,6.0,0.0,1.43,
473.67,4.214,10,438157813,-52937181,4.214,2023-10-28 07:10:09,19.0,23.0,123.0,42.0,42.0,6.0,0.0,0.43,
477.63,4.044,10,438158045,-52937633,4.044,2023-10-28 07:10:10,19.0,23.0,123.0,42.0,42.0,6.0,0.0,0.0,
480.56,4.015,10,438158174,-52937995,4.015,2023-10-28 07:10:11,19.0,23.0,123.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
484.36,3.849,12,438158082,-52938491,3.849,2023-10-28 07:10:12,19.0,23.0,123.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
488.01,3.703,12,438157999,-52938969,3.703,2023-10-28 07:10:13,19.0,23.0,123.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
491.15,3.653,12,438158087,-52939379,3.653,2023-10-28 07:10:14,18.0,24.0,123.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
494.19,3.145,12,438158135,-52939773,3.145,2023-10-28 07:10:15,18.0,24.0,123.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
496.76,3.069,12,438158266,-52940086,3.069,2023-10-28 07:10:16,18.0,24.0,123.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
501.37,3.083,12,438158225,-52940698,3.083,2023-10-28 07:10:17,18.0,24.0,123.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
505.37,3.859,12,438158314,-52941222,3.859,2023-10-28 07:10:18,18.0,24.0,122.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
509.2,3.859,12,438158454,-52941704,3.859,2023-10-28 07:10:19,18.0,24.0,121.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
512.25,3.86,12,438158587,-52942079,3.86,2023-10-28 07:10:20,18.0,25.0,120.0,42.200000000000045,42.200000000000045,6.0,0.0,0.0,
516.32,4.047,11,438158679,-52942614,4.047,2023-10-28 07:10:21,18.0,25.0,119.0,42.39999999999998,42.39999999999998,6.0,0.0,0.0,
520.21,3.944,11,438158723,-52943124,3.944,2023-10-28 07:10:22,18.0,25.0,118.0,42.39999999999998,42.39999999999998,6.0,0.0,0.0,
523.28,3.917,11,438158725,-52943531,3.917,2023-10-28 07:10:23,18.0,25.0,117.0,42.39999999999998,42.39999999999998,6.0,0.0,0.0,
526.4,3.214,11,438158861,-52943917,3.214,2023-10-28 07:10:24,18.0,25.0,117.0,42.39999999999998,42.39999999999998,6.0,0.0,0.0,
530.09,3.15,11,438158910,-52944400,3.15,2023-10-28 07:10:25,18.0,25.0,117.0,42.39999999999998,42.39999999999998,6.0,0.0,0.0,
534.34,4.116,10,438159041,-52944956,4.116,2023-10-28 07:10:26,18.0,26.0,117.0,42.39999999999998,42.39999999999998,6.0,0.0,0.0,
537.86,4.243,10,438159046,-52945423,4.243,2023-10-28 07:10:27,18.0,26.0,117.0,42.39999999999998,42.39999999999998,6.0,0.0,0.0,
541.33,3.558,10,438159229,-52945829,3.558,2023-10-28 07:10:28,18.0,26.0,117.0,42.39999999999998,42.39999999999998,6.0,0.0,0.0,
544.47,3.193,10,438159364,-52946230,3.193,2023-10-28 07:10:29,18.0,26.0,117.0,42.39999999999998,42.39999999999998,6.0,0.0,0.0,
548.02,3.543,10,438159455,-52946679,3.543,2023-10-28 07:10:30,18.0,26.0,117.0,42.60000000000002,42.60000000000002,6.0,0.0,0.0,
550.73,3.593,12,438159545,-52947022,3.593,2023-10-28 07:10:31,18.0,26.0,116.0,42.60000000000002,42.60000000000002,6.0,0.0,0.0,
554.34,3.528,12,438159640,-52947492,3.528,2023-10-28 07:10:32,18.0,27.0,116.0,42.60000000000002,42.60000000000002,6.0,0.0,0.0,
560.28,3.533,11,438159817,-52948253,3.533,2023-10-28 07:10:33,18.0,27.0,116.0,42.60000000000002,42.60000000000002,6.0,0.0,0.0,
564.31,3.945,11,438159862,-52948792,3.945,2023-10-28 07:10:34,18.0,27.0,116.0,42.60000000000002,42.60000000000002,6.0,0.0,0.0,
568.09,3.805,11,438159908,-52949289,3.805,2023-10-28 07:10:35,18.0,27.0,116.0,42.60000000000002,42.60000000000002,6.0,0.0,0.0,
571.57,3.531,11,438159958,-52949753,3.531,2023-10-28 07:10:36,18.0,27.0,116.0,42.60000000000002,42.60000000000002,6.0,0.0,0.0,
575.51,3.873,11,438160097,-52950248,3.873,2023-10-28 07:10:37,18.0,27.0,116.0,42.799999999999955,42.799999999999955,6.0,0.0,0.0,
580.0,3.94,11,438160328,-52950778,3.94,2023-10-28 07:10:38,18.0,28.0,116.0,42.799999999999955,42.799999999999955,6.0,0.0,0.0,
584.39,4.355,10,438160642,-52951238,4.355,2023-10-28 07:10:39,18.0,28.0,116.0,42.799999999999955,42.799999999999955,6.0,0.0,0.0,
