calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,temperature,altitude,enhanced_altitude,ascent,descent,grade
0,0.0,2.674,16,103,438137606,-52900375,2.674,2023-05-03 16:08:32,,,,,,,
0,2.38,2.707,16,104,438137861,-52900265,2.707,2023-05-03 16:08:33,96.0,,,,,,
0,5.36,2.863,16,105,438138174,-52900158,2.863,2023-05-03 16:08:34,,,,,,,
0,8.28,2.886,15,106,438138503,-52900154,2.886,2023-05-03 16:08:35,,,,,,,
0,11.3,2.941,15,107,438138815,-52900172,2.941,2023-05-03 16:08:36,,22.0,,,,,
0,14.92,2.992,15,108,438139208,-52900144,2.992,2023-05-03 16:08:37,,22.0,,,,,
0,18.79,3.458,15,109,438139615,-52900059,3.458,2023-05-03 16:08:38,,22.0,,,,,
0,22.52,3.651,14,110,438139988,-52899926,3.651,2023-05-03 16:08:39,,22.0,,,,,
1,25.94,3.448,17,110,438140319,-52899737,3.448,2023-05-03 16:08:40,,22.0,,,,,
1,29.45,3.513,18,111,438140673,-52899557,3.513,2023-05-03 16:08:41,,22.0,,,,,
1,33.46,3.561,18,111,438141073,-52899380,3.561,2023-05-03 16:08:42,,22.0,,,,,
1,37.16,3.581,18,112,438141483,-52899263,3.581,2023-05-03 16:08:43,,22.0,30.799999999999955,30.799999999999955,,,
1,39.65,3.588,19,112,438141747,-52899229,3.588,2023-05-03 16:08:44,,22.0,30.799999999999955,30.799999999999955,0.0,0.0,0.0
1,41.68,2.688,18,117,438141865,-52899398,2.688,2023-05-03 16:08:45,,22.0,30.799999999999955,30.799999999999955,0.0,0.0,0.0
2,42.08,0.405,18,115,438141998,-52899656,0.405,2023-05-03 16:08:46,,22.0,30.799999999999955,30.799999999999955,0.0,0.0,0.0
2,42.08,0.0,18,114,438142095,-52899730,0.0,2023-05-03 16:08:47,,22.0,30.799999999999955,30.799999999999955,0.0,0.0,0.0
2,42.08,0.0,17,116,438142187,-52899921,0.0,2023-05-03 16:08:48,,22.0,30.799999999999955,30.799999999999955,0.0,0.0,0.0
2,44.13,0.647,17,117,438142275,-52900215,0.647,2023-05-03 16:08:49,,22.0,31.0,31.0,0.0,0.0,0.0
2,47.72,1.157,16,117,438142367,-52900677,1.157,2023-05-03 16:08:50,,22.0,31.0,31.0,0.0,0.0,0.0
2,51.62,1.481,16,118,438142422,-52901192,1.481,2023-05-03 16:08:51,,22.0,31.0,31.0,0.0,0.0,0.0
3,55.57,1.769,16,118,438142465,-52901716,1.769,2023-05-03 16:08:52,,22.0,30.799999999999955,30.799999999999955,0.0,0.0,0.0
3,59.69,2.852,16,120,438142617,-52902234,2.852,2023-05-03 16:08:53,,22.0,30.799999999999955,30.799999999999955,0.0,0.0,0.0
3,65.29,3.364,15,121,438143075,-52902675,3.364,2023-05-03 16:08:54,,22.0,31.0,31.0,0.0,0.0,0.0
3,70.51,3.525,14,121,438143273,-52903297,3.525,2023-05-03 16:08:55,,22.0,31.0,31.0,0.0,0.0,0.0
3,75.18,3.974,14,123,438143295,-52903917,3.974,2023-05-03 16:08:56,,22.0,31.0,31.0,0.0,0.0,0.0
3,80.28,4.056,14,124,438143295,-52904596,4.056,2023-05-03 16:08:57,,22.0,31.0,31.0,0.0,0.0,0.0
4,85.11,4.056,13,125,438143408,-52905224,4.056,2023-05-03 16:08:58,,22.0,31.0,31.0,0.0,0.0,0.0
4,89.71,4.151,13,126,438143577,-52905805,4.151,2023-05-03 16:08:59,,22.0,31.0,31.0,0.0,0.0,0.49
4,95.15,4.02,13,127,438143722,-52906511,4.02,2023-05-03 16:09:00,,22.0,31.200000000000045,31.200000000000045,0.0,0.0,0.64
4,100.81,4.579,13,128,438144007,-52907158,4.579,2023-05-03 16:09:01,,22.0,31.200000000000045,31.200000000000045,0.0,0.0,0.72
4,104.55,4.908,13,128,438144324,-52907499,4.908,2023-05-03 16:09:02,,22.0,31.200000000000045,31.200000000000045,0.0,0.0,0.77
5,107.59,4.727,13,129,438144460,-52907847,4.727,2023-05-03 16:09:03,,22.0,31.200000000000045,31.200000000000045,0.0,0.0,0.79
