calories,heart_rate,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,temperature
0,127,2023-04-08 08:56:35,,,,,,,,,,,,,
0,127,2023-04-08 08:56:36,42.60000000000002,0.0,98.0,0.0,0.0,42.60000000000002,0.0,14.0,0.0,438191536.0,-52999839.0,0.0,17.0
0,127,2023-04-08 08:56:37,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,14.0,0.0,438191536.0,-52999839.0,0.0,17.0
0,124,2023-04-08 08:56:38,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,14.0,0.0,438191536.0,-52999839.0,0.0,17.0
0,121,2023-04-08 08:56:39,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,14.0,0.0,438191536.0,-52999839.0,0.0,17.0
0,116,2023-04-08 08:56:40,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,13.0,0.0,438191536.0,-52999839.0,0.0,17.0
0,115,2023-04-08 08:56:41,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,13.0,0.0,438191536.0,-52999839.0,0.0,17.0
1,114,2023-04-08 08:56:42,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,12.0,0.0,438191536.0,-52999839.0,0.0,17.0
1,113,2023-04-08 08:56:43,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,12.0,0.0,438191536.0,-52999839.0,0.0,17.0
1,114,2023-04-08 08:56:44,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,12.0,0.0,438191536.0,-52999839.0,0.0,17.0
1,116,2023-04-08 08:56:45,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,11.0,0.0,438191536.0,-52999839.0,0.0,17.0
1,117,2023-04-08 08:56:46,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,11.0,0.0,438191536.0,-52999851.0,0.0,17.0
1,115,2023-04-08 08:56:47,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,11.0,0.0,438191550.0,-52999879.0,0.0,17.0
2,109,2023-04-08 08:56:48,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,11.0,0.0,438191582.0,-52999879.0,0.0,17.0
2,106,2023-04-08 08:56:49,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,11.0,0.0,438191582.0,-52999879.0,0.0,17.0
2,103,2023-04-08 08:56:50,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,12.0,0.0,438191582.0,-52999879.0,0.0,17.0
2,104,2023-04-08 08:56:51,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,12.0,0.0,438191582.0,-52999879.0,0.0,17.0
2,103,2023-04-08 08:56:52,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,12.0,0.0,438191582.0,-52999879.0,0.0,17.0
2,104,2023-04-08 08:56:53,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,12.0,0.0,438191582.0,-52999879.0,0.0,17.0
2,106,2023-04-08 08:56:54,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,12.0,0.0,438191582.0,-52999879.0,0.0,17.0
3,107,2023-04-08 08:56:55,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,11.0,0.0,438191582.0,-52999879.0,0.0,17.0
3,106,2023-04-08 08:56:56,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,11.0,0.0,438191582.0,-52999879.0,0.0,17.0
3,106,2023-04-08 08:56:57,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,10.0,0.0,438191582.0,-52999879.0,0.0,17.0
3,105,2023-04-08 08:56:58,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,10.0,0.0,438191582.0,-52999879.0,0.0,17.0
3,101,2023-04-08 08:56:59,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,10.0,0.0,438191582.0,-52999879.0,0.0,17.0
3,99,2023-04-08 08:57:00,42.60000000000002,0.0,,0.0,0.0,42.60000000000002,0.0,10.0,0.0,438191582.0,-52999885.0,0.0,17.0
3,99,2023-04-08 08:57:01,42.60000000000002,0.0,,0.0,0.31,42.60000000000002,0.202,10.0,0.0,438191609.0,-52999932.0,0.202,17.0
3,102,2023-04-08 08:57:02,42.60000000000002,0.0,,0.0,1.55,42.60000000000002,0.878,10.0,0.0,438191686.0,-53000075.0,0.878,17.0
4,105,2023-04-08 08:57:03,42.60000000000002,0.0,,0.0,3.46,42.60000000000002,1.556,11.0,0.0,438191759.0,-53000303.0,1.556,17.0
4,110,2023-04-08 08:57:04,42.799999999999955,0.0,,0.0,6.49,42.799999999999955,2.65,11.0,0.0,438191896.0,-53000672.0,2.65,17.0
4,114,2023-04-08 08:57:05,42.799999999999955,0.0,,0.0,10.75,42.799999999999955,4.22,10.0,0.0,438192058.0,-53001203.0,4.22,17.0
4,117,2023-04-08 08:57:06,42.799999999999955,0.0,,0.0,15.24,42.799999999999955,4.555,10.0,0.0,438192274.0,-53001749.0,4.555,17.0
4,120,2023-04-08 08:57:07,43.0,0.0,,0.0,20.13,43.0,4.795,10.0,0.0,438192483.0,-53002339.0,4.795,17.0
4,121,2023-04-08 08:57:08,43.200000000000045,0.0,,0.0,25.31,43.200000000000045,5.099,9.0,0.91,438192744.0,-53002947.0,5.099,17.0
5,124,2023-04-08 08:57:09,43.200000000000045,0.0,,0.0,30.79,43.200000000000045,4.76,9.0,0.35,438192970.0,-53003627.0,4.76,17.0
5,127,2023-04-08 08:57:10,43.39999999999998,1.0,,0.0,36.43,43.39999999999998,4.557,9.0,1.31,438193216.0,-53004319.0,4.557,17.0
5,129,2023-04-08 08:57:11,43.60000000000002,1.0,,0.0,41.58,43.60000000000002,4.826,9.0,2.11,438193443.0,-53004943.0,4.826,17.0
5,132,2023-04-08 08:57:12,43.799999999999955,1.0,,0.0,46.29,43.799999999999955,4.936,9.0,2.36,438193608.0,-53005528.0,4.936,17.0
5,133,2023-04-08 08:57:13,44.0,1.0,,0.0,50.77,44.0,4.075,9.0,2.57,438193838.0,-53006071.0,4.075,17.0
6,135,2023-04-08 08:57:14,44.200000000000045,1.0,,0.0,55.4,44.200000000000045,4.216,9.0,2.79,438194062.0,-53006622.0,4.216,17.0
6,136,2023-04-08 08:57:15,44.39999999999998,2.0,,0.0,60.62,44.39999999999998,4.646,9.0,3.02,438194293.0,-53007253.0,4.646,17.0
