calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,temperature,altitude,ascent,descent,enhanced_altitude,grade
0,0.0,0.0,41,100,438138197,-52895562,0.0,2023-10-03 16:25:37,,,,,,,
0,0.0,0.0,39,100,438138176,-52895777,0.0,2023-10-03 16:25:38,96.0,,,,,,
0,0.0,0.0,37,100,438138155,-52895991,0.0,2023-10-03 16:25:39,,,,,,,
0,0.0,0.0,35,100,438138305,-52896224,0.0,2023-10-03 16:25:40,,24.0,,,,,
0,0.0,0.0,34,100,438138525,-52896444,0.0,2023-10-03 16:25:41,,24.0,,,,,
0,0.0,0.0,32,100,438138829,-52896678,0.0,2023-10-03 16:25:42,,24.0,,,,,
0,0.0,0.0,31,101,438139186,-52896903,0.0,2023-10-03 16:25:43,,24.0,,,,,
0,0.0,0.0,29,101,438139511,-52897097,0.0,2023-10-03 16:25:44,,24.0,,,,,
0,0.0,0.0,28,101,438139867,-52897270,0.0,2023-10-03 16:25:45,,24.0,,,,,
0,0.0,0.0,27,101,438140016,-52897373,0.0,2023-10-03 16:25:46,,24.0,,,,,
1,0.0,0.0,27,101,438140123,-52897464,0.0,2023-10-03 16:25:47,,24.0,,,,,
1,3.46,2.225,25,100,438140488,-52897717,2.225,2023-10-03 16:25:48,,24.0,,,,,
1,5.89,2.571,24,100,438140602,-52897972,2.571,2023-10-03 16:25:49,,24.0,,,,,
1,7.66,2.37,24,100,438140687,-52898198,2.37,2023-10-03 16:25:50,,24.0,,,,,
1,8.92,2.214,23,99,438140700,-52898363,2.214,2023-10-03 16:25:51,,24.0,,,,,
1,10.25,2.012,23,100,438140624,-52898471,2.012,2023-10-03 16:25:52,,24.0,,,,,
1,11.35,1.784,22,100,438140571,-52898606,1.784,2023-10-03 16:25:53,,24.0,,,,,
1,12.29,1.571,22,99,438140564,-52898730,1.571,2023-10-03 16:25:54,,24.0,,,,,
2,12.91,1.338,21,98,438140602,-52898795,1.338,2023-10-03 16:25:55,,24.0,,,,,
2,13.49,1.149,21,97,438140609,-52898857,1.149,2023-10-03 16:25:56,,24.0,,,,,
2,14.8,1.005,20,97,438140686,-52899015,1.005,2023-10-03 16:25:57,,24.0,,,,,
2,16.11,1.045,20,96,438140777,-52899163,1.045,2023-10-03 16:25:58,,24.0,,,,,
2,17.97,1.103,19,95,438140867,-52899366,1.103,2023-10-03 16:25:59,,24.0,,,,,
2,19.25,1.17,19,95,438140906,-52899527,1.17,2023-10-03 16:26:00,,24.0,,,,,
2,20.83,1.31,19,95,438140936,-52899734,1.31,2023-10-03 16:26:01,,24.0,,,,,
2,23.73,1.667,18,95,438140968,-52900116,1.667,2023-10-03 16:26:02,,24.0,,,,,
2,26.22,1.699,17,96,438141049,-52900442,1.699,2023-10-03 16:26:03,,24.0,,,,,
3,27.88,1.695,17,95,438141140,-52900626,1.695,2023-10-03 16:26:04,,24.0,,,,,
3,29.59,1.706,17,95,438141270,-52900754,1.706,2023-10-03 16:26:05,,24.0,,,,,
3,31.06,1.648,16,95,438141407,-52900840,1.648,2023-10-03 16:26:06,,24.0,,,,,
3,31.81,1.592,19,96,438141505,-52900819,1.592,2023-10-03 16:26:07,,24.0,,,,,
3,32.4,1.372,19,97,438141558,-52900832,1.372,2023-10-03 16:26:08,,24.0,,,,,
3,33.36,1.269,20,99,438141642,-52900884,1.269,2023-10-03 16:26:09,,24.0,,,,,
3,35.2,1.212,19,101,438141848,-52900979,1.212,2023-10-03 16:26:10,,24.0,,,,,
3,35.51,0.195,18,101,438141998,-52901043,0.195,2023-10-03 16:26:11,,24.0,,,,,
4,36.31,1.22,18,102,438142137,-52901037,1.22,2023-10-03 16:26:12,,24.0,,,,,
4,37.05,1.278,21,102,438142195,-52900982,1.278,2023-10-03 16:26:13,,24.0,,,,,
4,37.63,1.12,22,102,438142241,-52900931,1.12,2023-10-03 16:26:14,,24.0,,,,,
4,38.19,0.966,22,103,438142287,-52900883,0.966,2023-10-03 16:26:15,,24.0,,,,,
4,39.25,1.266,22,103,438142216,-52900775,1.266,2023-10-03 16:26:16,,24.0,,,,,
4,40.25,1.325,22,103,438142164,-52900655,1.325,2023-10-03 16:26:17,,24.0,,,,,
4,40.8,1.116,21,103,438142195,-52900603,1.116,2023-10-03 16:26:18,,24.0,,,,,
4,42.14,0.941,21,104,438142317,-52900630,0.941,2023-10-03 16:26:19,,24.0,,,,,
5,44.84,1.331,20,104,438142602,-52900669,1.331,2023-10-03 16:26:20,,24.0,,,,,
5,46.76,1.736,19,105,438142810,-52900691,1.736,2023-10-03 16:26:21,,24.0,,,,,
5,48.82,1.862,19,105,438143058,-52900725,1.862,2023-10-03 16:26:22,,24.0,,,,,
5,50.15,1.929,18,105,438143185,-52900733,1.929,2023-10-03 16:26:23,,24.0,,,,,
5,51.32,1.791,18,106,438143276,-52900814,1.791,2023-10-03 16:26:24,,24.0,,,,,
5,53.02,1.637,18,107,438143441,-52900945,1.637,2023-10-03 16:26:25,,24.0,,,,,
5,55.08,1.713,17,108,438143622,-52901118,1.713,2023-10-03 16:26:26,,24.0,,,,,
6,57.49,1.884,17,109,438143804,-52901327,1.884,2023-10-03 16:26:27,,24.0,,,,,
6,59.95,2.029,18,110,438144022,-52901547,2.029,2023-10-03 16:26:28,,24.0,,,,,
6,62.63,2.192,18,110,438144249,-52901732,2.192,2023-10-03 16:26:29,,24.0,,,,,
6,65.58,2.381,18,111,438144547,-52901894,2.381,2023-10-03 16:26:30,,24.0,,,,,
6,68.43,2.496,18,111,438144833,-52902069,2.496,2023-10-03 16:26:31,,24.0,,,,,
6,72.61,2.571,18,111,438145225,-52902334,2.571,2023-10-03 16:26:32,,24.0,,,,,
7,75.91,2.673,17,110,438145516,-52902574,2.673,2023-10-03 16:26:33,,24.0,,,,,
7,78.57,2.666,17,110,438145722,-52902821,2.666,2023-10-03 16:26:34,,24.0,,,,,
7,81.62,2.639,18,110,438145945,-52903130,2.639,2023-10-03 16:26:35,,24.0,,,,,
7,85.31,2.876,18,110,438146250,-52903416,2.876,2023-10-03 16:26:36,,24.0,,,,,
7,88.85,3.038,18,111,438146486,-52903769,3.038,2023-10-03 16:26:37,,24.0,,,,,
7,92.76,3.149,18,113,438146709,-52904205,3.149,2023-10-03 16:26:38,,24.0,,,,,
7,96.83,3.363,20,114,438146980,-52904639,3.363,2023-10-03 16:26:39,,24.0,,,,,
8,99.66,3.547,21,115,438147215,-52904893,3.547,2023-10-03 16:26:40,,24.0,,,,,
8,101.19,3.267,21,117,438147330,-52905032,3.267,2023-10-03 16:26:41,,24.0,,,,,
8,103.06,2.948,20,119,438147499,-52905167,2.948,2023-10-03 16:26:42,,24.0,,,,,
8,107.12,2.706,19,120,438147833,-52905523,2.706,2023-10-03 16:26:43,,24.0,,,,,
8,111.55,2.944,19,121,438148159,-52905935,2.944,2023-10-03 16:26:44,,24.0,,,,,
8,114.91,3.218,20,122,438148357,-52906308,3.218,2023-10-03 16:26:45,,24.0,,,,,
9,118.48,3.378,20,123,438148621,-52906664,3.378,2023-10-03 16:26:46,,24.0,,,,,
9,121.87,3.378,21,122,438148856,-52907005,3.378,2023-10-03 16:26:47,,24.0,,,,,
9,125.75,3.36,21,120,438149124,-52907412,3.36,2023-10-03 16:26:48,,24.0,,,,,
9,129.75,3.616,20,118,438149395,-52907842,3.616,2023-10-03 16:26:49,,24.0,,,,,
9,133.51,3.682,19,115,438149623,-52908249,3.682,2023-10-03 16:26:50,,24.0,,,,,
10,136.59,3.694,20,112,438149813,-52908585,3.694,2023-10-03 16:26:51,,24.0,,,,,
10,138.99,3.198,21,110,438149999,-52908811,3.198,2023-10-03 16:26:52,,24.0,,,,,
10,141.54,2.921,21,108,438150184,-52909067,2.921,2023-10-03 16:26:53,,24.0,,,,,
10,143.93,2.741,24,107,438150323,-52909334,2.741,2023-10-03 16:26:54,,24.0,,,,,
10,147.01,2.619,23,106,438150459,-52909707,2.619,2023-10-03 16:26:55,,24.0,,,,,
10,152.49,2.964,22,105,438150447,-52910431,2.964,2023-10-03 16:26:56,,24.0,,,,,
10,156.57,3.312,21,103,438150478,-52910973,3.312,2023-10-03 16:26:57,,24.0,,,,,
11,158.72,3.15,21,103,438150524,-52911255,3.15,2023-10-03 16:26:58,,24.0,,,,,
11,159.0,0.898,16,85,438150667,-52915128,0.898,2023-10-03 16:27:22,,24.0,16.0,0.0,0.0,16.0,0.0
11,161.25,1.284,16,87,438150667,-52915473,1.284,2023-10-03 16:27:23,,24.0,16.0,0.0,0.0,16.0,0.0
11,164.69,1.77,16,89,438150706,-52915933,1.77,2023-10-03 16:27:24,,24.0,16.0,0.0,0.0,16.0,0.0
11,168.38,1.899,15,91,438150713,-52916423,1.899,2023-10-03 16:27:25,,24.0,16.0,0.0,0.0,16.0,0.0
11,171.99,2.357,15,92,438150713,-52916902,2.357,2023-10-03 16:27:26,,24.0,16.0,0.0,0.0,16.0,0.0
11,174.95,2.0,14,93,438150713,-52917297,2.0,2023-10-03 16:27:27,,24.0,16.200000000000045,0.0,0.0,16.200000000000045,0.0
11,176.88,1.805,13,93,438150866,-52917423,1.805,2023-10-03 16:27:28,,24.0,16.399999999999977,0.0,0.0,16.399999999999977,0.83
11,178.92,1.842,14,94,438151087,-52917488,1.842,2023-10-03 16:27:29,,24.0,16.399999999999977,0.0,0.0,16.399999999999977,1.87
11,181.43,2.062,14,96,438151351,-52917532,2.062,2023-10-03 16:27:30,,24.0,16.600000000000023,0.0,0.0,16.600000000000023,2.64
12,184.5,2.851,14,97,438151664,-52917553,2.851,2023-10-03 16:27:31,,24.0,16.799999999999955,1.0,0.0,16.799999999999955,3.46
12,188.16,3.3,14,98,438152064,-52917541,3.3,2023-10-03 16:27:32,,24.0,17.0,1.0,0.0,17.0,4.31
12,191.98,3.461,14,100,438152470,-52917519,3.461,2023-10-03 16:27:33,,24.0,17.0,1.0,0.0,17.0,5.01
12,195.85,3.481,14,103,438152876,-52917482,3.481,2023-10-03 16:27:34,,24.0,17.200000000000045,1.0,0.0,17.200000000000045,5.36
12,199.86,3.481,14,105,438153319,-52917443,3.481,2023-10-03 16:27:35,,24.0,17.399999999999977,1.0,0.0,17.399999999999977,5.34
12,203.67,3.5,15,106,438153740,-52917388,3.5,2023-10-03 16:27:36,,24.0,17.600000000000023,1.0,0.0,17.600000000000023,5.03
12,207.13,3.482,15,108,438154114,-52917312,3.482,2023-10-03 16:27:37,,24.0,17.600000000000023,1.0,0.0,17.600000000000023,4.6
13,210.51,3.455,15,110,438154441,-52917246,3.455,2023-10-03 16:27:38,,24.0,17.799999999999955,2.0,0.0,17.799999999999955,4.25
13,213.87,3.433,15,111,438154822,-52917223,3.433,2023-10-03 16:27:39,,24.0,18.0,2.0,0.0,18.0,4.06
13,216.86,3.442,15,113,438155122,-52917284,3.442,2023-10-03 16:27:40,,24.0,18.200000000000045,2.0,0.0,18.200000000000045,4.02
13,221.73,3.475,14,113,438155631,-52917514,3.475,2023-10-03 16:27:41,,24.0,18.399999999999977,2.0,0.0,18.399999999999977,4.09
13,225.73,3.522,14,113,438156011,-52917747,3.522,2023-10-03 16:27:42,,24.0,18.399999999999977,2.0,0.0,18.399999999999977,4.15
13,229.94,3.654,14,113,438156350,-52918113,3.654,2023-10-03 16:27:43,,24.0,18.600000000000023,2.0,0.0,18.600000000000023,4.14
13,234.44,4.075,15,113,438156631,-52918606,4.075,2023-10-03 16:27:44,,24.0,18.799999999999955,3.0,0.0,18.799999999999955,4.02
14,239.06,4.343,15,114,438156830,-52919164,4.343,2023-10-03 16:27:45,,24.0,18.799999999999955,3.0,0.0,18.799999999999955,3.83
14,244.06,4.574,14,115,438156971,-52919812,4.574,2023-10-03 16:27:46,,24.0,18.799999999999955,3.0,0.0,18.799999999999955,3.56
14,248.7,4.712,14,115,438157107,-52920400,4.712,2023-10-03 16:27:47,,24.0,19.0,3.0,0.0,19.0,3.18
14,253.57,4.786,13,116,438157244,-52921031,4.786,2023-10-03 16:27:48,,24.0,19.0,3.0,0.0,19.0,2.75
14,259.1,4.848,12,116,438157381,-52921753,4.848,2023-10-03 16:27:49,,24.0,19.0,3.0,0.0,19.0,2.34
14,265.06,5.369,12,116,438157479,-52922531,5.369,2023-10-03 16:27:50,,24.0,19.200000000000045,3.0,0.0,19.200000000000045,1.99
15,270.71,5.518,11,116,438157607,-52923277,5.518,2023-10-03 16:27:51,,24.0,19.200000000000045,3.0,0.0,19.200000000000045,1.71
15,275.36,5.552,11,116,438157707,-52923885,5.552,2023-10-03 16:27:52,,24.0,19.200000000000045,3.0,0.0,19.200000000000045,1.49
15,279.59,4.962,12,115,438157758,-52924448,4.962,2023-10-03 16:27:53,,24.0,19.399999999999977,3.0,0.0,19.399999999999977,1.32
15,283.69,4.504,14,114,438157804,-52924987,4.504,2023-10-03 16:27:54,,24.0,19.399999999999977,3.0,0.0,19.399999999999977,1.21
15,287.59,4.156,14,113,438157890,-52925498,4.156,2023-10-03 16:27:55,,24.0,19.600000000000023,4.0,0.0,19.600000000000023,1.15
15,291.28,3.923,14,112,438158018,-52925971,3.923,2023-10-03 16:27:56,,24.0,19.600000000000023,4.0,0.0,19.600000000000023,1.15
16,294.77,3.707,15,112,438158113,-52926413,3.707,2023-10-03 16:27:57,,24.0,19.600000000000023,4.0,0.0,19.600000000000023,1.19
16,298.73,3.765,15,112,438158207,-52926932,3.765,2023-10-03 16:27:58,,24.0,19.799999999999955,4.0,0.0,19.799999999999955,1.27
16,302.93,3.909,15,112,438158260,-52927489,3.909,2023-10-03 16:27:59,,24.0,19.799999999999955,4.0,0.0,19.799999999999955,1.39
16,306.72,3.815,15,112,438158377,-52927976,3.815,2023-10-03 16:28:00,,24.0,19.799999999999955,4.0,0.0,19.799999999999955,1.5
16,310.54,3.821,15,112,438158518,-52928458,3.821,2023-10-03 16:28:01,,24.0,20.0,4.0,0.0,20.0,1.62
16,314.18,3.665,15,113,438158617,-52928918,3.665,2023-10-03 16:28:02,,24.0,20.0,4.0,0.0,20.0,1.73
17,318.03,3.817,14,114,438158747,-52929407,3.817,2023-10-03 16:28:03,,24.0,20.200000000000045,4.0,0.0,20.200000000000045,1.82
17,322.78,3.88,14,114,438158807,-52930040,3.88,2023-10-03 16:28:04,,24.0,20.200000000000045,4.0,0.0,20.200000000000045,1.9
17,327.44,4.371,13,114,438158852,-52930657,4.371,2023-10-03 16:28:05,,24.0,20.399999999999977,4.0,0.0,20.399999999999977,1.99
17,330.93,4.559,13,114,438158932,-52931109,4.559,2023-10-03 16:28:06,,24.0,20.399999999999977,4.0,0.0,20.399999999999977,2.08
17,334.56,4.333,12,114,438159050,-52931576,4.333,2023-10-03 16:28:07,,24.0,20.600000000000023,5.0,0.0,20.600000000000023,2.16
17,338.52,3.971,12,114,438159191,-52932077,3.971,2023-10-03 16:28:08,,24.0,20.799999999999955,5.0,0.0,20.799999999999955,2.23
17,341.92,3.84,11,113,438159330,-52932504,3.84,2023-10-03 16:28:09,,24.0,20.799999999999955,5.0,0.0,20.799999999999955,2.27
18,344.78,3.138,13,113,438159469,-52932845,3.138,2023-10-03 16:28:10,,24.0,21.0,5.0,0.0,21.0,2.3
18,347.58,3.279,14,113,438159573,-52933190,3.279,2023-10-03 16:28:11,,24.0,21.0,5.0,0.0,21.0,2.35
18,349.95,3.217,13,113,438159624,-52933500,3.217,2023-10-03 16:28:12,,24.0,21.200000000000045,5.0,0.0,21.200000000000045,2.43
18,352.51,3.001,13,112,438159671,-52933829,3.001,2023-10-03 16:28:13,,24.0,21.200000000000045,5.0,0.0,21.200000000000045,2.54
18,355.98,2.767,12,113,438159755,-52934285,2.767,2023-10-03 16:28:14,,24.0,21.399999999999977,5.0,0.0,21.399999999999977,2.69
18,359.7,3.449,12,113,438159808,-52934778,3.449,2023-10-03 16:28:15,,24.0,21.600000000000023,5.0,0.0,21.600000000000023,2.85
19,362.95,3.698,12,112,438159815,-52935209,3.698,2023-10-03 16:28:16,,24.0,21.600000000000023,6.0,0.0,21.600000000000023,2.98
19,366.44,3.612,12,112,438159815,-52935672,3.612,2023-10-03 16:28:17,,24.0,21.799999999999955,6.0,0.0,21.799999999999955,3.05
19,369.9,3.48,14,112,438159815,-52936137,3.48,2023-10-03 16:28:18,,24.0,21.799999999999955,6.0,0.0,21.799999999999955,3.02
19,373.04,3.257,16,113,438159852,-52936550,3.257,2023-10-03 16:28:19,,24.0,21.799999999999955,6.0,0.0,21.799999999999955,2.92
19,376.3,3.215,16,112,438159938,-52936981,3.215,2023-10-03 16:28:20,,24.0,22.0,6.0,0.0,22.0,2.76
19,379.83,3.463,16,112,438160029,-52937430,3.463,2023-10-03 16:28:21,,24.0,22.0,6.0,0.0,22.0,2.54
20,384.42,3.545,16,112,438160159,-52938022,3.545,2023-10-03 16:28:22,,24.0,22.0,6.0,0.0,22.0,2.28
20,388.94,4.194,15,112,438160179,-52938627,4.194,2023-10-03 16:28:23,,24.0,22.0,6.0,0.0,22.0,2.01
20,392.91,4.456,14,112,438160103,-52939147,4.456,2023-10-03 16:28:24,,24.0,22.0,6.0,0.0,22.0,1.75
20,396.31,3.742,14,112,438160126,-52939598,3.742,2023-10-03 16:28:25,,24.0,22.0,6.0,0.0,22.0,1.52
20,399.68,3.458,15,113,438160207,-52940033,3.458,2023-10-03 16:28:26,,24.0,22.200000000000045,6.0,0.0,22.200000000000045,1.32
20,403.02,3.401,15,113,438160317,-52940463,3.401,2023-10-03 16:28:27,,24.0,22.200000000000045,6.0,0.0,22.200000000000045,1.15
20,407.15,3.537,14,113,438160398,-52941005,3.537,2023-10-03 16:28:28,,24.0,22.200000000000045,6.0,0.0,22.200000000000045,0.71
21,411.03,3.68,14,114,438160484,-52941504,3.68,2023-10-03 16:28:29,,24.0,22.200000000000045,6.0,0.0,22.200000000000045,0.0
21,414.72,3.687,15,114,438160614,-52941981,3.687,2023-10-03 16:28:30,,24.0,22.200000000000045,6.0,0.0,22.200000000000045,0.0
21,418.61,3.871,15,115,438160711,-52942487,3.871,2023-10-03 16:28:31,,24.0,22.200000000000045,6.0,0.0,22.200000000000045,0.0
21,422.89,4.192,14,115,438160800,-52943043,4.192,2023-10-03 16:28:32,,24.0,22.200000000000045,6.0,0.0,22.200000000000045,0.0
21,427.05,4.18,14,115,438160931,-52943580,4.18,2023-10-03 16:28:33,,24.0,22.200000000000045,6.0,0.0,22.200000000000045,0.0
21,430.84,3.852,13,115,438160953,-52944083,3.852,2023-10-03 16:28:34,,24.0,22.200000000000045,6.0,0.0,22.200000000000045,0.0
22,434.8,3.97,13,115,438160953,-52944612,3.97,2023-10-03 16:28:35,,24.0,22.399999999999977,7.0,0.0,22.399999999999977,0.0
22,438.76,3.954,12,115,438161029,-52945132,3.954,2023-10-03 16:28:36,,24.0,22.399999999999977,7.0,0.0,22.399999999999977,0.0
22,443.52,3.936,12,115,438161158,-52945749,3.936,2023-10-03 16:28:37,,24.0,22.399999999999977,7.0,0.0,22.399999999999977,0.0
22,447.51,3.843,12,115,438161295,-52946253,3.843,2023-10-03 16:28:38,,24.0,22.399999999999977,7.0,0.0,22.399999999999977,0.0
22,451.91,3.812,11,115,438161432,-52946812,3.812,2023-10-03 16:28:39,,24.0,22.399999999999977,7.0,0.0,22.399999999999977,0.0
22,456.14,4.072,11,115,438161567,-52947354,4.072,2023-10-03 16:28:40,,24.0,22.399999999999977,7.0,0.0,22.399999999999977,0.0
23,460.42,4.237,12,115,438161705,-52947897,4.237,2023-10-03 16:28:41,,24.0,22.399999999999977,7.0,0.0,22.399999999999977,0.0
23,464.32,3.95,12,114,438161841,-52948392,3.95,2023-10-03 16:28:42,,24.0,22.399999999999977,7.0,0.0,22.399999999999977,0.0
23,468.41,4.073,12,115,438161939,-52948926,4.073,2023-10-03 16:28:43,,24.0,22.399999999999977,7.0,0.0,22.399999999999977,0.0
23,472.14,3.793,12,114,438162068,-52949394,3.793,2023-10-03 16:28:44,,24.0,22.600000000000023,7.0,0.0,22.600000000000023,0.0
23,476.01,3.857,12,113,438162205,-52949886,3.857,2023-10-03 16:28:45,,24.0,22.600000000000023,7.0,0.0,22.600000000000023,0.0
23,479.81,3.811,13,113,438162341,-52950365,3.811,2023-10-03 16:28:46,,24.0,22.600000000000023,7.0,0.0,22.600000000000023,0.0
24,483.03,3.787,15,112,438162437,-52950783,3.787,2023-10-03 16:28:47,,24.0,22.600000000000023,7.0,0.0,22.600000000000023,0.0
24,486.97,4.049,15,112,438162493,-52951300,4.049,2023-10-03 16:28:48,,24.0,22.600000000000023,7.0,0.0,22.600000000000023,0.0
24,490.54,4.137,15,113,438162577,-52951766,4.137,2023-10-03 16:28:49,,24.0,22.600000000000023,7.0,0.0,22.600000000000023,0.0
24,493.65,3.364,15,114,438162667,-52952168,3.364,2023-10-03 16:28:50,,24.0,22.600000000000023,7.0,0.0,22.600000000000023,0.0
24,496.56,2.977,15,114,438162795,-52952531,2.977,2023-10-03 16:28:51,,24.0,22.799999999999955,7.0,0.0,22.799999999999955,0.0
24,500.48,2.893,14,114,438162933,-52953028,2.893,2023-10-03 16:28:52,,24.0,22.799999999999955,7.0,0.0,22.799999999999955,0.0
24,503.94,3.205,14,113,438163032,-52953461,3.205,2023-10-03 16:28:53,,24.0,22.799999999999955,7.0,0.0,22.799999999999955,0.0
25,507.4,3.425,13,111,438163237,-52953860,3.425,2023-10-03 16:28:54,,24.0,23.0,7.0,0.0,23.0,0.28
25,510.11,3.48,13,108,438163350,-52954192,3.48,2023-10-03 16:28:55,,24.0,23.0,7.0,0.0,23.0,1.18
25,513.56,3.569,13,106,438163557,-52954578,3.569,2023-10-03 16:28:56,,24.0,23.0,7.0,0.0,23.0,1.28
25,515.54,3.598,14,103,438163631,-52954823,3.598,2023-10-03 16:28:57,,24.0,23.0,7.0,0.0,23.0,1.31
25,517.75,2.725,13,102,438163711,-52955100,2.725,2023-10-03 16:28:58,,24.0,23.0,7.0,0.0,23.0,1.25
25,519.68,2.079,13,101,438163805,-52955324,2.079,2023-10-03 16:28:59,,24.0,23.0,7.0,0.0,23.0,0.89
25,521.24,1.812,13,100,438163897,-52955492,1.812,2023-10-03 16:29:00,,24.0,23.0,7.0,0.0,23.0,0.0
26,522.66,1.698,13,100,438163987,-52955651,1.698,2023-10-03 16:29:01,,24.0,23.200000000000045,7.0,0.0,23.200000000000045,0.0
26,523.64,1.522,12,100,438164002,-52955776,1.522,2023-10-03 16:29:02,,24.0,23.200000000000045,7.0,0.0,23.200000000000045,0.0
26,523.79,1.344,11,98,438163928,-52956434,1.344,2023-10-03 16:29:09,,24.0,23.399999999999977,7.0,0.0,23.399999999999977,0.0
26,525.54,1.709,11,99,438163911,-52956699,1.709,2023-10-03 16:29:10,,24.0,23.399999999999977,7.0,0.0,23.399999999999977,0.0
26,527.51,1.512,10,101,438163987,-52956946,1.512,2023-10-03 16:29:11,,24.0,23.399999999999977,7.0,0.0,23.399999999999977,0.0
26,529.39,1.548,11,102,438164117,-52957138,1.548,2023-10-03 16:29:12,,24.0,23.399999999999977,7.0,0.0,23.399999999999977,0.0
26,531.62,1.65,11,103,438164291,-52957367,1.65,2023-10-03 16:29:13,,24.0,23.399999999999977,7.0,0.0,23.399999999999977,0.0
26,533.98,1.813,11,103,438164437,-52957623,1.813,2023-10-03 16:29:14,,24.0,23.600000000000023,8.0,0.0,23.600000000000023,0.48
27,535.89,1.945,11,103,438164533,-52957846,1.945,2023-10-03 16:29:15,,24.0,23.600000000000023,8.0,0.0,23.600000000000023,2.28
27,537.86,1.972,10,103,438164662,-52958050,1.972,2023-10-03 16:29:16,,24.0,23.799999999999955,8.0,0.0,23.799999999999955,2.8
27,539.32,1.977,10,103,438164800,-52958165,1.977,2023-10-03 16:29:17,,24.0,23.799999999999955,8.0,0.0,23.799999999999955,3.6
27,540.41,1.781,10,103,438164860,-52958280,1.781,2023-10-03 16:29:18,,24.0,24.0,8.0,0.0,24.0,4.02
27,541.86,1.699,10,103,438164905,-52958466,1.699,2023-10-03 16:29:19,,24.0,24.0,8.0,0.0,24.0,4.29
27,545.27,2.987,9,104,438164797,-52958902,2.987,2023-10-03 16:29:20,,24.0,24.0,8.0,0.0,24.0,4.33
27,548.31,3.777,9,106,438164886,-52959280,3.777,2023-10-03 16:29:21,,24.0,24.200000000000045,8.0,0.0,24.200000000000045,4.15
28,551.78,4.033,13,108,438165130,-52959624,4.033,2023-10-03 16:29:22,,24.0,24.200000000000045,8.0,0.0,24.200000000000045,3.91
28,555.46,4.064,15,110,438165414,-52959960,4.064,2023-10-03 16:29:23,,24.0,24.399999999999977,9.0,0.0,24.399999999999977,3.64
28,558.68,3.423,16,112,438165679,-52960250,3.423,2023-10-03 16:29:24,,24.0,24.600000000000023,9.0,0.0,24.600000000000023,3.31
28,561.74,3.153,18,113,438165884,-52960555,3.153,2023-10-03 16:29:25,,24.0,24.600000000000023,9.0,0.0,24.600000000000023,3.02
28,564.25,3.131,18,115,438166066,-52960803,3.131,2023-10-03 16:29:26,,24.0,24.799999999999955,9.0,0.0,24.799999999999955,2.84
28,566.64,2.497,20,116,438166242,-52961020,2.497,2023-10-03 16:29:27,,24.0,25.0,9.0,0.0,25.0,2.77
29,568.8,2.179,22,118,438166423,-52961223,2.179,2023-10-03 16:29:28,,24.0,25.0,9.0,0.0,25.0,2.85
29,571.03,2.139,23,118,438166604,-52961403,2.139,2023-10-03 16:29:29,,24.0,25.200000000000045,9.0,0.0,25.200000000000045,3.06
29,573.66,2.481,25,119,438166871,-52961539,2.481,2023-10-03 16:29:30,,24.0,25.399999999999977,9.0,0.0,25.399999999999977,3.41
29,575.96,2.547,27,120,438167066,-52961710,2.547,2023-10-03 16:29:31,,24.0,25.600000000000023,10.0,0.0,25.600000000000023,3.93
29,578.14,2.531,27,121,438167211,-52961954,2.531,2023-10-03 16:29:32,,24.0,25.799999999999955,10.0,0.0,25.799999999999955,4.61
29,580.69,2.467,26,121,438167344,-52962254,2.467,2023-10-03 16:29:33,,24.0,26.0,10.0,0.0,26.0,5.39
30,583.53,2.439,25,122,438167515,-52962569,2.439,2023-10-03 16:29:34,,24.0,26.200000000000045,10.0,0.0,26.200000000000045,6.17
30,586.85,2.436,23,122,438167705,-52962935,2.436,2023-10-03 16:29:35,,24.0,26.399999999999977,10.0,0.0,26.399999999999977,6.73
30,590.04,2.45,23,122,438167889,-52963278,2.45,2023-10-03 16:29:36,,24.0,26.600000000000023,11.0,0.0,26.600000000000023,6.92
30,593.09,2.453,22,122,438168071,-52963619,2.453,2023-10-03 16:29:37,94.0,24.0,26.600000000000023,11.0,0.0,26.600000000000023,6.78
30,597.29,2.53,21,121,438168432,-52963994,2.53,2023-10-03 16:29:38,,24.0,26.799999999999955,11.0,0.0,26.799999999999955,6.48
30,602.21,2.554,19,121,438168855,-52964386,2.554,2023-10-03 16:29:39,,24.0,27.0,11.0,0.0,27.0,6.12
31,606.12,3.599,18,121,438169064,-52964828,3.599,2023-10-03 16:29:40,,24.0,27.0,11.0,0.0,27.0,5.73
31,609.75,3.796,17,121,438169176,-52965289,3.796,2023-10-03 16:29:41,,24.0,27.200000000000045,11.0,0.0,27.200000000000045,5.37
31,613.02,3.664,17,121,438169268,-52965712,3.664,2023-10-03 16:29:42,,24.0,27.399999999999977,11.0,0.0,27.399999999999977,5.0
31,616.48,3.614,17,121,438169397,-52966144,3.614,2023-10-03 16:29:43,,24.0,27.399999999999977,12.0,0.0,27.399999999999977,4.6
31,619.89,3.564,16,120,438169533,-52966563,3.564,2023-10-03 16:29:44,,24.0,27.600000000000023,12.0,0.0,27.600000000000023,4.18
32,622.65,3.523,16,120,438169630,-52966911,3.523,2023-10-03 16:29:45,,24.0,27.600000000000023,12.0,0.0,27.600000000000023,3.76
