calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,temperature,altitude,ascent,descent,enhanced_altitude,grade
187,2706.36,1.602,7,165,438299271,-53140769,1.602,2023-10-03 16:42:41,,25.0,106.60000000000002,105.0,15.0,106.60000000000002,10.58
188,2707.9,1.567,6,165,438299415,-53140708,1.567,2023-10-03 16:42:42,,25.0,106.79999999999995,105.0,15.0,106.79999999999995,10.68
188,2709.61,1.682,6,165,438299590,-53140646,1.682,2023-10-03 16:42:43,,25.0,107.0,105.0,15.0,107.0,10.82
188,2711.2,1.597,6,164,438299736,-53140588,1.597,2023-10-03 16:42:44,,25.0,107.20000000000005,105.0,15.0,107.20000000000005,10.94
189,2712.82,1.618,6,164,438299915,-53140476,1.618,2023-10-03 16:42:45,,25.0,107.39999999999998,106.0,15.0,107.39999999999998,11.01
189,2714.36,1.565,6,162,438300055,-53140392,1.565,2023-10-03 16:42:46,,25.0,107.60000000000002,106.0,15.0,107.60000000000002,11.0
189,2715.99,1.619,6,162,438300190,-53140300,1.619,2023-10-03 16:42:47,,25.0,107.79999999999995,106.0,15.0,107.79999999999995,10.88
189,2717.28,1.533,6,162,438300327,-53140230,1.533,2023-10-03 16:42:48,,25.0,108.0,106.0,15.0,108.0,10.66
190,2718.98,1.553,6,162,438300500,-53140140,1.553,2023-10-03 16:42:49,,25.0,108.20000000000005,106.0,15.0,108.20000000000005,10.41
190,2720.8,1.694,6,161,438300682,-53140039,1.694,2023-10-03 16:42:50,,25.0,108.20000000000005,106.0,15.0,108.20000000000005,10.16
190,2722.49,1.676,6,160,438300827,-53139942,1.676,2023-10-03 16:42:51,,25.0,108.39999999999998,107.0,15.0,108.39999999999998,9.93
191,2724.16,1.621,6,160,438301002,-53139807,1.621,2023-10-03 16:42:52,,25.0,108.60000000000002,107.0,15.0,108.60000000000002,9.73
191,2726.01,1.649,6,161,438301146,-53139652,1.649,2023-10-03 16:42:53,,25.0,108.79999999999995,107.0,15.0,108.79999999999995,9.5
191,2727.77,1.672,5,161,438301319,-53139525,1.672,2023-10-03 16:42:54,,25.0,108.79999999999995,107.0,15.0,108.79999999999995,9.12
191,2729.75,1.735,6,161,438301465,-53139373,1.735,2023-10-03 16:42:55,,25.0,108.79999999999995,107.0,15.0,108.79999999999995,8.57
192,2731.67,1.817,6,162,438301638,-53139246,1.817,2023-10-03 16:42:56,,25.0,109.0,107.0,15.0,109.0,7.9
192,2733.5,1.833,6,161,438301820,-53139112,1.833,2023-10-03 16:42:57,,25.0,109.0,107.0,15.0,109.0,7.15
192,2735.24,1.84,5,161,438301965,-53138990,1.84,2023-10-03 16:42:58,,25.0,109.20000000000005,108.0,15.0,109.20000000000005,6.38
192,2737.18,1.842,5,161,438302138,-53138820,1.842,2023-10-03 16:42:59,,25.0,109.20000000000005,108.0,15.0,109.20000000000005,5.63
193,2739.22,1.857,5,162,438302320,-53138657,1.857,2023-10-03 16:43:00,,25.0,109.20000000000005,108.0,15.0,109.20000000000005,4.96
193,2741.23,1.861,5,162,438302472,-53138490,1.861,2023-10-03 16:43:01,,25.0,109.39999999999998,108.0,15.0,109.39999999999998,4.41
193,2743.19,1.861,5,162,438302677,-53138369,1.861,2023-10-03 16:43:02,,25.0,109.39999999999998,108.0,15.0,109.39999999999998,4.0
194,2745.02,1.861,5,162,438302834,-53138251,1.861,2023-10-03 16:43:03,,25.0,109.39999999999998,108.0,15.0,109.39999999999998,3.74
194,2746.91,1.861,6,161,438303040,-53138150,1.861,2023-10-03 16:43:04,,25.0,109.39999999999998,108.0,15.0,109.39999999999998,3.48
194,2748.82,1.845,6,160,438303194,-53138034,1.845,2023-10-03 16:43:05,,25.0,109.60000000000002,108.0,15.0,109.60000000000002,3.2
194,2750.79,1.842,6,160,438303375,-53137876,1.842,2023-10-03 16:43:06,,25.0,109.60000000000002,108.0,15.0,109.60000000000002,2.92
195,2752.63,1.842,6,160,438303552,-53137754,1.842,2023-10-03 16:43:07,,25.0,109.60000000000002,108.0,15.0,109.60000000000002,2.69
195,2754.47,1.882,6,160,438303738,-53137665,1.882,2023-10-03 16:43:08,,25.0,109.79999999999995,108.0,15.0,109.79999999999995,2.54
195,2756.44,1.905,6,158,438303952,-53137606,1.905,2023-10-03 16:43:09,,25.0,109.79999999999995,108.0,15.0,109.79999999999995,2.47
196,2758.76,2.249,6,158,438304179,-53137499,2.249,2023-10-03 16:43:10,,25.0,109.79999999999995,108.0,15.0,109.79999999999995,2.48
196,2761.4,2.582,6,158,438304408,-53137314,2.582,2023-10-03 16:43:11,,25.0,109.79999999999995,108.0,15.0,109.79999999999995,2.55
196,2763.93,2.546,6,157,438304633,-53137116,2.546,2023-10-03 16:43:12,,25.0,109.79999999999995,108.0,15.0,109.79999999999995,2.62
196,2766.67,2.717,5,157,438304864,-53136896,2.717,2023-10-03 16:43:13,,25.0,110.0,109.0,15.0,110.0,2.63
197,2769.08,2.452,5,157,438305089,-53136727,2.452,2023-10-03 16:43:14,,25.0,110.0,109.0,15.0,110.0,2.5
197,2771.61,2.518,5,156,438305320,-53136565,2.518,2023-10-03 16:43:15,,25.0,110.0,109.0,15.0,110.0,2.28
197,2774.32,2.692,5,156,438305591,-53136402,2.692,2023-10-03 16:43:16,,25.0,110.0,109.0,15.0,110.0,2.03
197,2777.0,2.683,5,156,438305826,-53136214,2.683,2023-10-03 16:43:17,,25.0,110.0,109.0,15.0,110.0,1.79
198,2779.27,2.509,5,155,438306047,-53136036,2.509,2023-10-03 16:43:18,,25.0,110.20000000000005,109.0,15.0,110.20000000000005,1.62
198,2782.09,2.535,5,154,438306280,-53135801,2.535,2023-10-03 16:43:19,,25.0,110.20000000000005,109.0,15.0,110.20000000000005,1.5
198,2785.48,3.024,5,153,438306581,-53135550,3.024,2023-10-03 16:43:20,,25.0,110.20000000000005,109.0,15.0,110.20000000000005,1.39
198,2788.53,3.269,6,151,438306856,-53135378,3.269,2023-10-03 16:43:21,,25.0,110.20000000000005,109.0,15.0,110.20000000000005,1.32
199,2791.46,3.135,6,150,438307129,-53135201,3.135,2023-10-03 16:43:22,,25.0,110.20000000000005,109.0,15.0,110.20000000000005,1.24
199,2794.55,3.113,6,151,438307438,-53135006,3.113,2023-10-03 16:43:23,,25.0,110.39999999999998,109.0,15.0,110.39999999999998,1.16
199,2797.25,3.125,6,152,438307688,-53134835,3.125,2023-10-03 16:43:24,,25.0,110.39999999999998,109.0,15.0,110.39999999999998,1.08
199,2800.45,3.221,6,152,438307988,-53134631,3.221,2023-10-03 16:43:25,,25.0,110.39999999999998,109.0,15.0,110.39999999999998,0.62
200,2804.2,3.284,5,152,438308372,-53134401,3.284,2023-10-03 16:43:26,,25.0,110.39999999999998,109.0,15.0,110.39999999999998,0.0
200,2807.76,3.396,5,151,438308686,-53134198,3.396,2023-10-03 16:43:27,,25.0,110.39999999999998,109.0,15.0,110.39999999999998,0.0
200,2810.97,3.24,5,150,438308989,-53134012,3.24,2023-10-03 16:43:28,,25.0,110.39999999999998,109.0,15.0,110.39999999999998,0.0
200,2814.36,3.381,5,148,438309305,-53133783,3.381,2023-10-03 16:43:29,,25.0,110.20000000000005,109.0,15.0,110.20000000000005,0.0
201,2817.98,3.579,5,146,438309632,-53133519,3.579,2023-10-03 16:43:30,,25.0,110.20000000000005,109.0,15.0,110.20000000000005,0.0
201,2821.4,3.446,5,143,438309952,-53133295,3.446,2023-10-03 16:43:31,,25.0,110.20000000000005,109.0,15.0,110.20000000000005,0.0
201,2824.98,3.559,5,141,438310309,-53133059,3.559,2023-10-03 16:43:32,,25.0,110.20000000000005,109.0,15.0,110.20000000000005,0.0
201,2828.61,3.621,5,140,438310625,-53132795,3.621,2023-10-03 16:43:33,,25.0,110.0,109.0,15.0,110.0,0.0
202,2832.27,3.65,5,139,438310944,-53132516,3.65,2023-10-03 16:43:34,,25.0,110.0,109.0,15.0,110.0,-0.39
202,2836.18,3.883,5,138,438311309,-53132211,3.883,2023-10-03 16:43:35,,25.0,110.0,109.0,15.0,110.0,-1.07
202,2840.02,3.844,5,139,438311666,-53131939,3.844,2023-10-03 16:43:36,,25.0,110.0,109.0,15.0,110.0,-1.2
202,2844.22,4.156,5,139,438312036,-53131671,4.156,2023-10-03 16:43:37,,25.0,109.79999999999995,109.0,15.0,109.79999999999995,-1.28
203,2847.66,4.269,5,138,438312394,-53131497,4.269,2023-10-03 16:43:38,,25.0,109.79999999999995,109.0,15.0,109.79999999999995,-1.33
203,2852.49,4.287,5,136,438312882,-53131253,4.287,2023-10-03 16:43:39,,25.0,109.79999999999995,109.0,15.0,109.79999999999995,-1.37
203,2856.78,4.171,5,135,438313271,-53131009,4.171,2023-10-03 16:43:40,,25.0,109.60000000000002,109.0,15.0,109.60000000000002,-1.41
203,2861.28,4.455,5,134,438313714,-53130784,4.455,2023-10-03 16:43:41,,25.0,109.60000000000002,109.0,15.0,109.60000000000002,-1.43
203,2865.24,4.55,5,133,438314149,-53130623,4.55,2023-10-03 16:43:42,,25.0,109.60000000000002,109.0,15.0,109.60000000000002,-1.42
204,2869.39,4.328,5,133,438314564,-53130419,4.328,2023-10-03 16:43:43,,25.0,109.39999999999998,109.0,15.0,109.39999999999998,-1.39
204,2873.65,4.24,5,133,438314986,-53130225,4.24,2023-10-03 16:43:44,,25.0,109.39999999999998,109.0,15.0,109.39999999999998,-1.34
204,2877.57,4.141,5,133,438315387,-53130097,4.141,2023-10-03 16:43:45,,25.0,109.39999999999998,109.0,15.0,109.39999999999998,-1.25
204,2881.61,4.119,5,134,438315809,-53130027,4.119,2023-10-03 16:43:46,,25.0,109.39999999999998,109.0,15.0,109.39999999999998,-1.15
204,2885.69,4.119,5,135,438316243,-53129986,4.119,2023-10-03 16:43:47,,25.0,109.39999999999998,109.0,16.0,109.39999999999998,-0.68
205,2890.08,4.343,5,136,438316732,-53129946,4.343,2023-10-03 16:43:48,,25.0,109.39999999999998,109.0,16.0,109.39999999999998,0.0
205,2894.33,4.326,5,137,438317192,-53129952,4.326,2023-10-03 16:43:49,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
205,2898.61,4.246,5,138,438317649,-53129988,4.246,2023-10-03 16:43:50,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
205,2903.09,4.429,5,138,438318104,-53130091,4.429,2023-10-03 16:43:51,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
206,2907.86,4.724,5,137,438318606,-53130213,4.724,2023-10-03 16:43:52,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
206,2912.65,4.779,5,136,438319115,-53130335,4.779,2023-10-03 16:43:53,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
206,2917.24,4.622,5,135,438319604,-53130451,4.622,2023-10-03 16:43:54,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
206,2922.36,4.562,5,135,438320159,-53130507,4.562,2023-10-03 16:43:55,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
206,2927.24,4.747,5,133,438320672,-53130533,4.747,2023-10-03 16:43:56,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
207,2931.72,4.525,5,132,438321170,-53130550,4.525,2023-10-03 16:43:57,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
207,2935.85,4.458,5,131,438321615,-53130520,4.458,2023-10-03 16:43:58,,25.0,109.20000000000005,109.0,16.0,109.20000000000005,0.0
207,2940.06,4.453,5,130,438322078,-53130447,4.453,2023-10-03 16:43:59,,25.0,109.39999999999998,109.0,16.0,109.39999999999998,0.0
207,2943.93,4.453,5,130,438322466,-53130399,4.453,2023-10-03 16:44:00,,25.0,109.39999999999998,109.0,16.0,109.39999999999998,0.0
207,2946.96,3.883,4,129,438322786,-53130360,3.883,2023-10-03 16:44:01,,25.0,109.60000000000002,109.0,16.0,109.60000000000002,0.0
208,2950.75,3.513,5,127,438323206,-53130321,3.513,2023-10-03 16:44:02,,25.0,109.60000000000002,109.0,16.0,109.60000000000002,0.39
208,2954.05,3.229,5,126,438323548,-53130300,3.229,2023-10-03 16:44:03,,25.0,109.79999999999995,109.0,16.0,109.79999999999995,1.21
208,2957.07,3.175,5,126,438323870,-53130278,3.175,2023-10-03 16:44:04,,25.0,109.79999999999995,110.0,16.0,109.79999999999995,1.45
208,2960.18,3.071,5,126,438324224,-53130293,3.071,2023-10-03 16:44:05,,25.0,109.79999999999995,110.0,16.0,109.79999999999995,1.69
208,2963.4,3.387,5,126,438324559,-53130297,3.387,2023-10-03 16:44:06,,25.0,110.0,110.0,16.0,110.0,1.95
209,2966.2,3.244,5,126,438324868,-53130361,3.244,2023-10-03 16:44:07,,25.0,110.20000000000005,110.0,16.0,110.20000000000005,2.25
209,2969.15,3.179,5,126,438325151,-53130487,3.179,2023-10-03 16:44:08,,25.0,110.20000000000005,110.0,16.0,110.20000000000005,2.55
209,2972.01,3.072,6,126,438325423,-53130642,3.072,2023-10-03 16:44:09,,25.0,110.39999999999998,110.0,16.0,110.39999999999998,2.81
209,2974.81,2.986,6,127,438325699,-53130770,2.986,2023-10-03 16:44:10,,25.0,110.60000000000002,110.0,16.0,110.60000000000002,3.0
209,2977.5,2.85,6,127,438326012,-53130858,2.85,2023-10-03 16:44:11,,25.0,110.60000000000002,110.0,16.0,110.60000000000002,3.15
210,2979.88,2.802,6,127,438326258,-53130938,2.802,2023-10-03 16:44:12,,25.0,110.79999999999995,110.0,16.0,110.79999999999995,3.35
210,2982.19,2.781,6,128,438326486,-53131018,2.781,2023-10-03 16:44:13,,25.0,111.0,111.0,16.0,111.0,3.49
210,2984.44,2.755,6,129,438326709,-53131096,2.755,2023-10-03 16:44:14,,25.0,111.0,111.0,16.0,111.0,3.62
210,2986.75,2.665,6,130,438326975,-53131176,2.665,2023-10-03 16:44:15,,25.0,111.20000000000005,111.0,16.0,111.20000000000005,3.76
210,2988.82,2.376,5,130,438327171,-53131222,2.376,2023-10-03 16:44:16,,25.0,111.39999999999998,111.0,16.0,111.39999999999998,3.92
211,2990.74,2.262,5,131,438327389,-53131280,2.262,2023-10-03 16:44:17,,25.0,111.39999999999998,111.0,16.0,111.39999999999998,4.08
211,2992.62,2.198,5,131,438327580,-53131325,2.198,2023-10-03 16:44:18,,25.0,111.60000000000002,111.0,16.0,111.60000000000002,4.25
211,2994.66,2.177,5,132,438327800,-53131365,2.177,2023-10-03 16:44:19,,25.0,111.79999999999995,111.0,16.0,111.79999999999995,4.43
211,2996.51,2.094,5,132,438327990,-53131450,2.094,2023-10-03 16:44:20,,25.0,111.79999999999995,111.0,16.0,111.79999999999995,4.62
211,2998.39,1.991,5,132,438328172,-53131566,1.991,2023-10-03 16:44:21,,25.0,112.0,112.0,16.0,112.0,4.82
212,3000.22,1.938,5,133,438328317,-53131703,1.938,2023-10-03 16:44:22,,25.0,112.20000000000005,112.0,16.0,112.20000000000005,5.05
212,3002.09,1.914,5,133,438328489,-53131859,1.914,2023-10-03 16:44:23,,25.0,112.39999999999998,112.0,16.0,112.39999999999998,5.32
212,3003.72,1.855,6,133,438328635,-53131986,1.855,2023-10-03 16:44:24,,25.0,112.39999999999998,112.0,16.0,112.39999999999998,5.64
212,3005.37,1.797,6,135,438328771,-53132119,1.797,2023-10-03 16:44:25,,25.0,112.60000000000002,112.0,16.0,112.60000000000002,6.01
212,3006.92,1.786,6,137,438328908,-53132256,1.786,2023-10-03 16:44:26,,25.0,112.79999999999995,112.0,16.0,112.79999999999995,6.42
213,3008.48,1.779,6,138,438329045,-53132379,1.779,2023-10-03 16:44:27,,25.0,113.0,112.0,16.0,113.0,6.86
213,3010.01,1.694,6,139,438329183,-53132486,1.694,2023-10-03 16:44:28,,25.0,113.20000000000005,113.0,16.0,113.20000000000005,7.32
213,3011.55,1.662,6,139,438329318,-53132601,1.662,2023-10-03 16:44:29,,25.0,113.39999999999998,113.0,16.0,113.39999999999998,7.77
213,3013.17,1.636,6,139,438329418,-53132752,1.636,2023-10-03 16:44:30,,25.0,113.60000000000002,113.0,16.0,113.60000000000002,8.17
214,3014.72,1.631,6,139,438329509,-53132925,1.631,2023-10-03 16:44:31,,25.0,113.60000000000002,113.0,16.0,113.60000000000002,8.45
214,3016.31,1.608,6,141,438329563,-53133121,1.608,2023-10-03 16:44:32,,25.0,113.79999999999995,113.0,16.0,113.79999999999995,8.64
214,3017.94,1.629,6,142,438329645,-53133319,1.629,2023-10-03 16:44:33,,25.0,114.0,114.0,16.0,114.0,8.75
214,3019.58,1.639,6,142,438329736,-53133505,1.639,2023-10-03 16:44:34,,25.0,114.20000000000005,114.0,16.0,114.20000000000005,8.79
214,3020.96,1.587,6,142,438329827,-53133669,1.587,2023-10-03 16:44:35,,25.0,114.39999999999998,114.0,16.0,114.39999999999998,8.82
215,3022.52,1.597,6,142,438329918,-53133841,1.597,2023-10-03 16:44:36,,25.0,114.39999999999998,114.0,16.0,114.39999999999998,8.84
215,3023.95,1.58,6,143,438330009,-53133990,1.58,2023-10-03 16:44:37,,25.0,114.60000000000002,114.0,16.0,114.60000000000002,8.86
215,3025.43,1.575,6,142,438330065,-53134164,1.575,2023-10-03 16:44:38,,25.0,114.79999999999995,114.0,16.0,114.79999999999995,8.92
215,3027.07,1.613,6,142,438330148,-53134360,1.613,2023-10-03 16:44:39,,25.0,115.0,115.0,16.0,115.0,9.04
216,3028.57,1.613,6,143,438330274,-53134504,1.613,2023-10-03 16:44:40,,25.0,115.20000000000005,115.0,16.0,115.20000000000005,9.16
216,3029.9,1.611,6,144,438330374,-53134626,1.611,2023-10-03 16:44:41,,25.0,115.39999999999998,115.0,16.0,115.39999999999998,9.23
216,3031.75,1.611,6,144,438330502,-53134811,1.611,2023-10-03 16:44:42,,25.0,115.39999999999998,115.0,16.0,115.39999999999998,9.24
216,3033.45,1.618,6,144,438330639,-53134978,1.618,2023-10-03 16:44:43,,25.0,115.60000000000002,115.0,16.0,115.60000000000002,9.15
217,3035.1,1.639,6,144,438330775,-53135123,1.639,2023-10-03 16:44:44,,25.0,115.79999999999995,115.0,16.0,115.79999999999995,9.03
217,3036.35,1.624,5,144,438330837,-53135247,1.624,2023-10-03 16:44:45,,25.0,116.0,115.0,16.0,116.0,8.94
217,3037.63,1.619,5,144,438330959,-53135368,1.619,2023-10-03 16:44:46,,25.0,116.20000000000005,116.0,16.0,116.20000000000005,8.89
217,3039.0,1.619,5,145,438331057,-53135501,1.619,2023-10-03 16:44:47,,25.0,116.20000000000005,116.0,16.0,116.20000000000005,8.9
217,3040.87,1.629,5,148,438331185,-53135688,1.629,2023-10-03 16:44:48,,25.0,116.39999999999998,116.0,16.0,116.39999999999998,8.94
218,3042.43,1.631,5,150,438331283,-53135852,1.631,2023-10-03 16:44:49,,25.0,116.60000000000002,116.0,16.0,116.60000000000002,8.96
218,3043.76,1.631,5,149,438331374,-53135998,1.631,2023-10-03 16:44:50,,25.0,116.79999999999995,116.0,16.0,116.79999999999995,8.93
218,3045.12,1.622,5,149,438331465,-53136135,1.622,2023-10-03 16:44:51,,25.0,117.0,116.0,16.0,117.0,8.86
218,3046.82,1.723,5,148,438331594,-53136291,1.723,2023-10-03 16:44:52,,25.0,117.0,117.0,16.0,117.0,8.73
219,3048.2,1.794,5,148,438331693,-53136418,1.794,2023-10-03 16:44:53,,25.0,117.20000000000005,117.0,16.0,117.20000000000005,8.58
219,3049.98,1.877,5,148,438331858,-53136570,1.877,2023-10-03 16:44:54,,25.0,117.39999999999998,117.0,16.0,117.39999999999998,8.4
219,3051.32,1.905,5,148,438331967,-53136680,1.905,2023-10-03 16:44:55,,25.0,117.60000000000002,117.0,16.0,117.60000000000002,8.18
219,3052.74,1.664,5,148,438332056,-53136824,1.664,2023-10-03 16:44:56,,25.0,117.60000000000002,117.0,16.0,117.60000000000002,7.93
220,3054.44,1.695,5,147,438332185,-53137003,1.695,2023-10-03 16:44:57,,25.0,117.79999999999995,117.0,16.0,117.79999999999995,7.69
220,3056.28,1.587,5,147,438332321,-53137180,1.587,2023-10-03 16:44:58,,25.0,118.0,118.0,16.0,118.0,7.52
220,3058.0,1.556,5,146,438332456,-53137309,1.556,2023-10-03 16:44:59,,25.0,118.20000000000005,118.0,16.0,118.20000000000005,7.44
220,3059.7,1.556,5,146,438332593,-53137448,1.556,2023-10-03 16:45:00,,25.0,118.20000000000005,118.0,16.0,118.20000000000005,7.51
221,3061.42,1.556,5,146,438332730,-53137617,1.556,2023-10-03 16:45:01,,25.0,118.39999999999998,118.0,16.0,118.39999999999998,7.75
221,3063.13,1.562,5,146,438332828,-53137795,1.562,2023-10-03 16:45:02,,25.0,118.60000000000002,118.0,16.0,118.60000000000002,8.13
221,3064.72,1.564,5,146,438332958,-53137962,1.564,2023-10-03 16:45:03,,25.0,118.79999999999995,118.0,16.0,118.79999999999995,8.63
221,3066.07,1.564,5,145,438333022,-53138106,1.564,2023-10-03 16:45:04,,25.0,119.0,118.0,16.0,119.0,9.15
222,3067.23,1.564,5,146,438333104,-53138227,1.564,2023-10-03 16:45:05,,25.0,119.20000000000005,119.0,16.0,119.20000000000005,9.56
222,3069.06,1.541,5,146,438333233,-53138412,1.541,2023-10-03 16:45:06,,25.0,119.39999999999998,119.0,16.0,119.39999999999998,9.86
222,3070.65,1.536,5,147,438333368,-53138559,1.536,2023-10-03 16:45:07,,25.0,119.60000000000002,119.0,16.0,119.60000000000002,10.05
222,3072.0,1.536,5,148,438333469,-53138702,1.536,2023-10-03 16:45:08,,25.0,119.79999999999995,119.0,16.0,119.79999999999995,10.17
223,3073.27,1.536,5,148,438333560,-53138793,1.536,2023-10-03 16:45:09,,25.0,120.0,119.0,16.0,120.0,10.27
223,3074.47,1.529,5,149,438333689,-53138854,1.529,2023-10-03 16:45:10,,25.0,120.20000000000005,120.0,16.0,120.20000000000005,10.37
223,3076.15,1.498,5,149,438333824,-53138980,1.498,2023-10-03 16:45:11,,25.0,120.20000000000005,120.0,16.0,120.20000000000005,10.45
223,3077.67,1.482,5,149,438333962,-53139105,1.482,2023-10-03 16:45:12,,25.0,120.39999999999998,120.0,16.0,120.39999999999998,10.51
224,3078.8,1.445,5,149,438334059,-53139190,1.445,2023-10-03 16:45:13,,25.0,120.60000000000002,120.0,16.0,120.60000000000002,10.57
224,3080.27,1.472,5,151,438334186,-53139301,1.472,2023-10-03 16:45:14,,25.0,120.79999999999995,120.0,16.0,120.79999999999995,10.64
224,3081.67,1.481,5,151,438334324,-53139403,1.481,2023-10-03 16:45:15,,25.0,121.0,120.0,16.0,121.0,10.75
224,3083.05,1.413,5,151,438334462,-53139473,1.413,2023-10-03 16:45:16,,25.0,121.20000000000005,121.0,16.0,121.20000000000005,10.86
225,3084.42,1.39,5,152,438334599,-53139531,1.39,2023-10-03 16:45:17,,25.0,121.39999999999998,121.0,16.0,121.39999999999998,10.99
225,3085.94,1.477,5,152,438334733,-53139605,1.477,2023-10-03 16:45:18,,25.0,121.60000000000002,121.0,16.0,121.60000000000002,11.15
225,3087.32,1.387,5,153,438334870,-53139639,1.387,2023-10-03 16:45:19,,25.0,121.79999999999995,121.0,16.0,121.79999999999995,11.35
225,3088.93,1.618,5,153,438335046,-53139644,1.618,2023-10-03 16:45:20,,25.0,122.0,121.0,16.0,122.0,11.56
226,3090.5,1.574,6,153,438335228,-53139690,1.574,2023-10-03 16:45:21,,25.0,122.20000000000005,122.0,16.0,122.20000000000005,11.7
226,3092.03,1.556,5,154,438335372,-53139752,1.556,2023-10-03 16:45:22,,25.0,122.39999999999998,122.0,16.0,122.39999999999998,11.73
226,3093.74,1.663,5,155,438335547,-53139810,1.663,2023-10-03 16:45:23,,25.0,122.60000000000002,122.0,16.0,122.60000000000002,11.68
226,3095.25,1.558,5,155,438335690,-53139903,1.558,2023-10-03 16:45:24,,25.0,122.79999999999995,122.0,16.0,122.79999999999995,11.53
227,3096.87,1.605,5,155,438335862,-53140000,1.605,2023-10-03 16:45:25,,25.0,123.0,122.0,16.0,123.0,11.38
227,3098.5,1.654,5,155,438336010,-53140085,1.654,2023-10-03 16:45:26,,25.0,123.20000000000005,123.0,16.0,123.20000000000005,11.28
227,3099.76,1.568,5,156,438336145,-53140150,1.568,2023-10-03 16:45:27,,25.0,123.39999999999998,123.0,16.0,123.39999999999998,11.26
227,3101.38,1.554,5,157,438336281,-53140258,1.554,2023-10-03 16:45:28,,25.0,123.60000000000002,123.0,16.0,123.60000000000002,11.36
228,3103.21,1.556,5,159,438336457,-53140360,1.556,2023-10-03 16:45:29,,25.0,123.79999999999995,123.0,16.0,123.79999999999995,11.54
228,3104.56,1.556,5,162,438336600,-53140442,1.556,2023-10-03 16:45:30,,25.0,124.0,123.0,16.0,124.0,11.72
228,3105.86,1.549,5,162,438336735,-53140489,1.549,2023-10-03 16:45:31,,25.0,124.20000000000005,124.0,16.0,124.20000000000005,11.89
229,3107.27,1.547,5,161,438336872,-53140561,1.547,2023-10-03 16:45:32,,25.0,124.39999999999998,124.0,16.0,124.39999999999998,12.0
229,3108.38,1.532,5,162,438336972,-53140623,1.532,2023-10-03 16:45:33,,25.0,124.60000000000002,124.0,16.0,124.60000000000002,12.01
229,3109.81,1.521,5,164,438337097,-53140727,1.521,2023-10-03 16:45:34,,25.0,124.79999999999995,124.0,16.0,124.79999999999995,11.91
229,3111.39,1.467,5,164,438337234,-53140847,1.467,2023-10-03 16:45:35,,25.0,125.0,125.0,16.0,125.0,11.68
230,3112.91,1.453,5,164,438337408,-53140954,1.453,2023-10-03 16:45:36,,25.0,125.20000000000005,125.0,16.0,125.20000000000005,11.4
230,3114.41,1.439,5,163,438337554,-53141052,1.439,2023-10-03 16:45:37,,25.0,125.39999999999998,125.0,16.0,125.39999999999998,11.07
230,3115.98,1.436,5,162,438337691,-53141135,1.436,2023-10-03 16:45:38,,25.0,125.39999999999998,125.0,16.0,125.39999999999998,10.7
231,3117.52,1.436,5,162,438337827,-53141265,1.436,2023-10-03 16:45:39,,25.0,125.60000000000002,125.0,16.0,125.60000000000002,10.34
231,3118.92,1.436,5,162,438337926,-53141401,1.436,2023-10-03 16:45:40,,25.0,125.79999999999995,125.0,16.0,125.79999999999995,9.99
231,3120.39,1.436,5,162,438337982,-53141577,1.436,2023-10-03 16:45:41,,25.0,126.0,125.0,16.0,126.0,9.68
231,3121.82,1.436,5,162,438338027,-53141752,1.436,2023-10-03 16:45:42,,25.0,126.0,126.0,16.0,126.0,9.37
232,3122.98,1.436,4,162,438338072,-53141900,1.436,2023-10-03 16:45:43,,25.0,126.20000000000005,126.0,16.0,126.20000000000005,9.03
232,3124.71,1.436,4,162,438338192,-53142090,1.436,2023-10-03 16:45:44,,25.0,126.20000000000005,126.0,16.0,126.20000000000005,8.61
232,3126.36,1.449,4,162,438338326,-53142255,1.449,2023-10-03 16:45:45,,25.0,126.39999999999998,126.0,16.0,126.39999999999998,8.23
233,3127.9,1.505,4,161,438338426,-53142396,1.505,2023-10-03 16:45:46,,25.0,126.60000000000002,126.0,16.0,126.60000000000002,8.01
233,3129.6,1.533,4,161,438338554,-53142565,1.533,2023-10-03 16:45:47,,25.0,126.60000000000002,126.0,16.0,126.60000000000002,7.91
233,3131.09,1.589,4,161,438338654,-53142696,1.589,2023-10-03 16:45:48,,25.0,126.79999999999995,126.0,16.0,126.79999999999995,7.91
233,3132.8,1.603,4,161,438338783,-53142881,1.603,2023-10-03 16:45:49,,25.0,127.0,127.0,16.0,127.0,7.97
234,3134.29,1.603,4,162,438338846,-53143064,1.603,2023-10-03 16:45:50,,25.0,127.20000000000005,127.0,16.0,127.20000000000005,8.04
234,3135.95,1.603,4,162,438338892,-53143272,1.603,2023-10-03 16:45:51,,25.0,127.20000000000005,127.0,16.0,127.20000000000005,8.08
