cadence,calories,left_right_balance,power,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,temperature,altitude,enhanced_altitude,ascent,descent,grade
78,0,172.0,59,2024-02-25 06:59:46,,,,,,,,,,,,,,
78,0,172.0,45,2024-02-25 06:59:47,82.0,0.0,4.214,11.0,91.0,438132099.0,-52887114.0,4.214,,,,,,
0,0,173.0,0,2024-02-25 06:59:48,,5.66,4.258,10.0,92.0,438131879.0,-52886424.0,4.258,,,,,,
0,0,174.0,0,2024-02-25 06:59:49,,10.57,4.349,10.0,91.0,438131578.0,-52885868.0,4.349,,,,,,
0,0,176.0,0,2024-02-25 06:59:50,,15.55,4.487,10.0,89.0,438131313.0,-52885289.0,4.487,15.0,,,,,
0,0,177.0,0,2024-02-25 06:59:51,,19.63,4.647,10.0,89.0,438131135.0,-52884794.0,4.647,15.0,,,,,
0,0,178.0,0,2024-02-25 06:59:52,,24.89,4.509,9.0,88.0,438130947.0,-52884131.0,4.509,15.0,,,,,
0,0,180.0,0,2024-02-25 06:59:53,,30.38,4.472,9.0,87.0,438130793.0,-52883427.0,4.472,15.0,,,,,
0,0,181.0,0,2024-02-25 06:59:54,,35.73,5.022,9.0,87.0,438130559.0,-52882775.0,5.022,15.0,,,,,
0,0,182.0,0,2024-02-25 06:59:55,,41.78,5.578,9.0,87.0,438130314.0,-52882028.0,5.578,15.0,,,,,
0,0,184.0,0,2024-02-25 06:59:56,,46.91,5.589,9.0,86.0,438130196.0,-52881359.0,5.589,15.0,,,,,
0,0,185.0,0,2024-02-25 06:59:57,,51.29,5.15,9.0,86.0,438130039.0,-52880852.0,5.15,15.0,,,,,
76,0,187.0,2,2024-02-25 06:59:58,,54.72,4.146,9.0,86.0,438129784.0,-52880559.0,4.146,15.0,,,,,
78,0,179.0,15,2024-02-25 06:59:59,,58.02,3.247,9.0,86.0,438129492.0,-52880399.0,3.247,15.0,,,,,
80,0,177.0,76,2024-02-25 07:00:00,,61.16,2.481,10.0,87.0,438129151.0,-52880408.0,2.481,15.0,,,,,
84,0,175.0,99,2024-02-25 07:00:01,,64.99,2.829,10.0,89.0,438128746.0,-52880422.0,2.829,15.0,,,,,
81,0,170.0,104,2024-02-25 07:00:02,,69.87,3.986,11.0,90.0,438128228.0,-52880459.0,3.986,15.0,,,,,
84,0,172.0,132,2024-02-25 07:00:03,,75.31,4.199,11.0,94.0,438127639.0,-52880519.0,4.199,15.0,,,,,
88,0,168.0,142,2024-02-25 07:00:04,,81.04,4.772,11.0,95.0,438127044.0,-52880687.0,4.772,15.0,,,,,
89,0,167.0,100,2024-02-25 07:00:05,,86.75,5.408,11.0,95.0,438126519.0,-52881068.0,5.408,15.0,,,,,
0,0,,0,2024-02-25 07:00:06,,92.14,5.244,11.0,96.0,438126022.0,-52881420.0,5.244,15.0,,,,,
0,0,,0,2024-02-25 07:00:07,,96.35,4.846,12.0,97.0,438125576.0,-52881494.0,4.846,15.0,,,,,
0,0,,0,2024-02-25 07:00:08,,100.8,4.435,12.0,99.0,438125109.0,-52881370.0,4.435,15.0,,,,,
0,0,,0,2024-02-25 07:00:09,,106.68,4.624,11.0,108.0,438124482.0,-52881198.0,4.624,15.0,,,,,
0,0,,0,2024-02-25 07:00:10,,113.53,5.379,11.0,111.0,438123748.0,-52881066.0,5.379,15.0,,,,,
0,0,,0,2024-02-25 07:00:11,,120.61,5.732,11.0,110.0,438123004.0,-52880984.0,5.732,15.0,,,,,
0,0,,0,2024-02-25 07:00:12,,127.2,5.956,10.0,108.0,438122311.0,-52880931.0,5.956,15.0,,,,,
0,0,,0,2024-02-25 07:00:13,,134.04,6.107,10.0,107.0,438121571.0,-52880824.0,6.107,15.0,,,,,
0,0,,0,2024-02-25 07:00:14,,140.27,6.213,10.0,105.0,438120923.0,-52880600.0,6.213,15.0,,,,,
0,0,,0,2024-02-25 07:00:15,,145.79,6.232,11.0,103.0,438120365.0,-52880351.0,6.232,15.0,,,,,
0,0,,0,2024-02-25 07:00:16,,151.78,6.244,11.0,101.0,438119759.0,-52880340.0,6.244,15.0,,,,,
0,0,,0,2024-02-25 07:00:17,,159.3,6.363,11.0,100.0,438118999.0,-52880665.0,6.363,15.0,16.799999999999955,16.799999999999955,,,
0,0,,0,2024-02-25 07:00:18,,167.08,5.885,11.0,99.0,438118201.0,-52880968.0,5.885,15.0,16.799999999999955,16.799999999999955,,,
0,0,,0,2024-02-25 07:00:19,,175.22,5.008,12.0,97.0,438117367.0,-52881273.0,5.008,15.0,16.799999999999955,16.799999999999955,0.0,0.0,0.0
0,0,,0,2024-02-25 07:00:20,,181.98,6.059,12.0,96.0,438116722.0,-52881675.0,6.059,15.0,16.799999999999955,16.799999999999955,0.0,0.0,0.0
0,0,,0,2024-02-25 07:00:21,,188.02,7.272,13.0,94.0,438116147.0,-52882067.0,7.272,15.0,16.799999999999955,16.799999999999955,0.0,0.0,0.0
0,0,,0,2024-02-25 07:00:22,,194.58,6.712,13.0,94.0,438115518.0,-52882431.0,6.712,15.0,16.600000000000023,16.600000000000023,0.0,0.0,0.0
0,0,,0,2024-02-25 07:00:23,,201.03,6.73,13.0,93.0,438114864.0,-52882740.0,6.73,15.0,16.399999999999977,16.399999999999977,0.0,0.0,0.0
0,0,,0,2024-02-25 07:00:24,,208.07,6.996,12.0,94.0,438114109.0,-52882944.0,6.996,15.0,16.399999999999977,16.399999999999977,0.0,0.0,0.0
0,0,,0,2024-02-25 07:00:25,,215.41,7.333,12.0,94.0,438113344.0,-52883035.0,7.333,15.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
0,0,,0,2024-02-25 07:00:26,,222.96,7.582,12.0,94.0,438112555.0,-52883028.0,7.582,15.0,16.0,16.0,0.0,0.0,-0.39
0,0,,0,2024-02-25 07:00:27,,230.65,7.649,12.0,95.0,438111715.0,-52883035.0,7.649,15.0,16.0,16.0,0.0,0.0,-1.2
0,0,,0,2024-02-25 07:00:28,,239.55,7.677,12.0,96.0,438110783.0,-52883285.0,7.677,15.0,15.799999999999955,15.799999999999955,0.0,0.0,-1.38
0,0,,0,2024-02-25 07:00:29,,248.86,7.772,11.0,97.0,438109836.0,-52883585.0,7.772,15.0,15.600000000000023,15.600000000000023,0.0,0.0,-1.51
0,0,,0,2024-02-25 07:00:30,81.0,256.06,7.907,12.0,97.0,438109055.0,-52883549.0,7.907,15.0,15.399999999999977,15.399999999999977,0.0,1.0,-1.59
0,0,,0,2024-02-25 07:00:31,,262.04,7.213,12.0,99.0,438108412.0,-52883530.0,7.213,15.0,15.200000000000045,15.200000000000045,0.0,1.0,-1.64
0,0,,0,2024-02-25 07:00:32,,267.44,6.123,12.0,99.0,438107839.0,-52883629.0,6.123,15.0,15.200000000000045,15.200000000000045,0.0,1.0,-1.68
0,0,,0,2024-02-25 07:00:33,,272.7,5.762,13.0,98.0,438107293.0,-52883819.0,5.762,15.0,15.0,15.0,0.0,1.0,-1.73
0,0,,0,2024-02-25 07:00:34,,278.14,5.484,13.0,96.0,438106747.0,-52884042.0,5.484,15.0,14.799999999999955,14.799999999999955,0.0,1.0,-1.8
0,0,,0,2024-02-25 07:00:35,,283.76,5.65,13.0,94.0,438106187.0,-52884321.0,5.65,15.0,14.799999999999955,14.799999999999955,0.0,1.0,-1.87
0,0,,0,2024-02-25 07:00:36,,289.56,5.822,12.0,91.0,438105600.0,-52884460.0,5.822,15.0,14.799999999999955,14.799999999999955,0.0,2.0,-1.89
0,0,,0,2024-02-25 07:00:37,,293.6,5.764,12.0,89.0,438105209.0,-52884323.0,5.764,15.0,14.799999999999955,14.799999999999955,0.0,2.0,-1.86
64,0,176.0,99,2024-02-25 07:00:38,,295.34,5.054,14.0,89.0,438105156.0,-52884108.0,5.054,15.0,14.600000000000023,14.600000000000023,0.0,2.0,-1.73
72,1,162.0,158,2024-02-25 07:00:39,,297.73,3.974,15.0,90.0,438105229.0,-52883822.0,3.974,15.0,14.600000000000023,14.600000000000023,0.0,2.0,-1.53
80,1,179.0,148,2024-02-25 07:00:40,,300.51,3.719,17.0,92.0,438105465.0,-52883709.0,3.719,15.0,14.600000000000023,14.600000000000023,0.0,2.0,-0.91
80,1,179.0,96,2024-02-25 07:00:41,,303.27,3.416,17.0,94.0,438105729.0,-52883880.0,3.416,15.0,14.600000000000023,14.600000000000023,0.0,2.0,0.0
0,1,179.0,0,2024-02-25 07:00:42,,305.45,3.186,17.0,96.0,438105875.0,-52884092.0,3.186,15.0,14.600000000000023,14.600000000000023,0.0,2.0,0.0
0,1,178.0,0,2024-02-25 07:00:43,,307.23,2.943,18.0,97.0,438105930.0,-52884307.0,2.943,15.0,14.600000000000023,14.600000000000023,0.0,2.0,0.0
85,1,178.0,29,2024-02-25 07:00:44,,308.56,2.655,18.0,98.0,438105930.0,-52884420.0,2.655,15.0,14.799999999999955,14.799999999999955,0.0,2.0,0.0
81,1,178.0,72,2024-02-25 07:00:45,,309.18,2.324,18.0,99.0,438105930.0,-52884340.0,2.324,15.0,14.799999999999955,14.799999999999955,0.0,2.0,0.0
82,1,175.0,102,2024-02-25 07:00:46,,309.98,1.942,18.0,99.0,438105930.0,-52884347.0,1.942,15.0,14.799999999999955,14.799999999999955,0.0,2.0,0.0
82,1,170.0,115,2024-02-25 07:00:47,,311.68,1.72,18.0,100.0,438105930.0,-52884570.0,1.72,15.0,14.799999999999955,14.799999999999955,0.0,2.0,0.0
80,1,173.0,113,2024-02-25 07:00:48,,314.43,1.728,18.0,103.0,438105930.0,-52884936.0,1.728,15.0,14.799999999999955,14.799999999999955,0.0,2.0,0.0
81,1,170.0,103,2024-02-25 07:00:49,,317.58,2.101,17.0,104.0,438105984.0,-52885345.0,2.101,15.0,15.0,15.0,0.0,2.0,0.33
78,1,191.0,103,2024-02-25 07:00:50,,321.2,2.429,17.0,105.0,438106139.0,-52885788.0,2.429,15.0,15.0,15.0,0.0,2.0,1.11
83,2,184.0,116,2024-02-25 07:00:51,,324.56,2.549,17.0,107.0,438106285.0,-52886197.0,2.549,15.0,15.0,15.0,0.0,2.0,1.43
79,2,189.0,119,2024-02-25 07:00:52,,327.48,2.648,16.0,108.0,438106358.0,-52886578.0,2.648,15.0,15.0,15.0,0.0,2.0,1.77
73,2,192.0,118,2024-02-25 07:00:53,,330.23,2.668,16.0,108.0,438106403.0,-52886937.0,2.668,15.0,15.200000000000045,15.200000000000045,0.0,2.0,2.04
81,2,182.0,126,2024-02-25 07:00:54,,333.81,2.687,16.0,109.0,438106431.0,-52887411.0,2.687,15.0,15.200000000000045,15.200000000000045,0.0,2.0,2.18
79,2,192.0,115,2024-02-25 07:00:55,,339.15,2.898,15.0,110.0,438106448.0,-52888121.0,2.898,15.0,15.200000000000045,15.200000000000045,0.0,2.0,2.19
85,2,176.0,100,2024-02-25 07:00:56,,345.55,3.36,14.0,113.0,438106512.0,-52888973.0,3.36,15.0,15.399999999999977,15.399999999999977,0.0,2.0,2.15
80,2,172.0,103,2024-02-25 07:00:57,,351.81,3.745,13.0,114.0,438106567.0,-52889806.0,3.745,15.0,15.399999999999977,15.399999999999977,0.0,2.0,2.09
78,2,179.0,110,2024-02-25 07:00:58,,357.24,4.089,13.0,114.0,438106639.0,-52890522.0,4.089,15.0,15.399999999999977,15.399999999999977,1.0,2.0,2.02
74,2,182.0,110,2024-02-25 07:00:59,,363.0,4.378,13.0,113.0,438106785.0,-52891273.0,4.378,15.0,15.600000000000023,15.600000000000023,1.0,2.0,1.93
76,3,181.0,123,2024-02-25 07:01:00,,368.08,4.643,13.0,113.0,438106876.0,-52891940.0,4.643,15.0,15.600000000000023,15.600000000000023,1.0,2.0,1.8
76,3,168.0,128,2024-02-25 07:01:01,,372.46,4.722,13.0,111.0,438106931.0,-52892520.0,4.722,15.0,15.600000000000023,15.600000000000023,1.0,2.0,1.66
75,3,186.0,125,2024-02-25 07:01:02,,376.55,4.57,13.0,109.0,438106843.0,-52893037.0,4.57,15.0,15.799999999999955,15.799999999999955,1.0,2.0,1.56
79,3,168.0,121,2024-02-25 07:01:03,,380.51,4.409,13.0,108.0,438106595.0,-52893457.0,4.409,15.0,15.799999999999955,15.799999999999955,1.0,2.0,1.49
78,3,176.0,177,2024-02-25 07:01:04,,384.53,4.314,13.0,107.0,438106359.0,-52893887.0,4.314,15.0,16.0,16.0,1.0,2.0,1.47
80,3,177.0,171,2024-02-25 07:01:05,,389.88,4.302,13.0,108.0,438106231.0,-52894580.0,4.302,15.0,16.0,16.0,1.0,2.0,1.45
75,3,178.0,160,2024-02-25 07:01:06,,396.01,4.341,12.0,108.0,438106221.0,-52895397.0,4.341,15.0,16.200000000000045,16.200000000000045,1.0,2.0,1.47
76,4,178.0,151,2024-02-25 07:01:07,,400.37,4.445,12.0,107.0,438106249.0,-52895980.0,4.445,15.0,16.200000000000045,16.200000000000045,1.0,2.0,1.5
77,4,177.0,154,2024-02-25 07:01:08,,403.81,4.308,13.0,108.0,438106249.0,-52896438.0,4.308,15.0,16.200000000000045,16.200000000000045,1.0,2.0,1.53
77,4,177.0,146,2024-02-25 07:01:09,,407.02,3.884,15.0,109.0,438106249.0,-52896866.0,3.884,15.0,16.399999999999977,16.399999999999977,1.0,2.0,1.56
75,4,176.0,150,2024-02-25 07:01:10,,410.8,3.744,15.0,109.0,438106284.0,-52897366.0,3.744,15.0,16.399999999999977,16.399999999999977,1.0,2.0,1.57
75,4,174.0,146,2024-02-25 07:01:11,,415.05,3.966,14.0,110.0,438106340.0,-52897927.0,3.966,15.0,16.399999999999977,16.399999999999977,1.0,2.0,1.56
75,4,179.0,128,2024-02-25 07:01:12,,418.84,4.209,14.0,112.0,438106285.0,-52898422.0,4.209,15.0,16.600000000000023,16.600000000000023,2.0,2.0,1.58
77,5,176.0,154,2024-02-25 07:01:13,,421.36,3.945,14.0,112.0,438106167.0,-52898731.0,3.945,15.0,16.600000000000023,16.600000000000023,2.0,2.0,1.62
81,5,189.0,186,2024-02-25 07:01:14,,423.4,3.183,15.0,113.0,438106076.0,-52898973.0,3.183,15.0,16.600000000000023,16.600000000000023,2.0,2.0,1.6
89,5,184.0,146,2024-02-25 07:01:15,,426.3,2.813,15.0,112.0,438105967.0,-52899334.0,2.813,14.0,16.799999999999955,16.799999999999955,2.0,2.0,1.54
79,5,165.0,198,2024-02-25 07:01:16,,431.0,2.996,15.0,113.0,438105866.0,-52899949.0,2.996,14.0,16.799999999999955,16.799999999999955,2.0,2.0,1.54
82,5,173.0,206,2024-02-25 07:01:17,,435.3,3.607,16.0,115.0,438105839.0,-52900522.0,3.607,14.0,17.0,17.0,2.0,2.0,1.6
81,5,169.0,136,2024-02-25 07:01:18,,438.67,3.835,17.0,115.0,438105859.0,-52900970.0,3.835,14.0,17.0,17.0,2.0,2.0,1.75
80,6,170.0,147,2024-02-25 07:01:19,,442.53,3.853,16.0,115.0,438105884.0,-52901482.0,3.853,14.0,17.200000000000045,17.200000000000045,2.0,2.0,1.98
44,6,201.0,142,2024-02-25 07:01:20,,451.82,3.954,16.0,116.0,438105464.0,-52902556.0,3.954,14.0,17.200000000000045,17.200000000000045,2.0,2.0,2.22
76,6,177.0,81,2024-02-25 07:01:21,,467.8,4.413,15.0,115.0,438104668.0,-52904421.0,4.413,14.0,17.399999999999977,17.399999999999977,2.0,2.0,2.42
78,6,181.0,158,2024-02-25 07:01:22,,478.94,5.083,14.0,115.0,438104317.0,-52905834.0,5.083,14.0,17.399999999999977,17.399999999999977,2.0,2.0,2.54
79,6,169.0,180,2024-02-25 07:01:23,,483.04,5.129,14.0,118.0,438104331.0,-52906374.0,5.129,14.0,17.600000000000023,17.600000000000023,3.0,2.0,2.56
78,6,175.0,162,2024-02-25 07:01:24,,485.82,4.842,13.0,122.0,438104422.0,-52906730.0,4.842,14.0,17.600000000000023,17.600000000000023,3.0,2.0,2.44
79,6,176.0,133,2024-02-25 07:01:25,,488.06,4.402,13.0,123.0,438104533.0,-52906977.0,4.402,14.0,17.799999999999955,17.799999999999955,3.0,2.0,2.26
77,7,175.0,136,2024-02-25 07:01:26,,490.11,3.821,14.0,123.0,438104590.0,-52907198.0,3.821,14.0,17.799999999999955,17.799999999999955,3.0,2.0,2.1
78,7,178.0,150,2024-02-25 07:01:27,,492.46,3.395,15.0,124.0,438104545.0,-52907504.0,3.395,14.0,18.0,18.0,3.0,2.0,1.96
77,7,175.0,159,2024-02-25 07:01:28,,496.12,3.293,14.0,124.0,438104320.0,-52907878.0,3.293,14.0,18.0,18.0,3.0,2.0,1.89
76,7,172.0,164,2024-02-25 07:01:29,,501.66,3.498,14.0,124.0,438103826.0,-52908302.0,3.498,14.0,18.200000000000045,18.200000000000045,3.0,2.0,1.91
77,7,170.0,159,2024-02-25 07:01:30,,506.26,3.653,14.0,124.0,438103478.0,-52908679.0,3.653,14.0,18.200000000000045,18.200000000000045,3.0,2.0,1.99
78,7,169.0,159,2024-02-25 07:01:31,,509.0,3.662,14.0,125.0,438103327.0,-52908995.0,3.662,14.0,18.399999999999977,18.399999999999977,3.0,2.0,2.12
76,8,172.0,183,2024-02-25 07:01:32,,512.13,3.531,14.0,126.0,438103179.0,-52909368.0,3.531,14.0,18.399999999999977,18.399999999999977,3.0,2.0,2.25
77,8,175.0,170,2024-02-25 07:01:33,,515.34,3.45,14.0,125.0,438103174.0,-52909792.0,3.45,14.0,18.600000000000023,18.600000000000023,4.0,2.0,2.35
76,8,197.0,163,2024-02-25 07:01:34,,518.37,3.412,14.0,124.0,438103199.0,-52910196.0,3.412,14.0,18.600000000000023,18.600000000000023,4.0,2.0,2.39
78,8,176.0,176,2024-02-25 07:01:35,,521.48,3.423,14.0,123.0,438103259.0,-52910597.0,3.423,14.0,18.799999999999955,18.799999999999955,4.0,2.0,2.41
77,8,183.0,211,2024-02-25 07:01:36,,525.36,3.536,14.0,122.0,438103395.0,-52911088.0,3.536,14.0,18.799999999999955,18.799999999999955,4.0,2.0,2.42
75,8,177.0,170,2024-02-25 07:01:37,,529.99,3.689,16.0,125.0,438103531.0,-52911685.0,3.689,14.0,19.0,19.0,4.0,2.0,2.42
80,9,181.0,159,2024-02-25 07:01:38,,535.81,4.021,19.0,129.0,438103707.0,-52912430.0,4.021,14.0,19.0,19.0,4.0,2.0,2.41
73,9,169.0,167,2024-02-25 07:01:39,,541.9,4.554,18.0,130.0,438103836.0,-52913222.0,4.554,14.0,19.200000000000045,19.200000000000045,4.0,2.0,2.4
68,9,176.0,174,2024-02-25 07:01:40,,547.41,4.888,18.0,129.0,438103817.0,-52913957.0,4.888,14.0,19.200000000000045,19.200000000000045,4.0,2.0,2.36
49,9,200.0,96,2024-02-25 07:01:41,,552.8,5.017,17.0,127.0,438103771.0,-52914673.0,5.017,14.0,19.200000000000045,19.200000000000045,4.0,2.0,2.27
78,9,171.0,128,2024-02-25 07:01:42,,557.73,5.064,17.0,127.0,438103726.0,-52915328.0,5.064,14.0,19.399999999999977,19.399999999999977,4.0,2.0,2.11
75,9,176.0,176,2024-02-25 07:01:43,,561.92,4.947,17.0,126.0,438103660.0,-52915884.0,4.947,14.0,19.399999999999977,19.399999999999977,4.0,2.0,1.94
77,9,172.0,197,2024-02-25 07:01:44,,565.88,4.7,16.0,126.0,438103668.0,-52916399.0,4.7,14.0,19.600000000000023,19.600000000000023,5.0,2.0,1.8
73,10,177.0,177,2024-02-25 07:01:45,,570.34,4.566,15.0,125.0,438103666.0,-52916962.0,4.566,14.0,19.600000000000023,19.600000000000023,5.0,2.0,1.72
73,10,169.0,152,2024-02-25 07:01:46,,574.57,4.46,15.0,125.0,438103563.0,-52917498.0,4.46,14.0,19.799999999999955,19.799999999999955,5.0,2.0,1.69
82,10,167.0,149,2024-02-25 07:01:47,,578.68,4.371,14.0,125.0,438103703.0,-52917991.0,4.371,14.0,19.799999999999955,19.799999999999955,5.0,2.0,1.69
80,10,179.0,136,2024-02-25 07:01:48,,583.34,4.303,15.0,125.0,438103962.0,-52918512.0,4.303,14.0,20.0,20.0,5.0,2.0,1.71
75,10,182.0,104,2024-02-25 07:01:49,,588.93,4.264,15.0,125.0,438104203.0,-52919180.0,4.264,14.0,20.0,20.0,5.0,2.0,1.78
72,10,181.0,102,2024-02-25 07:01:50,,595.43,4.524,14.0,125.0,438104482.0,-52919978.0,4.524,14.0,20.200000000000045,20.200000000000045,5.0,2.0,1.85
65,10,177.0,114,2024-02-25 07:01:51,,600.21,5.009,13.0,124.0,438104709.0,-52920558.0,5.009,14.0,20.200000000000045,20.200000000000045,5.0,2.0,1.91
56,11,172.0,123,2024-02-25 07:01:52,,603.52,4.744,13.0,125.0,438104878.0,-52920955.0,4.744,14.0,20.200000000000045,20.200000000000045,5.0,2.0,1.92
56,11,172.0,78,2024-02-25 07:01:53,,606.27,3.903,13.0,125.0,438105008.0,-52921272.0,3.903,14.0,20.399999999999977,20.399999999999977,5.0,2.0,1.86
0,11,172.0,0,2024-02-25 07:01:54,,608.94,3.418,12.0,126.0,438105190.0,-52921539.0,3.418,14.0,20.399999999999977,20.399999999999977,5.0,2.0,1.77
0,11,171.0,0,2024-02-25 07:01:55,,610.96,3.098,12.0,127.0,438105372.0,-52921703.0,3.098,14.0,20.399999999999977,20.399999999999977,6.0,2.0,1.65
0,11,171.0,0,2024-02-25 07:01:56,,612.41,2.755,13.0,126.0,438105515.0,-52921805.0,2.755,14.0,20.399999999999977,20.399999999999977,6.0,2.0,1.5
0,11,171.0,0,2024-02-25 07:01:57,,613.84,2.513,16.0,125.0,438105606.0,-52921937.0,2.513,14.0,20.399999999999977,20.399999999999977,6.0,2.0,1.33
0,11,170.0,0,2024-02-25 07:01:58,,615.46,2.349,19.0,125.0,438105697.0,-52922119.0,2.349,14.0,20.399999999999977,20.399999999999977,6.0,2.0,1.17
78,11,166.0,31,2024-02-25 07:02:08,,616.2,0.626,16.0,123.0,438105364.0,-52922420.0,0.626,14.0,20.600000000000023,20.600000000000023,6.0,2.0,0.0
76,11,166.0,209,2024-02-25 07:02:09,,617.23,1.443,15.0,123.0,438105319.0,-52922639.0,1.443,14.0,20.600000000000023,20.600000000000023,6.0,2.0,0.0
49,11,166.0,206,2024-02-25 07:02:10,,619.29,1.446,16.0,122.0,438105273.0,-52922900.0,1.446,14.0,20.600000000000023,20.600000000000023,6.0,2.0,0.0
0,11,166.0,0,2024-02-25 07:02:11,,621.24,1.866,17.0,122.0,438105208.0,-52923153.0,1.866,14.0,20.600000000000023,20.600000000000023,6.0,2.0,0.0
73,11,166.0,128,2024-02-25 07:02:12,,622.93,1.786,16.0,123.0,438105156.0,-52923376.0,1.786,14.0,20.600000000000023,20.600000000000023,6.0,2.0,0.0
80,11,180.0,230,2024-02-25 07:02:13,,624.04,1.456,16.0,122.0,438105196.0,-52923513.0,1.456,14.0,20.600000000000023,20.600000000000023,6.0,2.0,0.0
82,12,162.0,253,2024-02-25 07:02:14,,625.95,2.092,16.0,121.0,438105327.0,-52923724.0,2.092,14.0,20.799999999999955,20.799999999999955,6.0,2.0,0.27
81,12,175.0,239,2024-02-25 07:02:15,,628.71,2.424,15.0,123.0,438105469.0,-52924045.0,2.424,14.0,20.799999999999955,20.799999999999955,6.0,2.0,1.14
85,12,173.0,188,2024-02-25 07:02:16,,631.88,3.048,15.0,124.0,438105540.0,-52924449.0,3.048,14.0,20.799999999999955,20.799999999999955,6.0,2.0,1.42
84,12,174.0,170,2024-02-25 07:02:17,,635.14,3.297,15.0,124.0,438105606.0,-52924878.0,3.297,14.0,21.0,21.0,6.0,2.0,1.73
87,12,178.0,163,2024-02-25 07:02:18,,638.42,3.389,14.0,124.0,438105696.0,-52925300.0,3.389,14.0,21.0,21.0,6.0,2.0,1.88
83,12,172.0,155,2024-02-25 07:02:19,,641.98,3.537,14.0,124.0,438105768.0,-52925766.0,3.537,14.0,21.0,21.0,6.0,2.0,1.94
85,13,176.0,161,2024-02-25 07:02:20,,645.68,3.575,14.0,125.0,438105813.0,-52926258.0,3.575,14.0,21.200000000000045,21.200000000000045,6.0,2.0,1.91
85,13,177.0,144,2024-02-25 07:02:21,,649.25,3.453,13.0,125.0,438105879.0,-52926726.0,3.453,14.0,21.200000000000045,21.200000000000045,6.0,2.0,1.85
83,13,172.0,149,2024-02-25 07:02:22,,652.76,3.374,13.0,126.0,438105990.0,-52927173.0,3.374,14.0,21.200000000000045,21.200000000000045,6.0,2.0,1.78
87,13,166.0,159,2024-02-25 07:02:23,,656.0,3.472,13.0,128.0,438106106.0,-52927583.0,3.472,14.0,21.399999999999977,21.399999999999977,6.0,2.0,1.76
86,13,177.0,156,2024-02-25 07:02:24,,659.26,3.472,12.0,128.0,438106197.0,-52928003.0,3.472,14.0,21.399999999999977,21.399999999999977,6.0,2.0,1.77
85,13,167.0,147,2024-02-25 07:02:25,,662.64,3.472,12.0,127.0,438106268.0,-52928446.0,3.472,14.0,21.399999999999977,21.399999999999977,7.0,2.0,1.78
86,14,160.0,143,2024-02-25 07:02:26,,665.58,3.472,12.0,127.0,438106314.0,-52928835.0,3.472,14.0,21.600000000000023,21.600000000000023,7.0,2.0,1.78
85,14,179.0,165,2024-02-25 07:02:27,,668.45,3.388,12.0,127.0,438106320.0,-52929212.0,3.388,14.0,21.600000000000023,21.600000000000023,7.0,2.0,1.79
77,14,169.0,155,2024-02-25 07:02:28,,671.62,3.278,12.0,126.0,438106255.0,-52929625.0,3.278,14.0,21.799999999999955,21.799999999999955,7.0,2.0,1.79
79,14,166.0,164,2024-02-25 07:02:29,,675.23,3.266,12.0,125.0,438106223.0,-52930091.0,3.266,14.0,21.799999999999955,21.799999999999955,7.0,2.0,1.82
85,14,180.0,176,2024-02-25 07:02:30,,678.82,2.947,12.0,126.0,438106249.0,-52930569.0,2.947,14.0,21.799999999999955,21.799999999999955,7.0,2.0,1.87
82,14,172.0,155,2024-02-25 07:02:31,,681.97,2.656,12.0,124.0,438106268.0,-52930985.0,2.656,14.0,22.0,22.0,7.0,2.0,1.93
87,14,171.0,143,2024-02-25 07:02:32,,684.31,2.779,12.0,124.0,438106334.0,-52931289.0,2.779,14.0,22.0,22.0,7.0,2.0,2.0
81,15,170.0,139,2024-02-25 07:02:33,,686.34,2.765,12.0,124.0,438106464.0,-52931488.0,2.765,14.0,22.0,22.0,7.0,2.0,2.09
86,15,168.0,131,2024-02-25 07:02:34,,688.66,2.751,12.0,124.0,438106646.0,-52931684.0,2.751,14.0,22.200000000000045,22.200000000000045,7.0,2.0,2.2
84,15,178.0,129,2024-02-25 07:02:35,,691.32,2.685,12.0,124.0,438106769.0,-52932000.0,2.685,13.0,22.200000000000045,22.200000000000045,7.0,2.0,2.31
80,15,175.0,152,2024-02-25 07:02:36,,694.04,2.587,12.0,123.0,438106834.0,-52932348.0,2.587,13.0,22.399999999999977,22.399999999999977,7.0,2.0,2.41
83,15,172.0,146,2024-02-25 07:02:37,,697.2,2.556,13.0,128.0,438106886.0,-52932759.0,2.556,13.0,22.399999999999977,22.399999999999977,7.0,2.0,2.56
82,15,173.0,136,2024-02-25 07:02:38,,701.5,2.556,16.0,130.0,438106906.0,-52933331.0,2.556,13.0,22.600000000000023,22.600000000000023,8.0,2.0,2.71
77,15,175.0,158,2024-02-25 07:02:39,,706.16,3.277,16.0,128.0,438106991.0,-52933938.0,3.277,13.0,22.799999999999955,22.799999999999955,8.0,2.0,2.91
80,16,178.0,145,2024-02-25 07:02:40,,710.81,4.284,15.0,127.0,438106989.0,-52934522.0,4.284,13.0,22.799999999999955,22.799999999999955,8.0,2.0,3.2
85,16,168.0,133,2024-02-25 07:02:41,,718.0,4.638,14.0,129.0,438106511.0,-52935209.0,4.638,13.0,22.799999999999955,22.799999999999955,8.0,2.0,3.37
