calories,heart_rate,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,temperature
0,106,2024-01-12 15:53:19,,,,,,,,,,,,,
0,105,2024-01-12 15:53:20,28.399999999999977,0.0,87.0,0.0,0.0,28.399999999999977,6.0,15.0,1.76,438119811.0,-52879974.0,6.0,
0,105,2024-01-12 15:53:21,28.200000000000045,0.0,,0.0,8.09,28.200000000000045,6.02,15.0,0.85,438118934.0,-52879887.0,6.02,
0,106,2024-01-12 15:53:22,28.0,0.0,,0.0,16.5,28.0,6.145,15.0,0.1,438118026.0,-52879793.0,6.145,15.0
0,106,2024-01-12 15:53:23,28.0,0.0,,0.0,25.7,28.0,6.631,14.0,1.54,438117049.0,-52879678.0,6.631,15.0
0,108,2024-01-12 15:53:24,27.799999999999955,0.0,,0.0,32.41,27.799999999999955,6.563,14.0,1.01,438116338.0,-52879592.0,6.563,15.0
0,109,2024-01-12 15:53:25,27.600000000000023,0.0,,0.0,40.24,27.600000000000023,6.204,14.0,0.0,438115475.0,-52879552.0,6.204,15.0
0,111,2024-01-12 15:53:26,27.600000000000023,0.0,,0.0,47.75,27.600000000000023,6.083,13.0,0.0,438114683.0,-52879515.0,6.083,15.0
1,113,2024-01-12 15:53:27,27.600000000000023,0.0,,0.0,54.45,27.600000000000023,6.359,13.0,-0.06,438113969.0,-52879486.0,6.359,15.0
1,114,2024-01-12 15:53:28,27.600000000000023,0.0,,0.0,61.86,27.600000000000023,6.585,13.0,-1.11,438113152.0,-52879461.0,6.585,15.0
1,115,2024-01-12 15:53:29,27.399999999999977,0.0,,0.0,67.23,27.399999999999977,6.297,14.0,-1.27,438112593.0,-52879587.0,6.297,15.0
1,113,2024-01-12 15:53:30,27.399999999999977,0.0,,0.0,71.92,27.399999999999977,6.15,15.0,-1.32,438112119.0,-52879718.0,6.15,15.0
1,113,2024-01-12 15:53:31,27.200000000000045,0.0,,0.0,78.38,27.200000000000045,5.454,14.0,-1.22,438111397.0,-52879746.0,5.454,15.0
1,113,2024-01-12 15:53:32,27.0,0.0,,0.0,83.39,27.0,5.401,14.0,-1.18,438110868.0,-52879888.0,5.401,15.0
2,113,2024-01-12 15:53:33,27.0,0.0,,1.0,88.74,27.0,5.474,14.0,-1.23,438110304.0,-52879963.0,5.474,15.0
2,113,2024-01-12 15:53:34,26.799999999999955,0.0,,1.0,91.71,26.799999999999955,5.763,14.0,-1.32,438110038.0,-52880129.0,5.763,15.0
2,112,2024-01-12 15:53:35,26.799999999999955,0.0,,1.0,95.88,26.799999999999955,4.75,15.0,-1.47,438109598.0,-52880307.0,4.75,15.0
2,109,2024-01-12 15:53:36,26.600000000000023,0.0,,1.0,99.16,26.600000000000023,4.376,15.0,-1.64,438109249.0,-52880370.0,4.376,15.0
2,108,2024-01-12 15:53:37,26.600000000000023,0.0,,1.0,101.9,26.600000000000023,3.85,15.0,-1.77,438108977.0,-52880352.0,3.85,15.0
2,108,2024-01-12 15:53:38,26.399999999999977,0.0,,1.0,104.33,26.399999999999977,3.537,15.0,-1.85,438108720.0,-52880337.0,3.537,15.0
2,106,2024-01-12 15:53:39,26.399999999999977,0.0,,1.0,106.03,26.399999999999977,3.272,15.0,-1.91,438108530.0,-52880349.0,3.272,15.0
3,106,2024-01-12 15:53:40,26.200000000000045,0.0,,1.0,107.71,26.200000000000045,2.922,15.0,-1.96,438108334.0,-52880312.0,2.922,15.0
3,104,2024-01-12 15:54:31,26.0,0.0,,2.0,108.77,26.0,1.132,15.0,0.0,438108173.0,-52880617.0,1.132,14.0
3,105,2024-01-12 15:54:32,26.0,0.0,,2.0,111.22,26.0,1.332,14.0,0.0,438107992.0,-52880870.0,1.332,14.0
3,106,2024-01-12 15:54:33,26.0,0.0,,2.0,113.84,26.0,2.273,14.0,0.0,438107793.0,-52881092.0,2.273,14.0
3,106,2024-01-12 15:54:34,26.0,0.0,,2.0,116.88,26.0,2.558,13.0,0.0,438107488.0,-52881237.0,2.558,14.0
3,107,2024-01-12 15:54:35,25.799999999999955,0.0,,2.0,121.42,25.799999999999955,3.297,13.0,0.0,438107008.0,-52881397.0,3.297,14.0
3,108,2024-01-12 15:54:36,25.799999999999955,0.0,,2.0,127.0,25.799999999999955,3.815,12.0,0.0,438106442.0,-52881548.0,3.815,14.0
4,110,2024-01-12 15:54:37,25.799999999999955,0.0,,2.0,131.53,25.799999999999955,4.697,12.0,0.0,438105963.0,-52881685.0,4.697,14.0
4,110,2024-01-12 15:54:38,25.600000000000023,0.0,,2.0,137.11,25.600000000000023,5.145,13.0,0.0,438105363.0,-52881895.0,5.145,14.0
4,112,2024-01-12 15:54:39,25.399999999999977,0.0,,2.0,143.33,25.399999999999977,6.087,13.0,-1.76,438104721.0,-52882048.0,6.087,14.0
4,114,2024-01-12 15:54:40,25.200000000000045,0.0,,2.0,149.74,25.200000000000045,6.79,13.0,-1.88,438104029.0,-52882069.0,6.79,14.0
4,115,2024-01-12 15:54:41,25.200000000000045,0.0,,2.0,156.61,25.200000000000045,7.019,13.0,-1.95,438103295.0,-52882102.0,7.019,14.0
4,118,2024-01-12 15:54:42,25.200000000000045,0.0,,3.0,163.4,25.200000000000045,7.026,12.0,-1.9,438102558.0,-52882092.0,7.026,14.0
5,120,2024-01-12 15:54:43,25.399999999999977,0.0,,3.0,170.83,25.399999999999977,7.036,12.0,-1.67,438101780.0,-52882073.0,7.036,14.0
5,121,2024-01-12 15:54:44,25.399999999999977,0.0,,3.0,178.31,25.399999999999977,6.889,11.0,-1.29,438100981.0,-52882238.0,6.889,14.0
5,125,2024-01-12 15:54:45,25.600000000000023,0.0,,3.0,185.26,25.600000000000023,6.64,11.0,-0.05,438100245.0,-52882451.0,6.64,14.0
5,124,2024-01-12 15:54:46,25.600000000000023,0.0,,3.0,192.72,25.600000000000023,6.768,11.0,0.0,438099475.0,-52882720.0,6.768,14.0
5,125,2024-01-12 15:54:47,25.799999999999955,0.0,,3.0,199.82,25.799999999999955,6.889,11.0,0.0,438098738.0,-52882934.0,6.889,14.0
5,127,2024-01-12 15:54:48,25.799999999999955,0.0,,3.0,207.09,25.799999999999955,6.898,11.0,0.0,438097969.0,-52883111.0,6.898,14.0
6,128,2024-01-12 15:54:49,25.799999999999955,0.0,,3.0,214.22,25.799999999999955,6.948,12.0,0.0,438097194.0,-52883191.0,6.948,14.0
6,130,2024-01-12 15:54:50,25.799999999999955,0.0,,3.0,221.92,25.799999999999955,6.964,13.0,0.0,438096385.0,-52883295.0,6.964,14.0
6,132,2024-01-12 15:54:51,25.600000000000023,0.0,,3.0,230.12,25.600000000000023,6.79,13.0,0.0,438095507.0,-52883511.0,6.79,14.0
6,133,2024-01-12 15:54:52,25.600000000000023,0.0,,3.0,235.92,25.600000000000023,5.936,12.0,0.0,438094919.0,-52883716.0,5.936,14.0
7,132,2024-01-12 15:54:53,25.600000000000023,0.0,,3.0,243.73,25.600000000000023,6.041,12.0,0.0,438094097.0,-52883821.0,6.041,14.0
7,132,2024-01-12 15:54:54,25.600000000000023,0.0,,3.0,252.67,25.600000000000023,6.554,12.0,0.0,438093112.0,-52883868.0,6.554,14.0
7,134,2024-01-12 15:54:55,25.399999999999977,0.0,,3.0,259.33,25.399999999999977,6.639,12.0,0.0,438092411.0,-52883962.0,6.639,14.0
7,135,2024-01-12 15:54:56,25.399999999999977,0.0,,3.0,266.54,25.399999999999977,6.621,11.0,0.0,438091647.0,-52884093.0,6.621,14.0
7,137,2024-01-12 15:54:57,25.399999999999977,0.0,,3.0,273.16,25.399999999999977,6.448,11.0,0.0,438090943.0,-52884100.0,6.448,14.0
8,137,2024-01-12 15:54:58,25.600000000000023,0.0,,3.0,278.76,25.600000000000023,5.876,10.0,0.0,438090343.0,-52884143.0,5.876,14.0
8,137,2024-01-12 15:54:59,25.600000000000023,0.0,,3.0,284.6,25.600000000000023,5.251,10.0,0.0,438089706.0,-52884229.0,5.251,14.0
8,136,2024-01-12 15:55:00,25.600000000000023,0.0,,3.0,290.53,25.600000000000023,5.77,10.0,0.0,438089103.0,-52884435.0,5.77,14.0
8,135,2024-01-12 15:55:01,25.600000000000023,0.0,,3.0,294.63,25.600000000000023,5.453,9.0,0.0,438088663.0,-52884559.0,5.453,14.0
8,134,2024-01-12 15:55:02,25.600000000000023,0.0,,3.0,298.22,25.600000000000023,4.028,10.0,0.0,438088292.0,-52884618.0,4.028,14.0
9,132,2024-01-12 15:55:03,25.600000000000023,0.0,,3.0,301.74,25.600000000000023,3.922,12.0,0.0,438087921.0,-52884658.0,3.922,14.0
9,131,2024-01-12 15:55:04,25.600000000000023,0.0,,3.0,303.26,25.600000000000023,3.819,12.0,0.0,438087755.0,-52884701.0,3.819,14.0
9,129,2024-01-12 15:55:05,25.600000000000023,0.0,,3.0,303.84,25.600000000000023,3.343,11.0,0.0,438087680.0,-52884747.0,3.343,14.0
9,128,2024-01-12 15:55:06,25.600000000000023,0.0,,3.0,303.84,25.600000000000023,2.543,12.0,0.0,438087680.0,-52884747.0,2.543,14.0
9,108,2024-01-12 15:55:43,25.799999999999955,0.0,,3.0,304.3,25.799999999999955,1.094,14.0,0.0,438087230.0,-52884928.0,1.094,14.0
10,105,2024-01-12 15:55:44,25.799999999999955,0.0,,3.0,306.94,25.799999999999955,1.877,13.0,0.0,438086983.0,-52885039.0,1.877,14.0
10,106,2024-01-12 15:55:45,25.600000000000023,0.0,,3.0,310.2,25.600000000000023,2.775,13.0,0.0,438086615.0,-52885109.0,2.775,14.0
