cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,battery_soc,power,altitude,enhanced_altitude,temperature,ascent,descent,grade,left_right_balance
0,0,0.0,6.981,11,101,438112802,-52882244,6.981,2024-04-09 14:31:07,,,,,,,,,
0,0,5.8,6.941,11,100,438112193,-52882345,6.941,2024-04-09 14:31:08,92.0,0.0,,,,,,,
0,0,11.6,6.902,11,100,438111585,-52882446,6.902,2024-04-09 14:31:09,,0.0,41.39999999999998,41.39999999999998,19.0,,,,
0,0,17.95,6.881,11,97,438110904,-52882554,6.881,2024-04-09 14:31:10,,0.0,41.39999999999998,41.39999999999998,19.0,0.0,0.0,0.0,
80,0,24.56,6.459,10,96,438110196,-52882648,6.459,2024-04-09 14:31:11,,24.0,41.39999999999998,41.39999999999998,19.0,0.0,0.0,0.0,172.0
80,0,30.83,5.936,10,96,438109520,-52882700,5.936,2024-04-09 14:31:12,,76.0,41.39999999999998,41.39999999999998,19.0,0.0,0.0,0.0,172.0
85,0,37.23,5.89,10,97,438108832,-52882730,5.89,2024-04-09 14:31:13,,99.0,41.39999999999998,41.39999999999998,19.0,0.0,0.0,0.0,173.0
90,0,43.64,6.024,10,98,438108151,-52882783,6.024,2024-04-09 14:31:14,,99.0,41.39999999999998,41.39999999999998,19.0,0.0,0.0,0.0,142.0
90,0,50.24,6.383,10,98,438107443,-52882882,6.383,2024-04-09 14:31:15,,98.0,41.799999999999955,41.799999999999955,19.0,0.0,0.0,0.0,142.0
0,0,57.0,6.412,10,98,438106721,-52882964,6.412,2024-04-09 14:31:16,,0.0,42.0,42.0,19.0,0.0,0.0,0.0,146.0
0,0,63.64,6.205,10,100,438105987,-52883049,6.205,2024-04-09 14:31:17,,0.0,41.39999999999998,41.39999999999998,19.0,0.0,0.0,0.0,152.0
0,0,69.46,5.78,10,98,438105368,-52883143,5.78,2024-04-09 14:31:18,,0.0,41.0,41.0,19.0,0.0,0.0,0.0,157.0
0,0,74.46,4.925,10,96,438104884,-52883343,4.925,2024-04-09 14:31:19,,0.0,40.60000000000002,40.60000000000002,19.0,0.0,0.0,0.0,162.0
75,0,78.79,3.713,9,95,438104574,-52883749,3.713,2024-04-09 14:31:20,,59.0,40.39999999999998,40.39999999999998,19.0,0.0,0.0,-0.34,168.0
83,0,83.03,3.77,11,93,438104494,-52884288,3.77,2024-04-09 14:31:21,,129.0,40.39999999999998,40.39999999999998,19.0,0.0,1.0,-1.85,178.0
82,0,88.4,4.892,14,92,438104519,-52885005,4.892,2024-04-09 14:31:22,,172.0,40.39999999999998,40.39999999999998,19.0,0.0,1.0,-2.52,168.0
87,1,94.64,5.237,15,94,438104478,-52885833,5.237,2024-04-09 14:31:23,,190.0,40.39999999999998,40.39999999999998,19.0,0.0,1.0,-3.15,160.0
86,1,101.08,5.646,15,96,438104408,-52886691,5.646,2024-04-09 14:31:24,,180.0,40.39999999999998,40.39999999999998,19.0,0.0,1.0,-3.54,184.0
88,1,107.41,5.631,14,98,438104423,-52887534,5.631,2024-04-09 14:31:25,,175.0,40.200000000000045,40.200000000000045,19.0,0.0,1.0,-3.29,176.0
90,1,113.93,5.498,14,99,438104514,-52888398,5.498,2024-04-09 14:31:26,,172.0,40.200000000000045,40.200000000000045,19.0,0.0,1.0,-2.35,174.0
87,1,120.47,5.333,14,101,438104605,-52889263,5.333,2024-04-09 14:31:27,,170.0,40.200000000000045,40.200000000000045,19.0,0.0,1.0,-1.28,165.0
90,1,126.99,5.436,14,101,438104696,-52890128,5.436,2024-04-09 14:31:28,,166.0,40.200000000000045,40.200000000000045,19.0,0.0,1.0,0.0,169.0
51,2,133.53,5.569,13,102,438104787,-52890995,5.569,2024-04-09 14:31:29,,135.0,40.200000000000045,40.200000000000045,19.0,0.0,1.0,0.0,199.0
88,2,140.03,5.6,13,102,438104838,-52891860,5.6,2024-04-09 14:31:30,,89.0,40.200000000000045,40.200000000000045,19.0,0.0,1.0,0.0,170.0
87,2,146.69,5.631,13,103,438104838,-52892751,5.631,2024-04-09 14:31:31,,144.0,40.200000000000045,40.200000000000045,19.0,0.0,1.0,0.0,174.0
87,2,153.2,5.643,12,105,438104858,-52893620,5.643,2024-04-09 14:31:32,,163.0,40.39999999999998,40.39999999999998,19.0,0.0,1.0,0.0,173.0
87,2,159.44,5.658,12,106,438104883,-52894450,5.658,2024-04-09 14:31:33,,154.0,40.39999999999998,40.39999999999998,19.0,0.0,1.0,0.0,172.0
87,2,165.52,5.653,12,106,438104883,-52895264,5.653,2024-04-09 14:31:34,,168.0,40.39999999999998,40.39999999999998,19.0,0.0,1.0,0.0,160.0
88,2,171.74,5.656,13,107,438104883,-52896095,5.656,2024-04-09 14:31:35,,201.0,40.60000000000002,40.60000000000002,19.0,0.0,1.0,0.0,174.0
88,3,178.33,5.667,13,108,438104883,-52896976,5.667,2024-04-09 14:31:36,,221.0,40.60000000000002,40.60000000000002,19.0,0.0,1.0,0.0,173.0
88,3,185.0,5.667,12,109,438104802,-52897852,5.667,2024-04-09 14:31:37,,217.0,40.60000000000002,40.60000000000002,19.0,0.0,1.0,0.0,174.0
88,3,191.42,5.667,12,110,438104681,-52898691,5.667,2024-04-09 14:31:38,,211.0,40.799999999999955,40.799999999999955,19.0,0.0,1.0,0.19,175.0
87,3,197.55,5.663,11,111,438104635,-52899509,5.663,2024-04-09 14:31:39,,204.0,40.799999999999955,40.799999999999955,19.0,0.0,1.0,1.08,174.0
86,3,203.55,5.658,11,112,438104590,-52900307,5.658,2024-04-09 14:31:40,,188.0,41.0,41.0,19.0,0.0,1.0,1.16,172.0
88,4,209.31,5.653,11,113,438104524,-52901070,5.653,2024-04-09 14:31:41,,185.0,41.200000000000045,41.200000000000045,19.0,0.0,1.0,1.29,179.0
87,4,215.15,5.647,11,112,438104413,-52901834,5.647,2024-04-09 14:31:42,,206.0,41.200000000000045,41.200000000000045,19.0,0.0,1.0,1.44,172.0
86,4,221.2,5.615,10,112,438104297,-52902627,5.615,2024-04-09 14:31:43,,230.0,41.39999999999998,41.39999999999998,19.0,1.0,1.0,1.58,176.0
86,4,227.35,5.575,10,112,438104226,-52903446,5.575,2024-04-09 14:31:44,90.0,228.0,41.60000000000002,41.60000000000002,19.0,1.0,1.0,1.7,176.0
88,5,233.68,5.57,10,112,438104201,-52904290,5.57,2024-04-09 14:31:45,,220.0,41.60000000000002,41.60000000000002,19.0,1.0,1.0,1.85,171.0
87,5,240.2,5.532,9,113,438104241,-52905153,5.532,2024-04-09 14:31:46,,231.0,41.799999999999955,41.799999999999955,19.0,1.0,1.0,1.98,172.0
86,5,246.86,5.492,9,113,438104332,-52906035,5.492,2024-04-09 14:31:47,,236.0,42.0,42.0,19.0,1.0,1.0,2.08,172.0
85,5,253.64,5.433,9,114,438104321,-52906934,5.433,2024-04-09 14:31:48,,227.0,42.200000000000045,42.200000000000045,19.0,1.0,1.0,2.14,172.0
85,5,260.18,5.361,9,117,438104226,-52907800,5.361,2024-04-09 14:31:49,,219.0,42.200000000000045,42.200000000000045,19.0,1.0,1.0,2.16,171.0
86,6,266.39,5.357,9,117,438104201,-52908627,5.357,2024-04-09 14:31:50,,223.0,42.39999999999998,42.39999999999998,19.0,1.0,1.0,2.24,184.0
85,6,272.22,5.394,8,118,438104201,-52909406,5.394,2024-04-09 14:31:51,,231.0,42.60000000000002,42.60000000000002,19.0,2.0,1.0,2.4,172.0
84,6,277.78,5.444,8,118,438104160,-52910142,5.444,2024-04-09 14:31:52,,249.0,42.799999999999955,42.799999999999955,19.0,2.0,1.0,2.55,168.0
84,6,283.2,5.403,8,120,438104130,-52910857,5.403,2024-04-09 14:31:53,,247.0,43.0,43.0,19.0,2.0,1.0,2.66,170.0
93,7,288.73,5.331,8,120,438104155,-52911596,5.331,2024-04-09 14:31:54,,209.0,43.200000000000045,43.200000000000045,19.0,2.0,1.0,2.73,175.0
90,7,294.04,5.289,9,121,438104135,-52912303,5.289,2024-04-09 14:31:55,,144.0,43.39999999999998,43.39999999999998,19.0,2.0,1.0,2.81,180.0
87,7,298.88,5.207,13,120,438104089,-52912948,5.207,2024-04-09 14:31:56,,116.0,43.60000000000002,43.60000000000002,19.0,3.0,1.0,2.88,173.0
83,7,303.61,4.929,15,120,438104064,-52913581,4.929,2024-04-09 14:31:57,,129.0,43.60000000000002,43.60000000000002,19.0,3.0,1.0,2.9,176.0
85,7,308.15,4.869,15,120,438104064,-52914187,4.869,2024-04-09 14:31:58,,152.0,43.799999999999955,43.799999999999955,19.0,3.0,1.0,2.81,172.0
81,7,312.75,5.092,15,121,438104084,-52914798,5.092,2024-04-09 14:31:59,,157.0,43.799999999999955,43.799999999999955,19.0,3.0,1.0,2.66,170.0
85,7,317.67,5.074,15,122,438104150,-52915453,5.074,2024-04-09 14:32:00,,145.0,44.0,44.0,19.0,3.0,1.0,2.53,177.0
81,8,322.49,5.073,14,121,438104201,-52916094,5.073,2024-04-09 14:32:01,,189.0,44.200000000000045,44.200000000000045,19.0,3.0,1.0,2.44,181.0
82,8,326.9,4.914,14,123,438104221,-52916681,4.914,2024-04-09 14:32:02,,296.0,44.200000000000045,44.200000000000045,19.0,3.0,1.0,2.36,172.0
82,8,331.37,4.686,14,123,438104226,-52917277,4.686,2024-04-09 14:32:03,,323.0,44.39999999999998,44.39999999999998,19.0,3.0,1.0,2.31,175.0
81,8,335.84,4.6,14,124,438104180,-52917873,4.6,2024-04-09 14:32:04,,261.0,44.60000000000002,44.60000000000002,19.0,4.0,1.0,2.35,166.0
85,9,340.14,4.492,13,125,438104115,-52918440,4.492,2024-04-09 14:32:05,,181.0,44.799999999999955,44.799999999999955,19.0,4.0,1.0,2.43,159.0
81,9,344.35,4.437,13,126,438104023,-52918990,4.437,2024-04-09 14:32:06,,125.0,44.799999999999955,44.799999999999955,19.0,4.0,1.0,2.54,171.0
78,9,348.28,4.329,12,125,438103973,-52919508,4.329,2024-04-09 14:32:07,,100.0,45.0,45.0,19.0,4.0,1.0,2.64,174.0
73,9,351.9,4.028,11,127,438103993,-52919989,4.028,2024-04-09 14:32:08,,80.0,45.200000000000045,45.200000000000045,19.0,4.0,1.0,2.67,194.0
74,9,355.09,3.519,11,127,438104018,-52920409,3.519,2024-04-09 14:32:09,,84.0,45.39999999999998,45.39999999999998,19.0,4.0,1.0,2.71,177.0
75,9,357.48,2.626,10,127,438104039,-52920723,2.626,2024-04-09 14:32:10,,122.0,45.39999999999998,45.39999999999998,19.0,4.0,1.0,2.77,179.0
69,9,359.51,1.833,11,127,438104166,-52920908,1.833,2024-04-09 14:32:11,,174.0,45.60000000000002,45.60000000000002,19.0,5.0,1.0,2.87,170.0
80,10,361.66,1.833,11,127,438104391,-52921009,1.833,2024-04-09 14:32:12,,178.0,45.799999999999955,45.799999999999955,19.0,5.0,1.0,3.04,177.0
79,10,364.19,1.845,11,126,438104656,-52921132,1.845,2024-04-09 14:32:13,,170.0,46.0,46.0,19.0,5.0,1.0,3.35,171.0
79,10,367.02,1.914,10,126,438104918,-52921342,1.914,2024-04-09 14:32:14,,158.0,46.0,46.0,19.0,5.0,1.0,3.83,174.0
83,10,369.64,1.927,10,125,438105020,-52921642,1.927,2024-04-09 14:32:15,,126.0,46.0,46.0,19.0,5.0,1.0,4.31,188.0
74,10,373.05,2.376,10,125,438104939,-52922080,2.376,2024-04-09 14:32:16,,102.0,46.0,46.0,19.0,5.0,1.0,4.73,194.0
56,10,377.37,3.367,10,124,438104777,-52922622,3.367,2024-04-09 14:32:17,,83.0,46.200000000000045,46.200000000000045,19.0,5.0,1.0,4.82,195.0
88,10,381.85,3.65,9,124,438104661,-52923198,3.65,2024-04-09 14:32:18,,102.0,46.200000000000045,46.200000000000045,19.0,5.0,1.0,4.44,153.0
85,10,385.83,3.594,9,124,438104590,-52923726,3.594,2024-04-09 14:32:19,,142.0,46.200000000000045,46.200000000000045,19.0,6.0,1.0,3.7,175.0
82,11,389.34,3.697,9,125,438104585,-52924193,3.697,2024-04-09 14:32:20,,144.0,46.39999999999998,46.39999999999998,19.0,6.0,1.0,2.94,178.0
78,11,393.07,3.644,9,126,438104651,-52924688,3.644,2024-04-09 14:32:21,,178.0,46.39999999999998,46.39999999999998,19.0,6.0,1.0,2.41,174.0
78,11,397.11,3.74,9,126,438104701,-52925225,3.74,2024-04-09 14:32:22,,186.0,46.39999999999998,46.39999999999998,19.0,6.0,1.0,2.03,169.0
80,11,401.35,3.865,9,126,438104701,-52925790,3.865,2024-04-09 14:32:23,,145.0,46.60000000000002,46.60000000000002,19.0,6.0,1.0,1.86,174.0
80,11,405.48,3.989,8,127,438104701,-52926340,3.989,2024-04-09 14:32:24,,124.0,46.60000000000002,46.60000000000002,19.0,6.0,1.0,1.75,176.0
80,11,409.4,4.044,8,127,438104701,-52926864,4.044,2024-04-09 14:32:25,,144.0,46.60000000000002,46.60000000000002,19.0,6.0,1.0,1.62,176.0
81,11,413.42,4.038,8,127,438104701,-52927401,4.038,2024-04-09 14:32:26,,175.0,46.60000000000002,46.60000000000002,19.0,6.0,1.0,1.53,167.0
85,12,417.31,3.999,8,127,438104701,-52927920,3.999,2024-04-09 14:32:27,,191.0,46.799999999999955,46.799999999999955,19.0,6.0,1.0,1.42,172.0
84,12,421.04,3.932,8,127,438104701,-52928418,3.932,2024-04-09 14:32:28,,182.0,46.799999999999955,46.799999999999955,19.0,6.0,1.0,1.34,172.0
87,12,424.76,3.88,8,127,438104701,-52928916,3.88,2024-04-09 14:32:29,,176.0,46.799999999999955,46.799999999999955,19.0,6.0,1.0,1.28,165.0
87,12,428.6,3.879,8,127,438104701,-52929428,3.879,2024-04-09 14:32:30,,170.0,47.0,47.0,19.0,6.0,1.0,1.27,164.0
83,12,432.43,3.892,8,127,438104701,-52929937,3.892,2024-04-09 14:32:31,,167.0,47.0,47.0,19.0,6.0,1.0,1.29,165.0
86,13,435.99,3.869,8,127,438104722,-52930409,3.869,2024-04-09 14:32:32,,162.0,47.0,47.0,20.0,6.0,1.0,1.34,162.0
85,13,439.54,3.841,8,128,438104788,-52930875,3.841,2024-04-09 14:32:33,,152.0,47.200000000000045,47.200000000000045,20.0,6.0,1.0,1.41,175.0
82,13,443.01,3.598,8,128,438104838,-52931331,3.598,2024-04-09 14:32:34,,134.0,47.200000000000045,47.200000000000045,20.0,6.0,1.0,1.5,173.0
85,13,446.16,3.204,8,128,438104858,-52931751,3.204,2024-04-09 14:32:35,,134.0,47.39999999999998,47.39999999999998,20.0,7.0,1.0,1.57,173.0
84,13,449.15,3.02,9,128,438104883,-52932150,3.02,2024-04-09 14:32:36,,144.0,47.39999999999998,47.39999999999998,20.0,7.0,1.0,1.68,177.0
85,13,452.55,3.0,9,127,438104904,-52932603,3.0,2024-04-09 14:32:37,,143.0,47.60000000000002,47.60000000000002,20.0,7.0,1.0,1.8,182.0
83,13,456.71,3.56,9,127,438104949,-52933155,3.56,2024-04-09 14:32:38,,155.0,47.60000000000002,47.60000000000002,20.0,7.0,1.0,1.96,169.0
81,14,461.19,4.345,8,126,438104954,-52933752,4.345,2024-04-09 14:32:39,,162.0,47.60000000000002,47.60000000000002,20.0,7.0,1.0,2.06,170.0
81,14,465.66,4.454,8,125,438104929,-52934349,4.454,2024-04-09 14:32:40,,144.0,47.799999999999955,47.799999999999955,20.0,7.0,1.0,2.09,181.0
78,14,470.06,4.403,8,124,438104949,-52934936,4.403,2024-04-09 14:32:41,,121.0,47.799999999999955,47.799999999999955,20.0,7.0,1.0,2.04,174.0
79,14,474.33,4.291,8,123,438104995,-52935504,4.291,2024-04-09 14:32:42,,101.0,47.799999999999955,47.799999999999955,20.0,7.0,1.0,1.88,178.0
85,14,478.24,4.214,9,122,438105020,-52936025,4.214,2024-04-09 14:32:43,,127.0,48.0,48.0,20.0,7.0,1.0,1.68,173.0
86,14,482.07,4.191,9,122,438105020,-52936536,4.191,2024-04-09 14:32:44,,204.0,48.0,48.0,20.0,7.0,1.0,1.56,166.0
86,14,486.12,4.068,9,122,438105020,-52937073,4.068,2024-04-09 14:32:45,,203.0,48.0,48.0,20.0,7.0,1.0,1.46,179.0
80,15,490.01,3.917,9,122,438104980,-52937587,3.917,2024-04-09 14:32:46,,176.0,48.200000000000045,48.200000000000045,20.0,7.0,1.0,1.45,171.0
83,15,494.04,4.007,11,121,438104909,-52938121,4.007,2024-04-09 14:32:47,,185.0,48.39999999999998,48.39999999999998,20.0,7.0,1.0,1.53,185.0
84,15,498.35,4.27,13,121,438104863,-52938696,4.27,2024-04-09 14:32:48,,180.0,48.39999999999998,48.39999999999998,20.0,8.0,1.0,1.7,181.0
84,15,503.05,4.636,13,121,438104818,-52939319,4.636,2024-04-09 14:32:49,,179.0,48.60000000000002,48.60000000000002,20.0,8.0,1.0,1.9,176.0
83,15,507.74,4.928,15,122,438104772,-52939940,4.928,2024-04-09 14:32:50,,181.0,48.799999999999955,48.799999999999955,20.0,8.0,1.0,2.13,174.0
84,16,512.07,4.736,16,123,438104727,-52940518,4.736,2024-04-09 14:32:51,,183.0,48.799999999999955,48.799999999999955,20.0,8.0,1.0,2.33,165.0
84,16,516.43,4.417,15,124,438104721,-52941098,4.417,2024-04-09 14:32:52,,172.0,49.0,49.0,20.0,8.0,1.0,2.49,173.0
82,16,520.69,4.284,15,124,438104787,-52941659,4.284,2024-04-09 14:32:53,,162.0,49.200000000000045,49.200000000000045,20.0,8.0,1.0,2.61,173.0
83,16,525.04,4.143,14,125,438104858,-52942229,4.143,2024-04-09 14:32:54,,171.0,49.200000000000045,49.200000000000045,20.0,8.0,1.0,2.6,175.0
85,16,529.79,4.426,14,125,438104822,-52942853,4.426,2024-04-09 14:32:55,,186.0,49.200000000000045,49.200000000000045,20.0,9.0,1.0,2.5,167.0
85,16,534.64,4.78,13,125,438104686,-52943478,4.78,2024-04-09 14:32:56,,177.0,49.200000000000045,49.200000000000045,20.0,9.0,1.0,2.33,168.0
83,17,539.29,4.676,12,125,438104650,-52944084,4.676,2024-04-09 14:32:57,,161.0,49.39999999999998,49.39999999999998,20.0,9.0,1.0,2.11,174.0
85,17,544.01,4.713,12,126,438104701,-52944709,4.713,2024-04-09 14:32:58,,153.0,49.39999999999998,49.39999999999998,20.0,9.0,1.0,1.82,170.0
84,17,549.07,5.014,12,126,438104701,-52945386,5.014,2024-04-09 14:32:59,,147.0,49.39999999999998,49.39999999999998,20.0,9.0,1.0,1.5,178.0
86,17,554.22,5.124,11,127,438104823,-52946028,5.124,2024-04-09 14:33:00,,140.0,49.39999999999998,49.39999999999998,20.0,9.0,1.0,1.17,177.0
78,17,559.08,4.897,10,126,438105055,-52946594,4.897,2024-04-09 14:33:01,,111.0,49.60000000000002,49.60000000000002,20.0,9.0,1.0,0.0,178.0
79,17,563.35,4.688,10,126,438105197,-52947128,4.688,2024-04-09 14:33:02,,69.0,49.60000000000002,49.60000000000002,20.0,9.0,1.0,0.0,180.0
85,17,567.3,4.466,9,126,438105268,-52947650,4.466,2024-04-09 14:33:03,,188.0,49.799999999999955,49.799999999999955,20.0,9.0,1.0,0.06,171.0
85,18,571.74,4.193,9,126,438105293,-52948239,4.193,2024-04-09 14:33:04,,220.0,49.799999999999955,49.799999999999955,20.0,9.0,1.0,1.03,169.0
85,18,576.39,4.276,9,125,438105272,-52948860,4.276,2024-04-09 14:33:05,,167.0,50.0,50.0,20.0,9.0,1.0,1.27,170.0
85,18,580.86,4.441,9,125,438105227,-52949456,4.441,2024-04-09 14:33:06,,127.0,50.0,50.0,20.0,9.0,1.0,1.54,166.0
84,18,585.07,4.462,8,125,438105202,-52950018,4.462,2024-04-09 14:33:07,,114.0,50.0,50.0,20.0,9.0,1.0,1.77,172.0
85,18,589.08,4.352,8,124,438105202,-52950554,4.352,2024-04-09 14:33:08,,111.0,50.200000000000045,50.200000000000045,20.0,9.0,1.0,1.85,173.0
84,18,593.05,4.188,8,125,438105182,-52951083,4.188,2024-04-09 14:33:09,,104.0,50.200000000000045,50.200000000000045,20.0,9.0,1.0,1.83,178.0
85,18,596.84,4.174,8,124,438105156,-52951587,4.174,2024-04-09 14:33:10,,99.0,50.200000000000045,50.200000000000045,20.0,9.0,1.0,1.7,167.0
84,18,600.78,4.194,8,124,438105156,-52952112,4.194,2024-04-09 14:33:11,,103.0,50.200000000000045,50.200000000000045,20.0,9.0,1.0,1.51,171.0
84,19,604.87,4.194,8,123,438105156,-52952657,4.194,2024-04-09 14:33:12,,104.0,50.39999999999998,50.39999999999998,20.0,9.0,1.0,1.26,171.0
80,19,609.11,4.236,9,123,438105156,-52953224,4.236,2024-04-09 14:33:13,,101.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,1.01,180.0
78,19,613.48,4.357,9,123,438105156,-52953809,4.357,2024-04-09 14:33:14,,101.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,175.0
81,19,617.96,4.455,10,122,438105136,-52954404,4.455,2024-04-09 14:33:15,,113.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,175.0
78,19,622.57,4.585,12,122,438105111,-52955020,4.585,2024-04-09 14:33:16,,112.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,181.0
81,19,627.36,4.76,13,121,438105070,-52955657,4.76,2024-04-09 14:33:17,,97.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,179.0
82,19,632.16,4.788,12,120,438105020,-52956294,4.788,2024-04-09 14:33:18,,98.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,183.0
0,19,636.67,4.77,12,119,438104999,-52956897,4.77,2024-04-09 14:33:19,,0.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,181.0
0,19,640.59,4.575,11,117,438104954,-52957419,4.575,2024-04-09 14:33:20,,0.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,179.0
0,19,644.24,4.333,11,115,438104889,-52957901,4.333,2024-04-09 14:33:21,,0.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,176.0
86,19,648.12,4.333,10,114,438104798,-52958406,4.333,2024-04-09 14:33:22,,157.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,174.0
81,20,652.18,4.333,11,114,438104706,-52958933,4.333,2024-04-09 14:33:23,,300.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,159.0
88,20,656.53,4.382,11,115,438104575,-52959488,4.382,2024-04-09 14:33:24,,241.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,175.0
0,20,661.22,4.471,10,116,438104436,-52960086,4.471,2024-04-09 14:33:25,,0.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,175.0
0,20,666.32,4.508,10,117,438104346,-52960755,4.508,2024-04-09 14:33:26,,0.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,174.0
0,20,671.99,4.508,10,117,438104292,-52961512,4.508,2024-04-09 14:33:27,,0.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,174.0
0,20,677.5,4.508,9,117,438104332,-52962245,4.508,2024-04-09 14:33:28,,0.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,174.0
0,20,682.78,4.908,9,116,438104383,-52962947,4.908,2024-04-09 14:33:29,,0.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,173.0
0,20,687.93,5.22,9,113,438104442,-52963630,5.22,2024-04-09 14:33:30,,0.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,173.0
0,20,692.7,4.835,8,111,438104519,-52964259,4.835,2024-04-09 14:33:31,,0.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,172.0
0,20,697.44,4.756,8,110,438104579,-52964882,4.756,2024-04-09 14:33:32,,0.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,172.0
76,20,702.17,4.853,9,110,438104775,-52965456,4.853,2024-04-09 14:33:33,,24.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,171.0
80,20,706.62,4.644,9,109,438105109,-52965867,4.644,2024-04-09 14:33:34,,77.0,50.200000000000045,50.200000000000045,20.0,10.0,1.0,0.0,171.0
85,20,711.02,4.417,9,109,438105520,-52966167,4.417,2024-04-09 14:33:35,,115.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,170.0
84,20,715.57,4.524,9,109,438105929,-52966480,4.524,2024-04-09 14:33:36,,127.0,50.200000000000045,50.200000000000045,20.0,10.0,1.0,0.0,166.0
88,21,720.15,4.614,9,109,438106337,-52966807,4.614,2024-04-09 14:33:37,,117.0,50.200000000000045,50.200000000000045,20.0,10.0,1.0,0.0,171.0
0,21,724.68,4.611,9,109,438106747,-52967136,4.611,2024-04-09 14:33:38,,0.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,
0,21,729.13,4.533,9,110,438107138,-52967493,4.533,2024-04-09 14:33:39,,0.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,
0,21,733.23,4.382,9,109,438107482,-52967854,4.382,2024-04-09 14:33:40,,0.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,
0,21,736.79,4.341,10,109,438107780,-52968167,4.341,2024-04-09 14:33:41,,0.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,0.0,
0,21,739.93,3.805,11,108,438108013,-52968454,3.805,2024-04-09 14:33:42,,0.0,50.799999999999955,50.799999999999955,20.0,10.0,1.0,0.0,
0,21,742.42,2.967,12,106,438108175,-52968707,2.967,2024-04-09 14:33:43,,0.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,1.05,
0,21,743.73,2.706,12,105,438108271,-52968835,2.706,2024-04-09 14:33:44,,0.0,50.60000000000002,50.60000000000002,20.0,10.0,1.0,1.17,
0,21,743.99,1.35,12,105,438108297,-52968858,1.35,2024-04-09 14:33:45,,0.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,1.01,
53,21,744.98,2.287,13,93,438108297,-52969446,2.287,2024-04-09 14:34:11,,70.0,50.39999999999998,50.39999999999998,20.0,10.0,1.0,0.0,170.0
71,21,747.42,2.519,13,92,438108297,-52969773,2.519,2024-04-09 14:34:12,,228.0,50.200000000000045,50.200000000000045,20.0,10.0,1.0,0.0,170.0
71,21,750.04,2.519,15,92,438108276,-52970121,2.519,2024-04-09 14:34:13,,385.0,50.0,50.0,20.0,10.0,1.0,0.0,170.0
71,21,752.72,2.539,16,93,438108271,-52970478,2.539,2024-04-09 14:34:14,,365.0,50.0,50.0,20.0,10.0,1.0,0.0,170.0
0,21,755.6,2.291,17,95,438108317,-52970857,2.291,2024-04-09 14:34:15,,0.0,50.0,50.0,20.0,10.0,1.0,0.0,171.0
0,21,758.16,1.953,18,95,438108322,-52971189,1.953,2024-04-09 14:34:16,,0.0,50.0,50.0,20.0,10.0,1.0,0.0,172.0
0,21,759.94,1.755,18,96,438108297,-52971422,1.755,2024-04-09 14:34:17,,0.0,50.0,50.0,20.0,10.0,1.0,0.0,172.0
0,21,761.11,1.258,18,96,438108317,-52971573,1.258,2024-04-09 14:34:18,,0.0,50.0,50.0,20.0,10.0,1.0,0.0,173.0
4,21,762.08,0.944,18,94,438108382,-52971657,0.944,2024-04-09 14:34:19,,0.0,49.799999999999955,49.799999999999955,20.0,10.0,1.0,-1.91,174.0
74,21,762.84,1.018,18,96,438108453,-52971707,1.018,2024-04-09 14:34:20,,81.0,49.799999999999955,49.799999999999955,20.0,10.0,2.0,-1.76,175.0
0,21,763.63,1.267,17,96,438108418,-52971785,1.267,2024-04-09 14:34:21,,0.0,49.60000000000002,49.60000000000002,20.0,10.0,2.0,-1.77,176.0
0,21,764.71,1.484,17,97,438108322,-52971874,1.484,2024-04-09 14:34:22,,0.0,49.200000000000045,49.200000000000045,20.0,10.0,2.0,-2.55,177.0
