timestamp,calories,heart_rate,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,altitude,enhanced_altitude,ascent,descent,grade
2023-11-07 16:33:40,,,,,,,,,,,,,,,
2023-11-07 16:33:41,0.0,97.0,,,,,,,,,,,,,
2023-11-07 16:33:42,0.0,97.0,,,,,,,,,,,,,
2023-11-07 16:33:43,0.0,97.0,96.0,0.0,0.0,27.0,438136058.0,-52892780.0,0.0,18.0,,,,,
2023-11-07 16:33:44,0.0,97.0,,2.34,2.314,24.0,438136250.0,-52892645.0,2.314,18.0,,,,,
2023-11-07 16:33:45,0.0,98.0,,3.58,2.165,23.0,438136403.0,-52892621.0,2.165,18.0,,,,,
2023-11-07 16:33:46,0.0,101.0,,5.2,1.713,22.0,438136569.0,-52892605.0,1.713,18.0,,,,,
2023-11-07 16:33:47,0.0,101.0,,7.51,1.401,22.0,438136796.0,-52892581.0,1.401,18.0,,,,,
2023-11-07 16:33:48,0.0,98.0,,9.61,0.857,21.0,438137104.0,-52892574.0,0.857,18.0,,,,,
2023-11-07 16:33:49,0.0,96.0,,9.61,0.0,20.0,438137242.0,-52892564.0,0.0,18.0,,,,,
2023-11-07 16:33:50,1.0,95.0,,9.61,0.0,19.0,438137242.0,-52892564.0,0.0,18.0,,,,,
2023-11-07 16:33:51,1.0,95.0,,9.61,0.0,19.0,438137260.0,-52892571.0,0.0,18.0,,,,,
2023-11-07 16:33:52,1.0,96.0,,9.61,0.0,19.0,438137342.0,-52892558.0,0.0,18.0,,,,,
2023-11-07 16:33:53,1.0,96.0,,9.61,0.0,18.0,438137442.0,-52892492.0,0.0,18.0,,,,,
2023-11-07 16:34:13,1.0,97.0,,10.23,1.199,19.0,438136969.0,-52892886.0,1.199,18.0,,,,,
2023-11-07 16:34:14,1.0,98.0,,11.69,1.519,19.0,438137005.0,-52893073.0,1.519,18.0,,,,,
2023-11-07 16:34:15,1.0,98.0,,13.15,1.77,19.0,438137042.0,-52893257.0,1.77,18.0,,,,,
2023-11-07 16:34:16,1.0,98.0,,14.98,2.158,18.0,438136995.0,-52893494.0,2.158,18.0,,,,,
2023-11-07 16:34:17,1.0,98.0,,17.25,2.187,18.0,438136914.0,-52893767.0,2.187,18.0,,,,,
2023-11-07 16:34:18,2.0,98.0,,19.63,2.231,17.0,438136797.0,-52894049.0,2.231,18.0,,,,,
2023-11-07 16:34:19,2.0,98.0,,22.01,2.104,17.0,438136741.0,-52894356.0,2.104,18.0,,,,,
2023-11-07 16:34:20,2.0,99.0,,24.12,1.991,16.0,438136703.0,-52894631.0,1.991,18.0,,,,,
2023-11-07 16:34:21,2.0,99.0,,26.02,2.114,16.0,438136631.0,-52894870.0,2.114,18.0,,,,,
2023-11-07 16:34:22,2.0,101.0,,28.22,2.158,15.0,438136529.0,-52895125.0,2.158,18.0,,,,,
2023-11-07 16:34:23,2.0,102.0,,30.47,2.173,15.0,438136404.0,-52895378.0,2.173,18.0,,,,,
2023-11-07 16:34:24,2.0,103.0,,32.4,2.194,15.0,438136433.0,-52895611.0,2.194,18.0,,,,,
2023-11-07 16:34:25,2.0,104.0,,34.83,2.194,15.0,438136589.0,-52895886.0,2.194,18.0,,,,,
2023-11-07 16:34:26,3.0,105.0,,37.63,2.209,15.0,438136733.0,-52896227.0,2.209,18.0,,,,,
2023-11-07 16:34:27,3.0,107.0,,40.8,2.303,14.0,438136843.0,-52896625.0,2.303,18.0,,,,,
2023-11-07 16:34:28,3.0,108.0,,44.02,2.489,15.0,438136961.0,-52897024.0,2.489,18.0,,,,,
2023-11-07 16:34:29,3.0,108.0,,47.12,2.642,16.0,438137071.0,-52897413.0,2.642,18.0,,,,,
2023-11-07 16:34:30,3.0,111.0,,50.31,2.72,16.0,438137095.0,-52897819.0,2.72,18.0,,,,,
2023-11-07 16:34:31,3.0,114.0,,54.75,2.976,15.0,438136942.0,-52898388.0,2.976,18.0,,,,,
2023-11-07 16:34:32,4.0,116.0,,60.05,3.47,14.0,438136778.0,-52899064.0,3.47,18.0,,,,,
2023-11-07 16:34:33,4.0,118.0,,64.47,3.777,14.0,438136695.0,-52899634.0,3.777,18.0,,,,,
2023-11-07 16:34:34,4.0,119.0,,69.19,3.987,14.0,438136745.0,-52900255.0,3.987,18.0,,,,,
2023-11-07 16:34:35,4.0,120.0,,74.78,4.325,13.0,438136886.0,-52900972.0,4.325,18.0,,,,,
2023-11-07 16:34:36,4.0,120.0,,79.95,4.694,13.0,438137119.0,-52901565.0,4.694,18.0,,,,,
2023-11-07 16:34:37,4.0,119.0,,83.67,4.855,12.0,438137427.0,-52901726.0,4.855,18.0,,,,,
2023-11-07 16:34:38,5.0,118.0,,86.65,4.688,12.0,438137625.0,-52901428.0,4.688,18.0,,,,,
2023-11-07 16:34:39,5.0,118.0,,90.29,4.557,12.0,438137781.0,-52900990.0,4.557,18.0,,,,,
2023-11-07 16:34:40,5.0,117.0,,93.5,4.333,12.0,438137926.0,-52900606.0,4.333,18.0,58.799999999999955,58.799999999999955,,,
2023-11-07 16:34:41,5.0,117.0,,96.1,3.931,13.0,438138107.0,-52900371.0,3.931,18.0,58.799999999999955,58.799999999999955,,,
2023-11-07 16:34:42,5.0,118.0,,98.83,3.555,15.0,438138401.0,-52900292.0,3.555,18.0,58.799999999999955,58.799999999999955,0.0,0.0,0.0
2023-11-07 16:34:43,5.0,118.0,,101.44,3.354,15.0,438138679.0,-52900220.0,3.354,18.0,58.799999999999955,58.799999999999955,0.0,0.0,0.0
2023-11-07 16:34:44,6.0,117.0,,104.18,3.231,15.0,438138971.0,-52900111.0,3.231,18.0,59.0,59.0,0.0,0.0,0.0
2023-11-07 16:34:45,6.0,118.0,,107.08,3.124,15.0,438139253.0,-52899958.0,3.124,18.0,59.0,59.0,0.0,0.0,0.0
2023-11-07 16:34:46,6.0,118.0,,110.01,3.061,14.0,438139530.0,-52899779.0,3.061,18.0,59.200000000000045,59.200000000000045,0.0,0.0,0.0
2023-11-07 16:34:47,6.0,118.0,,113.81,3.094,14.0,438139886.0,-52899550.0,3.094,18.0,59.200000000000045,59.200000000000045,0.0,0.0,0.24
2023-11-07 16:34:48,6.0,118.0,,117.5,3.252,13.0,438140246.0,-52899382.0,3.252,18.0,59.39999999999998,59.39999999999998,0.0,0.0,1.39
2023-11-07 16:34:49,6.0,119.0,,121.24,3.35,13.0,438140619.0,-52899219.0,3.35,18.0,59.60000000000002,59.60000000000002,0.0,0.0,1.91
2023-11-07 16:34:50,7.0,119.0,,124.68,3.377,13.0,438140981.0,-52899060.0,3.377,18.0,59.60000000000002,59.60000000000002,0.0,0.0,2.43
2023-11-07 16:34:51,7.0,120.0,,128.09,3.373,13.0,438141352.0,-52898964.0,3.373,18.0,59.799999999999955,59.799999999999955,1.0,0.0,2.93
2023-11-07 16:34:52,7.0,121.0,,131.16,3.362,14.0,438141659.0,-52899030.0,3.362,18.0,59.799999999999955,59.799999999999955,1.0,0.0,3.31
2023-11-07 16:34:53,7.0,123.0,,134.05,3.341,14.0,438141868.0,-52899281.0,3.341,18.0,60.0,60.0,1.0,0.0,3.57
2023-11-07 16:34:54,7.0,124.0,,137.79,3.306,14.0,438142031.0,-52899742.0,3.306,18.0,60.200000000000045,60.200000000000045,1.0,0.0,3.68
2023-11-07 16:34:55,7.0,125.0,,142.59,3.486,14.0,438142130.0,-52900366.0,3.486,18.0,60.200000000000045,60.200000000000045,1.0,0.0,3.67
2023-11-07 16:34:56,8.0,125.0,,148.41,3.916,13.0,438142214.0,-52901133.0,3.916,18.0,60.200000000000045,60.200000000000045,1.0,0.0,3.53
2023-11-07 16:34:57,8.0,126.0,,154.32,4.27,13.0,438142369.0,-52901895.0,4.27,18.0,60.39999999999998,60.39999999999998,1.0,0.0,3.3
2023-11-07 16:34:58,8.0,127.0,,159.3,4.545,13.0,438142548.0,-52902516.0,4.545,18.0,60.39999999999998,60.39999999999998,1.0,0.0,2.96
2023-11-07 16:34:59,8.0,127.0,,164.34,4.675,13.0,438142748.0,-52903139.0,4.675,18.0,60.39999999999998,60.39999999999998,1.0,0.0,2.56
2023-11-07 16:35:00,8.0,126.0,,169.08,4.679,13.0,438142959.0,-52903724.0,4.679,18.0,60.39999999999998,60.39999999999998,1.0,0.0,2.09
2023-11-07 16:35:01,9.0,127.0,,173.62,4.639,13.0,438143123.0,-52904301.0,4.639,18.0,60.39999999999998,60.39999999999998,2.0,0.0,1.62
2023-11-07 16:35:02,9.0,128.0,,178.15,4.6,14.0,438143279.0,-52904873.0,4.6,18.0,60.39999999999998,60.39999999999998,2.0,0.0,1.22
2023-11-07 16:35:03,9.0,127.0,,181.9,4.498,14.0,438143404.0,-52905345.0,4.498,18.0,60.60000000000002,60.60000000000002,2.0,0.0,0.26
2023-11-07 16:35:04,9.0,128.0,,184.93,4.189,14.0,438143487.0,-52905731.0,4.189,18.0,60.60000000000002,60.60000000000002,2.0,0.0,0.0
2023-11-07 16:35:05,9.0,129.0,,188.38,3.807,14.0,438143680.0,-52906109.0,3.807,18.0,60.60000000000002,60.60000000000002,2.0,0.0,0.0
2023-11-07 16:35:06,10.0,130.0,,192.43,3.759,13.0,438143972.0,-52906509.0,3.759,18.0,60.60000000000002,60.60000000000002,2.0,0.0,0.0
2023-11-07 16:35:07,10.0,131.0,,196.69,3.782,13.0,438144234.0,-52906978.0,3.782,18.0,60.60000000000002,60.60000000000002,2.0,0.0,0.0
2023-11-07 16:35:08,10.0,131.0,,200.88,3.846,12.0,438144435.0,-52907489.0,3.846,18.0,60.60000000000002,60.60000000000002,2.0,0.0,0.0
2023-11-07 16:35:09,10.0,133.0,,205.5,4.097,12.0,438144663.0,-52908037.0,4.097,18.0,60.60000000000002,60.60000000000002,2.0,0.0,0.0
2023-11-07 16:35:10,10.0,134.0,,210.15,4.554,12.0,438144834.0,-52908604.0,4.554,18.0,60.799999999999955,60.799999999999955,2.0,0.0,0.0
2023-11-07 16:35:11,11.0,134.0,,214.79,4.64,12.0,438144944.0,-52909203.0,4.64,18.0,60.799999999999955,60.799999999999955,2.0,0.0,0.0
2023-11-07 16:35:12,11.0,133.0,,219.23,4.474,13.0,438145078.0,-52909772.0,4.474,18.0,60.799999999999955,60.799999999999955,2.0,0.0,0.0
2023-11-07 16:35:13,11.0,134.0,,223.57,4.368,14.0,438145213.0,-52910327.0,4.368,18.0,60.799999999999955,60.799999999999955,2.0,0.0,0.0
2023-11-07 16:35:14,11.0,132.0,,228.31,4.327,14.0,438145387.0,-52910923.0,4.327,18.0,61.0,61.0,2.0,0.0,0.0
2023-11-07 16:35:15,11.0,131.0,,233.99,4.961,13.0,438145595.0,-52911633.0,4.961,18.0,61.0,61.0,2.0,0.0,0.52
2023-11-07 16:35:16,12.0,130.0,,240.23,6.03,13.0,438145801.0,-52912430.0,6.03,18.0,61.0,61.0,2.0,0.0,1.02
2023-11-07 16:35:17,12.0,129.0,,246.25,6.023,12.0,438146084.0,-52913155.0,6.023,18.0,61.0,61.0,2.0,0.0,1.01
2023-11-07 16:35:18,12.0,128.0,,251.35,5.889,12.0,438146372.0,-52913733.0,5.889,18.0,61.200000000000045,61.200000000000045,2.0,0.0,0.54
2023-11-07 16:35:19,12.0,128.0,,255.17,5.27,12.0,438146553.0,-52914182.0,5.27,18.0,61.200000000000045,61.200000000000045,2.0,0.0,0.0
2023-11-07 16:35:20,12.0,128.0,94.0,258.54,4.216,12.0,438146734.0,-52914582.0,4.216,18.0,61.200000000000045,61.200000000000045,2.0,0.0,0.0
2023-11-07 16:35:21,13.0,128.0,,261.96,4.007,12.0,438146915.0,-52914978.0,4.007,18.0,61.200000000000045,61.200000000000045,2.0,0.0,0.0
2023-11-07 16:35:22,13.0,128.0,,265.63,4.055,12.0,438147095.0,-52915401.0,4.055,18.0,61.39999999999998,61.39999999999998,2.0,0.0,0.0
2023-11-07 16:35:23,13.0,128.0,,269.01,3.81,12.0,438147262.0,-52915799.0,3.81,18.0,61.39999999999998,61.39999999999998,2.0,0.0,0.0
2023-11-07 16:35:24,13.0,127.0,,271.62,3.283,12.0,438147345.0,-52916130.0,3.283,18.0,61.39999999999998,61.39999999999998,2.0,0.0,0.0
2023-11-07 16:35:25,13.0,126.0,,273.73,3.022,12.0,438147345.0,-52916409.0,3.022,18.0,61.60000000000002,61.60000000000002,2.0,0.0,0.36
2023-11-07 16:35:26,14.0,124.0,,275.49,2.706,13.0,438147308.0,-52916625.0,2.706,18.0,61.60000000000002,61.60000000000002,2.0,0.0,1.11
2023-11-07 16:35:27,14.0,123.0,,277.26,2.407,12.0,438147235.0,-52916834.0,2.407,18.0,61.60000000000002,61.60000000000002,2.0,0.0,1.24
2023-11-07 16:35:28,14.0,121.0,,278.84,2.186,12.0,438147227.0,-52917013.0,2.186,18.0,61.60000000000002,61.60000000000002,2.0,0.0,1.36
2023-11-07 16:35:55,14.0,98.0,,279.82,1.111,11.0,438147318.0,-52917220.0,1.111,18.0,61.799999999999955,61.799999999999955,2.0,0.0,0.0
2023-11-07 16:35:56,14.0,99.0,,281.17,1.111,11.0,438147327.0,-52917395.0,1.111,18.0,61.799999999999955,61.799999999999955,2.0,0.0,0.0
2023-11-07 16:35:57,15.0,98.0,,282.91,1.381,11.0,438147332.0,-52917623.0,1.381,18.0,61.799999999999955,61.799999999999955,2.0,0.0,0.0
2023-11-07 16:35:58,15.0,96.0,,285.37,2.159,11.0,438147445.0,-52917924.0,2.159,18.0,61.799999999999955,61.799999999999955,2.0,0.0,0.0
2023-11-07 16:35:59,15.0,94.0,,289.29,2.967,10.0,438147704.0,-52918321.0,2.967,18.0,62.0,62.0,2.0,0.0,0.0
2023-11-07 16:36:00,15.0,93.0,,293.08,3.158,10.0,438148041.0,-52918587.0,3.158,18.0,62.0,62.0,2.0,0.0,0.0
2023-11-07 16:36:01,15.0,94.0,,296.01,3.01,10.0,438148349.0,-52918670.0,3.01,18.0,62.0,62.0,2.0,0.0,0.0
2023-11-07 16:36:02,15.0,95.0,,298.25,2.58,11.0,438148576.0,-52918628.0,2.58,18.0,62.200000000000045,62.200000000000045,2.0,0.0,0.0
2023-11-07 16:36:03,15.0,97.0,,300.42,2.269,11.0,438148801.0,-52918491.0,2.269,18.0,62.200000000000045,62.200000000000045,2.0,0.0,0.92
2023-11-07 16:36:04,15.0,100.0,,303.48,2.475,10.0,438149044.0,-52918220.0,2.475,18.0,62.39999999999998,62.39999999999998,2.0,0.0,1.75
2023-11-07 16:36:05,15.0,102.0,,307.42,2.812,11.0,438149361.0,-52917911.0,2.812,18.0,62.60000000000002,62.60000000000002,2.0,0.0,2.17
2023-11-07 16:36:06,16.0,104.0,,311.14,2.855,11.0,438149720.0,-52917729.0,2.855,18.0,62.60000000000002,62.60000000000002,3.0,0.0,2.65
2023-11-07 16:36:07,16.0,105.0,,315.08,2.994,11.0,438150117.0,-52917526.0,2.994,18.0,62.799999999999955,62.799999999999955,3.0,0.0,3.22
2023-11-07 16:36:08,16.0,106.0,,319.08,3.314,12.0,438150545.0,-52917369.0,3.314,18.0,63.0,63.0,3.0,0.0,3.85
2023-11-07 16:36:09,16.0,107.0,,322.58,3.513,12.0,438150903.0,-52917252.0,3.513,18.0,63.200000000000045,63.200000000000045,3.0,0.0,4.45
2023-11-07 16:36:10,16.0,109.0,,326.01,3.493,13.0,438151247.0,-52917102.0,3.493,18.0,63.39999999999998,63.39999999999998,3.0,0.0,4.79
2023-11-07 16:36:11,16.0,111.0,,329.32,3.526,13.0,438151572.0,-52916938.0,3.526,18.0,63.39999999999998,63.39999999999998,3.0,0.0,4.82
2023-11-07 16:36:12,17.0,112.0,,332.31,3.501,13.0,438151891.0,-52916871.0,3.501,18.0,63.60000000000002,63.60000000000002,3.0,0.0,4.63
2023-11-07 16:36:13,17.0,114.0,,335.53,3.429,13.0,438152228.0,-52916861.0,3.429,18.0,63.799999999999955,63.799999999999955,4.0,0.0,4.35
2023-11-07 16:36:14,17.0,115.0,,338.69,3.361,13.0,438152574.0,-52916812.0,3.361,18.0,64.0,64.0,4.0,0.0,4.1
2023-11-07 16:36:15,17.0,115.0,,341.45,3.223,13.0,438152853.0,-52916668.0,3.223,18.0,64.0,64.0,4.0,0.0,3.95
2023-11-07 16:36:16,17.0,116.0,,343.95,3.086,13.0,438153061.0,-52916628.0,3.086,18.0,64.20000000000005,64.20000000000005,4.0,0.0,3.87
2023-11-07 16:36:17,17.0,118.0,,346.36,3.009,13.0,438153245.0,-52916800.0,3.009,18.0,64.39999999999998,64.39999999999998,4.0,0.0,3.83
2023-11-07 16:36:18,17.0,119.0,,349.29,2.991,12.0,438153409.0,-52917089.0,2.991,18.0,64.39999999999998,64.39999999999998,4.0,0.0,3.82
2023-11-07 16:36:19,18.0,121.0,,353.92,3.455,12.0,438153564.0,-52917677.0,3.455,18.0,64.60000000000002,64.60000000000002,4.0,0.0,3.85
2023-11-07 16:36:20,18.0,122.0,,360.4,4.196,12.0,438153746.0,-52918510.0,4.196,18.0,64.60000000000002,64.60000000000002,5.0,0.0,3.85
2023-11-07 16:36:21,18.0,123.0,,367.53,4.662,12.0,438153910.0,-52919433.0,4.662,18.0,64.79999999999995,64.79999999999995,5.0,0.0,3.7
2023-11-07 16:36:22,18.0,124.0,,373.87,5.252,12.0,438154098.0,-52920245.0,5.252,18.0,64.79999999999995,64.79999999999995,5.0,0.0,3.39
2023-11-07 16:36:23,18.0,125.0,,378.9,5.504,11.0,438154316.0,-52920863.0,5.504,18.0,64.79999999999995,64.79999999999995,5.0,0.0,2.96
2023-11-07 16:36:24,19.0,125.0,,384.42,5.39,11.0,438154493.0,-52921558.0,5.39,18.0,65.0,65.0,5.0,0.0,2.46
2023-11-07 16:36:25,19.0,125.0,,390.21,5.27,11.0,438154699.0,-52922287.0,5.27,18.0,65.0,65.0,5.0,0.0,2.0
2023-11-07 16:36:26,19.0,124.0,,394.65,5.126,11.0,438154898.0,-52922834.0,5.126,18.0,65.20000000000005,65.20000000000005,5.0,0.0,1.67
2023-11-07 16:36:27,19.0,124.0,,398.48,4.87,10.0,438155055.0,-52923306.0,4.87,18.0,65.20000000000005,65.20000000000005,5.0,0.0,1.46
2023-11-07 16:36:28,19.0,125.0,,401.94,4.525,10.0,438155136.0,-52923753.0,4.525,18.0,65.39999999999998,65.39999999999998,5.0,0.0,1.35
2023-11-07 16:36:29,20.0,124.0,,406.16,4.326,10.0,438155325.0,-52924265.0,4.326,18.0,65.39999999999998,65.39999999999998,5.0,0.0,1.32
2023-11-07 16:36:30,20.0,124.0,,411.17,4.288,10.0,438155567.0,-52924862.0,4.288,18.0,65.39999999999998,65.39999999999998,5.0,0.0,1.35
2023-11-07 16:36:31,20.0,123.0,,415.9,4.406,12.0,438155748.0,-52925448.0,4.406,18.0,65.39999999999998,65.39999999999998,6.0,0.0,1.4
2023-11-07 16:36:32,20.0,122.0,,420.44,4.442,14.0,438155930.0,-52926015.0,4.442,18.0,65.60000000000002,65.60000000000002,6.0,0.0,1.42
2023-11-07 16:36:33,20.0,122.0,,425.16,4.433,13.0,438156088.0,-52926618.0,4.433,18.0,65.60000000000002,65.60000000000002,6.0,0.0,1.49
2023-11-07 16:36:34,20.0,122.0,,430.41,4.492,13.0,438156219.0,-52927298.0,4.492,18.0,65.79999999999995,65.79999999999995,6.0,0.0,1.6
2023-11-07 16:36:35,21.0,121.0,,435.26,4.678,13.0,438156359.0,-52927918.0,4.678,18.0,65.79999999999995,65.79999999999995,6.0,0.0,1.7
2023-11-07 16:36:36,21.0,121.0,,438.97,4.684,13.0,438156511.0,-52928375.0,4.684,18.0,66.0,66.0,6.0,0.0,1.82
2023-11-07 16:36:37,21.0,121.0,,442.8,4.341,12.0,438156681.0,-52928845.0,4.341,18.0,66.0,66.0,6.0,0.0,1.9
2023-11-07 16:36:38,21.0,120.0,,446.24,3.988,12.0,438156799.0,-52929279.0,3.988,18.0,66.20000000000005,66.20000000000005,6.0,0.0,2.01
2023-11-07 16:36:39,21.0,119.0,,450.57,3.846,12.0,438156819.0,-52929843.0,3.846,18.0,66.20000000000005,66.20000000000005,6.0,0.0,2.1
2023-11-07 16:36:40,21.0,120.0,,455.47,3.903,11.0,438156848.0,-52930470.0,3.903,18.0,66.39999999999998,66.39999999999998,6.0,0.0,2.17
2023-11-07 16:36:41,22.0,120.0,,459.7,4.119,10.0,438157035.0,-52930985.0,4.119,18.0,66.60000000000002,66.60000000000002,7.0,0.0,2.22
2023-11-07 16:36:42,22.0,120.0,,463.87,4.133,10.0,438157186.0,-52931505.0,4.133,18.0,66.60000000000002,66.60000000000002,7.0,0.0,2.23
2023-11-07 16:36:43,22.0,120.0,,467.44,3.874,10.0,438157342.0,-52931936.0,3.874,18.0,66.79999999999995,66.79999999999995,7.0,0.0,2.25
2023-11-07 16:36:44,22.0,120.0,,470.8,3.782,10.0,438157506.0,-52932346.0,3.782,18.0,66.79999999999995,66.79999999999995,7.0,0.0,2.28
2023-11-07 16:36:45,22.0,121.0,,474.18,3.617,9.0,438157640.0,-52932759.0,3.617,18.0,67.0,67.0,7.0,0.0,2.32
2023-11-07 16:36:46,23.0,121.0,,477.59,3.529,9.0,438157757.0,-52933181.0,3.529,18.0,67.0,67.0,7.0,0.0,2.36
2023-11-07 16:36:47,23.0,122.0,,481.27,3.67,9.0,438157795.0,-52933660.0,3.67,18.0,67.20000000000005,67.20000000000005,7.0,0.0,2.36
2023-11-07 16:36:48,23.0,122.0,,485.06,3.753,9.0,438157802.0,-52934161.0,3.753,18.0,67.39999999999998,67.39999999999998,7.0,0.0,2.43
2023-11-07 16:36:49,23.0,122.0,,488.73,3.662,9.0,438157877.0,-52934647.0,3.662,18.0,67.39999999999998,67.39999999999998,7.0,0.0,2.56
2023-11-07 16:36:50,23.0,122.0,,492.09,3.432,9.0,438157847.0,-52935089.0,3.432,18.0,67.60000000000002,67.60000000000002,7.0,0.0,2.7
2023-11-07 16:36:51,23.0,122.0,,495.21,3.206,9.0,438157711.0,-52935465.0,3.206,18.0,67.60000000000002,67.60000000000002,8.0,0.0,2.76
2023-11-07 16:36:52,24.0,121.0,,497.83,2.955,10.0,438157574.0,-52935757.0,2.955,18.0,67.60000000000002,67.60000000000002,8.0,0.0,2.67
2023-11-07 16:36:53,24.0,121.0,,500.31,2.896,10.0,438157494.0,-52936065.0,2.896,18.0,67.60000000000002,67.60000000000002,8.0,0.0,2.44
2023-11-07 16:36:54,24.0,121.0,,503.46,3.128,11.0,438157550.0,-52936476.0,3.128,18.0,67.60000000000002,67.60000000000002,8.0,0.0,2.1
2023-11-07 16:36:55,24.0,121.0,,506.8,3.397,11.0,438157668.0,-52936901.0,3.397,18.0,67.60000000000002,67.60000000000002,8.0,0.0,1.76
2023-11-07 16:36:56,24.0,121.0,,509.36,2.939,12.0,438157703.0,-52937231.0,2.939,18.0,67.79999999999995,67.79999999999995,8.0,0.0,1.47
2023-11-07 16:36:57,25.0,122.0,,511.57,2.536,14.0,438157695.0,-52937520.0,2.536,18.0,67.79999999999995,67.79999999999995,8.0,0.0,1.22
2023-11-07 16:36:58,25.0,122.0,,515.05,2.854,14.0,438157778.0,-52937973.0,2.854,18.0,67.79999999999995,67.79999999999995,8.0,0.0,1.12
2023-11-07 16:36:59,25.0,122.0,,520.22,3.95,13.0,438157933.0,-52938633.0,3.95,18.0,68.0,68.0,8.0,0.0,1.16
2023-11-07 16:37:00,25.0,123.0,,525.76,4.861,13.0,438158134.0,-52939330.0,4.861,18.0,68.0,68.0,8.0,0.0,1.3
2023-11-07 16:37:01,25.0,123.0,,530.86,4.77,12.0,438158324.0,-52939970.0,4.77,18.0,68.0,68.0,8.0,0.0,1.45
2023-11-07 16:37:02,25.0,123.0,,535.42,4.616,12.0,438158498.0,-52940529.0,4.616,18.0,68.0,68.0,8.0,0.0,1.46
2023-11-07 16:37:03,26.0,123.0,,540.28,4.415,11.0,438158745.0,-52941100.0,4.415,18.0,68.0,68.0,8.0,0.0,1.32
2023-11-07 16:37:04,26.0,124.0,,545.36,4.186,11.0,438158999.0,-52941701.0,4.186,18.0,68.0,68.0,8.0,0.0,0.51
2023-11-07 16:37:05,26.0,124.0,,549.96,4.219,11.0,438159227.0,-52942249.0,4.219,18.0,68.0,68.0,8.0,0.0,0.0
2023-11-07 16:37:06,26.0,124.0,,555.14,4.333,11.0,438159435.0,-52942898.0,4.333,18.0,68.20000000000005,68.20000000000005,8.0,0.0,0.0
2023-11-07 16:37:07,26.0,124.0,,560.01,4.464,10.0,438159580.0,-52943520.0,4.464,18.0,68.20000000000005,68.20000000000005,8.0,0.0,0.0
2023-11-07 16:37:08,27.0,123.0,,564.12,4.035,10.0,438159689.0,-52944044.0,4.035,18.0,68.20000000000005,68.20000000000005,8.0,0.0,0.0
2023-11-07 16:37:09,27.0,123.0,,568.36,3.93,10.0,438159860.0,-52944574.0,3.93,18.0,68.39999999999998,68.39999999999998,8.0,0.0,0.0
2023-11-07 16:37:10,27.0,122.0,,572.42,4.665,11.0,438159997.0,-52945082.0,4.665,18.0,68.39999999999998,68.39999999999998,8.0,0.0,0.0
2023-11-07 16:37:11,27.0,122.0,,576.35,4.588,12.0,438160053.0,-52945596.0,4.588,18.0,68.39999999999998,68.39999999999998,8.0,0.0,0.48
2023-11-07 16:37:12,27.0,121.0,,580.54,4.52,11.0,438160190.0,-52946133.0,4.52,18.0,68.39999999999998,68.39999999999998,8.0,0.0,1.16
2023-11-07 16:37:13,27.0,121.0,,584.33,4.321,11.0,438160308.0,-52946620.0,4.321,18.0,68.39999999999998,68.39999999999998,8.0,0.0,1.26
2023-11-07 16:37:14,28.0,120.0,,587.91,4.142,10.0,438160399.0,-52947087.0,4.142,18.0,68.60000000000002,68.60000000000002,9.0,0.0,1.27
2023-11-07 16:37:15,28.0,121.0,,592.57,4.214,10.0,438160527.0,-52947692.0,4.214,18.0,68.60000000000002,68.60000000000002,9.0,0.0,1.17
2023-11-07 16:37:16,28.0,122.0,,597.92,4.214,11.0,438160672.0,-52948378.0,4.214,18.0,68.60000000000002,68.60000000000002,9.0,0.0,0.72
2023-11-07 16:37:17,28.0,123.0,,603.14,4.214,11.0,438160800.0,-52949055.0,4.214,18.0,68.60000000000002,68.60000000000002,9.0,0.0,0.0
2023-11-07 16:37:18,28.0,123.0,,608.76,4.656,11.0,438160926.0,-52949789.0,4.656,18.0,68.60000000000002,68.60000000000002,9.0,0.0,0.0
2023-11-07 16:37:19,29.0,124.0,,614.2,5.295,10.0,438160934.0,-52950513.0,5.295,18.0,68.60000000000002,68.60000000000002,9.0,0.0,0.0
2023-11-07 16:37:20,29.0,125.0,,618.64,5.014,10.0,438160944.0,-52951101.0,5.014,18.0,68.60000000000002,68.60000000000002,9.0,0.0,0.0
2023-11-07 16:37:21,29.0,125.0,,623.12,4.612,9.0,438161033.0,-52951688.0,4.612,18.0,68.60000000000002,68.60000000000002,9.0,0.0,0.0
2023-11-07 16:37:22,29.0,125.0,92.0,627.67,4.678,9.0,438161143.0,-52952279.0,4.678,18.0,68.79999999999995,68.79999999999995,9.0,0.0,0.0
2023-11-07 16:37:23,29.0,124.0,,631.99,4.625,9.0,438161258.0,-52952837.0,4.625,18.0,68.79999999999995,68.79999999999995,9.0,0.0,0.0
2023-11-07 16:37:24,29.0,123.0,,636.36,4.564,9.0,438161365.0,-52953405.0,4.564,18.0,68.79999999999995,68.79999999999995,9.0,0.0,0.0
2023-11-07 16:37:25,30.0,121.0,,640.72,4.564,9.0,438161508.0,-52953963.0,4.564,18.0,69.0,69.0,9.0,0.0,0.0
2023-11-07 16:37:26,30.0,120.0,,644.85,4.393,9.0,438161608.0,-52954495.0,4.393,18.0,69.0,69.0,9.0,0.0,0.13
