distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,temperature,altitude,ascent,descent,enhanced_altitude,grade,calories,heart_rate
0.0,0.0,22,438134602,-52892046,0.0,2023-06-05 17:18:57,,,,,,,,,
0.0,0.0,21,438134461,-52892170,0.0,2023-06-05 17:18:58,78.0,23.0,,,,,,,
0.0,0.0,20,438134493,-52892237,0.0,2023-06-05 17:18:59,,23.0,,,,,,,
0.0,0.0,19,438134511,-52892291,0.0,2023-06-05 17:19:00,,23.0,,,,,,,
0.0,0.0,18,438134436,-52892321,0.0,2023-06-05 17:19:01,,23.0,,,,,,,
0.0,0.0,18,438134420,-52892325,0.0,2023-06-05 17:19:02,,23.0,,,,,,,
0.0,0.0,17,438134420,-52892325,0.0,2023-06-05 17:19:03,,23.0,,,,,,,
0.0,0.0,17,438134420,-52892325,0.0,2023-06-05 17:19:04,,23.0,,,,,,,
0.0,0.0,16,438134420,-52892325,0.0,2023-06-05 17:19:05,,23.0,,,,,,,
0.0,0.0,16,438134420,-52892325,0.0,2023-06-05 17:19:06,,23.0,,,,,,,
0.0,0.0,15,438134420,-52892325,0.0,2023-06-05 17:19:07,,23.0,,,,,,,
0.0,0.0,14,438134420,-52892325,0.0,2023-06-05 17:19:08,,23.0,,,,,,,
0.0,0.832,16,438134420,-52892325,0.832,2023-06-05 17:19:09,,23.0,,,,,,,
0.0,0.981,16,438134420,-52892325,0.981,2023-06-05 17:19:10,,23.0,,,,,,,
0.72,1.166,15,438134344,-52892372,1.166,2023-06-05 17:19:11,,23.0,,,,,,,
1.63,0.965,15,438134291,-52892467,0.965,2023-06-05 17:19:12,,23.0,,,,,,,
2.6,1.017,14,438134302,-52892584,1.017,2023-06-05 17:19:13,,23.0,,,,,,,
3.58,1.138,14,438134325,-52892703,1.138,2023-06-05 17:19:14,,23.0,,,,,,,
5.1,1.195,13,438134405,-52892870,1.195,2023-06-05 17:19:15,,23.0,,,,,,,
6.59,1.313,13,438134458,-52893053,1.313,2023-06-05 17:19:16,,23.0,,,,,,,
8.15,1.38,13,438134542,-52893244,1.38,2023-06-05 17:19:17,,23.0,,,,,,,
9.4,1.465,13,438134632,-52893360,1.465,2023-06-05 17:19:18,,23.0,,,,,,,
10.78,1.404,13,438134761,-52893477,1.404,2023-06-05 17:19:19,,23.0,,,,,,,
12.41,1.389,12,438134840,-52893668,1.389,2023-06-05 17:19:20,,23.0,,,,,,,
14.09,1.389,12,438134908,-52893873,1.389,2023-06-05 17:19:21,,23.0,,,,,,,
16.41,1.994,12,438134996,-52894162,1.994,2023-06-05 17:19:22,,23.0,,,,,,,
19.33,2.342,13,438135162,-52894491,2.342,2023-06-05 17:19:23,,23.0,,,,,,,
22.02,2.389,13,438135308,-52894803,2.389,2023-06-05 17:19:24,,23.0,,,,,,,
24.71,2.389,12,438135405,-52895127,2.389,2023-06-05 17:19:25,,23.0,,,,,,,
27.41,2.31,12,438135536,-52895455,2.31,2023-06-05 17:19:26,,23.0,,,,,,,
28.83,2.326,12,438135592,-52895630,2.326,2023-06-05 17:19:27,,23.0,,,,,,,
30.02,2.363,12,438135632,-52895778,2.363,2023-06-05 17:19:28,,23.0,39.200000000000045,0.0,0.0,39.200000000000045,0.0,,
34.95,2.555,12,438135787,-52896414,2.555,2023-06-05 17:19:29,,23.0,39.200000000000045,0.0,0.0,39.200000000000045,0.0,,
38.71,2.611,12,438135904,-52896886,2.611,2023-06-05 17:19:30,,23.0,39.200000000000045,0.0,0.0,39.200000000000045,0.0,,
40.51,2.633,13,438135960,-52897121,2.633,2023-06-05 17:19:31,,23.0,39.200000000000045,0.0,0.0,39.200000000000045,0.0,,
42.07,2.415,17,438135855,-52897253,2.415,2023-06-05 17:19:32,,23.0,39.39999999999998,0.0,0.0,39.39999999999998,0.0,,
44.28,2.205,17,438135686,-52897464,2.205,2023-06-05 17:19:33,,23.0,39.39999999999998,0.0,0.0,39.39999999999998,0.0,,
46.78,2.239,17,438135576,-52897769,2.239,2023-06-05 17:19:34,,23.0,39.39999999999998,0.0,0.0,39.39999999999998,0.38,,
48.98,2.227,16,438135632,-52898041,2.227,2023-06-05 17:19:35,,23.0,39.39999999999998,0.0,0.0,39.39999999999998,0.81,,
51.45,2.288,16,438135799,-52898303,2.288,2023-06-05 17:19:36,,23.0,39.39999999999998,0.0,0.0,39.39999999999998,1.0,,
54.24,2.413,16,438135793,-52898658,2.413,2023-06-05 17:19:37,,23.0,39.60000000000002,0.0,0.0,39.60000000000002,1.16,,
58.36,2.541,15,438135673,-52899181,2.541,2023-06-05 17:19:38,,23.0,39.60000000000002,0.0,0.0,39.60000000000002,1.27,,
68.0,3.031,15,438135574,-52900461,3.031,2023-06-05 17:19:39,,23.0,39.60000000000002,0.0,0.0,39.60000000000002,1.32,,
77.68,3.486,14,438135558,-52901753,3.486,2023-06-05 17:19:40,,23.0,39.60000000000002,0.0,0.0,39.60000000000002,1.28,,
86.02,4.223,14,438135816,-52902820,4.223,2023-06-05 17:19:41,,23.0,39.60000000000002,0.0,0.0,39.60000000000002,1.18,,
91.55,4.877,13,438136134,-52903407,4.877,2023-06-05 17:19:42,,23.0,39.60000000000002,1.0,0.0,39.60000000000002,1.12,,
94.84,4.963,13,438136416,-52903323,4.963,2023-06-05 17:19:43,,23.0,39.799999999999955,1.0,0.0,39.799999999999955,1.17,,
97.78,4.932,12,438136655,-52903053,4.932,2023-06-05 17:19:44,,23.0,39.799999999999955,1.0,0.0,39.799999999999955,1.26,,
101.22,4.639,12,438136922,-52902739,4.639,2023-06-05 17:19:45,,23.0,40.0,1.0,0.0,40.0,1.32,,
105.91,4.367,12,438137267,-52902274,4.367,2023-06-05 17:19:46,,23.0,40.0,1.0,0.0,40.0,1.37,,
115.07,4.571,11,438138195,-52901875,4.571,2023-06-05 17:19:47,,23.0,40.200000000000045,1.0,0.0,40.200000000000045,1.43,,
121.02,4.718,11,438138790,-52901692,4.718,2023-06-05 17:19:48,,23.0,40.200000000000045,1.0,0.0,40.200000000000045,1.49,,
127.46,4.806,10,438139499,-52901575,4.806,2023-06-05 17:19:49,,23.0,40.39999999999998,1.0,0.0,40.39999999999998,1.56,,
132.89,4.877,10,438140062,-52901422,4.877,2023-06-05 17:19:50,,23.0,40.39999999999998,1.0,0.0,40.39999999999998,1.61,,
135.62,4.93,10,438140341,-52901295,4.93,2023-06-05 17:19:51,,23.0,40.39999999999998,1.0,0.0,40.39999999999998,1.59,,
136.49,4.563,9,438140419,-52901255,4.563,2023-06-05 17:19:52,,23.0,40.39999999999998,1.0,0.0,40.39999999999998,1.5,,
137.47,4.19,9,438140427,-52901138,4.19,2023-06-05 17:19:53,,23.0,40.60000000000002,1.0,0.0,40.60000000000002,1.4,,
140.61,4.015,9,438140128,-52900964,4.015,2023-06-05 17:19:54,,23.0,40.60000000000002,1.0,0.0,40.60000000000002,1.31,,
143.41,3.902,9,438140253,-52900752,3.902,2023-06-05 17:19:55,,23.0,40.799999999999955,1.0,0.0,40.799999999999955,1.26,,
145.17,3.426,10,438140399,-52900603,3.426,2023-06-05 17:19:56,,23.0,40.799999999999955,2.0,0.0,40.799999999999955,1.3,,
148.38,2.957,10,438140722,-52900445,2.957,2023-06-05 17:19:57,,23.0,41.0,2.0,0.0,41.0,1.42,,
151.98,3.015,10,438141082,-52900305,3.015,2023-06-05 17:19:58,,23.0,41.0,2.0,0.0,41.0,1.64,,
155.59,3.163,11,438141409,-52900088,3.163,2023-06-05 17:19:59,,23.0,41.200000000000045,2.0,0.0,41.200000000000045,1.95,,
157.59,3.279,11,438141623,-52899988,3.279,2023-06-05 17:20:00,,23.0,41.200000000000045,2.0,0.0,41.200000000000045,2.29,,
162.08,3.365,11,438142074,-52899810,3.365,2023-06-05 17:20:01,,23.0,41.39999999999998,2.0,0.0,41.39999999999998,2.54,,
165.74,3.379,11,438142459,-52899697,3.379,2023-06-05 17:20:02,,23.0,41.39999999999998,2.0,0.0,41.39999999999998,2.63,,
167.69,3.38,11,438142633,-52899760,3.38,2023-06-05 17:20:03,,23.0,41.39999999999998,2.0,0.0,41.39999999999998,2.54,,
170.68,3.36,11,438142657,-52900138,3.36,2023-06-05 17:20:04,,23.0,41.39999999999998,2.0,0.0,41.39999999999998,2.35,,
174.37,3.437,11,438142694,-52900629,3.437,2023-06-05 17:20:05,,23.0,41.60000000000002,2.0,0.0,41.60000000000002,2.14,,
179.86,3.52,11,438142552,-52901345,3.52,2023-06-05 17:20:06,,23.0,41.60000000000002,2.0,0.0,41.60000000000002,2.0,,
184.9,3.809,10,438142934,-52901698,3.809,2023-06-05 17:20:07,,23.0,41.799999999999955,3.0,0.0,41.799999999999955,1.93,,
188.6,4.074,10,438143134,-52902092,4.074,2023-06-05 17:20:08,,23.0,41.799999999999955,3.0,0.0,41.799999999999955,1.91,,
191.96,3.961,10,438143305,-52902488,3.961,2023-06-05 17:20:09,,23.0,41.799999999999955,3.0,0.0,41.799999999999955,1.92,,
195.9,3.796,10,438143489,-52902969,3.796,2023-06-05 17:20:10,,23.0,42.0,3.0,0.0,42.0,1.93,,
199.68,3.748,10,438143709,-52903386,3.748,2023-06-05 17:20:11,,23.0,42.0,3.0,0.0,42.0,1.85,,
203.0,3.577,10,438143895,-52903776,3.577,2023-06-05 17:20:12,,23.0,42.0,3.0,0.0,42.0,1.7,,
206.62,3.596,10,438144006,-52904229,3.596,2023-06-05 17:20:13,,23.0,42.0,3.0,0.0,42.0,1.53,,
210.29,3.631,10,438144135,-52904692,3.631,2023-06-05 17:20:14,,23.0,42.200000000000045,3.0,0.0,42.200000000000045,1.39,,
213.79,3.57,12,438144310,-52905115,3.57,2023-06-05 17:20:15,,23.0,42.200000000000045,3.0,0.0,42.200000000000045,1.3,,
217.5,3.642,12,438144490,-52905564,3.642,2023-06-05 17:20:16,,23.0,42.200000000000045,3.0,0.0,42.200000000000045,1.27,,
221.89,3.738,11,438144673,-52906102,3.738,2023-06-05 17:20:17,,23.0,42.200000000000045,3.0,0.0,42.200000000000045,1.24,,
226.17,4.086,11,438144814,-52906645,4.086,2023-06-05 17:20:18,,23.0,42.39999999999998,3.0,0.0,42.39999999999998,1.19,,
229.8,4.22,11,438144950,-52907092,4.22,2023-06-05 17:20:19,,23.0,42.39999999999998,3.0,0.0,42.39999999999998,1.1,,
234.45,4.24,11,438145127,-52907665,4.24,2023-06-05 17:20:20,,23.0,42.39999999999998,3.0,0.0,42.39999999999998,1.01,,
239.0,4.395,10,438145306,-52908236,4.395,2023-06-05 17:20:21,,23.0,42.39999999999998,3.0,0.0,42.39999999999998,0.94,,
243.22,4.236,12,438145453,-52908770,4.236,2023-06-05 17:20:22,,23.0,42.39999999999998,3.0,0.0,42.39999999999998,0.87,,
247.28,4.087,12,438145479,-52909305,4.087,2023-06-05 17:20:23,,23.0,42.60000000000002,3.0,0.0,42.60000000000002,0.82,,
251.0,3.772,13,438145554,-52909798,3.772,2023-06-05 17:20:24,,23.0,42.60000000000002,3.0,0.0,42.60000000000002,0.83,,
256.41,3.691,13,438145642,-52910510,3.691,2023-06-05 17:20:25,,23.0,42.60000000000002,3.0,0.0,42.60000000000002,0.89,,
261.23,4.265,13,438145772,-52911129,4.265,2023-06-05 17:20:26,,23.0,42.60000000000002,4.0,0.0,42.60000000000002,0.99,,
265.32,4.492,13,438145946,-52911639,4.492,2023-06-05 17:20:27,,23.0,42.799999999999955,4.0,0.0,42.799999999999955,1.08,,
268.97,3.852,12,438146129,-52912071,3.852,2023-06-05 17:20:28,,23.0,42.799999999999955,4.0,0.0,42.799999999999955,1.14,,
272.21,3.69,14,438146274,-52912472,3.69,2023-06-05 17:20:29,,23.0,42.799999999999955,4.0,0.0,42.799999999999955,1.17,,
275.46,3.344,15,438146373,-52912890,3.344,2023-06-05 17:20:30,,23.0,43.0,4.0,0.0,43.0,1.18,,
278.49,3.059,16,438146426,-52913289,3.059,2023-06-05 17:20:31,,23.0,43.0,4.0,0.0,43.0,1.2,,
281.96,3.199,16,438146435,-52913753,3.199,2023-06-05 17:20:32,,23.0,43.0,4.0,0.0,43.0,1.24,,
285.29,3.226,16,438146472,-52914191,3.226,2023-06-05 17:20:33,,23.0,43.200000000000045,4.0,0.0,43.200000000000045,1.29,,
288.48,3.182,16,438146480,-52914617,3.182,2023-06-05 17:20:34,,23.0,43.200000000000045,4.0,0.0,43.200000000000045,1.39,,
291.52,3.071,16,438146518,-52915020,3.071,2023-06-05 17:20:35,,23.0,43.200000000000045,4.0,0.0,43.200000000000045,1.55,,
293.89,3.034,15,438146638,-52915289,3.034,2023-06-05 17:20:36,,23.0,43.39999999999998,4.0,0.0,43.39999999999998,1.74,,
295.37,2.326,14,438146774,-52915410,2.326,2023-06-05 17:20:37,,23.0,43.39999999999998,4.0,0.0,43.39999999999998,1.92,,
295.61,0.904,12,438146836,-52915420,0.904,2023-06-05 17:21:10,,23.0,43.799999999999955,4.0,0.0,43.799999999999955,0.0,,
296.78,1.34,11,438146956,-52915493,1.34,2023-06-05 17:21:11,,23.0,43.799999999999955,4.0,0.0,43.799999999999955,0.0,,
298.42,2.572,12,438147090,-52915412,2.572,2023-06-05 17:21:12,,23.0,43.799999999999955,4.0,0.0,43.799999999999955,0.0,,
300.43,2.869,12,438147303,-52915374,2.869,2023-06-05 17:21:13,,23.0,43.799999999999955,4.0,0.0,43.799999999999955,0.0,,
302.64,2.45,12,438147533,-52915272,2.45,2023-06-05 17:21:14,,23.0,44.0,4.0,0.0,44.0,0.0,,
304.59,1.934,12,438147722,-52915298,1.934,2023-06-05 17:21:15,,23.0,44.200000000000045,5.0,0.0,44.200000000000045,0.87,,
306.42,1.806,11,438147938,-52915308,1.806,2023-06-05 17:21:16,,23.0,44.200000000000045,5.0,0.0,44.200000000000045,2.42,,
308.52,1.797,11,438148131,-52915424,1.797,2023-06-05 17:21:17,,23.0,44.200000000000045,5.0,0.0,44.200000000000045,2.73,,
310.01,1.797,12,438148278,-52915483,1.797,2023-06-05 17:21:18,,23.0,44.200000000000045,5.0,0.0,44.200000000000045,2.82,,
311.67,1.19,12,438148413,-52915621,1.19,2023-06-05 17:21:19,,23.0,44.200000000000045,5.0,0.0,44.200000000000045,2.74,,
312.47,0.971,12,438148475,-52915598,0.971,2023-06-05 17:21:20,,23.0,44.200000000000045,5.0,0.0,44.200000000000045,2.51,,
312.57,0.171,12,438148483,-52915587,0.171,2023-06-05 17:21:21,,23.0,44.200000000000045,5.0,0.0,44.200000000000045,2.23,,
312.57,0.0,11,438148408,-52915816,0.0,2023-06-05 17:21:22,,23.0,44.200000000000045,5.0,0.0,44.200000000000045,1.24,,
314.17,1.214,11,438148467,-52916063,1.214,2023-06-05 17:21:23,,23.0,44.39999999999998,5.0,0.0,44.39999999999998,0.0,,
316.14,1.471,11,438148629,-52916232,1.471,2023-06-05 17:21:24,,23.0,44.39999999999998,5.0,0.0,44.39999999999998,0.0,,
318.46,1.42,11,438148851,-52916343,1.42,2023-06-05 17:21:25,,23.0,44.39999999999998,5.0,0.0,44.39999999999998,0.0,,
320.71,1.309,10,438149077,-52916393,1.309,2023-06-05 17:21:26,,23.0,44.39999999999998,5.0,0.0,44.39999999999998,0.0,,
323.42,2.074,10,438149383,-52916400,2.074,2023-06-05 17:21:27,,23.0,44.60000000000002,5.0,0.0,44.60000000000002,0.0,,
326.53,2.622,10,438149702,-52916353,2.622,2023-06-05 17:21:28,,23.0,44.60000000000002,5.0,0.0,44.60000000000002,0.96,,
329.67,2.824,10,438150051,-52916279,2.824,2023-06-05 17:21:29,,23.0,44.799999999999955,5.0,0.0,44.799999999999955,2.64,,
334.02,2.86,10,438150495,-52916086,2.86,2023-06-05 17:21:30,,23.0,44.799999999999955,6.0,0.0,44.799999999999955,2.86,,
337.97,3.052,10,438150916,-52915963,3.052,2023-06-05 17:21:31,,23.0,45.0,6.0,0.0,45.0,3.4,,
342.44,3.124,9,438151387,-52915818,3.124,2023-06-05 17:21:32,,23.0,45.0,6.0,0.0,45.0,3.94,,
346.97,3.411,9,438151864,-52915706,3.411,2023-06-05 17:21:33,,23.0,45.200000000000045,6.0,0.0,45.200000000000045,3.85,,
350.96,3.671,9,438152234,-52915511,3.671,2023-06-05 17:21:34,,23.0,45.39999999999998,6.0,0.0,45.39999999999998,3.81,,
355.3,3.87,9,438152683,-52915321,3.87,2023-06-05 17:21:35,,23.0,45.60000000000002,6.0,0.0,45.60000000000002,3.74,,
358.89,4.014,9,438153065,-52915205,4.014,2023-06-05 17:21:36,,23.0,45.60000000000002,6.0,0.0,45.60000000000002,3.69,,
362.06,3.846,9,438153390,-52915075,3.846,2023-06-05 17:21:37,,23.0,45.799999999999955,6.0,0.0,45.799999999999955,3.68,,
364.81,3.576,10,438153669,-52914968,3.576,2023-06-05 17:21:38,,23.0,46.0,7.0,0.0,46.0,3.66,,
367.49,3.359,12,438153944,-52914883,3.359,2023-06-05 17:21:39,,23.0,46.200000000000045,7.0,0.0,46.200000000000045,3.69,,
370.88,3.378,14,438154254,-52914691,3.378,2023-06-05 17:21:40,,23.0,46.39999999999998,7.0,0.0,46.39999999999998,3.76,,
374.96,3.408,14,438154686,-52914536,3.408,2023-06-05 17:21:41,,24.0,46.60000000000002,7.0,0.0,46.60000000000002,3.9,,
379.78,3.571,14,438155211,-52914479,3.571,2023-06-05 17:21:42,,24.0,46.799999999999955,7.0,0.0,46.799999999999955,4.1,,
385.23,4.004,14,438155794,-52914458,4.004,2023-06-05 17:21:43,,24.0,47.0,8.0,0.0,47.0,4.33,,
391.16,4.485,13,438156427,-52914272,4.485,2023-06-05 17:21:44,,24.0,47.200000000000045,8.0,0.0,47.200000000000045,4.51,,
395.96,4.866,13,438156880,-52914019,4.866,2023-06-05 17:21:45,,24.0,47.200000000000045,8.0,0.0,47.200000000000045,4.54,,
400.11,4.747,13,438157291,-52913843,4.747,2023-06-05 17:21:46,,24.0,47.39999999999998,8.0,0.0,47.39999999999998,4.38,,
403.39,4.579,14,438157660,-52913803,4.579,2023-06-05 17:21:47,,24.0,47.60000000000002,8.0,0.0,47.60000000000002,4.13,,
406.5,4.257,15,438157984,-52913684,4.257,2023-06-05 17:21:48,,24.0,47.799999999999955,8.0,0.0,47.799999999999955,3.83,,
409.27,3.886,14,438158227,-52913462,3.886,2023-06-05 17:21:49,,24.0,48.0,9.0,0.0,48.0,3.59,,
412.67,3.618,14,438158529,-52913209,3.618,2023-06-05 17:21:50,,24.0,48.200000000000045,9.0,0.0,48.200000000000045,3.48,,
416.94,3.726,15,438158931,-52912996,3.726,2023-06-05 17:21:51,,24.0,48.39999999999998,9.0,0.0,48.39999999999998,3.49,,
420.75,3.888,16,438159332,-52912866,3.888,2023-06-05 17:21:52,,24.0,48.60000000000002,9.0,0.0,48.60000000000002,3.61,,
423.97,3.737,17,438159670,-52912760,3.737,2023-06-05 17:21:53,,24.0,48.799999999999955,9.0,0.0,48.799999999999955,3.84,,
426.59,3.567,17,438159949,-52912644,3.567,2023-06-05 17:21:54,,24.0,49.0,10.0,0.0,49.0,4.07,,
429.14,3.332,17,438160186,-52912543,3.332,2023-06-05 17:21:55,,24.0,49.0,10.0,0.0,49.0,4.21,,
431.61,3.119,17,438160450,-52912461,3.119,2023-06-05 17:21:56,,24.0,49.200000000000045,10.0,0.0,49.200000000000045,4.24,,
433.92,2.915,18,438160687,-52912395,2.915,2023-06-05 17:21:57,,24.0,49.39999999999998,10.0,0.0,49.39999999999998,4.24,,
437.19,2.756,18,438161026,-52912271,2.756,2023-06-05 17:21:58,,24.0,49.60000000000002,10.0,0.0,49.60000000000002,4.22,,
440.78,2.947,18,438161392,-52912101,2.947,2023-06-05 17:21:59,,24.0,49.799999999999955,10.0,0.0,49.799999999999955,4.25,,
443.49,3.062,17,438161660,-52911981,3.062,2023-06-05 17:22:00,,24.0,50.0,11.0,0.0,50.0,4.39,,
447.12,3.145,17,438162033,-52911888,3.145,2023-06-05 17:22:01,,24.0,50.200000000000045,11.0,0.0,50.200000000000045,4.62,,
452.65,3.225,16,438162622,-52911821,3.225,2023-06-05 17:22:02,,24.0,50.200000000000045,11.0,0.0,50.200000000000045,4.86,,
457.89,3.641,16,438163178,-52911664,3.641,2023-06-05 17:22:03,,24.0,50.39999999999998,11.0,0.0,50.39999999999998,5.05,,
463.4,4.105,15,438163766,-52911482,4.105,2023-06-05 17:22:04,,24.0,50.60000000000002,11.0,0.0,50.60000000000002,5.13,,
470.49,4.465,14,438164507,-52911385,4.465,2023-06-05 17:22:05,,24.0,50.799999999999955,11.0,0.0,50.799999999999955,4.99,,
474.79,4.735,14,438164978,-52911258,4.735,2023-06-05 17:22:06,,24.0,50.799999999999955,12.0,0.0,50.799999999999955,4.66,,
478.12,4.525,15,438165312,-52911136,4.525,2023-06-05 17:22:07,,24.0,51.0,12.0,0.0,51.0,4.21,,
480.98,4.278,15,438165596,-52911015,4.278,2023-06-05 17:22:08,,24.0,51.0,12.0,0.0,51.0,3.68,,
483.59,3.9,16,438165865,-52910879,3.9,2023-06-05 17:22:09,,24.0,51.200000000000045,12.0,0.0,51.200000000000045,3.18,,
486.04,3.537,16,438166101,-52910840,3.537,2023-06-05 17:22:10,,24.0,51.200000000000045,12.0,0.0,51.200000000000045,2.73,,
488.76,3.333,16,438166403,-52910869,3.333,2023-06-05 17:22:11,,24.0,51.39999999999998,12.0,0.0,51.39999999999998,2.43,,
492.31,3.195,15,438166724,-52911089,3.195,2023-06-05 17:22:12,,24.0,51.39999999999998,12.0,0.0,51.39999999999998,2.24,,
496.27,3.349,15,438167002,-52911491,3.349,2023-06-05 17:22:13,,24.0,51.39999999999998,12.0,0.0,51.39999999999998,2.07,,
500.16,3.478,14,438167316,-52911835,3.478,2023-06-05 17:22:14,,24.0,51.39999999999998,12.0,0.0,51.39999999999998,1.91,,
503.3,3.562,15,438167659,-52911907,3.562,2023-06-05 17:22:15,,24.0,51.60000000000002,12.0,0.0,51.60000000000002,1.74,,
506.39,3.479,15,438167996,-52911893,3.479,2023-06-05 17:22:16,,24.0,51.60000000000002,12.0,0.0,51.60000000000002,1.59,,
507.87,3.382,15,438168090,-52911988,3.382,2023-06-05 17:22:17,,24.0,51.60000000000002,13.0,0.0,51.60000000000002,1.46,,
509.27,2.972,14,438168173,-52912153,2.972,2023-06-05 17:22:18,,24.0,51.60000000000002,13.0,0.0,51.60000000000002,1.3,,
512.11,2.593,15,438168226,-52912527,2.593,2023-06-05 17:22:19,,24.0,51.60000000000002,13.0,0.0,51.60000000000002,1.13,,
514.8,2.534,15,438168272,-52912881,2.534,2023-06-05 17:22:20,,24.0,51.60000000000002,13.0,0.0,51.60000000000002,0.99,,
517.05,2.461,15,438168318,-52913173,2.461,2023-06-05 17:22:21,,24.0,51.799999999999955,13.0,0.0,51.799999999999955,0.93,,
519.5,2.459,16,438168513,-52913385,2.459,2023-06-05 17:22:22,,24.0,51.799999999999955,13.0,0.0,51.799999999999955,0.96,,
526.23,2.471,16,438169196,-52913604,2.471,2023-06-05 17:22:23,,24.0,51.799999999999955,13.0,0.0,51.799999999999955,1.01,,
532.13,2.894,15,438169816,-52913872,2.894,2023-06-05 17:22:24,,24.0,52.0,13.0,0.0,52.0,1.12,,
535.57,3.284,15,438169919,-52914248,3.284,2023-06-05 17:22:25,,24.0,52.0,13.0,0.0,52.0,1.34,,
538.17,3.188,14,438170031,-52914564,3.188,2023-06-05 17:22:26,,24.0,52.0,13.0,0.0,52.0,1.66,,
540.79,3.046,14,438170093,-52914893,3.046,2023-06-05 17:22:27,,24.0,52.200000000000045,13.0,0.0,52.200000000000045,1.9,,
544.71,2.947,14,438170101,-52915415,2.947,2023-06-05 17:22:28,,24.0,52.200000000000045,13.0,0.0,52.200000000000045,2.02,,
548.48,3.09,13,438170176,-52915906,3.09,2023-06-05 17:22:29,,24.0,52.200000000000045,13.0,0.0,52.200000000000045,2.07,,
551.53,3.234,13,438170264,-52916302,3.234,2023-06-05 17:22:30,,24.0,52.39999999999998,13.0,0.0,52.39999999999998,2.09,,
554.65,3.241,12,438170433,-52916660,3.241,2023-06-05 17:22:31,,24.0,52.39999999999998,13.0,0.0,52.39999999999998,2.07,,
557.83,3.226,12,438170540,-52917050,3.226,2023-06-05 17:22:32,,24.0,52.60000000000002,13.0,0.0,52.60000000000002,2.1,,
560.65,3.124,12,438170630,-52917412,3.124,2023-06-05 17:22:33,,24.0,52.60000000000002,13.0,0.0,52.60000000000002,2.2,,
563.38,3.026,13,438170647,-52917774,3.026,2023-06-05 17:22:34,,24.0,52.799999999999955,14.0,0.0,52.799999999999955,2.36,,
566.08,2.944,13,438170685,-52918132,2.944,2023-06-05 17:22:35,,24.0,53.0,14.0,0.0,53.0,2.59,,
569.06,2.954,13,438170730,-52918525,2.954,2023-06-05 17:22:36,,24.0,53.0,14.0,0.0,53.0,2.87,,
571.44,2.975,14,438170776,-52918837,2.975,2023-06-05 17:22:37,,24.0,53.200000000000045,14.0,0.0,53.200000000000045,3.09,,
573.14,2.69,14,438170859,-52919052,2.69,2023-06-05 17:22:38,,24.0,53.39999999999998,14.0,0.0,53.39999999999998,3.27,,
576.0,2.414,14,438170950,-52919416,2.414,2023-06-05 17:22:39,,24.0,53.39999999999998,14.0,0.0,53.39999999999998,3.47,,
579.58,2.624,15,438171003,-52919883,2.624,2023-06-05 17:22:40,,24.0,53.60000000000002,14.0,0.0,53.60000000000002,3.66,,
583.49,2.942,15,438171239,-52920328,2.942,2023-06-05 17:22:41,,24.0,53.60000000000002,14.0,0.0,53.60000000000002,3.81,,
588.3,3.195,15,438171550,-52920832,3.195,2023-06-05 17:22:42,,24.0,53.799999999999955,15.0,0.0,53.799999999999955,3.92,,
592.76,3.469,14,438171792,-52921348,3.469,2023-06-05 17:22:43,,24.0,54.0,15.0,0.0,54.0,3.96,,
596.17,3.691,14,438171754,-52921781,3.691,2023-06-05 17:22:44,,24.0,54.0,15.0,0.0,54.0,3.9,,
599.53,3.655,14,438171587,-52922168,3.655,2023-06-05 17:22:45,,24.0,54.200000000000045,15.0,0.0,54.200000000000045,3.76,,
602.63,3.485,14,438171633,-52922546,3.485,2023-06-05 17:22:46,,24.0,54.200000000000045,15.0,0.0,54.200000000000045,3.57,,
606.51,3.33,13,438171953,-52922888,3.33,2023-06-05 17:22:47,,24.0,54.39999999999998,15.0,0.0,54.39999999999998,3.37,,
608.98,3.219,13,438172203,-52923028,3.219,2023-06-05 17:22:48,,24.0,54.60000000000002,15.0,0.0,54.60000000000002,3.27,,
611.24,2.971,12,438172392,-52923192,2.971,2023-06-05 17:22:49,,24.0,55.0,15.0,0.0,55.0,3.4,,
614.33,2.782,14,438172612,-52923507,2.782,2023-06-05 17:22:50,,24.0,55.200000000000045,16.0,0.0,55.200000000000045,3.76,,
617.97,2.963,14,438172763,-52923942,2.963,2023-06-05 17:22:51,,24.0,55.39999999999998,16.0,0.0,55.39999999999998,4.27,,
623.17,3.154,15,438173202,-52924349,3.154,2023-06-05 17:22:52,,24.0,55.39999999999998,16.0,0.0,55.39999999999998,4.8,,
627.85,3.461,15,438173400,-52924895,3.461,2023-06-05 17:22:53,,24.0,55.60000000000002,16.0,0.0,55.60000000000002,5.21,,
631.94,3.723,15,438173575,-52925408,3.723,2023-06-05 17:22:54,,24.0,55.60000000000002,16.0,0.0,55.60000000000002,5.4,,
634.75,3.518,15,438173719,-52925737,3.518,2023-06-05 17:22:55,,24.0,55.799999999999955,17.0,0.0,55.799999999999955,5.22,,
637.0,3.203,15,438173816,-52926016,3.203,2023-06-05 17:22:56,,24.0,55.799999999999955,17.0,0.0,55.799999999999955,4.65,,
639.95,2.943,15,438173870,-52926397,2.943,2023-06-05 17:22:57,,24.0,55.799999999999955,17.0,0.0,55.799999999999955,3.83,,
