calories,heart_rate,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,altitude,ascent,descent,enhanced_altitude,grade
141,126,2023-04-06 17:12:25,,2637.57,1.33,11.0,438281929.0,-53125673.0,1.33,18.0,90.39999999999998,84.0,16.0,90.39999999999998,8.88
141,127,2023-04-06 17:12:26,,2639.0,1.314,11.0,438281975.0,-53125854.0,1.314,18.0,90.60000000000002,84.0,16.0,90.60000000000002,9.16
141,127,2023-04-06 17:12:27,,2640.51,1.298,11.0,438282012.0,-53126044.0,1.298,18.0,90.79999999999995,84.0,16.0,90.79999999999995,9.46
141,128,2023-04-06 17:12:28,,2641.72,1.214,10.0,438282021.0,-53126205.0,1.214,18.0,91.0,84.0,16.0,91.0,9.79
142,129,2023-04-06 17:12:29,,2642.8,1.209,10.0,438282058.0,-53126345.0,1.209,18.0,91.0,84.0,16.0,91.0,10.13
142,130,2023-04-06 17:12:30,,2643.96,1.175,10.0,438282058.0,-53126500.0,1.175,18.0,91.20000000000005,85.0,16.0,91.20000000000005,10.46
142,130,2023-04-06 17:12:31,,2645.09,1.176,10.0,438282058.0,-53126647.0,1.176,18.0,91.39999999999998,85.0,16.0,91.39999999999998,10.77
142,130,2023-04-06 17:12:32,,2646.56,1.414,10.0,438282058.0,-53126843.0,1.414,18.0,91.60000000000002,85.0,16.0,91.60000000000002,11.11
142,131,2023-04-06 17:12:33,,2647.93,1.332,10.0,438282065.0,-53127025.0,1.332,18.0,91.79999999999995,85.0,16.0,91.79999999999995,11.46
143,131,2023-04-06 17:12:34,,2649.4,1.147,10.0,438282118.0,-53127203.0,1.147,18.0,92.0,85.0,16.0,92.0,11.73
143,132,2023-04-06 17:12:35,,2650.94,1.147,10.0,438282209.0,-53127388.0,1.147,18.0,92.20000000000005,85.0,16.0,92.20000000000005,11.92
143,132,2023-04-06 17:12:36,,2652.58,1.223,9.0,438282294.0,-53127593.0,1.223,18.0,92.20000000000005,86.0,16.0,92.20000000000005,12.02
143,132,2023-04-06 17:12:37,,2654.13,1.568,9.0,438282338.0,-53127787.0,1.568,18.0,92.39999999999998,86.0,16.0,92.39999999999998,12.04
143,132,2023-04-06 17:12:38,,2655.88,1.713,9.0,438282391.0,-53128005.0,1.713,18.0,92.60000000000002,86.0,16.0,92.60000000000002,12.07
144,132,2023-04-06 17:12:39,,2657.69,1.801,9.0,438282482.0,-53128223.0,1.801,18.0,92.79999999999995,86.0,16.0,92.79999999999995,11.92
144,132,2023-04-06 17:12:40,,2659.63,1.923,9.0,438282566.0,-53128464.0,1.923,18.0,92.79999999999995,86.0,16.0,92.79999999999995,11.48
144,132,2023-04-06 17:12:41,,2661.55,1.919,9.0,438282619.0,-53128702.0,1.919,18.0,93.0,86.0,16.0,93.0,10.68
144,132,2023-04-06 17:12:42,,2663.39,1.862,8.0,438282702.0,-53128938.0,1.862,18.0,93.0,87.0,16.0,93.0,9.54
144,132,2023-04-06 17:12:43,,2665.07,1.714,9.0,438282748.0,-53129157.0,1.714,18.0,93.20000000000005,87.0,16.0,93.20000000000005,8.23
145,132,2023-04-06 17:12:44,,2666.84,1.759,10.0,438282804.0,-53129371.0,1.759,18.0,93.20000000000005,87.0,16.0,93.20000000000005,7.06
145,132,2023-04-06 17:12:45,,2668.75,1.886,10.0,438282886.0,-53129610.0,1.886,18.0,93.39999999999998,87.0,16.0,93.39999999999998,6.19
145,132,2023-04-06 17:12:46,,2670.51,1.779,10.0,438282923.0,-53129843.0,1.779,18.0,93.39999999999998,87.0,16.0,93.39999999999998,5.63
145,132,2023-04-06 17:12:47,,2672.15,1.659,9.0,438282937.0,-53130053.0,1.659,18.0,93.60000000000002,87.0,16.0,93.60000000000002,5.27
145,132,2023-04-06 17:12:48,,2673.9,1.743,9.0,438283006.0,-53130273.0,1.743,18.0,93.60000000000002,87.0,16.0,93.60000000000002,5.09
146,132,2023-04-06 17:12:49,,2675.79,1.874,9.0,438282952.0,-53130520.0,1.874,18.0,93.79999999999995,87.0,16.0,93.79999999999995,5.01
146,133,2023-04-06 17:12:50,,2677.72,1.999,8.0,438282885.0,-53130764.0,1.999,18.0,93.79999999999995,87.0,16.0,93.79999999999995,4.98
146,133,2023-04-06 17:12:51,,2679.13,1.952,8.0,438282937.0,-53130940.0,1.952,18.0,94.0,87.0,16.0,94.0,4.99
146,133,2023-04-06 17:12:52,,2680.69,1.631,8.0,438283028.0,-53131124.0,1.631,18.0,94.0,88.0,16.0,94.0,4.96
147,133,2023-04-06 17:12:53,,2682.27,1.819,8.0,438283114.0,-53131301.0,1.819,18.0,94.20000000000005,88.0,16.0,94.20000000000005,4.86
147,134,2023-04-06 17:12:54,,2682.85,1.698,7.0,438283160.0,-53131357.0,1.698,18.0,94.20000000000005,88.0,16.0,94.20000000000005,4.79
147,133,2023-04-06 17:12:55,,2683.94,1.141,7.0,438283205.0,-53131494.0,1.141,18.0,94.39999999999998,88.0,16.0,94.39999999999998,4.73
147,133,2023-04-06 17:12:56,,2685.4,1.146,7.0,438283241.0,-53131681.0,1.146,18.0,94.39999999999998,88.0,16.0,94.39999999999998,4.73
147,133,2023-04-06 17:12:57,,2685.99,0.964,7.0,438283241.0,-53131748.0,0.964,18.0,94.60000000000002,88.0,16.0,94.60000000000002,4.84
148,128,2023-04-06 17:13:07,,2686.13,1.026,8.0,438283392.0,-53131942.0,1.026,18.0,95.0,88.0,16.0,95.0,0.0
148,127,2023-04-06 17:13:08,,2686.93,1.203,8.0,438283476.0,-53132012.0,1.203,18.0,95.0,88.0,16.0,95.0,0.0
148,127,2023-04-06 17:13:09,,2687.56,1.134,8.0,438283514.0,-53132026.0,1.134,18.0,95.0,88.0,16.0,95.0,0.0
148,127,2023-04-06 17:13:10,,2687.56,0.715,9.0,438283514.0,-53132026.0,0.715,18.0,95.0,88.0,16.0,95.0,0.0
148,127,2023-04-06 17:13:11,,2687.56,0.469,9.0,438283523.0,-53132050.0,0.469,18.0,95.0,88.0,16.0,95.0,0.0
149,126,2023-04-06 17:13:12,,2687.64,0.119,9.0,438283560.0,-53132155.0,0.119,17.0,95.20000000000005,88.0,16.0,95.20000000000005,0.0
149,126,2023-04-06 17:13:13,,2688.33,0.803,9.0,438283567.0,-53132240.0,0.803,17.0,95.20000000000005,88.0,16.0,95.20000000000005,0.0
149,126,2023-04-06 17:13:14,,2690.08,1.164,9.0,438283627.0,-53132465.0,1.164,17.0,95.20000000000005,88.0,16.0,95.20000000000005,0.0
149,125,2023-04-06 17:13:15,,2692.33,1.447,9.0,438283763.0,-53132721.0,1.447,17.0,95.20000000000005,88.0,16.0,95.20000000000005,0.0
149,125,2023-04-06 17:13:16,,2694.81,1.483,8.0,438283902.0,-53132990.0,1.483,17.0,95.39999999999998,88.0,16.0,95.39999999999998,0.0
150,124,2023-04-06 17:13:17,,2697.33,1.484,8.0,438284033.0,-53133284.0,1.484,17.0,95.39999999999998,88.0,16.0,95.39999999999998,0.0
150,123,2023-04-06 17:13:18,,2699.29,0.92,8.0,438284106.0,-53133553.0,0.92,17.0,95.60000000000002,88.0,16.0,95.60000000000002,0.0
150,122,2023-04-06 17:13:19,,2699.29,0.0,8.0,438284106.0,-53133619.0,0.0,17.0,95.60000000000002,88.0,16.0,95.60000000000002,1.05
150,122,2023-04-06 17:13:20,,2699.29,0.0,8.0,438284106.0,-53133619.0,0.0,17.0,95.60000000000002,89.0,16.0,95.60000000000002,2.79
150,120,2023-04-06 17:13:21,,2699.29,0.0,8.0,438284106.0,-53133619.0,0.0,17.0,95.79999999999995,89.0,16.0,95.79999999999995,0.0
150,120,2023-04-06 17:13:22,,2699.29,0.0,8.0,438284106.0,-53133619.0,0.0,18.0,95.79999999999995,89.0,16.0,95.79999999999995,0.0
151,119,2023-04-06 17:13:23,,2699.29,0.0,8.0,438284106.0,-53133622.0,0.0,18.0,95.79999999999995,89.0,16.0,95.79999999999995,0.0
151,117,2023-04-06 17:13:36,,2699.57,1.043,9.0,438284215.0,-53133986.0,1.043,17.0,95.79999999999995,89.0,16.0,95.79999999999995,0.0
151,116,2023-04-06 17:13:37,,2700.99,1.268,9.0,438284304.0,-53134148.0,1.268,17.0,95.79999999999995,89.0,16.0,95.79999999999995,0.0
151,116,2023-04-06 17:13:38,,2702.75,1.38,9.0,438284387.0,-53134351.0,1.38,17.0,95.79999999999995,89.0,16.0,95.79999999999995,0.0
151,116,2023-04-06 17:13:39,,2704.53,1.558,9.0,438284434.0,-53134575.0,1.558,17.0,96.0,89.0,16.0,96.0,0.0
151,115,2023-04-06 17:13:40,,2706.27,1.75,9.0,438284488.0,-53134798.0,1.75,17.0,96.0,89.0,16.0,96.0,0.0
152,115,2023-04-06 17:13:41,,2708.14,1.672,9.0,438284579.0,-53135029.0,1.672,17.0,96.0,89.0,16.0,96.0,0.0
152,115,2023-04-06 17:13:42,,2709.93,1.379,9.0,438284682.0,-53135212.0,1.379,17.0,96.20000000000005,89.0,16.0,96.20000000000005,0.52
152,114,2023-04-06 17:13:43,,2711.87,1.543,10.0,438284873.0,-53135360.0,1.543,17.0,96.20000000000005,90.0,16.0,96.20000000000005,2.13
152,114,2023-04-06 17:13:44,,2714.34,1.721,10.0,438285098.0,-53135549.0,1.721,17.0,96.20000000000005,90.0,16.0,96.20000000000005,2.68
152,113,2023-04-06 17:13:45,,2716.18,1.757,11.0,438285271.0,-53135672.0,1.757,17.0,96.39999999999998,90.0,16.0,96.39999999999998,3.23
152,113,2023-04-06 17:13:46,,2717.81,1.822,11.0,438285396.0,-53135820.0,1.822,17.0,96.39999999999998,90.0,16.0,96.39999999999998,3.52
153,112,2023-04-06 17:13:47,,2719.54,2.002,10.0,438285488.0,-53136015.0,2.002,17.0,96.39999999999998,90.0,16.0,96.39999999999998,3.82
153,112,2023-04-06 17:13:48,,2720.84,2.008,11.0,438285570.0,-53136148.0,2.008,17.0,96.60000000000002,90.0,16.0,96.60000000000002,4.04
153,111,2023-04-06 17:13:49,,2721.28,1.866,11.0,438285600.0,-53136169.0,1.866,17.0,96.60000000000002,90.0,16.0,96.60000000000002,4.21
153,111,2023-04-06 17:13:50,,2722.14,1.214,11.0,438285535.0,-53136230.0,1.214,17.0,96.79999999999995,90.0,16.0,96.79999999999995,4.25
153,111,2023-04-06 17:13:51,,2723.77,1.241,11.0,438285402.0,-53136370.0,1.241,17.0,96.79999999999995,90.0,16.0,96.79999999999995,4.13
153,110,2023-04-06 17:13:52,,2725.54,1.387,11.0,438285267.0,-53136555.0,1.387,17.0,96.79999999999995,90.0,16.0,96.79999999999995,3.93
154,110,2023-04-06 17:13:53,,2727.66,1.528,11.0,438285129.0,-53136779.0,1.528,17.0,96.79999999999995,90.0,16.0,96.79999999999995,3.71
154,110,2023-04-06 17:13:54,,2729.54,1.755,11.0,438285025.0,-53136996.0,1.755,17.0,96.79999999999995,90.0,16.0,96.79999999999995,3.45
154,110,2023-04-06 17:13:55,,2730.16,1.493,11.0,438285062.0,-53137078.0,1.493,17.0,96.79999999999995,90.0,16.0,96.79999999999995,3.11
154,110,2023-04-06 17:13:56,,2730.16,0.0,11.0,438285062.0,-53137078.0,0.0,17.0,97.0,90.0,16.0,97.0,2.67
154,110,2023-04-06 17:13:57,,2730.16,0.0,10.0,438285062.0,-53137078.0,0.0,17.0,97.0,90.0,16.0,97.0,1.76
154,110,2023-04-06 17:13:58,,2730.16,0.0,10.0,438285062.0,-53137078.0,0.0,17.0,97.0,90.0,16.0,97.0,0.0
154,111,2023-04-06 17:13:59,,2730.16,0.0,10.0,438285062.0,-53137078.0,0.0,17.0,97.0,90.0,16.0,97.0,0.0
155,110,2023-04-06 17:14:00,,2730.16,0.0,10.0,438285062.0,-53137078.0,0.0,17.0,97.0,90.0,16.0,97.0,0.0
155,112,2023-04-06 17:14:11,,2730.48,1.153,11.0,438284862.0,-53137452.0,1.153,17.0,96.79999999999995,90.0,16.0,96.79999999999995,0.0
155,113,2023-04-06 17:14:12,,2732.17,1.481,11.0,438284781.0,-53137659.0,1.481,17.0,96.79999999999995,90.0,16.0,96.79999999999995,0.0
155,113,2023-04-06 17:14:13,,2734.23,1.448,10.0,438284734.0,-53137932.0,1.448,17.0,96.79999999999995,90.0,16.0,96.79999999999995,0.0
155,113,2023-04-06 17:14:14,,2736.51,1.314,10.0,438284689.0,-53138230.0,1.314,17.0,96.79999999999995,90.0,16.0,96.79999999999995,0.0
155,112,2023-04-06 17:14:15,,2738.93,1.354,10.0,438284644.0,-53138549.0,1.354,17.0,97.0,90.0,16.0,97.0,0.0
156,112,2023-04-06 17:14:16,,2741.56,1.556,9.0,438284598.0,-53138888.0,1.556,17.0,97.0,90.0,16.0,97.0,0.0
156,112,2023-04-06 17:14:17,,2743.3,1.513,9.0,438284545.0,-53139113.0,1.513,17.0,97.0,90.0,16.0,97.0,0.37
156,113,2023-04-06 17:14:18,,2745.51,1.325,9.0,438284470.0,-53139400.0,1.325,17.0,97.0,91.0,16.0,97.0,1.74
156,112,2023-04-06 17:14:19,,2747.7,1.381,9.0,438284478.0,-53139693.0,1.381,17.0,97.20000000000005,91.0,16.0,97.20000000000005,2.23
156,112,2023-04-06 17:14:20,,2748.09,1.152,9.0,438284516.0,-53139740.0,1.152,17.0,97.20000000000005,91.0,16.0,97.20000000000005,2.63
156,111,2023-04-06 17:14:21,,2748.09,0.0,9.0,438284516.0,-53139740.0,0.0,17.0,97.20000000000005,91.0,16.0,97.20000000000005,3.02
156,111,2023-04-06 17:14:22,,2748.09,0.0,9.0,438284516.0,-53139740.0,0.0,17.0,97.20000000000005,91.0,16.0,97.20000000000005,2.55
157,111,2023-04-06 17:14:23,,2748.09,0.0,9.0,438284516.0,-53139740.0,0.0,17.0,97.39999999999998,91.0,16.0,97.39999999999998,0.0
157,111,2023-04-06 17:14:24,,2748.09,0.0,9.0,438284516.0,-53139740.0,0.0,17.0,97.39999999999998,91.0,16.0,97.39999999999998,0.0
157,111,2023-04-06 17:14:25,,2748.09,0.0,9.0,438284516.0,-53139754.0,0.0,17.0,97.39999999999998,91.0,16.0,97.39999999999998,0.0
157,112,2023-04-06 17:14:29,,2748.35,1.107,10.0,438284410.0,-53140392.0,1.107,17.0,97.39999999999998,91.0,16.0,97.39999999999998,0.0
157,112,2023-04-06 17:14:30,,2749.89,1.212,10.0,438284328.0,-53140579.0,1.212,17.0,97.39999999999998,91.0,16.0,97.39999999999998,0.0
157,112,2023-04-06 17:14:31,,2751.63,1.16,10.0,438284280.0,-53140791.0,1.16,17.0,97.39999999999998,91.0,16.0,97.39999999999998,0.0
158,112,2023-04-06 17:14:32,,2753.35,1.505,10.0,438284250.0,-53141022.0,1.505,17.0,97.60000000000002,91.0,16.0,97.60000000000002,0.0
158,113,2023-04-06 17:14:33,,2755.44,1.382,10.0,438284310.0,-53141291.0,1.382,17.0,97.60000000000002,91.0,16.0,97.60000000000002,0.0
158,114,2023-04-06 17:14:34,,2757.59,1.486,10.0,438284455.0,-53141522.0,1.486,17.0,97.60000000000002,91.0,16.0,97.60000000000002,0.57
158,115,2023-04-06 17:14:35,,2759.83,1.251,10.0,438284637.0,-53141699.0,1.251,17.0,97.79999999999995,91.0,16.0,97.79999999999995,2.83
158,115,2023-04-06 17:14:36,,2761.82,1.358,11.0,438284812.0,-53141879.0,1.358,17.0,97.79999999999995,91.0,16.0,97.79999999999995,3.04
158,116,2023-04-06 17:14:37,,2763.77,1.406,11.0,438284955.0,-53142049.0,1.406,17.0,97.79999999999995,91.0,16.0,97.79999999999995,3.27
158,116,2023-04-06 17:14:38,,2766.12,1.626,11.0,438285134.0,-53142291.0,1.626,17.0,97.79999999999995,91.0,16.0,97.79999999999995,3.54
159,116,2023-04-06 17:14:39,,2768.21,2.007,11.0,438285267.0,-53142513.0,2.007,17.0,97.79999999999995,91.0,16.0,97.79999999999995,3.11
159,116,2023-04-06 17:14:40,,2770.69,2.068,11.0,438285395.0,-53142799.0,2.068,17.0,97.79999999999995,91.0,16.0,97.79999999999995,2.08
159,115,2023-04-06 17:14:41,,2773.28,2.239,11.0,438285487.0,-53143119.0,2.239,17.0,97.79999999999995,91.0,16.0,97.79999999999995,0.0
159,115,2023-04-06 17:14:42,,2775.21,2.344,11.0,438285586.0,-53143343.0,2.344,17.0,97.79999999999995,91.0,16.0,97.79999999999995,0.0
159,115,2023-04-06 17:14:43,,2777.5,2.326,10.0,438285724.0,-53143596.0,2.326,17.0,97.79999999999995,91.0,16.0,97.79999999999995,0.0
159,116,2023-04-06 17:14:44,,2779.83,2.336,10.0,438285835.0,-53143876.0,2.336,17.0,97.79999999999995,91.0,16.0,97.79999999999995,0.0
160,116,2023-04-06 17:14:45,,2781.72,2.301,10.0,438285835.0,-53144120.0,2.301,17.0,98.0,91.0,16.0,98.0,0.12
160,117,2023-04-06 17:14:46,67.0,2783.58,2.204,10.0,438285844.0,-53144360.0,2.204,17.0,98.0,92.0,16.0,98.0,0.7
160,117,2023-04-06 17:14:47,,2785.4,1.938,10.0,438285896.0,-53144595.0,1.938,17.0,98.20000000000005,92.0,16.0,98.20000000000005,1.16
160,118,2023-04-06 17:14:48,,2787.56,2.105,10.0,438286001.0,-53144841.0,2.105,17.0,98.20000000000005,92.0,16.0,98.20000000000005,1.75
160,118,2023-04-06 17:14:49,,2789.78,2.179,9.0,438286184.0,-53145041.0,2.179,17.0,98.39999999999998,92.0,16.0,98.39999999999998,2.39
160,118,2023-04-06 17:14:50,,2791.81,2.06,10.0,438286358.0,-53145233.0,2.06,17.0,98.60000000000002,92.0,16.0,98.60000000000002,3.07
161,118,2023-04-06 17:14:51,,2793.63,1.842,10.0,438286502.0,-53145393.0,1.842,17.0,98.79999999999995,92.0,16.0,98.79999999999995,3.79
161,118,2023-04-06 17:14:52,,2795.79,2.094,10.0,438286687.0,-53145555.0,2.094,17.0,98.79999999999995,92.0,16.0,98.79999999999995,4.49
161,118,2023-04-06 17:14:53,,2797.93,2.257,9.0,438286872.0,-53145716.0,2.257,17.0,99.0,92.0,16.0,99.0,5.06
161,119,2023-04-06 17:14:54,,2800.06,2.085,9.0,438287068.0,-53145859.0,2.085,17.0,99.0,92.0,16.0,99.0,5.39
161,118,2023-04-06 17:14:55,,2802.7,2.128,9.0,438287340.0,-53145931.0,2.128,17.0,99.20000000000005,93.0,16.0,99.20000000000005,5.44
162,118,2023-04-06 17:14:56,,2805.22,2.452,9.0,438287607.0,-53145974.0,2.452,17.0,99.20000000000005,93.0,16.0,99.20000000000005,5.2
162,118,2023-04-06 17:14:57,,2807.68,2.463,9.0,438287882.0,-53146029.0,2.463,17.0,99.20000000000005,93.0,16.0,99.20000000000005,4.72
162,119,2023-04-06 17:14:58,,2810.1,2.422,9.0,438288153.0,-53146044.0,2.422,17.0,99.20000000000005,93.0,16.0,99.20000000000005,4.13
162,119,2023-04-06 17:14:59,,2812.76,2.643,9.0,438288435.0,-53146047.0,2.643,17.0,99.20000000000005,93.0,16.0,99.20000000000005,3.44
162,119,2023-04-06 17:15:00,,2815.73,2.938,8.0,438288753.0,-53146057.0,2.938,17.0,99.20000000000005,93.0,16.0,99.20000000000005,2.68
162,119,2023-04-06 17:15:01,,2818.74,2.957,8.0,438289072.0,-53145988.0,2.957,17.0,99.20000000000005,93.0,16.0,99.20000000000005,1.99
163,119,2023-04-06 17:15:02,,2821.75,3.016,8.0,438289382.0,-53145891.0,3.016,17.0,99.39999999999998,93.0,16.0,99.39999999999998,1.47
163,120,2023-04-06 17:15:03,,2824.59,2.886,8.0,438289657.0,-53145789.0,2.886,17.0,99.39999999999998,93.0,16.0,99.39999999999998,1.18
163,120,2023-04-06 17:15:04,,2827.25,2.718,8.0,438289936.0,-53145687.0,2.718,17.0,99.39999999999998,93.0,16.0,99.39999999999998,1.06
163,120,2023-04-06 17:15:05,,2829.79,2.583,8.0,438290203.0,-53145590.0,2.583,17.0,99.60000000000002,93.0,16.0,99.60000000000002,1.19
163,121,2023-04-06 17:15:06,,2831.87,2.58,8.0,438290427.0,-53145516.0,2.58,17.0,99.79999999999995,93.0,16.0,99.79999999999995,1.5
163,121,2023-04-06 17:15:07,,2833.92,2.499,7.0,438290648.0,-53145462.0,2.499,17.0,99.79999999999995,93.0,16.0,99.79999999999995,1.92
164,121,2023-04-06 17:15:08,,2835.69,2.157,7.0,438290829.0,-53145422.0,2.157,17.0,100.0,93.0,16.0,100.0,2.46
164,122,2023-04-06 17:15:09,,2837.45,1.89,7.0,438291009.0,-53145396.0,1.89,17.0,100.20000000000005,93.0,16.0,100.20000000000005,3.06
164,122,2023-04-06 17:15:10,,2839.14,1.985,7.0,438291192.0,-53145436.0,1.985,17.0,100.39999999999998,94.0,16.0,100.39999999999998,3.64
164,123,2023-04-06 17:15:11,,2840.83,2.032,7.0,438291374.0,-53145469.0,2.032,17.0,100.60000000000002,94.0,16.0,100.60000000000002,4.26
164,124,2023-04-06 17:15:12,,2842.5,1.866,7.0,438291556.0,-53145472.0,1.866,17.0,100.79999999999995,94.0,16.0,100.79999999999995,5.0
165,124,2023-04-06 17:15:13,,2844.14,1.795,7.0,438291729.0,-53145497.0,1.795,17.0,101.0,94.0,16.0,101.0,5.93
165,130,2023-04-06 17:15:14,,2845.65,1.779,7.0,438291866.0,-53145558.0,1.779,17.0,101.20000000000005,94.0,16.0,101.20000000000005,7.02
165,130,2023-04-06 17:15:15,,2847.02,1.74,7.0,438292002.0,-53145616.0,1.74,17.0,101.60000000000002,95.0,16.0,101.60000000000002,8.35
165,131,2023-04-06 17:15:16,,2848.38,1.723,7.0,438292140.0,-53145671.0,1.723,17.0,102.0,95.0,16.0,102.0,9.87
165,133,2023-04-06 17:15:17,,2849.78,1.677,7.0,438292301.0,-53145691.0,1.677,17.0,102.20000000000005,95.0,16.0,102.20000000000005,11.42
166,134,2023-04-06 17:15:18,,2851.18,1.618,7.0,438292458.0,-53145704.0,1.618,17.0,102.60000000000002,95.0,16.0,102.60000000000002,12.97
166,137,2023-04-06 17:15:19,,2852.54,1.512,6.0,438292597.0,-53145685.0,1.512,17.0,102.79999999999995,96.0,16.0,102.79999999999995,14.37
166,138,2023-04-06 17:15:20,,2853.98,1.481,6.0,438292730.0,-53145672.0,1.481,17.0,103.0,96.0,16.0,103.0,15.38
166,139,2023-04-06 17:15:21,,2855.52,1.499,6.0,438292877.0,-53145581.0,1.499,17.0,103.20000000000005,96.0,16.0,103.20000000000005,15.75
166,141,2023-04-06 17:15:22,,2857.58,1.707,6.0,438293070.0,-53145437.0,1.707,17.0,103.20000000000005,97.0,16.0,103.20000000000005,15.25
167,142,2023-04-06 17:15:23,,2860.58,2.568,6.0,438293359.0,-53145232.0,2.568,17.0,103.0,97.0,16.0,103.0,13.5
167,143,2023-04-06 17:15:24,,2863.87,3.51,6.0,438293677.0,-53145045.0,3.51,17.0,102.60000000000002,97.0,16.0,102.60000000000002,10.13
167,143,2023-04-06 17:15:25,,2867.7,3.683,6.0,438294054.0,-53144879.0,3.683,17.0,102.20000000000005,97.0,16.0,102.20000000000005,5.34
167,143,2023-04-06 17:15:26,,2871.75,4.056,6.0,438294460.0,-53144690.0,4.056,17.0,101.79999999999995,97.0,17.0,101.79999999999995,0.23
168,142,2023-04-06 17:15:27,,2875.6,4.007,6.0,438294850.0,-53144455.0,4.007,17.0,101.60000000000002,97.0,17.0,101.60000000000002,-3.69
168,141,2023-04-06 17:15:28,,2879.02,3.715,6.0,438295146.0,-53144204.0,3.715,17.0,101.39999999999998,97.0,17.0,101.39999999999998,-5.85
168,141,2023-04-06 17:15:29,,2882.32,3.321,6.0,438295438.0,-53143976.0,3.321,17.0,101.39999999999998,97.0,18.0,101.39999999999998,-6.53
168,141,2023-04-06 17:15:30,,2884.86,2.547,6.0,438295694.0,-53143874.0,2.547,17.0,101.39999999999998,97.0,18.0,101.39999999999998,-6.32
169,140,2023-04-06 17:15:31,,2886.67,2.5,6.0,438295893.0,-53143859.0,2.5,17.0,101.39999999999998,97.0,18.0,101.39999999999998,-5.63
169,140,2023-04-06 17:15:32,,2889.05,2.5,6.0,438296163.0,-53143862.0,2.5,17.0,101.39999999999998,97.0,18.0,101.39999999999998,-4.69
169,139,2023-04-06 17:15:33,,2891.43,2.532,6.0,438296425.0,-53143885.0,2.532,17.0,101.39999999999998,97.0,18.0,101.39999999999998,-3.58
169,139,2023-04-06 17:15:34,,2893.94,2.702,6.0,438296666.0,-53143954.0,2.702,17.0,101.60000000000002,97.0,18.0,101.60000000000002,-2.37
169,139,2023-04-06 17:15:35,,2896.43,2.556,6.0,438296932.0,-53144059.0,2.556,17.0,101.60000000000002,97.0,18.0,101.60000000000002,-1.12
170,139,2023-04-06 17:15:36,,2898.74,2.546,6.0,438297160.0,-53144207.0,2.546,17.0,101.60000000000002,97.0,18.0,101.60000000000002,-0.06
170,138,2023-04-06 17:15:37,,2901.23,2.5,6.0,438297385.0,-53144389.0,2.5,17.0,101.60000000000002,97.0,18.0,101.60000000000002,0.59
170,137,2023-04-06 17:15:38,,2904.16,2.5,6.0,438297623.0,-53144612.0,2.5,17.0,101.39999999999998,97.0,18.0,101.39999999999998,0.68
170,138,2023-04-06 17:15:39,,2907.13,2.5,6.0,438297902.0,-53144827.0,2.5,17.0,101.39999999999998,97.0,18.0,101.39999999999998,0.0
171,137,2023-04-06 17:15:40,,2910.49,2.509,6.0,438298223.0,-53145039.0,2.509,17.0,101.39999999999998,97.0,18.0,101.39999999999998,0.0
171,137,2023-04-06 17:15:41,,2913.5,2.556,7.0,438298532.0,-53145210.0,2.556,17.0,101.60000000000002,97.0,18.0,101.60000000000002,0.0
171,136,2023-04-06 17:15:42,,2916.17,2.602,7.0,438298798.0,-53145319.0,2.602,17.0,101.60000000000002,97.0,18.0,101.60000000000002,0.0
171,136,2023-04-06 17:15:43,,2918.42,2.815,7.0,438299029.0,-53145373.0,2.815,17.0,101.79999999999995,97.0,18.0,101.79999999999995,0.07
171,136,2023-04-06 17:15:44,,2920.8,2.678,7.0,438299290.0,-53145410.0,2.678,17.0,101.79999999999995,97.0,18.0,101.79999999999995,0.6
172,135,2023-04-06 17:15:45,,2922.88,2.492,6.0,438299486.0,-53145442.0,2.492,17.0,102.0,97.0,18.0,102.0,1.25
172,135,2023-04-06 17:15:46,,2925.12,2.492,6.0,438299747.0,-53145525.0,2.492,17.0,102.0,97.0,18.0,102.0,1.95
172,135,2023-04-06 17:15:47,,2927.03,2.52,6.0,438299929.0,-53145632.0,2.52,17.0,102.0,97.0,18.0,102.0,2.51
172,135,2023-04-06 17:15:48,,2929.38,2.629,6.0,438300112.0,-53145798.0,2.629,17.0,102.0,98.0,18.0,102.0,2.75
172,134,2023-04-06 17:15:49,,2931.83,2.442,6.0,438300318.0,-53146010.0,2.442,17.0,102.0,98.0,18.0,102.0,2.58
173,135,2023-04-06 17:15:50,,2934.29,2.286,6.0,438300513.0,-53146236.0,2.286,17.0,101.79999999999995,98.0,18.0,101.79999999999995,2.09
173,134,2023-04-06 17:15:51,,2936.77,2.283,6.0,438300649.0,-53146528.0,2.283,17.0,101.79999999999995,98.0,18.0,101.79999999999995,1.28
173,134,2023-04-06 17:15:52,,2939.19,2.269,6.0,438300785.0,-53146799.0,2.269,17.0,101.79999999999995,98.0,18.0,101.79999999999995,0.39
173,134,2023-04-06 17:15:53,,2941.54,2.263,6.0,438300930.0,-53147040.0,2.263,17.0,101.79999999999995,98.0,18.0,101.79999999999995,-0.43
174,134,2023-04-06 17:15:54,,2943.81,2.231,6.0,438301103.0,-53147272.0,2.231,17.0,101.79999999999995,98.0,18.0,101.79999999999995,-1.0
174,134,2023-04-06 17:15:55,,2945.88,2.231,6.0,438301239.0,-53147476.0,2.231,17.0,102.0,98.0,18.0,102.0,-1.19
