cadence,calories,timestamp,heart_rate,power,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,temperature,left_right_balance
0,0,2024-03-11 15:08:29,,,,,,,,,,,,,,,,
0,0,2024-03-11 15:08:30,95.0,0.0,,,,,,,,,,,,,,
0,0,2024-03-11 15:08:31,93.0,0.0,33.0,0.0,70.0,0.0,0.0,33.0,0.0,7.0,0.0,438144478.0,-52869655.0,0.0,,
0,0,2024-03-11 15:08:32,90.0,0.0,33.0,0.0,,0.0,0.31,33.0,0.296,7.0,0.0,438144501.0,-52869595.0,0.296,,
0,0,2024-03-11 15:08:33,88.0,0.0,32.799999999999955,0.0,,0.0,0.62,32.799999999999955,0.592,8.0,0.0,438144523.0,-52869535.0,0.592,,
0,0,2024-03-11 15:08:34,87.0,0.0,33.0,0.0,,0.0,4.4,33.0,0.735,9.0,0.0,438144159.0,-52869368.0,0.735,18.0,
0,0,2024-03-11 15:08:35,86.0,0.0,33.0,0.0,,0.0,4.4,33.0,0.0,11.0,0.0,438144138.0,-52869427.0,0.0,18.0,
0,0,2024-03-11 15:08:36,87.0,0.0,33.0,0.0,,0.0,4.4,33.0,0.0,10.0,0.0,438144025.0,-52869537.0,0.0,18.0,
0,0,2024-03-11 15:08:37,87.0,0.0,33.0,0.0,,0.0,4.98,33.0,0.172,10.0,0.0,438143826.0,-52869610.0,0.172,18.0,
0,0,2024-03-11 15:08:38,88.0,0.0,33.0,0.0,,0.0,7.69,33.0,0.788,10.0,0.0,438143543.0,-52869669.0,0.788,18.0,
91,0,2024-03-11 15:08:39,92.0,57.0,33.0,0.0,,0.0,10.6,33.0,1.217,9.0,0.0,438143223.0,-52869712.0,1.217,18.0,174.0
78,0,2024-03-11 15:08:40,94.0,241.0,33.0,0.0,,0.0,13.25,33.0,2.73,9.0,0.0,438142913.0,-52869682.0,2.73,18.0,174.0
89,0,2024-03-11 15:08:41,95.0,189.0,33.0,0.0,,0.0,16.05,33.0,3.238,8.0,0.0,438142635.0,-52869608.0,3.238,18.0,179.0
91,0,2024-03-11 15:08:42,97.0,148.0,32.799999999999955,0.0,,0.0,19.07,32.799999999999955,3.206,8.0,0.0,438142316.0,-52869475.0,3.206,18.0,186.0
0,0,2024-03-11 15:08:43,97.0,0.0,32.60000000000002,0.0,,0.0,22.31,32.60000000000002,3.252,8.0,0.0,438141997.0,-52869433.0,3.252,18.0,186.0
0,0,2024-03-11 15:08:44,99.0,0.0,32.60000000000002,0.0,,0.0,25.47,32.60000000000002,3.258,9.0,0.0,438141688.0,-52869605.0,3.258,18.0,186.0
0,0,2024-03-11 15:08:45,101.0,0.0,32.60000000000002,0.0,,0.0,28.5,32.60000000000002,3.244,9.0,0.0,438141414.0,-52869818.0,3.244,18.0,186.0
0,0,2024-03-11 15:08:46,100.0,0.0,32.39999999999998,0.0,,0.0,31.73,32.39999999999998,3.206,9.0,0.0,438141124.0,-52870074.0,3.206,18.0,186.0
0,0,2024-03-11 15:08:47,101.0,0.0,32.39999999999998,0.0,,1.0,36.59,32.39999999999998,3.252,9.0,-2.02,438140765.0,-52870546.0,3.252,18.0,186.0
0,0,2024-03-11 15:08:48,100.0,0.0,32.39999999999998,0.0,,1.0,40.9,32.39999999999998,3.258,9.0,-2.25,438140448.0,-52870946.0,3.258,18.0,186.0
0,0,2024-03-11 15:08:49,109.0,0.0,32.200000000000045,0.0,,1.0,44.58,32.200000000000045,3.173,10.0,-2.31,438140150.0,-52871274.0,3.173,18.0,187.0
0,0,2024-03-11 15:08:50,115.0,0.0,32.200000000000045,0.0,,1.0,46.96,32.200000000000045,2.973,9.0,-2.24,438139952.0,-52871482.0,2.973,18.0,187.0
0,0,2024-03-11 15:08:51,111.0,0.0,32.0,0.0,,1.0,48.76,32.0,3.259,9.0,-2.21,438139830.0,-52871664.0,3.259,18.0,187.0
0,0,2024-03-11 15:08:52,107.0,0.0,31.799999999999955,0.0,,1.0,51.36,31.799999999999955,2.934,9.0,-2.27,438139633.0,-52871912.0,2.934,18.0,187.0
0,0,2024-03-11 15:08:53,105.0,0.0,31.600000000000023,0.0,,1.0,53.4,31.600000000000023,2.69,9.0,-2.56,438139523.0,-52872149.0,2.69,18.0,187.0
82,0,2024-03-11 15:08:54,106.0,154.0,31.600000000000023,0.0,,2.0,56.42,31.600000000000023,2.657,9.0,-3.05,438139309.0,-52872460.0,2.657,18.0,187.0
81,1,2024-03-11 15:08:55,108.0,231.0,31.799999999999955,0.0,,2.0,60.72,31.799999999999955,3.0,9.0,-3.17,438138969.0,-52872832.0,3.0,18.0,166.0
90,1,2024-03-11 15:08:56,107.0,294.0,31.799999999999955,0.0,,2.0,65.55,31.799999999999955,3.685,9.0,-2.82,438138561.0,-52873247.0,3.685,18.0,170.0
86,1,2024-03-11 15:08:57,104.0,299.0,32.0,0.0,,2.0,70.32,32.0,4.25,8.0,-2.51,438138162.0,-52873654.0,4.25,18.0,183.0
82,1,2024-03-11 15:08:58,104.0,236.0,31.799999999999955,0.0,,2.0,75.19,31.799999999999955,4.417,8.0,-1.59,438137777.0,-52874052.0,4.417,18.0,175.0
86,2,2024-03-11 15:08:59,106.0,237.0,31.799999999999955,0.0,,2.0,81.2,31.799999999999955,4.479,8.0,-0.08,438137288.0,-52874581.0,4.479,18.0,174.0
91,2,2024-03-11 15:09:00,109.0,221.0,31.799999999999955,0.0,,2.0,87.52,31.799999999999955,4.757,8.0,0.0,438136711.0,-52875065.0,4.757,18.0,174.0
92,2,2024-03-11 15:09:01,110.0,166.0,31.600000000000023,0.0,,2.0,93.99,31.600000000000023,5.074,8.0,0.0,438136141.0,-52875528.0,5.074,18.0,163.0
82,2,2024-03-11 15:09:02,111.0,142.0,31.600000000000023,0.0,,2.0,101.19,31.600000000000023,5.362,8.0,0.0,438135465.0,-52876023.0,5.362,18.0,182.0
88,2,2024-03-11 15:09:03,111.0,223.0,31.399999999999977,0.0,,2.0,108.91,31.399999999999977,5.565,8.0,0.0,438134766.0,-52876539.0,5.565,18.0,167.0
93,3,2024-03-11 15:09:04,112.0,236.0,31.0,0.0,,2.0,115.93,31.0,5.926,9.0,-0.95,438134093.0,-52877000.0,5.926,18.0,161.0
86,3,2024-03-11 15:09:05,113.0,197.0,31.0,0.0,,2.0,123.06,31.0,6.262,11.0,-1.62,438133445.0,-52877483.0,6.262,18.0,175.0
81,3,2024-03-11 15:09:06,115.0,161.0,31.0,0.0,,3.0,130.72,31.0,6.673,12.0,-1.92,438132732.0,-52878000.0,6.673,18.0,170.0
86,3,2024-03-11 15:09:07,115.0,176.0,30.600000000000023,0.0,,3.0,139.86,30.600000000000023,7.327,11.0,-2.1,438131873.0,-52878574.0,7.327,18.0,174.0
55,3,2024-03-11 15:09:08,114.0,103.0,30.399999999999977,0.0,,3.0,149.6,30.399999999999977,8.194,11.0,-2.2,438130893.0,-52879054.0,8.194,18.0,199.0
89,3,2024-03-11 15:09:09,112.0,50.0,30.0,0.0,,3.0,158.56,30.0,8.001,10.0,-2.35,438129961.0,-52879264.0,8.001,18.0,168.0
92,3,2024-03-11 15:09:10,111.0,137.0,29.799999999999955,0.0,,3.0,168.17,29.799999999999955,7.245,10.0,-2.52,438128959.0,-52879672.0,7.245,18.0,159.0
85,4,2024-03-11 15:09:11,113.0,142.0,29.600000000000023,0.0,,3.0,178.05,29.600000000000023,6.917,9.0,-2.6,438127970.0,-52880175.0,6.917,18.0,166.0
85,4,2024-03-11 15:09:12,112.0,142.0,29.399999999999977,0.0,,4.0,187.9,29.399999999999977,6.952,9.0,-2.65,438127006.0,-52880700.0,6.952,18.0,161.0
85,4,2024-03-11 15:09:13,107.0,172.0,29.200000000000045,0.0,,4.0,197.69,29.200000000000045,7.248,9.0,-2.72,438126033.0,-52881103.0,7.248,18.0,170.0
87,4,2024-03-11 15:09:14,106.0,125.0,28.799999999999955,0.0,,4.0,206.04,28.799999999999955,7.753,8.0,-2.82,438125135.0,-52881262.0,7.753,18.0,169.0
0,4,2024-03-11 15:09:15,105.0,0.0,28.399999999999977,0.0,,4.0,214.69,28.399999999999977,7.453,9.0,-2.99,438124211.0,-52881376.0,7.453,18.0,169.0
0,4,2024-03-11 15:09:16,104.0,0.0,28.200000000000045,0.0,,5.0,221.25,28.200000000000045,7.5,9.0,-3.14,438123514.0,-52881318.0,7.5,18.0,168.0
0,4,2024-03-11 15:09:17,106.0,0.0,28.0,0.0,,5.0,229.27,28.0,7.613,9.0,-3.23,438122632.0,-52881208.0,7.613,18.0,167.0
0,4,2024-03-11 15:09:18,105.0,0.0,27.799999999999955,0.0,,5.0,237.08,27.799999999999955,7.449,9.0,-3.27,438121812.0,-52881116.0,7.449,18.0,167.0
0,4,2024-03-11 15:09:19,107.0,0.0,27.600000000000023,0.0,,6.0,245.07,27.600000000000023,7.44,9.0,-3.24,438120972.0,-52880959.0,7.44,18.0,166.0
0,4,2024-03-11 15:09:20,106.0,0.0,27.399999999999977,0.0,,6.0,253.82,27.399999999999977,7.449,9.0,-3.16,438120032.0,-52880719.0,7.449,18.0,165.0
0,4,2024-03-11 15:09:21,104.0,0.0,27.200000000000045,0.0,,6.0,261.64,27.200000000000045,7.22,9.0,-3.06,438119207.0,-52880532.0,7.22,18.0,164.0
0,4,2024-03-11 15:09:22,104.0,0.0,27.0,0.0,,6.0,268.72,27.0,6.444,9.0,-2.93,438118473.0,-52880554.0,6.444,18.0,164.0
0,4,2024-03-11 15:09:23,102.0,0.0,26.799999999999955,0.0,,6.0,277.17,26.799999999999955,6.52,8.0,-2.8,438117571.0,-52880665.0,6.52,18.0,163.0
87,4,2024-03-11 15:09:24,99.0,47.0,26.600000000000023,0.0,,7.0,285.4,26.600000000000023,6.83,8.0,-2.62,438116703.0,-52880883.0,6.83,18.0,162.0
88,4,2024-03-11 15:09:25,100.0,115.0,26.399999999999977,0.0,,7.0,294.33,26.399999999999977,6.981,8.0,-2.51,438115826.0,-52881398.0,6.981,18.0,166.0
90,4,2024-03-11 15:09:26,106.0,165.0,26.200000000000045,0.0,,7.0,303.58,26.200000000000045,7.086,8.0,-2.48,438114922.0,-52881939.0,7.086,18.0,164.0
90,5,2024-03-11 15:09:27,109.0,176.0,26.0,0.0,,7.0,311.82,26.0,7.436,8.0,-2.54,438114092.0,-52882275.0,7.436,18.0,164.0
82,5,2024-03-11 15:09:28,111.0,157.0,25.799999999999955,0.0,,7.0,318.62,25.799999999999955,7.436,8.0,-2.57,438113373.0,-52882346.0,7.436,18.0,177.0
94,5,2024-03-11 15:09:29,115.0,78.0,26.0,0.0,,8.0,325.51,26.0,7.44,8.0,-2.54,438112635.0,-52882197.0,7.44,18.0,168.0
96,5,2024-03-11 15:09:30,115.0,127.0,26.0,0.0,,8.0,333.54,26.0,7.453,9.0,-2.23,438111787.0,-52882116.0,7.453,18.0,171.0
0,5,2024-03-11 15:09:31,115.0,0.0,25.799999999999955,0.0,,8.0,341.37,25.799999999999955,7.457,8.0,-1.8,438110943.0,-52882205.0,7.457,18.0,171.0
91,5,2024-03-11 15:09:32,115.0,81.0,25.600000000000023,1.0,,8.0,348.86,25.600000000000023,7.493,8.0,-1.46,438110158.0,-52882419.0,7.493,18.0,172.0
91,5,2024-03-11 15:09:33,115.0,160.0,25.399999999999977,1.0,,8.0,356.89,25.399999999999977,7.564,8.0,-1.28,438109336.0,-52882764.0,7.564,18.0,173.0
0,5,2024-03-11 15:09:34,115.0,0.0,25.0,1.0,,8.0,364.53,25.0,7.592,7.0,-1.21,438108561.0,-52883090.0,7.592,18.0,173.0
0,5,2024-03-11 15:09:35,115.0,0.0,24.799999999999955,1.0,,9.0,371.24,24.799999999999955,7.694,7.0,-1.3,438107874.0,-52883297.0,7.694,18.0,174.0
0,5,2024-03-11 15:09:36,115.0,0.0,24.600000000000023,1.0,,9.0,379.58,24.600000000000023,7.728,8.0,-1.53,438106979.0,-52883425.0,7.728,18.0,174.0
0,5,2024-03-11 15:09:37,115.0,0.0,24.600000000000023,1.0,,9.0,388.36,24.600000000000023,7.381,8.0,-1.86,438106064.0,-52883650.0,7.381,18.0,175.0
0,5,2024-03-11 15:09:38,115.0,0.0,24.399999999999977,1.0,,9.0,394.18,24.399999999999977,6.114,9.0,-2.15,438105478.0,-52883931.0,6.114,18.0,175.0
0,5,2024-03-11 15:09:39,115.0,0.0,24.200000000000045,1.0,,9.0,398.44,24.200000000000045,6.239,10.0,-2.39,438105146.0,-52884315.0,6.239,18.0,176.0
0,5,2024-03-11 15:09:40,115.0,0.0,24.0,1.0,,10.0,402.45,24.0,6.007,12.0,-2.39,438105091.0,-52884840.0,6.007,18.0,176.0
0,5,2024-03-11 15:09:41,115.0,0.0,24.0,1.0,,10.0,408.02,24.0,5.882,12.0,-2.25,438105020.0,-52885577.0,5.882,18.0,177.0
0,5,2024-03-11 15:09:42,115.0,0.0,24.0,1.0,,10.0,412.55,24.0,5.683,12.0,-2.1,438105030.0,-52886182.0,5.683,18.0,178.0
0,5,2024-03-11 15:09:43,115.0,0.0,23.799999999999955,1.0,,10.0,416.98,23.799999999999955,5.003,12.0,-1.93,438105065.0,-52886774.0,5.003,18.0,178.0
0,5,2024-03-11 15:09:44,115.0,0.0,23.799999999999955,1.0,,10.0,420.22,23.799999999999955,4.639,12.0,-1.77,438105065.0,-52887206.0,4.639,18.0,179.0
0,5,2024-03-11 15:09:45,115.0,0.0,24.0,1.0,,10.0,423.35,24.0,4.054,12.0,-1.58,438105055.0,-52887622.0,4.054,18.0,179.0
69,5,2024-03-11 15:09:46,115.0,44.0,24.200000000000045,1.0,,10.0,426.45,24.200000000000045,3.815,12.0,-1.28,438105000.0,-52888033.0,3.815,18.0,180.0
91,6,2024-03-11 15:09:47,115.0,135.0,24.200000000000045,1.0,,10.0,429.36,24.200000000000045,3.588,14.0,-0.35,438104888.0,-52888394.0,3.588,18.0,161.0
91,6,2024-03-11 15:09:48,115.0,170.0,24.200000000000045,1.0,,10.0,432.25,24.200000000000045,3.414,14.0,0.0,438104726.0,-52888721.0,3.414,18.0,171.0
84,6,2024-03-11 15:09:49,115.0,150.0,24.200000000000045,1.0,,10.0,435.58,24.200000000000045,3.392,16.0,0.0,438104645.0,-52889149.0,3.392,18.0,177.0
82,6,2024-03-11 15:09:50,106.0,138.0,24.200000000000045,1.0,,10.0,439.24,24.200000000000045,3.46,15.0,0.0,438104610.0,-52889637.0,3.46,18.0,187.0
84,6,2024-03-11 15:09:51,99.0,173.0,24.200000000000045,1.0,,10.0,443.25,24.200000000000045,3.698,15.0,0.0,438104590.0,-52890171.0,3.698,18.0,168.0
91,6,2024-03-11 15:09:52,101.0,196.0,24.200000000000045,1.0,,10.0,448.26,24.200000000000045,4.308,14.0,0.77,438104489.0,-52890830.0,4.308,18.0,167.0
90,7,2024-03-11 15:09:53,101.0,160.0,24.200000000000045,1.0,,10.0,454.51,24.200000000000045,4.53,14.0,1.06,438104352.0,-52891641.0,4.53,18.0,166.0
91,7,2024-03-11 15:09:54,100.0,145.0,24.200000000000045,1.0,,10.0,459.75,24.200000000000045,4.674,13.0,0.32,438104193.0,-52892306.0,4.674,18.0,166.0
86,7,2024-03-11 15:09:55,101.0,149.0,24.399999999999977,1.0,,10.0,466.22,24.399999999999977,4.962,12.0,0.0,438103998.0,-52893132.0,4.962,18.0,164.0
85,7,2024-03-11 15:09:56,102.0,125.0,24.399999999999977,1.0,,10.0,471.2,24.399999999999977,5.106,12.0,0.0,438103938.0,-52893791.0,5.106,18.0,179.0
84,7,2024-03-11 15:09:57,101.0,111.0,24.399999999999977,1.0,,10.0,475.64,24.399999999999977,4.943,13.0,0.0,438103973.0,-52894380.0,4.943,18.0,178.0
85,7,2024-03-11 15:09:58,102.0,143.0,24.600000000000023,1.0,,10.0,479.98,24.600000000000023,4.793,12.0,0.0,438103963.0,-52894957.0,4.793,18.0,171.0
84,7,2024-03-11 15:09:59,106.0,165.0,24.600000000000023,1.0,,10.0,484.18,24.600000000000023,4.676,12.0,0.0,438103938.0,-52895517.0,4.676,18.0,170.0
85,8,2024-03-11 15:10:00,108.0,146.0,24.600000000000023,1.0,,10.0,488.45,24.600000000000023,4.586,12.0,0.0,438104023.0,-52896075.0,4.586,18.0,168.0
81,8,2024-03-11 15:10:01,112.0,135.0,24.799999999999955,1.0,,10.0,494.07,24.799999999999955,4.505,11.0,0.0,438104231.0,-52896779.0,4.505,18.0,172.0
85,8,2024-03-11 15:10:02,114.0,155.0,24.799999999999955,1.0,,10.0,497.88,24.799999999999955,4.472,11.0,0.74,438104347.0,-52897277.0,4.472,18.0,172.0
84,8,2024-03-11 15:10:03,113.0,163.0,25.0,1.0,,10.0,502.4,25.0,4.551,11.0,1.11,438104414.0,-52897870.0,4.551,18.0,163.0
84,8,2024-03-11 15:10:04,112.0,147.0,25.0,1.0,,10.0,507.28,25.0,4.597,11.0,1.2,438104376.0,-52898426.0,4.597,18.0,174.0
78,8,2024-03-11 15:10:05,111.0,139.0,25.0,1.0,,10.0,514.92,25.0,4.774,11.0,1.29,438103770.0,-52899115.0,4.774,18.0,172.0
80,8,2024-03-11 15:10:06,111.0,126.0,25.0,1.0,,10.0,521.62,25.0,5.406,10.0,1.37,438103301.0,-52899794.0,5.406,18.0,169.0
75,9,2024-03-11 15:10:07,111.0,112.0,25.200000000000045,1.0,,10.0,527.29,25.200000000000045,5.791,10.0,1.41,438102987.0,-52900446.0,5.791,18.0,177.0
78,9,2024-03-11 15:10:08,109.0,119.0,25.200000000000045,1.0,,10.0,531.15,25.200000000000045,5.723,10.0,1.4,438102901.0,-52900944.0,5.723,18.0,179.0
80,9,2024-03-11 15:10:09,109.0,145.0,25.399999999999977,1.0,,10.0,535.21,25.399999999999977,4.606,10.0,1.35,438103062.0,-52901422.0,4.606,18.0,170.0
81,9,2024-03-11 15:10:10,110.0,192.0,25.600000000000023,1.0,,10.0,540.77,25.600000000000023,4.617,10.0,1.32,438103531.0,-52901864.0,4.617,18.0,168.0
79,9,2024-03-11 15:10:11,109.0,182.0,25.600000000000023,2.0,,10.0,548.56,25.600000000000023,5.839,9.0,1.38,438104217.0,-52902451.0,5.839,17.0,175.0
90,9,2024-03-11 15:10:12,109.0,170.0,25.799999999999955,2.0,,10.0,555.73,25.799999999999955,6.137,9.0,1.52,438104747.0,-52903125.0,6.137,17.0,165.0
86,10,2024-03-11 15:10:13,109.0,190.0,25.799999999999955,2.0,,10.0,559.52,25.799999999999955,5.863,9.0,1.64,438104747.0,-52903632.0,5.863,17.0,173.0
82,10,2024-03-11 15:10:14,110.0,209.0,26.0,2.0,,10.0,563.89,26.0,4.638,9.0,1.75,438104757.0,-52904215.0,4.638,17.0,171.0
81,10,2024-03-11 15:10:15,112.0,223.0,26.0,2.0,,10.0,567.98,26.0,4.215,9.0,1.8,438104802.0,-52904760.0,4.215,17.0,171.0
81,10,2024-03-11 15:10:16,113.0,218.0,26.0,2.0,,10.0,572.26,26.0,4.262,9.0,1.78,438104838.0,-52905331.0,4.262,17.0,178.0
79,10,2024-03-11 15:10:17,112.0,205.0,26.200000000000045,2.0,,10.0,576.28,26.200000000000045,4.082,9.0,1.71,438104848.0,-52905866.0,4.082,17.0,172.0
80,11,2024-03-11 15:10:18,112.0,203.0,26.399999999999977,2.0,,10.0,580.15,26.399999999999977,4.056,9.0,1.65,438104883.0,-52906379.0,4.056,17.0,178.0
80,11,2024-03-11 15:10:19,114.0,205.0,26.399999999999977,2.0,,10.0,583.8,26.399999999999977,4.049,9.0,1.63,438104873.0,-52906867.0,4.049,17.0,179.0
84,11,2024-03-11 15:10:20,113.0,206.0,26.600000000000023,2.0,,10.0,588.49,26.600000000000023,4.047,8.0,1.69,438104828.0,-52907491.0,4.047,18.0,177.0
82,11,2024-03-11 15:10:21,113.0,205.0,26.600000000000023,3.0,,10.0,592.16,26.600000000000023,4.046,8.0,1.87,438104772.0,-52907974.0,4.046,18.0,176.0
84,11,2024-03-11 15:10:22,114.0,195.0,26.799999999999955,3.0,,10.0,596.86,26.799999999999955,4.071,8.0,2.09,438104691.0,-52908596.0,4.071,18.0,178.0
81,12,2024-03-11 15:10:23,114.0,178.0,27.0,3.0,,10.0,601.03,27.0,4.133,8.0,2.24,438104645.0,-52909145.0,4.133,18.0,177.0
80,12,2024-03-11 15:10:24,114.0,158.0,27.0,3.0,,10.0,604.92,27.0,4.047,8.0,2.38,438104610.0,-52909663.0,4.047,18.0,169.0
77,12,2024-03-11 15:10:25,115.0,147.0,27.200000000000045,3.0,,10.0,608.51,27.200000000000045,4.026,8.0,2.48,438104590.0,-52910136.0,4.026,18.0,178.0
74,12,2024-03-11 15:10:26,116.0,113.0,27.200000000000045,3.0,,10.0,611.48,27.200000000000045,3.949,8.0,2.52,438104499.0,-52910520.0,3.949,18.0,157.0
0,12,2024-03-11 15:10:27,117.0,0.0,27.399999999999977,3.0,,10.0,615.04,27.399999999999977,3.872,8.0,2.53,438104408.0,-52910983.0,3.872,18.0,158.0
0,12,2024-03-11 15:10:28,118.0,0.0,27.399999999999977,3.0,,10.0,618.31,27.399999999999977,3.645,8.0,2.52,438104327.0,-52911411.0,3.645,18.0,160.0
0,12,2024-03-11 15:10:29,118.0,0.0,27.399999999999977,3.0,,10.0,620.18,27.399999999999977,3.492,10.0,2.44,438104292.0,-52911655.0,3.492,18.0,162.0
0,12,2024-03-11 15:10:30,118.0,0.0,27.399999999999977,4.0,,10.0,621.73,27.399999999999977,2.915,11.0,2.27,438104262.0,-52911844.0,2.915,18.0,165.0
29,12,2024-03-11 15:10:31,118.0,8.0,27.600000000000023,4.0,,10.0,623.35,27.600000000000023,2.627,10.0,2.09,438104135.0,-52911987.0,2.627,18.0,167.0
29,12,2024-03-11 15:10:32,117.0,54.0,27.600000000000023,4.0,,10.0,624.3,27.600000000000023,2.336,11.0,1.91,438104054.0,-52912045.0,2.336,18.0,169.0
32,12,2024-03-11 15:10:33,116.0,70.0,27.600000000000023,4.0,,10.0,625.1,27.600000000000023,1.852,11.0,1.78,438103967.0,-52912057.0,1.852,18.0,171.0
32,12,2024-03-11 15:10:34,115.0,72.0,27.600000000000023,4.0,,10.0,626.83,27.600000000000023,1.204,11.0,1.71,438103791.0,-52912163.0,1.204,18.0,171.0
25,12,2024-03-11 15:10:35,114.0,70.0,27.799999999999955,4.0,,10.0,626.94,27.799999999999955,0.246,15.0,1.67,438103781.0,-52912239.0,0.246,18.0,135.0
25,12,2024-03-11 15:10:36,113.0,64.0,27.799999999999955,4.0,,10.0,627.59,27.799999999999955,1.111,16.0,0.58,438103745.0,-52912323.0,1.111,18.0,135.0
29,12,2024-03-11 15:10:37,112.0,58.0,27.799999999999955,4.0,,10.0,628.79,27.799999999999955,1.108,16.0,0.0,438103745.0,-52912477.0,1.108,18.0,161.0
33,12,2024-03-11 15:10:38,112.0,35.0,27.799999999999955,4.0,,10.0,629.82,27.799999999999955,1.007,15.0,0.0,438103735.0,-52912606.0,1.007,18.0,183.0
33,13,2024-03-11 15:10:39,112.0,28.0,27.799999999999955,4.0,,10.0,630.82,27.799999999999955,0.936,15.0,0.0,438103690.0,-52912721.0,0.936,18.0,195.0
50,13,2024-03-11 15:10:40,112.0,36.0,27.799999999999955,4.0,,10.0,632.16,27.799999999999955,0.993,14.0,0.0,438103644.0,-52912893.0,0.993,18.0,181.0
87,13,2024-03-11 15:10:41,112.0,123.0,27.799999999999955,4.0,,10.0,634.0,27.799999999999955,1.228,13.0,0.0,438103599.0,-52913131.0,1.228,18.0,176.0
80,13,2024-03-11 15:10:42,111.0,217.0,28.0,4.0,,10.0,636.61,28.0,1.637,13.0,1.38,438103563.0,-52913477.0,1.637,18.0,197.0
87,13,2024-03-11 15:10:43,111.0,322.0,28.0,4.0,,10.0,639.8,28.0,2.746,12.0,2.26,438103553.0,-52913903.0,2.746,18.0,178.0
81,14,2024-03-11 15:10:44,110.0,320.0,28.200000000000045,4.0,,10.0,642.75,28.200000000000045,3.127,12.0,2.82,438103508.0,-52914297.0,3.127,18.0,186.0
86,14,2024-03-11 15:10:45,109.0,264.0,28.200000000000045,4.0,,10.0,646.13,28.200000000000045,3.504,12.0,3.29,438103472.0,-52914744.0,3.504,18.0,168.0
82,14,2024-03-11 15:10:46,109.0,233.0,28.399999999999977,4.0,,10.0,649.93,28.399999999999977,3.591,12.0,3.39,438103493.0,-52915251.0,3.591,18.0,177.0
81,14,2024-03-11 15:10:47,109.0,191.0,28.399999999999977,4.0,,10.0,654.12,28.399999999999977,3.742,12.0,3.28,438103553.0,-52915802.0,3.742,18.0,179.0
78,14,2024-03-11 15:10:48,108.0,170.0,28.600000000000023,4.0,,10.0,658.24,28.600000000000023,3.728,12.0,3.04,438103508.0,-52916349.0,3.728,18.0,170.0
79,15,2024-03-11 15:10:49,108.0,174.0,28.600000000000023,5.0,,10.0,661.52,28.600000000000023,3.734,12.0,2.82,438103493.0,-52916778.0,3.734,18.0,175.0
78,15,2024-03-11 15:10:50,107.0,163.0,28.799999999999955,5.0,,10.0,666.31,28.799999999999955,3.962,11.0,2.69,438103633.0,-52917381.0,3.962,18.0,167.0
74,15,2024-03-11 15:10:51,107.0,132.0,29.0,5.0,,10.0,672.22,29.0,4.245,11.0,2.67,438104043.0,-52917940.0,4.245,18.0,173.0
75,15,2024-03-11 15:10:52,108.0,143.0,29.0,5.0,,10.0,679.46,29.0,4.853,10.0,2.67,438104707.0,-52918467.0,4.853,18.0,176.0
59,15,2024-03-11 15:10:53,108.0,175.0,29.0,5.0,,10.0,683.84,29.0,5.185,11.0,2.57,438105094.0,-52918809.0,5.185,18.0,202.0
50,15,2024-03-11 15:10:54,108.0,200.0,29.0,5.0,,10.0,686.99,29.0,5.052,13.0,2.32,438105399.0,-52918979.0,5.052,18.0,182.0
50,16,2024-03-11 15:10:55,108.0,119.0,29.0,5.0,,10.0,689.98,29.0,4.864,12.0,1.95,438105682.0,-52919135.0,4.864,18.0,182.0
0,16,2024-03-11 15:10:56,108.0,0.0,28.799999999999955,5.0,,10.0,693.02,28.799999999999955,4.408,12.0,1.48,438105971.0,-52919371.0,4.408,18.0,
0,16,2024-03-11 15:10:57,112.0,0.0,28.799999999999955,5.0,,10.0,695.31,28.799999999999955,4.029,12.0,0.49,438106112.0,-52919581.0,4.029,18.0,
0,16,2024-03-11 15:10:58,112.0,0.0,28.799999999999955,5.0,,10.0,695.42,28.799999999999955,2.925,11.0,0.0,438106112.0,-52919563.0,2.925,18.0,
0,16,2024-03-11 15:10:59,112.0,0.0,28.799999999999955,5.0,,10.0,695.42,28.799999999999955,0.0,11.0,0.0,438106112.0,-52919563.0,0.0,18.0,
0,16,2024-03-11 15:11:00,112.0,0.0,28.799999999999955,5.0,,10.0,695.42,28.799999999999955,0.0,11.0,0.0,438106112.0,-52919563.0,0.0,18.0,
0,16,2024-03-11 15:11:01,113.0,0.0,28.799999999999955,5.0,,10.0,695.42,28.799999999999955,0.0,11.0,0.0,438106112.0,-52919563.0,0.0,18.0,
0,16,2024-03-11 15:11:02,113.0,0.0,29.0,5.0,,10.0,695.42,29.0,0.0,10.0,0.0,438106112.0,-52919563.0,0.0,18.0,
0,16,2024-03-11 15:11:03,113.0,0.0,29.0,5.0,,10.0,695.42,29.0,0.0,11.0,0.0,438106112.0,-52919563.0,0.0,18.0,
0,16,2024-03-11 15:11:04,113.0,0.0,29.0,5.0,,10.0,695.42,29.0,0.0,12.0,0.0,438106112.0,-52919563.0,0.0,18.0,
0,16,2024-03-11 15:11:05,113.0,0.0,29.0,5.0,,10.0,695.42,29.0,0.0,14.0,0.0,438106112.0,-52919563.0,0.0,18.0,
0,16,2024-03-11 15:11:06,113.0,0.0,29.200000000000045,5.0,,10.0,695.42,29.200000000000045,0.0,15.0,0.0,438106112.0,-52919563.0,0.0,18.0,
