cadence,calories,heart_rate,power,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade
90,269,134,159,2024-02-13 15:45:10,,10718.62,6.667,4.0,437738805.0,-53612195.0,6.667,21.0,170.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
91,269,135,166,2024-02-13 15:45:11,,10725.28,6.667,4.0,437739034.0,-53613035.0,6.667,21.0,172.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
90,269,135,184,2024-02-13 15:45:12,,10731.86,6.667,4.0,437739261.0,-53613871.0,6.667,21.0,169.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
92,270,136,171,2024-02-13 15:45:13,,10738.65,6.667,4.0,437739489.0,-53614727.0,6.667,21.0,169.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
92,270,136,145,2024-02-13 15:45:14,,10745.65,6.667,4.0,437739718.0,-53615624.0,6.667,21.0,168.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
81,270,136,125,2024-02-13 15:45:15,,10752.78,6.703,4.0,437739989.0,-53616519.0,6.703,21.0,168.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
88,270,136,121,2024-02-13 15:45:16,,10760.21,7.297,4.0,437740221.0,-53617454.0,7.297,21.0,178.0,14.200000000000045,17.0,18.0,14.200000000000045,0.0
94,270,137,108,2024-02-13 15:45:17,,10768.04,7.62,4.0,437740540.0,-53618430.0,7.62,21.0,178.0,14.0,17.0,18.0,14.0,0.0
0,270,137,0,2024-02-13 15:45:18,,10776.15,7.889,4.0,437740857.0,-53619451.0,7.889,21.0,178.0,14.0,17.0,18.0,14.0,0.0
95,270,136,44,2024-02-13 15:45:19,,10784.09,7.887,4.0,437741133.0,-53620440.0,7.887,21.0,179.0,13.799999999999955,17.0,18.0,13.799999999999955,-0.56
92,270,135,108,2024-02-13 15:45:20,,10792.12,7.844,4.0,437741452.0,-53621438.0,7.844,21.0,179.0,13.799999999999955,17.0,18.0,13.799999999999955,-1.17
88,270,135,129,2024-02-13 15:45:21,,10800.06,7.608,4.0,437741768.0,-53622432.0,7.608,21.0,172.0,13.600000000000023,17.0,18.0,13.600000000000023,-1.38
91,271,134,128,2024-02-13 15:45:22,,10807.72,7.688,4.0,437742041.0,-53623387.0,7.688,21.0,169.0,13.600000000000023,17.0,18.0,13.600000000000023,-1.45
92,271,135,161,2024-02-13 15:45:23,,10815.43,7.714,4.0,437742312.0,-53624364.0,7.714,21.0,176.0,13.600000000000023,17.0,18.0,13.600000000000023,-1.4
87,271,135,174,2024-02-13 15:45:24,,10822.88,7.714,4.0,437742539.0,-53625316.0,7.714,21.0,171.0,13.600000000000023,17.0,18.0,13.600000000000023,-1.24
88,271,135,145,2024-02-13 15:45:25,,10830.46,7.714,4.0,437742763.0,-53626289.0,7.714,21.0,171.0,13.600000000000023,17.0,18.0,13.600000000000023,-0.66
88,271,134,128,2024-02-13 15:45:26,,10837.98,7.714,4.0,437742945.0,-53627262.0,7.714,21.0,174.0,13.600000000000023,17.0,18.0,13.600000000000023,0.0
85,271,134,121,2024-02-13 15:45:27,,10845.37,7.713,4.0,437743125.0,-53628232.0,7.713,21.0,176.0,13.600000000000023,17.0,18.0,13.600000000000023,0.0
86,271,135,140,2024-02-13 15:45:28,,10853.06,7.702,4.0,437743309.0,-53629229.0,7.702,21.0,171.0,13.600000000000023,17.0,18.0,13.600000000000023,0.0
86,272,135,146,2024-02-13 15:45:29,,10860.47,7.679,4.0,437743490.0,-53630192.0,7.679,21.0,175.0,13.600000000000023,17.0,18.0,13.600000000000023,0.0
91,272,134,132,2024-02-13 15:45:30,,10868.17,7.547,4.0,437743722.0,-53631181.0,7.547,21.0,148.0,13.600000000000023,17.0,18.0,13.600000000000023,0.0
96,272,135,119,2024-02-13 15:45:31,,10875.5,7.546,4.0,437743947.0,-53632123.0,7.546,21.0,175.0,13.600000000000023,17.0,18.0,13.600000000000023,0.0
94,272,135,113,2024-02-13 15:45:32,,10882.82,7.516,4.0,437744178.0,-53633048.0,7.516,21.0,170.0,13.600000000000023,17.0,18.0,13.600000000000023,0.0
92,272,136,115,2024-02-13 15:45:33,,10890.17,7.468,4.0,437744409.0,-53633986.0,7.468,21.0,164.0,13.600000000000023,17.0,18.0,13.600000000000023,0.0
95,272,136,129,2024-02-13 15:45:34,,10897.29,7.413,4.0,437744682.0,-53634880.0,7.413,21.0,210.0,13.600000000000023,17.0,18.0,13.600000000000023,0.0
94,272,135,138,2024-02-13 15:45:35,,10904.42,7.364,4.0,437744948.0,-53635779.0,7.364,21.0,173.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
94,272,135,122,2024-02-13 15:45:36,,10911.16,7.269,3.0,437745169.0,-53636625.0,7.269,21.0,163.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
91,273,136,102,2024-02-13 15:45:37,,10918.44,7.25,3.0,437745453.0,-53637524.0,7.25,21.0,185.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
94,273,135,98,2024-02-13 15:45:38,,10925.43,7.247,4.0,437745770.0,-53638383.0,7.247,21.0,183.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
91,273,136,99,2024-02-13 15:45:39,,10932.3,7.194,4.0,437746047.0,-53639217.0,7.194,21.0,179.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
92,273,135,97,2024-02-13 15:45:40,,10938.99,7.183,4.0,437746362.0,-53640035.0,7.183,21.0,176.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
86,273,135,107,2024-02-13 15:45:41,,10945.69,6.997,4.0,437746633.0,-53640872.0,6.997,21.0,177.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
98,273,135,141,2024-02-13 15:45:42,,10952.5,6.941,4.0,437746861.0,-53641729.0,6.941,21.0,168.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
87,273,135,179,2024-02-13 15:45:43,,10959.18,6.886,4.0,437747085.0,-53642579.0,6.886,21.0,178.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
92,273,135,174,2024-02-13 15:45:44,,10965.83,6.832,4.0,437747267.0,-53643430.0,6.832,21.0,177.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
91,274,135,159,2024-02-13 15:45:45,,10972.51,6.806,4.0,437747452.0,-53644290.0,6.806,21.0,179.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
91,274,134,174,2024-02-13 15:45:46,,10979.15,6.802,4.0,437747684.0,-53645133.0,6.802,21.0,170.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
88,274,135,187,2024-02-13 15:45:47,,10985.86,6.742,3.0,437747952.0,-53645978.0,6.742,21.0,173.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
90,274,135,177,2024-02-13 15:45:48,,10992.56,6.741,3.0,437748181.0,-53646822.0,6.741,21.0,173.0,14.0,17.0,18.0,14.0,0.0
89,274,134,153,2024-02-13 15:45:49,,10999.31,6.73,4.0,437748408.0,-53647672.0,6.73,21.0,177.0,14.0,17.0,18.0,14.0,0.0
86,274,135,147,2024-02-13 15:45:50,,11006.07,6.723,4.0,437748637.0,-53648531.0,6.723,21.0,172.0,14.0,17.0,18.0,14.0,0.0
89,275,135,145,2024-02-13 15:45:51,,11012.78,6.731,4.0,437748861.0,-53649389.0,6.731,21.0,175.0,14.0,17.0,18.0,14.0,0.0
90,275,135,139,2024-02-13 15:45:52,,11019.69,6.742,4.0,437749040.0,-53650283.0,6.742,21.0,169.0,14.0,17.0,18.0,14.0,0.0
91,275,134,123,2024-02-13 15:45:53,,11026.55,6.742,4.0,437749179.0,-53651176.0,6.742,21.0,177.0,14.0,17.0,18.0,14.0,0.0
92,275,135,124,2024-02-13 15:45:54,,11033.54,6.742,4.0,437749356.0,-53652090.0,6.742,21.0,182.0,14.0,17.0,18.0,14.0,0.0
91,275,134,127,2024-02-13 15:45:55,,11040.48,6.75,4.0,437749447.0,-53653010.0,6.75,21.0,177.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
92,275,134,135,2024-02-13 15:45:56,,11047.22,6.75,4.0,437749538.0,-53653900.0,6.75,21.0,170.0,13.799999999999955,17.0,18.0,13.799999999999955,0.0
88,275,134,144,2024-02-13 15:45:57,,11054.0,6.75,4.0,437749626.0,-53654795.0,6.75,21.0,174.0,14.0,17.0,18.0,14.0,0.0
88,276,134,151,2024-02-13 15:45:58,,11061.05,6.75,4.0,437749675.0,-53655731.0,6.75,21.0,173.0,14.0,17.0,18.0,14.0,0.0
90,276,134,163,2024-02-13 15:45:59,,11068.03,6.75,4.0,437749768.0,-53656662.0,6.75,21.0,176.0,14.0,17.0,18.0,14.0,0.0
87,276,134,171,2024-02-13 15:46:00,,11074.79,6.75,4.0,437749901.0,-53657550.0,6.75,21.0,179.0,14.0,17.0,18.0,14.0,0.0
88,276,134,153,2024-02-13 15:46:01,,11081.45,6.752,4.0,437749993.0,-53658433.0,6.752,21.0,171.0,14.0,17.0,18.0,14.0,0.0
91,276,135,144,2024-02-13 15:46:02,,11088.03,6.786,4.0,437750086.0,-53659305.0,6.786,21.0,178.0,14.0,17.0,18.0,14.0,0.0
91,276,135,159,2024-02-13 15:46:03,,11094.86,6.786,4.0,437750223.0,-53660198.0,6.786,21.0,170.0,14.0,17.0,18.0,14.0,0.0
86,277,136,164,2024-02-13 15:46:04,,11101.7,6.786,4.0,437750361.0,-53661089.0,6.786,21.0,171.0,14.0,17.0,18.0,14.0,0.0
91,277,137,147,2024-02-13 15:46:05,,11108.62,6.784,4.0,437750545.0,-53661995.0,6.784,21.0,180.0,14.0,17.0,18.0,14.0,0.0
92,277,138,138,2024-02-13 15:46:06,,11115.21,6.75,4.0,437750727.0,-53662838.0,6.75,21.0,181.0,14.0,17.0,18.0,14.0,0.0
87,277,138,134,2024-02-13 15:46:07,,11121.94,6.752,4.0,437750953.0,-53663692.0,6.752,21.0,176.0,14.0,17.0,18.0,14.0,0.0
88,277,139,131,2024-02-13 15:46:08,,11128.34,6.777,4.0,437751133.0,-53664512.0,6.777,21.0,175.0,14.0,17.0,18.0,14.0,0.0
87,277,138,139,2024-02-13 15:46:09,,11135.02,6.75,4.0,437751362.0,-53665361.0,6.75,21.0,175.0,14.0,17.0,18.0,14.0,0.0
90,277,138,147,2024-02-13 15:46:10,,11141.4,6.751,4.0,437751546.0,-53666175.0,6.751,21.0,181.0,14.0,17.0,18.0,14.0,0.0
89,277,139,155,2024-02-13 15:46:11,,11148.14,6.778,4.0,437751776.0,-53667030.0,6.778,21.0,173.0,14.0,17.0,18.0,14.0,0.0
88,278,138,159,2024-02-13 15:46:12,,11154.97,6.787,4.0,437752051.0,-53667887.0,6.787,21.0,166.0,14.0,17.0,18.0,14.0,0.0
90,278,138,149,2024-02-13 15:46:13,,11161.8,6.806,4.0,437752369.0,-53668715.0,6.806,21.0,174.0,14.0,17.0,18.0,14.0,0.0
92,278,138,131,2024-02-13 15:46:14,,11168.71,6.806,4.0,437752696.0,-53669546.0,6.806,21.0,183.0,14.0,17.0,18.0,14.0,0.0
92,278,137,115,2024-02-13 15:46:15,,11175.57,6.806,4.0,437753065.0,-53670315.0,6.806,21.0,177.0,14.0,17.0,18.0,14.0,0.0
90,278,136,115,2024-02-13 15:46:16,,11182.52,6.814,4.0,437753516.0,-53671070.0,6.814,21.0,169.0,14.0,17.0,18.0,14.0,0.0
91,278,135,131,2024-02-13 15:46:17,,11189.26,6.815,4.0,437753922.0,-53671824.0,6.815,21.0,175.0,14.0,17.0,18.0,14.0,0.0
94,278,135,150,2024-02-13 15:46:18,,11196.09,6.842,4.0,437754289.0,-53672587.0,6.842,21.0,169.0,14.0,17.0,18.0,14.0,0.0
93,279,134,187,2024-02-13 15:46:19,,11203.04,6.853,4.0,437754650.0,-53673406.0,6.853,21.0,174.0,14.0,17.0,18.0,14.0,0.0
94,279,134,189,2024-02-13 15:46:20,,11209.96,6.853,4.0,437754966.0,-53674243.0,6.853,21.0,172.0,14.0,17.0,18.0,14.0,0.0
92,279,134,155,2024-02-13 15:46:21,,11216.71,6.852,4.0,437755238.0,-53675072.0,6.852,21.0,176.0,14.0,17.0,18.0,14.0,0.0
85,279,135,143,2024-02-13 15:46:22,,11223.4,6.841,4.0,437755508.0,-53675907.0,6.841,21.0,170.0,14.0,17.0,18.0,14.0,0.0
91,279,136,129,2024-02-13 15:46:23,,11230.25,6.825,4.0,437755735.0,-53676782.0,6.825,21.0,177.0,14.0,17.0,18.0,14.0,0.0
91,279,137,123,2024-02-13 15:46:24,,11236.96,6.833,4.0,437755960.0,-53677634.0,6.833,21.0,173.0,14.0,17.0,18.0,14.0,0.0
88,280,136,147,2024-02-13 15:46:25,,11243.74,6.823,4.0,437756146.0,-53678501.0,6.823,21.0,172.0,14.0,17.0,18.0,14.0,0.0
88,280,136,162,2024-02-13 15:46:26,,11250.58,6.797,4.0,437756374.0,-53679368.0,6.797,21.0,175.0,14.0,17.0,18.0,14.0,0.0
88,280,136,164,2024-02-13 15:46:27,,11257.22,6.797,4.0,437756604.0,-53680204.0,6.797,21.0,177.0,14.0,17.0,18.0,14.0,0.0
87,280,137,170,2024-02-13 15:46:28,,11263.83,6.797,4.0,437756877.0,-53681035.0,6.797,21.0,170.0,14.200000000000045,17.0,18.0,14.200000000000045,0.0
86,280,137,176,2024-02-13 15:46:29,,11270.29,6.786,4.0,437757157.0,-53681809.0,6.786,21.0,175.0,14.200000000000045,17.0,18.0,14.200000000000045,0.0
86,280,136,181,2024-02-13 15:46:30,,11276.6,6.776,4.0,437757517.0,-53682545.0,6.776,21.0,171.0,14.200000000000045,17.0,18.0,14.200000000000045,0.0
86,281,137,184,2024-02-13 15:46:31,,11282.75,6.749,4.0,437757836.0,-53683259.0,6.749,21.0,172.0,14.200000000000045,17.0,18.0,14.200000000000045,0.0
87,281,136,180,2024-02-13 15:46:32,,11289.1,6.729,4.0,437758158.0,-53683999.0,6.729,21.0,174.0,14.200000000000045,17.0,18.0,14.200000000000045,0.0
88,281,136,164,2024-02-13 15:46:33,,11295.54,6.706,4.0,437758521.0,-53684731.0,6.706,21.0,172.0,14.200000000000045,17.0,18.0,14.200000000000045,0.0
88,281,137,154,2024-02-13 15:46:34,,11302.1,6.583,4.0,437758889.0,-53685469.0,6.583,21.0,170.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
90,281,136,173,2024-02-13 15:46:35,,11308.81,6.575,4.0,437759298.0,-53686230.0,6.575,21.0,147.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
89,281,137,196,2024-02-13 15:46:36,,11315.58,6.575,4.0,437759666.0,-53686988.0,6.575,21.0,177.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
87,282,136,171,2024-02-13 15:46:37,,11322.23,6.575,4.0,437760069.0,-53687730.0,6.575,21.0,164.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
87,282,137,148,2024-02-13 15:46:38,,11328.79,6.575,4.0,437760478.0,-53688440.0,6.575,21.0,172.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
94,282,136,141,2024-02-13 15:46:39,,11334.23,6.576,4.0,437760853.0,-53689021.0,6.576,21.0,177.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
88,282,137,143,2024-02-13 15:46:40,,11342.18,6.589,4.0,437761345.0,-53689886.0,6.589,21.0,171.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
91,282,137,132,2024-02-13 15:46:41,,11348.9,6.667,4.0,437761711.0,-53690638.0,6.667,21.0,170.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
88,282,136,121,2024-02-13 15:46:42,,11355.33,6.675,3.0,437762118.0,-53691358.0,6.675,21.0,175.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
91,282,136,127,2024-02-13 15:46:43,,11362.01,6.675,3.0,437762485.0,-53692115.0,6.675,21.0,176.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
88,283,136,135,2024-02-13 15:46:44,,11368.89,6.676,3.0,437762895.0,-53692887.0,6.676,21.0,190.0,14.399999999999977,17.0,18.0,14.399999999999977,0.0
90,283,135,136,2024-02-13 15:46:45,,11375.62,6.686,3.0,437763303.0,-53693621.0,6.686,21.0,165.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
90,283,136,128,2024-02-13 15:46:46,,11382.51,6.686,4.0,437763712.0,-53694401.0,6.686,21.0,165.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
0,283,136,0,2024-02-13 15:46:47,,11389.03,6.686,4.0,437764076.0,-53695133.0,6.686,21.0,168.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
0,283,136,0,2024-02-13 15:46:48,,11395.3,6.685,4.0,437764435.0,-53695846.0,6.685,21.0,171.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
87,283,136,68,2024-02-13 15:46:49,,11401.46,6.672,3.0,437764762.0,-53696546.0,6.672,21.0,174.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
83,283,136,184,2024-02-13 15:46:50,,11408.16,6.626,3.0,437765172.0,-53697278.0,6.626,21.0,176.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
87,283,137,194,2024-02-13 15:46:51,,11414.7,6.564,3.0,437765630.0,-53697953.0,6.564,21.0,168.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
88,283,137,155,2024-02-13 15:46:52,,11421.31,6.563,3.0,437766085.0,-53698628.0,6.563,21.0,174.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
89,284,136,147,2024-02-13 15:46:53,,11427.81,6.547,3.0,437766543.0,-53699266.0,6.547,21.0,173.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
86,284,136,155,2024-02-13 15:46:54,,11434.3,6.547,3.0,437767040.0,-53699919.0,6.547,21.0,173.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
88,284,138,158,2024-02-13 15:46:55,,11440.83,6.547,3.0,437767497.0,-53700582.0,6.547,21.0,174.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
90,284,138,161,2024-02-13 15:46:56,,11447.32,6.547,3.0,437767950.0,-53701236.0,6.547,21.0,171.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
86,284,139,156,2024-02-13 15:46:57,,11454.08,6.548,4.0,437768404.0,-53701936.0,6.548,21.0,177.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
91,284,139,163,2024-02-13 15:46:58,,11460.82,6.564,4.0,437768813.0,-53702673.0,6.564,21.0,175.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
86,285,139,166,2024-02-13 15:46:59,,11467.54,6.565,4.0,437769226.0,-53703388.0,6.565,21.0,174.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
87,285,139,156,2024-02-13 15:47:00,,11474.12,6.576,4.0,437769676.0,-53704081.0,6.576,21.0,170.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
85,285,140,150,2024-02-13 15:47:01,,11480.76,6.583,3.0,437770087.0,-53704802.0,6.583,21.0,185.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
87,285,140,152,2024-02-13 15:47:02,,11487.28,6.583,3.0,437770493.0,-53705532.0,6.583,21.0,179.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
88,285,139,150,2024-02-13 15:47:03,,11493.69,6.576,4.0,437770861.0,-53706228.0,6.576,21.0,173.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
87,285,138,180,2024-02-13 15:47:04,,11500.21,6.583,4.0,437771274.0,-53706929.0,6.583,21.0,172.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
90,286,137,190,2024-02-13 15:47:05,,11506.79,6.583,3.0,437771720.0,-53707644.0,6.583,21.0,172.0,14.600000000000023,17.0,18.0,14.600000000000023,0.0
90,286,137,174,2024-02-13 15:47:06,,11513.46,6.583,3.0,437772082.0,-53708383.0,6.583,21.0,174.0,14.799999999999955,17.0,18.0,14.799999999999955,0.0
91,286,137,165,2024-02-13 15:47:07,,11520.1,6.583,3.0,437772492.0,-53709123.0,6.583,21.0,178.0,14.799999999999955,17.0,18.0,14.799999999999955,0.0
90,286,136,150,2024-02-13 15:47:08,,11526.62,6.583,3.0,437772899.0,-53709832.0,6.583,21.0,177.0,14.799999999999955,17.0,18.0,14.799999999999955,0.0
88,286,136,141,2024-02-13 15:47:09,,11533.16,6.584,3.0,437773304.0,-53710544.0,6.584,21.0,177.0,14.799999999999955,17.0,18.0,14.799999999999955,0.0
88,286,135,138,2024-02-13 15:47:10,,11540.01,6.592,4.0,437773677.0,-53711341.0,6.592,21.0,175.0,14.799999999999955,17.0,18.0,14.799999999999955,0.0
91,286,134,144,2024-02-13 15:47:11,,11546.51,6.592,4.0,437774038.0,-53712089.0,6.592,21.0,176.0,15.0,17.0,18.0,15.0,0.0
86,287,134,159,2024-02-13 15:47:12,,11553.04,6.592,4.0,437774408.0,-53712800.0,6.592,21.0,173.0,15.0,17.0,18.0,15.0,0.0
88,287,134,159,2024-02-13 15:47:13,,11559.58,6.593,4.0,437774865.0,-53713502.0,6.593,21.0,174.0,15.0,17.0,18.0,15.0,0.0
87,287,135,149,2024-02-13 15:47:14,,11566.3,6.61,4.0,437775317.0,-53714196.0,6.61,21.0,172.0,15.0,17.0,18.0,15.0,0.0
90,287,136,136,2024-02-13 15:47:15,,11572.92,6.592,4.0,437775730.0,-53714892.0,6.592,21.0,174.0,15.0,17.0,18.0,15.0,0.0
88,287,135,132,2024-02-13 15:47:16,,11579.78,6.592,4.0,437776183.0,-53715612.0,6.592,21.0,177.0,15.0,17.0,18.0,15.0,0.0
88,287,136,144,2024-02-13 15:47:17,,11586.52,6.592,4.0,437776588.0,-53716368.0,6.592,21.0,170.0,15.0,17.0,18.0,15.0,0.0
87,287,136,148,2024-02-13 15:47:18,,11593.35,6.592,4.0,437776955.0,-53717147.0,6.592,21.0,171.0,15.0,17.0,18.0,15.0,0.0
86,288,137,147,2024-02-13 15:47:19,,11600.03,6.594,4.0,437777318.0,-53717925.0,6.594,21.0,173.0,15.0,17.0,18.0,15.0,0.0
88,288,137,147,2024-02-13 15:47:20,,11606.64,6.62,4.0,437777683.0,-53718699.0,6.62,21.0,177.0,15.0,17.0,18.0,15.0,0.0
85,288,137,161,2024-02-13 15:47:21,,11613.18,6.632,4.0,437778045.0,-53719452.0,6.632,21.0,171.0,15.0,17.0,18.0,15.0,0.0
95,288,136,158,2024-02-13 15:47:22,,11619.98,6.649,4.0,437778407.0,-53720229.0,6.649,21.0,165.0,15.0,17.0,18.0,15.0,0.0
89,288,137,149,2024-02-13 15:47:23,,11626.72,6.676,4.0,437778731.0,-53721024.0,6.676,21.0,170.0,15.0,17.0,18.0,15.0,0.0
91,288,138,155,2024-02-13 15:47:24,,11633.5,6.689,4.0,437779137.0,-53721796.0,6.689,21.0,177.0,15.0,17.0,18.0,15.0,0.0
90,289,138,151,2024-02-13 15:47:25,,11640.16,6.731,4.0,437779494.0,-53722561.0,6.731,21.0,167.0,15.0,17.0,18.0,15.0,0.0
91,289,138,145,2024-02-13 15:47:26,,11646.99,6.749,4.0,437779859.0,-53723354.0,6.749,21.0,174.0,15.0,17.0,18.0,15.0,0.0
90,289,137,137,2024-02-13 15:47:27,,11653.86,6.73,4.0,437780217.0,-53724162.0,6.73,21.0,181.0,15.0,17.0,18.0,15.0,0.0
87,289,137,133,2024-02-13 15:47:28,,11660.52,6.722,4.0,437780539.0,-53724942.0,6.722,21.0,176.0,15.200000000000045,17.0,18.0,15.200000000000045,0.0
88,289,137,147,2024-02-13 15:47:29,,11667.03,6.722,4.0,437780861.0,-53725703.0,6.722,21.0,159.0,15.200000000000045,17.0,18.0,15.200000000000045,0.0
88,289,137,134,2024-02-13 15:47:30,,11673.61,6.722,4.0,437781222.0,-53726474.0,6.722,21.0,180.0,15.200000000000045,17.0,18.0,15.200000000000045,0.0
88,289,137,122,2024-02-13 15:47:31,,11680.14,6.721,4.0,437781543.0,-53727248.0,6.721,21.0,173.0,15.200000000000045,17.0,18.0,15.200000000000045,0.0
91,289,136,145,2024-02-13 15:47:32,,11686.71,6.686,4.0,437781909.0,-53728004.0,6.686,21.0,180.0,15.200000000000045,17.0,18.0,15.200000000000045,0.0
87,290,136,136,2024-02-13 15:47:33,,11693.36,6.684,4.0,437782317.0,-53728745.0,6.684,21.0,179.0,15.200000000000045,17.0,18.0,15.200000000000045,0.0
90,290,137,128,2024-02-13 15:47:34,,11700.12,6.647,4.0,437782682.0,-53729497.0,6.647,21.0,178.0,15.200000000000045,17.0,18.0,15.200000000000045,0.0
90,290,136,154,2024-02-13 15:47:35,,11706.56,6.647,4.0,437783047.0,-53730236.0,6.647,21.0,162.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
91,290,135,147,2024-02-13 15:47:36,,11713.36,6.647,4.0,437783449.0,-53731001.0,6.647,21.0,156.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
91,290,135,136,2024-02-13 15:47:37,,11718.91,6.647,4.0,437783733.0,-53731633.0,6.647,21.0,165.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
90,290,136,124,2024-02-13 15:47:38,,11726.81,6.649,4.0,437784178.0,-53732531.0,6.649,21.0,171.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
94,290,137,115,2024-02-13 15:47:39,,11733.71,6.704,4.0,437784539.0,-53733338.0,6.704,21.0,178.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
88,291,136,119,2024-02-13 15:47:40,,11740.64,6.742,4.0,437784905.0,-53734165.0,6.742,21.0,178.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
90,291,136,125,2024-02-13 15:47:41,,11747.57,6.75,4.0,437785230.0,-53734984.0,6.75,21.0,172.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
87,291,137,123,2024-02-13 15:47:42,,11754.45,6.75,4.0,437785639.0,-53735756.0,6.75,21.0,182.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
88,291,136,110,2024-02-13 15:47:43,,11761.14,6.75,4.0,437786044.0,-53736505.0,6.75,21.0,177.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
91,291,136,106,2024-02-13 15:47:44,,11767.75,6.75,4.0,437786412.0,-53737254.0,6.75,21.0,179.0,15.399999999999977,17.0,18.0,15.399999999999977,0.0
87,291,136,118,2024-02-13 15:47:45,,11774.44,6.75,4.0,437786772.0,-53738030.0,6.75,21.0,174.0,15.600000000000023,17.0,18.0,15.600000000000023,0.0
88,291,135,141,2024-02-13 15:47:46,,11781.08,6.743,4.0,437787045.0,-53738843.0,6.743,21.0,173.0,15.600000000000023,17.0,18.0,15.600000000000023,0.0
90,291,135,174,2024-02-13 15:47:47,,11787.94,6.778,4.0,437787320.0,-53739682.0,6.778,21.0,192.0,15.600000000000023,17.0,18.0,15.600000000000023,0.0
88,292,135,198,2024-02-13 15:47:48,,11794.9,6.778,4.0,437787638.0,-53740532.0,6.778,21.0,171.0,15.600000000000023,17.0,18.0,15.600000000000023,0.0
90,292,136,162,2024-02-13 15:47:49,,11801.61,6.784,4.0,437787952.0,-53741343.0,6.784,21.0,174.0,15.600000000000023,17.0,18.0,15.600000000000023,0.0
90,292,135,140,2024-02-13 15:47:50,,11806.91,6.742,4.0,437788176.0,-53741986.0,6.742,21.0,177.0,15.600000000000023,17.0,18.0,15.600000000000023,0.0
90,292,135,153,2024-02-13 15:47:51,,11815.17,6.742,4.0,437788500.0,-53743012.0,6.742,21.0,173.0,15.600000000000023,17.0,18.0,15.600000000000023,0.0
90,292,135,160,2024-02-13 15:47:52,,11822.18,6.743,4.0,437788818.0,-53743869.0,6.743,21.0,178.0,15.600000000000023,17.0,18.0,15.600000000000023,0.0
