battery_soc,cadence,calories,heart_rate,power,timestamp,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade
96.0,0,0,109,0,2024-02-23 16:12:46,,,,,,,,,,,,,
,0,0,109,0,2024-02-23 16:12:47,,,,,,,,,,,,,
,0,0,110,0,2024-02-23 16:12:48,17.0,,,,,,,,,,,,
,0,0,111,0,2024-02-23 16:12:49,17.0,,,,,,,,,,,,
,0,0,113,0,2024-02-23 16:12:50,17.0,,,,,,,,,,,,
,0,0,114,0,2024-02-23 16:12:51,17.0,,,,,,,,,,,,
,0,0,115,0,2024-02-23 16:12:52,17.0,0.0,0.0,54.0,438138926.0,-52892382.0,0.0,,,,,,
,0,0,114,0,2024-02-23 16:12:53,17.0,0.0,0.0,53.0,438138894.0,-52891739.0,0.0,,,,,,
,49,0,111,34,2024-02-23 16:12:54,17.0,0.0,0.0,51.0,438139080.0,-52890598.0,0.0,173.0,,,,,
,53,0,107,71,2024-02-23 16:12:55,17.0,0.0,0.0,48.0,438137399.0,-52890323.0,0.0,173.0,,,,,
,49,0,104,82,2024-02-23 16:12:56,17.0,0.0,0.0,46.0,438135177.0,-52891022.0,0.0,173.0,,,,,
,0,0,102,0,2024-02-23 16:12:57,17.0,0.0,0.0,44.0,438134403.0,-52891254.0,0.0,173.0,,,,,
,0,0,104,0,2024-02-23 16:12:58,17.0,0.0,0.0,42.0,438134238.0,-52891091.0,0.0,174.0,,,,,
,0,0,102,0,2024-02-23 16:12:59,17.0,0.0,0.0,40.0,438134288.0,-52890553.0,0.0,174.0,,,,,
,62,0,101,7,2024-02-23 16:13:00,17.0,0.0,0.0,38.0,438134629.0,-52889365.0,0.0,175.0,,,,,
,64,0,101,53,2024-02-23 16:13:01,17.0,0.0,0.0,35.0,438135176.0,-52887951.0,0.0,175.0,,,,,
,71,0,102,98,2024-02-23 16:13:02,17.0,0.0,0.0,33.0,438135396.0,-52886938.0,0.0,166.0,,,,,
,77,0,102,153,2024-02-23 16:13:03,17.0,3.0,2.106,32.0,438135301.0,-52886203.0,2.106,173.0,,,,,
,73,0,103,122,2024-02-23 16:13:04,17.0,8.24,4.329,30.0,438135139.0,-52885530.0,4.329,166.0,,,,,
,76,0,104,105,2024-02-23 16:13:05,17.0,12.96,4.858,29.0,438134932.0,-52884962.0,4.858,175.0,,,,,
,65,0,104,101,2024-02-23 16:13:06,17.0,17.53,22.75,28.0,438134680.0,-52884447.0,22.75,175.0,,,,,
,0,0,105,0,2024-02-23 16:13:07,17.0,21.94,36.559,28.0,438134406.0,-52883971.0,36.559,178.0,,,,,
,0,0,105,0,2024-02-23 16:13:08,17.0,26.33,35.633,28.0,438134106.0,-52883509.0,35.633,181.0,,,,,
,0,0,105,0,2024-02-23 16:13:09,17.0,30.99,34.561,27.0,438133815.0,-52882990.0,34.561,183.0,,,,,
,0,0,106,0,2024-02-23 16:13:10,17.0,36.17,33.635,26.0,438133642.0,-52882344.0,33.635,186.0,,,,,
,0,0,106,0,2024-02-23 16:13:11,17.0,42.48,32.55,25.0,438133423.0,-52881557.0,32.55,189.0,,,,,
,0,0,105,0,2024-02-23 16:13:12,17.0,48.77,31.633,23.0,438133004.0,-52880911.0,31.633,192.0,,,,,
,15,0,102,7,2024-02-23 16:13:13,17.0,54.2,30.564,22.0,438132557.0,-52880451.0,30.564,194.0,,,,,
,82,1,101,171,2024-02-23 16:13:14,17.0,59.28,29.636,22.0,438132075.0,-52880253.0,29.636,197.0,,,,,
,81,1,102,249,2024-02-23 16:13:15,17.0,64.84,28.558,21.0,438131625.0,-52879880.0,28.558,164.0,,,,,
,87,1,104,266,2024-02-23 16:13:16,17.0,74.48,15.843,19.0,438131285.0,-52878673.0,15.843,184.0,,,,,
,0,1,106,0,2024-02-23 16:13:17,17.0,85.24,6.269,18.0,438130891.0,-52877340.0,6.269,184.0,,,,,
,0,1,109,0,2024-02-23 16:13:18,17.0,93.13,6.743,17.0,438130283.0,-52876785.0,6.743,183.0,,,,,
,0,1,110,0,2024-02-23 16:13:19,17.0,99.84,7.119,17.0,438129580.0,-52876789.0,7.119,183.0,,,,,
,0,1,112,0,2024-02-23 16:13:20,17.0,105.38,16.284,19.0,438128999.0,-52876856.0,16.284,183.0,,,,,
,0,1,114,0,2024-02-23 16:13:21,17.0,112.25,22.798,21.0,438128270.0,-52877051.0,22.798,182.0,,,,,
,0,1,116,0,2024-02-23 16:13:22,17.0,119.34,13.37,20.0,438127512.0,-52877268.0,13.37,182.0,,,,,
,0,1,117,0,2024-02-23 16:13:23,17.0,125.05,6.353,18.0,438126900.0,-52877263.0,6.353,182.0,,,,,
,0,1,118,0,2024-02-23 16:13:24,17.0,131.04,6.594,18.0,438126258.0,-52877200.0,6.594,181.0,,,,,
,0,1,120,0,2024-02-23 16:13:25,17.0,137.6,6.786,17.0,438125554.0,-52877214.0,6.786,181.0,,,,,
,0,1,120,0,2024-02-23 16:13:26,17.0,145.18,6.823,17.0,438124750.0,-52877254.0,6.823,180.0,,,,,
,0,1,120,0,2024-02-23 16:13:27,17.0,152.85,6.853,17.0,438123931.0,-52877272.0,6.853,180.0,,,,,
,0,1,120,0,2024-02-23 16:13:28,17.0,160.06,6.816,17.0,438123157.0,-52877272.0,6.816,180.0,,,,,
,0,1,120,0,2024-02-23 16:13:29,17.0,167.59,6.786,16.0,438122358.0,-52877304.0,6.786,179.0,,,,,
,0,1,120,0,2024-02-23 16:13:30,17.0,175.43,6.825,16.0,438121522.0,-52877375.0,6.825,179.0,,,,,
,0,1,120,0,2024-02-23 16:13:31,17.0,184.38,6.853,16.0,438120553.0,-52877490.0,6.853,178.0,,,,,
,0,1,122,0,2024-02-23 16:13:32,17.0,193.24,6.735,15.0,438119590.0,-52877596.0,6.735,178.0,,,,,
,0,1,123,0,2024-02-23 16:13:33,17.0,199.92,6.726,16.0,438118883.0,-52877653.0,6.726,178.0,,,,,
,74,1,126,75,2024-02-23 16:13:34,17.0,206.8,6.786,16.0,438118155.0,-52877726.0,6.786,177.0,,,,,
,69,2,127,271,2024-02-23 16:13:35,17.0,214.96,6.786,16.0,438117268.0,-52877825.0,6.786,177.0,,,,,
,73,2,121,254,2024-02-23 16:13:36,17.0,223.95,6.754,16.0,438116307.0,-52878029.0,6.754,172.0,,,,,
,0,2,120,0,2024-02-23 16:13:37,17.0,232.82,7.072,16.0,438115391.0,-52878335.0,7.072,170.0,,,,,
,0,2,113,0,2024-02-23 16:13:38,17.0,240.68,7.032,16.0,438114579.0,-52878594.0,7.032,163.0,,,,,
,0,2,114,0,2024-02-23 16:13:39,17.0,248.72,6.833,16.0,438113723.0,-52878800.0,6.833,156.0,,,,,
,68,2,113,2,2024-02-23 16:13:40,17.0,256.67,6.806,18.0,438112893.0,-52879070.0,6.806,149.0,,,,,
,58,2,115,4,2024-02-23 16:13:41,17.0,264.86,6.749,18.0,438112044.0,-52879340.0,6.749,145.0,,,,,
,37,2,112,2,2024-02-23 16:13:42,17.0,274.09,6.722,17.0,438111078.0,-52879566.0,6.722,,,,,,
,0,2,111,0,2024-02-23 16:13:43,17.0,283.63,6.76,17.0,438110099.0,-52879867.0,6.76,,,,,,
,0,2,111,0,2024-02-23 16:13:44,17.0,291.48,6.516,16.0,438109291.0,-52880209.0,6.516,,,,,,
,0,2,111,0,2024-02-23 16:13:45,17.0,296.82,5.89,15.0,438108744.0,-52880457.0,5.89,,,,,,
,0,2,110,0,2024-02-23 16:13:46,17.0,301.57,7.181,16.0,438108250.0,-52880625.0,7.181,,,,,,
,0,2,105,0,2024-02-23 16:13:47,17.0,304.57,7.9,17.0,438107943.0,-52880691.0,7.9,,,,,,
,0,2,103,0,2024-02-23 16:13:48,17.0,305.18,7.247,18.0,438107887.0,-52880691.0,7.247,,,,,,
,0,2,101,0,2024-02-23 16:13:49,17.0,305.18,6.472,18.0,438107887.0,-52880691.0,6.472,,,,,,
,0,2,101,0,2024-02-23 16:13:50,17.0,305.18,5.704,18.0,438107887.0,-52880691.0,5.704,,,,,,
,0,2,100,0,2024-02-23 16:13:51,17.0,305.18,2.264,19.0,438107887.0,-52880691.0,2.264,,,,,,
,0,2,102,0,2024-02-23 16:13:52,17.0,305.18,0.0,18.0,438107834.0,-52880738.0,0.0,,,,,,
94.0,0,2,103,0,2024-02-23 16:13:53,17.0,305.18,0.0,17.0,438107769.0,-52880781.0,0.0,,,,,,
,0,2,103,0,2024-02-23 16:13:54,17.0,305.18,1.27,17.0,438107750.0,-52880788.0,1.27,,,,,,
,0,2,104,0,2024-02-23 16:13:55,17.0,305.8,1.863,16.0,438107803.0,-52880722.0,1.863,,,,,,
,0,2,104,0,2024-02-23 16:13:56,17.0,306.32,1.48,16.0,438107841.0,-52880684.0,1.48,,,,,,
,66,2,90,125,2024-02-23 16:14:19,17.0,306.38,1.143,15.0,438107528.0,-52880778.0,1.143,176.0,,,,,
,86,2,93,287,2024-02-23 16:14:20,17.0,307.77,1.875,15.0,438107274.0,-52880781.0,1.875,155.0,,,,,
,83,3,97,388,2024-02-23 16:14:21,17.0,310.2,2.283,14.0,438107000.0,-52880811.0,2.283,167.0,,,,,
,92,3,100,380,2024-02-23 16:14:22,17.0,314.69,4.057,14.0,438106543.0,-52880966.0,4.057,164.0,,,,,
,85,4,103,401,2024-02-23 16:14:23,17.0,320.59,5.371,14.0,438105927.0,-52881158.0,5.371,169.0,,,,,
,87,4,104,393,2024-02-23 16:14:24,17.0,326.42,5.351,14.0,438105313.0,-52881262.0,5.351,174.0,,,,,
,90,4,106,345,2024-02-23 16:14:25,17.0,331.93,5.018,14.0,438104723.0,-52881289.0,5.018,175.0,,,,,
,90,5,105,359,2024-02-23 16:14:26,17.0,338.57,4.798,14.0,438104002.0,-52881334.0,4.798,171.0,,,,,
,85,5,106,334,2024-02-23 16:14:27,17.0,346.65,4.786,14.0,438103155.0,-52881447.0,4.786,181.0,,,,,
,82,5,109,266,2024-02-23 16:14:28,17.0,355.16,4.786,14.0,438102236.0,-52881587.0,4.786,170.0,,,,,
,85,5,112,276,2024-02-23 16:14:29,17.0,363.71,4.499,13.0,438101312.0,-52881761.0,4.499,175.0,,,,,
,85,6,115,274,2024-02-23 16:14:30,17.0,371.44,5.711,13.0,438100506.0,-52881892.0,5.711,173.0,,,,,
,85,6,117,268,2024-02-23 16:14:31,17.0,378.32,6.326,13.0,438099776.0,-52882063.0,6.326,175.0,,,,,
,85,6,119,214,2024-02-23 16:14:32,17.0,385.9,6.425,13.0,438098971.0,-52882266.0,6.425,173.0,,,,,
,87,6,120,197,2024-02-23 16:14:33,17.0,393.25,6.734,12.0,438098212.0,-52882400.0,6.734,176.0,81.79999999999995,81.79999999999995,,,
,86,7,121,198,2024-02-23 16:14:34,17.0,400.42,6.724,12.0,438097448.0,-52882522.0,6.724,171.0,82.0,82.0,0.0,0.0,0.0
,86,7,123,191,2024-02-23 16:14:35,17.0,407.53,6.735,12.0,438096681.0,-52882704.0,6.735,181.0,82.60000000000002,82.60000000000002,0.0,0.0,0.0
,86,7,123,178,2024-02-23 16:14:36,17.0,415.02,6.114,12.0,438095901.0,-52882934.0,6.114,189.0,82.60000000000002,82.60000000000002,0.0,0.0,0.0
,88,7,124,165,2024-02-23 16:14:37,17.0,422.58,5.647,12.0,438095107.0,-52883163.0,5.647,172.0,82.60000000000002,82.60000000000002,0.0,0.0,0.0
,87,7,125,165,2024-02-23 16:14:38,17.0,430.25,5.385,11.0,438094306.0,-52883313.0,5.385,170.0,82.60000000000002,82.60000000000002,0.0,0.0,0.75
,86,7,126,150,2024-02-23 16:14:39,17.0,437.91,5.194,11.0,438093513.0,-52883492.0,5.194,177.0,82.20000000000005,82.20000000000005,1.0,0.0,0.88
,89,8,127,141,2024-02-23 16:14:40,17.0,444.1,5.183,11.0,438092846.0,-52883684.0,5.183,172.0,82.20000000000005,82.20000000000005,1.0,0.0,0.52
,86,8,128,155,2024-02-23 16:14:41,17.0,450.84,5.186,11.0,438092128.0,-52883843.0,5.186,166.0,82.0,82.0,1.0,0.0,0.62
,87,8,125,168,2024-02-23 16:14:42,17.0,458.16,5.183,11.0,438091361.0,-52883979.0,5.183,178.0,82.0,82.0,1.0,0.0,0.0
,88,8,127,157,2024-02-23 16:14:43,17.0,464.67,5.903,12.0,438090652.0,-52884054.0,5.903,178.0,81.79999999999995,81.79999999999995,1.0,0.0,-0.59
,91,8,129,184,2024-02-23 16:14:44,17.0,470.66,6.149,12.0,438089995.0,-52884070.0,6.149,173.0,81.79999999999995,81.79999999999995,1.0,0.0,-1.57
,91,8,130,208,2024-02-23 16:14:45,17.0,477.43,6.551,12.0,438089284.0,-52884139.0,6.551,180.0,81.79999999999995,81.79999999999995,1.0,0.0,-1.95
,85,9,132,198,2024-02-23 16:14:46,17.0,484.01,7.0,12.0,438088587.0,-52884203.0,7.0,172.0,81.60000000000002,81.60000000000002,1.0,1.0,-1.9
,85,9,134,223,2024-02-23 16:14:47,17.0,491.55,7.069,13.0,438087766.0,-52884154.0,7.069,169.0,81.60000000000002,81.60000000000002,1.0,1.0,-1.63
,83,9,135,263,2024-02-23 16:14:48,17.0,500.83,7.119,12.0,438086887.0,-52883649.0,7.119,172.0,81.60000000000002,81.60000000000002,1.0,1.0,-1.27
,88,9,135,225,2024-02-23 16:14:49,17.0,509.31,7.227,12.0,438086146.0,-52883003.0,7.227,170.0,81.79999999999995,81.79999999999995,1.0,1.0,-0.58
,88,10,137,160,2024-02-23 16:14:50,17.0,516.23,7.133,12.0,438085526.0,-52882532.0,7.133,174.0,81.60000000000002,81.60000000000002,1.0,1.0,0.0
,91,10,137,140,2024-02-23 16:14:51,17.0,522.88,7.067,14.0,438084856.0,-52882318.0,7.067,175.0,81.39999999999998,81.39999999999998,1.0,1.0,0.0
,81,10,138,127,2024-02-23 16:14:52,17.0,530.62,7.119,15.0,438084039.0,-52882153.0,7.119,197.0,81.39999999999998,81.39999999999998,1.0,1.0,0.0
,78,10,141,145,2024-02-23 16:14:53,17.0,538.92,7.184,15.0,438083254.0,-52881664.0,7.184,174.0,81.39999999999998,81.39999999999998,1.0,1.0,0.0
,79,10,144,155,2024-02-23 16:14:54,17.0,547.14,7.274,14.0,438082476.0,-52881179.0,7.274,173.0,81.60000000000002,81.60000000000002,1.0,1.0,0.0
,78,10,143,156,2024-02-23 16:14:55,17.0,554.76,7.306,14.0,438081710.0,-52880789.0,7.306,181.0,81.39999999999998,81.39999999999998,1.0,1.0,0.0
,20,10,142,147,2024-02-23 16:14:56,17.0,562.49,7.306,13.0,438080955.0,-52880327.0,7.306,181.0,81.20000000000005,81.20000000000005,1.0,1.0,0.0
,0,10,141,0,2024-02-23 16:14:57,17.0,570.15,7.306,13.0,438080337.0,-52879681.0,7.306,178.0,80.79999999999995,80.79999999999995,1.0,1.0,0.0
,92,11,141,88,2024-02-23 16:14:58,17.0,577.92,7.306,13.0,438079890.0,-52878811.0,7.306,176.0,80.60000000000002,80.60000000000002,1.0,1.0,-0.54
,98,11,139,139,2024-02-23 16:14:59,17.0,586.77,7.306,13.0,438079530.0,-52877723.0,7.306,159.0,80.20000000000005,80.20000000000005,1.0,1.0,-1.39
,83,11,138,146,2024-02-23 16:15:00,17.0,595.28,7.306,12.0,438079186.0,-52876677.0,7.306,165.0,80.0,80.0,1.0,1.0,-1.85
,82,11,141,142,2024-02-23 16:15:01,17.0,603.12,7.29,12.0,438078770.0,-52875771.0,7.29,169.0,79.79999999999995,79.79999999999995,1.0,2.0,-2.36
,85,11,140,182,2024-02-23 16:15:02,17.0,610.62,7.294,12.0,438078290.0,-52874966.0,7.294,169.0,79.60000000000002,79.60000000000002,1.0,2.0,-2.78
,81,11,140,184,2024-02-23 16:15:03,17.0,618.06,7.306,12.0,438077790.0,-52874177.0,7.306,179.0,79.39999999999998,79.39999999999998,1.0,2.0,-2.97
,85,12,142,169,2024-02-23 16:15:04,17.0,625.96,7.306,12.0,438077288.0,-52873339.0,7.306,178.0,79.39999999999998,79.39999999999998,1.0,2.0,-2.9
,86,12,145,171,2024-02-23 16:15:05,17.0,633.97,7.306,13.0,438076787.0,-52872471.0,7.306,175.0,79.20000000000005,79.20000000000005,1.0,3.0,-2.64
,86,12,145,161,2024-02-23 16:15:06,17.0,641.79,7.338,14.0,438076261.0,-52871642.0,7.338,165.0,79.20000000000005,79.20000000000005,1.0,3.0,-2.29
,86,12,145,137,2024-02-23 16:15:07,17.0,649.81,7.377,13.0,438075716.0,-52870816.0,7.377,175.0,79.0,79.0,1.0,3.0,-1.94
,87,12,144,131,2024-02-23 16:15:08,17.0,658.09,7.464,13.0,438075167.0,-52869958.0,7.464,165.0,79.0,79.0,1.0,3.0,-1.69
,85,12,142,123,2024-02-23 16:15:09,17.0,666.57,7.727,13.0,438074622.0,-52869057.0,7.727,178.0,78.79999999999995,78.79999999999995,1.0,3.0,-1.56
,86,12,143,111,2024-02-23 16:15:10,17.0,674.84,7.881,12.0,438074079.0,-52868172.0,7.881,167.0,78.60000000000002,78.60000000000002,1.0,3.0,-1.53
,85,12,141,106,2024-02-23 16:15:11,17.0,682.46,7.785,14.0,438073611.0,-52867341.0,7.785,166.0,78.60000000000002,78.60000000000002,1.0,3.0,-1.52
,84,13,141,111,2024-02-23 16:15:12,17.0,689.77,7.81,14.0,438073199.0,-52866521.0,7.81,174.0,78.39999999999998,78.39999999999998,1.0,3.0,-1.48
,85,13,140,128,2024-02-23 16:15:13,17.0,697.45,7.881,14.0,438072685.0,-52865705.0,7.881,171.0,78.39999999999998,78.39999999999998,1.0,4.0,-1.42
,82,13,141,137,2024-02-23 16:15:14,17.0,705.46,7.881,14.0,438072094.0,-52864916.0,7.881,172.0,78.39999999999998,78.39999999999998,1.0,4.0,-1.33
,86,13,138,142,2024-02-23 16:15:15,17.0,713.56,7.881,14.0,438071503.0,-52864142.0,7.881,169.0,78.20000000000005,78.20000000000005,1.0,4.0,-1.21
,85,13,138,157,2024-02-23 16:15:16,17.0,721.92,7.881,14.0,438070910.0,-52863318.0,7.881,171.0,78.20000000000005,78.20000000000005,1.0,4.0,-0.67
,82,13,137,174,2024-02-23 16:15:17,17.0,730.27,7.789,14.0,438070317.0,-52862470.0,7.789,175.0,78.0,78.0,1.0,4.0,0.0
,85,13,138,175,2024-02-23 16:15:18,17.0,737.89,7.592,14.0,438069759.0,-52861716.0,7.592,169.0,78.0,78.0,1.0,4.0,0.0
,82,14,139,189,2024-02-23 16:15:19,17.0,745.17,7.064,15.0,438069188.0,-52861035.0,7.064,165.0,78.0,78.0,1.0,4.0,0.0
,82,14,137,201,2024-02-23 16:15:20,17.0,752.31,6.489,15.0,438068697.0,-52860316.0,6.489,176.0,78.0,78.0,1.0,4.0,0.0
,83,14,136,195,2024-02-23 16:15:21,17.0,759.56,6.548,14.0,438068208.0,-52859571.0,6.548,166.0,78.0,78.0,1.0,4.0,0.0
,82,14,139,186,2024-02-23 16:15:22,17.0,766.36,5.804,14.0,438067713.0,-52858914.0,5.804,164.0,78.0,78.0,1.0,4.0,0.0
,0,14,139,0,2024-02-23 16:15:23,17.0,772.32,5.568,14.0,438067231.0,-52858384.0,5.568,165.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,138,0,2024-02-23 16:15:24,17.0,778.51,5.817,14.0,438066809.0,-52857759.0,5.817,167.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,137,0,2024-02-23 16:15:25,17.0,785.48,5.686,13.0,438066394.0,-52856982.0,5.686,169.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,135,0,2024-02-23 16:15:26,17.0,792.21,5.639,13.0,438065887.0,-52856361.0,5.639,171.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,136,0,2024-02-23 16:15:27,17.0,799.01,5.697,13.0,438065289.0,-52855824.0,5.697,173.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,136,0,2024-02-23 16:15:28,17.0,805.73,5.402,15.0,438064704.0,-52855292.0,5.402,175.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,135,0,2024-02-23 16:15:29,17.0,810.52,5.326,16.0,438064314.0,-52854876.0,5.326,177.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,134,0,2024-02-23 16:15:30,17.0,815.16,5.446,18.0,438064066.0,-52854346.0,5.446,179.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,133,0,2024-02-23 16:15:31,17.0,819.55,5.434,20.0,438063811.0,-52853860.0,5.434,181.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,131,0,2024-02-23 16:15:32,17.0,823.92,5.19,20.0,438063591.0,-52853356.0,5.19,183.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,130,0,2024-02-23 16:15:33,17.0,828.88,4.997,20.0,438063436.0,-52852731.0,4.997,185.0,78.20000000000005,78.20000000000005,1.0,4.0,0.0
,0,14,129,0,2024-02-23 16:15:34,17.0,831.52,4.984,19.0,438063325.0,-52852421.0,4.984,187.0,78.39999999999998,78.39999999999998,1.0,4.0,0.0
,0,14,131,0,2024-02-23 16:15:35,17.0,833.96,4.535,19.0,438063312.0,-52852121.0,4.535,189.0,78.39999999999998,78.39999999999998,1.0,4.0,0.0
,0,14,129,0,2024-02-23 16:15:36,17.0,838.89,4.048,18.0,438063175.0,-52851519.0,4.048,191.0,78.39999999999998,78.39999999999998,1.0,4.0,0.0
,0,14,127,0,2024-02-23 16:15:37,17.0,845.22,4.39,17.0,438062796.0,-52850823.0,4.39,193.0,78.39999999999998,78.39999999999998,1.0,4.0,0.0
,85,14,126,68,2024-02-23 16:15:38,17.0,850.35,5.002,16.0,438062420.0,-52850332.0,5.002,195.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,77,15,125,180,2024-02-23 16:15:39,17.0,854.36,4.831,16.0,438062076.0,-52850018.0,4.831,174.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,84,15,125,219,2024-02-23 16:15:40,17.0,858.67,4.397,15.0,438061713.0,-52849651.0,4.397,168.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,82,15,125,205,2024-02-23 16:15:41,17.0,863.37,4.427,15.0,438061297.0,-52849302.0,4.427,174.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,85,15,124,153,2024-02-23 16:15:42,17.0,868.12,4.582,14.0,438060816.0,-52849120.0,4.582,167.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,85,15,125,92,2024-02-23 16:15:43,17.0,872.89,4.678,14.0,438060314.0,-52849042.0,4.678,167.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,38,15,126,65,2024-02-23 16:15:44,17.0,877.83,4.812,14.0,438059786.0,-52849006.0,4.812,199.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,81,15,126,28,2024-02-23 16:15:45,17.0,883.07,5.041,13.0,438059214.0,-52848930.0,5.041,170.0,78.39999999999998,78.39999999999998,1.0,4.0,0.0
,79,15,126,106,2024-02-23 16:15:46,17.0,888.46,5.241,13.0,438058649.0,-52848729.0,5.241,171.0,78.39999999999998,78.39999999999998,1.0,4.0,0.0
,78,16,126,97,2024-02-23 16:15:47,17.0,892.78,5.332,13.0,438058207.0,-52848526.0,5.332,197.0,78.39999999999998,78.39999999999998,1.0,4.0,0.0
,84,16,125,119,2024-02-23 16:15:48,17.0,896.94,5.083,13.0,438057764.0,-52848458.0,5.083,177.0,78.39999999999998,78.39999999999998,1.0,4.0,0.0
,84,16,125,199,2024-02-23 16:15:49,17.0,902.23,4.881,15.0,438057211.0,-52848517.0,4.881,168.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,87,16,123,171,2024-02-23 16:15:50,17.0,907.55,4.913,16.0,438056646.0,-52848547.0,4.913,167.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,86,16,123,149,2024-02-23 16:15:51,17.0,912.59,5.005,15.0,438056102.0,-52848619.0,5.005,146.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,88,16,123,163,2024-02-23 16:15:52,17.0,917.16,5.066,15.0,438055632.0,-52848735.0,5.066,173.0,78.79999999999995,78.79999999999995,1.0,4.0,0.0
92.0,85,17,120,155,2024-02-23 16:15:53,17.0,921.33,4.695,15.0,438055199.0,-52848867.0,4.695,176.0,78.79999999999995,78.79999999999995,1.0,4.0,0.0
,84,17,120,169,2024-02-23 16:15:54,17.0,925.54,4.408,15.0,438054771.0,-52849017.0,4.408,178.0,78.60000000000002,78.60000000000002,1.0,4.0,0.0
,87,17,123,179,2024-02-23 16:15:55,17.0,929.29,4.408,14.0,438054386.0,-52849124.0,4.408,163.0,78.79999999999995,78.79999999999995,1.0,4.0,0.0
,87,17,122,140,2024-02-23 16:15:56,17.0,932.35,4.287,14.0,438054074.0,-52849268.0,4.287,163.0,78.79999999999995,78.79999999999995,1.0,4.0,0.0
,0,17,122,0,2024-02-23 16:15:57,17.0,935.91,4.067,13.0,438053825.0,-52849616.0,4.067,,79.0,79.0,1.0,4.0,0.0
,0,17,123,0,2024-02-23 16:15:58,17.0,940.53,4.286,13.0,438053625.0,-52850175.0,4.286,,79.20000000000005,79.20000000000005,1.0,4.0,0.0
,0,17,122,0,2024-02-23 16:15:59,17.0,945.64,4.864,12.0,438053417.0,-52850811.0,4.864,,79.20000000000005,79.20000000000005,1.0,4.0,0.44
,0,17,122,0,2024-02-23 16:16:00,17.0,950.86,5.163,12.0,438053163.0,-52851438.0,5.163,,79.39999999999998,79.39999999999998,1.0,4.0,1.36
,39,17,121,1,2024-02-23 16:16:01,17.0,954.46,5.199,12.0,438053046.0,-52851885.0,5.199,,79.39999999999998,79.39999999999998,1.0,4.0,1.69
,71,17,121,27,2024-02-23 16:16:02,17.0,957.35,4.235,11.0,438053125.0,-52852250.0,4.235,,79.60000000000002,79.60000000000002,1.0,4.0,1.91
,0,17,120,0,2024-02-23 16:16:03,17.0,960.63,3.433,11.0,438053104.0,-52852656.0,3.433,,79.60000000000002,79.60000000000002,1.0,4.0,2.09
,0,17,121,0,2024-02-23 16:16:04,17.0,964.46,3.339,11.0,438052838.0,-52853015.0,3.339,,79.60000000000002,79.60000000000002,2.0,4.0,2.05
,0,17,121,0,2024-02-23 16:16:05,16.0,966.82,3.317,10.0,438052630.0,-52853164.0,3.317,,79.39999999999998,79.39999999999998,2.0,4.0,1.74
,66,17,118,32,2024-02-23 16:16:38,16.0,967.22,1.368,11.0,438052234.0,-52853286.0,1.368,180.0,79.0,79.0,2.0,4.0,0.0
,79,17,117,280,2024-02-23 16:16:39,16.0,969.02,2.099,11.0,438051955.0,-52853333.0,2.099,180.0,79.0,79.0,2.0,4.0,0.0
,88,18,114,286,2024-02-23 16:16:40,16.0,972.48,2.819,11.0,438051586.0,-52853386.0,2.819,171.0,79.0,79.0,2.0,4.0,0.0
,85,18,110,224,2024-02-23 16:16:41,16.0,976.21,3.272,10.0,438051176.0,-52853445.0,3.272,174.0,79.0,79.0,2.0,4.0,0.0
,87,18,109,210,2024-02-23 16:16:42,16.0,979.95,3.362,10.0,438050790.0,-52853493.0,3.362,170.0,79.0,79.0,2.0,4.0,0.0
,82,18,110,161,2024-02-23 16:16:43,16.0,983.93,3.427,10.0,438050378.0,-52853532.0,3.427,172.0,79.0,79.0,2.0,4.0,0.0
,88,18,111,142,2024-02-23 16:16:44,16.0,988.98,3.94,10.0,438049817.0,-52853604.0,3.94,169.0,79.0,79.0,2.0,4.0,0.0
,101,18,109,133,2024-02-23 16:16:45,16.0,994.28,4.483,10.0,438049253.0,-52853659.0,4.483,167.0,79.0,79.0,2.0,4.0,0.0
