battery_soc,cadence,calories,heart_rate,power,timestamp,temperature,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade
,82,510,140,223,2024-02-23 17:08:37,13.0,16829.6,8.199,4.0,437769693.0,-53704709.0,8.199,162.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,80,510,140,217,2024-02-23 17:08:38,13.0,16838.0,8.209,4.0,437769147.0,-53703806.0,8.209,176.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,81,510,141,183,2024-02-23 17:08:39,13.0,16846.15,8.224,4.0,437768629.0,-53702925.0,8.224,172.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,85,511,141,162,2024-02-23 17:08:40,13.0,16854.29,8.237,4.0,437768128.0,-53702052.0,8.237,174.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,82,511,142,167,2024-02-23 17:08:41,13.0,16862.45,8.263,4.0,437767598.0,-53701174.0,8.263,178.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,81,511,142,211,2024-02-23 17:08:42,13.0,16870.71,8.278,4.0,437767052.0,-53700285.0,8.278,172.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,84,511,142,233,2024-02-23 17:08:43,13.0,16878.96,8.278,4.0,437766558.0,-53699387.0,8.278,172.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,80,511,142,202,2024-02-23 17:08:44,13.0,16887.14,8.278,4.0,437766051.0,-53698497.0,8.278,175.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,83,512,143,186,2024-02-23 17:08:45,13.0,16895.28,8.278,4.0,437765534.0,-53697618.0,8.278,171.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,81,512,143,187,2024-02-23 17:08:46,13.0,16903.53,8.278,4.0,437765031.0,-53696714.0,8.278,173.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,77,512,144,186,2024-02-23 17:08:47,13.0,16911.75,8.266,4.0,437764557.0,-53695788.0,8.266,179.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,87,512,143,196,2024-02-23 17:08:48,13.0,16919.81,8.249,4.0,437764102.0,-53694865.0,8.249,166.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,98,512,143,195,2024-02-23 17:08:49,13.0,16927.95,8.242,4.0,437763645.0,-53693935.0,8.242,173.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,94,513,143,197,2024-02-23 17:08:50,13.0,16936.07,8.23,4.0,437763190.0,-53693012.0,8.23,174.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,100,513,144,150,2024-02-23 17:08:51,13.0,16944.11,8.222,4.0,437762736.0,-53692099.0,8.222,168.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,87,513,144,142,2024-02-23 17:08:52,13.0,16952.22,8.222,4.0,437762282.0,-53691176.0,8.222,164.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,80,513,143,195,2024-02-23 17:08:53,13.0,16960.49,8.222,4.0,437761826.0,-53690241.0,8.222,175.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,84,513,143,264,2024-02-23 17:08:54,13.0,16968.96,8.222,4.0,437761342.0,-53689281.0,8.222,170.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,82,514,143,219,2024-02-23 17:08:55,13.0,16977.47,8.222,4.0,437760897.0,-53688284.0,8.222,182.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,84,514,142,183,2024-02-23 17:08:56,13.0,16985.89,8.234,4.0,437760460.0,-53687305.0,8.234,170.0,82.0,82.0,41.0,35.0,0.0
,81,514,142,210,2024-02-23 17:08:57,13.0,16994.26,8.247,4.0,437759977.0,-53686360.0,8.247,177.0,82.0,82.0,41.0,35.0,0.0
,87,514,142,200,2024-02-23 17:08:58,13.0,17002.66,8.271,4.0,437759476.0,-53685424.0,8.271,177.0,82.0,82.0,41.0,35.0,0.0
,83,514,141,200,2024-02-23 17:08:59,13.0,17011.28,8.325,4.0,437758978.0,-53684459.0,8.325,174.0,82.0,82.0,41.0,35.0,0.0
,86,514,141,192,2024-02-23 17:09:00,13.0,17020.04,8.374,4.0,437758453.0,-53683481.0,8.374,174.0,82.0,82.0,41.0,35.0,0.0
,83,515,141,191,2024-02-23 17:09:01,13.0,17028.6,8.41,4.0,437757932.0,-53682528.0,8.41,176.0,82.0,82.0,41.0,35.0,0.0
,86,515,142,176,2024-02-23 17:09:02,13.0,17037.24,8.432,4.0,437757430.0,-53681556.0,8.432,172.0,82.0,82.0,41.0,35.0,0.0
,82,515,142,179,2024-02-23 17:09:03,13.0,17045.95,8.452,4.0,437756957.0,-53680552.0,8.452,175.0,82.0,82.0,41.0,35.0,0.0
,87,515,142,185,2024-02-23 17:09:04,13.0,17054.39,8.464,4.0,437756557.0,-53679554.0,8.464,179.0,82.0,82.0,41.0,35.0,0.0
,82,515,142,202,2024-02-23 17:09:05,13.0,17062.8,8.448,4.0,437756165.0,-53678547.0,8.448,178.0,82.0,82.0,41.0,35.0,0.0
,84,516,143,172,2024-02-23 17:09:06,13.0,17071.28,8.436,4.0,437755780.0,-53677515.0,8.436,176.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,82,516,143,174,2024-02-23 17:09:07,13.0,17079.71,8.452,4.0,437755443.0,-53676471.0,8.452,171.0,82.0,82.0,41.0,35.0,0.0
,88,516,145,168,2024-02-23 17:09:08,13.0,17088.25,8.464,4.0,437755125.0,-53675406.0,8.464,178.0,82.0,82.0,41.0,35.0,0.0
,82,516,145,166,2024-02-23 17:09:09,13.0,17096.74,8.464,5.0,437754808.0,-53674347.0,8.464,174.0,82.0,82.0,41.0,35.0,0.0
,88,516,145,156,2024-02-23 17:09:10,13.0,17105.31,8.448,4.0,437754463.0,-53673284.0,8.448,177.0,82.0,82.0,41.0,35.0,0.0
,82,516,145,156,2024-02-23 17:09:11,13.0,17113.91,8.42,4.0,437754071.0,-53672240.0,8.42,171.0,82.0,82.0,41.0,35.0,0.0
,84,517,145,156,2024-02-23 17:09:12,13.0,17122.35,8.402,4.0,437753635.0,-53671249.0,8.402,183.0,82.0,82.0,41.0,35.0,0.0
,84,517,145,217,2024-02-23 17:09:13,13.0,17130.78,8.397,4.0,437753182.0,-53670268.0,8.397,167.0,82.0,82.0,41.0,35.0,0.0
,83,517,144,231,2024-02-23 17:09:14,13.0,17139.21,8.392,4.0,437752756.0,-53669282.0,8.392,176.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,78,517,144,181,2024-02-23 17:09:15,13.0,17147.57,8.389,4.0,437752348.0,-53668290.0,8.389,179.0,82.0,82.0,41.0,35.0,0.0
,85,517,143,148,2024-02-23 17:09:16,13.0,17155.88,8.389,4.0,437751988.0,-53667278.0,8.389,178.0,82.0,82.0,41.0,35.0,0.0
,81,518,143,149,2024-02-23 17:09:17,13.0,17164.12,8.378,4.0,437751669.0,-53666250.0,8.378,173.0,82.0,82.0,41.0,35.0,0.0
,81,518,142,145,2024-02-23 17:09:18,13.0,17172.45,8.365,4.0,437751376.0,-53665203.0,8.365,169.0,82.0,82.0,41.0,35.0,0.0
,80,518,142,156,2024-02-23 17:09:19,13.0,17180.75,8.334,4.0,437751076.0,-53664158.0,8.334,175.0,82.0,82.0,41.0,35.0,0.0
,79,518,142,159,2024-02-23 17:09:20,13.0,17188.82,8.304,4.0,437750784.0,-53663137.0,8.304,181.0,82.0,82.0,41.0,35.0,0.0
,82,518,143,196,2024-02-23 17:09:21,13.0,17196.81,8.27,4.0,437750540.0,-53662112.0,8.27,175.0,82.0,82.0,41.0,35.0,0.0
,83,518,143,224,2024-02-23 17:09:22,13.0,17205.07,8.25,4.0,437750338.0,-53661043.0,8.25,173.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,84,519,144,235,2024-02-23 17:09:23,13.0,17213.36,8.25,4.0,437750130.0,-53659969.0,8.25,166.0,82.0,82.0,41.0,35.0,0.0
,78,519,144,254,2024-02-23 17:09:24,13.0,17221.63,8.239,4.0,437749928.0,-53658890.0,8.239,174.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,86,519,145,242,2024-02-23 17:09:25,13.0,17230.03,8.231,4.0,437749745.0,-53657791.0,8.231,171.0,82.0,82.0,41.0,35.0,0.0
,81,519,145,222,2024-02-23 17:09:26,13.0,17238.39,8.231,4.0,437749590.0,-53656692.0,8.231,172.0,82.0,82.0,41.0,35.0,0.0
,79,520,145,196,2024-02-23 17:09:27,13.0,17246.69,8.237,4.0,437749428.0,-53655600.0,8.237,174.0,82.0,82.0,41.0,35.0,0.0
,85,520,145,186,2024-02-23 17:09:28,13.0,17254.85,8.242,4.0,437749273.0,-53654526.0,8.242,176.0,82.0,82.0,41.0,35.0,0.0
,81,520,145,186,2024-02-23 17:09:29,13.0,17263.13,8.246,4.0,437749110.0,-53653439.0,8.246,172.0,82.0,82.0,41.0,35.0,0.0
,83,520,145,187,2024-02-23 17:09:30,13.0,17271.59,8.25,4.0,437748952.0,-53652334.0,8.25,174.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,81,520,145,183,2024-02-23 17:09:31,13.0,17279.92,8.25,4.0,437748788.0,-53651245.0,8.25,177.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,39,520,144,169,2024-02-23 17:09:32,13.0,17288.0,8.245,4.0,437748607.0,-53650187.0,8.245,201.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,80,521,144,83,2024-02-23 17:09:33,13.0,17295.73,8.235,4.0,437748452.0,-53649173.0,8.235,168.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,91,521,143,140,2024-02-23 17:09:34,13.0,17303.31,8.231,4.0,437748315.0,-53648176.0,8.231,173.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,91,521,144,143,2024-02-23 17:09:35,13.0,17310.96,8.193,4.0,437748126.0,-53647182.0,8.193,155.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,89,521,143,142,2024-02-23 17:09:36,13.0,17318.64,8.113,4.0,437747871.0,-53646197.0,8.113,177.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,87,521,142,136,2024-02-23 17:09:37,13.0,17326.2,7.907,4.0,437747625.0,-53645237.0,7.907,174.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,89,521,142,145,2024-02-23 17:09:38,13.0,17333.75,7.786,4.0,437747371.0,-53644285.0,7.786,165.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,94,521,143,155,2024-02-23 17:09:39,13.0,17341.38,7.733,4.0,437747099.0,-53643330.0,7.733,171.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,86,522,142,154,2024-02-23 17:09:40,13.0,17348.93,7.683,4.0,437746799.0,-53642388.0,7.683,175.0,82.0,82.0,41.0,35.0,0.0
,91,522,143,180,2024-02-23 17:09:41,13.0,17356.45,7.67,4.0,437746533.0,-53641440.0,7.67,163.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,88,522,143,172,2024-02-23 17:09:42,13.0,17364.01,7.655,4.0,437746279.0,-53640483.0,7.655,179.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,89,522,144,153,2024-02-23 17:09:43,13.0,17371.5,7.642,4.0,437746006.0,-53639541.0,7.642,174.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,88,522,144,158,2024-02-23 17:09:44,13.0,17378.96,7.628,4.0,437745733.0,-53638609.0,7.628,176.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,86,522,143,168,2024-02-23 17:09:45,13.0,17386.38,7.615,4.0,437745460.0,-53637673.0,7.615,173.0,81.79999999999995,81.79999999999995,41.0,35.0,0.0
,89,523,144,164,2024-02-23 17:09:46,13.0,17393.88,7.606,4.0,437745188.0,-53636730.0,7.606,178.0,82.0,82.0,41.0,35.0,0.0
,87,523,144,170,2024-02-23 17:09:47,13.0,17401.41,7.596,4.0,437744914.0,-53635786.0,7.596,171.0,82.0,82.0,41.0,35.0,0.0
,87,523,143,177,2024-02-23 17:09:48,13.0,17409.04,7.587,4.0,437744640.0,-53634822.0,7.587,176.0,82.0,82.0,41.0,35.0,0.0
,90,523,143,186,2024-02-23 17:09:49,13.0,17416.7,7.583,4.0,437744393.0,-53633848.0,7.583,162.0,82.0,82.0,41.0,35.0,0.0
,89,523,143,196,2024-02-23 17:09:50,13.0,17424.32,7.583,4.0,437744193.0,-53632867.0,7.583,172.0,82.0,82.0,41.0,35.0,0.0
,88,523,143,215,2024-02-23 17:09:51,13.0,17432.07,7.583,4.0,437744011.0,-53631859.0,7.583,178.0,82.0,82.0,41.0,35.0,0.0
,94,524,143,214,2024-02-23 17:09:52,13.0,17439.89,7.595,4.0,437743801.0,-53630844.0,7.595,173.0,82.0,82.0,41.0,35.0,0.0
,88,524,144,208,2024-02-23 17:09:53,13.0,17447.77,7.603,4.0,437743574.0,-53629828.0,7.603,171.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,91,524,144,197,2024-02-23 17:09:54,13.0,17455.78,7.603,4.0,437743320.0,-53628806.0,7.603,171.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,96,524,144,167,2024-02-23 17:09:55,13.0,17463.76,7.624,4.0,437743100.0,-53627781.0,7.624,163.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,89,524,144,160,2024-02-23 17:09:56,13.0,17471.53,7.737,4.0,437742891.0,-53626773.0,7.737,179.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,88,525,144,141,2024-02-23 17:09:57,13.0,17479.33,7.806,4.0,437742663.0,-53625766.0,7.806,181.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,92,525,144,139,2024-02-23 17:09:58,13.0,17487.26,7.838,4.0,437742463.0,-53624743.0,7.838,174.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,96,525,144,143,2024-02-23 17:09:59,13.0,17495.27,7.872,4.0,437742202.0,-53623726.0,7.872,182.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,91,525,143,149,2024-02-23 17:10:00,13.0,17503.36,7.885,4.0,437741885.0,-53622717.0,7.885,173.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,88,525,143,143,2024-02-23 17:10:01,13.0,17511.3,7.889,4.0,437741565.0,-53621734.0,7.889,179.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,91,525,142,140,2024-02-23 17:10:02,13.0,17519.11,7.889,4.0,437741272.0,-53620765.0,7.889,183.0,82.0,82.0,41.0,35.0,0.0
,91,525,142,153,2024-02-23 17:10:03,13.0,17526.85,7.894,4.0,437740972.0,-53619801.0,7.894,176.0,82.0,82.0,41.0,35.0,0.0
,94,526,142,215,2024-02-23 17:10:04,13.0,17534.74,7.892,4.0,437740652.0,-53618819.0,7.892,172.0,82.0,82.0,41.0,35.0,0.0
,90,526,141,249,2024-02-23 17:10:05,13.0,17542.52,7.884,4.0,437740335.0,-53617854.0,7.884,178.0,82.0,82.0,41.0,35.0,0.0
,90,526,141,321,2024-02-23 17:10:06,13.0,17550.14,7.881,4.0,437740044.0,-53616902.0,7.881,176.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,93,527,141,396,2024-02-23 17:10:07,13.0,17557.73,7.869,4.0,437739796.0,-53615943.0,7.869,165.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,85,527,141,394,2024-02-23 17:10:08,13.0,17565.26,7.85,4.0,437739542.0,-53614989.0,7.85,172.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,93,527,141,363,2024-02-23 17:10:09,13.0,17572.84,7.816,4.0,437739270.0,-53614037.0,7.816,166.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,87,528,142,281,2024-02-23 17:10:10,13.0,17580.55,7.753,4.0,437738995.0,-53613067.0,7.753,160.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,75,528,142,223,2024-02-23 17:10:11,13.0,17588.23,7.722,4.0,437738723.0,-53612095.0,7.722,175.0,82.79999999999995,82.79999999999995,41.0,35.0,0.02
,79,528,144,165,2024-02-23 17:10:12,13.0,17595.95,7.722,4.0,437738450.0,-53611122.0,7.722,177.0,83.0,83.0,41.0,35.0,1.12
,76,528,144,197,2024-02-23 17:10:13,13.0,17603.7,7.722,4.0,437738177.0,-53610146.0,7.722,172.0,83.0,83.0,41.0,35.0,1.28
,81,528,145,225,2024-02-23 17:10:14,13.0,17611.5,7.722,4.0,437737905.0,-53609164.0,7.722,162.0,83.0,83.0,41.0,35.0,1.34
,78,529,146,219,2024-02-23 17:10:15,13.0,17619.44,7.722,4.0,437737632.0,-53608157.0,7.722,176.0,83.0,83.0,41.0,35.0,1.23
,83,529,145,186,2024-02-23 17:10:16,13.0,17627.6,7.722,4.0,437737330.0,-53607127.0,7.722,170.0,82.79999999999995,82.79999999999995,41.0,35.0,1.0
,81,529,147,177,2024-02-23 17:10:17,13.0,17635.82,7.722,4.0,437737039.0,-53606095.0,7.722,174.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,85,529,147,173,2024-02-23 17:10:18,13.0,17644.16,7.799,4.0,437736739.0,-53605050.0,7.799,175.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,84,529,147,162,2024-02-23 17:10:19,13.0,17652.61,7.911,4.0,437736422.0,-53603988.0,7.911,177.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,86,530,147,165,2024-02-23 17:10:20,13.0,17661.27,8.078,4.0,437736102.0,-53602899.0,8.078,173.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,55,530,147,152,2024-02-23 17:10:21,13.0,17669.94,8.216,4.0,437735809.0,-53601800.0,8.216,205.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,86,530,147,109,2024-02-23 17:10:22,13.0,17678.53,8.31,4.0,437735537.0,-53600709.0,8.31,174.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,82,530,147,149,2024-02-23 17:10:23,13.0,17686.96,8.353,4.0,437735240.0,-53599647.0,8.353,177.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,84,530,147,179,2024-02-23 17:10:24,13.0,17695.24,8.353,4.0,437734947.0,-53598601.0,8.353,179.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,84,530,147,185,2024-02-23 17:10:25,13.0,17703.52,8.353,4.0,437734672.0,-53597552.0,8.353,175.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,84,531,146,197,2024-02-23 17:10:26,13.0,17711.93,8.369,4.0,437734373.0,-53596488.0,8.369,171.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,84,531,146,202,2024-02-23 17:10:27,13.0,17720.4,8.402,4.0,437734082.0,-53595417.0,8.402,173.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,85,531,146,190,2024-02-23 17:10:28,13.0,17728.86,8.417,4.0,437733782.0,-53594351.0,8.417,171.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,84,531,145,191,2024-02-23 17:10:29,13.0,17737.28,8.417,4.0,437733490.0,-53593285.0,8.417,175.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,85,531,145,199,2024-02-23 17:10:30,13.0,17745.83,8.417,4.0,437733217.0,-53592201.0,8.417,177.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,86,531,145,194,2024-02-23 17:10:31,13.0,17754.37,8.417,4.0,437732917.0,-53591130.0,8.417,171.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,80,532,145,193,2024-02-23 17:10:32,13.0,17763.08,8.417,4.0,437732570.0,-53590050.0,8.417,181.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,86,532,145,176,2024-02-23 17:10:33,13.0,17771.66,8.449,4.0,437732234.0,-53588984.0,8.449,176.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,84,532,145,159,2024-02-23 17:10:34,13.0,17780.07,8.472,4.0,437731916.0,-53587931.0,8.472,176.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,86,532,145,153,2024-02-23 17:10:35,13.0,17788.57,8.477,4.0,437731571.0,-53586877.0,8.477,171.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,86,532,145,156,2024-02-23 17:10:36,13.0,17797.2,8.481,4.0,437731208.0,-53585814.0,8.481,173.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,82,532,145,148,2024-02-23 17:10:37,13.0,17805.88,8.487,4.0,437730870.0,-53584740.0,8.487,176.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,90,533,144,142,2024-02-23 17:10:38,13.0,17814.6,8.492,4.0,437730524.0,-53583653.0,8.492,180.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,86,533,144,165,2024-02-23 17:10:39,13.0,17823.28,8.501,4.0,437730187.0,-53582573.0,8.501,173.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,88,533,144,197,2024-02-23 17:10:40,13.0,17831.93,8.547,4.0,437729842.0,-53581499.0,8.547,173.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,88,533,145,193,2024-02-23 17:10:41,13.0,17840.73,8.65,4.0,437729476.0,-53580409.0,8.65,171.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,87,533,145,190,2024-02-23 17:10:42,13.0,17849.55,8.709,4.0,437729139.0,-53579316.0,8.709,173.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,89,534,146,199,2024-02-23 17:10:43,13.0,17858.25,8.735,4.0,437728795.0,-53578237.0,8.735,179.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,87,534,145,211,2024-02-23 17:10:44,13.0,17866.93,8.761,4.0,437728431.0,-53577164.0,8.761,171.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,87,534,146,219,2024-02-23 17:10:45,13.0,17875.67,8.769,4.0,437728093.0,-53576080.0,8.769,174.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,85,534,146,196,2024-02-23 17:10:46,13.0,17884.49,8.769,4.0,437727748.0,-53574983.0,8.769,169.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,89,534,146,185,2024-02-23 17:10:47,13.0,17893.17,8.769,4.0,437727412.0,-53573908.0,8.769,172.0,82.20000000000005,82.20000000000005,41.0,35.0,0.0
,82,535,146,187,2024-02-23 17:10:48,13.0,17901.77,8.769,4.0,437727067.0,-53572844.0,8.769,174.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,87,535,146,180,2024-02-23 17:10:49,13.0,17910.46,8.763,4.0,437726675.0,-53571785.0,8.763,179.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,84,535,147,198,2024-02-23 17:10:50,13.0,17919.23,8.758,4.0,437726265.0,-53570732.0,8.758,171.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,88,535,147,208,2024-02-23 17:10:51,13.0,17927.96,8.758,4.0,437725855.0,-53569688.0,8.758,174.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,85,535,147,232,2024-02-23 17:10:52,13.0,17936.6,8.742,4.0,437725416.0,-53568660.0,8.742,173.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,83,536,146,225,2024-02-23 17:10:53,13.0,17945.04,8.698,4.0,437724989.0,-53567660.0,8.698,173.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,86,536,148,187,2024-02-23 17:10:54,13.0,17953.48,8.67,4.0,437724581.0,-53566658.0,8.67,168.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,81,536,148,107,2024-02-23 17:10:55,13.0,17961.9,8.655,4.0,437724170.0,-53565653.0,8.655,175.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,99,536,147,74,2024-02-23 17:10:56,13.0,17970.21,8.626,4.0,437723760.0,-53564669.0,8.626,206.0,82.79999999999995,82.79999999999995,41.0,35.0,0.0
,91,536,147,58,2024-02-23 17:10:57,13.0,17978.33,8.606,4.0,437723351.0,-53563708.0,8.606,179.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,17,536,148,45,2024-02-23 17:10:58,13.0,17986.28,8.596,4.0,437722969.0,-53562769.0,8.596,179.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,0,536,147,0,2024-02-23 17:10:59,13.0,17994.26,8.485,4.0,437722579.0,-53561824.0,8.485,179.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,0,536,146,0,2024-02-23 17:11:00,13.0,18002.26,8.288,4.0,437722168.0,-53560878.0,8.288,180.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,99,536,145,27,2024-02-23 17:11:01,13.0,18010.2,8.193,4.0,437721784.0,-53559940.0,8.193,180.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,93,536,144,92,2024-02-23 17:11:02,13.0,18018.05,8.159,4.0,437721395.0,-53559007.0,8.159,180.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,90,536,144,100,2024-02-23 17:11:03,13.0,18025.87,8.095,4.0,437720984.0,-53558081.0,8.095,172.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,96,536,143,104,2024-02-23 17:11:04,13.0,18033.71,8.022,4.0,437720575.0,-53557169.0,8.022,176.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,87,536,142,106,2024-02-23 17:11:05,13.0,18041.45,7.985,4.0,437720193.0,-53556259.0,7.985,171.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,93,537,143,117,2024-02-23 17:11:06,13.0,18049.23,7.938,4.0,437719801.0,-53555340.0,7.938,164.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,93,537,143,141,2024-02-23 17:11:07,13.0,18057.03,7.885,4.0,437719418.0,-53554423.0,7.885,183.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,88,537,143,157,2024-02-23 17:11:08,13.0,18065.01,7.837,4.0,437719001.0,-53553485.0,7.837,174.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,92,537,143,154,2024-02-23 17:11:09,13.0,18072.78,7.804,4.0,437718600.0,-53552569.0,7.804,177.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,88,537,144,143,2024-02-23 17:11:10,13.0,18080.45,7.77,4.0,437718235.0,-53551660.0,7.77,186.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,92,537,144,128,2024-02-23 17:11:11,13.0,18088.1,7.75,4.0,437717871.0,-53550748.0,7.75,177.0,82.60000000000002,82.60000000000002,41.0,35.0,0.0
,84,537,144,122,2024-02-23 17:11:12,13.0,18095.69,7.745,4.0,437717508.0,-53549838.0,7.745,177.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,90,538,144,129,2024-02-23 17:11:13,13.0,18103.36,7.742,4.0,437717144.0,-53548922.0,7.742,178.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,88,538,144,141,2024-02-23 17:11:14,13.0,18111.11,7.719,4.0,437716751.0,-53547999.0,7.719,171.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,89,538,144,142,2024-02-23 17:11:15,13.0,18118.64,7.698,4.0,437716397.0,-53547102.0,7.698,177.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,87,538,145,140,2024-02-23 17:11:16,13.0,18126.19,7.673,4.0,437716078.0,-53546186.0,7.673,180.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,91,538,145,176,2024-02-23 17:11:17,13.0,18133.84,7.658,4.0,437715733.0,-53545249.0,7.658,162.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
,88,538,145,187,2024-02-23 17:11:18,13.0,18141.6,7.658,4.0,437715369.0,-53544314.0,7.658,178.0,82.39999999999998,82.39999999999998,41.0,35.0,0.0
