battery_soc,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,temperature,altitude,enhanced_altitude,ascent,descent,grade
82.0,0,5.6,29.778,54,104,438154569,-52865560,29.778,2023-06-21 17:26:25,,,,,,
,0,11.19,28.944,52,105,438154329,-52866256,28.944,2023-06-21 17:26:26,24.0,,,,,
,0,24.39,28.57,48,106,438153788,-52867866,28.57,2023-06-21 17:26:27,24.0,,,,,
,0,35.95,27.57,45,107,438153310,-52869296,27.57,2023-06-21 17:26:28,24.0,,,,,
,0,47.49,26.545,41,107,438152835,-52870723,26.545,2023-06-21 17:26:29,24.0,,,,,
,0,58.35,24.94,38,106,438152429,-52872075,24.94,2023-06-21 17:26:30,24.0,,,,,
,0,67.55,24.595,36,103,438151971,-52873186,24.595,2023-06-21 17:26:31,24.0,,,,,
,0,78.7,23.039,34,102,438151517,-52874551,23.039,2023-06-21 17:26:32,24.0,,,,,
,1,89.09,22.668,33,100,438151062,-52875829,22.668,2023-06-21 17:26:33,24.0,,,,,
,1,99.43,21.339,31,99,438150656,-52877110,21.339,2023-06-21 17:26:34,24.0,,,,,
,1,108.9,20.843,30,98,438150286,-52878281,20.843,2023-06-21 17:26:35,24.0,,,,,
,1,116.35,19.644,28,98,438149888,-52879163,19.644,2023-06-21 17:26:36,24.0,,,,,
,1,124.15,19.047,26,98,438149748,-52880186,19.047,2023-06-21 17:26:37,24.0,,,,,
,1,131.34,18.048,24,98,438149475,-52881080,18.048,2023-06-21 17:26:38,24.0,,,,,
,1,137.27,17.549,23,99,438149146,-52882046,17.549,2023-06-21 17:26:39,24.0,,,,,
,1,141.25,16.992,21,100,438144552,-52892053,16.992,2023-06-21 17:26:40,24.0,,,,,
,2,145.14,16.436,20,100,438140104,-52901729,16.436,2023-06-21 17:26:41,24.0,,,,,
,2,146.24,15.871,19,100,438139971,-52901726,15.871,2023-06-21 17:26:42,24.0,,,,,
,2,147.13,15.042,18,101,438139932,-52901623,15.042,2023-06-21 17:26:43,24.0,,,,,
,2,149.27,14.405,16,101,438140063,-52901391,14.405,2023-06-21 17:26:44,24.0,,,,,
,2,149.72,13.448,16,101,438140066,-52901333,13.448,2023-06-21 17:26:45,24.0,,,,,
,2,150.48,12.706,15,102,438140159,-52901392,12.706,2023-06-21 17:26:46,24.0,,,,,
,2,152.16,11.677,15,102,438140299,-52901366,11.677,2023-06-21 17:26:47,24.0,,,,,
,2,154.57,10.882,14,104,438140564,-52901229,10.882,2023-06-21 17:26:48,24.0,,,,,
,3,155.64,9.796,14,105,438140564,-52901086,9.796,2023-06-21 17:26:49,24.0,,,,,
,3,156.7,8.973,14,107,438140569,-52900948,8.973,2023-06-21 17:26:50,24.0,,,,,
,3,158.58,7.871,17,108,438140709,-52900750,7.871,2023-06-21 17:26:51,24.0,,,,,
,3,160.97,7.026,20,109,438140941,-52900596,7.026,2023-06-21 17:26:52,24.0,,,,,
,3,163.86,6.011,21,109,438141251,-52900574,6.011,2023-06-21 17:26:53,24.0,,,,,
,3,168.58,5.215,20,111,438141718,-52900596,5.215,2023-06-21 17:26:54,24.0,,,,,
,3,171.99,4.775,19,111,438142114,-52900573,4.775,2023-06-21 17:26:55,24.0,,,,,
,4,173.93,4.425,18,112,438142300,-52900522,4.425,2023-06-21 17:26:56,24.0,,,,,
,4,176.23,3.887,18,112,438142527,-52900701,3.887,2023-06-21 17:26:57,24.0,,,,,
,4,179.29,3.486,17,113,438142755,-52900983,3.486,2023-06-21 17:26:58,24.0,,,,,
,4,182.19,3.339,16,114,438142933,-52901302,3.339,2023-06-21 17:26:59,24.0,,,,,
,4,185.03,3.216,16,115,438143024,-52901661,3.216,2023-06-21 17:27:00,24.0,,,,,
,4,188.11,3.182,15,116,438143116,-52902061,3.182,2023-06-21 17:27:01,24.0,,,,,
,5,191.43,3.215,15,116,438143208,-52902477,3.215,2023-06-21 17:27:02,24.0,,,,,
,5,194.94,3.356,21,116,438143345,-52902914,3.356,2023-06-21 17:27:03,24.0,16.200000000000045,16.200000000000045,,,
,5,198.97,3.469,21,116,438143526,-52903418,3.469,2023-06-21 17:27:04,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,5,203.93,3.651,21,116,438143663,-52904052,3.651,2023-06-21 17:27:05,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,5,208.43,4.0,24,117,438143799,-52904624,4.0,2023-06-21 17:27:06,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,5,211.66,3.988,23,117,438143936,-52905019,3.988,2023-06-21 17:27:07,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,6,213.92,3.623,23,118,438144077,-52905263,3.623,2023-06-21 17:27:08,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,6,216.97,3.467,22,120,438144305,-52905585,3.467,2023-06-21 17:27:09,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,6,221.49,3.282,21,122,438144579,-52906058,3.282,2023-06-21 17:27:10,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,6,226.29,3.906,20,123,438144895,-52906602,3.906,2023-06-21 17:27:11,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,6,231.67,4.218,20,124,438145118,-52907256,4.218,2023-06-21 17:27:12,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,6,236.24,4.344,19,124,438145210,-52907849,4.344,2023-06-21 17:27:13,24.0,16.200000000000045,16.200000000000045,0.0,0.0,0.0
,7,240.16,4.414,23,123,438145343,-52908359,4.414,2023-06-21 17:27:14,24.0,16.399999999999977,16.399999999999977,0.0,0.0,0.0
,7,243.06,4.089,23,121,438145343,-52908743,4.089,2023-06-21 17:27:15,24.0,16.399999999999977,16.399999999999977,0.0,0.0,0.0
,7,246.96,3.787,23,117,438145435,-52909252,3.787,2023-06-21 17:27:16,24.0,16.399999999999977,16.399999999999977,0.0,0.0,0.0
,7,248.78,3.771,23,115,438145480,-52909488,3.771,2023-06-21 17:27:17,24.0,16.399999999999977,16.399999999999977,0.0,0.0,0.15
,7,250.66,3.752,22,114,438145528,-52909730,3.752,2023-06-21 17:27:18,24.0,16.399999999999977,16.399999999999977,0.0,0.0,0.36
,7,257.47,3.384,20,111,438145895,-52910517,3.384,2023-06-21 17:27:19,24.0,16.600000000000023,16.600000000000023,0.0,0.0,0.56
,8,261.03,3.57,19,109,438146027,-52910964,3.57,2023-06-21 17:27:20,24.0,16.600000000000023,16.600000000000023,0.0,0.0,0.74
,8,264.42,3.396,19,109,438146118,-52911402,3.396,2023-06-21 17:27:21,24.0,16.600000000000023,16.600000000000023,0.0,0.0,0.93
,8,266.84,3.368,18,109,438146202,-52911709,3.368,2023-06-21 17:27:22,24.0,16.600000000000023,16.600000000000023,0.0,0.0,1.11
,8,270.47,3.439,17,108,438146204,-52912189,3.439,2023-06-21 17:27:23,24.0,16.799999999999955,16.799999999999955,0.0,0.0,1.24
,8,271.63,3.431,16,107,438146118,-52912288,3.431,2023-06-21 17:27:24,24.0,16.799999999999955,16.799999999999955,0.0,0.0,1.3
,8,272.26,2.782,16,107,438146185,-52912330,2.782,2023-06-21 17:27:25,24.0,16.799999999999955,16.799999999999955,0.0,0.0,1.29
,9,273.29,2.269,15,106,438146298,-52912385,2.269,2023-06-21 17:27:26,24.0,16.799999999999955,16.799999999999955,0.0,0.0,1.22
,9,273.58,1.771,15,106,438146298,-52912425,1.771,2023-06-21 17:27:27,24.0,16.799999999999955,16.799999999999955,0.0,0.0,1.12
,9,273.77,1.364,16,103,438146302,-52912443,1.364,2023-06-21 17:27:28,24.0,16.799999999999955,16.799999999999955,1.0,0.0,1.03
,9,274.82,1.072,18,103,438146389,-52912367,1.072,2023-06-21 17:27:29,24.0,17.0,17.0,1.0,0.0,1.01
,9,276.39,3.5,18,105,438146529,-52912378,3.5,2023-06-21 17:27:30,24.0,17.0,17.0,1.0,0.0,1.07
,9,278.97,3.439,18,106,438146632,-52912708,3.439,2023-06-21 17:27:31,24.0,17.0,17.0,1.0,0.0,1.24
,9,285.03,1.826,17,107,438147028,-52913317,1.826,2023-06-21 17:27:32,24.0,17.0,17.0,1.0,0.0,1.47
,9,288.78,2.322,17,108,438147074,-52913816,2.322,2023-06-21 17:27:33,24.0,17.0,17.0,1.0,0.0,1.67
,10,291.51,2.687,18,108,438147119,-52914177,2.687,2023-06-21 17:27:34,24.0,17.200000000000045,17.200000000000045,1.0,0.0,1.73
,10,295.04,2.912,17,107,438147165,-52914642,2.912,2023-06-21 17:27:35,24.0,17.200000000000045,17.200000000000045,1.0,0.0,1.71
,10,297.45,3.064,16,106,438147210,-52914959,3.064,2023-06-21 17:27:36,24.0,17.200000000000045,17.200000000000045,1.0,0.0,1.64
,10,299.2,2.631,16,105,438147254,-52915189,2.631,2023-06-21 17:27:37,24.0,17.200000000000045,17.200000000000045,1.0,0.0,1.56
,10,299.27,1.737,15,97,438147709,-52915237,1.737,2023-06-21 17:28:02,24.0,17.399999999999977,17.399999999999977,1.0,0.0,0.0
,10,301.6,2.227,15,96,438147709,-52915548,2.227,2023-06-21 17:28:03,24.0,17.399999999999977,17.399999999999977,1.0,0.0,0.0
,10,302.92,1.729,15,92,438147709,-52915727,1.729,2023-06-21 17:28:04,24.0,17.399999999999977,17.399999999999977,1.0,0.0,0.0
,11,304.45,1.878,15,91,438147754,-52915926,1.878,2023-06-21 17:28:05,24.0,17.399999999999977,17.399999999999977,1.0,0.0,0.0
,11,305.76,1.881,15,88,438147846,-52916065,1.881,2023-06-21 17:28:06,24.0,17.600000000000023,17.600000000000023,1.0,0.0,0.0
,11,306.92,1.881,16,87,438147935,-52916166,1.881,2023-06-21 17:28:07,24.0,17.600000000000023,17.600000000000023,1.0,0.0,0.0
,11,308.3,2.758,16,86,438148079,-52916166,2.758,2023-06-21 17:28:08,25.0,17.799999999999955,17.799999999999955,1.0,0.0,0.55
,11,311.03,2.758,16,86,438148347,-52916128,2.758,2023-06-21 17:28:09,25.0,17.799999999999955,17.799999999999955,1.0,0.0,1.7
,11,313.57,2.775,16,86,438148447,-52916445,2.775,2023-06-21 17:28:10,25.0,18.0,18.0,1.0,0.0,2.39
,11,316.6,3.276,17,87,438148755,-52916582,3.276,2023-06-21 17:28:11,25.0,18.200000000000045,18.200000000000045,2.0,0.0,3.2
,11,318.9,2.694,17,89,438148991,-52916583,2.694,2023-06-21 17:28:12,25.0,18.200000000000045,18.200000000000045,2.0,0.0,3.74
,11,321.76,2.694,16,89,438149298,-52916622,2.694,2023-06-21 17:28:13,25.0,18.399999999999977,18.399999999999977,2.0,0.0,4.05
,11,324.01,2.694,16,90,438149528,-52916600,2.694,2023-06-21 17:28:14,25.0,18.600000000000023,18.600000000000023,2.0,0.0,4.15
,11,327.82,2.694,16,91,438149903,-52916437,2.694,2023-06-21 17:28:15,25.0,18.799999999999955,18.799999999999955,2.0,0.0,4.15
,12,330.57,2.695,16,92,438150222,-52916319,2.695,2023-06-21 17:28:16,25.0,18.799999999999955,18.799999999999955,2.0,0.0,4.13
,12,333.5,2.705,16,93,438150534,-52916264,2.705,2023-06-21 17:28:17,25.0,19.0,19.0,2.0,0.0,4.17
,12,335.67,2.765,17,94,438150756,-52916247,2.765,2023-06-21 17:28:18,25.0,19.200000000000045,19.200000000000045,3.0,0.0,4.25
,12,337.88,2.631,17,96,438150983,-52916247,2.631,2023-06-21 17:28:19,25.0,19.200000000000045,19.200000000000045,3.0,0.0,4.38
,12,340.34,2.586,21,97,438151257,-52916185,2.586,2023-06-21 17:28:20,25.0,19.399999999999977,19.399999999999977,3.0,0.0,4.56
,12,343.47,2.619,21,98,438151573,-52916145,2.619,2023-06-21 17:28:21,25.0,19.600000000000023,19.600000000000023,3.0,0.0,4.72
,12,347.22,2.863,20,99,438151954,-52916250,2.863,2023-06-21 17:28:22,25.0,19.600000000000023,19.600000000000023,3.0,0.0,4.77
,12,351.21,3.138,20,101,438152407,-52916369,3.138,2023-06-21 17:28:23,25.0,19.799999999999955,19.799999999999955,3.0,0.0,4.69
,13,355.28,3.163,19,102,438152767,-52916651,3.163,2023-06-21 17:28:24,25.0,19.799999999999955,19.799999999999955,3.0,0.0,4.54
,13,358.55,3.915,19,104,438152943,-52917020,3.915,2023-06-21 17:28:25,25.0,20.0,20.0,4.0,0.0,4.31
,13,363.21,3.917,18,106,438153214,-52917551,3.917,2023-06-21 17:28:26,25.0,20.0,20.0,4.0,0.0,3.94
,13,368.53,3.81,18,107,438153447,-52918205,3.81,2023-06-21 17:28:27,25.0,20.200000000000045,20.200000000000045,4.0,0.0,3.47
,13,373.15,4.411,18,109,438153624,-52918784,4.411,2023-06-21 17:28:28,25.0,20.200000000000045,20.200000000000045,4.0,0.0,2.95
,13,377.28,4.347,18,111,438153808,-52919286,4.347,2023-06-21 17:28:29,25.0,20.200000000000045,20.200000000000045,4.0,0.0,2.43
,13,380.71,4.295,18,112,438153987,-52919676,4.295,2023-06-21 17:28:30,25.0,20.399999999999977,20.399999999999977,4.0,0.0,2.04
,14,385.34,4.254,17,114,438154219,-52920231,4.254,2023-06-21 17:28:31,25.0,20.399999999999977,20.399999999999977,4.0,0.0,1.79
,14,389.32,4.188,17,115,438154352,-52920730,4.188,2023-06-21 17:28:32,25.0,20.399999999999977,20.399999999999977,4.0,0.0,1.57
,14,393.87,4.134,16,116,438154582,-52921277,4.134,2023-06-21 17:28:33,25.0,20.399999999999977,20.399999999999977,4.0,0.0,1.41
,14,398.63,4.312,16,117,438154805,-52921840,4.312,2023-06-21 17:28:34,25.0,20.600000000000023,20.600000000000023,4.0,0.0,1.32
,14,402.67,4.46,16,118,438154988,-52922320,4.46,2023-06-21 17:28:35,25.0,20.600000000000023,20.600000000000023,4.0,0.0,1.31
,14,405.83,3.967,16,119,438155126,-52922722,3.967,2023-06-21 17:28:36,25.0,20.799999999999955,20.799999999999955,4.0,0.0,1.34
,15,410.36,3.798,16,119,438155173,-52923320,3.798,2023-06-21 17:28:37,25.0,20.799999999999955,20.799999999999955,4.0,0.0,1.41
,15,413.97,3.75,15,120,438155263,-52923797,3.75,2023-06-21 17:28:38,25.0,21.0,21.0,4.0,0.0,1.5
,15,418.06,3.859,15,119,438155313,-52924334,3.859,2023-06-21 17:28:39,25.0,21.0,21.0,5.0,0.0,1.59
,15,421.78,3.748,15,119,438155446,-52924814,3.748,2023-06-21 17:28:40,25.0,21.0,21.0,5.0,0.0,1.7
,15,425.51,3.744,15,118,438155491,-52925304,3.744,2023-06-21 17:28:41,25.0,21.200000000000045,21.200000000000045,5.0,0.0,1.84
,15,429.3,3.789,14,118,438155582,-52925805,3.789,2023-06-21 17:28:42,25.0,21.200000000000045,21.200000000000045,5.0,0.0,1.96
,16,433.12,3.807,15,117,438155628,-52926302,3.807,2023-06-21 17:28:43,25.0,21.399999999999977,21.399999999999977,5.0,0.0,2.09
,16,436.79,3.71,15,117,438155718,-52926778,3.71,2023-06-21 17:28:44,25.0,21.399999999999977,21.399999999999977,5.0,0.0,2.19
,16,440.57,3.77,16,117,438155813,-52927273,3.77,2023-06-21 17:28:45,25.0,21.600000000000023,21.600000000000023,5.0,0.0,2.26
,16,444.12,3.75,16,117,438155900,-52927732,3.75,2023-06-21 17:28:46,25.0,21.799999999999955,21.799999999999955,5.0,0.0,2.32
,16,447.73,3.75,17,117,438156036,-52928189,3.75,2023-06-21 17:28:47,25.0,21.799999999999955,21.799999999999955,5.0,0.0,2.36
,16,451.5,3.75,18,118,438156220,-52928655,3.75,2023-06-21 17:28:48,25.0,22.0,22.0,5.0,0.0,2.4
,17,454.73,3.62,17,118,438156401,-52929005,3.62,2023-06-21 17:28:49,25.0,22.0,22.0,6.0,0.0,2.45
,17,457.83,3.768,17,119,438156537,-52929384,3.768,2023-06-21 17:28:50,25.0,22.200000000000045,22.200000000000045,6.0,0.0,2.48
,17,461.02,2.796,17,119,438156673,-52929760,2.796,2023-06-21 17:28:51,25.0,22.200000000000045,22.200000000000045,6.0,0.0,2.51
,17,463.52,2.806,22,120,438156816,-52930055,2.806,2023-06-21 17:28:52,25.0,22.399999999999977,22.399999999999977,6.0,0.0,2.56
,17,467.58,2.806,21,120,438156991,-52930554,2.806,2023-06-21 17:28:53,25.0,22.399999999999977,22.399999999999977,6.0,0.0,2.62
,17,471.6,2.817,20,120,438157131,-52931067,2.817,2023-06-21 17:28:54,25.0,22.600000000000023,22.600000000000023,6.0,0.0,2.73
,18,475.36,3.296,19,120,438157178,-52931562,3.296,2023-06-21 17:28:55,25.0,22.799999999999955,22.799999999999955,6.0,0.0,2.89
,18,477.14,2.644,21,120,438157265,-52931790,2.644,2023-06-21 17:28:56,25.0,22.799999999999955,22.799999999999955,6.0,0.0,3.1
,18,479.29,2.803,21,119,438157356,-52932047,2.803,2023-06-21 17:28:57,25.0,23.0,23.0,6.0,0.0,3.31
,18,481.64,2.786,21,119,438157447,-52932348,2.786,2023-06-21 17:28:58,25.0,23.0,23.0,7.0,0.0,3.47
,18,483.86,2.249,20,120,438157493,-52932627,2.249,2023-06-21 17:28:59,25.0,23.200000000000045,23.200000000000045,7.0,0.0,3.51
,19,486.18,2.361,19,121,438157585,-52932925,2.361,2023-06-21 17:29:00,25.0,23.200000000000045,23.200000000000045,7.0,0.0,3.41
,19,489.85,2.667,19,122,438157634,-52933407,2.667,2023-06-21 17:29:01,25.0,23.200000000000045,23.200000000000045,7.0,0.0,3.22
,19,494.45,3.546,18,123,438157721,-52934015,3.546,2023-06-21 17:29:02,25.0,23.200000000000045,23.200000000000045,7.0,0.0,2.99
,19,499.15,4.143,17,124,438157860,-52934614,4.143,2023-06-21 17:29:03,25.0,23.399999999999977,23.399999999999977,7.0,0.0,2.72
,19,503.39,4.179,17,125,438157948,-52935169,4.179,2023-06-21 17:29:04,25.0,23.399999999999977,23.399999999999977,7.0,0.0,2.41
,19,507.57,4.182,17,126,438157994,-52935723,4.182,2023-06-21 17:29:05,25.0,23.399999999999977,23.399999999999977,7.0,0.0,1.99
,20,511.42,4.01,16,127,438158043,-52936236,4.01,2023-06-21 17:29:06,25.0,23.399999999999977,23.399999999999977,7.0,0.0,1.56
,20,516.83,3.93,16,128,438158130,-52936952,3.93,2023-06-21 17:29:07,25.0,23.399999999999977,23.399999999999977,7.0,0.0,1.21
,20,521.48,4.149,15,128,438158266,-52937551,4.149,2023-06-21 17:29:08,25.0,23.399999999999977,23.399999999999977,7.0,0.0,0.94
,20,525.38,4.273,15,128,438158358,-52938053,4.273,2023-06-21 17:29:09,25.0,23.399999999999977,23.399999999999977,7.0,0.0,0.72
,20,528.62,3.968,15,128,438158450,-52938472,3.968,2023-06-21 17:29:10,25.0,23.399999999999977,23.399999999999977,7.0,0.0,0.59
,21,533.52,3.77,15,128,438158585,-52939104,3.77,2023-06-21 17:29:11,25.0,23.600000000000023,23.600000000000023,7.0,0.0,0.53
,21,537.63,3.862,15,127,438158677,-52939642,3.862,2023-06-21 17:29:12,25.0,23.600000000000023,23.600000000000023,7.0,0.0,0.51
,21,541.56,3.884,15,126,438158726,-52940161,3.884,2023-06-21 17:29:13,25.0,23.600000000000023,23.600000000000023,7.0,0.0,0.53
,21,545.22,3.796,15,125,438158820,-52940643,3.796,2023-06-21 17:29:14,25.0,23.600000000000023,23.600000000000023,7.0,0.0,0.59
,21,549.86,3.748,15,124,438158995,-52941217,3.748,2023-06-21 17:29:15,25.0,23.600000000000023,23.600000000000023,7.0,0.0,0.64
,22,553.84,3.821,14,123,438159178,-52941693,3.821,2023-06-21 17:29:16,25.0,23.799999999999955,23.799999999999955,7.0,0.0,0.69
,22,556.38,3.868,14,122,438159268,-52942010,3.868,2023-06-21 17:29:17,25.0,23.799999999999955,23.799999999999955,7.0,0.0,0.76
,22,560.28,3.885,14,121,438159406,-52942512,3.885,2023-06-21 17:29:18,25.0,23.799999999999955,23.799999999999955,7.0,0.0,0.79
,22,564.31,3.993,13,120,438159451,-52943043,3.993,2023-06-21 17:29:19,25.0,23.799999999999955,23.799999999999955,8.0,0.0,0.77
,22,568.99,4.24,13,120,438159542,-52943658,4.24,2023-06-21 17:29:20,25.0,23.799999999999955,23.799999999999955,8.0,0.0,0.73
,22,573.51,4.419,12,119,438159683,-52944242,4.419,2023-06-21 17:29:21,25.0,23.799999999999955,23.799999999999955,8.0,0.0,0.67
,23,578.57,4.474,12,119,438159813,-52944886,4.474,2023-06-21 17:29:22,25.0,23.799999999999955,23.799999999999955,8.0,0.0,0.61
,23,582.13,4.482,12,118,438159952,-52945336,4.482,2023-06-21 17:29:23,25.0,23.799999999999955,23.799999999999955,8.0,0.0,0.53
,23,586.11,4.126,12,118,438160086,-52945842,4.126,2023-06-21 17:29:24,25.0,23.799999999999955,23.799999999999955,8.0,0.0,0.48
,23,590.01,3.874,14,117,438160179,-52946344,3.874,2023-06-21 17:29:25,25.0,24.0,24.0,8.0,0.0,0.44
,23,594.61,3.836,13,116,438160315,-52946941,3.836,2023-06-21 17:29:26,25.0,24.0,24.0,8.0,0.0,0.44
,23,599.13,4.409,13,115,438160405,-52947533,4.409,2023-06-21 17:29:27,25.0,24.0,24.0,8.0,0.0,0.48
,24,604.88,4.505,12,113,438160452,-52948299,4.505,2023-06-21 17:29:28,25.0,24.0,24.0,8.0,0.0,0.55
,24,608.45,4.518,12,111,438160362,-52948750,4.518,2023-06-21 17:29:29,25.0,24.0,24.0,8.0,0.0,0.63
,24,611.58,3.491,12,109,438160361,-52949170,3.491,2023-06-21 17:29:30,25.0,24.200000000000045,24.200000000000045,8.0,0.0,0.7
,24,614.71,3.245,12,108,438160501,-52949557,3.245,2023-06-21 17:29:31,25.0,24.200000000000045,24.200000000000045,8.0,0.0,0.76
,24,618.19,3.435,12,107,438160682,-52949952,3.435,2023-06-21 17:29:32,25.0,24.200000000000045,24.200000000000045,8.0,0.0,0.84
,24,621.84,3.617,12,108,438160911,-52950369,3.617,2023-06-21 17:29:33,25.0,24.399999999999977,24.399999999999977,8.0,0.0,0.92
,25,625.11,3.32,11,108,438161093,-52950714,3.32,2023-06-21 17:29:34,25.0,24.399999999999977,24.399999999999977,8.0,0.0,1.01
,25,629.31,3.327,11,109,438161280,-52951224,3.327,2023-06-21 17:29:35,25.0,24.399999999999977,24.399999999999977,8.0,0.0,1.12
,25,635.66,4.966,10,109,438161544,-52952011,4.966,2023-06-21 17:29:36,25.0,24.399999999999977,24.399999999999977,8.0,0.0,1.25
,25,639.34,5.213,10,110,438161636,-52952494,5.213,2023-06-21 17:29:37,25.0,24.600000000000023,24.600000000000023,8.0,0.0,1.42
,25,642.89,3.829,10,110,438161680,-52952962,3.829,2023-06-21 17:29:38,25.0,24.600000000000023,24.600000000000023,8.0,0.0,1.58
,25,648.26,3.598,9,109,438161817,-52953668,3.598,2023-06-21 17:29:39,25.0,24.799999999999955,24.799999999999955,8.0,0.0,1.67
,25,651.99,3.717,9,109,438161908,-52954139,3.717,2023-06-21 17:29:40,25.0,24.799999999999955,24.799999999999955,8.0,0.0,1.68
,26,653.27,3.714,11,107,438161956,-52954299,3.714,2023-06-21 17:29:41,25.0,25.0,25.0,9.0,0.0,1.7
,26,654.18,2.578,12,106,438162045,-52954283,2.578,2023-06-21 17:29:42,25.0,25.0,25.0,9.0,0.0,1.76
,26,654.92,2.354,19,106,438162135,-52954283,2.354,2023-06-21 17:29:43,25.0,25.200000000000045,25.200000000000045,9.0,0.0,1.89
,26,657.4,2.196,18,105,438162320,-52954524,2.196,2023-06-21 17:29:44,25.0,25.399999999999977,25.399999999999977,9.0,0.0,2.1
,26,658.57,2.081,17,106,438162410,-52954620,2.081,2023-06-21 17:29:45,25.0,25.399999999999977,25.399999999999977,9.0,0.0,2.41
,26,659.73,1.854,18,106,438162500,-52954760,1.854,2023-06-21 17:29:46,25.0,25.600000000000023,25.600000000000023,9.0,0.0,2.82
,26,660.37,1.68,18,106,438162546,-52954800,1.68,2023-06-21 17:29:47,25.0,25.600000000000023,25.600000000000023,9.0,0.0,3.28
,27,661.14,1.45,17,107,438162638,-52954817,1.45,2023-06-21 17:29:48,25.0,25.799999999999955,25.799999999999955,9.0,0.0,3.76
,27,661.9,1.272,17,107,438162684,-52954822,1.272,2023-06-21 17:29:49,25.0,25.799999999999955,25.799999999999955,9.0,0.0,4.26
,27,663.29,1.143,16,108,438162772,-52954996,1.143,2023-06-21 17:29:50,25.0,26.0,26.0,10.0,0.0,4.69
,27,665.18,1.85,16,109,438162819,-52955237,1.85,2023-06-21 17:29:51,25.0,26.0,26.0,10.0,0.0,4.89
,27,667.81,2.201,15,110,438162910,-52955573,2.201,2023-06-21 17:29:52,25.0,26.0,26.0,10.0,0.0,4.83
,27,670.87,2.409,14,110,438162956,-52955975,2.409,2023-06-21 17:29:53,25.0,26.0,26.0,10.0,0.0,4.54
,27,673.98,2.574,13,110,438163001,-52956385,2.574,2023-06-21 17:29:54,25.0,26.0,26.0,10.0,0.0,4.08
,28,676.76,2.575,13,109,438163091,-52956743,2.575,2023-06-21 17:29:55,25.0,26.200000000000045,26.200000000000045,10.0,0.0,3.51
,28,679.6,2.454,13,110,438163230,-52957066,2.454,2023-06-21 17:29:56,25.0,26.200000000000045,26.200000000000045,10.0,0.0,3.01
,28,682.34,2.525,13,110,438163454,-52957341,2.525,2023-06-21 17:29:57,25.0,26.399999999999977,26.399999999999977,10.0,0.0,2.72
,28,684.79,2.507,12,111,438163637,-52957580,2.507,2023-06-21 17:29:58,25.0,26.399999999999977,26.399999999999977,10.0,0.0,2.61
,28,687.25,2.493,12,110,438163775,-52957821,2.493,2023-06-21 17:29:59,25.0,26.600000000000023,26.600000000000023,10.0,0.0,2.68
,28,688.18,2.479,12,111,438163819,-52957939,2.479,2023-06-21 17:30:00,25.0,26.600000000000023,26.600000000000023,10.0,0.0,2.8
,28,689.32,2.204,16,111,438163729,-52957822,2.204,2023-06-21 17:30:01,25.0,26.799999999999955,26.799999999999955,10.0,0.0,2.92
,29,691.11,1.982,21,111,438163639,-52957606,1.982,2023-06-21 17:30:02,25.0,26.799999999999955,26.799999999999955,10.0,0.0,3.03
,29,692.01,1.953,23,112,438163638,-52957486,1.953,2023-06-21 17:30:03,25.0,27.0,27.0,10.0,0.0,3.15
,29,693.28,1.797,23,112,438163779,-52957549,1.797,2023-06-21 17:30:04,25.0,27.0,27.0,11.0,0.0,3.31
,29,695.19,1.797,22,113,438163910,-52957723,1.797,2023-06-21 17:30:05,25.0,27.200000000000045,27.200000000000045,11.0,0.0,3.6
,29,697.34,1.797,22,114,438164047,-52957979,1.797,2023-06-21 17:30:06,25.0,27.399999999999977,27.399999999999977,11.0,0.0,4.11
,29,700.01,2.4,21,115,438164190,-52958285,2.4,2023-06-21 17:30:07,25.0,27.600000000000023,27.600000000000023,11.0,0.0,4.84
,30,702.71,2.5,21,116,438164373,-52958566,2.5,2023-06-21 17:30:08,25.0,27.799999999999955,27.799999999999955,11.0,0.0,5.74
,30,705.32,2.494,20,116,438164551,-52958839,2.494,2023-06-21 17:30:09,25.0,28.0,28.0,11.0,0.0,6.61
,30,707.93,2.159,19,117,438164730,-52959112,2.159,2023-06-21 17:30:10,25.0,28.200000000000045,28.200000000000045,11.0,0.0,7.16
,30,710.71,2.25,19,117,438164866,-52959413,2.25,2023-06-21 17:30:11,26.0,28.200000000000045,28.200000000000045,12.0,0.0,7.27
,30,713.74,2.381,19,117,438165104,-52959721,2.381,2023-06-21 17:30:12,26.0,28.399999999999977,28.399999999999977,12.0,0.0,7.08
,30,716.51,2.381,18,118,438165320,-52959987,2.381,2023-06-21 17:30:13,26.0,28.600000000000023,28.600000000000023,12.0,0.0,6.75
,31,719.2,2.399,18,118,438165466,-52960281,2.399,2023-06-21 17:30:14,26.0,28.799999999999955,28.799999999999955,12.0,0.0,6.38
