battery_soc,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,temperature,altitude,enhanced_altitude,ascent,descent,grade
,232,3346.24,1.88,4,161,438339674,-53145109,1.88,2023-06-21 17:45:45,29.0,128.60000000000002,128.60000000000002,127.0,15.0,7.18
,232,3348.29,1.945,4,161,438339767,-53145370,1.945,2023-06-21 17:45:46,29.0,128.79999999999995,128.79999999999995,127.0,15.0,6.54
,233,3350.28,1.953,4,160,438339812,-53145629,1.953,2023-06-21 17:45:47,29.0,128.79999999999995,128.79999999999995,127.0,15.0,5.79
,233,3352.71,2.371,5,160,438339953,-53145915,2.371,2023-06-21 17:45:48,29.0,128.79999999999995,128.79999999999995,127.0,15.0,5.03
,233,3354.81,2.139,5,159,438340089,-53146132,2.139,2023-06-21 17:45:49,29.0,128.79999999999995,128.79999999999995,127.0,15.0,4.33
,233,3357.1,2.261,5,158,438340225,-53146367,2.261,2023-06-21 17:45:50,29.0,128.79999999999995,128.79999999999995,127.0,15.0,3.64
,234,3359.46,2.339,5,162,438340409,-53146611,2.339,2023-06-21 17:45:51,29.0,128.79999999999995,128.79999999999995,127.0,15.0,2.96
,234,3362.13,2.625,5,162,438340590,-53146890,2.625,2023-06-21 17:45:52,29.0,129.0,129.0,127.0,15.0,2.37
,234,3364.81,2.67,5,160,438340721,-53147174,2.67,2023-06-21 17:45:53,29.0,129.0,129.0,127.0,15.0,1.88
,235,3367.38,2.581,5,156,438340904,-53147455,2.581,2023-06-21 17:45:54,29.0,129.0,129.0,128.0,15.0,1.47
,235,3370.26,2.829,5,155,438341094,-53147743,2.829,2023-06-21 17:45:55,29.0,129.0,129.0,128.0,15.0,1.1
,235,3372.85,2.658,5,153,438341314,-53147996,2.658,2023-06-21 17:45:56,29.0,129.0,129.0,128.0,15.0,0.23
,235,3375.52,2.686,4,151,438341541,-53148194,2.686,2023-06-21 17:45:57,29.0,128.79999999999995,128.79999999999995,128.0,15.0,0.0
,236,3378.29,2.752,4,150,438341777,-53148402,2.752,2023-06-21 17:45:58,29.0,128.79999999999995,128.79999999999995,128.0,15.0,0.0
,236,3380.94,2.687,4,148,438342009,-53148622,2.687,2023-06-21 17:45:59,29.0,128.79999999999995,128.79999999999995,128.0,15.0,0.0
,236,3383.54,2.703,4,148,438342235,-53148836,2.703,2023-06-21 17:46:00,29.0,128.79999999999995,128.79999999999995,128.0,15.0,0.0
,236,3386.21,2.716,5,148,438342462,-53149035,2.716,2023-06-21 17:46:01,29.0,128.79999999999995,128.79999999999995,128.0,15.0,0.0
,237,3389.31,3.043,5,148,438342736,-53149299,3.043,2023-06-21 17:46:02,29.0,128.79999999999995,128.79999999999995,128.0,15.0,0.0
,237,3392.8,3.406,5,146,438343014,-53149602,3.406,2023-06-21 17:46:03,29.0,128.60000000000002,128.60000000000002,128.0,15.0,-0.49
,237,3396.23,3.454,5,147,438343279,-53149914,3.454,2023-06-21 17:46:04,29.0,128.60000000000002,128.60000000000002,128.0,15.0,-0.77
,237,3399.62,3.662,5,147,438343510,-53150256,3.662,2023-06-21 17:46:05,29.0,128.60000000000002,128.60000000000002,128.0,15.0,-0.98
,238,3403.25,3.755,5,144,438343811,-53150594,3.755,2023-06-21 17:46:06,29.0,128.39999999999998,128.39999999999998,128.0,15.0,-1.21
,238,3407.98,4.238,5,143,438344194,-53151010,4.238,2023-06-21 17:46:07,29.0,128.39999999999998,128.39999999999998,128.0,15.0,-1.44
,238,3412.18,4.417,5,142,438344503,-53151396,4.417,2023-06-21 17:46:08,29.0,128.20000000000005,128.20000000000005,128.0,15.0,-1.63
,238,3416.62,4.406,5,140,438344832,-53151805,4.406,2023-06-21 17:46:09,29.0,128.20000000000005,128.20000000000005,128.0,15.0,-1.75
,238,3420.75,4.149,5,139,438345179,-53152185,4.149,2023-06-21 17:46:10,29.0,128.20000000000005,128.20000000000005,128.0,15.0,-1.75
,239,3424.72,3.984,5,137,438345463,-53152578,3.984,2023-06-21 17:46:11,29.0,128.20000000000005,128.20000000000005,128.0,15.0,-1.64
,239,3428.22,3.732,5,137,438345727,-53152903,3.732,2023-06-21 17:46:12,29.0,128.20000000000005,128.20000000000005,128.0,15.0,-1.44
,239,3431.5,3.728,5,137,438345956,-53153224,3.728,2023-06-21 17:46:13,29.0,128.39999999999998,128.39999999999998,128.0,15.0,-1.13
,239,3434.63,2.915,5,136,438346191,-53153554,2.915,2023-06-21 17:46:14,29.0,128.39999999999998,128.39999999999998,128.0,15.0,-0.24
,240,3437.39,2.699,5,139,438346373,-53153828,2.699,2023-06-21 17:46:15,29.0,128.39999999999998,128.39999999999998,128.0,15.0,-0.16
,240,3440.26,2.571,5,134,438346605,-53154069,2.571,2023-06-21 17:46:16,29.0,128.60000000000002,128.60000000000002,128.0,15.0,0.15
,240,3443.02,2.485,5,136,438346874,-53154284,2.485,2023-06-21 17:46:17,29.0,128.60000000000002,128.60000000000002,128.0,15.0,0.68
,240,3445.41,2.354,5,136,438347055,-53154462,2.354,2023-06-21 17:46:18,29.0,128.79999999999995,128.79999999999995,128.0,15.0,1.23
,240,3447.7,2.699,5,136,438347282,-53154600,2.699,2023-06-21 17:46:19,29.0,128.79999999999995,128.79999999999995,128.0,15.0,1.78
,241,3450.22,2.561,5,137,438347509,-53154798,2.561,2023-06-21 17:46:20,29.0,129.0,129.0,128.0,15.0,2.35
,241,3452.32,2.149,5,137,438347691,-53154937,2.149,2023-06-21 17:46:21,29.0,129.20000000000005,129.20000000000005,128.0,15.0,2.85
,241,3454.06,1.618,5,138,438347875,-53154996,1.618,2023-06-21 17:46:22,29.0,129.20000000000005,129.20000000000005,128.0,15.0,3.27
,241,3455.66,1.575,5,137,438348055,-53155077,1.575,2023-06-21 17:46:23,29.0,129.39999999999998,129.39999999999998,128.0,15.0,3.62
,242,3457.31,1.575,5,138,438348185,-53155191,1.575,2023-06-21 17:46:24,29.0,129.60000000000002,129.60000000000002,128.0,15.0,3.96
,242,3459.38,1.643,5,140,438348421,-53155289,1.643,2023-06-21 17:46:25,29.0,129.60000000000002,129.60000000000002,129.0,15.0,4.4
,242,3461.06,1.923,5,140,438348603,-53155314,1.923,2023-06-21 17:46:26,29.0,129.79999999999995,129.79999999999995,129.0,15.0,5.01
,242,3462.97,1.876,5,141,438348782,-53155393,1.876,2023-06-21 17:46:27,29.0,130.0,130.0,129.0,15.0,5.81
,242,3464.35,1.738,5,144,438348920,-53155450,1.738,2023-06-21 17:46:28,29.0,130.20000000000005,130.20000000000005,129.0,15.0,6.73
,243,3466.12,1.631,5,146,438349101,-53155529,1.631,2023-06-21 17:46:29,29.0,130.39999999999998,130.39999999999998,129.0,15.0,7.54
,243,3467.65,1.631,5,145,438349240,-53155570,1.631,2023-06-21 17:46:30,29.0,130.60000000000002,130.60000000000002,129.0,15.0,8.14
,243,3469.36,1.631,4,146,438349417,-53155647,1.631,2023-06-21 17:46:31,29.0,130.79999999999995,130.79999999999995,130.0,15.0,8.59
,243,3470.87,1.639,4,148,438349598,-53155688,1.639,2023-06-21 17:46:32,29.0,131.0,131.0,130.0,15.0,9.01
,244,3472.55,1.639,4,149,438349739,-53155791,1.639,2023-06-21 17:46:33,29.0,131.20000000000005,131.20000000000005,130.0,15.0,9.49
,244,3474.1,1.639,4,148,438349920,-53155848,1.639,2023-06-21 17:46:34,29.0,131.39999999999998,131.39999999999998,130.0,15.0,10.02
,244,3475.62,1.63,4,150,438350054,-53155909,1.63,2023-06-21 17:46:35,29.0,131.60000000000002,131.60000000000002,130.0,15.0,10.5
,244,3477.25,1.61,4,149,438350239,-53155993,1.61,2023-06-21 17:46:36,29.0,131.79999999999995,131.79999999999995,131.0,15.0,10.86
,245,3478.82,1.592,4,151,438350376,-53156109,1.592,2023-06-21 17:46:37,29.0,132.0,132.0,131.0,15.0,11.07
,245,3480.29,1.592,4,150,438350509,-53156147,1.592,2023-06-21 17:46:38,29.0,132.20000000000005,132.20000000000005,131.0,15.0,11.18
,245,3481.88,1.591,4,152,438350695,-53156083,1.591,2023-06-21 17:46:39,29.0,132.39999999999998,132.39999999999998,131.0,15.0,11.29
,245,3483.57,1.583,4,153,438350876,-53156045,1.583,2023-06-21 17:46:40,29.0,132.60000000000002,132.60000000000002,131.0,15.0,11.4
,246,3484.98,1.583,4,152,438351007,-53156045,1.583,2023-06-21 17:46:41,29.0,133.0,133.0,132.0,15.0,11.5
,246,3486.49,1.519,4,154,438351145,-53156148,1.519,2023-06-21 17:46:42,29.0,133.20000000000005,133.20000000000005,132.0,15.0,11.59
,246,3488.09,1.52,4,155,438351327,-53156228,1.52,2023-06-21 17:46:43,29.0,133.39999999999998,133.39999999999998,132.0,15.0,11.71
,246,3489.69,1.583,4,153,438351467,-53156350,1.583,2023-06-21 17:46:44,29.0,133.60000000000002,133.60000000000002,132.0,15.0,11.86
,247,3491.09,1.583,4,154,438351600,-53156466,1.583,2023-06-21 17:46:45,29.0,133.79999999999995,133.79999999999995,132.0,15.0,12.01
,247,3492.69,1.583,4,156,438351743,-53156526,1.583,2023-06-21 17:46:46,29.0,134.0,134.0,133.0,15.0,12.16
,247,3494.26,1.583,4,157,438351922,-53156604,1.583,2023-06-21 17:46:47,29.0,134.20000000000005,134.20000000000005,133.0,15.0,12.3
,248,3495.79,1.584,4,156,438352062,-53156644,1.584,2023-06-21 17:46:48,29.0,134.39999999999998,134.39999999999998,133.0,15.0,12.36
,248,3497.29,1.603,4,156,438352242,-53156683,1.603,2023-06-21 17:46:49,29.0,134.60000000000002,134.60000000000002,133.0,15.0,12.32
,248,3498.98,1.603,4,158,438352425,-53156707,1.603,2023-06-21 17:46:50,29.0,134.79999999999995,134.79999999999995,134.0,15.0,12.14
,248,3500.49,1.603,4,158,438352561,-53156749,1.603,2023-06-21 17:46:51,29.0,135.0,135.0,134.0,15.0,11.83
,249,3502.11,1.603,4,157,438352697,-53156844,1.603,2023-06-21 17:46:52,29.0,135.20000000000005,135.20000000000005,134.0,15.0,11.48
,249,3503.56,1.602,4,158,438352879,-53156922,1.602,2023-06-21 17:46:53,29.0,135.39999999999998,135.39999999999998,134.0,15.0,11.17
,249,3505.05,1.582,4,158,438353018,-53156943,1.582,2023-06-21 17:46:54,29.0,135.60000000000002,135.60000000000002,134.0,15.0,10.96
,249,3506.53,1.556,4,157,438353198,-53156918,1.556,2023-06-21 17:46:55,29.0,135.79999999999995,135.79999999999995,134.0,15.0,10.83
,250,3508.07,1.556,4,159,438353336,-53156862,1.556,2023-06-21 17:46:56,29.0,136.0,136.0,135.0,15.0,10.79
,250,3509.57,1.556,4,158,438353515,-53156823,1.556,2023-06-21 17:46:57,29.0,136.20000000000005,136.20000000000005,135.0,15.0,10.86
,250,3511.08,1.556,4,160,438353655,-53156801,1.556,2023-06-21 17:46:58,29.0,136.39999999999998,136.39999999999998,135.0,15.0,11.02
,251,3512.72,1.556,4,159,438353833,-53156803,1.556,2023-06-21 17:46:59,29.0,136.60000000000002,136.60000000000002,135.0,15.0,11.27
,251,3514.22,1.555,4,159,438353970,-53156842,1.555,2023-06-21 17:47:00,29.0,136.79999999999995,136.79999999999995,136.0,15.0,11.58
,251,3515.77,1.519,4,161,438354155,-53156883,1.519,2023-06-21 17:47:01,29.0,137.20000000000005,137.20000000000005,136.0,15.0,11.93
,251,3517.45,1.519,4,161,438354336,-53156922,1.519,2023-06-21 17:47:02,29.0,137.39999999999998,137.39999999999998,136.0,15.0,12.31
,252,3518.91,1.501,4,163,438354470,-53156944,1.501,2023-06-21 17:47:03,29.0,137.60000000000002,137.60000000000002,136.0,15.0,12.72
,252,3520.17,1.519,4,162,438354603,-53156944,1.519,2023-06-21 17:47:04,29.0,137.79999999999995,137.79999999999995,136.0,15.0,13.1
,252,3521.72,1.519,4,163,438354790,-53156921,1.519,2023-06-21 17:47:05,29.0,138.0,138.0,137.0,15.0,13.52
,252,3523.16,1.5,4,163,438354924,-53156921,1.5,2023-06-21 17:47:06,29.0,138.20000000000005,138.20000000000005,137.0,15.0,13.94
,253,3524.87,1.5,4,163,438355111,-53156945,1.5,2023-06-21 17:47:07,29.0,138.39999999999998,138.39999999999998,137.0,15.0,14.31
,253,3526.36,1.5,4,164,438355291,-53156985,1.5,2023-06-21 17:47:08,29.0,138.60000000000002,138.60000000000002,137.0,15.0,14.55
,253,3528.07,1.5,4,166,438355473,-53157026,1.5,2023-06-21 17:47:09,29.0,138.79999999999995,138.79999999999995,138.0,15.0,14.66
,254,3529.55,1.5,4,165,438355604,-53157080,1.5,2023-06-21 17:47:10,29.0,139.0,139.0,138.0,15.0,14.63
,254,3531.38,1.5,4,167,438355793,-53157163,1.5,2023-06-21 17:47:11,29.0,139.20000000000005,139.20000000000005,138.0,15.0,14.44
,254,3532.98,1.5,4,165,438355974,-53157243,1.5,2023-06-21 17:47:12,29.0,139.60000000000002,139.60000000000002,138.0,15.0,14.15
,254,3534.57,1.5,4,165,438356111,-53157325,1.5,2023-06-21 17:47:13,29.0,139.79999999999995,139.79999999999995,139.0,15.0,13.78
,255,3535.94,1.5,4,165,438356241,-53157439,1.5,2023-06-21 17:47:14,29.0,140.0,140.0,139.0,15.0,13.32
,255,3537.59,1.501,4,165,438356386,-53157562,1.501,2023-06-21 17:47:15,29.0,140.20000000000005,140.20000000000005,139.0,15.0,12.91
,255,3539.33,1.519,4,167,438356564,-53157640,1.519,2023-06-21 17:47:16,29.0,140.39999999999998,140.39999999999998,139.0,15.0,12.65
,256,3540.93,1.519,4,165,438356703,-53157721,1.519,2023-06-21 17:47:17,29.0,140.60000000000002,140.60000000000002,139.0,15.0,12.54
,256,3542.49,1.521,4,165,438356880,-53157798,1.521,2023-06-21 17:47:18,29.0,140.79999999999995,140.79999999999995,140.0,15.0,12.56
,256,3544.12,1.628,4,166,438357019,-53157883,1.628,2023-06-21 17:47:19,29.0,141.0,141.0,140.0,15.0,12.71
,257,3545.5,1.5,4,166,438357107,-53158020,1.5,2023-06-21 17:47:20,29.0,141.20000000000005,141.20000000000005,140.0,15.0,12.9
,257,3546.82,1.5,4,166,438357151,-53158197,1.5,2023-06-21 17:47:21,29.0,141.39999999999998,141.39999999999998,140.0,15.0,13.02
,257,3548.43,1.519,4,166,438357106,-53158408,1.519,2023-06-21 17:47:22,29.0,141.60000000000002,141.60000000000002,141.0,15.0,13.0
,257,3550.35,1.573,4,168,438357155,-53158660,1.573,2023-06-21 17:47:23,29.0,141.79999999999995,141.79999999999995,141.0,15.0,12.9
,258,3552.13,1.798,4,167,438357242,-53158888,1.798,2023-06-21 17:47:24,29.0,142.0,142.0,141.0,15.0,12.73
,258,3553.74,1.635,4,167,438357288,-53159089,1.635,2023-06-21 17:47:25,29.0,142.39999999999998,142.39999999999998,141.0,15.0,12.5
,258,3555.44,1.691,4,168,438357381,-53159281,1.691,2023-06-21 17:47:26,29.0,142.60000000000002,142.60000000000002,141.0,15.0,12.25
,259,3557.37,1.89,4,168,438357424,-53159526,1.89,2023-06-21 17:47:27,29.0,142.79999999999995,142.79999999999995,142.0,15.0,12.06
,259,3558.73,1.921,4,168,438357424,-53159705,1.921,2023-06-21 17:47:28,29.0,143.0,143.0,142.0,15.0,11.98
,259,3560.56,1.846,4,168,438357426,-53159950,1.846,2023-06-21 17:47:29,29.0,143.20000000000005,143.20000000000005,142.0,15.0,11.98
,259,3562.06,1.62,4,167,438357473,-53160148,1.62,2023-06-21 17:47:30,29.0,143.60000000000002,143.60000000000002,142.0,15.0,12.05
,260,3563.71,1.642,4,168,438357564,-53160344,1.642,2023-06-21 17:47:31,29.0,143.79999999999995,143.79999999999995,143.0,15.0,12.2
,260,3565.15,1.59,4,169,438357656,-53160467,1.59,2023-06-21 17:47:32,29.0,144.20000000000005,144.20000000000005,143.0,15.0,12.44
,260,3566.73,1.562,4,167,438357743,-53160643,1.562,2023-06-21 17:47:33,29.0,144.39999999999998,144.39999999999998,143.0,15.0,12.83
,261,3567.83,1.5,4,169,438357789,-53160779,1.5,2023-06-21 17:47:34,29.0,144.60000000000002,144.60000000000002,143.0,15.0,13.32
,261,3569.07,1.446,4,169,438357831,-53160943,1.446,2023-06-21 17:47:35,29.0,145.0,145.0,144.0,15.0,13.95
,261,3570.53,1.5,4,167,438357741,-53161126,1.5,2023-06-21 17:47:36,29.0,145.20000000000005,145.20000000000005,144.0,15.0,14.64
,262,3572.11,1.5,4,169,438357696,-53161324,1.5,2023-06-21 17:47:37,29.0,145.39999999999998,145.39999999999998,144.0,15.0,15.25
,262,3573.73,1.492,4,168,438357648,-53161521,1.492,2023-06-21 17:47:38,29.0,145.79999999999995,145.79999999999995,145.0,15.0,15.58
,262,3575.33,1.492,4,167,438357560,-53161713,1.492,2023-06-21 17:47:39,29.0,146.0,146.0,145.0,15.0,15.56
,262,3576.82,1.491,4,167,438357512,-53161900,1.491,2023-06-21 17:47:40,29.0,146.20000000000005,146.20000000000005,145.0,15.0,15.22
,263,3578.27,1.465,4,168,438357424,-53162077,1.465,2023-06-21 17:47:41,29.0,146.39999999999998,146.39999999999998,145.0,15.0,14.72
,263,3579.94,1.492,4,167,438357424,-53162301,1.492,2023-06-21 17:47:42,29.0,146.60000000000002,146.60000000000002,145.0,15.0,14.16
,263,3581.69,1.499,4,169,438357424,-53162536,1.499,2023-06-21 17:47:43,29.0,146.79999999999995,146.79999999999995,146.0,15.0,13.63
,264,3583.49,1.789,5,168,438357424,-53162776,1.789,2023-06-21 17:47:44,29.0,147.0,147.0,146.0,15.0,13.16
,264,3585.07,1.566,5,170,438357424,-53162984,1.566,2023-06-21 17:47:45,29.0,147.20000000000005,147.20000000000005,146.0,15.0,12.78
,264,3586.72,1.564,5,168,438357424,-53163205,1.564,2023-06-21 17:47:46,29.0,147.39999999999998,147.39999999999998,146.0,15.0,12.42
,265,3588.12,1.547,4,168,438357379,-53163384,1.547,2023-06-21 17:47:47,29.0,147.60000000000002,147.60000000000002,146.0,15.0,11.94
,265,3589.6,1.548,4,170,438357332,-53163564,1.548,2023-06-21 17:47:48,29.0,147.60000000000002,147.60000000000002,147.0,15.0,11.39
,265,3590.91,1.564,4,168,438357288,-53163740,1.564,2023-06-21 17:47:49,29.0,147.79999999999995,147.79999999999995,147.0,15.0,10.78
,265,3592.61,1.564,4,170,438357288,-53163959,1.564,2023-06-21 17:47:50,29.0,148.0,148.0,147.0,15.0,10.17
,266,3594.24,1.602,5,169,438357243,-53164178,1.602,2023-06-21 17:47:51,29.0,148.20000000000005,148.20000000000005,147.0,15.0,9.62
,266,3595.89,1.611,5,169,438357242,-53164395,1.611,2023-06-21 17:47:52,29.0,148.20000000000005,148.20000000000005,147.0,15.0,9.16
,266,3597.46,1.601,5,171,438357242,-53164605,1.601,2023-06-21 17:47:53,29.0,148.39999999999998,148.39999999999998,147.0,15.0,8.72
,267,3599.05,1.564,5,169,438357243,-53164821,1.564,2023-06-21 17:47:54,29.0,148.39999999999998,148.39999999999998,148.0,15.0,8.28
,267,3600.99,1.603,5,171,438357288,-53165073,1.603,2023-06-21 17:47:55,29.0,148.60000000000002,148.60000000000002,148.0,15.0,7.84
,267,3602.38,1.939,5,169,438357288,-53165255,1.939,2023-06-21 17:47:56,29.0,148.79999999999995,148.79999999999995,148.0,15.0,7.48
,268,3603.96,1.641,5,170,438357378,-53165453,1.641,2023-06-21 17:47:57,29.0,148.79999999999995,148.79999999999995,148.0,15.0,7.2
,268,3605.73,1.753,4,169,438357425,-53165674,1.753,2023-06-21 17:47:58,29.0,149.0,149.0,148.0,15.0,7.02
,268,3607.31,1.619,4,169,438357470,-53165873,1.619,2023-06-21 17:47:59,29.0,149.20000000000005,149.20000000000005,148.0,15.0,6.89
,268,3608.85,1.629,5,170,438357471,-53166078,1.629,2023-06-21 17:48:00,29.0,149.20000000000005,149.20000000000005,148.0,15.0,6.83
,269,3610.78,1.873,5,170,438357514,-53166332,1.873,2023-06-21 17:48:01,29.0,149.39999999999998,149.39999999999998,148.0,15.0,6.87
,269,3612.28,1.644,5,170,438357472,-53166531,1.644,2023-06-21 17:48:02,29.0,149.60000000000002,149.60000000000002,149.0,15.0,6.94
,269,3613.78,1.564,5,169,438357515,-53166731,1.564,2023-06-21 17:48:03,29.0,149.60000000000002,149.60000000000002,149.0,15.0,7.01
,270,3615.28,1.564,5,168,438357517,-53166930,1.564,2023-06-21 17:48:04,29.0,149.79999999999995,149.79999999999995,149.0,15.0,7.07
,270,3616.78,1.575,5,169,438357561,-53167129,1.575,2023-06-21 17:48:05,29.0,150.0,150.0,149.0,15.0,7.11
,270,3618.29,1.564,5,168,438357559,-53167330,1.564,2023-06-21 17:48:06,29.0,150.0,150.0,149.0,15.0,7.14
,271,3619.99,1.575,5,168,438357516,-53167557,1.575,2023-06-21 17:48:07,29.0,150.20000000000005,150.20000000000005,149.0,15.0,7.14
,271,3621.82,1.575,4,169,438357561,-53167800,1.575,2023-06-21 17:48:08,29.0,150.39999999999998,150.39999999999998,149.0,15.0,7.16
,271,3623.41,1.564,4,168,438357606,-53168007,1.564,2023-06-21 17:48:09,29.0,150.39999999999998,150.39999999999998,150.0,15.0,7.22
,271,3624.87,1.575,4,168,438357606,-53168201,1.575,2023-06-21 17:48:10,29.0,150.60000000000002,150.60000000000002,150.0,15.0,7.28
,272,3626.47,1.575,4,168,438357606,-53168412,1.575,2023-06-21 17:48:11,29.0,150.79999999999995,150.79999999999995,150.0,15.0,7.33
,272,3628.11,1.575,4,168,438357606,-53168633,1.575,2023-06-21 17:48:12,29.0,150.79999999999995,150.79999999999995,150.0,15.0,7.4
,272,3629.93,1.575,4,167,438357606,-53168872,1.575,2023-06-21 17:48:13,29.0,151.0,151.0,150.0,15.0,7.45
,273,3631.63,1.603,5,167,438357561,-53169090,1.603,2023-06-21 17:48:14,29.0,151.20000000000005,151.20000000000005,150.0,15.0,7.5
,273,3633.42,1.781,5,168,438357468,-53169320,1.781,2023-06-21 17:48:15,29.0,151.39999999999998,151.39999999999998,150.0,15.0,7.59
,273,3635.07,1.621,5,166,438357425,-53169526,1.621,2023-06-21 17:48:16,29.0,151.39999999999998,151.39999999999998,150.0,15.0,7.71
,273,3636.94,1.631,5,164,438357423,-53169775,1.631,2023-06-21 17:48:17,29.0,151.60000000000002,151.60000000000002,151.0,15.0,7.8
,274,3638.6,1.63,5,165,438357379,-53169992,1.63,2023-06-21 17:48:18,29.0,151.79999999999995,151.79999999999995,151.0,15.0,7.88
,274,3640.37,1.619,4,166,438357379,-53170228,1.619,2023-06-21 17:48:19,29.0,152.0,152.0,151.0,15.0,7.94
,274,3641.8,1.619,4,166,438357379,-53170419,1.619,2023-06-21 17:48:20,29.0,152.0,152.0,151.0,15.0,8.0
,275,3643.59,1.619,4,164,438357288,-53170641,1.619,2023-06-21 17:48:21,29.0,152.20000000000005,152.20000000000005,151.0,15.0,8.05
,275,3645.09,1.619,5,164,438357288,-53170840,1.619,2023-06-21 17:48:22,29.0,152.39999999999998,152.39999999999998,151.0,15.0,8.14
,275,3646.74,1.619,5,165,438357333,-53171056,1.619,2023-06-21 17:48:23,29.0,152.60000000000002,152.60000000000002,152.0,15.0,8.25
,276,3648.3,1.611,5,165,438357335,-53171263,1.611,2023-06-21 17:48:24,29.0,152.60000000000002,152.60000000000002,152.0,15.0,8.32
,276,3649.76,1.619,5,164,438357379,-53171457,1.619,2023-06-21 17:48:25,29.0,152.79999999999995,152.79999999999995,152.0,15.0,8.33
,276,3651.47,1.619,5,164,438357380,-53171686,1.619,2023-06-21 17:48:26,29.0,153.0,153.0,152.0,15.0,8.29
,276,3653.26,1.619,5,164,438357424,-53171910,1.619,2023-06-21 17:48:27,29.0,153.20000000000005,153.20000000000005,152.0,15.0,8.22
,277,3655.23,1.619,5,165,438357470,-53172172,1.619,2023-06-21 17:48:28,29.0,153.20000000000005,153.20000000000005,152.0,15.0,8.11
,277,3657.16,1.943,5,166,438357562,-53172418,1.943,2023-06-21 17:48:29,29.0,153.39999999999998,153.39999999999998,152.0,15.0,7.96
,277,3658.55,1.942,5,166,438357606,-53172587,1.942,2023-06-21 17:48:30,29.0,153.60000000000002,153.60000000000002,153.0,15.0,7.79
,278,3660.25,1.738,4,164,438357703,-53172776,1.738,2023-06-21 17:48:31,29.0,153.60000000000002,153.60000000000002,153.0,15.0,7.57
,278,3661.84,1.62,4,165,438357836,-53172931,1.62,2023-06-21 17:48:32,29.0,153.79999999999995,153.79999999999995,153.0,15.0,7.28
,278,3663.57,1.707,4,164,438357970,-53173088,1.707,2023-06-21 17:48:33,29.0,154.0,154.0,153.0,15.0,6.98
,278,3665.53,1.928,4,164,438358158,-53173211,1.928,2023-06-21 17:48:34,29.0,154.0,154.0,153.0,15.0,6.73
,279,3667.52,1.981,4,164,438358341,-53173308,1.981,2023-06-21 17:48:35,29.0,154.20000000000005,154.20000000000005,153.0,15.0,6.53
,279,3669.3,1.817,4,163,438358523,-53173389,1.817,2023-06-21 17:48:36,29.0,154.20000000000005,154.20000000000005,153.0,15.0,6.36
,279,3671.35,2.011,4,163,438358705,-53173508,2.011,2023-06-21 17:48:37,29.0,154.39999999999998,154.39999999999998,153.0,15.0,6.24
,280,3673.24,1.911,4,162,438358887,-53173629,1.911,2023-06-21 17:48:38,29.0,154.60000000000002,154.60000000000002,154.0,15.0,6.16
,280,3675.19,1.942,5,163,438359069,-53173769,1.942,2023-06-21 17:48:39,29.0,154.60000000000002,154.60000000000002,154.0,15.0,6.08
,280,3677.02,1.853,5,162,438359252,-53173867,1.853,2023-06-21 17:48:40,29.0,154.79999999999995,154.79999999999995,154.0,15.0,6.02
,280,3678.69,1.742,5,162,438359427,-53173982,1.742,2023-06-21 17:48:41,29.0,155.0,155.0,154.0,15.0,6.0
,281,3680.55,1.839,6,163,438359568,-53174123,1.839,2023-06-21 17:48:42,29.0,155.0,155.0,154.0,15.0,6.03
,281,3682.32,1.774,5,163,438359706,-53174283,1.774,2023-06-21 17:48:43,29.0,155.20000000000005,155.20000000000005,154.0,15.0,6.13
,281,3684.24,1.892,5,163,438359888,-53174444,1.892,2023-06-21 17:48:44,29.0,155.39999999999998,155.39999999999998,154.0,15.0,6.29
,282,3686.03,1.817,5,162,438360024,-53174583,1.817,2023-06-21 17:48:45,29.0,155.60000000000002,155.60000000000002,155.0,15.0,6.48
,282,3687.9,1.866,5,161,438360206,-53174701,1.866,2023-06-21 17:48:46,29.0,155.60000000000002,155.60000000000002,155.0,15.0,6.69
,282,3689.54,1.697,5,161,438360385,-53174797,1.697,2023-06-21 17:48:47,29.0,155.79999999999995,155.79999999999995,155.0,15.0,6.9
,282,3691.42,1.855,5,163,438360567,-53174917,1.855,2023-06-21 17:48:48,29.0,156.0,156.0,155.0,15.0,7.13
,283,3693.21,1.785,5,163,438360709,-53175041,1.785,2023-06-21 17:48:49,29.0,156.20000000000005,156.20000000000005,155.0,15.0,7.35
,283,3695.0,1.801,5,163,438360889,-53175182,1.801,2023-06-21 17:48:50,29.0,156.39999999999998,156.39999999999998,155.0,15.0,7.56
,283,3696.62,1.703,5,161,438361022,-53175315,1.703,2023-06-21 17:48:51,29.0,156.60000000000002,156.60000000000002,155.0,15.0,7.75
,283,3698.25,1.703,5,161,438361156,-53175455,1.703,2023-06-21 17:48:52,29.0,156.60000000000002,156.60000000000002,156.0,15.0,7.91
,284,3700.07,1.798,6,162,438361293,-53175592,1.798,2023-06-21 17:48:53,29.0,156.79999999999995,156.79999999999995,156.0,15.0,8.07
,284,3701.71,1.696,5,163,438361430,-53175752,1.696,2023-06-21 17:48:54,29.0,157.0,157.0,156.0,15.0,8.21
,284,3703.59,1.89,5,162,438361568,-53175936,1.89,2023-06-21 17:48:55,29.0,157.20000000000005,157.20000000000005,156.0,15.0,8.33
