calories,heart_rate,timestamp,altitude,ascent,battery_soc,descent,distance,enhanced_altitude,enhanced_speed,gps_accuracy,grade,position_lat,position_long,speed,temperature
3,105,2023-11-12 08:56:16,-6.800000000000011,0.0,,2.0,28.46,-6.800000000000011,2.626,16.0,0.0,438133725.0,-52888842.0,2.626,21.0
3,103,2023-11-12 08:56:17,-7.0,0.0,,2.0,31.08,-7.0,2.573,16.0,0.0,438133953.0,-52888702.0,2.573,21.0
3,103,2023-11-12 08:56:18,-7.0,0.0,,2.0,32.76,-7.0,2.534,16.0,0.0,438134112.0,-52888620.0,2.534,21.0
4,103,2023-11-12 08:56:19,-7.0,0.0,,2.0,35.1,-7.0,2.412,16.0,-2.07,438134350.0,-52888494.0,2.412,21.0
4,104,2023-11-12 08:56:20,-7.0,0.0,,2.0,37.77,-7.0,2.261,16.0,-2.65,438134624.0,-52888346.0,2.261,21.0
4,106,2023-11-12 08:56:21,-7.0,0.0,,2.0,41.69,-7.0,3.127,16.0,-2.45,438134983.0,-52888111.0,3.127,21.0
4,108,2023-11-12 08:56:22,-7.0,0.0,,2.0,45.92,-7.0,3.5,16.0,-2.16,438135367.0,-52887811.0,3.5,21.0
4,110,2023-11-12 08:56:23,-6.800000000000011,0.0,,2.0,51.26,-6.800000000000011,3.228,15.0,-1.58,438135801.0,-52887348.0,3.228,21.0
4,112,2023-11-12 08:56:24,-6.800000000000011,0.0,,2.0,55.93,-6.800000000000011,3.359,15.0,-0.43,438136149.0,-52886902.0,3.359,21.0
4,113,2023-11-12 08:56:25,-6.600000000000023,0.0,,2.0,60.83,-6.600000000000023,3.627,15.0,0.0,438136573.0,-52886471.0,3.627,21.0
5,114,2023-11-12 08:56:26,-6.600000000000023,0.0,,2.0,66.91,-6.600000000000023,4.186,14.0,0.93,438137059.0,-52885952.0,4.186,21.0
5,115,2023-11-12 08:56:27,-6.399999999999977,0.0,,2.0,72.35,-6.399999999999977,4.742,14.0,1.76,438137527.0,-52885511.0,4.742,21.0
5,113,2023-11-12 08:56:28,-6.399999999999977,0.0,,2.0,76.37,-6.399999999999977,4.796,13.0,2.09,438137884.0,-52885198.0,4.796,21.0
5,112,2023-11-12 08:56:29,-6.399999999999977,0.0,,2.0,80.81,-6.399999999999977,4.756,13.0,2.17,438138104.0,-52884700.0,4.756,21.0
5,111,2023-11-12 08:56:30,-6.399999999999977,0.0,,2.0,84.75,-6.399999999999977,4.746,13.0,2.05,438138085.0,-52884198.0,4.746,21.0
5,111,2023-11-12 08:56:31,-6.399999999999977,1.0,,2.0,89.22,-6.399999999999977,4.748,12.0,1.73,438137961.0,-52883624.0,4.748,21.0
6,111,2023-11-12 08:56:32,-6.199999999999989,1.0,,2.0,92.86,-6.199999999999989,4.753,14.0,1.32,438137990.0,-52883151.0,4.753,21.0
6,112,2023-11-12 08:56:33,-6.0,1.0,,2.0,96.43,-6.0,4.555,14.0,1.12,438138216.0,-52882805.0,4.555,21.0
6,113,2023-11-12 08:56:34,-5.800000000000011,1.0,,2.0,100.24,-5.800000000000011,4.367,14.0,1.21,438138454.0,-52882386.0,4.367,21.0
6,113,2023-11-12 08:56:35,-5.399999999999977,1.0,,2.0,104.51,-5.399999999999977,4.237,14.0,1.59,438138449.0,-52881839.0,4.237,21.0
6,113,2023-11-12 08:56:36,-5.399999999999977,1.0,,2.0,108.67,-5.399999999999977,4.18,15.0,2.19,438138258.0,-52881348.0,4.18,21.0
6,113,2023-11-12 08:56:37,-5.399999999999977,1.0,,2.0,113.0,-5.399999999999977,4.219,18.0,2.72,438137963.0,-52880891.0,4.219,21.0
7,113,2023-11-12 08:56:38,-5.399999999999977,2.0,,2.0,118.6,-5.399999999999977,4.271,19.0,3.05,438137583.0,-52880327.0,4.271,21.0
7,113,2023-11-12 08:56:39,-5.199999999999989,2.0,,2.0,123.95,-5.199999999999989,4.431,19.0,3.12,438137270.0,-52879721.0,4.431,21.0
7,112,2023-11-12 08:56:40,-5.199999999999989,2.0,,2.0,128.94,-5.199999999999989,4.766,20.0,3.01,438137163.0,-52879076.0,4.766,21.0
7,111,2023-11-12 08:56:41,-5.0,2.0,,2.0,135.09,-5.0,4.91,20.0,2.66,438136989.0,-52878283.0,4.91,21.0
7,110,2023-11-12 08:56:42,-5.0,2.0,,2.0,141.71,-5.0,5.824,19.0,2.11,438136956.0,-52877408.0,5.824,21.0
7,109,2023-11-12 08:56:43,-5.199999999999989,2.0,,2.0,152.25,-5.199999999999989,6.294,18.0,1.51,438137470.0,-52876179.0,6.294,21.0
7,109,2023-11-12 08:56:44,-5.199999999999989,2.0,,2.0,159.08,-5.199999999999989,6.366,17.0,0.43,438137918.0,-52875471.0,6.366,21.0
8,110,2023-11-12 08:56:45,-5.199999999999989,2.0,,2.0,165.4,-5.199999999999989,6.381,16.0,0.0,438138275.0,-52874748.0,6.381,21.0
8,111,2023-11-12 08:56:46,-5.199999999999989,2.0,,2.0,172.81,-5.199999999999989,6.816,16.0,0.0,438138610.0,-52873845.0,6.816,21.0
8,112,2023-11-12 08:56:47,-5.199999999999989,2.0,,2.0,178.09,-5.199999999999989,7.131,15.0,0.0,438138892.0,-52873240.0,7.131,21.0
8,113,2023-11-12 08:56:48,-5.0,2.0,,2.0,181.82,-5.0,6.615,14.0,0.0,438139163.0,-52872884.0,6.615,21.0
8,113,2023-11-12 08:56:49,-5.0,2.0,,2.0,185.66,-5.0,6.057,14.0,0.0,438139342.0,-52872439.0,6.057,21.0
8,114,2023-11-12 08:56:50,-5.0,2.0,,2.0,189.15,-5.0,5.233,14.0,0.0,438139445.0,-52871989.0,5.233,21.0
9,114,2023-11-12 08:56:51,-5.0,2.0,,2.0,192.91,-5.0,4.704,14.0,0.0,438139694.0,-52871612.0,4.704,21.0
9,115,2023-11-12 08:56:52,-4.800000000000011,2.0,,2.0,197.23,-4.800000000000011,4.483,13.0,0.0,438140044.0,-52871226.0,4.483,21.0
9,115,2023-11-12 08:56:53,-4.800000000000011,2.0,,2.0,201.51,-4.800000000000011,4.377,12.0,0.0,438140442.0,-52870966.0,4.377,21.0
9,116,2023-11-12 08:56:54,-4.800000000000011,2.0,,2.0,205.52,-4.800000000000011,4.266,12.0,0.0,438140821.0,-52870782.0,4.266,21.0
9,118,2023-11-12 08:56:55,-4.600000000000023,2.0,,2.0,209.14,-4.600000000000023,4.085,15.0,0.0,438141120.0,-52870489.0,4.085,21.0
9,119,2023-11-12 08:56:56,-4.600000000000023,2.0,,2.0,212.72,-4.600000000000023,3.949,15.0,0.72,438141362.0,-52870112.0,3.949,21.0
10,120,2023-11-12 08:56:57,-4.600000000000023,2.0,,2.0,216.54,-4.600000000000023,3.922,15.0,1.13,438141556.0,-52869661.0,3.922,21.0
10,121,2023-11-12 08:56:58,-4.399999999999977,2.0,,2.0,220.05,-4.399999999999977,3.927,15.0,1.22,438141675.0,-52869222.0,3.927,21.0
10,122,2023-11-12 08:56:59,-4.399999999999977,2.0,,2.0,222.51,-4.399999999999977,3.606,14.0,1.35,438141734.0,-52868901.0,3.606,21.0
10,123,2023-11-12 08:57:00,-4.600000000000023,2.0,,2.0,225.42,-4.600000000000023,3.228,14.0,1.37,438141651.0,-52868538.0,3.228,21.0
10,122,2023-11-12 08:57:01,-4.800000000000011,2.0,,2.0,228.82,-4.800000000000011,3.194,14.0,1.15,438141514.0,-52868115.0,3.194,21.0
11,123,2023-11-12 08:57:02,-5.0,2.0,,2.0,233.54,-5.0,3.25,15.0,0.35,438141346.0,-52867522.0,3.25,20.0
11,122,2023-11-12 08:57:03,-5.199999999999989,2.0,,2.0,237.56,-5.199999999999989,4.119,14.0,0.0,438141100.0,-52867104.0,4.119,20.0
11,121,2023-11-12 08:57:04,-5.399999999999977,2.0,,3.0,242.2,-5.399999999999977,4.578,14.0,-0.97,438140698.0,-52866745.0,4.578,20.0
11,120,2023-11-12 08:57:05,-5.600000000000023,2.0,,3.0,248.42,-5.600000000000023,5.077,14.0,-2.19,438140147.0,-52866281.0,5.077,20.0
11,119,2023-11-12 08:57:06,-5.800000000000011,2.0,,3.0,254.94,-5.800000000000011,5.883,14.0,-3.2,438139654.0,-52865676.0,5.883,20.0
11,119,2023-11-12 08:57:07,-6.199999999999989,2.0,,3.0,261.95,-6.199999999999989,6.272,13.0,-4.02,438139133.0,-52864975.0,6.272,20.0
12,118,2023-11-12 08:57:08,-6.600000000000023,2.0,,3.0,269.09,-6.600000000000023,6.572,13.0,-4.57,438138618.0,-52864257.0,6.572,20.0
12,118,2023-11-12 08:57:09,-7.199999999999989,2.0,,4.0,275.74,-7.199999999999989,6.675,13.0,-4.83,438138120.0,-52863616.0,6.675,20.0
12,117,2023-11-12 08:57:10,-7.600000000000023,2.0,,4.0,280.98,-7.600000000000023,5.883,15.0,-4.98,438137778.0,-52863068.0,5.883,20.0
12,117,2023-11-12 08:57:11,-8.0,2.0,,5.0,285.09,-8.0,5.558,18.0,-5.19,438137600.0,-52862577.0,5.558,20.0
12,117,2023-11-12 08:57:12,-8.399999999999977,2.0,,5.0,289.12,-8.399999999999977,5.305,20.0,-5.45,438137401.0,-52862100.0,5.305,20.0
12,115,2023-11-12 08:57:13,-9.0,2.0,,6.0,293.87,-9.0,4.673,21.0,-5.77,438137108.0,-52861569.0,4.673,20.0
13,114,2023-11-12 08:57:14,-9.399999999999977,2.0,,6.0,299.28,-9.399999999999977,4.869,20.0,-6.17,438136791.0,-52860959.0,4.869,20.0
13,113,2023-11-12 08:57:15,-9.800000000000011,2.0,,6.0,304.83,-9.800000000000011,5.047,20.0,-6.57,438136504.0,-52860321.0,5.047,20.0
13,112,2023-11-12 08:57:16,-10.199999999999989,2.0,,7.0,310.39,-10.199999999999989,5.235,19.0,-6.93,438136230.0,-52859671.0,5.235,20.0
13,110,2023-11-12 08:57:17,-10.399999999999977,2.0,,7.0,316.26,-10.399999999999977,5.314,19.0,-7.18,438135863.0,-52859015.0,5.314,20.0
13,109,2023-11-12 08:57:18,-10.800000000000011,2.0,,8.0,322.24,-10.800000000000011,5.314,18.0,-7.23,438135517.0,-52858344.0,5.314,20.0
13,109,2023-11-12 08:57:19,-11.199999999999989,2.0,,8.0,327.91,-11.199999999999989,5.126,18.0,-7.09,438135197.0,-52857696.0,5.126,20.0
14,109,2023-11-12 08:57:20,-11.399999999999977,2.0,,8.0,334.2,-11.399999999999977,5.014,18.0,-6.78,438134878.0,-52856960.0,5.014,20.0
14,108,2023-11-12 08:57:21,-11.600000000000023,2.0,,9.0,338.96,-11.600000000000023,5.604,18.0,-6.32,438134689.0,-52856368.0,5.604,20.0
14,108,2023-11-12 08:57:22,-11.800000000000011,2.0,,9.0,343.68,-11.800000000000011,5.263,17.0,-5.82,438134584.0,-52855756.0,5.263,20.0
14,105,2023-11-12 08:57:23,-12.0,2.0,,9.0,349.82,-12.0,5.033,17.0,-5.35,438134333.0,-52854998.0,5.033,20.0
14,105,2023-11-12 08:57:24,-12.199999999999989,2.0,,9.0,355.44,-12.199999999999989,5.092,17.0,-4.9,438134047.0,-52854345.0,5.092,20.0
14,103,2023-11-12 08:57:25,-12.399999999999977,2.0,,10.0,361.29,-12.399999999999977,5.092,17.0,-4.49,438133743.0,-52853670.0,5.092,20.0
14,103,2023-11-12 08:57:26,-12.600000000000023,2.0,,10.0,367.59,-12.600000000000023,5.573,18.0,-4.12,438133456.0,-52852910.0,5.573,20.0
15,104,2023-11-12 08:57:27,-12.800000000000011,2.0,,10.0,373.78,-12.800000000000011,5.292,17.0,-3.78,438133117.0,-52852198.0,5.292,20.0
15,104,2023-11-12 08:57:28,-13.0,2.0,,10.0,380.02,-13.0,5.025,17.0,-3.52,438132752.0,-52851495.0,5.025,20.0
15,105,2023-11-12 08:57:29,-13.0,2.0,,10.0,384.79,-13.0,5.909,17.0,-3.29,438132486.0,-52850936.0,5.909,20.0
15,103,2023-11-12 08:57:30,-13.199999999999989,2.0,,11.0,389.8,-13.199999999999989,5.759,16.0,-3.07,438132290.0,-52850312.0,5.759,20.0
15,101,2023-11-12 08:57:31,-13.199999999999989,2.0,,11.0,393.61,-13.199999999999989,5.438,16.0,-2.77,438132135.0,-52849845.0,5.438,20.0
15,98,2023-11-12 08:57:32,-13.199999999999989,2.0,,11.0,396.76,-13.199999999999989,4.176,16.0,-2.44,438131968.0,-52849480.0,4.176,20.0
15,97,2023-11-12 08:57:33,-13.399999999999977,2.0,,11.0,400.73,-13.399999999999977,3.507,15.0,-2.12,438131724.0,-52849037.0,3.507,20.0
15,97,2023-11-12 08:57:34,-13.399999999999977,2.0,,11.0,405.11,-13.399999999999977,4.025,14.0,-1.86,438131420.0,-52848604.0,4.025,20.0
16,98,2023-11-12 08:57:35,-13.399999999999977,2.0,,11.0,409.69,-13.399999999999977,4.407,14.0,-1.64,438131159.0,-52848102.0,4.407,20.0
16,99,2023-11-12 08:57:36,-13.399999999999977,2.0,,11.0,414.03,-13.399999999999977,4.423,14.0,-1.47,438130936.0,-52847580.0,4.423,20.0
16,101,2023-11-12 08:57:37,-13.600000000000023,2.0,,11.0,418.64,-13.600000000000023,4.516,14.0,-1.33,438130704.0,-52847049.0,4.516,20.0
16,103,2023-11-12 08:57:38,-13.600000000000023,2.0,,11.0,423.24,-13.600000000000023,4.538,14.0,-1.22,438130440.0,-52846539.0,4.538,20.0
16,105,2023-11-12 08:57:39,-13.600000000000023,2.0,,11.0,428.27,-13.600000000000023,4.53,14.0,-1.13,438130100.0,-52846015.0,4.53,20.0
16,106,2023-11-12 08:57:40,-13.800000000000011,2.0,,11.0,433.28,-13.800000000000011,4.784,14.0,-1.06,438129802.0,-52845460.0,4.784,20.0
16,106,2023-11-12 08:57:41,-13.800000000000011,2.0,,11.0,438.2,-13.800000000000011,4.91,14.0,-0.38,438129530.0,-52844891.0,4.91,20.0
16,106,2023-11-12 08:57:42,-13.800000000000011,2.0,,11.0,444.23,-13.800000000000011,4.929,14.0,0.0,438129224.0,-52844167.0,4.929,20.0
17,106,2023-11-12 08:57:43,-13.800000000000011,2.0,,11.0,450.37,-13.800000000000011,5.624,14.0,0.0,438128839.0,-52843523.0,5.624,20.0
17,107,2023-11-12 08:57:44,-13.800000000000011,2.0,,11.0,455.91,-13.800000000000011,5.976,14.0,0.0,438128428.0,-52842970.0,5.976,20.0
17,108,2023-11-12 08:57:45,-13.800000000000011,2.0,,11.0,461.85,-13.800000000000011,6.084,13.0,0.0,438128052.0,-52842331.0,6.084,20.0
17,108,2023-11-12 08:57:46,-13.800000000000011,2.0,,11.0,468.26,-13.800000000000011,6.334,13.0,0.0,438127723.0,-52841585.0,6.334,20.0
17,105,2023-11-12 08:57:47,-13.800000000000011,2.0,,11.0,473.31,-13.800000000000011,6.465,14.0,0.0,438127572.0,-52840940.0,6.465,20.0
17,104,2023-11-12 08:57:48,-13.800000000000011,2.0,,11.0,477.38,-13.800000000000011,5.405,14.0,0.0,438127581.0,-52840401.0,5.405,20.0
17,101,2023-11-12 08:57:49,-13.800000000000011,2.0,,11.0,480.82,-13.800000000000011,4.732,14.0,0.0,438127627.0,-52839942.0,4.732,20.0
18,100,2023-11-12 08:57:50,-13.800000000000011,2.0,,11.0,483.55,-13.800000000000011,3.801,14.0,0.0,438127809.0,-52839679.0,3.801,20.0
18,100,2023-11-12 08:57:51,-13.800000000000011,2.0,,11.0,487.01,-13.800000000000011,3.519,13.0,0.0,438128102.0,-52839393.0,3.519,20.0
18,102,2023-11-12 08:57:52,-13.600000000000023,2.0,,11.0,491.39,-13.600000000000023,3.613,13.0,0.0,438128521.0,-52839193.0,3.613,20.0
18,104,2023-11-12 08:57:53,-13.600000000000023,2.0,,11.0,496.17,-13.600000000000023,4.013,13.0,0.0,438129013.0,-52839168.0,4.013,20.0
18,106,2023-11-12 08:57:54,-13.600000000000023,2.0,,11.0,500.82,-13.600000000000023,4.299,15.0,0.0,438129510.0,-52839039.0,4.299,20.0
18,108,2023-11-12 08:57:55,-13.600000000000023,2.0,,11.0,504.7,-13.600000000000023,4.445,16.0,0.0,438129911.0,-52838861.0,4.445,20.0
18,109,2023-11-12 08:57:56,-13.600000000000023,2.0,,11.0,508.19,-13.600000000000023,4.15,18.0,0.0,438130242.0,-52838638.0,4.15,20.0
19,110,2023-11-12 08:57:57,-13.600000000000023,2.0,,11.0,511.73,-13.600000000000023,3.926,19.0,0.0,438130425.0,-52838253.0,3.926,20.0
19,111,2023-11-12 08:57:58,-13.600000000000023,2.0,,11.0,514.56,-13.600000000000023,3.828,19.0,0.0,438130595.0,-52837933.0,3.828,20.0
19,112,2023-11-12 08:57:59,-13.399999999999977,2.0,,11.0,517.77,-13.399999999999977,3.741,19.0,0.0,438130911.0,-52837771.0,3.741,20.0
19,112,2023-11-12 08:58:00,-13.399999999999977,2.0,,11.0,521.82,-13.399999999999977,3.668,18.0,0.0,438131343.0,-52837740.0,3.668,20.0
19,113,2023-11-12 08:58:01,-13.399999999999977,2.0,,11.0,525.41,-13.399999999999977,3.594,18.0,0.0,438131697.0,-52837711.0,3.594,20.0
19,114,2023-11-12 08:58:02,-13.399999999999977,2.0,,11.0,528.91,-13.399999999999977,3.573,18.0,0.0,438132085.0,-52837747.0,3.573,20.0
20,114,2023-11-12 08:58:03,-13.399999999999977,2.0,,11.0,533.13,-13.399999999999977,3.571,17.0,0.0,438132527.0,-52837822.0,3.571,20.0
20,115,2023-11-12 08:58:04,-13.399999999999977,2.0,,11.0,538.66,-13.399999999999977,3.938,17.0,0.0,438133115.0,-52837855.0,3.938,20.0
20,116,2023-11-12 08:58:05,-13.399999999999977,2.0,,11.0,544.31,-13.399999999999977,4.342,17.0,0.0,438133719.0,-52837860.0,4.342,20.0
20,117,2023-11-12 08:58:06,-13.199999999999989,2.0,,11.0,548.77,-13.199999999999989,4.644,17.0,0.0,438134209.0,-52837876.0,4.644,20.0
20,117,2023-11-12 08:58:07,-13.199999999999989,2.0,,11.0,552.73,-13.199999999999989,4.453,17.0,0.0,438134630.0,-52838012.0,4.453,20.0
20,117,2023-11-12 08:58:08,-13.199999999999989,2.0,,11.0,557.14,-13.199999999999989,4.202,18.0,0.0,438135075.0,-52838164.0,4.202,20.0
21,118,2023-11-12 08:58:09,-13.199999999999989,2.0,,11.0,561.9,-13.199999999999989,4.367,20.0,0.0,438135596.0,-52838260.0,4.367,20.0
21,118,2023-11-12 08:58:10,-13.0,2.0,,11.0,566.32,-13.0,4.613,20.0,0.0,438136075.0,-52838264.0,4.613,20.0
21,119,2023-11-12 08:58:11,-12.800000000000011,2.0,,11.0,569.77,-12.800000000000011,4.043,20.0,0.0,438136431.0,-52838275.0,4.043,20.0
21,119,2023-11-12 08:58:12,-12.800000000000011,3.0,,11.0,572.57,-12.800000000000011,3.329,21.0,0.72,438136716.0,-52838399.0,3.329,20.0
21,120,2023-11-12 08:58:13,-12.600000000000023,3.0,,11.0,575.59,-12.600000000000023,3.148,21.0,1.34,438136989.0,-52838617.0,3.148,20.0
21,121,2023-11-12 08:58:14,-12.800000000000011,3.0,,11.0,578.99,-12.800000000000011,3.277,21.0,1.57,438137329.0,-52838780.0,3.277,20.0
22,121,2023-11-12 08:58:15,-12.800000000000011,3.0,,11.0,582.79,-12.800000000000011,3.54,21.0,1.65,438137727.0,-52838773.0,3.54,20.0
22,122,2023-11-12 08:58:16,-12.800000000000011,3.0,,11.0,586.16,-12.800000000000011,3.731,22.0,0.63,438138069.0,-52838801.0,3.731,20.0
22,122,2023-11-12 08:58:17,-12.800000000000011,3.0,,11.0,589.93,-12.800000000000011,3.86,22.0,0.0,438138455.0,-52838904.0,3.86,20.0
22,122,2023-11-12 08:58:18,-12.800000000000011,3.0,,11.0,594.98,-12.800000000000011,3.931,22.0,0.0,438139002.0,-52838977.0,3.931,20.0
22,123,2023-11-12 08:58:19,-12.600000000000023,3.0,,11.0,601.88,-12.600000000000023,4.583,21.0,0.0,438139760.0,-52839097.0,4.583,20.0
23,123,2023-11-12 08:58:20,-12.399999999999977,3.0,,11.0,608.09,-12.399999999999977,5.068,21.0,0.0,438140409.0,-52839058.0,5.068,20.0
23,123,2023-11-12 08:58:21,-12.199999999999989,3.0,,11.0,615.78,-12.199999999999989,5.322,20.0,0.0,438141202.0,-52838843.0,5.322,20.0
23,123,2023-11-12 08:58:22,-12.199999999999989,3.0,,11.0,620.11,-12.199999999999989,5.482,19.0,0.75,438141630.0,-52838616.0,5.482,20.0
23,123,2023-11-12 08:58:23,-12.0,3.0,,11.0,622.39,-12.0,5.058,19.0,1.6,438141836.0,-52838442.0,5.058,20.0
23,124,2023-11-12 08:58:24,-11.800000000000011,3.0,,11.0,625.31,-11.800000000000011,4.583,19.0,2.05,438142119.0,-52838324.0,4.583,20.0
23,125,2023-11-12 08:58:25,-11.800000000000011,4.0,,11.0,629.31,-11.800000000000011,4.41,19.0,2.33,438142539.0,-52838298.0,4.41,20.0
24,125,2023-11-12 08:58:26,-11.800000000000011,4.0,,11.0,633.98,-11.800000000000011,4.444,20.0,2.41,438143063.0,-52838314.0,4.444,20.0
24,126,2023-11-12 08:58:27,-11.600000000000023,4.0,,11.0,638.63,-11.600000000000023,4.464,20.0,2.32,438143572.0,-52838320.0,4.464,20.0
24,127,2023-11-12 08:58:28,-11.600000000000023,4.0,,11.0,642.9,-11.600000000000023,4.347,22.0,2.14,438144006.0,-52838245.0,4.347,20.0
24,127,2023-11-12 08:58:29,-11.600000000000023,4.0,,11.0,647.69,-11.600000000000023,4.245,23.0,1.83,438144518.0,-52838176.0,4.245,20.0
24,127,2023-11-12 08:58:30,-11.600000000000023,4.0,,11.0,652.18,-11.600000000000023,4.249,22.0,1.5,438145000.0,-52838144.0,4.249,20.0
25,127,2023-11-12 08:58:31,-11.600000000000023,4.0,,11.0,656.84,-11.600000000000023,4.269,22.0,1.22,438145521.0,-52838109.0,4.269,20.0
25,126,2023-11-12 08:58:32,-11.399999999999977,4.0,,11.0,661.52,-11.399999999999977,4.445,21.0,0.48,438146000.0,-52838069.0,4.445,20.0
25,126,2023-11-12 08:58:33,-11.399999999999977,4.0,,11.0,665.45,-11.399999999999977,4.588,21.0,0.0,438146420.0,-52838046.0,4.588,20.0
25,126,2023-11-12 08:58:34,-11.399999999999977,4.0,,11.0,668.6,-11.399999999999977,3.676,20.0,0.0,438146762.0,-52838042.0,3.676,20.0
25,125,2023-11-12 08:58:35,-11.399999999999977,4.0,,11.0,671.55,-11.399999999999977,3.149,20.0,0.0,438147080.0,-52837937.0,3.149,20.0
26,124,2023-11-12 08:58:36,-11.399999999999977,4.0,,11.0,674.89,-11.399999999999977,3.294,20.0,0.58,438147365.0,-52837693.0,3.294,20.0
26,124,2023-11-12 08:58:37,-11.399999999999977,4.0,,11.0,678.82,-11.399999999999977,3.603,20.0,1.02,438147739.0,-52837415.0,3.603,20.0
26,123,2023-11-12 08:58:38,-11.399999999999977,4.0,,11.0,683.13,-11.399999999999977,3.967,20.0,0.44,438148149.0,-52837182.0,3.967,20.0
26,123,2023-11-12 08:58:39,-11.399999999999977,4.0,,11.0,686.8,-11.399999999999977,4.217,19.0,0.0,438148524.0,-52836991.0,4.217,20.0
26,123,2023-11-12 08:58:40,-11.399999999999977,4.0,,11.0,689.55,-11.399999999999977,3.654,19.0,0.0,438148787.0,-52836826.0,3.654,20.0
26,123,2023-11-12 08:58:41,-11.399999999999977,4.0,,11.0,691.58,-11.399999999999977,3.062,18.0,0.0,438148983.0,-52836784.0,3.062,20.0
27,124,2023-11-12 08:58:42,-11.399999999999977,4.0,,11.0,694.41,-11.399999999999977,2.907,18.0,0.0,438149299.0,-52836831.0,2.907,20.0
