time,longitude,latitude,distance,elevation,hr_value,cadence,Speed,Watts
2017-10-29 22:01:17,-97.732591,30.312854,0.0,200.2,89,51,0.0,201
2017-10-29 22:01:18,-97.732591,30.312812,4.7,200.2,91,44,0.0,165
2017-10-29 22:01:19,-97.732597,30.31277,9.4,200.2,93,52,0.0,167
2017-10-29 22:01:20,-97.732602,30.312726,14.3,200.2,94,57,4.8,169
2017-10-29 22:01:21,-97.732607,30.312686,18.8,199.6,96,66,4.7,153
2017-10-29 22:01:22,-97.732615,30.312631,25.0,199.8,98,72,5.0,161
2017-10-29 22:01:23,-97.732621,30.312581,30.5,199.8,99,90,5.2,159
2017-10-29 22:01:24,-97.732631,30.312526,36.7,199.6,101,84,5.5,159
2017-10-29 22:01:25,-97.732651,30.312469,43.4,199.8,102,73,5.8,124
2017-10-29 22:01:26,-97.732652,30.312418,49.1,199.6,103,76,6.1,80
2017-10-29 22:01:27,-97.73266,30.312361,55.4,199.2,103,79,6.1,90
2017-10-29 22:01:28,-97.732669,30.312304,61.8,199.0,103,75,6.3,34
2017-10-29 22:01:29,-97.732672,30.312287,63.8,198.8,103,100,5.4,2
2017-10-29 22:01:30,-97.732685,30.312202,73.3,198.4,103,0,6.0,0
2017-10-29 22:01:31,-97.732689,30.312143,79.9,198.0,103,0,6.2,0
2017-10-29 22:01:32,-97.732697,30.312075,87.5,198.0,106,0,6.4,166
2017-10-29 22:01:33,-97.73271,30.312016,94.2,198.4,108,82,6.5,177
2017-10-29 22:01:34,-97.732722,30.311955,101.1,198.6,108,83,7.5,148
2017-10-29 22:01:35,-97.732734,30.311892,108.2,198.6,109,80,7.0,167
2017-10-29 22:01:36,-97.732747,30.31183,115.2,198.6,109,90,7.1,36
2017-10-29 22:01:37,-97.732761,30.311762,122.9,198.6,109,120,7.1,0
2017-10-29 22:01:38,-97.732774,30.311698,130.1,198.6,109,0,7.2,0
2017-10-29 22:01:39,-97.732795,30.311636,137.3,198.4,108,0,7.2,0
2017-10-29 22:01:40,-97.732808,30.311576,144.1,198.2,108,0,7.2,0
2017-10-29 22:01:41,-97.732822,30.311525,149.9,198.2,107,0,6.9,0
2017-10-29 22:01:42,-97.732838,30.31147,156.2,198.2,106,0,6.7,0
2017-10-29 22:01:43,-97.732856,30.31142,162.0,198.2,107,0,6.4,110
