altitude,calories,distance,enhanced_altitude,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,ascent,battery_soc,descent,grade,temperature
35.0,0,0.0,35.0,2.606,17,111,438142657,-52900198,2.606,2023-06-15 17:50:00,,,,,
35.0,0,2.49,35.0,2.817,18,111,438142801,-52900481,2.817,2023-06-15 17:50:01,0.0,90.0,0.0,-0.3,
35.0,0,5.43,35.0,3.008,17,112,438142908,-52900838,3.008,2023-06-15 17:50:02,0.0,,0.0,0.18,
35.0,0,8.51,35.0,3.066,17,112,438142998,-52901228,3.066,2023-06-15 17:50:03,0.0,,0.0,0.47,26.0
35.0,0,11.77,35.0,3.233,17,112,438143127,-52901639,3.233,2023-06-15 17:50:04,0.0,,0.0,0.62,26.0
35.0,0,14.59,35.0,3.314,18,112,438143265,-52901960,3.314,2023-06-15 17:50:05,0.0,,0.0,0.65,26.0
35.0,0,17.06,35.0,2.852,18,112,438143396,-52902260,2.852,2023-06-15 17:50:06,0.0,,0.0,0.02,26.0
35.0,1,19.78,35.0,2.78,18,111,438143465,-52902609,2.78,2023-06-15 17:50:07,0.0,,0.0,0.44,26.0
35.0,1,25.81,35.0,2.841,17,111,438143581,-52903404,2.841,2023-06-15 17:50:08,0.0,,0.0,0.36,26.0
35.200000000000045,1,29.72,35.200000000000045,2.943,16,110,438143648,-52903921,2.943,2023-06-15 17:50:09,0.0,,0.0,0.32,26.0
35.200000000000045,1,36.22,35.200000000000045,2.985,15,111,438144048,-52904618,2.985,2023-06-15 17:50:10,0.0,,0.0,0.33,26.0
35.200000000000045,1,42.81,35.200000000000045,3.956,15,110,438144408,-52905366,3.956,2023-06-15 17:50:11,0.0,,0.0,0.4,26.0
35.200000000000045,1,47.51,35.200000000000045,4.492,14,110,438144579,-52905954,4.492,2023-06-15 17:50:12,0.0,,0.0,0.51,26.0
35.200000000000045,1,51.02,35.200000000000045,4.067,14,109,438144614,-52906416,4.067,2023-06-15 17:50:13,0.0,,0.0,0.59,26.0
35.200000000000045,2,52.15,35.200000000000045,3.657,13,108,438144614,-52906565,3.657,2023-06-15 17:50:14,0.0,,0.0,0.61,26.0
35.200000000000045,2,53.05,35.200000000000045,3.139,14,108,438144614,-52906682,3.139,2023-06-15 17:50:15,0.0,,0.0,0.59,26.0
35.200000000000045,2,54.19,35.200000000000045,2.653,15,107,438144681,-52906793,2.653,2023-06-15 17:50:16,0.0,,0.0,0.53,26.0
35.200000000000045,2,56.79,35.200000000000045,2.696,16,106,438144969,-52906833,2.696,2023-06-15 17:50:17,0.0,,0.0,0.51,26.0
35.39999999999998,2,61.65,35.39999999999998,2.758,15,106,438144905,-52907327,2.758,2023-06-15 17:50:18,0.0,,0.0,0.5,26.0
35.39999999999998,2,67.32,35.39999999999998,2.651,15,106,438144877,-52908063,2.651,2023-06-15 17:50:19,0.0,,0.0,0.53,26.0
35.39999999999998,2,71.57,35.39999999999998,2.844,14,106,438144990,-52908605,2.844,2023-06-15 17:50:20,0.0,,0.0,0.63,26.0
35.39999999999998,3,73.85,35.39999999999998,3.08,15,106,438145156,-52908829,3.08,2023-06-15 17:50:21,0.0,,0.0,0.78,26.0
35.60000000000002,3,77.68,35.60000000000002,3.265,15,104,438145306,-52909289,3.265,2023-06-15 17:50:22,0.0,,0.0,0.99,26.0
35.60000000000002,3,84.07,35.60000000000002,3.772,14,103,438145376,-52910130,3.772,2023-06-15 17:50:23,0.0,,0.0,1.17,26.0
35.60000000000002,3,89.05,35.60000000000002,4.273,13,102,438145453,-52910791,4.273,2023-06-15 17:50:24,1.0,,0.0,1.28,26.0
35.60000000000002,3,92.11,35.60000000000002,4.297,13,100,438145615,-52911147,4.297,2023-06-15 17:50:25,1.0,,0.0,1.31,26.0
35.60000000000002,3,94.02,35.60000000000002,4.177,13,97,438145729,-52911347,4.177,2023-06-15 17:50:26,1.0,,0.0,1.22,26.0
35.60000000000002,3,95.1,35.60000000000002,3.723,13,97,438145819,-52911349,3.723,2023-06-15 17:50:27,1.0,,0.0,1.11,26.0
35.799999999999955,3,96.57,35.799999999999955,3.221,13,98,438145977,-52911348,3.221,2023-06-15 17:50:28,1.0,,0.0,0.97,26.0
35.799999999999955,4,99.27,35.799999999999955,2.827,12,101,438146131,-52911614,2.827,2023-06-15 17:50:29,1.0,,0.0,0.85,26.0
35.799999999999955,4,102.22,35.799999999999955,2.78,12,103,438146162,-52911996,2.78,2023-06-15 17:50:30,1.0,,0.0,0.79,26.0
35.799999999999955,4,106.55,35.799999999999955,2.815,12,106,438146302,-52912549,2.815,2023-06-15 17:50:31,1.0,,0.0,0.75,26.0
35.799999999999955,4,111.46,35.799999999999955,3.217,11,108,438146447,-52913179,3.217,2023-06-15 17:50:32,1.0,,0.0,0.77,26.0
36.0,4,115.96,36.0,3.645,11,109,438146550,-52913764,3.645,2023-06-15 17:50:33,1.0,,0.0,0.83,26.0
36.0,4,121.0,36.0,4.031,11,110,438146536,-52914433,4.031,2023-06-15 17:50:34,1.0,,0.0,0.96,26.0
36.0,4,126.63,36.0,4.334,10,110,438146457,-52915182,4.334,2023-06-15 17:50:35,1.0,,0.0,1.14,26.0
36.200000000000045,5,133.39,36.200000000000045,4.912,10,109,438146718,-52916003,4.912,2023-06-15 17:50:36,1.0,,0.0,1.29,26.0
36.200000000000045,5,138.21,36.200000000000045,5.436,9,108,438147079,-52916460,5.436,2023-06-15 17:50:37,1.0,,0.0,1.39,26.0
36.39999999999998,5,141.94,36.39999999999998,5.448,11,108,438147444,-52916604,5.448,2023-06-15 17:50:38,1.0,,0.0,1.49,26.0
36.60000000000002,5,144.57,36.60000000000002,5.344,11,109,438147696,-52916753,5.344,2023-06-15 17:50:39,1.0,,0.0,1.59,26.0
36.60000000000002,5,147.12,36.60000000000002,4.879,10,109,438147964,-52916877,4.879,2023-06-15 17:50:40,1.0,,0.0,1.7,26.0
36.799999999999955,5,150.85,36.799999999999955,4.415,10,110,438148342,-52916945,4.415,2023-06-15 17:50:41,1.0,,0.0,1.8,26.0
37.0,5,154.54,37.0,4.183,10,111,438148741,-52916958,4.183,2023-06-15 17:50:42,2.0,,0.0,1.91,26.0
37.0,6,158.62,37.0,4.036,10,112,438149156,-52916885,4.036,2023-06-15 17:50:43,2.0,,0.0,2.02,26.0
37.200000000000045,6,162.83,37.200000000000045,4.036,10,114,438149629,-52916802,4.036,2023-06-15 17:50:44,2.0,,0.0,2.15,26.0
37.39999999999998,6,167.12,37.39999999999998,4.102,11,115,438150036,-52916581,4.102,2023-06-15 17:50:45,2.0,,0.0,2.31,26.0
37.39999999999998,6,173.29,37.39999999999998,4.16,11,117,438150434,-52915929,4.16,2023-06-15 17:50:46,2.0,,0.0,2.5,26.0
37.60000000000002,6,178.69,37.60000000000002,4.332,10,118,438150779,-52915360,4.332,2023-06-15 17:50:47,2.0,,0.0,2.68,26.0
37.799999999999955,6,183.29,37.799999999999955,4.491,10,120,438151155,-52914984,4.491,2023-06-15 17:50:48,2.0,,0.0,2.86,26.0
38.0,7,187.5,38.0,4.449,10,121,438151568,-52914803,4.449,2023-06-15 17:50:49,3.0,,0.0,3.02,26.0
38.200000000000045,7,191.37,38.200000000000045,4.306,10,122,438151971,-52914639,4.306,2023-06-15 17:50:50,3.0,,0.0,3.15,26.0
38.39999999999998,7,195.53,38.39999999999998,4.267,10,122,438152377,-52914766,4.267,2023-06-15 17:50:51,3.0,,0.0,3.21,26.0
38.39999999999998,7,199.81,38.39999999999998,4.274,10,122,438152795,-52915026,4.274,2023-06-15 17:50:52,3.0,,0.0,3.25,26.0
38.60000000000002,7,203.32,38.60000000000002,4.281,11,123,438153139,-52915226,4.281,2023-06-15 17:50:53,3.0,,0.0,3.26,26.0
38.60000000000002,8,206.85,38.60000000000002,4.117,12,123,438153452,-52915491,4.117,2023-06-15 17:50:54,3.0,,0.0,3.21,26.0
38.799999999999955,8,210.23,38.799999999999955,3.909,11,123,438153739,-52915761,3.909,2023-06-15 17:50:55,4.0,,0.0,3.11,26.0
38.799999999999955,8,213.74,38.799999999999955,3.749,11,123,438153877,-52916176,3.749,2023-06-15 17:50:56,4.0,,0.0,2.97,26.0
39.0,8,219.02,39.0,3.63,11,123,438153966,-52916870,3.63,2023-06-15 17:50:57,4.0,,0.0,2.81,26.0
39.0,8,225.51,39.0,4.842,11,123,438154124,-52917711,4.842,2023-06-15 17:50:58,4.0,,0.0,2.63,26.0
39.200000000000045,8,234.03,39.200000000000045,5.46,10,124,438154310,-52918827,5.46,2023-06-15 17:50:59,4.0,,0.0,2.47,26.0
39.200000000000045,9,241.03,39.200000000000045,5.91,10,123,438154320,-52919757,5.91,2023-06-15 17:51:00,4.0,,0.0,2.29,26.0
39.200000000000045,9,245.78,39.200000000000045,6.179,10,124,438154308,-52920388,6.179,2023-06-15 17:51:01,4.0,,0.0,2.11,26.0
39.39999999999998,9,249.66,39.39999999999998,5.331,11,124,438154377,-52920895,5.331,2023-06-15 17:51:02,4.0,,0.0,1.88,26.0
39.39999999999998,9,253.53,39.39999999999998,4.472,11,124,438154469,-52921400,4.472,2023-06-15 17:51:03,4.0,,0.0,1.64,26.0
39.39999999999998,9,256.84,39.39999999999998,4.108,12,125,438154524,-52921840,4.108,2023-06-15 17:51:04,4.0,,0.0,1.41,26.0
39.60000000000002,10,260.18,39.60000000000002,3.774,13,125,438154570,-52922284,3.774,2023-06-15 17:51:05,4.0,,0.0,1.23,26.0
39.60000000000002,10,263.21,39.60000000000002,3.592,13,125,438154648,-52922667,3.592,2023-06-15 17:51:06,4.0,,0.0,1.13,26.0
39.60000000000002,10,266.02,39.60000000000002,3.381,13,126,438154741,-52923020,3.381,2023-06-15 17:51:07,5.0,,0.0,1.1,26.0
39.799999999999955,10,268.97,39.799999999999955,3.325,13,126,438154831,-52923397,3.325,2023-06-15 17:51:08,5.0,,0.0,1.14,26.0
39.799999999999955,10,272.54,39.799999999999955,3.325,12,126,438155022,-52923822,3.325,2023-06-15 17:51:09,5.0,,0.0,1.25,26.0
39.799999999999955,11,275.99,39.799999999999955,3.325,12,126,438155220,-52924196,3.325,2023-06-15 17:51:10,5.0,,0.0,1.41,26.0
40.0,11,278.63,40.0,3.251,12,126,438155368,-52924505,3.251,2023-06-15 17:51:11,5.0,,0.0,1.58,26.0
40.0,11,281.01,40.0,3.066,12,125,438155468,-52924796,3.066,2023-06-15 17:51:12,5.0,,0.0,1.71,26.0
40.200000000000045,11,283.44,40.200000000000045,2.912,11,123,438155593,-52925078,2.912,2023-06-15 17:51:13,5.0,,0.0,1.8,26.0
40.200000000000045,11,285.66,40.200000000000045,2.742,12,122,438155693,-52925350,2.742,2023-06-15 17:51:14,5.0,,0.0,1.88,26.0
40.200000000000045,11,288.61,40.200000000000045,2.587,12,120,438155752,-52925734,2.587,2023-06-15 17:51:15,5.0,,0.0,1.95,26.0
40.39999999999998,12,291.84,40.39999999999998,2.667,12,119,438155865,-52926143,2.667,2023-06-15 17:51:16,5.0,,0.0,2.0,26.0
40.39999999999998,12,295.01,40.39999999999998,2.794,12,118,438156001,-52926522,2.794,2023-06-15 17:51:17,5.0,,0.0,2.07,26.0
40.60000000000002,12,298.01,40.60000000000002,2.847,12,118,438156139,-52926888,2.847,2023-06-15 17:51:18,5.0,,0.0,2.17,26.0
40.60000000000002,12,300.92,40.60000000000002,2.861,12,118,438156308,-52927228,2.861,2023-06-15 17:51:19,5.0,,0.0,2.32,26.0
40.60000000000002,12,303.72,40.60000000000002,2.851,11,119,438156488,-52927536,2.851,2023-06-15 17:51:20,5.0,,0.0,2.5,26.0
40.799999999999955,12,306.68,40.799999999999955,2.876,11,119,438156641,-52927859,2.876,2023-06-15 17:51:21,6.0,,0.0,2.64,26.0
40.799999999999955,13,309.5,40.799999999999955,2.807,11,119,438156810,-52928186,2.807,2023-06-15 17:51:22,6.0,,0.0,2.77,26.0
41.0,13,312.71,41.0,2.767,11,119,438156959,-52928570,2.767,2023-06-15 17:51:23,6.0,,0.0,2.81,26.0
41.0,13,315.81,41.0,2.921,10,120,438157063,-52928960,2.921,2023-06-15 17:51:24,6.0,,0.0,2.88,26.0
41.200000000000045,13,318.94,41.200000000000045,3.099,10,120,438157118,-52929373,3.099,2023-06-15 17:51:25,6.0,,0.0,2.96,26.0
41.39999999999998,13,322.87,41.39999999999998,3.164,10,120,438157165,-52929897,3.164,2023-06-15 17:51:26,6.0,,0.0,3.02,26.0
41.39999999999998,14,326.66,41.39999999999998,3.485,10,121,438157210,-52930396,3.485,2023-06-15 17:51:27,6.0,,0.0,3.08,26.0
41.39999999999998,14,330.19,41.39999999999998,3.525,10,121,438157221,-52930865,3.525,2023-06-15 17:51:28,6.0,,0.0,3.11,26.0
41.60000000000002,14,332.86,41.60000000000002,3.495,10,121,438157323,-52931183,3.495,2023-06-15 17:51:29,6.0,,0.0,3.08,26.0
41.60000000000002,14,336.24,41.60000000000002,3.643,10,121,438157458,-52931607,3.643,2023-06-15 17:51:30,6.0,,0.0,3.0,26.0
41.799999999999955,14,340.2,41.799999999999955,3.909,9,122,438157527,-52932129,3.909,2023-06-15 17:51:31,7.0,,0.0,2.87,26.0
41.799999999999955,14,344.94,41.799999999999955,4.016,9,122,438157607,-52932757,4.016,2023-06-15 17:51:32,7.0,,0.0,2.74,26.0
42.0,15,348.91,42.0,3.76,9,123,438157665,-52933276,3.76,2023-06-15 17:51:33,7.0,,0.0,2.58,26.0
42.0,15,350.91,42.0,3.638,12,123,438157747,-52933523,3.638,2023-06-15 17:51:34,7.0,,0.0,2.44,26.0
42.0,15,353.4,42.0,3.061,13,119,438157873,-52933824,3.061,2023-06-15 17:51:35,7.0,,0.0,2.28,26.0
42.0,15,357.11,42.0,2.815,14,120,438157973,-52934296,2.815,2023-06-15 17:51:36,7.0,,0.0,2.09,26.0
42.200000000000045,15,361.66,42.200000000000045,4.019,13,121,438158063,-52934897,4.019,2023-06-15 17:51:37,7.0,,0.0,1.89,26.0
42.200000000000045,16,366.4,42.200000000000045,4.719,13,122,438158086,-52935530,4.719,2023-06-15 17:51:38,7.0,,0.0,1.66,26.0
42.200000000000045,16,372.02,42.200000000000045,4.886,12,123,438158156,-52936276,4.886,2023-06-15 17:51:39,7.0,,0.0,1.43,26.0
42.200000000000045,16,377.9,42.200000000000045,5.164,12,124,438158212,-52937059,5.164,2023-06-15 17:51:40,7.0,,0.0,1.16,27.0
42.200000000000045,16,383.81,42.200000000000045,5.348,12,125,438158290,-52937836,5.348,2023-06-15 17:51:41,7.0,,0.0,0.91,27.0
42.200000000000045,16,389.61,42.200000000000045,5.456,11,125,438158381,-52938600,5.456,2023-06-15 17:51:42,7.0,,0.0,0.16,27.0
42.200000000000045,16,395.34,42.200000000000045,5.525,11,125,438158474,-52939357,5.525,2023-06-15 17:51:43,7.0,,0.0,0.0,27.0
42.200000000000045,17,400.61,42.200000000000045,5.571,11,125,438158632,-52940033,5.571,2023-06-15 17:51:44,7.0,,0.0,0.0,27.0
42.200000000000045,17,405.61,42.200000000000045,5.46,11,125,438158746,-52940687,5.46,2023-06-15 17:51:45,7.0,,0.0,0.0,27.0
42.200000000000045,17,410.32,42.200000000000045,5.239,11,125,438158803,-52941309,5.239,2023-06-15 17:51:46,7.0,,0.0,0.0,27.0
42.39999999999998,17,416.37,42.39999999999998,5.031,10,126,438158916,-52942108,5.031,2023-06-15 17:51:47,7.0,,0.0,0.0,27.0
42.39999999999998,17,422.94,42.39999999999998,5.41,10,126,438159019,-52942978,5.41,2023-06-15 17:51:48,7.0,,0.0,0.0,27.0
42.39999999999998,18,429.15,42.39999999999998,5.697,10,127,438159041,-52943803,5.697,2023-06-15 17:51:49,7.0,,0.0,0.0,27.0
42.39999999999998,18,435.38,42.39999999999998,5.901,10,127,438159041,-52944635,5.901,2023-06-15 17:51:50,7.0,,0.0,0.0,27.0
42.39999999999998,18,441.85,42.39999999999998,6.12,9,126,438159142,-52945486,6.12,2023-06-15 17:51:51,7.0,,0.0,0.0,27.0
42.60000000000002,18,449.7,42.60000000000002,5.412,9,126,438159313,-52946509,5.412,2023-06-15 17:51:52,7.0,,0.0,0.0,27.0
42.60000000000002,18,456.43,42.60000000000002,5.246,9,125,438159498,-52947388,5.246,2023-06-15 17:51:53,7.0,,0.0,0.0,27.0
42.60000000000002,18,462.24,42.60000000000002,5.182,9,124,438159642,-52948136,5.182,2023-06-15 17:51:54,7.0,,0.0,0.0,27.0
42.60000000000002,19,466.96,42.60000000000002,5.623,10,124,438159846,-52948719,5.623,2023-06-15 17:51:55,7.0,,0.0,0.0,27.0
42.60000000000002,19,471.47,42.60000000000002,5.011,10,123,438160075,-52949239,5.011,2023-06-15 17:51:56,7.0,,0.0,0.0,27.0
42.60000000000002,19,476.49,42.60000000000002,4.812,10,123,438160204,-52949881,4.812,2023-06-15 17:51:57,7.0,,0.0,0.0,27.0
42.799999999999955,19,482.23,42.799999999999955,5.508,10,122,438160260,-52950646,5.508,2023-06-15 17:51:58,7.0,,0.0,0.0,27.0
42.799999999999955,19,488.29,42.799999999999955,6.01,9,121,438160270,-52951454,6.01,2023-06-15 17:51:59,7.0,,0.0,0.0,27.0
42.799999999999955,20,493.18,42.799999999999955,6.164,9,120,438160337,-52952098,6.164,2023-06-15 17:52:00,7.0,,0.0,0.0,27.0
43.0,20,497.44,43.0,5.177,9,120,438160429,-52952652,5.177,2023-06-15 17:52:01,7.0,,0.0,0.0,27.0
43.0,20,501.59,43.0,4.574,9,120,438160589,-52953181,4.574,2023-06-15 17:52:02,7.0,,0.0,0.0,27.0
43.0,20,505.99,43.0,4.477,9,120,438160770,-52953725,4.477,2023-06-15 17:52:03,7.0,,0.0,0.0,27.0
43.200000000000045,20,509.61,43.200000000000045,4.439,11,119,438160917,-52954173,4.439,2023-06-15 17:52:04,7.0,,0.0,0.0,27.0
43.200000000000045,20,512.96,43.200000000000045,4.212,11,119,438161021,-52954593,4.212,2023-06-15 17:52:05,7.0,,0.0,0.0,27.0
43.39999999999998,21,516.42,43.39999999999998,3.909,11,118,438161112,-52955041,3.909,2023-06-15 17:52:06,7.0,,0.0,0.0,27.0
43.39999999999998,21,519.92,43.39999999999998,3.604,11,117,438161203,-52955497,3.604,2023-06-15 17:52:07,7.0,,0.0,1.04,27.0
43.60000000000002,21,523.53,43.60000000000002,3.601,11,116,438161290,-52955960,3.601,2023-06-15 17:52:08,8.0,,0.0,1.59,27.0
43.60000000000002,21,526.29,43.60000000000002,3.528,10,116,438161429,-52956276,3.528,2023-06-15 17:52:09,8.0,,0.0,1.83,27.0
43.799999999999955,21,528.63,43.799999999999955,3.372,10,116,438161593,-52956523,3.372,2023-06-15 17:52:10,8.0,,0.0,2.06,27.0
44.0,21,531.23,44.0,3.214,10,116,438161737,-52956811,3.214,2023-06-15 17:52:11,8.0,,0.0,2.29,27.0
44.0,22,533.32,44.0,3.085,10,116,438161907,-52957007,3.085,2023-06-15 17:52:12,8.0,,0.0,2.52,27.0
44.200000000000045,22,534.63,44.200000000000045,2.697,10,116,438162021,-52957047,2.697,2023-06-15 17:52:13,8.0,,0.0,2.78,27.0
44.200000000000045,22,535.88,44.200000000000045,2.335,11,115,438162146,-52957047,2.335,2023-06-15 17:52:14,8.0,,0.0,2.98,27.0
44.39999999999998,22,536.83,44.39999999999998,2.078,11,114,438162215,-52956972,2.078,2023-06-15 17:52:15,9.0,,0.0,3.13,27.0
44.39999999999998,22,537.05,44.39999999999998,0.521,11,113,438162261,-52956945,0.521,2023-06-15 17:52:16,9.0,,0.0,3.26,27.0
44.60000000000002,22,537.05,44.60000000000002,0.0,12,112,438162306,-52956945,0.0,2023-06-15 17:52:17,9.0,,0.0,0.97,27.0
44.60000000000002,23,537.05,44.60000000000002,0.0,12,112,438162318,-52956933,0.0,2023-06-15 17:52:18,9.0,,0.0,0.0,27.0
44.60000000000002,23,537.05,44.60000000000002,0.0,12,112,438162318,-52956928,0.0,2023-06-15 17:52:19,9.0,,0.0,0.0,27.0
44.60000000000002,23,537.05,44.60000000000002,0.0,12,113,438162318,-52956928,0.0,2023-06-15 17:52:20,9.0,,0.0,0.0,27.0
44.60000000000002,23,537.05,44.60000000000002,1.204,14,120,438162476,-52957142,1.204,2023-06-15 17:52:25,9.0,,0.0,0.0,27.0
44.60000000000002,23,538.28,44.60000000000002,1.631,13,121,438162534,-52957347,1.631,2023-06-15 17:52:26,9.0,,0.0,0.0,27.0
44.60000000000002,23,539.92,44.60000000000002,1.488,13,120,438162612,-52957535,1.488,2023-06-15 17:52:27,9.0,,0.0,0.0,27.0
44.60000000000002,24,541.73,44.60000000000002,1.436,12,117,438162703,-52957745,1.436,2023-06-15 17:52:28,9.0,,0.0,0.0,27.0
44.799999999999955,24,544.12,44.799999999999955,2.122,12,115,438162862,-52958009,2.122,2023-06-15 17:52:29,9.0,,0.0,0.0,27.0
44.799999999999955,24,546.75,44.799999999999955,2.369,12,113,438163044,-52958284,2.369,2023-06-15 17:52:30,9.0,,0.0,0.0,27.0
44.799999999999955,24,549.0,44.799999999999955,2.186,12,111,438163192,-52958502,2.186,2023-06-15 17:52:31,9.0,,0.0,0.88,27.0
45.0,24,551.04,45.0,1.846,12,107,438163363,-52958690,1.846,2023-06-15 17:52:32,9.0,,0.0,1.55,27.0
45.200000000000045,24,552.95,45.200000000000045,1.75,12,107,438163511,-52958854,1.75,2023-06-15 17:52:33,9.0,,0.0,2.18,27.0
45.200000000000045,24,554.33,45.200000000000045,1.545,13,107,438163614,-52958968,1.545,2023-06-15 17:52:34,9.0,,0.0,2.76,27.0
45.200000000000045,25,555.42,45.200000000000045,1.678,18,107,438163705,-52959069,1.678,2023-06-15 17:52:35,9.0,,0.0,3.23,27.0
45.39999999999998,25,556.81,45.39999999999998,1.75,20,109,438163864,-52959125,1.75,2023-06-15 17:52:36,9.0,,0.0,3.66,27.0
45.39999999999998,25,558.88,45.39999999999998,2.177,24,110,438164078,-52959194,2.177,2023-06-15 17:52:37,10.0,,0.0,4.11,27.0
45.60000000000002,25,561.31,45.60000000000002,2.587,29,112,438164302,-52959329,2.587,2023-06-15 17:52:38,10.0,,0.0,4.53,27.0
45.60000000000002,25,564.04,45.60000000000002,2.686,30,113,438164567,-52959504,2.686,2023-06-15 17:52:39,10.0,,0.0,4.78,27.0
45.799999999999955,25,566.69,45.799999999999955,2.678,29,114,438164807,-52959714,2.678,2023-06-15 17:52:40,10.0,,0.0,4.75,27.0
46.0,26,569.34,46.0,2.418,28,115,438165000,-52959977,2.418,2023-06-15 17:52:41,10.0,,0.0,4.6,27.0
46.200000000000045,26,572.23,46.200000000000045,2.753,27,116,438165149,-52960310,2.753,2023-06-15 17:52:42,10.0,,0.0,4.45,27.0
46.39999999999998,26,575.38,46.39999999999998,2.736,27,116,438165286,-52960685,2.736,2023-06-15 17:52:43,10.0,,0.0,4.45,27.0
46.39999999999998,26,578.27,46.39999999999998,2.683,26,116,438165456,-52961019,2.683,2023-06-15 17:52:44,10.0,,0.0,4.58,27.0
46.60000000000002,26,581.17,46.60000000000002,2.78,25,117,438165604,-52961350,2.78,2023-06-15 17:52:45,11.0,,0.0,4.75,27.0
46.799999999999955,26,583.99,46.799999999999955,2.814,24,118,438165738,-52961684,2.814,2023-06-15 17:52:46,11.0,,0.0,4.92,27.0
47.0,27,586.82,47.0,2.814,24,121,438165942,-52961983,2.814,2023-06-15 17:52:47,11.0,,0.0,5.05,27.0
47.0,27,589.38,47.0,2.548,22,122,438166105,-52962248,2.548,2023-06-15 17:52:48,11.0,,0.0,5.06,27.0
47.200000000000045,27,592.28,47.200000000000045,2.075,21,123,438166341,-52962503,2.075,2023-06-15 17:52:49,11.0,,0.0,4.99,27.0
47.39999999999998,27,594.93,47.39999999999998,2.425,21,124,438166481,-52962793,2.425,2023-06-15 17:52:50,11.0,,0.0,4.88,27.0
47.39999999999998,27,597.91,47.39999999999998,2.656,20,125,438166639,-52963135,2.656,2023-06-15 17:52:51,11.0,,0.0,4.82,27.0
47.60000000000002,27,601.0,47.60000000000002,2.675,20,125,438166821,-52963494,2.675,2023-06-15 17:52:52,12.0,,0.0,4.83,27.0
47.799999999999955,28,604.06,47.799999999999955,2.675,20,125,438166970,-52963853,2.675,2023-06-15 17:52:53,12.0,,0.0,4.86,27.0
47.799999999999955,28,607.35,47.799999999999955,2.962,19,126,438167173,-52964212,2.962,2023-06-15 17:52:54,12.0,,0.0,4.85,27.0
48.0,28,610.89,48.0,3.369,18,126,438167400,-52964595,3.369,2023-06-15 17:52:55,12.0,,0.0,4.82,27.0
48.200000000000045,28,614.27,48.200000000000045,3.4,18,126,438167625,-52964958,3.4,2023-06-15 17:52:56,12.0,,0.0,4.74,27.0
48.39999999999998,28,617.16,48.39999999999998,3.358,17,126,438167821,-52965248,3.358,2023-06-15 17:52:57,12.0,,0.0,4.59,27.0
48.39999999999998,29,620.0,48.39999999999998,3.068,17,127,438168003,-52965535,3.068,2023-06-15 17:52:58,12.0,,0.0,4.42,27.0
48.60000000000002,29,622.98,48.60000000000002,3.006,16,127,438168153,-52965878,3.006,2023-06-15 17:52:59,13.0,,0.0,4.31,27.0
48.799999999999955,29,626.24,48.799999999999955,3.256,16,127,438168289,-52966282,3.256,2023-06-15 17:53:00,13.0,,0.0,4.23,27.0
49.0,29,629.49,49.0,3.204,15,126,438168459,-52966669,3.204,2023-06-15 17:53:01,13.0,,0.0,4.23,27.0
49.200000000000045,29,632.37,49.200000000000045,3.019,15,126,438168605,-52967009,3.019,2023-06-15 17:53:02,13.0,,0.0,4.29,27.0
49.200000000000045,30,635.29,49.200000000000045,2.916,14,126,438168776,-52967336,2.916,2023-06-15 17:53:03,13.0,,0.0,4.36,27.0
49.39999999999998,30,638.01,49.39999999999998,2.722,14,126,438168924,-52967640,2.722,2023-06-15 17:53:04,13.0,,0.0,4.43,27.0
49.60000000000002,30,641.19,49.60000000000002,2.625,14,126,438169096,-52968016,2.625,2023-06-15 17:53:05,14.0,,0.0,4.5,27.0
49.799999999999955,30,643.99,49.799999999999955,2.621,13,127,438169245,-52968341,2.621,2023-06-15 17:53:06,14.0,,0.0,4.6,27.0
50.0,30,647.0,50.0,2.624,13,127,438169417,-52968669,2.624,2023-06-15 17:53:07,14.0,,0.0,4.69,27.0
50.0,30,649.79,50.0,2.629,13,127,438169599,-52968962,2.629,2023-06-15 17:53:08,14.0,,0.0,4.79,27.0
50.200000000000045,31,652.48,50.200000000000045,2.706,13,127,438169775,-52969261,2.706,2023-06-15 17:53:09,14.0,,0.0,4.89,27.0
50.39999999999998,31,655.42,50.39999999999998,2.92,12,127,438169926,-52969611,2.92,2023-06-15 17:53:10,14.0,,0.0,4.92,27.0
50.39999999999998,31,659.37,50.39999999999998,3.018,12,126,438170060,-52970103,3.018,2023-06-15 17:53:11,14.0,,0.0,4.91,27.0
50.60000000000002,31,663.34,50.60000000000002,3.537,11,126,438170165,-52970616,3.537,2023-06-15 17:53:12,15.0,,0.0,4.86,27.0
50.799999999999955,31,666.97,50.799999999999955,3.575,11,126,438170256,-52971088,3.575,2023-06-15 17:53:13,15.0,,0.0,4.7,27.0
50.799999999999955,32,670.57,50.799999999999955,3.666,11,127,438170378,-52971541,3.666,2023-06-15 17:53:14,15.0,,0.0,4.48,27.0
51.0,32,674.34,51.0,3.715,11,127,438170515,-52972013,3.715,2023-06-15 17:53:15,15.0,,0.0,4.23,27.0
51.200000000000045,32,677.73,51.200000000000045,3.444,10,127,438170650,-52972447,3.444,2023-06-15 17:53:16,15.0,,0.0,4.0,27.0
51.39999999999998,32,681.22,51.39999999999998,3.555,10,128,438170661,-52972905,3.555,2023-06-15 17:53:17,15.0,,0.0,3.79,27.0
51.39999999999998,32,684.85,51.39999999999998,3.608,10,128,438170679,-52973385,3.608,2023-06-15 17:53:18,15.0,,0.0,3.64,27.0
