cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,heart_rate,power,battery_soc,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade
0,0,0.0,0.0,22,438134966,-52890891,0.0,2024-01-29 15:16:47,,,,,,,,,,
0,0,0.0,0.0,22,438134826,-52890992,0.0,2024-01-29 15:16:48,104.0,0.0,,,,,,,,
0,0,0.0,0.0,21,438134685,-52891093,0.0,2024-01-29 15:16:49,105.0,0.0,59.0,,,,,,,
0,0,0.0,0.0,21,438134504,-52891219,0.0,2024-01-29 15:16:50,105.0,0.0,,,,,,,,
0,0,0.0,0.0,20,438134353,-52891307,0.0,2024-01-29 15:16:51,103.0,0.0,,,,,,,,
0,0,0.0,0.0,20,438134286,-52891288,0.0,2024-01-29 15:16:52,103.0,0.0,,,,,,,,
0,0,0.0,0.0,20,438134217,-52891214,0.0,2024-01-29 15:16:53,104.0,0.0,,18.0,,,,,,
0,0,0.0,0.0,20,438134171,-52891124,0.0,2024-01-29 15:16:54,104.0,0.0,,18.0,,,,,,
0,0,0.0,0.0,20,438134064,-52891029,0.0,2024-01-29 15:16:55,105.0,0.0,,18.0,,,,,,
0,0,0.0,0.0,19,438133904,-52890901,0.0,2024-01-29 15:16:56,106.0,0.0,,18.0,,,,,,
0,0,0.0,0.0,18,438133767,-52890789,0.0,2024-01-29 15:16:57,107.0,0.0,,18.0,,,,,,
65,0,0.0,0.0,18,438133650,-52890678,0.0,2024-01-29 15:16:58,108.0,8.0,,18.0,,,,,,
65,0,0.0,0.0,17,438133436,-52890515,0.0,2024-01-29 15:16:59,106.0,29.0,,18.0,174.0,,,,,
36,0,1.05,0.896,17,438133175,-52890279,0.896,2024-01-29 15:17:00,107.0,45.0,,18.0,174.0,,,,,
0,0,3.03,1.894,16,438133079,-52890054,1.894,2024-01-29 15:17:01,107.0,0.0,,18.0,,,,,,
0,0,4.12,1.623,16,438133013,-52889948,1.623,2024-01-29 15:17:02,109.0,0.0,,18.0,,,,,,
0,0,4.43,0.798,16,438132964,-52889918,0.798,2024-01-29 15:17:03,107.0,0.0,,18.0,,,,,,
0,0,4.43,0.0,16,438132983,-52889888,0.0,2024-01-29 15:17:04,106.0,0.0,,18.0,,,,,,
0,0,4.43,0.0,16,438132989,-52889869,0.0,2024-01-29 15:17:05,106.0,0.0,,18.0,,,,,,
0,0,4.43,0.0,16,438132922,-52889866,0.0,2024-01-29 15:17:06,106.0,0.0,,18.0,,,,,,
0,0,4.43,0.0,16,438132852,-52889869,0.0,2024-01-29 15:17:07,107.0,0.0,,18.0,,,,,,
0,0,4.43,0.0,15,438132766,-52889838,0.0,2024-01-29 15:17:08,107.0,0.0,,18.0,,,,,,
0,0,5.35,1.327,17,438132654,-52889369,1.327,2024-01-29 15:17:25,101.0,0.0,,18.0,,,,,,
45,0,7.35,1.786,18,438132534,-52889174,1.786,2024-01-29 15:17:26,102.0,51.0,,18.0,166.0,,,,,
60,0,9.69,1.891,18,438132508,-52888874,1.891,2024-01-29 15:17:27,103.0,157.0,,18.0,166.0,,,,,
72,0,12.8,2.402,17,438132488,-52888459,2.402,2024-01-29 15:17:28,105.0,217.0,,18.0,178.0,,,,,
33,0,15.91,2.869,17,438132443,-52888046,2.869,2024-01-29 15:17:29,106.0,198.0,,18.0,177.0,,,,,
0,0,19.33,3.064,17,438132357,-52887599,3.064,2024-01-29 15:17:30,107.0,0.0,,18.0,174.0,,,,,
0,0,22.57,3.059,17,438132281,-52887175,3.059,2024-01-29 15:17:31,108.0,0.0,,18.0,170.0,,,,,
83,0,24.18,2.59,17,438132239,-52887078,2.59,2024-01-29 15:17:32,108.0,40.0,,18.0,166.0,,,,,
86,0,25.89,2.389,16,438132087,-52887203,2.389,2024-01-29 15:17:33,108.0,97.0,,18.0,167.0,,,,,
82,1,28.49,2.389,16,438131942,-52887121,2.389,2024-01-29 15:17:34,108.0,95.0,,18.0,164.0,,,,,
77,1,31.35,1.869,16,438131896,-52886745,1.869,2024-01-29 15:17:35,108.0,92.0,,18.0,168.0,,,,,
32,1,34.45,1.242,18,438131871,-52886332,1.242,2024-01-29 15:17:36,108.0,71.0,,18.0,168.0,,,,,
0,1,38.02,1.97,21,438131851,-52885855,1.97,2024-01-29 15:17:37,108.0,0.0,,18.0,168.0,,,,,
0,1,41.6,2.914,21,438131785,-52885386,2.914,2024-01-29 15:17:38,107.0,0.0,,18.0,169.0,,,,,
0,1,44.53,3.035,21,438131694,-52885020,3.035,2024-01-29 15:17:39,107.0,0.0,,18.0,169.0,,,,,
0,1,46.37,2.9,20,438131664,-52884805,2.9,2024-01-29 15:17:40,107.0,0.0,,18.0,170.0,,,,,
0,1,47.99,2.524,21,438131710,-52884604,2.524,2024-01-29 15:17:41,107.0,0.0,,18.0,170.0,,,,,
0,1,50.76,2.468,20,438131673,-52884254,2.468,2024-01-29 15:17:42,107.0,0.0,,18.0,170.0,,,,,
61,1,54.69,2.7,19,438131434,-52883852,2.7,2024-01-29 15:17:43,107.0,80.0,,18.0,171.0,,,,,
66,1,58.37,2.875,19,438131111,-52883591,2.875,2024-01-29 15:17:44,107.0,181.0,,18.0,171.0,,,,,
75,1,61.93,3.005,18,438130737,-52883459,3.005,2024-01-29 15:17:45,107.0,140.0,,18.0,163.0,,,,,
77,1,66.32,3.198,18,438130276,-52883296,3.198,2024-01-29 15:17:46,107.0,78.0,,18.0,161.0,,,,,
47,1,71.87,3.459,17,438129743,-52882972,3.459,2024-01-29 15:17:47,106.0,69.0,,18.0,166.0,,,,,
49,1,78.43,3.834,17,438129143,-52882508,3.834,2024-01-29 15:17:48,106.0,49.0,,18.0,180.0,,,,,
61,1,83.53,4.336,18,438128685,-52882145,4.336,2024-01-29 15:17:49,105.0,34.0,,18.0,185.0,,,,,
67,1,87.44,4.49,18,438128296,-52881952,4.49,2024-01-29 15:17:50,104.0,69.0,,18.0,179.0,,,,,
73,2,91.56,4.328,18,438127869,-52881863,4.328,2024-01-29 15:17:51,103.0,129.0,,18.0,169.0,,,,,
79,2,96.55,4.361,18,438127347,-52881899,4.361,2024-01-29 15:17:52,102.0,153.0,,18.0,181.0,,,,,
82,2,101.67,4.548,18,438126802,-52881935,4.548,2024-01-29 15:17:53,103.0,124.0,,18.0,161.0,,,,,
79,2,105.76,4.658,19,438126357,-52881944,4.658,2024-01-29 15:17:54,103.0,125.0,,18.0,169.0,,,,,
81,2,109.91,4.741,20,438125915,-52881937,4.741,2024-01-29 15:17:55,105.0,174.0,,18.0,178.0,,,,,
85,2,115.88,4.973,19,438125263,-52881903,4.973,2024-01-29 15:17:56,105.0,165.0,,18.0,183.0,,,,,
82,2,127.51,5.356,18,438123996,-52881823,5.356,2024-01-29 15:17:57,107.0,126.0,,18.0,184.0,,,,,
57,3,139.58,5.642,17,438122704,-52881716,5.642,2024-01-29 15:17:58,109.0,134.0,,18.0,186.0,,,,,
89,3,144.86,5.734,17,438122158,-52881660,5.734,2024-01-29 15:17:59,111.0,155.0,,18.0,176.0,,,,,
85,3,152.13,5.653,16,438121388,-52881518,5.653,2024-01-29 15:18:00,112.0,137.0,,18.0,181.0,,,,,
79,3,161.3,5.841,16,438120403,-52881372,5.841,2024-01-29 15:18:01,114.0,125.0,,18.0,174.0,,,,,
84,3,170.6,6.273,15,438119410,-52881310,6.273,2024-01-29 15:18:02,116.0,156.0,,18.0,175.0,,,,,
82,3,179.17,6.595,15,438118482,-52881296,6.595,2024-01-29 15:18:03,115.0,148.0,,18.0,177.0,,,,,
84,3,185.77,6.684,15,438117774,-52881306,6.684,2024-01-29 15:18:04,115.0,123.0,,18.0,173.0,,,,,
84,4,191.8,6.632,15,438117134,-52881341,6.632,2024-01-29 15:18:05,114.0,106.0,,18.0,174.0,,,,,
85,4,197.87,6.675,16,438116502,-52881510,6.675,2024-01-29 15:18:06,114.0,95.0,,18.0,171.0,,,,,
86,4,204.25,6.214,18,438115859,-52881817,6.214,2024-01-29 15:18:07,114.0,92.0,,18.0,180.0,,,,,
87,4,211.25,5.647,18,438115166,-52882174,5.647,2024-01-29 15:18:08,113.0,89.0,,18.0,175.0,20.0,20.0,,,
86,4,217.88,5.647,17,438114488,-52882499,5.647,2024-01-29 15:18:09,114.0,85.0,,18.0,166.0,19.799999999999955,19.799999999999955,,,
85,4,223.7,5.665,17,438113926,-52882820,5.665,2024-01-29 15:18:10,116.0,85.0,,18.0,178.0,19.799999999999955,19.799999999999955,0.0,0.0,0.0
77,4,231.05,5.97,16,438113217,-52883227,5.97,2024-01-29 15:18:11,119.0,94.0,,18.0,156.0,19.799999999999955,19.799999999999955,0.0,0.0,0.0
79,4,238.86,6.47,16,438112440,-52883646,6.47,2024-01-29 15:18:12,118.0,108.0,,18.0,174.0,19.600000000000023,19.600000000000023,0.0,0.0,0.0
17,4,246.32,6.507,16,438111683,-52883988,6.507,2024-01-29 15:18:13,118.0,82.0,,18.0,,19.399999999999977,19.399999999999977,0.0,0.0,0.0
0,4,254.24,6.699,16,438110851,-52884186,6.699,2024-01-29 15:18:14,123.0,0.0,,18.0,,19.200000000000045,19.200000000000045,0.0,0.0,0.0
0,4,262.56,7.357,17,438109958,-52884235,7.357,2024-01-29 15:18:15,120.0,0.0,,18.0,,19.200000000000045,19.200000000000045,0.0,0.0,0.0
0,4,270.55,7.603,18,438109090,-52884220,7.603,2024-01-29 15:18:16,118.0,0.0,,18.0,,19.0,19.0,0.0,1.0,-1.13
0,4,275.18,7.77,20,438108615,-52884204,7.77,2024-01-29 15:18:17,115.0,0.0,,18.0,,18.799999999999955,18.799999999999955,0.0,1.0,-1.72
0,4,276.08,7.216,22,438108554,-52884163,7.216,2024-01-29 15:18:18,113.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,-1.86
0,4,278.18,6.162,22,438108335,-52884196,6.162,2024-01-29 15:18:19,111.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,-1.88
0,4,281.61,5.238,22,438107955,-52884270,5.238,2024-01-29 15:18:20,110.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,-1.81
0,4,285.02,4.175,22,438107582,-52884256,4.175,2024-01-29 15:18:21,108.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,-1.62
0,4,287.81,3.804,21,438107310,-52884159,3.804,2024-01-29 15:18:22,107.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,-1.35
0,4,289.32,1.937,21,438107077,-52884047,1.937,2024-01-29 15:18:23,107.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,-0.37
0,4,289.61,1.464,19,438106633,-52884270,1.464,2024-01-29 15:18:28,104.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,0.0
0,4,290.29,1.054,19,438106658,-52884336,1.054,2024-01-29 15:18:29,106.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,0.0
0,4,290.7,0.308,19,438106658,-52884399,0.308,2024-01-29 15:18:30,106.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,0.0
0,4,290.7,0.0,19,438106658,-52884419,0.0,2024-01-29 15:18:31,106.0,0.0,,18.0,,18.600000000000023,18.600000000000023,0.0,1.0,0.0
0,4,290.7,0.0,18,438106658,-52884429,0.0,2024-01-29 15:18:32,108.0,0.0,,18.0,,18.799999999999955,18.799999999999955,0.0,1.0,0.0
0,4,290.7,0.0,18,438106658,-52884439,0.0,2024-01-29 15:18:33,109.0,0.0,,18.0,,18.799999999999955,18.799999999999955,0.0,1.0,0.0
0,4,290.7,0.0,18,438106658,-52884452,0.0,2024-01-29 15:18:34,110.0,0.0,,18.0,,18.799999999999955,18.799999999999955,0.0,1.0,0.0
14,4,291.8,1.08,9,438106555,-52884610,1.08,2024-01-29 15:19:24,85.0,49.0,,17.0,202.0,18.799999999999955,18.799999999999955,0.0,1.0,0.0
78,4,294.91,1.618,9,438106222,-52884562,1.618,2024-01-29 15:19:25,87.0,182.0,,17.0,202.0,18.799999999999955,18.799999999999955,0.0,1.0,0.0
79,5,299.29,2.475,9,438105749,-52884503,2.475,2024-01-29 15:19:26,88.0,292.0,,17.0,197.0,18.799999999999955,18.799999999999955,0.0,1.0,0.0
88,5,304.33,3.152,9,438105230,-52884532,3.152,2024-01-29 15:19:27,90.0,407.0,,17.0,174.0,18.600000000000023,18.600000000000023,0.0,1.0,0.0
94,6,310.63,4.17,9,438104558,-52884734,4.17,2024-01-29 15:19:28,93.0,510.0,,17.0,170.0,18.600000000000023,18.600000000000023,0.0,1.0,0.0
91,6,317.6,5.616,10,438103821,-52884912,5.616,2024-01-29 15:19:29,96.0,574.0,,17.0,172.0,18.399999999999977,18.399999999999977,0.0,1.0,0.0
91,7,324.11,6.103,10,438103126,-52884982,6.103,2024-01-29 15:19:30,99.0,547.0,,17.0,178.0,18.399999999999977,18.399999999999977,0.0,1.0,0.0
90,7,331.24,6.227,10,438102353,-52885052,6.227,2024-01-29 15:19:31,102.0,501.0,,17.0,170.0,18.200000000000045,18.200000000000045,0.0,1.0,0.0
94,8,338.4,6.381,10,438101597,-52885101,6.381,2024-01-29 15:19:32,105.0,448.0,,17.0,189.0,18.200000000000045,18.200000000000045,0.0,2.0,-1.09
88,8,345.44,6.381,10,438100849,-52885159,6.381,2024-01-29 15:19:33,107.0,318.0,,17.0,187.0,18.200000000000045,18.200000000000045,0.0,2.0,-1.68
86,8,352.9,6.537,10,438100036,-52885238,6.537,2024-01-29 15:19:34,109.0,293.0,,17.0,171.0,18.200000000000045,18.200000000000045,0.0,2.0,-1.49
85,9,360.81,6.573,10,438099189,-52885264,6.573,2024-01-29 15:19:35,112.0,330.0,,17.0,173.0,18.0,18.0,0.0,2.0,-1.29
86,9,368.6,6.406,9,438098370,-52885188,6.406,2024-01-29 15:19:36,114.0,329.0,,17.0,175.0,18.0,18.0,0.0,2.0,-1.12
89,9,376.16,6.436,9,438097551,-52885079,6.436,2024-01-29 15:19:37,115.0,286.0,,17.0,170.0,18.0,18.0,0.0,2.0,-0.43
87,10,383.31,6.411,9,438096773,-52885034,6.411,2024-01-29 15:19:38,116.0,240.0,,17.0,171.0,17.799999999999955,17.799999999999955,0.0,2.0,0.0
85,10,390.7,6.406,9,438096003,-52885097,6.406,2024-01-29 15:19:39,116.0,204.0,,17.0,180.0,17.799999999999955,17.799999999999955,0.0,2.0,0.0
86,10,398.11,6.482,9,438095202,-52885191,6.482,2024-01-29 15:19:40,116.0,204.0,,17.0,173.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
84,10,405.79,6.579,9,438094367,-52885251,6.579,2024-01-29 15:19:41,118.0,220.0,,17.0,176.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
86,10,414.03,6.675,9,438093483,-52885257,6.675,2024-01-29 15:19:42,120.0,213.0,,17.0,169.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
85,11,422.61,6.731,8,438092559,-52885243,6.731,2024-01-29 15:19:43,122.0,204.0,,17.0,171.0,17.399999999999977,17.399999999999977,0.0,2.0,0.0
80,11,431.18,6.714,8,438091658,-52885283,6.714,2024-01-29 15:19:44,121.0,209.0,,17.0,178.0,17.399999999999977,17.399999999999977,0.0,2.0,0.0
84,11,438.41,6.686,8,438090882,-52885305,6.686,2024-01-29 15:19:45,122.0,240.0,,17.0,175.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
81,11,446.53,6.684,8,438090009,-52885330,6.684,2024-01-29 15:19:46,121.0,256.0,,17.0,173.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
84,12,454.55,6.694,8,438089150,-52885390,6.694,2024-01-29 15:19:47,125.0,241.0,,17.0,173.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
81,12,461.56,6.716,8,438088403,-52885450,6.716,2024-01-29 15:19:48,127.0,220.0,,17.0,168.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
94,12,469.1,6.754,8,438087581,-52885445,6.754,2024-01-29 15:19:49,127.0,217.0,,17.0,169.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
94,12,476.83,6.786,7,438086741,-52885311,6.786,2024-01-29 15:19:50,122.0,205.0,,17.0,173.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
92,12,485.21,6.806,7,438085857,-52885076,6.806,2024-01-29 15:19:51,126.0,193.0,,17.0,164.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
89,13,493.45,6.806,7,438085030,-52884746,6.806,2024-01-29 15:19:52,128.0,174.0,,17.0,181.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
81,13,500.19,6.881,7,438084384,-52884351,6.881,2024-01-29 15:19:53,130.0,141.0,,17.0,160.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
85,13,505.92,6.342,7,438083816,-52884032,6.342,2024-01-29 15:19:54,129.0,112.0,,17.0,169.0,17.600000000000023,17.600000000000023,0.0,2.0,0.0
81,13,512.0,5.583,8,438083183,-52883831,5.583,2024-01-29 15:19:55,131.0,107.0,,17.0,168.0,17.399999999999977,17.399999999999977,0.0,2.0,0.0
0,13,518.61,6.108,8,438082501,-52883634,6.108,2024-01-29 15:19:56,133.0,0.0,,17.0,168.0,17.399999999999977,17.399999999999977,0.0,2.0,0.0
0,13,525.71,6.846,8,438081777,-52883423,6.846,2024-01-29 15:19:57,134.0,0.0,,17.0,169.0,17.200000000000045,17.200000000000045,0.0,2.0,0.0
0,13,533.34,6.972,8,438080980,-52883179,6.972,2024-01-29 15:19:58,135.0,0.0,,17.0,169.0,17.0,17.0,0.0,2.0,0.0
0,13,540.7,6.972,8,438080224,-52882873,6.972,2024-01-29 15:19:59,135.0,0.0,,17.0,169.0,16.799999999999955,16.799999999999955,0.0,2.0,-0.63
0,13,547.29,6.972,8,438079605,-52882465,6.972,2024-01-29 15:20:00,136.0,0.0,,17.0,170.0,16.799999999999955,16.799999999999955,0.0,2.0,-1.28
0,13,553.53,6.868,8,438079080,-52881940,6.868,2024-01-29 15:20:01,133.0,0.0,,17.0,170.0,16.799999999999955,16.799999999999955,0.0,3.0,-1.48
82,13,560.02,6.648,8,438078578,-52881322,6.648,2024-01-29 15:20:02,134.0,45.0,,17.0,171.0,16.600000000000023,16.600000000000023,0.0,3.0,-1.61
79,13,566.12,6.419,9,438078181,-52880677,6.419,2024-01-29 15:20:03,134.0,136.0,,17.0,172.0,16.399999999999977,16.399999999999977,0.0,3.0,-1.68
80,13,571.81,6.395,8,438077888,-52880012,6.395,2024-01-29 15:20:04,136.0,147.0,,17.0,177.0,16.200000000000045,16.200000000000045,0.0,3.0,-1.74
81,13,578.66,6.599,8,438077568,-52879188,6.599,2024-01-29 15:20:05,135.0,141.0,,17.0,180.0,16.0,16.0,0.0,3.0,-1.78
80,14,585.7,6.646,8,438077270,-52878325,6.646,2024-01-29 15:20:06,134.0,143.0,,17.0,175.0,16.0,16.0,0.0,3.0,-1.82
79,14,592.72,6.595,8,438076977,-52877459,6.595,2024-01-29 15:20:07,134.0,149.0,,17.0,169.0,15.799999999999955,15.799999999999955,0.0,3.0,-1.87
82,14,599.76,6.575,8,438076657,-52876603,6.575,2024-01-29 15:20:08,134.0,147.0,,17.0,164.0,15.799999999999955,15.799999999999955,0.0,3.0,-1.9
80,14,607.34,6.575,8,438076276,-52875710,6.575,2024-01-29 15:20:09,134.0,150.0,,17.0,173.0,15.600000000000023,15.600000000000023,0.0,4.0,-1.94
80,14,614.32,6.575,8,438075884,-52874921,6.575,2024-01-29 15:20:10,133.0,168.0,,17.0,172.0,15.399999999999977,15.399999999999977,0.0,4.0,-1.93
82,14,621.06,6.591,8,438075482,-52874188,6.591,2024-01-29 15:20:11,131.0,210.0,,17.0,178.0,15.399999999999977,15.399999999999977,0.0,4.0,-1.84
82,15,628.03,6.611,8,438075044,-52873431,6.611,2024-01-29 15:20:12,132.0,200.0,,17.0,176.0,15.200000000000045,15.200000000000045,0.0,4.0,-1.71
84,15,634.42,6.611,8,438074637,-52872731,6.611,2024-01-29 15:20:13,130.0,165.0,,17.0,173.0,15.200000000000045,15.200000000000045,0.0,4.0,-1.59
84,15,641.58,6.611,8,438074182,-52871954,6.611,2024-01-29 15:20:14,131.0,160.0,,17.0,174.0,15.0,15.0,0.0,4.0,-1.53
83,15,648.52,6.611,9,438073729,-52871218,6.611,2024-01-29 15:20:15,130.0,151.0,,17.0,178.0,14.799999999999955,14.799999999999955,0.0,4.0,-1.53
82,15,655.57,6.611,9,438073278,-52870482,6.611,2024-01-29 15:20:16,133.0,139.0,,17.0,179.0,14.799999999999955,14.799999999999955,0.0,4.0,-1.55
82,15,662.77,6.611,9,438072803,-52869727,6.611,2024-01-29 15:20:17,132.0,143.0,,17.0,174.0,14.600000000000023,14.600000000000023,0.0,5.0,-1.58
79,16,669.65,6.611,9,438072318,-52869011,6.611,2024-01-29 15:20:18,130.0,154.0,,17.0,172.0,14.600000000000023,14.600000000000023,0.0,5.0,-1.56
81,16,676.37,6.611,9,438071883,-52868297,6.611,2024-01-29 15:20:19,131.0,158.0,,17.0,167.0,14.600000000000023,14.600000000000023,0.0,5.0,-1.45
93,16,683.46,6.624,9,438071431,-52867539,6.624,2024-01-29 15:20:20,132.0,142.0,,17.0,175.0,14.600000000000023,14.600000000000023,0.0,5.0,-1.27
95,16,690.6,6.639,8,438070951,-52866793,6.639,2024-01-29 15:20:21,132.0,111.0,,17.0,166.0,14.600000000000023,14.600000000000023,0.0,5.0,-0.57
93,16,697.13,6.61,8,438070518,-52866115,6.61,2024-01-29 15:20:22,131.0,105.0,,17.0,174.0,14.600000000000023,14.600000000000023,0.0,5.0,0.0
93,16,703.38,6.575,8,438070086,-52865479,6.575,2024-01-29 15:20:23,130.0,107.0,,17.0,161.0,14.600000000000023,14.600000000000023,0.0,5.0,0.0
91,16,710.16,6.557,9,438069610,-52864803,6.557,2024-01-29 15:20:24,130.0,97.0,,17.0,170.0,14.600000000000023,14.600000000000023,0.0,5.0,0.0
91,16,716.81,6.419,9,438069092,-52864175,6.419,2024-01-29 15:20:25,130.0,98.0,,17.0,170.0,14.399999999999977,14.399999999999977,0.0,5.0,0.0
90,16,723.61,6.278,9,438068566,-52863537,6.278,2024-01-29 15:20:26,132.0,116.0,,17.0,168.0,14.399999999999977,14.399999999999977,0.0,5.0,0.0
93,17,731.53,6.274,9,438068003,-52862755,6.274,2024-01-29 15:20:27,131.0,146.0,,17.0,165.0,14.399999999999977,14.399999999999977,0.0,5.0,0.0
93,17,740.09,6.273,9,438067406,-52861881,6.273,2024-01-29 15:20:28,132.0,173.0,,17.0,173.0,14.200000000000045,14.200000000000045,0.0,5.0,0.0
91,17,748.48,6.274,9,438066858,-52860999,6.274,2024-01-29 15:20:29,132.0,152.0,,17.0,171.0,14.200000000000045,14.200000000000045,0.0,5.0,0.0
89,17,756.9,6.269,8,438066333,-52860101,6.269,2024-01-29 15:20:30,130.0,136.0,,17.0,168.0,14.200000000000045,14.200000000000045,0.0,5.0,0.0
87,17,765.21,6.269,8,438065854,-52859165,6.269,2024-01-29 15:20:31,132.0,123.0,,17.0,172.0,14.200000000000045,14.200000000000045,0.0,5.0,0.0
87,17,772.83,6.269,8,438065420,-52858299,6.269,2024-01-29 15:20:32,133.0,91.0,,17.0,168.0,14.200000000000045,14.200000000000045,0.0,5.0,0.0
87,17,779.43,6.079,8,438065011,-52857583,6.079,2024-01-29 15:20:33,134.0,69.0,,17.0,168.0,14.200000000000045,14.200000000000045,0.0,5.0,0.0
0,17,785.06,5.953,8,438064583,-52857037,5.953,2024-01-29 15:20:34,134.0,0.0,,17.0,,14.200000000000045,14.200000000000045,0.0,5.0,0.0
0,17,790.23,5.781,9,438064170,-52856564,5.781,2024-01-29 15:20:35,133.0,0.0,,17.0,,14.200000000000045,14.200000000000045,0.0,5.0,0.0
0,17,795.3,5.401,9,438063786,-52856093,5.401,2024-01-29 15:20:36,132.0,0.0,,17.0,,14.200000000000045,14.200000000000045,0.0,5.0,0.0
0,17,800.79,5.493,9,438063417,-52855523,5.493,2024-01-29 15:20:37,131.0,0.0,,17.0,,14.200000000000045,14.200000000000045,0.0,5.0,0.0
0,17,807.49,5.647,9,438063139,-52854722,5.647,2024-01-29 15:20:38,129.0,0.0,,17.0,,14.399999999999977,14.399999999999977,0.0,5.0,0.0
0,17,814.44,5.674,9,438062932,-52853827,5.674,2024-01-29 15:20:39,130.0,0.0,,17.0,,14.399999999999977,14.399999999999977,0.0,5.0,0.0
0,17,819.17,5.683,9,438062750,-52853235,5.683,2024-01-29 15:20:40,132.0,0.0,,17.0,,14.399999999999977,14.399999999999977,0.0,5.0,0.0
0,17,822.41,5.094,9,438062588,-52852851,5.094,2024-01-29 15:20:41,133.0,0.0,,17.0,,14.399999999999977,14.399999999999977,0.0,5.0,0.0
0,17,825.12,4.222,10,438062452,-52852542,4.222,2024-01-29 15:20:42,131.0,0.0,,17.0,,14.600000000000023,14.600000000000023,0.0,5.0,0.0
0,17,827.69,3.895,11,438062356,-52852226,3.895,2024-01-29 15:20:43,129.0,0.0,,17.0,,14.600000000000023,14.600000000000023,0.0,5.0,0.0
0,17,829.46,3.568,12,438062310,-52851993,3.568,2024-01-29 15:20:44,127.0,0.0,,17.0,,14.600000000000023,14.600000000000023,0.0,5.0,0.0
0,17,829.88,3.1,12,438062285,-52851940,3.1,2024-01-29 15:20:45,126.0,0.0,,17.0,,14.600000000000023,14.600000000000023,0.0,5.0,0.0
0,17,829.88,1.5,11,438062285,-52851940,1.5,2024-01-29 15:20:46,126.0,0.0,,17.0,,14.799999999999955,14.799999999999955,0.0,5.0,0.0
0,17,829.88,0.525,15,438062285,-52851940,0.525,2024-01-29 15:20:50,127.0,0.0,,16.0,,14.799999999999955,14.799999999999955,0.0,5.0,0.0
0,17,829.88,0.0,20,438062285,-52851940,0.0,2024-01-29 15:20:51,128.0,0.0,,16.0,,14.799999999999955,14.799999999999955,0.0,5.0,0.0
0,17,829.88,0.0,21,438062305,-52851929,0.0,2024-01-29 15:20:52,130.0,0.0,,16.0,,14.799999999999955,14.799999999999955,0.0,5.0,0.0
56,17,830.45,0.344,20,438062310,-52851847,0.344,2024-01-29 15:20:53,130.0,120.0,,16.0,163.0,15.0,15.0,0.0,5.0,0.0
75,18,832.26,1.506,19,438062226,-52851637,1.506,2024-01-29 15:20:54,128.0,356.0,,16.0,163.0,14.799999999999955,14.799999999999955,0.0,5.0,0.0
77,18,834.79,2.465,19,438062067,-52851347,2.465,2024-01-29 15:20:55,123.0,385.0,,16.0,170.0,14.799999999999955,14.799999999999955,0.0,5.0,0.0
84,19,837.6,2.553,18,438061946,-52851006,2.553,2024-01-29 15:20:56,120.0,262.0,,16.0,170.0,14.600000000000023,14.600000000000023,0.0,5.0,0.0
89,19,841.05,3.026,17,438061880,-52850555,3.026,2024-01-29 15:20:57,119.0,222.0,,16.0,173.0,14.600000000000023,14.600000000000023,0.0,5.0,0.0
92,19,845.14,3.626,16,438061789,-52850019,3.626,2024-01-29 15:20:58,116.0,179.0,,16.0,171.0,14.399999999999977,14.399999999999977,0.0,5.0,0.0
93,19,849.52,3.866,15,438061637,-52849471,3.866,2024-01-29 15:20:59,114.0,133.0,,16.0,182.0,14.399999999999977,14.399999999999977,0.0,5.0,0.0
86,19,854.02,4.1,15,438061348,-52848996,4.1,2024-01-29 15:21:00,114.0,104.0,,16.0,185.0,14.200000000000045,14.200000000000045,0.0,5.0,0.0
86,19,858.38,4.222,14,438060964,-52848705,4.222,2024-01-29 15:21:01,116.0,93.0,,16.0,190.0,14.0,14.0,0.0,5.0,0.0
0,19,862.45,4.198,13,438060536,-52848610,4.198,2024-01-29 15:21:02,115.0,0.0,,16.0,,14.0,14.0,0.0,5.0,0.0
