cadence,calories,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,heart_rate,power,battery_soc,temperature,left_right_balance,altitude,enhanced_altitude,ascent,descent,grade
0,389,15238.88,9.425,5,437902113,-54128682,9.425,2024-01-29 16:05:22,130.0,0.0,,13.0,,23.0,23.0,42.0,38.0,-5.28
0,389,15248.24,9.425,5,437901956,-54129916,9.425,2024-01-29 16:05:23,128.0,0.0,,13.0,,22.600000000000023,22.600000000000023,42.0,38.0,-4.9
0,389,15257.42,9.425,5,437901754,-54131113,9.425,2024-01-29 16:05:24,126.0,0.0,,13.0,,22.399999999999977,22.399999999999977,42.0,38.0,-4.49
0,389,15266.54,9.425,5,437901526,-54132298,9.425,2024-01-29 16:05:25,124.0,0.0,,13.0,,22.200000000000045,22.200000000000045,42.0,39.0,-4.06
0,389,15275.34,9.076,6,437901382,-54133457,9.076,2024-01-29 16:05:26,122.0,0.0,,13.0,,21.799999999999955,21.799999999999955,42.0,39.0,-3.68
0,389,15283.71,8.453,6,437901441,-54134563,8.453,2024-01-29 16:05:27,119.0,0.0,,13.0,,21.600000000000023,21.600000000000023,42.0,39.0,-3.34
0,389,15291.32,8.105,6,437901624,-54135545,8.105,2024-01-29 16:05:28,116.0,0.0,,13.0,,21.399999999999977,21.399999999999977,42.0,40.0,-3.04
0,389,15297.69,6.647,7,437901889,-54136317,6.647,2024-01-29 16:05:29,115.0,0.0,,13.0,,21.200000000000045,21.200000000000045,42.0,40.0,-2.81
91,389,15303.52,5.075,8,437902359,-54136809,5.075,2024-01-29 16:05:30,114.0,35.0,,13.0,168.0,21.0,21.0,42.0,40.0,-2.59
94,390,15309.61,5.563,8,437902972,-54137042,5.563,2024-01-29 16:05:31,116.0,99.0,,13.0,168.0,21.0,21.0,42.0,40.0,-2.37
99,390,15316.22,6.151,8,437903672,-54137109,6.151,2024-01-29 16:05:32,119.0,127.0,,13.0,175.0,21.0,21.0,42.0,40.0,-2.18
96,390,15323.21,6.444,8,437904424,-54136996,6.444,2024-01-29 16:05:33,119.0,121.0,,13.0,180.0,20.799999999999955,20.799999999999955,42.0,41.0,-2.0
93,390,15330.58,6.758,8,437905173,-54136742,6.758,2024-01-29 16:05:34,118.0,116.0,,13.0,182.0,21.0,21.0,42.0,41.0,-1.74
90,390,15338.35,6.751,8,437905949,-54136367,6.751,2024-01-29 16:05:35,119.0,118.0,,13.0,173.0,21.0,21.0,42.0,41.0,-1.35
87,390,15346.4,6.703,8,437906699,-54135849,6.703,2024-01-29 16:05:36,119.0,131.0,,13.0,179.0,21.0,21.0,42.0,41.0,-0.01
84,390,15354.52,6.569,8,437907384,-54135189,6.569,2024-01-29 16:05:37,120.0,150.0,,13.0,161.0,21.200000000000045,21.200000000000045,42.0,41.0,0.0
78,390,15361.95,6.33,7,437907960,-54134488,6.33,2024-01-29 16:05:38,120.0,159.0,,13.0,150.0,21.200000000000045,21.200000000000045,42.0,41.0,0.0
74,391,15368.2,5.851,7,437908398,-54133849,5.851,2024-01-29 16:05:39,120.0,121.0,,13.0,150.0,21.399999999999977,21.399999999999977,42.0,41.0,0.0
0,391,15373.46,5.757,7,437908783,-54133345,5.757,2024-01-29 16:05:40,119.0,0.0,,13.0,151.0,21.600000000000023,21.600000000000023,42.0,41.0,0.0
0,391,15378.3,5.666,7,437909214,-54132976,5.666,2024-01-29 16:05:41,119.0,0.0,,13.0,152.0,21.799999999999955,21.799999999999955,42.0,41.0,1.27
0,391,15382.85,5.098,6,437909668,-54132830,5.098,2024-01-29 16:05:42,119.0,0.0,,13.0,153.0,22.0,22.0,43.0,41.0,1.62
0,391,15387.22,4.915,6,437910060,-54133074,4.915,2024-01-29 16:05:43,119.0,0.0,,13.0,154.0,21.799999999999955,21.799999999999955,43.0,41.0,1.79
0,391,15392.21,4.777,6,437910379,-54133586,4.777,2024-01-29 16:05:44,118.0,0.0,,13.0,155.0,21.799999999999955,21.799999999999955,43.0,41.0,1.8
62,391,15397.58,4.892,6,437910677,-54134203,4.892,2024-01-29 16:05:45,118.0,2.0,,13.0,156.0,21.799999999999955,21.799999999999955,43.0,41.0,1.61
28,391,15403.05,5.205,6,437910951,-54134860,5.205,2024-01-29 16:05:46,117.0,2.0,,13.0,157.0,21.600000000000023,21.600000000000023,43.0,41.0,1.15
0,391,15408.66,5.443,6,437911223,-54135525,5.443,2024-01-29 16:05:47,116.0,0.0,,13.0,158.0,21.399999999999977,21.399999999999977,43.0,41.0,0.03
83,391,15414.53,5.633,6,437911559,-54136188,5.633,2024-01-29 16:05:48,116.0,64.0,,13.0,160.0,21.200000000000045,21.200000000000045,43.0,41.0,0.0
83,391,15420.87,5.903,6,437911947,-54136901,5.903,2024-01-29 16:05:49,115.0,169.0,,13.0,161.0,20.799999999999955,20.799999999999955,43.0,41.0,-1.65
0,391,15427.77,6.092,6,437912227,-54137738,6.092,2024-01-29 16:05:50,113.0,0.0,,13.0,162.0,20.200000000000045,20.200000000000045,43.0,41.0,-2.79
0,391,15435.5,6.786,6,437912368,-54138747,6.786,2024-01-29 16:05:51,113.0,0.0,,13.0,163.0,19.600000000000023,19.600000000000023,43.0,41.0,-3.87
0,391,15443.85,7.792,6,437912396,-54139857,7.792,2024-01-29 16:05:52,114.0,0.0,,13.0,164.0,19.0,19.0,43.0,42.0,-4.91
0,391,15452.19,8.036,6,437912392,-54140971,8.036,2024-01-29 16:05:53,115.0,0.0,,13.0,165.0,18.799999999999955,18.799999999999955,43.0,43.0,-5.66
0,391,15460.15,7.905,6,437912479,-54142029,7.905,2024-01-29 16:05:54,115.0,0.0,,13.0,166.0,18.600000000000023,18.600000000000023,43.0,43.0,-5.91
0,391,15467.28,7.219,5,437912616,-54142965,7.219,2024-01-29 16:05:55,117.0,0.0,,13.0,167.0,18.600000000000023,18.600000000000023,43.0,44.0,-5.53
11,391,15473.31,6.171,5,437912732,-54143756,6.171,2024-01-29 16:05:56,120.0,47.0,,13.0,168.0,18.799999999999955,18.799999999999955,43.0,44.0,-4.64
77,391,15478.81,5.453,5,437912823,-54144478,5.453,2024-01-29 16:05:57,119.0,178.0,,13.0,169.0,19.0,19.0,43.0,44.0,-3.45
76,391,15484.17,5.178,5,437912914,-54145185,5.178,2024-01-29 16:05:58,118.0,226.0,,13.0,173.0,19.200000000000045,19.200000000000045,43.0,44.0,-2.18
84,392,15489.23,5.085,5,437912984,-54145854,5.085,2024-01-29 16:05:59,118.0,185.0,,13.0,177.0,19.399999999999977,19.399999999999977,43.0,44.0,-0.11
84,392,15494.08,4.998,6,437913008,-54146499,4.998,2024-01-29 16:06:00,118.0,175.0,,13.0,169.0,19.600000000000023,19.600000000000023,43.0,44.0,0.0
85,392,15498.98,5.087,6,437913029,-54147154,5.087,2024-01-29 16:06:01,117.0,177.0,,13.0,178.0,19.600000000000023,19.600000000000023,43.0,44.0,1.25
82,392,15503.9,5.178,6,437913054,-54147810,5.178,2024-01-29 16:06:02,116.0,185.0,,13.0,169.0,19.799999999999955,19.799999999999955,43.0,44.0,1.94
84,392,15508.84,5.085,6,437913054,-54148467,5.085,2024-01-29 16:06:03,118.0,202.0,,13.0,161.0,19.799999999999955,19.799999999999955,44.0,44.0,2.32
97,393,15513.62,4.936,6,437913033,-54149106,4.936,2024-01-29 16:06:04,120.0,188.0,,13.0,180.0,20.0,20.0,44.0,44.0,2.44
93,393,15518.24,4.839,6,437913008,-54149723,4.839,2024-01-29 16:06:05,119.0,143.0,,13.0,173.0,20.200000000000045,20.200000000000045,44.0,44.0,2.39
91,393,15522.81,4.81,5,437913029,-54150330,4.81,2024-01-29 16:06:06,120.0,124.0,,13.0,182.0,20.200000000000045,20.200000000000045,44.0,44.0,2.25
85,393,15527.29,4.793,5,437913117,-54150917,4.793,2024-01-29 16:06:07,120.0,126.0,,13.0,172.0,20.200000000000045,20.200000000000045,44.0,44.0,2.11
90,393,15531.81,4.765,5,437913232,-54151501,4.765,2024-01-29 16:06:08,121.0,120.0,,13.0,180.0,20.399999999999977,20.399999999999977,44.0,44.0,1.93
87,393,15536.34,4.656,5,437913344,-54152087,4.656,2024-01-29 16:06:09,122.0,132.0,,13.0,177.0,20.399999999999977,20.399999999999977,44.0,44.0,1.76
86,393,15540.79,4.542,5,437913481,-54152663,4.542,2024-01-29 16:06:10,123.0,170.0,,13.0,176.0,20.399999999999977,20.399999999999977,44.0,44.0,1.6
91,394,15545.21,4.523,5,437913575,-54153240,4.523,2024-01-29 16:06:11,121.0,194.0,,13.0,174.0,20.600000000000023,20.600000000000023,44.0,44.0,1.47
84,394,15549.51,4.479,5,437913642,-54153808,4.479,2024-01-29 16:06:12,120.0,204.0,,13.0,176.0,20.600000000000023,20.600000000000023,44.0,44.0,1.39
89,394,15553.87,4.444,5,437913712,-54154385,4.444,2024-01-29 16:06:13,122.0,201.0,,13.0,180.0,20.600000000000023,20.600000000000023,45.0,44.0,1.31
89,394,15558.36,4.435,5,437913737,-54154982,4.435,2024-01-29 16:06:14,123.0,162.0,,13.0,180.0,20.799999999999955,20.799999999999955,45.0,44.0,1.26
93,394,15562.9,4.425,5,437913758,-54155588,4.425,2024-01-29 16:06:15,124.0,139.0,,13.0,172.0,20.799999999999955,20.799999999999955,45.0,44.0,1.23
88,394,15567.47,4.412,5,437913803,-54156194,4.412,2024-01-29 16:06:16,125.0,144.0,,13.0,172.0,20.799999999999955,20.799999999999955,45.0,44.0,1.21
90,395,15571.95,4.393,5,437913849,-54156792,4.393,2024-01-29 16:06:17,126.0,145.0,,13.0,165.0,20.799999999999955,20.799999999999955,45.0,44.0,1.2
88,395,15576.36,4.385,5,437913894,-54157378,4.385,2024-01-29 16:06:18,129.0,123.0,,13.0,163.0,21.0,21.0,45.0,44.0,1.18
86,395,15580.63,4.375,5,437913940,-54157944,4.375,2024-01-29 16:06:19,131.0,103.0,,13.0,165.0,21.0,21.0,45.0,44.0,1.17
85,395,15584.76,4.369,5,437913985,-54158492,4.369,2024-01-29 16:06:20,131.0,96.0,,13.0,174.0,21.0,21.0,45.0,44.0,1.15
85,395,15588.73,4.362,5,437914031,-54159019,4.362,2024-01-29 16:06:21,131.0,97.0,,13.0,172.0,21.200000000000045,21.200000000000045,45.0,44.0,1.16
82,395,15592.69,4.353,5,437914055,-54159548,4.353,2024-01-29 16:06:22,130.0,99.0,,13.0,172.0,21.200000000000045,21.200000000000045,45.0,44.0,1.17
84,395,15596.64,4.267,5,437914076,-54160076,4.267,2024-01-29 16:06:23,128.0,77.0,,13.0,173.0,21.200000000000045,21.200000000000045,45.0,44.0,1.17
78,395,15600.45,4.167,5,437914122,-54160583,4.167,2024-01-29 16:06:24,127.0,73.0,,13.0,169.0,21.200000000000045,21.200000000000045,45.0,44.0,1.14
75,395,15604.26,4.167,4,437914146,-54161089,4.167,2024-01-29 16:06:25,128.0,89.0,,13.0,178.0,21.200000000000045,21.200000000000045,45.0,44.0,1.05
75,395,15608.07,4.128,4,437914146,-54161597,4.128,2024-01-29 16:06:26,128.0,94.0,,13.0,178.0,21.200000000000045,21.200000000000045,45.0,44.0,0.11
0,395,15611.88,4.079,5,437914167,-54162103,4.079,2024-01-29 16:06:27,129.0,0.0,,13.0,177.0,21.399999999999977,21.399999999999977,45.0,44.0,0.0
0,395,15615.5,3.856,5,437914213,-54162584,3.856,2024-01-29 16:06:28,128.0,0.0,,13.0,176.0,21.399999999999977,21.399999999999977,45.0,44.0,0.0
0,395,15618.65,3.279,5,437914280,-54162994,3.279,2024-01-29 16:06:29,126.0,0.0,,13.0,176.0,21.399999999999977,21.399999999999977,45.0,44.0,0.0
62,395,15621.57,2.908,5,437914349,-54163372,2.908,2024-01-29 16:06:30,124.0,53.0,,13.0,175.0,21.600000000000023,21.600000000000023,45.0,44.0,0.0
62,396,15624.39,2.844,5,437914395,-54163741,2.844,2024-01-29 16:06:31,123.0,166.0,,13.0,174.0,21.600000000000023,21.600000000000023,45.0,44.0,1.02
0,396,15626.78,2.49,6,437914377,-54164045,2.49,2024-01-29 16:06:32,122.0,0.0,,13.0,173.0,21.799999999999955,21.799999999999955,45.0,44.0,1.35
0,396,15628.63,1.964,6,437914286,-54164265,1.964,2024-01-29 16:06:33,121.0,0.0,,13.0,172.0,21.799999999999955,21.799999999999955,45.0,44.0,1.65
51,396,15630.35,1.731,6,437914237,-54164483,1.731,2024-01-29 16:06:34,123.0,44.0,,13.0,172.0,22.0,22.0,46.0,44.0,2.01
64,396,15632.34,1.864,5,437914300,-54164729,1.864,2024-01-29 16:06:35,128.0,161.0,,13.0,171.0,22.0,22.0,46.0,44.0,2.38
76,396,15634.77,2.322,5,437914458,-54164985,2.322,2024-01-29 16:06:36,127.0,222.0,,13.0,174.0,22.0,22.0,46.0,44.0,2.72
79,396,15637.67,2.719,5,437914661,-54165270,2.719,2024-01-29 16:06:37,126.0,197.0,,13.0,183.0,22.200000000000045,22.200000000000045,46.0,44.0,3.0
82,397,15640.9,2.769,5,437914888,-54165599,2.769,2024-01-29 16:06:38,125.0,127.0,,13.0,179.0,22.200000000000045,22.200000000000045,46.0,44.0,3.13
82,397,15644.38,3.014,5,437915137,-54165949,3.014,2024-01-29 16:06:39,125.0,131.0,,13.0,170.0,22.200000000000045,22.200000000000045,46.0,44.0,2.96
91,397,15648.11,3.558,5,437915412,-54166317,3.558,2024-01-29 16:06:40,124.0,169.0,,13.0,161.0,22.200000000000045,22.200000000000045,46.0,44.0,2.5
90,397,15651.96,3.861,5,437915686,-54166704,3.861,2024-01-29 16:06:41,124.0,164.0,,13.0,161.0,22.200000000000045,22.200000000000045,46.0,44.0,1.93
79,397,15655.78,3.891,4,437915936,-54167119,3.891,2024-01-29 16:06:42,122.0,146.0,,13.0,171.0,22.200000000000045,22.200000000000045,46.0,44.0,1.45
82,397,15659.66,3.959,4,437916079,-54167592,3.959,2024-01-29 16:06:43,123.0,134.0,,13.0,173.0,22.399999999999977,22.399999999999977,46.0,44.0,1.1
85,397,15663.64,3.936,4,437916082,-54168118,3.936,2024-01-29 16:06:44,124.0,127.0,,13.0,170.0,22.399999999999977,22.399999999999977,46.0,44.0,0.11
0,398,15667.63,3.86,5,437915995,-54168634,3.86,2024-01-29 16:06:45,125.0,0.0,,13.0,171.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
0,398,15671.69,3.891,5,437915795,-54169095,3.891,2024-01-29 16:06:46,126.0,0.0,,13.0,175.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
86,398,15675.93,4.003,6,437915459,-54169458,4.003,2024-01-29 16:06:47,126.0,62.0,,13.0,178.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
90,398,15680.27,4.137,6,437915029,-54169682,4.137,2024-01-29 16:06:48,126.0,143.0,,13.0,182.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
87,398,15684.6,4.187,5,437914573,-54169749,4.187,2024-01-29 16:06:49,127.0,178.0,,13.0,179.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
88,398,15688.94,4.223,5,437914118,-54169663,4.223,2024-01-29 16:06:50,127.0,241.0,,13.0,170.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
88,398,15693.32,4.264,6,437913662,-54169485,4.264,2024-01-29 16:06:51,127.0,258.0,,13.0,179.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
85,399,15697.66,4.285,6,437913227,-54169259,4.285,2024-01-29 16:06:52,127.0,220.0,,13.0,179.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
85,399,15702.02,4.323,6,437912798,-54169049,4.323,2024-01-29 16:06:53,128.0,212.0,,13.0,171.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
90,399,15706.53,4.471,6,437912323,-54168945,4.471,2024-01-29 16:06:54,128.0,219.0,,13.0,169.0,22.799999999999955,22.799999999999955,46.0,44.0,0.0
90,399,15711.26,4.689,6,437911821,-54168931,4.689,2024-01-29 16:06:55,130.0,185.0,,13.0,168.0,22.600000000000023,22.600000000000023,46.0,44.0,0.89
0,399,15716.08,4.796,6,437911299,-54168959,4.796,2024-01-29 16:06:56,129.0,0.0,,13.0,168.0,22.600000000000023,22.600000000000023,46.0,44.0,0.15
0,399,15720.97,4.878,6,437910775,-54168990,4.878,2024-01-29 16:06:57,129.0,0.0,,13.0,169.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
0,399,15726.05,5.048,5,437910233,-54169021,5.048,2024-01-29 16:06:58,129.0,0.0,,13.0,169.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
0,399,15731.24,5.174,5,437909662,-54169061,5.174,2024-01-29 16:06:59,129.0,0.0,,13.0,169.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
0,399,15736.08,5.201,5,437909157,-54169156,5.201,2024-01-29 16:07:00,128.0,0.0,,13.0,170.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
0,399,15740.39,4.972,6,437908743,-54169397,4.972,2024-01-29 16:07:01,127.0,0.0,,13.0,170.0,22.200000000000045,22.200000000000045,46.0,44.0,-0.95
0,399,15744.46,4.373,6,437908464,-54169798,4.373,2024-01-29 16:07:02,126.0,0.0,,13.0,171.0,22.0,22.0,46.0,44.0,-1.39
95,400,15748.51,4.068,6,437908366,-54170312,4.068,2024-01-29 16:07:03,125.0,158.0,,13.0,171.0,22.0,22.0,46.0,44.0,-1.51
111,400,15752.98,4.256,6,437908387,-54170907,4.256,2024-01-29 16:07:04,125.0,345.0,,13.0,176.0,22.0,22.0,46.0,44.0,-1.46
83,400,15757.94,4.666,6,437908454,-54171563,4.666,2024-01-29 16:07:05,125.0,216.0,,13.0,182.0,22.0,22.0,46.0,44.0,-1.34
88,400,15763.13,5.09,6,437908524,-54172246,5.09,2024-01-29 16:07:06,124.0,180.0,,13.0,175.0,22.0,22.0,46.0,44.0,-1.17
96,400,15768.49,5.322,6,437908569,-54172958,5.322,2024-01-29 16:07:07,126.0,167.0,,13.0,175.0,22.0,22.0,46.0,44.0,-0.17
94,401,15774.03,5.507,6,437908615,-54173697,5.507,2024-01-29 16:07:08,127.0,166.0,,13.0,173.0,21.799999999999955,21.799999999999955,46.0,44.0,0.0
95,401,15779.55,5.519,6,437908639,-54174434,5.519,2024-01-29 16:07:09,127.0,161.0,,13.0,162.0,21.799999999999955,21.799999999999955,46.0,44.0,0.0
81,401,15784.99,5.447,6,437908660,-54175159,5.447,2024-01-29 16:07:10,127.0,162.0,,13.0,180.0,21.799999999999955,21.799999999999955,46.0,44.0,0.0
79,401,15790.49,5.239,5,437908685,-54175894,5.239,2024-01-29 16:07:11,127.0,181.0,,13.0,172.0,21.799999999999955,21.799999999999955,46.0,44.0,0.0
89,401,15796.22,5.13,5,437908706,-54176659,5.13,2024-01-29 16:07:12,130.0,205.0,,13.0,173.0,21.799999999999955,21.799999999999955,46.0,44.0,0.0
85,402,15802.04,5.229,5,437908751,-54177433,5.229,2024-01-29 16:07:13,130.0,233.0,,13.0,173.0,21.799999999999955,21.799999999999955,46.0,44.0,0.0
86,402,15807.92,5.273,5,437908797,-54178216,5.273,2024-01-29 16:07:14,130.0,218.0,,13.0,168.0,21.799999999999955,21.799999999999955,46.0,44.0,0.0
87,402,15813.88,5.316,5,437908821,-54179012,5.316,2024-01-29 16:07:15,130.0,207.0,,13.0,166.0,21.799999999999955,21.799999999999955,46.0,44.0,0.0
88,402,15819.98,5.383,5,437908821,-54179827,5.383,2024-01-29 16:07:16,132.0,193.0,,13.0,175.0,22.0,22.0,46.0,44.0,0.0
89,402,15826.18,5.463,5,437908863,-54180653,5.463,2024-01-29 16:07:17,132.0,172.0,,13.0,163.0,22.0,22.0,46.0,44.0,0.0
86,403,15832.31,5.588,5,437908933,-54181467,5.588,2024-01-29 16:07:18,132.0,157.0,,13.0,170.0,22.0,22.0,46.0,44.0,0.0
85,403,15838.52,5.662,5,437908979,-54182291,5.662,2024-01-29 16:07:19,131.0,157.0,,13.0,175.0,22.0,22.0,46.0,44.0,0.0
87,403,15844.81,5.722,5,437909045,-54183128,5.722,2024-01-29 16:07:20,131.0,159.0,,13.0,173.0,22.0,22.0,46.0,44.0,0.0
86,403,15850.96,5.791,5,437909115,-54183947,5.791,2024-01-29 16:07:21,132.0,158.0,,13.0,174.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
86,403,15856.95,5.797,5,437909161,-54184744,5.797,2024-01-29 16:07:22,133.0,154.0,,13.0,173.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
87,403,15862.86,5.797,5,437909228,-54185530,5.797,2024-01-29 16:07:23,133.0,151.0,,13.0,171.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
85,403,15868.67,5.797,5,437909276,-54186302,5.797,2024-01-29 16:07:24,134.0,147.0,,13.0,176.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
85,404,15874.55,5.792,5,437909276,-54187086,5.792,2024-01-29 16:07:25,133.0,144.0,,13.0,174.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
87,404,15880.36,5.778,5,437909319,-54187857,5.778,2024-01-29 16:07:26,133.0,150.0,,13.0,173.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
88,404,15885.96,5.769,4,437909389,-54188601,5.769,2024-01-29 16:07:27,133.0,162.0,,13.0,188.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
33,404,15891.53,5.751,4,437909392,-54189347,5.751,2024-01-29 16:07:28,133.0,126.0,,13.0,188.0,22.200000000000045,22.200000000000045,46.0,44.0,0.0
0,404,15897.1,5.727,5,437909325,-54190084,5.727,2024-01-29 16:07:29,133.0,0.0,,13.0,189.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
0,404,15902.18,5.559,5,437909213,-54190743,5.559,2024-01-29 16:07:30,132.0,0.0,,13.0,190.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
0,404,15905.75,4.707,5,437909119,-54191210,4.707,2024-01-29 16:07:31,132.0,0.0,,13.0,191.0,22.399999999999977,22.399999999999977,46.0,44.0,0.0
0,404,15908.03,3.815,5,437909115,-54191512,3.815,2024-01-29 16:07:32,131.0,0.0,,13.0,192.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
34,404,15909.92,3.141,5,437909140,-54191761,3.141,2024-01-29 16:07:33,130.0,113.0,,13.0,193.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
66,404,15912.1,2.438,5,437909182,-54192044,2.438,2024-01-29 16:07:34,129.0,192.0,,13.0,180.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
85,405,15915.03,2.57,5,437909252,-54192426,2.57,2024-01-29 16:07:35,129.0,219.0,,13.0,163.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
87,405,15918.55,3.205,5,437909297,-54192893,3.205,2024-01-29 16:07:36,129.0,291.0,,13.0,170.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
86,405,15922.49,3.639,5,437909363,-54193416,3.639,2024-01-29 16:07:37,130.0,262.0,,13.0,199.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
88,405,15926.67,3.639,5,437909413,-54193970,3.639,2024-01-29 16:07:38,131.0,214.0,,13.0,160.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
89,406,15931.06,3.681,5,437909455,-54194549,3.681,2024-01-29 16:07:39,132.0,207.0,,13.0,181.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
90,406,15935.51,3.802,5,437909567,-54195128,3.802,2024-01-29 16:07:40,133.0,176.0,,13.0,178.0,22.600000000000023,22.600000000000023,46.0,44.0,0.0
84,406,15939.83,3.93,5,437909703,-54195676,3.93,2024-01-29 16:07:41,134.0,150.0,,13.0,166.0,22.799999999999955,22.799999999999955,46.0,44.0,0.0
85,406,15944.09,4.083,5,437909819,-54196222,4.083,2024-01-29 16:07:42,136.0,169.0,,13.0,188.0,22.799999999999955,22.799999999999955,46.0,44.0,0.0
87,406,15948.41,4.247,5,437909889,-54196790,4.247,2024-01-29 16:07:43,137.0,193.0,,13.0,167.0,22.799999999999955,22.799999999999955,46.0,44.0,0.0
90,406,15952.81,4.301,5,437909935,-54197377,4.301,2024-01-29 16:07:44,137.0,206.0,,13.0,173.0,22.799999999999955,22.799999999999955,46.0,44.0,0.0
91,407,15957.23,4.309,5,437909980,-54197964,4.309,2024-01-29 16:07:45,137.0,182.0,,13.0,176.0,22.799999999999955,22.799999999999955,46.0,44.0,0.0
87,407,15961.57,4.34,5,437910026,-54198540,4.34,2024-01-29 16:07:46,137.0,157.0,,13.0,187.0,23.0,23.0,46.0,44.0,0.0
91,407,15965.96,4.369,5,437910071,-54199123,4.369,2024-01-29 16:07:47,138.0,136.0,,13.0,167.0,23.0,23.0,46.0,44.0,0.0
90,407,15970.44,4.382,5,437910117,-54199720,4.382,2024-01-29 16:07:48,139.0,135.0,,13.0,173.0,23.0,23.0,46.0,44.0,0.0
89,407,15974.94,4.416,5,437910162,-54200318,4.416,2024-01-29 16:07:49,138.0,151.0,,13.0,169.0,23.0,23.0,46.0,44.0,0.0
88,407,15979.44,4.459,5,437910208,-54200915,4.459,2024-01-29 16:07:50,138.0,157.0,,13.0,177.0,23.0,23.0,46.0,44.0,0.0
87,408,15983.87,4.439,5,437910253,-54201503,4.439,2024-01-29 16:07:51,138.0,158.0,,13.0,174.0,23.200000000000045,23.200000000000045,46.0,44.0,0.0
86,408,15988.28,4.425,4,437910299,-54202089,4.425,2024-01-29 16:07:52,137.0,166.0,,13.0,170.0,23.200000000000045,23.200000000000045,46.0,44.0,0.0
91,408,15992.77,4.466,4,437910345,-54202687,4.466,2024-01-29 16:07:53,138.0,184.0,,13.0,161.0,23.200000000000045,23.200000000000045,46.0,44.0,0.8
87,408,15997.25,4.483,4,437910390,-54203283,4.483,2024-01-29 16:07:54,138.0,187.0,,13.0,176.0,23.399999999999977,23.399999999999977,46.0,44.0,1.09
88,408,16001.76,4.501,4,437910457,-54203881,4.501,2024-01-29 16:07:55,138.0,172.0,,13.0,171.0,23.399999999999977,23.399999999999977,46.0,44.0,1.18
87,408,16006.25,4.494,4,437910526,-54204475,4.494,2024-01-29 16:07:56,138.0,167.0,,13.0,167.0,23.399999999999977,23.399999999999977,46.0,44.0,1.25
90,409,16010.74,4.487,4,437910572,-54205067,4.487,2024-01-29 16:07:57,138.0,162.0,,13.0,158.0,23.600000000000023,23.600000000000023,46.0,44.0,1.27
87,409,16015.23,4.464,4,437910617,-54205664,4.464,2024-01-29 16:07:58,138.0,156.0,,13.0,173.0,23.600000000000023,23.600000000000023,47.0,44.0,1.28
86,409,16019.58,4.423,4,437910663,-54206246,4.423,2024-01-29 16:07:59,138.0,149.0,,13.0,172.0,23.600000000000023,23.600000000000023,47.0,44.0,1.27
87,409,16023.78,4.408,4,437910687,-54206804,4.408,2024-01-29 16:08:00,138.0,148.0,,13.0,172.0,23.799999999999955,23.799999999999955,47.0,44.0,1.23
87,409,16028.12,4.408,4,437910730,-54207379,4.408,2024-01-29 16:08:01,141.0,162.0,,13.0,172.0,23.799999999999955,23.799999999999955,47.0,44.0,1.19
88,409,16032.56,4.421,4,437910821,-54207965,4.421,2024-01-29 16:08:02,143.0,171.0,,13.0,167.0,23.799999999999955,23.799999999999955,47.0,44.0,1.2
87,410,16036.9,4.423,4,437910890,-54208539,4.423,2024-01-29 16:08:03,143.0,160.0,,13.0,165.0,24.0,24.0,47.0,44.0,1.24
89,410,16041.32,4.408,4,437910936,-54209125,4.408,2024-01-29 16:08:04,143.0,145.0,,13.0,170.0,24.0,24.0,47.0,44.0,1.29
87,410,16045.81,4.408,4,437910981,-54209722,4.408,2024-01-29 16:08:05,142.0,137.0,,13.0,171.0,24.200000000000045,24.200000000000045,47.0,44.0,1.41
