battery_soc,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,temperature,altitude,ascent,descent,enhanced_altitude,grade
,151,2589.64,2.765,7,150,438281846,-53124124,2.765,2023-05-31 18:13:14,23.0,166.20000000000005,76.0,14.0,166.20000000000005,4.68
,151,2592.13,2.703,7,149,438281982,-53124411,2.703,2023-05-31 18:13:15,23.0,166.39999999999998,77.0,14.0,166.39999999999998,5.29
,151,2594.58,2.631,8,149,438282161,-53124653,2.631,2023-05-31 18:13:16,23.0,166.60000000000002,77.0,14.0,166.60000000000002,5.86
,152,2596.76,2.529,8,149,438282292,-53124894,2.529,2023-05-31 18:13:17,23.0,166.79999999999995,77.0,14.0,166.79999999999995,6.41
,152,2598.86,2.484,8,149,438282361,-53125164,2.484,2023-05-31 18:13:18,23.0,167.20000000000005,77.0,14.0,167.20000000000005,6.97
,152,2600.99,2.444,9,149,438282432,-53125439,2.444,2023-05-31 18:13:19,23.0,167.39999999999998,78.0,14.0,167.39999999999998,7.45
,152,2603.4,2.439,8,149,438282524,-53125739,2.439,2023-05-31 18:13:20,23.0,167.60000000000002,78.0,14.0,167.60000000000002,7.89
,153,2605.57,2.395,8,150,438282612,-53126007,2.395,2023-05-31 18:13:21,23.0,167.79999999999995,78.0,14.0,167.79999999999995,8.21
,153,2608.08,2.365,8,150,438282699,-53126321,2.365,2023-05-31 18:13:22,23.0,168.20000000000005,78.0,14.0,168.20000000000005,8.47
,153,2610.17,2.266,8,151,438282749,-53126584,2.266,2023-05-31 18:13:23,23.0,168.39999999999998,79.0,14.0,168.39999999999998,8.69
,153,2612.36,2.202,9,151,438282835,-53126861,2.202,2023-05-31 18:13:24,23.0,168.60000000000002,79.0,14.0,168.60000000000002,8.9
,154,2614.47,2.072,9,152,438282877,-53127143,2.072,2023-05-31 18:13:25,23.0,168.79999999999995,79.0,14.0,168.79999999999995,9.05
,154,2616.86,2.318,9,153,438282881,-53127462,2.318,2023-05-31 18:13:26,23.0,169.0,79.0,14.0,169.0,9.08
,154,2619.12,2.048,9,153,438282927,-53127757,2.048,2023-05-31 18:13:27,23.0,169.20000000000005,80.0,14.0,169.20000000000005,9.01
,154,2621.38,2.052,9,154,438282973,-53128049,2.052,2023-05-31 18:13:28,23.0,169.39999999999998,80.0,14.0,169.39999999999998,8.87
,155,2623.66,2.056,9,155,438283008,-53128345,2.056,2023-05-31 18:13:29,23.0,169.60000000000002,80.0,14.0,169.60000000000002,8.65
,155,2625.99,2.056,9,156,438282979,-53128655,2.056,2023-05-31 18:13:30,23.0,169.79999999999995,80.0,14.0,169.79999999999995,8.4
,155,2628.06,2.062,9,157,438283067,-53128923,2.062,2023-05-31 18:13:31,23.0,170.0,80.0,14.0,170.0,8.12
,156,2631.3,2.124,9,158,438283158,-53129328,2.124,2023-05-31 18:13:32,23.0,170.0,80.0,14.0,170.0,7.84
,156,2633.67,2.056,9,159,438283241,-53129626,2.056,2023-05-31 18:13:33,23.0,170.20000000000005,81.0,14.0,170.20000000000005,7.62
86.0,156,2635.68,2.056,9,160,438283241,-53129886,2.056,2023-05-31 18:13:34,23.0,170.39999999999998,81.0,14.0,170.39999999999998,7.49
,156,2637.75,2.064,9,160,438283257,-53130152,2.064,2023-05-31 18:13:35,23.0,170.60000000000002,81.0,14.0,170.60000000000002,7.45
,157,2640.34,2.187,9,161,438283387,-53130469,2.187,2023-05-31 18:13:36,23.0,170.79999999999995,81.0,14.0,170.79999999999995,7.38
,157,2643.79,2.898,9,160,438283503,-53130907,2.898,2023-05-31 18:13:37,23.0,170.79999999999995,81.0,14.0,170.79999999999995,7.26
,157,2647.11,3.478,8,160,438283608,-53131331,3.478,2023-05-31 18:13:38,23.0,171.0,82.0,14.0,171.0,7.09
,157,2649.48,3.127,9,160,438283631,-53131647,3.127,2023-05-31 18:13:39,23.0,171.20000000000005,82.0,14.0,171.20000000000005,6.74
,158,2651.86,2.8,10,160,438283653,-53131964,2.8,2023-05-31 18:13:40,23.0,171.20000000000005,82.0,14.0,171.20000000000005,6.18
,158,2654.33,2.679,10,160,438283676,-53132292,2.679,2023-05-31 18:13:41,23.0,171.39999999999998,82.0,14.0,171.39999999999998,5.47
,158,2656.81,2.573,10,160,438283696,-53132622,2.573,2023-05-31 18:13:42,23.0,171.60000000000002,82.0,14.0,171.60000000000002,4.85
,159,2659.44,2.579,10,161,438283696,-53132972,2.579,2023-05-31 18:13:43,23.0,171.60000000000002,82.0,14.0,171.60000000000002,4.43
,159,2662.04,2.576,10,161,438283708,-53133314,2.576,2023-05-31 18:13:44,23.0,171.79999999999995,82.0,14.0,171.79999999999995,4.19
,159,2664.42,2.513,11,161,438283799,-53133604,2.513,2023-05-31 18:13:45,23.0,172.0,82.0,14.0,172.0,4.12
,159,2666.84,2.476,11,161,438283895,-53133899,2.476,2023-05-31 18:13:46,23.0,172.0,83.0,14.0,172.0,4.19
,160,2669.62,2.629,11,161,438284032,-53134233,2.629,2023-05-31 18:13:47,23.0,172.20000000000005,83.0,14.0,172.20000000000005,4.32
,160,2672.39,2.701,10,161,438284157,-53134541,2.701,2023-05-31 18:13:48,23.0,172.39999999999998,83.0,14.0,172.39999999999998,4.4
,160,2675.0,2.643,10,160,438284226,-53134882,2.643,2023-05-31 18:13:49,23.0,172.39999999999998,83.0,14.0,172.39999999999998,4.38
,161,2677.59,2.581,10,160,438284297,-53135219,2.581,2023-05-31 18:13:50,23.0,172.60000000000002,83.0,14.0,172.60000000000002,4.27
,161,2679.9,2.473,14,159,438284383,-53135502,2.473,2023-05-31 18:13:51,23.0,172.60000000000002,83.0,14.0,172.60000000000002,4.11
,161,2681.4,2.213,15,158,438284429,-53135694,2.213,2023-05-31 18:13:52,23.0,172.79999999999995,83.0,14.0,172.79999999999995,3.94
,161,2682.88,1.969,17,157,438284484,-53135877,1.969,2023-05-31 18:13:53,23.0,172.79999999999995,83.0,14.0,172.79999999999995,3.81
,162,2684.29,1.889,17,157,438284628,-53135980,1.889,2023-05-31 18:13:54,23.0,173.0,84.0,14.0,173.0,3.7
,162,2686.22,1.965,17,156,438284822,-53136117,1.965,2023-05-31 18:13:55,23.0,173.0,84.0,14.0,173.0,3.65
,162,2688.92,2.056,16,156,438285089,-53136228,2.056,2023-05-31 18:13:56,23.0,173.0,84.0,14.0,173.0,3.68
,162,2691.58,2.115,16,155,438285294,-53136450,2.115,2023-05-31 18:13:57,23.0,173.20000000000005,84.0,14.0,173.20000000000005,3.75
,163,2693.8,2.565,16,155,438285335,-53136743,2.565,2023-05-31 18:13:58,23.0,173.20000000000005,84.0,14.0,173.20000000000005,3.83
,163,2696.73,2.674,15,154,438285365,-53137125,2.674,2023-05-31 18:13:59,23.0,173.39999999999998,84.0,14.0,173.39999999999998,3.93
,163,2700.83,2.728,15,154,438285562,-53137616,2.728,2023-05-31 18:14:00,23.0,173.60000000000002,84.0,14.0,173.60000000000002,3.98
,163,2703.93,2.974,16,153,438285567,-53138031,2.974,2023-05-31 18:14:01,23.0,173.60000000000002,84.0,14.0,173.60000000000002,3.95
,164,2706.91,2.97,16,152,438285617,-53138421,2.97,2023-05-31 18:14:02,23.0,173.79999999999995,84.0,14.0,173.79999999999995,3.92
,164,2709.5,2.739,17,152,438285699,-53138763,2.739,2023-05-31 18:14:03,23.0,174.0,84.0,14.0,174.0,3.92
,164,2712.06,2.634,16,152,438285717,-53139095,2.634,2023-05-31 18:14:04,23.0,174.0,85.0,14.0,174.0,3.96
,164,2715.12,2.834,15,152,438285912,-53139426,2.834,2023-05-31 18:14:05,23.0,174.20000000000005,85.0,14.0,174.20000000000005,4.06
,165,2718.95,2.942,14,152,438286177,-53139812,2.942,2023-05-31 18:14:06,23.0,174.39999999999998,85.0,14.0,174.39999999999998,4.27
,165,2723.15,3.254,13,152,438286411,-53140269,3.254,2023-05-31 18:14:07,23.0,174.60000000000002,85.0,14.0,174.60000000000002,4.47
,165,2726.21,3.429,13,152,438286678,-53140523,3.429,2023-05-31 18:14:08,23.0,174.60000000000002,85.0,14.0,174.60000000000002,4.59
,165,2728.47,3.148,14,151,438286854,-53140711,3.148,2023-05-31 18:14:09,23.0,174.79999999999995,85.0,14.0,174.79999999999995,4.6
,166,2730.64,2.891,14,151,438287051,-53140878,2.891,2023-05-31 18:14:10,23.0,175.0,85.0,14.0,175.0,4.48
,166,2732.85,2.725,14,150,438287276,-53141038,2.725,2023-05-31 18:14:11,23.0,175.0,86.0,14.0,175.0,4.22
,166,2735.21,2.646,13,149,438287494,-53141209,2.646,2023-05-31 18:14:12,23.0,175.0,86.0,14.0,175.0,3.91
,167,2737.27,2.53,13,149,438287666,-53141359,2.53,2023-05-31 18:14:13,23.0,175.20000000000005,86.0,14.0,175.20000000000005,3.6
,167,2738.68,2.401,13,148,438287801,-53141475,2.401,2023-05-31 18:14:14,23.0,175.20000000000005,86.0,14.0,175.20000000000005,3.37
,167,2740.16,2.178,13,148,438287942,-53141552,2.178,2023-05-31 18:14:15,23.0,175.39999999999998,86.0,14.0,175.39999999999998,3.21
,167,2742.23,2.13,12,148,438288130,-53141595,2.13,2023-05-31 18:14:16,23.0,175.39999999999998,86.0,14.0,175.39999999999998,3.12
,167,2744.63,2.212,12,148,438288408,-53141674,2.212,2023-05-31 18:14:17,23.0,175.60000000000002,86.0,14.0,175.60000000000002,3.09
,168,2746.58,2.158,12,148,438288583,-53141712,2.158,2023-05-31 18:14:18,23.0,175.60000000000002,86.0,14.0,175.60000000000002,3.2
,168,2748.63,2.145,11,148,438288812,-53141750,2.145,2023-05-31 18:14:19,23.0,175.79999999999995,86.0,14.0,175.79999999999995,3.42
,168,2750.85,2.158,11,148,438289081,-53141774,2.158,2023-05-31 18:14:20,23.0,176.0,86.0,14.0,176.0,3.78
,168,2752.73,2.097,11,149,438289265,-53141815,2.097,2023-05-31 18:14:21,23.0,176.20000000000005,87.0,14.0,176.20000000000005,4.25
,169,2754.92,2.09,10,149,438289500,-53141881,2.09,2023-05-31 18:14:22,23.0,176.39999999999998,87.0,14.0,176.39999999999998,4.8
,169,2756.79,2.049,10,150,438289674,-53141972,2.049,2023-05-31 18:14:23,23.0,176.39999999999998,87.0,14.0,176.39999999999998,5.34
,169,2758.82,2.061,10,150,438289898,-53141984,2.061,2023-05-31 18:14:24,23.0,176.60000000000002,87.0,14.0,176.60000000000002,5.89
,169,2760.73,2.008,10,151,438290083,-53141932,2.008,2023-05-31 18:14:25,23.0,176.79999999999995,87.0,14.0,176.79999999999995,6.37
,170,2762.54,1.96,9,151,438290278,-53141951,1.96,2023-05-31 18:14:26,23.0,177.0,87.0,14.0,177.0,6.73
,170,2764.71,2.021,9,151,438290501,-53141970,2.021,2023-05-31 18:14:27,23.0,177.20000000000005,88.0,14.0,177.20000000000005,6.92
,170,2767.59,2.157,9,151,438290813,-53141968,2.157,2023-05-31 18:14:28,23.0,177.20000000000005,88.0,14.0,177.20000000000005,7.03
,170,2769.57,1.937,9,150,438291046,-53141918,1.937,2023-05-31 18:14:29,23.0,177.39999999999998,88.0,14.0,177.39999999999998,6.98
,171,2771.46,1.92,9,150,438291221,-53141823,1.92,2023-05-31 18:14:30,23.0,177.60000000000002,88.0,14.0,177.60000000000002,6.8
,171,2773.65,2.176,9,151,438291456,-53141747,2.176,2023-05-31 18:14:31,23.0,177.60000000000002,88.0,14.0,177.60000000000002,6.58
,171,2776.31,2.595,9,151,438291735,-53141718,2.595,2023-05-31 18:14:32,23.0,177.79999999999995,88.0,14.0,177.79999999999995,6.34
,172,2778.32,2.601,9,152,438291944,-53141620,2.601,2023-05-31 18:14:33,23.0,178.0,88.0,14.0,178.0,6.13
,172,2780.15,1.907,9,153,438292094,-53141494,1.907,2023-05-31 18:14:34,23.0,178.0,89.0,14.0,178.0,5.86
,172,2781.81,1.814,9,154,438292263,-53141379,1.814,2023-05-31 18:14:35,23.0,178.20000000000005,89.0,14.0,178.20000000000005,5.65
,172,2783.1,1.813,9,154,438292356,-53141292,1.813,2023-05-31 18:14:36,23.0,178.39999999999998,89.0,14.0,178.39999999999998,5.65
,173,2784.87,1.807,8,156,438292547,-53141280,1.807,2023-05-31 18:14:37,23.0,178.60000000000002,89.0,14.0,178.60000000000002,5.83
,173,2786.57,1.833,8,156,438292724,-53141353,1.833,2023-05-31 18:14:38,23.0,178.79999999999995,89.0,14.0,178.79999999999995,6.21
,173,2788.7,2.053,8,157,438292959,-53141390,2.053,2023-05-31 18:14:39,23.0,179.0,89.0,14.0,179.0,6.82
,173,2790.39,1.797,7,158,438293141,-53141390,1.797,2023-05-31 18:14:40,23.0,179.20000000000005,90.0,14.0,179.20000000000005,7.67
,174,2792.09,1.797,7,158,438293313,-53141389,1.797,2023-05-31 18:14:41,23.0,179.60000000000002,90.0,14.0,179.60000000000002,8.6
,174,2793.52,1.797,8,159,438293499,-53141380,1.797,2023-05-31 18:14:42,23.0,179.79999999999995,90.0,14.0,179.79999999999995,9.31
,174,2795.13,1.796,8,160,438293631,-53141432,1.796,2023-05-31 18:14:43,23.0,180.0,90.0,14.0,180.0,9.84
,174,2796.69,1.767,8,161,438293817,-53141443,1.767,2023-05-31 18:14:44,23.0,180.20000000000005,90.0,14.0,180.20000000000005,10.24
,175,2798.05,1.696,8,162,438293947,-53141370,1.696,2023-05-31 18:14:45,23.0,180.39999999999998,91.0,14.0,180.39999999999998,10.68
,175,2799.61,1.711,8,163,438294097,-53141336,1.711,2023-05-31 18:14:46,23.0,180.79999999999995,91.0,14.0,180.79999999999995,11.19
,175,2801.01,1.688,7,164,438294280,-53141356,1.688,2023-05-31 18:14:47,23.0,181.20000000000005,91.0,14.0,181.20000000000005,11.88
,176,2802.8,1.645,7,165,438294456,-53141388,1.645,2023-05-31 18:14:48,23.0,181.39999999999998,91.0,14.0,181.39999999999998,12.62
,176,2804.08,1.631,7,166,438294590,-53141370,1.631,2023-05-31 18:14:49,23.0,181.79999999999995,92.0,14.0,181.79999999999995,13.4
,176,2805.43,1.633,7,167,438294732,-53141348,1.633,2023-05-31 18:14:50,23.0,182.0,92.0,14.0,182.0,14.16
,176,2806.98,1.647,7,167,438294900,-53141329,1.647,2023-05-31 18:14:51,23.0,182.20000000000005,92.0,14.0,182.20000000000005,14.83
,177,2809.13,1.653,6,168,438295099,-53141214,1.653,2023-05-31 18:14:52,23.0,182.60000000000002,93.0,14.0,182.60000000000002,15.38
,177,2810.89,1.719,6,168,438295281,-53141100,1.719,2023-05-31 18:14:53,23.0,182.79999999999995,93.0,14.0,182.79999999999995,15.71
,177,2812.75,1.91,6,169,438295461,-53141032,1.91,2023-05-31 18:14:54,23.0,183.0,93.0,14.0,183.0,15.77
,178,2814.11,1.943,6,169,438295627,-53141032,1.943,2023-05-31 18:14:55,23.0,183.39999999999998,94.0,14.0,183.39999999999998,15.5
,178,2816.25,2.035,6,169,438295866,-53141027,2.035,2023-05-31 18:14:56,23.0,183.60000000000002,94.0,14.0,183.60000000000002,14.94
,178,2817.57,1.7,6,171,438295999,-53140988,1.7,2023-05-31 18:14:57,23.0,183.79999999999995,94.0,14.0,183.79999999999995,14.2
,179,2819.15,1.742,6,171,438296144,-53140952,1.742,2023-05-31 18:14:58,23.0,184.0,94.0,14.0,184.0,13.48
,179,2820.96,1.742,6,171,438296327,-53140952,1.742,2023-05-31 18:14:59,23.0,184.39999999999998,95.0,14.0,184.39999999999998,12.8
,179,2822.52,1.742,6,171,438296516,-53140958,1.742,2023-05-31 18:15:00,23.0,184.60000000000002,95.0,14.0,184.60000000000002,12.43
,179,2824.48,1.73,6,171,438296731,-53140990,1.73,2023-05-31 18:15:01,23.0,184.79999999999995,95.0,14.0,184.79999999999995,12.21
,180,2825.79,1.658,7,170,438296866,-53140970,1.658,2023-05-31 18:15:02,23.0,185.0,95.0,14.0,185.0,12.25
,180,2827.26,1.658,6,170,438297003,-53140935,1.658,2023-05-31 18:15:03,23.0,185.39999999999998,96.0,14.0,185.39999999999998,12.39
,180,2828.46,1.658,6,170,438297145,-53140940,1.658,2023-05-31 18:15:04,23.0,185.60000000000002,96.0,14.0,185.60000000000002,12.56
,181,2830.35,1.66,6,170,438297333,-53140977,1.66,2023-05-31 18:15:05,23.0,185.79999999999995,96.0,14.0,185.79999999999995,12.58
,181,2832.36,1.663,6,168,438297556,-53140992,1.663,2023-05-31 18:15:06,23.0,186.0,96.0,14.0,186.0,12.57
,181,2834.06,1.619,7,170,438297742,-53140997,1.619,2023-05-31 18:15:07,23.0,186.20000000000005,96.0,14.0,186.20000000000005,12.58
,182,2836.03,1.619,7,170,438297958,-53141032,1.619,2023-05-31 18:15:08,23.0,186.60000000000002,97.0,14.0,186.60000000000002,12.72
,182,2837.78,1.619,6,170,438298131,-53141030,1.619,2023-05-31 18:15:09,23.0,186.79999999999995,97.0,14.0,186.79999999999995,12.76
,182,2839.58,1.611,6,169,438298327,-53140987,1.611,2023-05-31 18:15:10,23.0,187.0,97.0,14.0,187.0,12.84
,182,2841.06,1.611,6,170,438298502,-53140950,1.611,2023-05-31 18:15:11,23.0,187.20000000000005,97.0,14.0,187.20000000000005,12.82
,183,2842.61,1.612,6,171,438298645,-53140932,1.612,2023-05-31 18:15:12,23.0,187.39999999999998,98.0,14.0,187.39999999999998,12.66
,183,2844.42,1.619,6,171,438298824,-53140905,1.619,2023-05-31 18:15:13,23.0,187.39999999999998,98.0,14.0,187.39999999999998,12.29
,183,2846.17,1.611,6,171,438299006,-53140825,1.611,2023-05-31 18:15:14,23.0,187.60000000000002,98.0,14.0,187.60000000000002,11.81
,184,2847.78,1.611,6,172,438299188,-53140748,1.611,2023-05-31 18:15:15,23.0,187.79999999999995,98.0,14.0,187.79999999999995,11.25
,184,2849.47,1.61,6,172,438299365,-53140690,1.61,2023-05-31 18:15:16,23.0,188.0,98.0,14.0,188.0,10.69
,184,2850.8,1.603,6,172,438299497,-53140630,1.603,2023-05-31 18:15:17,23.0,188.20000000000005,99.0,14.0,188.20000000000005,10.24
,185,2851.87,1.603,6,172,438299601,-53140583,1.603,2023-05-31 18:15:18,23.0,188.39999999999998,99.0,14.0,188.39999999999998,9.93
,185,2853.57,1.603,6,173,438299781,-53140484,1.603,2023-05-31 18:15:19,23.0,188.60000000000002,99.0,14.0,188.60000000000002,9.62
,185,2855.79,1.606,6,172,438299967,-53140363,1.606,2023-05-31 18:15:20,23.0,188.60000000000002,99.0,14.0,188.60000000000002,9.41
,186,2857.63,1.635,6,172,438300146,-53140245,1.635,2023-05-31 18:15:21,23.0,188.79999999999995,99.0,14.0,188.79999999999995,9.33
,186,2859.42,1.676,6,172,438300332,-53140126,1.676,2023-05-31 18:15:22,23.0,189.0,99.0,14.0,189.0,9.28
,186,2861.19,1.685,6,172,438300506,-53140030,1.685,2023-05-31 18:15:23,23.0,189.20000000000005,100.0,14.0,189.20000000000005,9.21
,186,2862.78,1.675,6,172,438300639,-53139932,1.675,2023-05-31 18:15:24,23.0,189.39999999999998,100.0,14.0,189.39999999999998,9.08
,187,2864.24,1.675,5,172,438300780,-53139851,1.675,2023-05-31 18:15:25,23.0,189.39999999999998,100.0,14.0,189.39999999999998,8.92
,187,2866.0,1.679,5,172,438300969,-53139742,1.679,2023-05-31 18:15:26,23.0,189.60000000000002,100.0,14.0,189.60000000000002,8.61
,187,2868.04,1.706,5,171,438301151,-53139585,1.706,2023-05-31 18:15:27,23.0,189.60000000000002,100.0,14.0,189.60000000000002,8.28
,188,2870.02,1.734,5,170,438301332,-53139442,1.734,2023-05-31 18:15:28,23.0,189.79999999999995,100.0,14.0,189.79999999999995,7.81
,188,2872.14,1.761,5,170,438301507,-53139287,1.761,2023-05-31 18:15:29,23.0,190.0,100.0,14.0,190.0,7.46
,188,2874.31,1.835,5,168,438301694,-53139108,1.835,2023-05-31 18:15:30,23.0,190.0,101.0,14.0,190.0,7.04
,189,2876.8,2.322,5,168,438301917,-53138913,2.322,2023-05-31 18:15:31,23.0,190.0,101.0,14.0,190.0,6.52
,189,2879.06,2.283,5,167,438302106,-53138747,2.283,2023-05-31 18:15:32,23.0,190.20000000000005,101.0,14.0,190.20000000000005,6.0
,189,2881.76,2.409,5,166,438302347,-53138534,2.409,2023-05-31 18:15:33,23.0,190.20000000000005,101.0,14.0,190.20000000000005,5.41
,189,2884.9,2.467,5,165,438302617,-53138290,2.467,2023-05-31 18:15:34,23.0,190.39999999999998,101.0,14.0,190.39999999999998,4.71
,190,2887.51,2.517,5,165,438302874,-53138117,2.517,2023-05-31 18:15:35,23.0,190.39999999999998,101.0,14.0,190.39999999999998,4.08
,190,2889.68,2.552,6,164,438303061,-53137978,2.552,2023-05-31 18:15:36,23.0,190.39999999999998,101.0,14.0,190.39999999999998,3.47
,190,2892.2,2.547,5,164,438303293,-53137817,2.547,2023-05-31 18:15:37,23.0,190.39999999999998,101.0,14.0,190.39999999999998,2.95
,191,2894.86,2.602,5,163,438303566,-53137634,2.602,2023-05-31 18:15:38,23.0,190.60000000000002,101.0,14.0,190.60000000000002,2.49
,191,2897.59,2.668,5,162,438303801,-53137466,2.668,2023-05-31 18:15:39,23.0,190.60000000000002,101.0,14.0,190.60000000000002,2.26
,191,2900.49,2.825,5,161,438304069,-53137249,2.825,2023-05-31 18:15:40,23.0,190.60000000000002,101.0,14.0,190.60000000000002,2.09
,191,2903.17,2.729,5,162,438304294,-53137036,2.729,2023-05-31 18:15:41,23.0,190.60000000000002,101.0,14.0,190.60000000000002,1.92
,192,2906.11,2.879,5,162,438304577,-53136833,2.879,2023-05-31 18:15:42,23.0,190.79999999999995,101.0,14.0,190.79999999999995,1.81
,192,2909.0,2.891,5,162,438304849,-53136654,2.891,2023-05-31 18:15:43,23.0,190.79999999999995,101.0,14.0,190.79999999999995,1.7
,192,2911.76,2.807,5,162,438305115,-53136462,2.807,2023-05-31 18:15:44,23.0,190.79999999999995,102.0,14.0,190.79999999999995,1.57
,193,2914.73,2.971,5,162,438305391,-53136275,2.971,2023-05-31 18:15:45,23.0,190.79999999999995,102.0,14.0,190.79999999999995,1.53
,193,2917.47,2.844,5,162,438305635,-53136091,2.844,2023-05-31 18:15:46,23.0,191.0,102.0,14.0,191.0,1.51
,193,2921.15,2.925,5,161,438305986,-53135858,2.925,2023-05-31 18:15:47,23.0,191.0,102.0,14.0,191.0,1.5
,193,2924.22,3.0,5,161,438306257,-53135664,3.0,2023-05-31 18:15:48,23.0,191.0,102.0,14.0,191.0,1.55
,194,2927.42,3.163,5,161,438306580,-53135462,3.163,2023-05-31 18:15:49,23.0,191.20000000000005,102.0,14.0,191.20000000000005,1.63
,194,2930.52,3.12,5,160,438306891,-53135269,3.12,2023-05-31 18:15:50,23.0,191.20000000000005,102.0,14.0,191.20000000000005,1.75
,194,2933.64,3.133,5,160,438307178,-53135103,3.133,2023-05-31 18:15:51,23.0,191.20000000000005,102.0,14.0,191.20000000000005,1.83
,195,2936.6,3.093,5,160,438307478,-53134929,3.093,2023-05-31 18:15:52,23.0,191.20000000000005,102.0,14.0,191.20000000000005,1.72
,195,2939.93,3.112,5,160,438307759,-53134690,3.112,2023-05-31 18:15:53,23.0,191.20000000000005,102.0,14.0,191.20000000000005,1.47
,195,2942.81,3.123,5,159,438308042,-53134498,3.123,2023-05-31 18:15:54,23.0,191.0,102.0,14.0,191.0,0.04
,195,2946.41,3.153,5,159,438308374,-53134259,3.153,2023-05-31 18:15:55,23.0,191.0,102.0,14.0,191.0,0.0
,196,2950.79,3.205,4,158,438308785,-53134026,3.205,2023-05-31 18:15:56,23.0,191.0,102.0,14.0,191.0,0.0
,196,2954.62,3.39,4,157,438309184,-53133810,3.39,2023-05-31 18:15:57,23.0,191.0,102.0,14.0,191.0,0.0
,196,2958.34,3.827,4,155,438309542,-53133611,3.827,2023-05-31 18:15:58,23.0,191.0,102.0,14.0,191.0,0.0
,196,2961.42,3.848,4,154,438309847,-53133412,3.848,2023-05-31 18:15:59,23.0,191.0,102.0,14.0,191.0,0.0
,197,2965.46,4.015,4,153,438310185,-53133103,4.015,2023-05-31 18:16:00,23.0,191.0,102.0,15.0,191.0,-0.49
,197,2969.49,4.028,4,151,438310551,-53132800,4.028,2023-05-31 18:16:01,23.0,190.79999999999995,102.0,15.0,190.79999999999995,-0.54
,197,2973.5,4.009,4,151,438310914,-53132505,4.009,2023-05-31 18:16:02,23.0,190.79999999999995,102.0,15.0,190.79999999999995,-0.72
,197,2977.52,4.027,4,149,438311269,-53132217,4.027,2023-05-31 18:16:03,23.0,190.60000000000002,102.0,15.0,190.60000000000002,-0.98
,198,2981.92,4.336,5,151,438311694,-53131938,4.336,2023-05-31 18:16:04,23.0,190.60000000000002,102.0,15.0,190.60000000000002,-1.28
,198,2986.15,4.144,5,151,438312116,-53131694,4.144,2023-05-31 18:16:05,23.0,190.39999999999998,102.0,15.0,190.39999999999998,-1.6
,198,2991.09,4.114,5,150,438312599,-53131422,4.114,2023-05-31 18:16:06,23.0,190.39999999999998,102.0,15.0,190.39999999999998,-1.87
,198,2995.16,4.116,5,151,438312970,-53131195,4.116,2023-05-31 18:16:07,23.0,190.20000000000005,102.0,15.0,190.20000000000005,-2.06
,199,2999.33,4.216,5,151,438313376,-53130940,4.216,2023-05-31 18:16:08,23.0,190.20000000000005,102.0,15.0,190.20000000000005,-2.17
,199,3003.63,4.3,4,151,438313786,-53130682,4.3,2023-05-31 18:16:09,23.0,190.20000000000005,102.0,15.0,190.20000000000005,-2.09
,199,3007.78,4.274,4,151,438314201,-53130443,4.274,2023-05-31 18:16:10,23.0,190.20000000000005,102.0,15.0,190.20000000000005,-1.88
,199,3012.13,4.445,4,151,438314646,-53130222,4.445,2023-05-31 18:16:11,23.0,190.20000000000005,102.0,15.0,190.20000000000005,-1.59
,200,3015.69,4.47,4,150,438315008,-53130130,4.47,2023-05-31 18:16:12,23.0,190.0,102.0,15.0,190.0,-1.27
,200,3019.99,4.339,4,150,438315462,-53130056,4.339,2023-05-31 18:16:13,23.0,190.0,102.0,15.0,190.0,-1.04
,200,3024.41,4.409,4,149,438315920,-53130034,4.409,2023-05-31 18:16:14,23.0,190.0,102.0,15.0,190.0,-0.86
,200,3028.87,4.463,4,149,438316421,-53130018,4.463,2023-05-31 18:16:15,23.0,190.0,102.0,16.0,190.0,-0.77
,201,3033.51,4.589,4,148,438316920,-53130024,4.589,2023-05-31 18:16:16,23.0,190.0,102.0,16.0,190.0,-0.75
,201,3038.11,4.596,4,147,438317395,-53130083,4.596,2023-05-31 18:16:17,23.0,189.79999999999995,102.0,16.0,189.79999999999995,-0.76
,201,3042.58,4.399,4,147,438317895,-53130148,4.399,2023-05-31 18:16:18,23.0,189.79999999999995,102.0,16.0,189.79999999999995,-0.79
,201,3047.24,4.464,4,146,438318395,-53130230,4.464,2023-05-31 18:16:19,23.0,189.79999999999995,102.0,16.0,189.79999999999995,-0.76
,202,3051.99,4.475,4,145,438318899,-53130328,4.475,2023-05-31 18:16:20,23.0,189.79999999999995,102.0,16.0,189.79999999999995,-0.69
,202,3056.8,4.551,4,144,438319395,-53130429,4.551,2023-05-31 18:16:21,23.0,189.79999999999995,102.0,16.0,189.79999999999995,-0.63
,202,3061.62,4.583,5,143,438319893,-53130518,4.583,2023-05-31 18:16:22,23.0,189.60000000000002,102.0,16.0,189.60000000000002,-0.61
,202,3066.12,4.639,5,142,438320381,-53130555,4.639,2023-05-31 18:16:23,23.0,189.60000000000002,102.0,16.0,189.60000000000002,-0.65
,203,3070.7,4.639,4,141,438320894,-53130576,4.639,2023-05-31 18:16:24,23.0,189.60000000000002,102.0,16.0,189.60000000000002,-0.7
,203,3074.78,4.639,4,140,438321328,-53130576,4.639,2023-05-31 18:16:25,23.0,189.60000000000002,102.0,16.0,189.60000000000002,-0.73
