calories,heart_rate,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,altitude,ascent,descent,enhanced_altitude,grade
0,96,2023-03-23 16:51:27,,,,,,,,,,,,,
0,97,2023-03-23 16:51:28,98.0,0.0,1.81,9.0,438138334.0,-53428998.0,1.81,,,,,,
0,98,2023-03-23 16:51:29,,3.05,2.122,9.0,438138552.0,-53428685.0,2.122,,,,,,
0,99,2023-03-23 16:51:30,,5.76,2.481,9.0,438138464.0,-53428334.0,2.481,17.0,,,,,
0,100,2023-03-23 16:51:31,,8.17,2.46,8.0,438138419.0,-53428015.0,2.46,17.0,,,,,
0,100,2023-03-23 16:51:32,,10.6,2.32,8.0,438138379.0,-53427696.0,2.32,17.0,,,,,
0,101,2023-03-23 16:51:33,,12.87,2.293,8.0,438138376.0,-53427391.0,2.293,17.0,,,,,
0,101,2023-03-23 16:51:34,,15.79,2.311,8.0,438138334.0,-53427004.0,2.311,17.0,,,,,
0,102,2023-03-23 16:51:35,,19.23,2.712,8.0,438138338.0,-53426547.0,2.712,17.0,,,,,
1,102,2023-03-23 16:51:36,,23.03,3.111,8.0,438138384.0,-53426042.0,3.111,17.0,,,,,
1,102,2023-03-23 16:51:37,,26.89,3.297,8.0,438138421.0,-53425526.0,3.297,17.0,,,,,
1,103,2023-03-23 16:51:38,,30.71,3.311,8.0,438138376.0,-53425024.0,3.311,17.0,,,,,
1,104,2023-03-23 16:51:39,,34.77,3.506,8.0,438138328.0,-53424482.0,3.506,17.0,,,,,
1,105,2023-03-23 16:51:40,,38.07,3.633,8.0,438138293.0,-53424039.0,3.633,17.0,,,,,
1,105,2023-03-23 16:51:41,,41.63,3.599,9.0,438138339.0,-53423568.0,3.599,17.0,,,,,
1,107,2023-03-23 16:51:42,,45.36,3.629,9.0,438138379.0,-53423073.0,3.629,17.0,,,,,
2,108,2023-03-23 16:51:43,,49.1,3.658,9.0,438138383.0,-53422573.0,3.658,17.0,,,,,
2,110,2023-03-23 16:51:44,,53.35,3.781,9.0,438138425.0,-53422007.0,3.781,17.0,,,,,
2,111,2023-03-23 16:51:45,,58.36,3.905,9.0,438138419.0,-53421338.0,3.905,17.0,,,,,
2,112,2023-03-23 16:51:46,,63.54,4.289,9.0,438138379.0,-53420649.0,4.289,17.0,,,,,
2,113,2023-03-23 16:51:47,,67.41,4.507,9.0,438138386.0,-53420132.0,4.507,17.0,,,,,
2,113,2023-03-23 16:51:48,,71.1,4.312,9.0,438138415.0,-53419641.0,4.312,17.0,,,,,
2,113,2023-03-23 16:51:49,,74.48,4.092,10.0,438138331.0,-53419203.0,4.092,17.0,,,,,
3,112,2023-03-23 16:51:50,,77.95,3.866,10.0,438138288.0,-53418744.0,3.866,17.0,,,,,
3,110,2023-03-23 16:51:51,,82.22,3.718,10.0,438138288.0,-53418176.0,3.718,17.0,,,,,
3,110,2023-03-23 16:51:52,,86.52,4.071,10.0,438138293.0,-53417600.0,4.071,17.0,,,,,
3,107,2023-03-23 16:51:53,,90.85,4.247,10.0,438138329.0,-53417024.0,4.247,17.0,,,,,
3,105,2023-03-23 16:51:54,,94.99,4.235,10.0,438138292.0,-53416475.0,4.235,17.0,,,,,
3,104,2023-03-23 16:51:55,,98.97,3.924,10.0,438138339.0,-53415944.0,3.924,17.0,,,,,
3,101,2023-03-23 16:51:56,,102.32,3.509,10.0,438138374.0,-53415495.0,3.509,17.0,,,,,
4,98,2023-03-23 16:51:57,,104.94,3.337,10.0,438138334.0,-53415150.0,3.337,17.0,,,,,
4,98,2023-03-23 16:51:58,,107.41,2.608,10.0,438138334.0,-53414818.0,2.608,17.0,,,,,
4,97,2023-03-23 16:51:59,,109.79,2.46,10.0,438138334.0,-53414504.0,2.46,17.0,,,,,
4,98,2023-03-23 16:52:00,,112.16,2.413,11.0,438138334.0,-53414188.0,2.413,17.0,,,,,
4,99,2023-03-23 16:52:01,,114.75,2.483,12.0,438138334.0,-53413839.0,2.483,17.0,,,,,
4,100,2023-03-23 16:52:02,,117.63,2.585,12.0,438138339.0,-53413456.0,2.585,17.0,,,,,
4,101,2023-03-23 16:52:03,,121.1,2.672,12.0,438138374.0,-53412991.0,2.672,17.0,,,,,
4,103,2023-03-23 16:52:04,,124.65,2.9,12.0,438138329.0,-53412522.0,2.9,17.0,69.39999999999998,0.0,0.0,69.39999999999998,0.0
5,104,2023-03-23 16:52:05,,128.43,3.18,11.0,438138283.0,-53412019.0,3.18,17.0,69.39999999999998,0.0,0.0,69.39999999999998,0.0
5,105,2023-03-23 16:52:06,,132.08,3.37,11.0,438138248.0,-53411534.0,3.37,17.0,69.39999999999998,0.0,0.0,69.39999999999998,0.0
5,106,2023-03-23 16:52:07,,136.23,3.556,11.0,438138283.0,-53410982.0,3.556,17.0,69.39999999999998,0.0,0.0,69.39999999999998,0.0
5,107,2023-03-23 16:52:08,,140.19,3.876,11.0,438138255.0,-53410458.0,3.876,17.0,69.60000000000002,0.0,0.0,69.60000000000002,0.0
5,108,2023-03-23 16:52:09,,144.21,3.978,11.0,438138321.0,-53409926.0,3.978,17.0,69.60000000000002,0.0,0.0,69.60000000000002,0.49
5,108,2023-03-23 16:52:10,,148.41,4.132,10.0,438138238.0,-53409369.0,4.132,17.0,69.60000000000002,0.0,0.0,69.60000000000002,0.81
5,110,2023-03-23 16:52:11,,152.9,4.353,10.0,438138197.0,-53408771.0,4.353,17.0,69.60000000000002,0.0,0.0,69.60000000000002,0.96
6,110,2023-03-23 16:52:12,,156.92,4.224,10.0,438138197.0,-53408237.0,4.224,17.0,69.60000000000002,0.0,0.0,69.60000000000002,1.03
6,111,2023-03-23 16:52:13,,160.02,4.07,11.0,438138191.0,-53407826.0,4.07,17.0,69.79999999999995,0.0,0.0,69.79999999999995,1.02
6,111,2023-03-23 16:52:14,,162.95,3.338,11.0,438138147.0,-53407439.0,3.338,17.0,69.79999999999995,0.0,0.0,69.79999999999995,0.97
6,111,2023-03-23 16:52:15,,166.03,3.052,11.0,438138124.0,-53407028.0,3.052,17.0,69.79999999999995,0.0,0.0,69.79999999999995,0.92
6,110,2023-03-23 16:52:16,,170.15,3.043,11.0,438138261.0,-53406494.0,3.043,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.91
6,107,2023-03-23 16:52:17,,173.27,3.053,12.0,438138411.0,-53406143.0,3.053,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.91
7,106,2023-03-23 16:52:18,,176.9,3.391,12.0,438138745.0,-53405896.0,3.391,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.91
7,104,2023-03-23 16:52:19,,180.86,3.517,11.0,438139167.0,-53405746.0,3.517,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.87
7,102,2023-03-23 16:52:20,,182.31,3.408,11.0,438139294.0,-53405686.0,3.408,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.78
7,101,2023-03-23 16:52:21,,182.95,2.216,11.0,438139345.0,-53405645.0,2.216,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.28
7,102,2023-03-23 16:52:22,,183.82,2.007,10.0,438139450.0,-53405587.0,2.007,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.0
7,103,2023-03-23 16:52:23,,186.15,2.187,10.0,438139685.0,-53405526.0,2.187,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.0
7,104,2023-03-23 16:52:24,,188.75,2.069,10.0,438139957.0,-53405486.0,2.069,17.0,70.0,1.0,0.0,70.0,0.0
7,104,2023-03-23 16:52:25,,190.98,2.109,10.0,438140189.0,-53405450.0,2.109,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.0
8,105,2023-03-23 16:52:26,,193.5,2.224,10.0,438140491.0,-53405432.0,2.224,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.0
8,106,2023-03-23 16:52:27,,195.53,2.293,12.0,438140679.0,-53405407.0,2.293,17.0,69.79999999999995,1.0,0.0,69.79999999999995,0.0
8,107,2023-03-23 16:52:28,,197.42,2.191,12.0,438140903.0,-53405365.0,2.191,17.0,70.0,1.0,0.0,70.0,0.0
8,107,2023-03-23 16:52:29,,199.24,2.13,12.0,438141077.0,-53405307.0,2.13,17.0,70.0,1.0,0.0,70.0,0.0
8,107,2023-03-23 16:52:30,,200.27,2.054,12.0,438141167.0,-53405245.0,2.054,17.0,70.0,1.0,0.0,70.0,0.0
8,107,2023-03-23 16:52:31,,201.37,1.795,12.0,438141265.0,-53405179.0,1.795,17.0,70.0,1.0,0.0,70.0,0.0
8,106,2023-03-23 16:52:32,,203.51,1.697,12.0,438141457.0,-53405014.0,1.697,17.0,70.0,1.0,0.0,70.0,0.0
9,106,2023-03-23 16:52:33,,205.93,2.34,11.0,438141681.0,-53404828.0,2.34,17.0,70.20000000000005,1.0,0.0,70.20000000000005,0.81
9,105,2023-03-23 16:52:34,,208.53,2.65,11.0,438141905.0,-53404588.0,2.65,17.0,70.20000000000005,1.0,0.0,70.20000000000005,1.53
9,105,2023-03-23 16:52:35,,211.25,2.897,11.0,438142095.0,-53404349.0,2.897,17.0,70.20000000000005,1.0,0.0,70.20000000000005,1.78
9,104,2023-03-23 16:52:36,,214.35,2.995,10.0,438142367.0,-53404090.0,2.995,17.0,70.20000000000005,1.0,0.0,70.20000000000005,1.88
9,105,2023-03-23 16:52:37,,217.58,3.269,10.0,438142628.0,-53403793.0,3.269,17.0,70.39999999999998,1.0,0.0,70.39999999999998,1.85
9,105,2023-03-23 16:52:38,,220.88,3.228,11.0,438142809.0,-53403425.0,3.228,17.0,70.39999999999998,1.0,0.0,70.39999999999998,1.72
9,104,2023-03-23 16:52:39,,224.06,2.906,13.0,438142943.0,-53403023.0,2.906,17.0,70.39999999999998,1.0,0.0,70.39999999999998,1.56
10,103,2023-03-23 16:52:40,,227.47,3.021,13.0,438143034.0,-53402586.0,3.021,17.0,70.39999999999998,1.0,0.0,70.39999999999998,1.39
10,102,2023-03-23 16:52:41,,230.73,3.107,13.0,438143119.0,-53402164.0,3.107,17.0,70.39999999999998,1.0,0.0,70.39999999999998,1.27
10,99,2023-03-23 16:52:42,,233.37,3.145,12.0,438143163.0,-53401819.0,3.145,17.0,70.60000000000002,1.0,0.0,70.60000000000002,1.21
10,97,2023-03-23 16:52:43,,235.92,3.019,12.0,438143204.0,-53401486.0,3.019,17.0,70.60000000000002,1.0,0.0,70.60000000000002,1.14
10,94,2023-03-23 16:52:44,,238.67,3.126,12.0,438143204.0,-53401118.0,3.126,17.0,70.39999999999998,1.0,0.0,70.39999999999998,1.02
10,94,2023-03-23 16:52:45,,241.9,3.29,12.0,438143191.0,-53400688.0,3.29,17.0,70.39999999999998,1.0,0.0,70.39999999999998,0.39
10,94,2023-03-23 16:52:46,,244.78,3.375,12.0,438143107.0,-53400313.0,3.375,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.0
10,96,2023-03-23 16:52:47,,247.58,3.103,12.0,438143049.0,-53399954.0,3.103,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.0
11,97,2023-03-23 16:52:48,,250.84,3.136,12.0,438142917.0,-53399543.0,3.136,17.0,70.39999999999998,1.0,0.0,70.39999999999998,0.0
11,99,2023-03-23 16:52:49,,254.49,3.335,11.0,438142826.0,-53399075.0,3.335,17.0,70.39999999999998,1.0,0.0,70.39999999999998,0.0
11,101,2023-03-23 16:52:50,,258.25,3.342,11.0,438142742.0,-53398583.0,3.342,17.0,70.39999999999998,1.0,0.0,70.39999999999998,0.0
11,104,2023-03-23 16:52:51,,261.94,3.348,11.0,438142703.0,-53398090.0,3.348,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.0
11,105,2023-03-23 16:52:52,,265.45,3.391,11.0,438142698.0,-53397625.0,3.391,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.0
11,106,2023-03-23 16:52:53,,269.12,3.409,11.0,438142657.0,-53397135.0,3.409,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.0
11,109,2023-03-23 16:52:54,,272.87,3.419,11.0,438142645.0,-53396635.0,3.419,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.0
12,110,2023-03-23 16:52:55,,276.55,3.436,11.0,438142562.0,-53396150.0,3.436,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.3
12,111,2023-03-23 16:52:56,,280.86,3.443,10.0,438142516.0,-53395583.0,3.443,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.58
12,111,2023-03-23 16:52:57,,285.27,3.623,10.0,438142475.0,-53394997.0,3.623,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.69
12,111,2023-03-23 16:52:58,,289.82,4.523,10.0,438142469.0,-53394388.0,4.523,17.0,70.60000000000002,1.0,0.0,70.60000000000002,0.71
12,111,2023-03-23 16:52:59,,294.52,4.675,10.0,438142436.0,-53393761.0,4.675,17.0,70.79999999999995,1.0,0.0,70.79999999999995,0.65
12,110,2023-03-23 16:53:00,,299.32,4.755,10.0,438142475.0,-53393120.0,4.755,17.0,70.79999999999995,1.0,0.0,70.79999999999995,0.58
12,111,2023-03-23 16:53:01,,303.84,4.597,9.0,438142475.0,-53392518.0,4.597,17.0,70.79999999999995,1.0,0.0,70.79999999999995,0.52
13,112,2023-03-23 16:53:02,,308.06,4.338,9.0,438142475.0,-53391953.0,4.338,17.0,70.79999999999995,1.0,0.0,70.79999999999995,0.48
13,112,2023-03-23 16:53:03,,312.11,4.142,10.0,438142475.0,-53391413.0,4.142,18.0,70.79999999999995,1.0,0.0,70.79999999999995,0.49
13,112,2023-03-23 16:53:04,,315.95,4.103,10.0,438142470.0,-53390902.0,4.103,18.0,70.79999999999995,2.0,0.0,70.79999999999995,0.52
13,113,2023-03-23 16:53:05,,320.93,4.127,10.0,438142417.0,-53390237.0,4.127,18.0,71.0,2.0,0.0,71.0,0.57
13,114,2023-03-23 16:53:06,,325.32,4.308,10.0,438142333.0,-53389659.0,4.308,18.0,71.0,2.0,0.0,71.0,0.65
13,114,2023-03-23 16:53:07,,329.91,4.553,10.0,438142289.0,-53389049.0,4.553,18.0,71.0,2.0,0.0,71.0,0.73
14,114,2023-03-23 16:53:08,,334.72,4.782,10.0,438142235.0,-53388411.0,4.782,18.0,71.0,2.0,0.0,71.0,0.76
14,114,2023-03-23 16:53:09,,339.31,4.601,10.0,438142157.0,-53387809.0,4.601,18.0,71.0,2.0,0.0,71.0,0.74
14,113,2023-03-23 16:53:10,96.0,343.72,4.501,10.0,438142162.0,-53387222.0,4.501,18.0,71.0,2.0,0.0,71.0,0.69
14,113,2023-03-23 16:53:11,,347.74,4.491,10.0,438142207.0,-53386685.0,4.491,18.0,71.20000000000005,2.0,0.0,71.20000000000005,0.68
14,113,2023-03-23 16:53:12,,352.18,4.548,10.0,438142260.0,-53386099.0,4.548,18.0,71.20000000000005,2.0,0.0,71.20000000000005,0.72
14,113,2023-03-23 16:53:13,,355.88,4.531,9.0,438142343.0,-53385616.0,4.531,18.0,71.39999999999998,2.0,0.0,71.39999999999998,0.82
14,112,2023-03-23 16:53:14,,360.14,4.279,9.0,438142384.0,-53385053.0,4.279,18.0,71.39999999999998,2.0,0.0,71.39999999999998,0.96
15,111,2023-03-23 16:53:15,,364.46,4.305,9.0,438142384.0,-53384477.0,4.305,18.0,71.39999999999998,2.0,0.0,71.39999999999998,1.11
15,110,2023-03-23 16:53:16,,368.59,4.217,9.0,438142378.0,-53383925.0,4.217,18.0,71.39999999999998,2.0,0.0,71.39999999999998,1.23
15,109,2023-03-23 16:53:17,,372.64,4.187,9.0,438142334.0,-53383386.0,4.187,18.0,71.39999999999998,2.0,0.0,71.39999999999998,1.24
15,108,2023-03-23 16:53:18,,376.81,4.181,9.0,438142281.0,-53382836.0,4.181,18.0,71.39999999999998,2.0,0.0,71.39999999999998,1.14
15,108,2023-03-23 16:53:19,,380.73,4.111,10.0,438142198.0,-53382314.0,4.111,18.0,71.39999999999998,2.0,0.0,71.39999999999998,0.93
15,109,2023-03-23 16:53:20,,384.82,4.111,10.0,438142148.0,-53381778.0,4.111,18.0,71.39999999999998,2.0,0.0,71.39999999999998,0.37
16,109,2023-03-23 16:53:21,,389.06,4.11,10.0,438142057.0,-53381220.0,4.11,18.0,71.39999999999998,2.0,0.0,71.39999999999998,0.0
16,110,2023-03-23 16:53:22,,393.47,4.103,10.0,438141975.0,-53380639.0,4.103,18.0,71.39999999999998,2.0,0.0,71.39999999999998,0.0
16,110,2023-03-23 16:53:23,,397.61,4.095,10.0,438141975.0,-53380085.0,4.095,18.0,71.39999999999998,2.0,0.0,71.39999999999998,0.0
16,111,2023-03-23 16:53:24,,401.81,4.047,10.0,438141981.0,-53379524.0,4.047,18.0,71.39999999999998,2.0,0.0,71.39999999999998,0.0
16,112,2023-03-23 16:53:25,,406.18,4.053,10.0,438142015.0,-53378945.0,4.053,18.0,71.60000000000002,2.0,0.0,71.60000000000002,0.0
16,112,2023-03-23 16:53:26,,410.54,4.124,9.0,438141975.0,-53378363.0,4.124,18.0,71.60000000000002,2.0,0.0,71.60000000000002,0.0
16,112,2023-03-23 16:53:27,,414.9,4.335,9.0,438141970.0,-53377777.0,4.335,18.0,71.60000000000002,2.0,0.0,71.60000000000002,0.23
17,113,2023-03-23 16:53:28,,419.25,4.111,9.0,438141929.0,-53377199.0,4.111,18.0,71.60000000000002,2.0,0.0,71.60000000000002,0.52
17,113,2023-03-23 16:53:29,,423.58,4.102,9.0,438141923.0,-53376621.0,4.102,18.0,71.79999999999995,2.0,0.0,71.79999999999995,0.67
17,114,2023-03-23 16:53:30,,427.72,4.039,9.0,438141884.0,-53376067.0,4.039,18.0,71.79999999999995,2.0,0.0,71.79999999999995,0.8
17,114,2023-03-23 16:53:31,,431.77,3.992,9.0,438141878.0,-53375529.0,3.992,18.0,71.79999999999995,2.0,0.0,71.79999999999995,0.92
17,114,2023-03-23 16:53:32,,435.92,3.992,8.0,438141838.0,-53374974.0,3.992,18.0,72.0,2.0,0.0,72.0,1.02
17,113,2023-03-23 16:53:33,,440.24,3.994,8.0,438141834.0,-53374399.0,3.994,18.0,72.0,3.0,0.0,72.0,1.08
18,113,2023-03-23 16:53:34,,444.43,4.024,8.0,438141788.0,-53373840.0,4.024,18.0,72.0,3.0,0.0,72.0,1.12
18,112,2023-03-23 16:53:35,,448.74,4.064,8.0,438141741.0,-53373266.0,4.064,18.0,72.20000000000005,3.0,0.0,72.20000000000005,1.19
18,112,2023-03-23 16:53:36,,452.83,4.059,8.0,438141697.0,-53372727.0,4.059,18.0,72.20000000000005,3.0,0.0,72.20000000000005,1.27
18,112,2023-03-23 16:53:37,,457.43,4.019,8.0,438141644.0,-53372116.0,4.019,18.0,72.20000000000005,3.0,0.0,72.20000000000005,1.32
18,112,2023-03-23 16:53:38,,461.6,4.019,8.0,438141556.0,-53371568.0,4.019,18.0,72.20000000000005,3.0,0.0,72.20000000000005,1.33
18,113,2023-03-23 16:53:39,,466.27,4.023,8.0,438141480.0,-53370955.0,4.023,18.0,72.20000000000005,3.0,0.0,72.20000000000005,1.29
19,112,2023-03-23 16:53:40,,470.59,4.085,8.0,438141520.0,-53370380.0,4.085,18.0,72.39999999999998,3.0,0.0,72.39999999999998,1.2
19,112,2023-03-23 16:53:41,,474.96,4.345,8.0,438141520.0,-53369793.0,4.345,18.0,72.39999999999998,3.0,0.0,72.39999999999998,1.09
19,111,2023-03-23 16:53:42,,479.42,4.452,8.0,438141520.0,-53369200.0,4.452,18.0,72.39999999999998,3.0,0.0,72.39999999999998,1.02
19,110,2023-03-23 16:53:43,,483.62,4.293,8.0,438141526.0,-53368638.0,4.293,18.0,72.39999999999998,3.0,0.0,72.39999999999998,0.95
19,110,2023-03-23 16:53:44,,487.28,4.178,8.0,438141565.0,-53368150.0,4.178,18.0,72.39999999999998,3.0,0.0,72.39999999999998,0.86
19,109,2023-03-23 16:53:45,,490.41,3.292,10.0,438141569.0,-53367734.0,3.292,18.0,72.60000000000002,3.0,0.0,72.60000000000002,0.83
19,108,2023-03-23 16:53:46,,493.62,3.221,10.0,438141620.0,-53367310.0,3.221,18.0,72.60000000000002,3.0,0.0,72.60000000000002,0.91
20,107,2023-03-23 16:53:47,,496.84,3.372,9.0,438141720.0,-53366903.0,3.372,18.0,72.79999999999995,3.0,0.0,72.79999999999995,1.08
20,106,2023-03-23 16:53:48,,499.17,3.426,9.0,438141857.0,-53366629.0,3.426,18.0,72.79999999999995,3.0,0.0,72.79999999999995,1.3
20,105,2023-03-23 16:53:49,,502.92,3.701,8.0,438142034.0,-53366180.0,3.701,18.0,72.79999999999995,3.0,0.0,72.79999999999995,1.46
20,105,2023-03-23 16:53:50,,506.44,3.547,8.0,438142175.0,-53365747.0,3.547,18.0,72.79999999999995,4.0,0.0,72.79999999999995,1.48
20,106,2023-03-23 16:53:51,,509.84,3.538,8.0,438142311.0,-53365326.0,3.538,18.0,72.79999999999995,4.0,0.0,72.79999999999995,1.36
20,106,2023-03-23 16:53:52,,512.31,3.497,8.0,438142441.0,-53365030.0,3.497,18.0,72.79999999999995,4.0,0.0,72.79999999999995,1.16
20,107,2023-03-23 16:53:53,,514.64,3.059,8.0,438142595.0,-53364805.0,3.059,18.0,72.79999999999995,4.0,0.0,72.79999999999995,0.9
21,108,2023-03-23 16:53:54,,518.02,2.897,8.0,438142910.0,-53364581.0,2.897,18.0,73.0,4.0,0.0,73.0,0.64
21,109,2023-03-23 16:53:55,,520.54,2.9,8.0,438143188.0,-53364512.0,2.9,18.0,73.0,4.0,0.0,73.0,0.46
21,109,2023-03-23 16:53:56,,524.1,2.925,8.0,438143574.0,-53364483.0,2.925,18.0,73.0,4.0,0.0,73.0,0.44
21,111,2023-03-23 16:53:57,,527.65,3.002,8.0,438143942.0,-53364426.0,3.002,18.0,73.0,4.0,0.0,73.0,0.61
21,112,2023-03-23 16:53:58,,531.24,3.51,8.0,438144332.0,-53364367.0,3.51,18.0,73.0,4.0,0.0,73.0,0.88
21,113,2023-03-23 16:53:59,,534.01,3.651,9.0,438144608.0,-53364324.0,3.651,18.0,73.20000000000005,4.0,0.0,73.20000000000005,1.15
22,114,2023-03-23 16:54:00,,537.84,3.719,9.0,438145026.0,-53364247.0,3.719,18.0,73.20000000000005,4.0,0.0,73.20000000000005,1.32
22,114,2023-03-23 16:54:01,,542.62,3.818,9.0,438145541.0,-53364190.0,3.818,18.0,73.20000000000005,4.0,0.0,73.20000000000005,1.37
22,115,2023-03-23 16:54:02,,546.94,4.147,10.0,438146006.0,-53364158.0,4.147,18.0,73.20000000000005,4.0,0.0,73.20000000000005,1.36
22,114,2023-03-23 16:54:03,,551.17,4.267,10.0,438146478.0,-53364177.0,4.267,18.0,73.39999999999998,4.0,0.0,73.39999999999998,1.33
22,114,2023-03-23 16:54:04,,554.81,4.284,9.0,438146852.0,-53364223.0,4.284,18.0,73.39999999999998,4.0,0.0,73.39999999999998,1.33
22,114,2023-03-23 16:54:05,,558.9,4.141,9.0,438147269.0,-53364292.0,4.141,18.0,73.39999999999998,4.0,0.0,73.39999999999998,1.32
22,113,2023-03-23 16:54:06,,562.7,3.836,9.0,438147707.0,-53364291.0,3.836,18.0,73.60000000000002,4.0,0.0,73.60000000000002,1.3
23,113,2023-03-23 16:54:07,,567.22,3.727,9.0,438148175.0,-53364281.0,3.727,18.0,73.60000000000002,4.0,0.0,73.60000000000002,1.29
23,112,2023-03-23 16:54:08,,570.84,3.648,9.0,438148575.0,-53364311.0,3.648,18.0,73.79999999999995,4.0,0.0,73.79999999999995,1.33
23,111,2023-03-23 16:54:09,,574.87,3.941,9.0,438149021.0,-53364283.0,3.941,18.0,73.79999999999995,4.0,0.0,73.79999999999995,1.42
23,112,2023-03-23 16:54:10,,578.72,3.932,9.0,438149424.0,-53364356.0,3.932,18.0,74.0,5.0,0.0,74.0,1.56
23,112,2023-03-23 16:54:11,,581.6,3.84,10.0,438149732.0,-53364376.0,3.84,18.0,74.0,5.0,0.0,74.0,1.74
23,114,2023-03-23 16:54:12,,583.98,2.917,11.0,438149975.0,-53364422.0,2.917,18.0,74.20000000000005,5.0,0.0,74.20000000000005,1.92
24,114,2023-03-23 16:54:13,,587.45,2.705,11.0,438150345.0,-53364516.0,2.705,18.0,74.20000000000005,5.0,0.0,74.20000000000005,2.12
24,115,2023-03-23 16:54:14,,591.13,3.3,11.0,438150728.0,-53364510.0,3.3,18.0,74.39999999999998,5.0,0.0,74.39999999999998,2.33
24,115,2023-03-23 16:54:15,,595.15,3.824,11.0,438151158.0,-53364374.0,3.824,18.0,74.60000000000002,5.0,0.0,74.60000000000002,2.55
24,115,2023-03-23 16:54:16,,598.96,3.697,11.0,438151552.0,-53364420.0,3.697,18.0,74.60000000000002,5.0,0.0,74.60000000000002,2.78
24,115,2023-03-23 16:54:17,,603.39,3.678,10.0,438152006.0,-53364583.0,3.678,18.0,74.79999999999995,5.0,0.0,74.79999999999995,2.97
24,114,2023-03-23 16:54:18,,604.86,3.543,10.0,438152142.0,-53364547.0,3.543,18.0,74.79999999999995,5.0,0.0,74.79999999999995,3.13
25,114,2023-03-23 16:54:19,,606.69,2.333,12.0,438152342.0,-53364529.0,2.333,18.0,75.0,6.0,0.0,75.0,3.21
25,114,2023-03-23 16:54:20,,609.17,2.334,12.0,438152621.0,-53364511.0,2.334,18.0,75.0,6.0,0.0,75.0,3.18
25,114,2023-03-23 16:54:21,,612.22,2.355,12.0,438152949.0,-53364483.0,2.355,18.0,75.20000000000005,6.0,0.0,75.20000000000005,3.07
25,115,2023-03-23 16:54:22,,616.75,2.561,12.0,438153437.0,-53364403.0,2.561,18.0,75.20000000000005,6.0,0.0,75.20000000000005,2.98
25,115,2023-03-23 16:54:23,,620.38,2.999,12.0,438153827.0,-53364317.0,2.999,18.0,75.39999999999998,6.0,0.0,75.39999999999998,2.97
25,116,2023-03-23 16:54:24,,622.56,3.283,11.0,438154027.0,-53364330.0,3.283,18.0,75.39999999999998,6.0,0.0,75.39999999999998,3.09
26,116,2023-03-23 16:54:25,,625.57,3.165,11.0,438154354.0,-53364315.0,3.165,18.0,75.60000000000002,6.0,0.0,75.60000000000002,3.32
26,117,2023-03-23 16:54:26,,628.25,3.001,11.0,438154657.0,-53364323.0,3.001,18.0,75.79999999999995,6.0,0.0,75.79999999999995,3.59
26,118,2023-03-23 16:54:27,,630.39,2.895,12.0,438154873.0,-53364378.0,2.895,18.0,76.0,6.0,0.0,76.0,3.8
26,118,2023-03-23 16:54:28,,632.1,2.597,14.0,438155051.0,-53364446.0,2.597,18.0,76.20000000000005,7.0,0.0,76.20000000000005,3.98
26,119,2023-03-23 16:54:29,,633.72,2.351,20.0,438155199.0,-53364551.0,2.351,18.0,76.39999999999998,7.0,0.0,76.39999999999998,4.17
26,119,2023-03-23 16:54:30,,635.72,2.24,20.0,438155438.0,-53364571.0,2.24,18.0,76.39999999999998,7.0,0.0,76.39999999999998,4.34
27,119,2023-03-23 16:54:31,,638.29,2.172,20.0,438155705.0,-53364568.0,2.172,18.0,76.60000000000002,7.0,0.0,76.60000000000002,4.5
27,119,2023-03-23 16:54:32,,640.59,2.204,20.0,438155926.0,-53364546.0,2.204,18.0,76.60000000000002,7.0,0.0,76.60000000000002,4.67
27,119,2023-03-23 16:54:33,,642.6,2.159,22.0,438156151.0,-53364526.0,2.159,18.0,76.79999999999995,7.0,0.0,76.79999999999995,4.83
27,119,2023-03-23 16:54:34,,644.75,2.156,22.0,438156382.0,-53364474.0,2.156,18.0,77.0,7.0,0.0,77.0,4.97
27,120,2023-03-23 16:54:35,,646.58,2.09,22.0,438156569.0,-53364471.0,2.09,18.0,77.0,8.0,0.0,77.0,5.06
27,121,2023-03-23 16:54:36,,648.39,2.013,22.0,438156788.0,-53364456.0,2.013,18.0,77.20000000000005,8.0,0.0,77.20000000000005,5.07
