battery_soc,cadence,calories,heart_rate,power,timestamp,temperature,left_right_balance,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade
,83,260,135,216,2024-03-05 15:51:38,19.0,171.0,9752.49,7.047,6.0,437689326.0,-53483914.0,7.047,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,83,260,135,200,2024-03-05 15:51:39,19.0,171.0,9760.03,7.047,6.0,437689735.0,-53484803.0,7.047,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,81,261,135,201,2024-03-05 15:51:40,19.0,172.0,9766.01,7.055,6.0,437690022.0,-53485515.0,7.055,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,82,261,135,220,2024-03-05 15:51:41,19.0,174.0,9774.11,7.056,6.0,437690417.0,-53486459.0,7.056,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,82,261,135,225,2024-03-05 15:51:42,19.0,176.0,9781.27,7.048,6.0,437690787.0,-53487312.0,7.048,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,82,261,135,202,2024-03-05 15:51:43,19.0,174.0,9787.16,7.055,6.0,437691069.0,-53488004.0,7.055,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,81,261,135,201,2024-03-05 15:51:44,19.0,177.0,9794.08,7.056,6.0,437691465.0,-53488803.0,7.056,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,80,262,135,208,2024-03-05 15:51:45,19.0,171.0,9801.01,7.048,6.0,437691833.0,-53489601.0,7.048,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,82,262,135,242,2024-03-05 15:51:46,19.0,171.0,9807.89,7.037,6.0,437692196.0,-53490394.0,7.037,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,79,262,136,233,2024-03-05 15:51:47,19.0,177.0,9815.68,7.036,7.0,437692633.0,-53491280.0,7.036,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,80,262,135,219,2024-03-05 15:51:48,19.0,176.0,9821.46,6.987,7.0,437692971.0,-53491938.0,6.987,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,82,263,135,211,2024-03-05 15:51:49,19.0,171.0,9827.92,6.974,7.0,437693316.0,-53492682.0,6.974,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,83,263,135,206,2024-03-05 15:51:50,19.0,178.0,9836.22,6.874,7.0,437693774.0,-53493628.0,6.874,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,86,263,136,220,2024-03-05 15:51:51,19.0,171.0,9843.4,6.861,7.0,437694152.0,-53494465.0,6.861,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,84,263,136,243,2024-03-05 15:51:52,19.0,174.0,9849.21,6.861,7.0,437694474.0,-53495118.0,6.861,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,85,263,136,223,2024-03-05 15:51:53,19.0,170.0,9857.52,6.861,7.0,437694954.0,-53496057.0,6.861,24.0,18.0,15.0,24.0,0.0
,83,264,137,185,2024-03-05 15:51:54,19.0,174.0,9863.77,6.861,7.0,437695295.0,-53496788.0,6.861,24.0,18.0,15.0,24.0,0.0
,87,264,137,168,2024-03-05 15:51:55,19.0,170.0,9870.96,6.861,7.0,437695654.0,-53497644.0,6.861,24.0,18.0,15.0,24.0,0.0
,87,264,137,169,2024-03-05 15:51:56,19.0,169.0,9878.36,6.96,7.0,437696017.0,-53498511.0,6.96,24.0,18.0,15.0,24.0,0.0
,86,264,137,162,2024-03-05 15:51:57,19.0,170.0,9885.9,7.088,7.0,437696380.0,-53499405.0,7.088,24.0,18.0,15.0,24.0,0.0
,87,264,138,156,2024-03-05 15:51:58,19.0,171.0,9893.41,7.234,7.0,437696745.0,-53500300.0,7.234,23.799999999999955,18.0,15.0,23.799999999999955,0.0
,87,264,138,158,2024-03-05 15:51:59,19.0,170.0,9902.2,7.324,7.0,437697189.0,-53501334.0,7.324,23.799999999999955,18.0,15.0,23.799999999999955,0.0
,85,265,138,164,2024-03-05 15:52:00,19.0,170.0,9910.29,7.333,6.0,437697605.0,-53502302.0,7.333,23.799999999999955,18.0,15.0,23.799999999999955,0.0
,85,265,138,170,2024-03-05 15:52:01,19.0,175.0,9916.46,7.333,6.0,437697893.0,-53503045.0,7.333,23.799999999999955,18.0,15.0,23.799999999999955,0.0
,86,265,138,207,2024-03-05 15:52:02,19.0,178.0,9923.96,7.333,6.0,437698248.0,-53503922.0,7.333,24.0,18.0,15.0,24.0,0.0
,85,265,138,231,2024-03-05 15:52:03,19.0,174.0,9931.48,7.333,6.0,437698652.0,-53504798.0,7.333,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,83,265,138,228,2024-03-05 15:52:04,19.0,179.0,9938.89,7.333,6.0,437699063.0,-53505641.0,7.333,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,82,266,138,211,2024-03-05 15:52:05,19.0,174.0,9947.48,7.309,6.0,437699552.0,-53506617.0,7.309,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,85,266,139,193,2024-03-05 15:52:06,19.0,170.0,9954.9,7.264,6.0,437699971.0,-53507464.0,7.264,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,82,266,139,192,2024-03-05 15:52:07,19.0,175.0,9960.73,7.258,6.0,437700300.0,-53508144.0,7.258,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,85,266,139,208,2024-03-05 15:52:08,19.0,175.0,9969.3,7.251,6.0,437700740.0,-53509133.0,7.251,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,84,267,140,229,2024-03-05 15:52:09,19.0,173.0,9976.38,7.243,6.0,437701155.0,-53509919.0,7.243,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,80,267,140,223,2024-03-05 15:52:10,19.0,176.0,9982.14,7.207,6.0,437701484.0,-53510570.0,7.207,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,87,267,141,186,2024-03-05 15:52:11,19.0,176.0,9990.37,7.188,6.0,437701927.0,-53511533.0,7.188,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,85,267,141,170,2024-03-05 15:52:12,19.0,174.0,9996.32,7.176,6.0,437702219.0,-53512224.0,7.176,24.0,18.0,15.0,24.0,0.0
,83,267,141,165,2024-03-05 15:52:13,19.0,172.0,10003.26,7.16,6.0,437702613.0,-53513021.0,7.16,24.0,18.0,15.0,24.0,0.0
,86,267,140,160,2024-03-05 15:52:14,19.0,173.0,10011.62,7.158,7.0,437703053.0,-53513992.0,7.158,24.0,18.0,15.0,24.0,0.0
,85,268,141,149,2024-03-05 15:52:15,19.0,174.0,10017.93,7.158,7.0,437703423.0,-53514701.0,7.158,24.0,18.0,15.0,24.0,0.0
,88,268,141,140,2024-03-05 15:52:16,19.0,176.0,10025.3,7.158,7.0,437703836.0,-53515549.0,7.158,24.0,18.0,15.0,24.0,0.0
,85,268,139,149,2024-03-05 15:52:17,19.0,176.0,10033.87,7.198,7.0,437704288.0,-53516534.0,7.198,24.0,18.0,15.0,24.0,0.0
,87,268,140,159,2024-03-05 15:52:18,19.0,179.0,10040.39,7.203,7.0,437704664.0,-53517285.0,7.203,24.0,18.0,15.0,24.0,0.0
,91,268,140,172,2024-03-05 15:52:19,19.0,179.0,10047.86,7.252,6.0,437705027.0,-53518156.0,7.252,24.0,18.0,15.0,24.0,0.0
,86,268,140,213,2024-03-05 15:52:20,19.0,170.0,10055.52,7.3,6.0,437705474.0,-53519037.0,7.3,24.0,18.0,15.0,24.0,0.0
,88,269,140,230,2024-03-05 15:52:21,19.0,174.0,10063.09,7.338,6.0,437705848.0,-53519928.0,7.338,24.0,18.0,15.0,24.0,0.0
,88,269,140,198,2024-03-05 15:52:22,19.0,169.0,10070.52,7.342,6.0,437706211.0,-53520804.0,7.342,24.0,18.0,15.0,24.0,0.0
,87,269,139,176,2024-03-05 15:52:23,19.0,171.0,10077.9,7.342,6.0,437706616.0,-53521641.0,7.342,24.0,18.0,15.0,24.0,0.0
,87,269,139,197,2024-03-05 15:52:24,19.0,172.0,10085.48,7.476,7.0,437707027.0,-53522535.0,7.476,24.0,18.0,15.0,24.0,0.0
,88,269,138,179,2024-03-05 15:52:25,19.0,172.0,10093.03,7.507,7.0,437707395.0,-53523427.0,7.507,24.0,18.0,15.0,24.0,0.0
,90,270,138,173,2024-03-05 15:52:26,19.0,185.0,10100.66,7.518,7.0,437707760.0,-53524343.0,7.518,24.0,18.0,15.0,24.0,0.0
,88,270,137,145,2024-03-05 15:52:27,19.0,177.0,10108.2,7.534,7.0,437708123.0,-53525235.0,7.534,24.0,18.0,15.0,24.0,0.0
,88,270,137,150,2024-03-05 15:52:28,19.0,181.0,10116.92,7.546,7.0,437708567.0,-53526268.0,7.546,24.0,18.0,15.0,24.0,0.0
,91,270,137,173,2024-03-05 15:52:29,19.0,171.0,10124.9,7.555,7.0,437708903.0,-53527240.0,7.555,24.0,18.0,15.0,24.0,0.0
,90,270,137,158,2024-03-05 15:52:30,19.0,175.0,10131.29,7.623,7.0,437709180.0,-53528017.0,7.623,23.799999999999955,18.0,15.0,23.799999999999955,0.0
,89,270,137,145,2024-03-05 15:52:31,19.0,176.0,10140.19,7.638,7.0,437709576.0,-53529097.0,7.638,23.799999999999955,18.0,15.0,23.799999999999955,0.0
,91,270,137,176,2024-03-05 15:52:32,19.0,170.0,10147.96,7.671,7.0,437709942.0,-53530041.0,7.671,23.799999999999955,18.0,15.0,23.799999999999955,0.0
,79,271,138,220,2024-03-05 15:52:33,19.0,195.0,10154.44,7.675,7.0,437710226.0,-53530820.0,7.675,23.799999999999955,18.0,15.0,23.799999999999955,0.0
,77,271,138,220,2024-03-05 15:52:34,19.0,173.0,10161.95,7.685,7.0,437710582.0,-53531722.0,7.685,23.799999999999955,18.0,15.0,23.799999999999955,0.0
,76,271,138,276,2024-03-05 15:52:35,19.0,178.0,10169.69,7.686,7.0,437710944.0,-53532662.0,7.686,24.0,18.0,15.0,24.0,0.0
,77,271,138,291,2024-03-05 15:52:36,19.0,173.0,10177.49,7.694,7.0,437711267.0,-53533616.0,7.694,24.0,18.0,15.0,24.0,0.0
,78,272,138,284,2024-03-05 15:52:37,19.0,174.0,10186.7,7.702,6.0,437711668.0,-53534734.0,7.702,24.0,18.0,15.0,24.0,0.0
,78,272,138,262,2024-03-05 15:52:38,19.0,174.0,10193.3,7.727,7.0,437711995.0,-53535527.0,7.727,24.0,18.0,15.0,24.0,0.0
,80,272,138,235,2024-03-05 15:52:39,19.0,177.0,10201.03,7.731,7.0,437712355.0,-53536463.0,7.731,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,78,273,138,241,2024-03-05 15:52:40,19.0,174.0,10209.01,7.741,7.0,437712724.0,-53537431.0,7.741,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,77,273,138,234,2024-03-05 15:52:41,19.0,174.0,10216.86,7.757,7.0,437713086.0,-53538377.0,7.757,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,80,273,138,236,2024-03-05 15:52:42,19.0,165.0,10224.8,7.793,7.0,437713449.0,-53539329.0,7.793,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,78,273,138,237,2024-03-05 15:52:43,19.0,163.0,10232.37,7.821,6.0,437713804.0,-53540245.0,7.821,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,88,273,138,195,2024-03-05 15:52:44,19.0,175.0,10240.28,7.825,6.0,437714216.0,-53541163.0,7.825,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,88,274,137,160,2024-03-05 15:52:45,19.0,169.0,10249.27,7.8,6.0,437714629.0,-53542241.0,7.8,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,89,274,137,160,2024-03-05 15:52:46,19.0,174.0,10257.13,7.797,6.0,437714996.0,-53543188.0,7.797,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,92,274,137,177,2024-03-05 15:52:47,19.0,162.0,10263.58,7.797,7.0,437715279.0,-53543984.0,7.797,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,88,274,137,197,2024-03-05 15:52:48,19.0,176.0,10271.17,7.763,7.0,437715591.0,-53544909.0,7.763,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,88,274,137,180,2024-03-05 15:52:49,19.0,171.0,10280.38,7.758,7.0,437715992.0,-53546031.0,7.758,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,88,274,137,185,2024-03-05 15:52:50,19.0,172.0,10286.91,7.751,6.0,437716278.0,-53546821.0,7.751,24.0,18.0,15.0,24.0,0.0
,90,275,137,190,2024-03-05 15:52:51,19.0,165.0,10295.71,7.708,7.0,437716714.0,-53547862.0,7.708,24.0,18.0,15.0,24.0,0.0
,89,275,137,164,2024-03-05 15:52:52,19.0,170.0,10303.4,7.695,7.0,437717126.0,-53548770.0,7.695,24.0,18.0,15.0,24.0,0.0
,86,275,136,137,2024-03-05 15:52:53,19.0,174.0,10309.62,7.687,7.0,437717415.0,-53549507.0,7.687,24.0,18.0,15.0,24.0,0.0
,90,275,136,145,2024-03-05 15:52:54,19.0,171.0,10317.14,7.651,7.0,437717773.0,-53550410.0,7.651,24.0,18.0,15.0,24.0,0.0
,88,275,135,154,2024-03-05 15:52:55,19.0,177.0,10326.04,7.64,7.0,437718214.0,-53551474.0,7.64,24.0,18.0,15.0,24.0,0.0
,89,275,135,149,2024-03-05 15:52:56,19.0,179.0,10333.77,7.622,7.0,437718588.0,-53552393.0,7.622,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,90,276,135,129,2024-03-05 15:52:57,19.0,173.0,10340.01,7.619,7.0,437718913.0,-53553128.0,7.619,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,86,276,134,126,2024-03-05 15:52:58,19.0,183.0,10348.93,7.619,7.0,437719313.0,-53554199.0,7.619,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,87,276,134,131,2024-03-05 15:52:59,19.0,166.0,10356.68,7.619,7.0,437719681.0,-53555115.0,7.619,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,90,276,134,140,2024-03-05 15:53:00,19.0,171.0,10363.15,7.619,7.0,437720044.0,-53555870.0,7.619,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,90,276,134,141,2024-03-05 15:53:01,19.0,178.0,10370.73,7.629,7.0,437720410.0,-53556770.0,7.629,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,88,276,134,143,2024-03-05 15:53:02,19.0,171.0,10378.39,7.631,8.0,437720815.0,-53557667.0,7.631,24.200000000000045,18.0,15.0,24.200000000000045,0.0
65.0,88,276,134,145,2024-03-05 15:53:03,19.0,171.0,10385.92,7.631,8.0,437721224.0,-53558543.0,7.631,24.200000000000045,18.0,15.0,24.200000000000045,0.0
,88,276,134,130,2024-03-05 15:53:04,19.0,166.0,10393.51,7.631,8.0,437721592.0,-53559448.0,7.631,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,86,277,134,119,2024-03-05 15:53:05,19.0,176.0,10402.37,7.606,8.0,437722039.0,-53560494.0,7.606,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,86,277,134,160,2024-03-05 15:53:06,19.0,176.0,10408.62,7.603,7.0,437722333.0,-53561229.0,7.603,24.399999999999977,18.0,15.0,24.399999999999977,0.0
,86,277,134,205,2024-03-05 15:53:07,19.0,173.0,10416.01,7.603,7.0,437722687.0,-53562101.0,7.603,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,87,277,134,247,2024-03-05 15:53:08,19.0,174.0,10424.79,7.585,7.0,437723134.0,-53563146.0,7.585,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,86,277,134,263,2024-03-05 15:53:09,19.0,175.0,10430.96,7.576,7.0,437723465.0,-53563873.0,7.576,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,87,278,134,271,2024-03-05 15:53:10,19.0,175.0,10438.41,7.533,7.0,437723784.0,-53564766.0,7.533,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,85,278,135,238,2024-03-05 15:53:11,19.0,174.0,10445.75,7.521,7.0,437724136.0,-53565643.0,7.521,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,88,278,135,192,2024-03-05 15:53:12,19.0,172.0,10453.37,7.445,7.0,437724506.0,-53566552.0,7.445,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,83,278,135,184,2024-03-05 15:53:13,19.0,171.0,10462.09,7.436,7.0,437724951.0,-53567587.0,7.436,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,88,279,135,178,2024-03-05 15:53:14,19.0,169.0,10469.62,7.436,7.0,437725326.0,-53568483.0,7.436,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,87,279,136,177,2024-03-05 15:53:15,19.0,184.0,10475.67,7.436,7.0,437725608.0,-53569200.0,7.436,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,87,279,136,166,2024-03-05 15:53:16,19.0,170.0,10484.32,7.476,7.0,437726087.0,-53570201.0,7.476,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,87,279,136,136,2024-03-05 15:53:17,19.0,176.0,10491.87,7.481,7.0,437726465.0,-53571076.0,7.481,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,87,279,137,128,2024-03-05 15:53:18,19.0,168.0,10497.73,7.481,7.0,437726788.0,-53571772.0,7.481,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,83,279,137,122,2024-03-05 15:53:19,19.0,168.0,10505.03,7.49,7.0,437727107.0,-53572643.0,7.49,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,86,279,138,124,2024-03-05 15:53:20,19.0,179.0,10512.43,7.482,7.0,437727465.0,-53573535.0,7.482,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,85,280,139,131,2024-03-05 15:53:21,19.0,189.0,10519.69,7.406,7.0,437727791.0,-53574418.0,7.406,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,82,280,139,147,2024-03-05 15:53:22,19.0,174.0,10526.75,7.365,7.0,437728066.0,-53575286.0,7.365,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,87,280,140,199,2024-03-05 15:53:23,19.0,176.0,10533.98,7.354,7.0,437728379.0,-53576176.0,7.354,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,82,280,140,202,2024-03-05 15:53:24,20.0,172.0,10541.26,7.343,7.0,437728658.0,-53577092.0,7.343,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,88,280,141,216,2024-03-05 15:53:25,20.0,169.0,10548.56,7.342,7.0,437728930.0,-53578005.0,7.342,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,85,281,141,246,2024-03-05 15:53:26,20.0,173.0,10556.03,7.342,7.0,437729207.0,-53578927.0,7.342,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,86,281,142,224,2024-03-05 15:53:27,20.0,179.0,10564.71,7.342,8.0,437729558.0,-53580011.0,7.342,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,84,281,142,202,2024-03-05 15:53:28,20.0,171.0,10570.94,7.342,8.0,437729802.0,-53580774.0,7.342,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,86,281,143,221,2024-03-05 15:53:29,20.0,179.0,10578.13,7.342,8.0,437730111.0,-53581671.0,7.342,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,82,281,143,229,2024-03-05 15:53:30,20.0,174.0,10586.65,7.327,8.0,437730388.0,-53582740.0,7.327,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,85,282,143,228,2024-03-05 15:53:31,20.0,169.0,10592.81,7.325,8.0,437730621.0,-53583516.0,7.325,24.600000000000023,18.0,15.0,24.600000000000023,0.0
,85,282,143,216,2024-03-05 15:53:32,20.0,167.0,10599.81,7.325,8.0,437730888.0,-53584387.0,7.325,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,82,282,144,182,2024-03-05 15:53:33,20.0,180.0,10606.9,7.325,8.0,437731200.0,-53585261.0,7.325,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,86,282,144,174,2024-03-05 15:53:34,20.0,155.0,10615.19,7.325,8.0,437731481.0,-53586307.0,7.325,24.799999999999955,18.0,15.0,24.799999999999955,0.0
,92,282,144,216,2024-03-05 15:53:35,20.0,172.0,10620.98,7.24,8.0,437731714.0,-53587023.0,7.24,25.0,18.0,15.0,25.0,0.0
,85,283,144,193,2024-03-05 15:53:36,20.0,178.0,10628.81,7.231,8.0,437732024.0,-53587987.0,7.231,25.0,18.0,15.0,25.0,0.0
,90,283,144,171,2024-03-05 15:53:37,20.0,176.0,10634.38,7.174,8.0,437732259.0,-53588671.0,7.174,25.0,18.0,15.0,25.0,0.0
,90,283,144,177,2024-03-05 15:53:38,20.0,177.0,10640.73,7.026,8.0,437732486.0,-53589470.0,7.026,25.0,18.0,15.0,25.0,0.0
,86,283,144,212,2024-03-05 15:53:39,20.0,170.0,10648.37,6.927,8.0,437732794.0,-53590423.0,6.927,25.0,18.0,15.0,25.0,0.0
,90,283,144,207,2024-03-05 15:53:40,20.0,171.0,10653.8,6.776,8.0,437732992.0,-53591100.0,6.776,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,86,284,144,205,2024-03-05 15:53:41,20.0,175.0,10660.08,6.627,8.0,437733255.0,-53591879.0,6.627,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,88,284,144,184,2024-03-05 15:53:42,20.0,172.0,10667.63,6.604,7.0,437733569.0,-53592798.0,6.604,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,87,284,144,162,2024-03-05 15:53:43,20.0,171.0,10673.14,6.593,7.0,437733806.0,-53593482.0,6.593,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,91,284,146,153,2024-03-05 15:53:44,20.0,178.0,10679.46,6.592,7.0,437734034.0,-53594284.0,6.592,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,88,284,146,175,2024-03-05 15:53:45,20.0,161.0,10686.06,6.592,7.0,437734261.0,-53595112.0,6.592,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,90,284,146,190,2024-03-05 15:53:46,20.0,171.0,10692.82,6.592,7.0,437734490.0,-53595974.0,6.592,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,88,285,145,185,2024-03-05 15:53:47,20.0,170.0,10699.51,6.592,7.0,437734676.0,-53596824.0,6.592,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,87,285,145,187,2024-03-05 15:53:48,20.0,174.0,10706.09,6.592,7.0,437734898.0,-53597661.0,6.592,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,91,285,144,175,2024-03-05 15:53:49,20.0,154.0,10713.92,6.609,7.0,437735167.0,-53598656.0,6.609,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,91,285,144,162,2024-03-05 15:53:50,20.0,175.0,10720.69,6.661,7.0,437735399.0,-53599510.0,6.661,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,87,285,143,167,2024-03-05 15:53:51,20.0,162.0,10726.26,6.667,7.0,437735585.0,-53600215.0,6.667,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,91,285,142,141,2024-03-05 15:53:52,20.0,166.0,10732.94,6.716,7.0,437735809.0,-53601062.0,6.716,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,90,286,141,131,2024-03-05 15:53:53,20.0,174.0,10740.96,6.74,7.0,437736077.0,-53602074.0,6.74,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,91,286,141,127,2024-03-05 15:53:54,20.0,165.0,10746.84,6.757,7.0,437736269.0,-53602823.0,6.757,25.0,18.0,15.0,25.0,0.0
,90,286,140,143,2024-03-05 15:53:55,20.0,164.0,10753.61,6.758,7.0,437736532.0,-53603681.0,6.758,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,90,286,140,168,2024-03-05 15:53:56,20.0,170.0,10760.17,6.758,7.0,437736765.0,-53604504.0,6.758,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,86,286,139,177,2024-03-05 15:53:57,20.0,169.0,10766.69,6.744,7.0,437737031.0,-53605312.0,6.744,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,91,286,139,219,2024-03-05 15:53:58,20.0,173.0,10774.4,6.742,7.0,437737265.0,-53606291.0,6.742,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,91,287,139,250,2024-03-05 15:53:59,20.0,173.0,10779.88,6.742,7.0,437737452.0,-53606987.0,6.742,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,88,287,138,274,2024-03-05 15:54:00,20.0,172.0,10786.21,6.701,7.0,437737670.0,-53607781.0,6.701,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,88,287,138,281,2024-03-05 15:54:01,20.0,175.0,10794.15,6.677,7.0,437737983.0,-53608776.0,6.677,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,90,287,138,224,2024-03-05 15:54:02,20.0,171.0,10799.74,6.675,7.0,437738181.0,-53609477.0,6.675,25.399999999999977,18.0,15.0,25.399999999999977,0.0
,90,288,138,193,2024-03-05 15:54:03,20.0,177.0,10807.36,6.668,7.0,437738484.0,-53610427.0,6.668,25.399999999999977,18.0,15.0,25.399999999999977,0.0
,87,288,138,166,2024-03-05 15:54:04,20.0,176.0,10813.01,6.642,7.0,437738680.0,-53611136.0,6.642,25.399999999999977,18.0,15.0,25.399999999999977,0.0
,90,288,138,187,2024-03-05 15:54:05,20.0,176.0,10819.34,6.622,7.0,437738944.0,-53611921.0,6.622,25.399999999999977,18.0,15.0,25.399999999999977,0.0
,87,288,138,216,2024-03-05 15:54:06,20.0,174.0,10825.83,6.619,7.0,437739176.0,-53612733.0,6.619,25.600000000000023,18.0,15.0,25.600000000000023,0.0
,90,289,138,249,2024-03-05 15:54:07,20.0,168.0,10832.55,6.619,7.0,437739403.0,-53613583.0,6.619,25.600000000000023,18.0,15.0,25.600000000000023,0.0
,90,289,138,234,2024-03-05 15:54:08,20.0,172.0,10840.5,6.629,7.0,437739671.0,-53614593.0,6.629,25.600000000000023,18.0,15.0,25.600000000000023,0.0
,92,289,138,181,2024-03-05 15:54:09,20.0,163.0,10846.47,6.663,7.0,437739865.0,-53615354.0,6.663,25.600000000000023,18.0,15.0,25.600000000000023,0.0
,86,289,138,145,2024-03-05 15:54:10,20.0,189.0,10853.27,6.674,7.0,437740127.0,-53616208.0,6.674,25.600000000000023,18.0,15.0,25.600000000000023,0.0
,88,289,138,141,2024-03-05 15:54:11,20.0,162.0,10860.31,6.734,7.0,437740400.0,-53617085.0,6.734,25.399999999999977,18.0,15.0,25.399999999999977,0.0
,90,289,138,135,2024-03-05 15:54:12,20.0,170.0,10869.2,7.339,7.0,437740716.0,-53618195.0,7.339,25.200000000000045,18.0,15.0,25.200000000000045,0.0
,92,289,138,130,2024-03-05 15:54:13,20.0,170.0,10875.79,7.832,7.0,437740953.0,-53619028.0,7.832,25.0,18.0,15.0,25.0,0.0
,91,290,137,144,2024-03-05 15:54:14,20.0,181.0,10883.58,7.931,7.0,437741263.0,-53620000.0,7.931,24.799999999999955,18.0,15.0,24.799999999999955,-0.34
,91,290,137,144,2024-03-05 15:54:15,20.0,170.0,10891.38,7.936,7.0,437741578.0,-53620969.0,7.936,24.799999999999955,18.0,15.0,24.799999999999955,-1.21
,91,290,137,159,2024-03-05 15:54:16,20.0,172.0,10900.59,7.811,7.0,437741900.0,-53622131.0,7.811,24.799999999999955,18.0,15.0,24.799999999999955,-1.5
,91,290,137,153,2024-03-05 15:54:17,20.0,172.0,10908.7,7.622,7.0,437742137.0,-53623162.0,7.622,24.600000000000023,18.0,15.0,24.600000000000023,-1.6
,86,290,137,185,2024-03-05 15:54:18,20.0,167.0,10914.85,7.603,7.0,437742362.0,-53623935.0,7.603,24.600000000000023,18.0,15.0,24.600000000000023,-1.54
