battery_soc,cadence,calories,heart_rate,power,timestamp,temperature,left_right_balance,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,altitude,ascent,descent,enhanced_altitude,grade
69.0,0,0,136,0,2024-03-05 15:19:21,,,,,,,,,,,,,
,0,0,136,0,2024-03-05 15:19:22,,,,,,,,,,,,,
,0,0,136,0,2024-03-05 15:19:23,,,,,,,,,,,,,
,0,0,136,0,2024-03-05 15:19:24,18.0,,,,,,,,,,,,
,0,0,136,0,2024-03-05 15:19:25,18.0,,,,,,,,,,,,
,0,0,133,0,2024-03-05 15:19:26,18.0,,,,,,,,,,,,
,0,0,100,0,2024-03-05 15:19:27,18.0,,,,,,,,,,,,
,0,0,100,0,2024-03-05 15:19:28,18.0,,,,,,,,,,,,
,0,0,113,0,2024-03-05 15:19:29,18.0,,,,,,,,,,,,
,58,0,112,96,2024-03-05 15:19:30,18.0,165.0,,,,,,,,,,,
,63,0,109,156,2024-03-05 15:19:31,18.0,165.0,,,,,,,,,,,
,0,0,110,0,2024-03-05 15:19:32,18.0,166.0,,,,,,,,,,,
,0,0,110,0,2024-03-05 15:19:33,18.0,169.0,,,,,,,,,,,
,0,0,111,0,2024-03-05 15:19:34,18.0,171.0,0.0,0.0,54.0,438130916.0,-52889065.0,0.0,,,,,
,60,0,115,1,2024-03-05 15:19:35,18.0,174.0,14.74,3.688,50.0,438131907.0,-52887511.0,3.688,,,,,
,86,0,116,116,2024-03-05 15:19:36,18.0,176.0,26.57,4.064,46.0,438130977.0,-52887930.0,4.064,,,,,
,86,0,115,136,2024-03-05 15:19:37,18.0,176.0,33.82,4.239,42.0,438131238.0,-52887290.0,4.239,,,,,
,74,0,113,177,2024-03-05 15:19:38,18.0,173.0,44.91,4.258,39.0,438131812.0,-52885998.0,4.258,,,,,
,88,1,114,190,2024-03-05 15:19:39,18.0,168.0,53.05,4.475,36.0,438132076.0,-52884968.0,4.475,,,,,
,91,1,114,143,2024-03-05 15:19:40,18.0,143.0,62.89,4.5,34.0,438132510.0,-52883773.0,4.5,,,,,
,12,1,114,103,2024-03-05 15:19:41,18.0,144.0,73.14,5.835,32.0,438133124.0,-52882622.0,5.835,,,,,
,0,1,114,0,2024-03-05 15:19:42,18.0,148.0,83.46,5.992,30.0,438133765.0,-52881480.0,5.992,,,,,
,0,1,114,0,2024-03-05 15:19:43,18.0,153.0,93.43,6.614,29.0,438134400.0,-52880404.0,6.614,,,,,
,0,1,114,0,2024-03-05 15:19:44,18.0,157.0,103.45,6.686,31.0,438134998.0,-52879310.0,6.686,,,,,
,0,1,114,0,2024-03-05 15:19:45,18.0,162.0,112.88,8.842,35.0,438135587.0,-52878293.0,8.842,,,,,
,0,1,114,0,2024-03-05 15:19:46,18.0,166.0,126.15,9.864,35.0,438136547.0,-52876953.0,9.864,,,,,
,83,1,114,2,2024-03-05 15:19:47,18.0,171.0,131.67,9.178,34.0,438136240.0,-52876561.0,9.178,,,,,
,90,1,114,90,2024-03-05 15:19:48,18.0,174.0,143.05,6.694,32.0,438135049.0,-52876947.0,6.694,,,,,
,80,1,114,116,2024-03-05 15:19:49,18.0,198.0,156.56,10.889,31.0,438133656.0,-52877279.0,10.889,,,,,
,85,1,114,169,2024-03-05 15:19:50,18.0,168.0,171.51,11.821,29.0,438132074.0,-52877722.0,11.821,,,,,
,87,1,114,180,2024-03-05 15:19:51,18.0,166.0,181.26,11.982,27.0,438131057.0,-52878054.0,11.982,,,,,
,88,1,114,143,2024-03-05 15:19:52,18.0,165.0,188.74,10.625,26.0,438130267.0,-52878229.0,10.625,,,,,
,87,2,114,103,2024-03-05 15:19:53,18.0,169.0,194.55,10.163,25.0,438129657.0,-52878372.0,10.163,,,,,
,0,2,114,0,2024-03-05 15:19:54,18.0,171.0,202.49,8.924,30.0,438128819.0,-52878617.0,8.924,,,,,
,0,2,114,0,2024-03-05 15:19:55,18.0,173.0,208.39,8.386,31.0,438128242.0,-52878857.0,8.386,,,,,
,0,2,114,0,2024-03-05 15:19:56,18.0,175.0,217.15,8.236,29.0,438127328.0,-52879275.0,8.236,,,,,
,0,2,114,0,2024-03-05 15:19:57,18.0,177.0,224.07,8.21,27.0,438126667.0,-52879707.0,8.21,,,,,
,87,2,114,20,2024-03-05 15:19:58,18.0,179.0,235.13,8.205,25.0,438125509.0,-52879808.0,8.205,,,,,
,81,2,114,118,2024-03-05 15:19:59,18.0,173.0,243.23,8.205,23.0,438124633.0,-52879977.0,8.205,,,,,
,81,2,114,135,2024-03-05 15:20:00,18.0,173.0,251.36,8.191,21.0,438123773.0,-52880119.0,8.191,,,,,
,85,2,114,161,2024-03-05 15:20:01,18.0,171.0,259.33,8.02,20.0,438122910.0,-52880154.0,8.02,,,,,
,85,2,114,143,2024-03-05 15:20:02,18.0,173.0,268.44,6.543,20.0,438121965.0,-52880086.0,6.543,,,,,
,87,2,114,130,2024-03-05 15:20:03,18.0,173.0,275.22,6.615,19.0,438121211.0,-52880092.0,6.615,,,,,
,87,2,114,140,2024-03-05 15:20:04,18.0,164.0,283.24,6.87,19.0,438120360.0,-52880200.0,6.87,,,,,
,88,3,114,122,2024-03-05 15:20:05,18.0,162.0,290.77,6.897,18.0,438119575.0,-52880305.0,6.897,,,,,
,88,3,114,101,2024-03-05 15:20:06,18.0,162.0,298.22,7.239,18.0,438118756.0,-52880331.0,7.239,,,,,
,91,3,114,93,2024-03-05 15:20:07,18.0,168.0,306.93,6.58,17.0,438117815.0,-52880333.0,6.58,,,,,
,87,3,114,92,2024-03-05 15:20:08,18.0,165.0,313.32,6.375,16.0,438117146.0,-52880297.0,6.375,,,,,
,82,3,114,95,2024-03-05 15:20:09,18.0,175.0,321.68,6.361,16.0,438116232.0,-52880364.0,6.361,,,,,
,0,3,114,0,2024-03-05 15:20:10,18.0,,330.64,5.684,15.0,438115353.0,-52880763.0,5.684,,,,,
,0,3,114,0,2024-03-05 15:20:11,18.0,,339.45,5.22,14.0,438114405.0,-52881060.0,5.22,,,,,
,0,3,114,0,2024-03-05 15:20:12,18.0,,345.75,5.175,14.0,438113734.0,-52881212.0,5.175,,,,,
,0,3,114,0,2024-03-05 15:20:13,18.0,,352.54,5.606,14.0,438113017.0,-52881333.0,5.606,,,,,
,0,3,114,0,2024-03-05 15:20:14,18.0,,358.59,5.658,17.0,438112370.0,-52881417.0,5.658,,,,,
,0,3,114,0,2024-03-05 15:20:15,18.0,,364.56,5.658,17.0,438111732.0,-52881517.0,5.658,,,,,
,0,3,114,0,2024-03-05 15:20:16,18.0,,372.0,5.609,16.0,438110933.0,-52881614.0,5.609,,,,,
,0,3,114,0,2024-03-05 15:20:17,18.0,,378.06,5.603,16.0,438110315.0,-52881767.0,5.603,,,,,
,0,3,114,0,2024-03-05 15:20:18,18.0,,385.67,5.485,16.0,438109517.0,-52881998.0,5.485,,,,,
,0,3,114,0,2024-03-05 15:20:19,18.0,,393.37,5.398,15.0,438108702.0,-52882201.0,5.398,,,,,
,0,3,114,0,2024-03-05 15:20:20,18.0,,398.51,7.41,20.0,438108168.0,-52882293.0,7.41,,,,,
,0,3,114,0,2024-03-05 15:20:21,18.0,,402.85,6.162,21.0,438107707.0,-52882337.0,6.162,,,,,
,0,3,114,0,2024-03-05 15:20:22,18.0,,405.77,5.765,21.0,438107377.0,-52882376.0,5.765,,,,,
,0,3,114,0,2024-03-05 15:20:23,18.0,,406.42,4.376,20.0,438107300.0,-52882381.0,4.376,,,,,
,86,3,119,537,2024-03-05 15:21:10,17.0,171.0,414.69,3.346,13.0,438105267.0,-52882596.0,3.346,22.600000000000023,0.0,0.0,22.600000000000023,0.0
,86,4,119,336,2024-03-05 15:21:11,17.0,174.0,424.82,4.472,13.0,438104181.0,-52882689.0,4.472,22.600000000000023,0.0,0.0,22.600000000000023,0.0
,86,4,119,217,2024-03-05 15:21:12,17.0,181.0,435.86,5.217,12.0,438103012.0,-52882856.0,5.217,22.600000000000023,0.0,0.0,22.600000000000023,0.0
,63,4,119,182,2024-03-05 15:21:13,17.0,167.0,448.02,4.653,12.0,438101704.0,-52883003.0,4.653,22.600000000000023,0.0,0.0,22.600000000000023,0.0
,83,4,119,173,2024-03-05 15:21:14,17.0,175.0,457.15,4.335,12.0,438100751.0,-52883160.0,4.335,22.600000000000023,0.0,0.0,22.600000000000023,0.0
,98,4,119,170,2024-03-05 15:21:15,17.0,186.0,465.2,3.944,11.0,438099881.0,-52883213.0,3.944,22.600000000000023,0.0,0.0,22.600000000000023,0.0
,91,4,119,171,2024-03-05 15:21:16,17.0,154.0,473.31,4.81,11.0,438099017.0,-52883197.0,4.81,22.399999999999977,0.0,0.0,22.399999999999977,0.0
,85,5,119,181,2024-03-05 15:21:17,17.0,176.0,483.95,4.861,11.0,438097870.0,-52883321.0,4.861,22.399999999999977,0.0,0.0,22.399999999999977,0.0
,86,5,119,215,2024-03-05 15:21:18,17.0,173.0,496.03,6.558,10.0,438096604.0,-52883585.0,6.558,22.399999999999977,0.0,0.0,22.399999999999977,0.0
,85,5,119,265,2024-03-05 15:21:19,17.0,177.0,504.12,5.344,10.0,438095735.0,-52883807.0,5.344,22.399999999999977,0.0,0.0,22.399999999999977,0.0
,84,5,119,251,2024-03-05 15:21:20,17.0,178.0,513.54,5.801,10.0,438094714.0,-52883938.0,5.801,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,88,6,119,243,2024-03-05 15:21:21,17.0,173.0,525.68,6.078,10.0,438093428.0,-52884127.0,6.078,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,85,6,119,226,2024-03-05 15:21:22,17.0,177.0,536.36,6.629,9.0,438092306.0,-52884277.0,6.629,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,87,6,119,214,2024-03-05 15:21:23,17.0,172.0,545.77,6.694,9.0,438091301.0,-52884448.0,6.694,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,87,6,119,245,2024-03-05 15:21:24,17.0,175.0,554.61,6.694,9.0,438090339.0,-52884610.0,6.694,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,87,7,119,226,2024-03-05 15:21:25,17.0,172.0,563.93,6.761,9.0,438089341.0,-52884804.0,6.761,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,86,7,119,191,2024-03-05 15:21:26,17.0,173.0,572.64,6.529,10.0,438088417.0,-52884969.0,6.529,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,86,7,119,191,2024-03-05 15:21:27,17.0,175.0,580.92,7.07,13.0,438087546.0,-52885128.0,7.07,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,87,7,119,208,2024-03-05 15:21:28,17.0,177.0,588.87,6.801,13.0,438086685.0,-52885146.0,6.801,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,89,7,119,222,2024-03-05 15:21:29,17.0,173.0,596.62,6.768,13.0,438085898.0,-52884826.0,6.768,22.200000000000045,0.0,0.0,22.200000000000045,0.0
,90,8,119,199,2024-03-05 15:21:30,17.0,173.0,603.55,6.826,13.0,438085204.0,-52884609.0,6.826,22.0,0.0,0.0,22.0,0.0
,91,8,119,147,2024-03-05 15:21:31,17.0,172.0,610.14,6.883,13.0,438084562.0,-52884252.0,6.883,22.0,0.0,0.0,22.0,0.0
,95,8,119,138,2024-03-05 15:21:32,17.0,192.0,617.06,6.839,15.0,438083845.0,-52883964.0,6.839,21.799999999999955,0.0,0.0,21.799999999999955,0.0
,51,8,119,141,2024-03-05 15:21:33,17.0,191.0,625.94,6.883,15.0,438082878.0,-52883772.0,6.883,21.600000000000023,0.0,0.0,21.600000000000023,0.0
,0,8,119,0,2024-03-05 15:21:34,17.0,183.0,635.48,6.988,14.0,438081953.0,-52883240.0,6.988,21.600000000000023,0.0,0.0,21.600000000000023,0.0
,48,8,119,16,2024-03-05 15:21:35,17.0,176.0,643.51,7.0,14.0,438081204.0,-52882770.0,7.0,21.399999999999977,0.0,0.0,21.399999999999977,-1.03
,97,8,119,137,2024-03-05 15:21:36,17.0,169.0,650.95,7.057,13.0,438080515.0,-52882223.0,7.057,21.200000000000045,0.0,0.0,21.200000000000045,-1.28
,87,8,119,154,2024-03-05 15:21:37,17.0,177.0,659.61,7.007,13.0,438079751.0,-52881594.0,7.007,21.200000000000045,0.0,0.0,21.200000000000045,-1.43
,42,8,119,118,2024-03-05 15:21:38,17.0,206.0,667.76,7.0,13.0,438079020.0,-52880974.0,7.0,21.0,0.0,1.0,21.0,-1.53
,72,8,119,68,2024-03-05 15:21:39,17.0,185.0,674.9,6.9,12.0,438078453.0,-52880321.0,6.9,21.0,0.0,1.0,21.0,-1.55
,90,9,119,64,2024-03-05 15:21:40,17.0,173.0,683.23,6.988,12.0,438078029.0,-52879362.0,6.988,20.799999999999955,0.0,1.0,20.799999999999955,-1.52
,90,9,119,150,2024-03-05 15:21:41,17.0,188.0,691.17,7.0,12.0,438077620.0,-52878443.0,7.0,20.799999999999955,0.0,1.0,20.799999999999955,-1.46
,95,9,119,323,2024-03-05 15:21:42,17.0,165.0,698.89,7.107,11.0,438077168.0,-52877577.0,7.107,20.600000000000023,0.0,1.0,20.600000000000023,-1.41
,94,9,119,311,2024-03-05 15:21:43,17.0,181.0,708.15,7.119,11.0,438076633.0,-52876531.0,7.119,20.600000000000023,0.0,1.0,20.600000000000023,-1.4
,90,9,119,182,2024-03-05 15:21:44,17.0,169.0,716.61,7.119,11.0,438076088.0,-52875602.0,7.119,20.399999999999977,0.0,1.0,20.399999999999977,-1.4
,81,10,119,157,2024-03-05 15:21:45,17.0,179.0,724.69,7.119,12.0,438075623.0,-52874700.0,7.119,20.200000000000045,0.0,1.0,20.200000000000045,-1.41
,80,10,119,206,2024-03-05 15:21:46,17.0,161.0,732.61,7.417,12.0,438075127.0,-52873841.0,7.417,20.200000000000045,0.0,1.0,20.200000000000045,-1.43
,74,10,119,111,2024-03-05 15:21:47,17.0,177.0,740.71,7.453,12.0,438074626.0,-52872968.0,7.453,20.0,0.0,2.0,20.0,-1.45
,87,10,119,94,2024-03-05 15:21:48,17.0,182.0,748.73,7.52,11.0,438074085.0,-52872112.0,7.52,19.799999999999955,0.0,2.0,19.799999999999955,-1.47
,84,10,119,76,2024-03-05 15:21:49,17.0,180.0,756.68,7.528,11.0,438073583.0,-52871265.0,7.528,19.799999999999955,0.0,2.0,19.799999999999955,-1.48
,82,10,119,59,2024-03-05 15:21:50,17.0,177.0,764.23,7.528,11.0,438073079.0,-52870492.0,7.528,19.799999999999955,0.0,2.0,19.799999999999955,-1.47
,80,10,119,42,2024-03-05 15:21:51,17.0,174.0,771.44,7.528,11.0,438072578.0,-52869756.0,7.528,19.600000000000023,0.0,2.0,19.600000000000023,-1.44
,79,10,119,78,2024-03-05 15:21:52,17.0,173.0,778.46,6.988,11.0,438072036.0,-52869072.0,6.988,19.600000000000023,0.0,2.0,19.600000000000023,-1.37
,0,10,119,0,2024-03-05 15:21:53,17.0,173.0,784.99,6.48,11.0,438071573.0,-52868433.0,6.48,19.399999999999977,0.0,2.0,19.399999999999977,-1.29
,0,10,119,0,2024-03-05 15:21:54,17.0,173.0,792.41,6.425,11.0,438071079.0,-52867641.0,6.425,19.399999999999977,0.0,2.0,19.399999999999977,-1.18
,65,10,119,5,2024-03-05 15:21:55,17.0,173.0,799.51,6.688,11.0,438070620.0,-52866895.0,6.688,19.399999999999977,0.0,2.0,19.399999999999977,-1.09
,82,10,119,39,2024-03-05 15:21:56,17.0,173.0,806.28,6.902,12.0,438070125.0,-52866212.0,6.902,19.200000000000045,0.0,2.0,19.200000000000045,-1.05
,0,10,119,0,2024-03-05 15:21:57,17.0,173.0,813.3,6.802,12.0,438069666.0,-52865486.0,6.802,19.0,0.0,3.0,19.0,-1.03
,49,10,119,31,2024-03-05 15:21:58,17.0,173.0,820.18,6.73,12.0,438069170.0,-52864787.0,6.73,19.0,0.0,3.0,19.0,-1.06
,78,11,119,235,2024-03-05 15:21:59,17.0,173.0,827.03,6.534,12.0,438068670.0,-52864108.0,6.534,19.0,0.0,3.0,19.0,-1.09
,92,11,119,258,2024-03-05 15:22:00,17.0,181.0,832.76,6.442,12.0,438068247.0,-52863551.0,6.442,18.799999999999955,0.0,3.0,18.799999999999955,-1.12
,94,11,119,155,2024-03-05 15:22:01,17.0,155.0,839.53,6.376,12.0,438067764.0,-52862885.0,6.376,18.799999999999955,0.0,3.0,18.799999999999955,-1.15
,90,11,119,152,2024-03-05 15:22:02,17.0,175.0,846.63,6.313,12.0,438067260.0,-52862184.0,6.313,18.600000000000023,0.0,3.0,18.600000000000023,-1.17
,90,11,119,129,2024-03-05 15:22:03,17.0,174.0,853.31,6.298,11.0,438066799.0,-52861503.0,6.298,18.600000000000023,0.0,3.0,18.600000000000023,-1.18
,88,11,119,113,2024-03-05 15:22:04,17.0,166.0,859.52,5.993,11.0,438066383.0,-52860860.0,5.993,18.600000000000023,0.0,3.0,18.600000000000023,-1.17
,87,12,119,107,2024-03-05 15:22:05,17.0,182.0,865.69,6.199,11.0,438065973.0,-52860221.0,6.199,18.600000000000023,0.0,3.0,18.600000000000023,-1.13
,86,12,119,129,2024-03-05 15:22:06,17.0,176.0,872.43,6.231,11.0,438065524.0,-52859520.0,6.231,18.600000000000023,0.0,3.0,18.600000000000023,-1.06
,92,12,119,158,2024-03-05 15:22:07,17.0,171.0,878.66,6.191,11.0,438065069.0,-52858890.0,6.191,18.600000000000023,0.0,3.0,18.600000000000023,-0.09
,95,12,119,140,2024-03-05 15:22:08,17.0,164.0,884.44,6.186,11.0,438064652.0,-52858323.0,6.186,18.600000000000023,0.0,3.0,18.600000000000023,0.0
,91,12,119,106,2024-03-05 15:22:09,17.0,172.0,889.62,5.152,11.0,438064243.0,-52857821.0,5.152,18.399999999999977,0.0,3.0,18.399999999999977,0.0
,91,12,119,92,2024-03-05 15:22:10,17.0,170.0,894.69,4.839,14.0,438063916.0,-52857310.0,4.839,18.399999999999977,0.0,3.0,18.399999999999977,0.0
,87,12,119,83,2024-03-05 15:22:11,17.0,192.0,899.75,4.634,14.0,438063515.0,-52856824.0,4.634,18.600000000000023,0.0,3.0,18.600000000000023,0.0
,87,12,119,76,2024-03-05 15:22:12,17.0,192.0,904.78,4.791,15.0,438063146.0,-52856367.0,4.791,18.600000000000023,0.0,3.0,18.600000000000023,0.0
,34,12,119,66,2024-03-05 15:22:13,17.0,218.0,909.5,4.634,16.0,438062821.0,-52855854.0,4.634,18.600000000000023,0.0,3.0,18.600000000000023,0.0
,74,13,119,74,2024-03-05 15:22:14,17.0,168.0,914.48,4.972,15.0,438062625.0,-52855254.0,4.972,18.799999999999955,0.0,3.0,18.799999999999955,0.0
,83,13,119,120,2024-03-05 15:22:15,17.0,166.0,919.29,4.838,15.0,438062483.0,-52854635.0,4.838,18.799999999999955,0.0,3.0,18.799999999999955,0.0
,87,13,119,125,2024-03-05 15:22:16,17.0,168.0,924.02,4.635,15.0,438062306.0,-52854034.0,4.635,18.799999999999955,0.0,3.0,18.799999999999955,0.0
,87,13,119,105,2024-03-05 15:22:17,17.0,170.0,928.96,4.611,14.0,438062205.0,-52853389.0,4.611,18.799999999999955,0.0,3.0,18.799999999999955,0.0
,86,13,119,96,2024-03-05 15:22:18,17.0,176.0,934.02,4.562,14.0,438062073.0,-52852731.0,4.562,18.799999999999955,0.0,3.0,18.799999999999955,0.0
,0,13,119,0,2024-03-05 15:22:19,17.0,176.0,938.64,4.45,14.0,438061937.0,-52852143.0,4.45,18.799999999999955,0.0,3.0,18.799999999999955,0.0
,0,13,119,0,2024-03-05 15:22:20,17.0,176.0,942.94,4.436,14.0,438061760.0,-52851604.0,4.436,18.799999999999955,0.0,3.0,18.799999999999955,0.0
,0,13,119,0,2024-03-05 15:22:21,17.0,177.0,947.27,4.313,14.0,438061658.0,-52851048.0,4.313,18.799999999999955,0.0,3.0,18.799999999999955,0.0
,0,13,119,0,2024-03-05 15:22:22,17.0,177.0,951.9,4.297,13.0,438061406.0,-52850511.0,4.297,18.799999999999955,0.0,3.0,18.799999999999955,0.0
,88,13,119,47,2024-03-05 15:22:23,17.0,177.0,956.46,4.297,13.0,438061050.0,-52850110.0,4.297,18.600000000000023,0.0,3.0,18.600000000000023,0.0
,85,13,119,82,2024-03-05 15:22:24,17.0,171.0,961.04,4.238,13.0,438060607.0,-52849856.0,4.238,18.600000000000023,0.0,3.0,18.600000000000023,0.0
,88,13,119,96,2024-03-05 15:22:25,17.0,175.0,965.73,4.231,13.0,438060113.0,-52849723.0,4.231,18.399999999999977,0.0,3.0,18.399999999999977,0.0
,85,13,119,112,2024-03-05 15:22:26,17.0,174.0,970.55,4.314,13.0,438059571.0,-52849674.0,4.314,18.399999999999977,0.0,3.0,18.399999999999977,0.0
,86,13,119,117,2024-03-05 15:22:27,17.0,169.0,975.51,4.861,13.0,438059067.0,-52849655.0,4.861,18.399999999999977,0.0,3.0,18.399999999999977,-1.03
,88,14,119,114,2024-03-05 15:22:28,17.0,166.0,980.51,4.993,13.0,438058527.0,-52849703.0,4.993,18.399999999999977,0.0,3.0,18.399999999999977,-1.26
,87,14,119,105,2024-03-05 15:22:29,17.0,168.0,985.71,5.057,13.0,438057939.0,-52849765.0,5.057,18.399999999999977,0.0,4.0,18.399999999999977,-1.31
,85,14,119,103,2024-03-05 15:22:30,17.0,176.0,990.57,5.064,12.0,438057427.0,-52849787.0,5.064,18.399999999999977,0.0,4.0,18.399999999999977,-1.23
,84,14,119,122,2024-03-05 15:22:31,17.0,172.0,994.95,4.955,12.0,438056980.0,-52849857.0,4.955,18.399999999999977,0.0,4.0,18.399999999999977,-1.03
,84,14,119,171,2024-03-05 15:22:32,17.0,172.0,1000.04,4.7,12.0,438056412.0,-52849956.0,4.7,18.399999999999977,0.0,4.0,18.399999999999977,-0.11
,85,14,119,164,2024-03-05 15:22:33,17.0,173.0,1005.12,4.929,12.0,438055897.0,-52850053.0,4.929,18.399999999999977,0.0,4.0,18.399999999999977,0.0
,81,14,119,157,2024-03-05 15:22:34,17.0,176.0,1009.97,4.851,12.0,438055358.0,-52850087.0,4.851,18.399999999999977,0.0,4.0,18.399999999999977,0.0
,82,15,119,148,2024-03-05 15:22:35,17.0,172.0,1014.56,4.715,13.0,438054890.0,-52849970.0,4.715,18.399999999999977,0.0,4.0,18.399999999999977,0.0
,90,15,119,150,2024-03-05 15:22:36,17.0,173.0,1018.93,4.694,15.0,438054434.0,-52849779.0,4.694,18.399999999999977,0.0,4.0,18.399999999999977,0.0
,85,15,119,120,2024-03-05 15:22:37,17.0,166.0,1022.85,3.726,16.0,438054018.0,-52849633.0,3.726,18.399999999999977,0.0,4.0,18.399999999999977,0.0
,79,15,119,87,2024-03-05 15:22:38,17.0,165.0,1026.1,3.478,16.0,438053685.0,-52849613.0,3.478,18.600000000000023,0.0,4.0,18.600000000000023,0.0
,85,15,119,74,2024-03-05 15:22:39,17.0,161.0,1029.68,3.464,15.0,438053328.0,-52849729.0,3.464,18.600000000000023,0.0,4.0,18.600000000000023,0.0
,77,15,119,75,2024-03-05 15:22:40,17.0,165.0,1033.11,3.543,14.0,438053037.0,-52849990.0,3.543,18.600000000000023,0.0,4.0,18.600000000000023,0.0
,20,15,119,74,2024-03-05 15:22:41,17.0,166.0,1036.87,3.702,14.0,438052800.0,-52850414.0,3.702,18.600000000000023,0.0,4.0,18.600000000000023,0.0
,0,15,119,0,2024-03-05 15:22:42,17.0,169.0,1041.38,3.632,13.0,438052672.0,-52850995.0,3.632,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,0,15,119,0,2024-03-05 15:22:43,17.0,172.0,1045.99,3.531,13.0,438052558.0,-52851595.0,3.531,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,0,15,119,0,2024-03-05 15:22:44,17.0,175.0,1049.44,3.495,13.0,438052505.0,-52852051.0,3.495,19.0,0.0,4.0,19.0,0.0
,0,15,119,0,2024-03-05 15:22:45,17.0,178.0,1052.74,3.467,13.0,438052459.0,-52852488.0,3.467,19.0,0.0,4.0,19.0,1.05
,0,15,119,0,2024-03-05 15:22:46,17.0,181.0,1056.3,3.341,13.0,438052414.0,-52852961.0,3.341,19.0,0.0,4.0,19.0,1.4
,32,15,119,3,2024-03-05 15:22:47,17.0,184.0,1061.07,2.888,12.0,438052166.0,-52853505.0,2.888,19.0,0.0,4.0,19.0,1.56
,75,15,119,216,2024-03-05 15:22:48,17.0,186.0,1065.81,3.974,12.0,438051811.0,-52853942.0,3.974,19.0,0.0,4.0,19.0,1.55
,52,16,119,296,2024-03-05 15:22:49,16.0,187.0,1070.26,4.259,12.0,438051368.0,-52854200.0,4.259,19.0,0.0,4.0,19.0,1.46
,90,16,119,197,2024-03-05 15:22:50,16.0,178.0,1074.91,4.352,11.0,438050872.0,-52854287.0,4.352,19.0,0.0,4.0,19.0,1.24
,81,16,119,150,2024-03-05 15:22:51,16.0,177.0,1079.58,4.435,11.0,438050371.0,-52854356.0,4.435,19.0,0.0,4.0,19.0,1.05
,80,16,119,224,2024-03-05 15:22:52,16.0,173.0,1083.77,4.635,10.0,438049952.0,-52854454.0,4.635,19.0,0.0,4.0,19.0,0.12
,90,16,119,228,2024-03-05 15:22:53,16.0,175.0,1088.6,4.853,10.0,438049421.0,-52854587.0,4.853,19.0,0.0,4.0,19.0,0.0
,94,17,119,133,2024-03-05 15:22:54,16.0,175.0,1093.91,5.248,9.0,438048875.0,-52854602.0,5.248,19.0,0.0,4.0,19.0,0.0
,91,17,119,113,2024-03-05 15:22:55,16.0,168.0,1099.28,5.342,9.0,438048328.0,-52854445.0,5.342,19.0,0.0,4.0,19.0,0.0
,90,17,119,144,2024-03-05 15:22:56,16.0,179.0,1104.0,5.355,9.0,438047904.0,-52854087.0,5.355,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,81,17,119,138,2024-03-05 15:22:57,16.0,188.0,1108.54,4.733,8.0,438047575.0,-52853620.0,4.733,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,78,17,119,132,2024-03-05 15:22:58,16.0,175.0,1112.88,4.82,8.0,438047338.0,-52853129.0,4.82,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,86,17,119,140,2024-03-05 15:22:59,16.0,169.0,1119.47,4.884,8.0,438046948.0,-52852400.0,4.884,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,78,17,119,138,2024-03-05 15:23:00,16.0,171.0,1125.5,5.589,7.0,438046579.0,-52851749.0,5.589,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,92,18,119,102,2024-03-05 15:23:01,16.0,170.0,1130.23,5.859,8.0,438046214.0,-52851308.0,5.859,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,93,18,119,88,2024-03-05 15:23:02,16.0,176.0,1134.53,4.658,10.0,438045850.0,-52850944.0,4.658,19.0,0.0,4.0,19.0,0.0
,90,18,119,102,2024-03-05 15:23:03,16.0,167.0,1138.5,4.075,11.0,438045487.0,-52850692.0,4.075,19.0,0.0,4.0,19.0,0.0
,0,18,119,0,2024-03-05 15:23:04,16.0,169.0,1142.77,4.31,11.0,438045012.0,-52850527.0,4.31,19.0,0.0,4.0,19.0,0.0
,82,18,119,2,2024-03-05 15:23:05,16.0,171.0,1147.35,4.491,11.0,438044542.0,-52850420.0,4.491,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,85,18,119,120,2024-03-05 15:23:06,16.0,173.0,1151.75,4.508,11.0,438044096.0,-52850478.0,4.508,18.799999999999955,0.0,4.0,18.799999999999955,0.0
,87,18,119,137,2024-03-05 15:23:07,16.0,164.0,1156.52,4.762,10.0,438043604.0,-52850660.0,4.762,18.600000000000023,0.0,4.0,18.600000000000023,0.0
,86,18,119,111,2024-03-05 15:23:08,16.0,165.0,1161.8,5.137,10.0,438043049.0,-52850845.0,5.137,18.399999999999977,0.0,4.0,18.399999999999977,0.0
