battery_soc,calories,distance,timestamp,enhanced_speed,position_lat,position_long,speed,temperature,cadence,heart_rate,power,left_right_balance,altitude,ascent,descent,enhanced_altitude,grade,vertical_speed
100.0,0,0.0,2024-01-20 07:18:29,,,,,,,,,,,,,,,
100.0,0,0.0,2024-01-20 07:18:30,0.0,438131143.0,-52891807.0,0.0,14.0,,,,,,,,,,
,0,0.0,2024-01-20 07:18:31,0.0,438131234.0,-52891785.0,0.0,14.0,0.0,98.0,0.0,,,,,,,
,0,0.0,2024-01-20 07:18:32,0.0,438131416.0,-52891978.0,0.0,14.0,0.0,101.0,0.0,,,,,,,
,0,0.04,2024-01-20 07:18:33,0.069,438131370.0,-52892103.0,0.069,14.0,0.0,104.0,0.0,,,,,,,
,0,0.54,2024-01-20 07:18:34,0.784,438131325.0,-52892069.0,0.784,14.0,0.0,100.0,0.0,,,,,,,
,0,2.15,2024-01-20 07:18:35,1.507,438131325.0,-52891864.0,1.507,14.0,0.0,97.0,0.0,,,,,,,
,0,4.69,2024-01-20 07:18:36,2.145,438131507.0,-52891625.0,2.145,14.0,0.0,98.0,0.0,,,,,,,
,0,7.09,2024-01-20 07:18:37,1.98,438131370.0,-52891346.0,1.98,14.0,0.0,98.0,0.0,,,,,,,
,0,10.05,2024-01-20 07:18:38,2.381,438131279.0,-52890965.0,2.381,14.0,0.0,96.0,0.0,,,,,,,
,0,13.58,2024-01-20 07:18:39,2.426,438131325.0,-52890499.0,2.426,14.0,71.0,96.0,6.0,171.0,,,,,,
,0,16.32,2024-01-20 07:18:40,2.861,438131370.0,-52890140.0,2.861,14.0,60.0,96.0,17.0,185.0,,,,,,
,0,19.28,2024-01-20 07:18:41,2.863,438131370.0,-52889748.0,2.863,14.0,69.0,96.0,71.0,163.0,,,,,,
,0,23.4,2024-01-20 07:18:42,2.926,438131279.0,-52889207.0,2.926,14.0,46.0,98.0,150.0,189.0,,,,,,
,0,27.7,2024-01-20 07:18:43,3.396,438131325.0,-52888639.0,3.396,14.0,79.0,97.0,126.0,142.0,,,,,,
,0,33.23,2024-01-20 07:18:44,3.739,438131416.0,-52887916.0,3.739,14.0,58.0,97.0,118.0,,,,,,,
,0,38.89,2024-01-20 07:18:45,3.873,438131553.0,-52887177.0,3.873,14.0,0.0,97.0,0.0,,,,,,,
,0,43.44,2024-01-20 07:18:46,4.441,438131416.0,-52886596.0,4.441,14.0,0.0,101.0,0.0,,,,,,,
,0,48.48,2024-01-20 07:18:47,4.602,438131279.0,-52885953.0,4.602,14.0,0.0,100.0,0.0,,,,,,,
,0,53.71,2024-01-20 07:18:48,4.869,438131097.0,-52885282.0,4.869,14.0,0.0,99.0,0.0,,,,,,,
,0,58.66,2024-01-20 07:18:49,4.954,438130961.0,-52884651.0,4.954,14.0,0.0,97.0,0.0,,,,,,,
,0,63.69,2024-01-20 07:18:50,5.062,438130779.0,-52884008.0,5.062,14.0,0.0,96.0,0.0,,,,,,,
,0,68.81,2024-01-20 07:18:51,5.228,438130642.0,-52883354.0,5.228,14.0,0.0,96.0,0.0,,22.799999999999955,0.0,0.0,22.799999999999955,0.0,0.0
,0,74.35,2024-01-20 07:18:52,5.515,438130460.0,-52882642.0,5.515,14.0,0.0,97.0,0.0,,22.799999999999955,0.0,0.0,22.799999999999955,0.0,0.0
,0,80.14,2024-01-20 07:18:53,5.702,438130278.0,-52881903.0,5.702,14.0,0.0,97.0,0.0,,22.799999999999955,0.0,0.0,22.799999999999955,0.0,0.0
,0,86.05,2024-01-20 07:18:54,5.779,438130096.0,-52881152.0,5.779,14.0,0.0,97.0,0.0,,22.799999999999955,0.0,0.0,22.799999999999955,0.0,0.0
,0,91.36,2024-01-20 07:18:55,5.649,438129914.0,-52880486.0,5.649,14.0,0.0,97.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,94.03,2024-01-20 07:18:56,5.114,438129732.0,-52880168.0,5.114,14.0,0.0,97.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,94.65,2024-01-20 07:18:57,4.868,438129732.0,-52880088.0,4.868,14.0,0.0,98.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,95.18,2024-01-20 07:18:58,3.897,438129687.0,-52880031.0,3.897,14.0,0.0,97.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,95.18,2024-01-20 07:18:59,0.0,438129687.0,-52879957.0,0.0,14.0,0.0,97.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,95.18,2024-01-20 07:19:00,0.0,438129687.0,-52879957.0,0.0,14.0,0.0,96.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,95.18,2024-01-20 07:19:01,0.0,438129687.0,-52879957.0,0.0,14.0,0.0,94.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,95.18,2024-01-20 07:19:02,0.0,438129687.0,-52879957.0,0.0,14.0,0.0,94.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,95.18,2024-01-20 07:19:03,0.0,438129687.0,-52879957.0,0.0,14.0,0.0,95.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,95.32,2024-01-20 07:19:28,1.05,438129322.0,-52879963.0,1.05,14.0,0.0,91.0,0.0,,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,97.13,2024-01-20 07:19:29,1.759,438129095.0,-52880020.0,1.759,14.0,59.0,93.0,10.0,156.0,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,99.81,2024-01-20 07:19:30,2.456,438128822.0,-52880065.0,2.456,14.0,84.0,96.0,207.0,156.0,22.600000000000023,0.0,0.0,22.600000000000023,0.0,0.0
,0,103.08,2024-01-20 07:19:31,3.491,438128503.0,-52880185.0,3.491,14.0,78.0,96.0,183.0,171.0,22.399999999999977,0.0,0.0,22.399999999999977,0.0,0.0
,0,106.96,2024-01-20 07:19:32,3.639,438128094.0,-52880327.0,3.639,14.0,84.0,97.0,143.0,172.0,22.200000000000045,0.0,0.0,22.200000000000045,0.0,0.0
,0,111.03,2024-01-20 07:19:33,3.891,438127684.0,-52880498.0,3.891,14.0,0.0,99.0,0.0,172.0,22.200000000000045,0.0,0.0,22.200000000000045,0.0,0.0
,0,115.2,2024-01-20 07:19:34,4.311,438127274.0,-52880742.0,4.311,14.0,70.0,100.0,8.0,171.0,22.0,0.0,0.0,22.0,0.0,0.0
98.0,0,119.71,2024-01-20 07:19:35,4.402,438126910.0,-52881129.0,4.402,14.0,84.0,104.0,17.0,171.0,21.799999999999955,0.0,1.0,21.799999999999955,0.0,-0.08
,0,124.62,2024-01-20 07:19:36,4.899,438126546.0,-52881607.0,4.899,14.0,85.0,104.0,82.0,171.0,21.600000000000023,0.0,1.0,21.600000000000023,-1.43,-0.102
,0,129.89,2024-01-20 07:19:37,5.43,438126137.0,-52882062.0,5.43,14.0,80.0,100.0,84.0,173.0,21.399999999999977,0.0,1.0,21.399999999999977,-3.75,-0.123
,0,135.48,2024-01-20 07:19:38,5.688,438125591.0,-52882318.0,5.688,14.0,82.0,101.0,102.0,171.0,21.200000000000045,0.0,1.0,21.200000000000045,-3.85,-0.141
,0,141.18,2024-01-20 07:19:39,5.712,438124953.0,-52882512.0,5.712,14.0,86.0,98.0,124.0,167.0,20.799999999999955,0.0,2.0,20.799999999999955,-3.91,-0.162
,0,146.68,2024-01-20 07:19:40,5.688,438124407.0,-52882625.0,5.688,14.0,94.0,97.0,122.0,151.0,20.799999999999955,0.0,2.0,20.799999999999955,-3.88,-0.168
,0,152.7,2024-01-20 07:19:41,5.771,438123770.0,-52882705.0,5.771,14.0,79.0,99.0,109.0,173.0,20.600000000000023,0.0,2.0,20.600000000000023,-3.7,-0.175
,0,159.56,2024-01-20 07:19:42,6.389,438123042.0,-52882768.0,6.389,14.0,85.0,96.0,153.0,178.0,20.399999999999977,0.0,2.0,20.399999999999977,-3.49,-0.181
,1,166.53,2024-01-20 07:19:43,6.371,438122268.0,-52882796.0,6.371,14.0,84.0,97.0,149.0,176.0,20.200000000000045,0.0,2.0,20.200000000000045,-3.33,-0.178
,1,173.19,2024-01-20 07:19:44,6.104,438121540.0,-52882802.0,6.104,14.0,86.0,96.0,116.0,174.0,20.0,0.0,3.0,20.0,-3.18,-0.175
,1,179.25,2024-01-20 07:19:45,5.522,438120903.0,-52882836.0,5.522,14.0,84.0,95.0,104.0,172.0,19.799999999999955,0.0,3.0,19.799999999999955,-3.03,-0.172
,1,185.28,2024-01-20 07:19:46,5.688,438120266.0,-52882819.0,5.688,14.0,85.0,93.0,89.0,169.0,19.799999999999955,0.0,3.0,19.799999999999955,-2.86,-0.161
,1,191.98,2024-01-20 07:19:47,5.74,438119538.0,-52882813.0,5.74,14.0,85.0,91.0,84.0,159.0,19.600000000000023,0.0,3.0,19.600000000000023,-2.68,-0.152
,1,199.64,2024-01-20 07:19:48,6.036,438118673.0,-52882768.0,6.036,14.0,74.0,92.0,84.0,172.0,19.399999999999977,0.0,3.0,19.399999999999977,-2.51,-0.145
,1,207.26,2024-01-20 07:19:49,6.091,438117899.0,-52882796.0,6.091,14.0,75.0,93.0,98.0,176.0,19.399999999999977,0.0,3.0,19.399999999999977,-2.34,-0.141
,1,213.69,2024-01-20 07:19:50,6.708,438117217.0,-52882830.0,6.708,14.0,76.0,92.0,102.0,180.0,19.200000000000045,0.0,4.0,19.200000000000045,-2.22,-0.132
,1,219.58,2024-01-20 07:19:51,6.616,438116579.0,-52882972.0,6.616,14.0,73.0,91.0,112.0,178.0,19.0,0.0,4.0,19.0,-2.1,-0.126
,2,225.84,2024-01-20 07:19:52,6.307,438115942.0,-52883154.0,6.307,14.0,73.0,90.0,117.0,168.0,18.799999999999955,0.0,4.0,18.799999999999955,-2.0,-0.126
,2,232.77,2024-01-20 07:19:53,6.186,438115214.0,-52883376.0,6.186,14.0,77.0,94.0,122.0,171.0,18.600000000000023,0.0,4.0,18.600000000000023,-1.97,-0.132
,2,240.3,2024-01-20 07:19:54,5.647,438114440.0,-52883672.0,5.647,14.0,8.0,96.0,100.0,,18.600000000000023,0.0,4.0,18.600000000000023,-2.01,-0.133
,2,247.61,2024-01-20 07:19:55,5.649,438113667.0,-52883894.0,5.649,14.0,0.0,95.0,0.0,,18.399999999999977,0.0,4.0,18.399999999999977,-2.05,-0.138
,2,254.22,2024-01-20 07:19:56,5.665,438112984.0,-52884161.0,5.665,14.0,0.0,95.0,0.0,,18.200000000000045,0.0,4.0,18.200000000000045,-2.06,-0.138
,2,260.93,2024-01-20 07:19:57,5.609,438112301.0,-52884474.0,5.609,14.0,0.0,94.0,0.0,,18.200000000000045,0.0,5.0,18.200000000000045,-2.06,-0.133
,2,267.15,2024-01-20 07:19:58,5.201,438111664.0,-52884713.0,5.201,14.0,0.0,95.0,0.0,,18.200000000000045,0.0,5.0,18.200000000000045,-2.03,-0.123
,2,273.89,2024-01-20 07:19:59,5.328,438110981.0,-52884964.0,5.328,14.0,0.0,100.0,0.0,,18.0,0.0,5.0,18.0,-1.97,-0.111
,2,280.11,2024-01-20 07:20:00,6.714,438110299.0,-52885168.0,6.714,14.0,0.0,100.0,0.0,,18.0,0.0,5.0,18.0,-1.88,-0.096
,2,285.77,2024-01-20 07:20:01,5.77,438109707.0,-52885259.0,5.77,14.0,0.0,102.0,0.0,,17.799999999999955,0.0,5.0,17.799999999999955,-1.8,-0.089
,2,292.1,2024-01-20 07:20:02,5.693,438109070.0,-52885180.0,5.693,14.0,0.0,103.0,0.0,,17.600000000000023,0.0,5.0,17.600000000000023,-1.73,-0.09
,2,298.59,2024-01-20 07:20:03,6.365,438108387.0,-52884941.0,6.365,14.0,0.0,103.0,0.0,,17.600000000000023,0.0,5.0,17.600000000000023,-1.7,-0.091
,2,304.76,2024-01-20 07:20:04,6.152,438107750.0,-52884656.0,6.152,14.0,0.0,98.0,0.0,,17.399999999999977,0.0,6.0,17.399999999999977,-1.7,-0.093
,2,311.08,2024-01-20 07:20:05,6.121,438107159.0,-52884298.0,6.121,14.0,0.0,97.0,0.0,,17.399999999999977,0.0,6.0,17.399999999999977,-1.71,-0.094
,2,312.13,2024-01-20 07:20:06,5.63,438107022.0,-52884332.0,5.63,14.0,0.0,96.0,0.0,,17.200000000000045,0.0,6.0,17.200000000000045,-1.67,-0.102
,2,312.35,2024-01-20 07:20:26,1.675,438106476.0,-52884480.0,1.675,14.0,79.0,95.0,343.0,159.0,17.0,0.0,6.0,17.0,0.0,0.0
,2,315.18,2024-01-20 07:20:27,2.035,438106157.0,-52884645.0,2.035,14.0,89.0,100.0,371.0,146.0,17.0,0.0,6.0,17.0,0.0,0.0
,2,319.49,2024-01-20 07:20:28,2.562,438105748.0,-52884884.0,2.562,14.0,87.0,102.0,204.0,182.0,17.0,0.0,6.0,17.0,0.0,0.0
,2,324.42,2024-01-20 07:20:29,4.012,438105293.0,-52885271.0,4.012,14.0,82.0,105.0,176.0,175.0,17.0,0.0,6.0,17.0,0.0,0.0
,3,329.66,2024-01-20 07:20:30,4.294,438104974.0,-52885834.0,4.294,14.0,86.0,106.0,221.0,175.0,17.0,0.0,6.0,17.0,0.0,0.0
,3,334.94,2024-01-20 07:20:31,4.861,438104655.0,-52886403.0,4.861,14.0,86.0,107.0,228.0,174.0,17.0,0.0,6.0,17.0,0.0,0.0
,3,339.74,2024-01-20 07:20:32,4.82,438104200.0,-52886716.0,4.82,14.0,90.0,109.0,196.0,177.0,17.0,0.0,6.0,17.0,0.0,0.0
,3,345.07,2024-01-20 07:20:33,4.392,438103654.0,-52886886.0,4.392,14.0,90.0,114.0,178.0,170.0,17.0,0.0,6.0,17.0,0.0,0.0
,3,350.11,2024-01-20 07:20:34,4.525,438103108.0,-52887012.0,4.525,14.0,88.0,116.0,128.0,178.0,17.0,0.0,6.0,17.0,0.0,0.0
,3,355.13,2024-01-20 07:20:35,4.649,438102607.0,-52886994.0,4.649,14.0,80.0,119.0,110.0,184.0,17.0,0.0,6.0,17.0,0.0,0.0
,3,360.02,2024-01-20 07:20:36,4.696,438102061.0,-52886972.0,4.696,14.0,80.0,121.0,119.0,180.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,365.61,2024-01-20 07:20:37,4.756,438101470.0,-52886909.0,4.756,14.0,80.0,124.0,145.0,185.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,371.71,2024-01-20 07:20:38,5.09,438100833.0,-52886835.0,5.09,14.0,85.0,126.0,111.0,166.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,377.86,2024-01-20 07:20:39,5.355,438100150.0,-52886812.0,5.355,14.0,85.0,122.0,100.0,170.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,384.02,2024-01-20 07:20:40,5.557,438099513.0,-52886767.0,5.557,14.0,75.0,119.0,98.0,183.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,390.62,2024-01-20 07:20:41,5.818,438098830.0,-52886613.0,5.818,14.0,96.0,117.0,91.0,153.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,397.39,2024-01-20 07:20:42,6.053,438098056.0,-52886591.0,6.053,13.0,96.0,117.0,74.0,153.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,403.73,2024-01-20 07:20:43,6.14,438097374.0,-52886756.0,6.14,13.0,43.0,114.0,50.0,211.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,409.37,2024-01-20 07:20:44,6.195,438096828.0,-52886972.0,6.195,13.0,82.0,114.0,55.0,188.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,415.37,2024-01-20 07:20:45,6.117,438096190.0,-52887120.0,6.117,13.0,85.0,114.0,73.0,163.0,17.0,0.0,6.0,17.0,0.0,0.0
,4,422.51,2024-01-20 07:20:46,5.968,438095462.0,-52886983.0,5.968,13.0,82.0,115.0,94.0,174.0,16.799999999999955,0.0,6.0,16.799999999999955,0.0,0.0
,4,430.44,2024-01-20 07:20:47,5.556,438094597.0,-52886875.0,5.556,13.0,89.0,116.0,92.0,169.0,16.799999999999955,0.0,6.0,16.799999999999955,0.0,0.0
,5,436.9,2024-01-20 07:20:48,5.659,438093915.0,-52886898.0,5.659,13.0,82.0,118.0,96.0,167.0,16.799999999999955,0.0,6.0,16.799999999999955,0.0,0.0
,5,443.58,2024-01-20 07:20:49,6.814,438093187.0,-52886921.0,6.814,13.0,73.0,118.0,85.0,152.0,17.0,0.0,6.0,17.0,0.0,0.0
,5,450.14,2024-01-20 07:20:50,6.54,438092504.0,-52886932.0,6.54,13.0,73.0,117.0,79.0,152.0,16.799999999999955,0.0,6.0,16.799999999999955,0.0,0.0
,5,457.45,2024-01-20 07:20:51,6.538,438091730.0,-52886653.0,6.538,13.0,0.0,118.0,0.0,156.0,16.799999999999955,0.0,6.0,16.799999999999955,0.0,0.0
,5,464.41,2024-01-20 07:20:52,6.956,438091002.0,-52886437.0,6.956,13.0,83.0,117.0,9.0,161.0,17.0,0.0,6.0,17.0,0.0,0.0
,5,470.6,2024-01-20 07:20:53,7.007,438090319.0,-52886431.0,7.007,13.0,81.0,119.0,60.0,165.0,16.799999999999955,0.0,6.0,16.799999999999955,0.0,0.0
,5,477.37,2024-01-20 07:20:54,6.882,438089591.0,-52886386.0,6.882,13.0,79.0,116.0,74.0,177.0,17.0,0.0,6.0,17.0,0.0,0.0
,5,483.23,2024-01-20 07:20:55,6.827,438089000.0,-52886249.0,6.827,13.0,75.0,123.0,74.0,188.0,17.0,0.0,6.0,17.0,0.0,0.0
,5,489.61,2024-01-20 07:20:56,6.435,438088317.0,-52886130.0,6.435,13.0,77.0,120.0,122.0,172.0,17.0,0.0,6.0,17.0,0.0,0.0
,5,496.06,2024-01-20 07:20:57,6.274,438087634.0,-52885953.0,6.274,13.0,80.0,120.0,182.0,174.0,16.799999999999955,0.0,6.0,16.799999999999955,0.0,0.0
,5,503.35,2024-01-20 07:20:58,5.252,438086906.0,-52885618.0,5.252,13.0,85.0,120.0,171.0,169.0,16.799999999999955,0.0,6.0,16.799999999999955,0.0,0.0
,6,510.12,2024-01-20 07:20:59,6.779,438086223.0,-52885345.0,6.779,13.0,84.0,121.0,126.0,168.0,16.799999999999955,0.0,6.0,16.799999999999955,0.0,0.0
,6,516.33,2024-01-20 07:21:00,6.835,438085541.0,-52885174.0,6.835,13.0,84.0,119.0,115.0,175.0,16.600000000000023,0.0,6.0,16.600000000000023,0.0,0.0
,6,523.06,2024-01-20 07:21:01,6.847,438084858.0,-52884827.0,6.847,13.0,84.0,118.0,101.0,203.0,16.399999999999977,0.0,6.0,16.399999999999977,0.0,0.0
,6,528.47,2024-01-20 07:21:02,6.818,438084312.0,-52884605.0,6.818,13.0,81.0,113.0,114.0,177.0,16.399999999999977,0.0,6.0,16.399999999999977,0.0,0.0
,6,534.97,2024-01-20 07:21:03,6.471,438083629.0,-52884525.0,6.471,13.0,85.0,114.0,126.0,170.0,16.200000000000045,0.0,6.0,16.200000000000045,-0.32,0.0
,6,541.98,2024-01-20 07:21:04,6.168,438082901.0,-52884252.0,6.168,13.0,85.0,117.0,118.0,170.0,16.0,0.0,6.0,16.0,-1.2,0.0
,6,548.77,2024-01-20 07:21:05,6.185,438082218.0,-52884036.0,6.185,13.0,85.0,113.0,112.0,169.0,16.0,0.0,6.0,16.0,-1.37,0.0
,6,555.67,2024-01-20 07:21:06,6.146,438081490.0,-52883809.0,6.146,13.0,86.0,114.0,107.0,161.0,16.0,0.0,6.0,16.0,-1.42,0.0
,6,562.53,2024-01-20 07:21:07,5.909,438080808.0,-52883496.0,5.909,13.0,89.0,116.0,101.0,160.0,16.0,0.0,6.0,16.0,-1.43,0.0
,7,569.32,2024-01-20 07:21:08,5.75,438080170.0,-52883046.0,5.75,13.0,86.0,115.0,95.0,169.0,16.0,0.0,6.0,16.0,-1.36,0.0
,7,575.92,2024-01-20 07:21:09,5.755,438079579.0,-52882472.0,5.755,13.0,87.0,116.0,115.0,167.0,15.799999999999955,0.0,6.0,15.799999999999955,-1.25,0.0
,7,582.11,2024-01-20 07:21:10,5.814,438079215.0,-52881806.0,5.814,13.0,66.0,115.0,142.0,168.0,15.600000000000023,0.0,6.0,15.600000000000023,-1.22,0.0
,7,588.64,2024-01-20 07:21:11,5.823,438078805.0,-52881078.0,5.823,13.0,0.0,117.0,0.0,183.0,15.399999999999977,0.0,6.0,15.399999999999977,-1.26,0.0
,7,595.22,2024-01-20 07:21:12,5.943,438078532.0,-52880287.0,5.943,13.0,87.0,120.0,32.0,198.0,15.399999999999977,0.0,6.0,15.399999999999977,-1.35,0.0
,7,601.68,2024-01-20 07:21:13,6.131,438078305.0,-52879485.0,6.131,13.0,79.0,121.0,79.0,195.0,15.399999999999977,0.0,6.0,15.399999999999977,-1.42,0.0
,7,608.25,2024-01-20 07:21:14,6.131,438078031.0,-52878655.0,6.131,13.0,79.0,125.0,82.0,177.0,15.200000000000045,0.0,6.0,15.200000000000045,-1.47,0.0
,7,615.11,2024-01-20 07:21:15,6.131,438077758.0,-52877813.0,6.131,13.0,77.0,125.0,115.0,177.0,15.0,0.0,6.0,15.0,-1.58,0.0
,7,622.26,2024-01-20 07:21:16,6.138,438077440.0,-52876937.0,6.138,13.0,80.0,125.0,118.0,174.0,15.0,0.0,6.0,15.0,-1.66,0.0
,7,629.07,2024-01-20 07:21:17,6.227,438077030.0,-52876174.0,6.227,13.0,81.0,124.0,121.0,176.0,14.799999999999955,0.0,7.0,14.799999999999955,-1.7,-0.105
,7,636.07,2024-01-20 07:21:18,6.376,438076575.0,-52875412.0,6.376,13.0,83.0,122.0,111.0,173.0,14.799999999999955,0.0,7.0,14.799999999999955,-1.63,-0.096
,8,643.28,2024-01-20 07:21:19,6.457,438076211.0,-52874587.0,6.457,13.0,83.0,119.0,107.0,174.0,14.799999999999955,0.0,7.0,14.799999999999955,-1.49,-0.086
,8,650.69,2024-01-20 07:21:20,6.515,438075756.0,-52873762.0,6.515,13.0,79.0,119.0,103.0,179.0,14.600000000000023,0.0,7.0,14.600000000000023,-1.38,-0.085
,8,658.27,2024-01-20 07:21:21,6.607,438075301.0,-52872932.0,6.607,13.0,73.0,123.0,127.0,171.0,14.600000000000023,0.0,7.0,14.600000000000023,-1.3,-0.083
,8,665.7,2024-01-20 07:21:22,6.82,438074800.0,-52872158.0,6.82,13.0,76.0,121.0,151.0,172.0,14.399999999999977,0.0,7.0,14.399999999999977,-1.28,-0.082
,8,673.15,2024-01-20 07:21:23,7.348,438074300.0,-52871378.0,7.348,13.0,77.0,124.0,156.0,172.0,14.200000000000045,0.0,7.0,14.200000000000045,-1.25,-0.082
,8,680.79,2024-01-20 07:21:24,7.215,438073799.0,-52870582.0,7.215,13.0,77.0,122.0,143.0,177.0,14.200000000000045,0.0,7.0,14.200000000000045,-1.24,-0.083
,8,688.52,2024-01-20 07:21:25,7.224,438073298.0,-52869780.0,7.224,13.0,74.0,125.0,116.0,180.0,14.0,0.0,8.0,14.0,-1.26,-0.093
,8,696.21,2024-01-20 07:21:26,7.242,438072752.0,-52868995.0,7.242,13.0,77.0,127.0,101.0,171.0,14.0,0.0,8.0,14.0,-1.33,-0.094
,9,703.73,2024-01-20 07:21:27,7.251,438072206.0,-52868238.0,7.251,13.0,79.0,126.0,105.0,170.0,13.799999999999955,0.0,8.0,13.799999999999955,-1.37,-0.102
,9,711.21,2024-01-20 07:21:28,7.353,438071705.0,-52867459.0,7.353,13.0,75.0,126.0,120.0,178.0,13.799999999999955,0.0,8.0,13.799999999999955,-1.36,-0.101
,9,718.52,2024-01-20 07:21:29,7.353,438071205.0,-52866731.0,7.353,13.0,76.0,123.0,121.0,171.0,13.799999999999955,0.0,8.0,13.799999999999955,-1.3,-0.09
,9,725.84,2024-01-20 07:21:30,7.353,438070659.0,-52866008.0,7.353,13.0,44.0,123.0,118.0,171.0,13.799999999999955,0.0,8.0,13.799999999999955,-1.2,-0.078
,9,733.46,2024-01-20 07:21:31,7.361,438070113.0,-52865240.0,7.361,13.0,0.0,122.0,0.0,171.0,13.799999999999955,0.0,8.0,13.799999999999955,-0.83,0.0
,9,740.97,2024-01-20 07:21:32,7.36,438069612.0,-52864466.0,7.36,13.0,0.0,120.0,0.0,171.0,13.799999999999955,0.0,8.0,13.799999999999955,0.0,0.0
,9,747.87,2024-01-20 07:21:33,7.286,438069111.0,-52863778.0,7.286,13.0,0.0,119.0,0.0,172.0,13.799999999999955,0.0,8.0,13.799999999999955,0.0,0.0
,9,754.1,2024-01-20 07:21:34,6.458,438068611.0,-52863198.0,6.458,13.0,0.0,116.0,0.0,172.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,759.06,2024-01-20 07:21:35,5.503,438068201.0,-52862805.0,5.503,13.0,0.0,114.0,0.0,172.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,763.59,2024-01-20 07:21:36,4.791,438067746.0,-52862492.0,4.791,13.0,0.0,114.0,0.0,172.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,767.82,2024-01-20 07:21:37,4.396,438067427.0,-52862202.0,4.396,13.0,0.0,112.0,0.0,172.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,770.77,2024-01-20 07:21:38,4.267,438067154.0,-52861992.0,4.267,13.0,0.0,110.0,0.0,173.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,772.58,2024-01-20 07:21:39,3.409,438066927.0,-52861958.0,3.409,13.0,0.0,109.0,0.0,173.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,773.44,2024-01-20 07:21:40,2.881,438066836.0,-52861941.0,2.881,13.0,0.0,110.0,0.0,173.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,773.57,2024-01-20 07:21:46,1.029,438066608.0,-52861611.0,1.029,13.0,0.0,117.0,0.0,174.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,774.9,2024-01-20 07:21:47,0.769,438066472.0,-52861497.0,0.769,13.0,0.0,113.0,0.0,174.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,775.42,2024-01-20 07:21:48,0.769,438066426.0,-52861451.0,0.769,13.0,0.0,108.0,0.0,175.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,776.45,2024-01-20 07:21:49,0.835,438066381.0,-52861349.0,0.835,13.0,63.0,106.0,52.0,175.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,9,778.77,2024-01-20 07:21:50,1.626,438066199.0,-52861116.0,1.626,13.0,71.0,103.0,332.0,175.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,10,782.11,2024-01-20 07:21:51,2.469,438065925.0,-52860814.0,2.469,13.0,77.0,102.0,291.0,175.0,13.600000000000023,0.0,8.0,13.600000000000023,0.0,0.0
,10,786.2,2024-01-20 07:21:52,2.943,438065652.0,-52860427.0,2.943,13.0,80.0,103.0,203.0,170.0,13.399999999999977,0.0,8.0,13.399999999999977,0.0,0.0
,10,790.33,2024-01-20 07:21:53,3.019,438065379.0,-52859995.0,3.019,13.0,76.0,105.0,161.0,176.0,13.399999999999977,0.0,8.0,13.399999999999977,0.0,0.0
,10,793.93,2024-01-20 07:21:54,3.026,438065152.0,-52859602.0,3.026,13.0,78.0,106.0,142.0,175.0,13.399999999999977,0.0,8.0,13.399999999999977,0.0,0.0
,10,797.42,2024-01-20 07:21:55,3.078,438064924.0,-52859227.0,3.078,13.0,82.0,106.0,120.0,173.0,13.399999999999977,0.0,8.0,13.399999999999977,0.0,-0.027
