distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,heart_rate,calories,temperature,altitude,enhanced_altitude,ascent,descent,grade
3451.71,1.639,4,438298122,-53192175,1.639,2023-10-21 16:44:43,,153.0,264.0,20.0,156.79999999999995,156.79999999999995,140.0,15.0,6.12
3453.2,1.576,4,438298304,-53192197,1.576,2023-10-21 16:44:44,,153.0,265.0,20.0,157.0,157.0,140.0,15.0,7.0
3454.67,1.548,4,438298440,-53192198,1.548,2023-10-21 16:44:45,,152.0,265.0,20.0,157.20000000000005,157.20000000000005,140.0,15.0,7.82
3456.11,1.529,4,438298616,-53192198,1.529,2023-10-21 16:44:46,,151.0,265.0,20.0,157.39999999999998,157.39999999999998,140.0,15.0,8.51
3457.42,1.52,4,438298754,-53192176,1.52,2023-10-21 16:44:47,,151.0,265.0,20.0,157.39999999999998,157.39999999999998,141.0,15.0,9.06
3458.71,1.527,4,438298891,-53192175,1.527,2023-10-21 16:44:48,,152.0,266.0,20.0,157.60000000000002,157.60000000000002,141.0,15.0,9.56
3460.21,1.52,4,438299027,-53192213,1.52,2023-10-21 16:44:49,,152.0,266.0,20.0,157.79999999999995,157.79999999999995,141.0,15.0,10.04
3461.93,1.519,4,438299213,-53192237,1.519,2023-10-21 16:44:50,,153.0,266.0,20.0,158.20000000000005,158.20000000000005,141.0,15.0,10.47
3463.41,1.528,4,438299394,-53192254,1.528,2023-10-21 16:44:51,,154.0,267.0,20.0,158.39999999999998,158.39999999999998,141.0,15.0,10.95
3464.76,1.52,4,438299530,-53192315,1.52,2023-10-21 16:44:52,,154.0,267.0,20.0,158.79999999999995,158.79999999999995,142.0,15.0,11.62
3466.54,1.519,4,438299717,-53192374,1.519,2023-10-21 16:44:53,,155.0,267.0,20.0,159.0,159.0,142.0,15.0,12.46
3468.03,1.519,4,438299852,-53192414,1.519,2023-10-21 16:44:54,,157.0,267.0,20.0,159.39999999999998,159.39999999999998,142.0,15.0,13.46
3469.23,1.417,4,438299989,-53192476,1.417,2023-10-21 16:44:55,,156.0,268.0,20.0,159.60000000000002,159.60000000000002,142.0,15.0,14.56
3470.57,1.417,3,438300126,-53192516,1.417,2023-10-21 16:44:56,,158.0,268.0,20.0,160.0,160.0,143.0,15.0,15.65
3472.17,1.516,3,438300301,-53192516,1.516,2023-10-21 16:44:57,,159.0,268.0,20.0,160.20000000000005,160.20000000000005,143.0,15.0,16.66
3473.73,1.563,3,438300443,-53192556,1.563,2023-10-21 16:44:58,,161.0,268.0,20.0,160.60000000000002,160.60000000000002,143.0,15.0,17.59
3475.13,1.467,3,438300577,-53192633,1.467,2023-10-21 16:44:59,,161.0,269.0,20.0,161.0,161.0,144.0,15.0,18.4
3476.35,1.503,3,438300702,-53192721,1.503,2023-10-21 16:45:00,,162.0,269.0,20.0,161.20000000000005,161.20000000000005,144.0,15.0,18.9
3477.94,1.488,4,438300866,-53192815,1.488,2023-10-21 16:45:01,,163.0,269.0,20.0,161.39999999999998,161.39999999999998,144.0,15.0,19.08
3479.58,1.464,4,438301036,-53192909,1.464,2023-10-21 16:45:02,,164.0,270.0,20.0,161.79999999999995,161.79999999999995,145.0,15.0,18.99
3481.08,1.436,4,438301173,-53193011,1.436,2023-10-21 16:45:03,,166.0,270.0,20.0,162.0,162.0,145.0,15.0,18.58
3482.57,1.436,4,438301309,-53193108,1.436,2023-10-21 16:45:04,,167.0,270.0,20.0,162.20000000000005,162.20000000000005,145.0,15.0,17.9
3483.9,1.436,4,438301400,-53193210,1.436,2023-10-21 16:45:05,,169.0,270.0,20.0,162.39999999999998,162.39999999999998,145.0,15.0,17.11
3484.93,1.436,4,438301489,-53193304,1.436,2023-10-21 16:45:06,,169.0,271.0,20.0,162.60000000000002,162.60000000000002,146.0,15.0,16.2
3486.29,1.426,4,438301578,-53193459,1.426,2023-10-21 16:45:07,,170.0,271.0,20.0,162.79999999999995,162.79999999999995,146.0,15.0,15.15
3487.94,1.425,4,438301712,-53193601,1.425,2023-10-21 16:45:08,,171.0,271.0,20.0,162.79999999999995,162.79999999999995,146.0,15.0,14.04
3489.59,1.425,4,438301855,-53193727,1.425,2023-10-21 16:45:09,,171.0,272.0,20.0,163.0,163.0,146.0,15.0,12.98
3490.85,1.389,4,438301991,-53193807,1.389,2023-10-21 16:45:10,,172.0,272.0,20.0,163.20000000000005,163.20000000000005,146.0,15.0,11.96
3492.28,1.389,4,438302083,-53193927,1.389,2023-10-21 16:45:11,,175.0,272.0,20.0,163.39999999999998,163.39999999999998,147.0,15.0,11.03
3493.54,1.381,4,438302212,-53194019,1.381,2023-10-21 16:45:12,,177.0,273.0,20.0,163.39999999999998,163.39999999999998,147.0,15.0,10.21
3495.09,1.326,4,438302354,-53194125,1.326,2023-10-21 16:45:13,,176.0,273.0,20.0,163.60000000000002,163.60000000000002,147.0,15.0,9.54
3496.61,1.378,4,438302486,-53194240,1.378,2023-10-21 16:45:14,,175.0,273.0,20.0,163.79999999999995,163.79999999999995,147.0,15.0,9.07
3498.04,1.381,4,438302579,-53194360,1.381,2023-10-21 16:45:15,,173.0,273.0,20.0,163.79999999999995,163.79999999999995,147.0,15.0,8.78
3499.6,1.328,4,438302757,-53194479,1.328,2023-10-21 16:45:16,,172.0,274.0,20.0,164.0,164.0,147.0,15.0,8.6
3501.0,1.325,4,438302856,-53194581,1.325,2023-10-21 16:45:17,,171.0,274.0,20.0,164.20000000000005,164.20000000000005,147.0,15.0,8.52
3502.34,1.314,4,438302993,-53194683,1.314,2023-10-21 16:45:18,,173.0,274.0,20.0,164.20000000000005,164.20000000000005,148.0,15.0,8.5
3503.86,1.314,3,438303131,-53194782,1.314,2023-10-21 16:45:19,,172.0,275.0,20.0,164.39999999999998,164.39999999999998,148.0,15.0,8.54
3505.35,1.325,3,438303260,-53194895,1.325,2023-10-21 16:45:20,,173.0,275.0,20.0,164.60000000000002,164.60000000000002,148.0,15.0,8.65
3506.82,1.476,3,438303401,-53194979,1.476,2023-10-21 16:45:21,,171.0,275.0,20.0,164.60000000000002,164.60000000000002,148.0,15.0,8.79
3508.25,1.327,4,438303538,-53195098,1.327,2023-10-21 16:45:22,,171.0,276.0,20.0,164.79999999999995,164.79999999999995,148.0,15.0,8.96
3509.84,1.562,4,438303676,-53195218,1.562,2023-10-21 16:45:23,,170.0,276.0,20.0,165.0,165.0,148.0,15.0,9.13
3511.25,1.442,4,438303766,-53195337,1.442,2023-10-21 16:45:24,,170.0,276.0,20.0,165.20000000000005,165.20000000000005,148.0,15.0,9.28
3512.75,1.488,4,438303903,-53195434,1.488,2023-10-21 16:45:25,,171.0,277.0,20.0,165.20000000000005,165.20000000000005,148.0,15.0,9.4
3514.12,1.412,4,438304034,-53195549,1.412,2023-10-21 16:45:26,,171.0,277.0,20.0,165.39999999999998,165.39999999999998,149.0,15.0,9.48
3515.46,1.443,4,438304171,-53195652,1.443,2023-10-21 16:45:27,,170.0,277.0,20.0,165.60000000000002,165.60000000000002,149.0,15.0,9.58
3516.65,1.41,4,438304263,-53195749,1.41,2023-10-21 16:45:28,,170.0,277.0,20.0,165.79999999999995,165.79999999999995,149.0,15.0,9.72
3517.9,1.443,4,438304354,-53195829,1.443,2023-10-21 16:45:29,,170.0,278.0,20.0,166.0,166.0,149.0,15.0,9.88
3519.46,1.444,4,438304488,-53195947,1.444,2023-10-21 16:45:30,,169.0,278.0,20.0,166.20000000000005,166.20000000000005,149.0,15.0,10.07
3520.96,1.453,4,438304631,-53196071,1.453,2023-10-21 16:45:31,,168.0,278.0,20.0,166.39999999999998,166.39999999999998,149.0,15.0,10.25
3522.24,1.444,4,438304722,-53196191,1.444,2023-10-21 16:45:32,,168.0,279.0,20.0,166.39999999999998,166.39999999999998,150.0,15.0,10.39
3523.6,1.444,4,438304811,-53196329,1.444,2023-10-21 16:45:33,,170.0,279.0,20.0,166.60000000000002,166.60000000000002,150.0,15.0,10.51
3524.83,1.436,4,438304950,-53196430,1.436,2023-10-21 16:45:34,,171.0,279.0,20.0,166.79999999999995,166.79999999999995,150.0,15.0,10.65
3525.88,1.436,4,438305038,-53196507,1.436,2023-10-21 16:45:35,,171.0,280.0,20.0,167.0,167.0,150.0,15.0,10.79
3527.11,1.313,4,438305127,-53196585,1.313,2023-10-21 16:45:36,,170.0,280.0,20.0,167.20000000000005,167.20000000000005,150.0,15.0,10.98
3528.41,1.306,4,438305262,-53196703,1.306,2023-10-21 16:45:37,,171.0,280.0,20.0,167.39999999999998,167.39999999999998,151.0,15.0,11.19
3529.86,1.278,4,438305359,-53196850,1.278,2023-10-21 16:45:38,,170.0,280.0,20.0,167.60000000000002,167.60000000000002,151.0,15.0,11.43
3531.0,1.231,4,438305449,-53196969,1.231,2023-10-21 16:45:39,,170.0,281.0,20.0,167.79999999999995,167.79999999999995,151.0,15.0,11.74
3532.2,1.231,4,438305497,-53197086,1.231,2023-10-21 16:45:40,,171.0,281.0,20.0,168.0,168.0,151.0,15.0,12.13
3533.61,1.231,4,438305582,-53197235,1.231,2023-10-21 16:45:41,,170.0,281.0,20.0,168.20000000000005,168.20000000000005,151.0,15.0,12.59
3534.91,1.231,4,438305674,-53197379,1.231,2023-10-21 16:45:42,,171.0,282.0,20.0,168.39999999999998,168.39999999999998,152.0,15.0,13.11
3536.36,1.231,4,438305769,-53197522,1.231,2023-10-21 16:45:43,,172.0,282.0,20.0,168.79999999999995,168.79999999999995,152.0,15.0,13.69
3537.58,1.231,4,438305856,-53197658,1.231,2023-10-21 16:45:44,,172.0,282.0,20.0,169.0,169.0,152.0,15.0,14.33
3538.82,1.231,4,438305903,-53197816,1.231,2023-10-21 16:45:45,,171.0,283.0,20.0,169.20000000000005,169.20000000000005,152.0,15.0,14.93
3540.28,1.231,4,438305951,-53198000,1.231,2023-10-21 16:45:46,,171.0,283.0,20.0,169.39999999999998,169.39999999999998,152.0,15.0,15.46
3541.77,1.258,4,438305951,-53198198,1.258,2023-10-21 16:45:47,,171.0,283.0,20.0,169.60000000000002,169.60000000000002,153.0,15.0,15.86
3543.08,1.277,5,438305951,-53198377,1.277,2023-10-21 16:45:48,,171.0,283.0,20.0,169.79999999999995,169.79999999999995,153.0,15.0,16.07
3544.38,1.33,5,438305951,-53198548,1.33,2023-10-21 16:45:49,,171.0,284.0,20.0,170.0,170.0,153.0,15.0,16.14
3545.79,1.333,5,438305951,-53198738,1.333,2023-10-21 16:45:50,,172.0,284.0,20.0,170.20000000000005,170.20000000000005,153.0,15.0,16.0
3547.08,1.341,5,438305951,-53198908,1.341,2023-10-21 16:45:51,,171.0,284.0,20.0,170.39999999999998,170.39999999999998,154.0,15.0,15.64
3548.5,1.342,5,438305906,-53199092,1.342,2023-10-21 16:45:52,,172.0,285.0,20.0,170.60000000000002,170.60000000000002,154.0,15.0,15.1
3549.64,1.334,5,438305906,-53199245,1.334,2023-10-21 16:45:53,,173.0,285.0,20.0,170.79999999999995,170.79999999999995,154.0,15.0,14.5
3550.82,1.333,5,438305906,-53199403,1.333,2023-10-21 16:45:54,,173.0,285.0,20.0,171.0,171.0,154.0,15.0,14.02
3552.21,1.333,5,438305951,-53199590,1.333,2023-10-21 16:45:55,,172.0,286.0,20.0,171.20000000000005,171.20000000000005,154.0,15.0,13.77
3553.77,1.341,5,438305995,-53199785,1.341,2023-10-21 16:45:56,,172.0,286.0,20.0,171.60000000000002,171.60000000000002,155.0,15.0,13.83
3555.34,1.573,4,438306088,-53199952,1.573,2023-10-21 16:45:57,,172.0,286.0,20.0,171.79999999999995,171.79999999999995,155.0,15.0,14.22
3556.6,1.371,4,438306178,-53200087,1.371,2023-10-21 16:45:58,,172.0,287.0,20.0,172.0,172.0,155.0,15.0,14.86
3557.9,1.342,4,438306223,-53200244,1.342,2023-10-21 16:45:59,,172.0,287.0,20.0,172.39999999999998,172.39999999999998,155.0,15.0,15.57
3558.59,1.337,4,438306276,-53200328,1.337,2023-10-21 16:46:00,,173.0,287.0,20.0,172.60000000000002,172.60000000000002,156.0,15.0,16.18
3559.59,1.327,4,438306350,-53200438,1.327,2023-10-21 16:46:01,,173.0,287.0,20.0,173.0,173.0,156.0,15.0,16.64
3561.56,1.299,4,438306491,-53200636,1.299,2023-10-21 16:46:02,,175.0,288.0,20.0,173.20000000000005,173.20000000000005,156.0,15.0,16.99
3562.99,1.223,4,438306588,-53200748,1.223,2023-10-21 16:46:03,,176.0,288.0,20.0,173.39999999999998,173.39999999999998,156.0,15.0,17.26
3564.32,1.222,4,438306724,-53200844,1.222,2023-10-21 16:46:04,,175.0,288.0,20.0,173.60000000000002,173.60000000000002,157.0,15.0,17.43
3565.47,1.222,4,438306855,-53200905,1.222,2023-10-21 16:46:05,,175.0,289.0,20.0,173.79999999999995,173.79999999999995,157.0,15.0,17.5
3566.67,1.222,4,438306952,-53200947,1.222,2023-10-21 16:46:06,,175.0,289.0,20.0,174.20000000000005,174.20000000000005,157.0,15.0,17.48
3568.0,1.203,4,438307089,-53200987,1.203,2023-10-21 16:46:07,,175.0,289.0,20.0,174.20000000000005,174.20000000000005,157.0,15.0,17.33
3569.33,1.222,4,438307225,-53201027,1.222,2023-10-21 16:46:08,,175.0,290.0,20.0,174.39999999999998,174.39999999999998,158.0,15.0,16.97
3570.59,1.203,4,438307357,-53201043,1.203,2023-10-21 16:46:09,,176.0,290.0,20.0,174.60000000000002,174.60000000000002,158.0,15.0,16.34
3571.74,1.222,4,438307498,-53201044,1.222,2023-10-21 16:46:10,,175.0,290.0,20.0,174.79999999999995,174.79999999999995,158.0,15.0,15.55
3572.89,1.222,4,438307635,-53201084,1.222,2023-10-21 16:46:11,,175.0,291.0,20.0,175.0,175.0,158.0,15.0,14.72
3574.25,1.222,4,438307766,-53201160,1.222,2023-10-21 16:46:12,,176.0,291.0,20.0,175.20000000000005,175.20000000000005,158.0,15.0,13.97
3575.51,1.222,4,438307862,-53201220,1.222,2023-10-21 16:46:13,,176.0,291.0,20.0,175.39999999999998,175.39999999999998,158.0,15.0,13.39
3576.73,1.276,4,438307995,-53201297,1.276,2023-10-21 16:46:14,,175.0,292.0,20.0,175.60000000000002,175.60000000000002,159.0,15.0,13.08
3577.98,1.278,4,438308130,-53201376,1.278,2023-10-21 16:46:15,,176.0,292.0,20.0,175.79999999999995,175.79999999999995,159.0,15.0,13.06
3579.3,1.278,4,438308266,-53201418,1.278,2023-10-21 16:46:16,,177.0,292.0,20.0,176.0,176.0,159.0,15.0,13.33
3580.65,1.278,4,438308408,-53201419,1.278,2023-10-21 16:46:17,,176.0,293.0,20.0,176.20000000000005,176.20000000000005,159.0,15.0,13.79
3581.72,1.278,4,438308496,-53201419,1.278,2023-10-21 16:46:18,,176.0,293.0,20.0,176.39999999999998,176.39999999999998,159.0,15.0,14.3
3582.87,1.215,4,438308634,-53201442,1.215,2023-10-21 16:46:19,,177.0,293.0,20.0,176.60000000000002,176.60000000000002,160.0,15.0,14.68
3584.18,1.214,4,438308773,-53201442,1.214,2023-10-21 16:46:20,,178.0,293.0,20.0,176.79999999999995,176.79999999999995,160.0,15.0,14.88
3585.43,1.203,4,438308904,-53201420,1.203,2023-10-21 16:46:21,,178.0,294.0,20.0,177.0,177.0,160.0,15.0,14.94
3586.78,1.203,4,438309045,-53201402,1.203,2023-10-21 16:46:22,,177.0,294.0,20.0,177.20000000000005,177.20000000000005,160.0,15.0,14.89
3588.02,1.213,4,438309176,-53201402,1.213,2023-10-21 16:46:23,,178.0,294.0,20.0,177.39999999999998,177.39999999999998,161.0,15.0,14.83
3589.33,1.203,4,438309313,-53201419,1.203,2023-10-21 16:46:24,,178.0,295.0,20.0,177.60000000000002,177.60000000000002,161.0,15.0,14.76
3590.44,1.203,4,438309448,-53201441,1.203,2023-10-21 16:46:25,,179.0,295.0,20.0,177.79999999999995,177.79999999999995,161.0,15.0,14.71
3591.76,1.203,4,438309587,-53201459,1.203,2023-10-21 16:46:26,,178.0,295.0,20.0,178.0,178.0,161.0,15.0,14.66
3593.25,1.203,4,438309722,-53201497,1.203,2023-10-21 16:46:27,,177.0,296.0,20.0,178.20000000000005,178.20000000000005,161.0,15.0,14.59
3594.8,1.23,4,438309910,-53201522,1.23,2023-10-21 16:46:28,,177.0,296.0,20.0,178.39999999999998,178.39999999999998,162.0,15.0,14.56
3596.1,1.305,4,438310046,-53201539,1.305,2023-10-21 16:46:29,,177.0,296.0,20.0,178.60000000000002,178.60000000000002,162.0,15.0,14.54
3597.36,1.306,4,438310178,-53201561,1.306,2023-10-21 16:46:30,,178.0,297.0,20.0,178.79999999999995,178.79999999999995,162.0,15.0,14.51
3598.84,1.458,4,438310313,-53201599,1.458,2023-10-21 16:46:31,,177.0,297.0,20.0,179.0,179.0,162.0,15.0,14.48
3600.24,1.403,4,438310501,-53201641,1.403,2023-10-21 16:46:32,,176.0,297.0,20.0,179.20000000000005,179.20000000000005,162.0,15.0,14.4
3601.67,1.425,4,438310638,-53201720,1.425,2023-10-21 16:46:33,,177.0,298.0,20.0,179.39999999999998,179.39999999999998,163.0,15.0,14.23
3603.02,1.377,4,438310768,-53201796,1.377,2023-10-21 16:46:34,,177.0,298.0,20.0,179.60000000000002,179.60000000000002,163.0,15.0,13.75
3604.39,1.37,4,438310905,-53201854,1.37,2023-10-21 16:46:35,,177.0,298.0,20.0,179.60000000000002,179.60000000000002,163.0,15.0,12.99
3605.99,1.575,4,438311047,-53201919,1.575,2023-10-21 16:46:36,,177.0,299.0,20.0,179.79999999999995,179.79999999999995,163.0,15.0,12.11
3607.36,1.405,4,438311178,-53201995,1.405,2023-10-21 16:46:37,,177.0,299.0,20.0,180.0,180.0,163.0,15.0,11.25
3608.8,1.428,4,438311315,-53202076,1.428,2023-10-21 16:46:38,,178.0,299.0,20.0,180.20000000000005,180.20000000000005,163.0,15.0,10.55
3610.12,1.464,4,438311457,-53202159,1.464,2023-10-21 16:46:39,,177.0,300.0,20.0,180.20000000000005,180.20000000000005,163.0,15.0,10.04
3611.65,1.501,4,438311593,-53202215,1.501,2023-10-21 16:46:40,,177.0,300.0,20.0,180.39999999999998,180.39999999999998,164.0,15.0,9.73
3612.87,1.394,4,438311725,-53202292,1.394,2023-10-21 16:46:41,,177.0,300.0,20.0,180.60000000000002,180.60000000000002,164.0,15.0,9.71
3614.35,1.45,4,438311867,-53202375,1.45,2023-10-21 16:46:42,,176.0,301.0,20.0,180.79999999999995,180.79999999999995,164.0,15.0,9.96
3615.83,1.477,4,438312042,-53202435,1.477,2023-10-21 16:46:43,,178.0,301.0,19.0,181.0,181.0,164.0,15.0,10.41
3617.38,1.545,4,438312186,-53202455,1.545,2023-10-21 16:46:44,,177.0,301.0,19.0,181.20000000000005,181.20000000000005,164.0,15.0,10.87
3618.69,1.438,4,438312321,-53202494,1.438,2023-10-21 16:46:45,,176.0,301.0,19.0,181.39999999999998,181.39999999999998,165.0,15.0,11.3
3620.01,1.436,4,438312458,-53202478,1.436,2023-10-21 16:46:46,,175.0,302.0,19.0,181.60000000000002,181.60000000000002,165.0,15.0,11.57
3621.5,1.436,4,438312641,-53202455,1.436,2023-10-21 16:46:47,,174.0,302.0,19.0,181.79999999999995,181.79999999999995,165.0,15.0,11.68
3622.92,1.436,4,438312772,-53202455,1.436,2023-10-21 16:46:48,,173.0,302.0,19.0,182.0,182.0,165.0,15.0,11.72
3624.23,1.391,4,438312909,-53202455,1.391,2023-10-21 16:46:49,,173.0,303.0,19.0,182.20000000000005,182.20000000000005,165.0,15.0,11.72
3625.68,1.37,4,438313087,-53202455,1.37,2023-10-21 16:46:50,,173.0,303.0,19.0,182.39999999999998,182.39999999999998,166.0,15.0,11.6
3626.82,1.343,4,438313183,-53202476,1.343,2023-10-21 16:46:51,,173.0,303.0,19.0,182.60000000000002,182.60000000000002,166.0,15.0,11.46
3628.21,1.369,4,438313321,-53202533,1.369,2023-10-21 16:46:52,,174.0,304.0,19.0,182.79999999999995,182.79999999999995,166.0,15.0,11.39
3629.55,1.369,4,438313454,-53202594,1.369,2023-10-21 16:46:53,,175.0,304.0,19.0,183.0,183.0,166.0,15.0,11.4
3630.98,1.397,4,438313641,-53202653,1.397,2023-10-21 16:46:54,,175.0,304.0,19.0,183.0,183.0,166.0,15.0,11.38
3632.25,1.434,4,438313773,-53202692,1.434,2023-10-21 16:46:55,,174.0,305.0,19.0,183.20000000000005,183.20000000000005,166.0,15.0,11.33
3633.77,1.399,4,438313911,-53202732,1.399,2023-10-21 16:46:56,,174.0,305.0,19.0,183.39999999999998,183.39999999999998,167.0,15.0,11.2
3635.11,1.397,4,438314051,-53202717,1.397,2023-10-21 16:46:57,,173.0,305.0,19.0,183.60000000000002,183.60000000000002,167.0,15.0,11.08
3636.36,1.389,4,438314182,-53202716,1.389,2023-10-21 16:46:58,,174.0,306.0,19.0,183.79999999999995,183.79999999999995,167.0,15.0,10.98
3637.54,1.389,4,438314322,-53202755,1.389,2023-10-21 16:46:59,,174.0,306.0,19.0,184.0,184.0,167.0,15.0,10.87
3638.76,1.389,4,438314416,-53202813,1.389,2023-10-21 16:47:00,,174.0,306.0,19.0,184.0,184.0,167.0,15.0,10.73
3640.24,1.397,4,438314597,-53202796,1.397,2023-10-21 16:47:01,,174.0,306.0,19.0,184.20000000000005,184.20000000000005,167.0,15.0,10.63
3641.5,1.397,4,438314729,-53202774,1.397,2023-10-21 16:47:02,,173.0,307.0,19.0,184.39999999999998,184.39999999999998,168.0,15.0,10.6
3642.87,1.389,4,438314870,-53202813,1.389,2023-10-21 16:47:03,,172.0,307.0,19.0,184.60000000000002,184.60000000000002,168.0,15.0,10.66
3644.09,1.362,4,438315002,-53202889,1.362,2023-10-21 16:47:04,,172.0,307.0,19.0,184.79999999999995,184.79999999999995,168.0,15.0,10.75
3645.49,1.353,4,438315137,-53202968,1.353,2023-10-21 16:47:05,,172.0,308.0,19.0,185.0,185.0,168.0,15.0,10.85
3647.02,1.326,4,438315277,-53203072,1.326,2023-10-21 16:47:06,,172.0,308.0,19.0,185.20000000000005,185.20000000000005,168.0,15.0,11.0
3648.2,1.352,4,438315371,-53203114,1.352,2023-10-21 16:47:07,,172.0,308.0,19.0,185.39999999999998,185.39999999999998,168.0,15.0,11.23
3649.41,1.325,4,438315508,-53203171,1.325,2023-10-21 16:47:08,,173.0,309.0,19.0,185.39999999999998,185.39999999999998,169.0,15.0,11.48
3650.52,1.314,4,438315645,-53203172,1.314,2023-10-21 16:47:09,,175.0,309.0,19.0,185.60000000000002,185.60000000000002,169.0,15.0,11.58
3651.64,1.314,4,438315736,-53203155,1.314,2023-10-21 16:47:10,,174.0,309.0,19.0,185.79999999999995,185.79999999999995,169.0,15.0,11.56
3653.18,1.477,4,438315917,-53203092,1.477,2023-10-21 16:47:11,,172.0,310.0,19.0,186.0,186.0,169.0,15.0,11.42
3654.66,1.327,4,438316053,-53203114,1.327,2023-10-21 16:47:12,,172.0,310.0,19.0,186.20000000000005,186.20000000000005,169.0,15.0,11.21
3656.21,1.353,4,438316236,-53203171,1.353,2023-10-21 16:47:13,,172.0,310.0,19.0,186.20000000000005,186.20000000000005,169.0,15.0,10.95
3657.49,1.353,4,438316367,-53203210,1.353,2023-10-21 16:47:14,,172.0,310.0,19.0,186.39999999999998,186.39999999999998,170.0,15.0,10.68
3658.8,1.353,4,438316506,-53203211,1.353,2023-10-21 16:47:15,,173.0,311.0,19.0,186.60000000000002,186.60000000000002,170.0,15.0,10.44
3660.12,1.353,4,438316641,-53203173,1.353,2023-10-21 16:47:16,,172.0,311.0,19.0,186.79999999999995,186.79999999999995,170.0,15.0,10.31
3661.64,1.353,4,438316782,-53203194,1.353,2023-10-21 16:47:17,,173.0,311.0,19.0,187.0,187.0,170.0,15.0,10.29
3662.76,1.315,4,438316914,-53203233,1.315,2023-10-21 16:47:18,,173.0,312.0,19.0,187.0,187.0,170.0,15.0,10.35
3663.94,1.314,4,438317049,-53203288,1.314,2023-10-21 16:47:19,,173.0,312.0,19.0,187.20000000000005,187.20000000000005,170.0,15.0,10.42
3665.16,1.314,4,438317144,-53203346,1.314,2023-10-21 16:47:20,,172.0,312.0,19.0,187.39999999999998,187.39999999999998,171.0,15.0,10.52
3666.4,1.306,4,438317277,-53203424,1.306,2023-10-21 16:47:21,,172.0,313.0,19.0,187.60000000000002,187.60000000000002,171.0,15.0,10.56
3667.53,1.306,4,438317415,-53203428,1.306,2023-10-21 16:47:22,,173.0,313.0,19.0,187.60000000000002,187.60000000000002,171.0,15.0,10.53
3668.93,1.306,4,438317556,-53203371,1.306,2023-10-21 16:47:23,,173.0,313.0,19.0,187.79999999999995,187.79999999999995,171.0,15.0,10.49
3670.35,1.306,4,438317687,-53203371,1.306,2023-10-21 16:47:24,,172.0,314.0,19.0,188.0,188.0,171.0,15.0,10.44
3671.7,1.306,4,438317828,-53203387,1.306,2023-10-21 16:47:25,,172.0,314.0,19.0,188.20000000000005,188.20000000000005,171.0,15.0,10.39
3672.97,1.306,4,438317959,-53203425,1.306,2023-10-21 16:47:26,,173.0,314.0,19.0,188.39999999999998,188.39999999999998,171.0,15.0,10.37
3674.46,1.313,4,438318140,-53203449,1.313,2023-10-21 16:47:27,,172.0,314.0,19.0,188.60000000000002,188.60000000000002,172.0,15.0,10.48
3675.94,1.314,4,438318277,-53203466,1.314,2023-10-21 16:47:28,,172.0,315.0,19.0,188.79999999999995,188.79999999999995,172.0,15.0,10.72
3677.64,1.325,4,438318461,-53203489,1.325,2023-10-21 16:47:29,,172.0,315.0,19.0,188.79999999999995,188.79999999999995,172.0,15.0,11.07
3678.93,1.325,4,438318597,-53203506,1.325,2023-10-21 16:47:30,,173.0,315.0,19.0,189.0,189.0,172.0,15.0,11.47
3680.31,1.408,4,438318739,-53203547,1.408,2023-10-21 16:47:31,,172.0,316.0,19.0,189.20000000000005,189.20000000000005,172.0,15.0,11.83
3681.62,1.408,4,438318876,-53203570,1.408,2023-10-21 16:47:32,,172.0,316.0,19.0,189.39999999999998,189.39999999999998,173.0,15.0,12.06
3682.92,1.353,4,438319012,-53203587,1.353,2023-10-21 16:47:33,,172.0,316.0,19.0,189.60000000000002,189.60000000000002,173.0,15.0,12.16
3684.18,1.379,4,438319144,-53203609,1.379,2023-10-21 16:47:34,,173.0,317.0,19.0,189.79999999999995,189.79999999999995,173.0,15.0,12.12
3685.51,1.381,4,438319284,-53203610,1.381,2023-10-21 16:47:35,,172.0,317.0,19.0,190.0,190.0,173.0,15.0,11.97
3686.98,1.381,4,438319461,-53203571,1.381,2023-10-21 16:47:36,,172.0,317.0,19.0,190.20000000000005,190.20000000000005,173.0,15.0,11.77
3688.15,1.37,4,438319604,-53203587,1.37,2023-10-21 16:47:37,,172.0,318.0,19.0,190.39999999999998,190.39999999999998,173.0,15.0,11.62
3689.57,1.38,4,438319734,-53203608,1.38,2023-10-21 16:47:38,,173.0,318.0,19.0,190.60000000000002,190.60000000000002,174.0,15.0,11.5
3690.77,1.369,4,438319878,-53203587,1.369,2023-10-21 16:47:39,,173.0,318.0,19.0,190.79999999999995,190.79999999999995,174.0,15.0,11.46
3692.06,1.353,4,438320014,-53203587,1.353,2023-10-21 16:47:40,,173.0,318.0,19.0,190.79999999999995,190.79999999999995,174.0,15.0,11.52
3693.35,1.353,4,438320149,-53203570,1.353,2023-10-21 16:47:41,,174.0,319.0,19.0,191.0,191.0,174.0,15.0,11.64
3694.69,1.325,4,438320287,-53203530,1.325,2023-10-21 16:47:42,,173.0,319.0,19.0,191.20000000000005,191.20000000000005,174.0,15.0,11.79
3695.77,1.28,4,438320419,-53203508,1.28,2023-10-21 16:47:43,,174.0,319.0,19.0,191.39999999999998,191.39999999999998,175.0,15.0,12.01
3697.08,1.278,4,438320556,-53203491,1.278,2023-10-21 16:47:44,,175.0,320.0,19.0,191.60000000000002,191.60000000000002,175.0,15.0,12.28
