distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,heart_rate,calories,temperature,altitude,enhanced_altitude,ascent,descent,grade
0.0,0.0,20,438133965,-52892422,0.0,2023-10-21 16:20:43,,,,,,,,,
0.0,0.0,19,438133987,-52892413,0.0,2023-10-21 16:20:44,89.0,97.0,,,,,,,
0.0,0.0,18,438134010,-52892405,0.0,2023-10-21 16:20:45,,98.0,0.0,,,,,,
0.0,0.0,16,438134145,-52892618,0.0,2023-10-21 16:20:46,,98.0,0.0,,,,,,
0.0,0.0,16,438134103,-52892566,0.0,2023-10-21 16:20:47,,99.0,0.0,,,,,,
0.0,2.172,13,438134690,-52894704,2.172,2023-10-21 16:20:57,,101.0,0.0,22.0,,,,,
2.0,2.371,13,438134783,-52894946,2.371,2023-10-21 16:20:58,,101.0,0.0,22.0,,,,,
4.66,2.517,13,438134873,-52895283,2.517,2023-10-21 16:20:59,,102.0,0.0,22.0,,,,,
7.62,2.583,12,438134831,-52895670,2.583,2023-10-21 16:21:00,,103.0,0.0,22.0,,,,,
9.7,2.685,11,438134920,-52895940,2.685,2023-10-21 16:21:01,,104.0,0.0,22.0,,,,,
11.83,2.727,11,438135053,-52896145,2.727,2023-10-21 16:21:02,,105.0,0.0,22.0,,,,,
14.7,2.783,11,438135237,-52896457,2.783,2023-10-21 16:21:03,,106.0,1.0,22.0,,,,,
15.94,2.782,11,438135299,-52896607,2.782,2023-10-21 16:21:04,,106.0,1.0,22.0,,,,,
17.16,2.779,11,438135359,-52896755,2.779,2023-10-21 16:21:05,,105.0,1.0,22.0,,,,,
24.1,2.855,11,438135421,-52897666,2.855,2023-10-21 16:21:06,,104.0,1.0,22.0,,,,,
27.35,2.949,11,438135512,-52898087,2.949,2023-10-21 16:21:07,,101.0,1.0,22.0,,,,,
30.52,3.003,10,438135648,-52898484,3.003,2023-10-21 16:21:08,,100.0,1.0,22.0,,,,,
33.66,3.041,10,438135829,-52898841,3.041,2023-10-21 16:21:09,,98.0,1.0,22.0,,,,,
36.6,2.988,10,438136005,-52899172,2.988,2023-10-21 16:21:10,,97.0,1.0,22.0,,,,,
39.58,2.997,12,438136103,-52899539,2.997,2023-10-21 16:21:11,,96.0,2.0,22.0,,,,,
41.77,3.005,13,438136195,-52899816,3.005,2023-10-21 16:21:12,,95.0,2.0,22.0,,,,,
43.56,2.624,13,438136150,-52900054,2.624,2023-10-21 16:21:13,,94.0,2.0,22.0,,,,,
45.18,1.995,13,438136188,-52900261,1.995,2023-10-21 16:21:14,,93.0,2.0,22.0,,,,,
47.63,2.148,12,438136285,-52900570,2.148,2023-10-21 16:21:15,,94.0,2.0,22.0,,,,,
49.65,2.414,12,438136376,-52900833,2.414,2023-10-21 16:21:16,,95.0,2.0,22.0,,,,,
52.07,2.417,11,438136377,-52901150,2.417,2023-10-21 16:21:17,,95.0,2.0,22.0,,,,,
54.07,2.134,11,438136512,-52901368,2.134,2023-10-21 16:21:18,,96.0,2.0,22.0,,,,,
57.08,2.131,10,438136739,-52901663,2.131,2023-10-21 16:21:19,,97.0,2.0,22.0,,,,,
59.92,2.642,10,438137011,-52901823,2.642,2023-10-21 16:21:20,,98.0,3.0,22.0,,,,,
62.52,2.945,9,438137280,-52901770,2.945,2023-10-21 16:21:21,,99.0,3.0,22.0,,,,,
65.4,2.953,9,438137603,-52901690,2.953,2023-10-21 16:21:22,,99.0,3.0,22.0,,,,,
67.7,2.576,10,438137817,-52901636,2.576,2023-10-21 16:21:23,,100.0,3.0,22.0,,,,,
70.19,2.418,10,438138104,-52901530,2.418,2023-10-21 16:21:24,,101.0,3.0,22.0,,,,,
72.52,2.452,10,438138331,-52901434,2.452,2023-10-21 16:21:25,,101.0,3.0,22.0,,,,,
74.9,2.418,9,438138554,-52901394,2.418,2023-10-21 16:21:26,,102.0,3.0,22.0,,,,,
77.22,2.425,9,438138829,-52901315,2.425,2023-10-21 16:21:27,,102.0,3.0,22.0,,,,,
79.42,2.425,9,438139052,-52901275,2.425,2023-10-21 16:21:28,,103.0,4.0,22.0,,,,,
81.4,2.425,9,438139271,-52901310,2.425,2023-10-21 16:21:29,,104.0,4.0,22.0,,,,,
83.06,2.245,9,438139441,-52901246,2.245,2023-10-21 16:21:30,88.0,104.0,4.0,22.0,,,,,
84.7,2.049,10,438139607,-52901172,2.049,2023-10-21 16:21:31,,105.0,4.0,22.0,,,,,
86.36,2.028,10,438139787,-52901154,2.028,2023-10-21 16:21:32,,106.0,4.0,22.0,,,,,
88.28,2.028,10,438139972,-52901092,2.028,2023-10-21 16:21:33,,106.0,4.0,22.0,,,,,
90.05,1.786,11,438140153,-52901012,1.786,2023-10-21 16:21:34,,107.0,4.0,22.0,,,,,
92.26,1.668,12,438140380,-52901034,1.668,2023-10-21 16:21:35,,108.0,5.0,22.0,,,,,
95.44,2.686,12,438140746,-52901075,2.686,2023-10-21 16:21:36,,109.0,5.0,22.0,,,,,
97.63,2.686,12,438140969,-52901113,2.686,2023-10-21 16:21:37,,109.0,5.0,22.0,,,,,
100.8,1.674,12,438141290,-52901092,1.674,2023-10-21 16:21:38,,110.0,5.0,22.0,29.200000000000045,29.200000000000045,,,
102.77,1.667,11,438141520,-52901171,1.667,2023-10-21 16:21:39,,110.0,5.0,22.0,29.200000000000045,29.200000000000045,,,
104.64,1.667,12,438141610,-52901392,1.667,2023-10-21 16:21:40,,110.0,5.0,22.0,29.200000000000045,29.200000000000045,0.0,0.0,0.0
106.88,1.667,12,438141702,-52901649,1.667,2023-10-21 16:21:41,,111.0,5.0,22.0,29.200000000000045,29.200000000000045,0.0,0.0,0.0
108.83,1.667,13,438141836,-52901862,1.667,2023-10-21 16:21:42,,111.0,6.0,22.0,29.200000000000045,29.200000000000045,0.0,0.0,0.0
111.54,1.667,13,438141973,-52902181,1.667,2023-10-21 16:21:43,,111.0,6.0,22.0,29.200000000000045,29.200000000000045,0.0,0.0,0.0
114.19,1.667,13,438142065,-52902523,1.667,2023-10-21 16:21:44,,111.0,6.0,22.0,29.200000000000045,29.200000000000045,0.0,0.0,0.0
117.26,2.992,13,438142112,-52902926,2.992,2023-10-21 16:21:45,,111.0,6.0,22.0,29.200000000000045,29.200000000000045,0.0,0.0,0.0
120.48,3.172,14,438142202,-52903336,3.172,2023-10-21 16:21:46,,111.0,6.0,22.0,29.200000000000045,29.200000000000045,0.0,0.0,0.0
124.51,3.2,14,438142246,-52903874,3.2,2023-10-21 16:21:47,,111.0,6.0,22.0,29.200000000000045,29.200000000000045,0.0,0.0,0.0
127.93,3.27,15,438142379,-52904294,3.27,2023-10-21 16:21:48,,111.0,7.0,22.0,29.399999999999977,29.399999999999977,0.0,0.0,0.0
130.81,3.307,16,438142520,-52904650,3.307,2023-10-21 16:21:49,,111.0,7.0,22.0,29.399999999999977,29.399999999999977,0.0,0.0,0.0
134.06,3.294,18,438142608,-52905074,3.294,2023-10-21 16:21:50,,111.0,7.0,22.0,29.399999999999977,29.399999999999977,0.0,0.0,0.0
137.48,3.327,18,438142657,-52905525,3.327,2023-10-21 16:21:51,,111.0,7.0,22.0,29.399999999999977,29.399999999999977,0.0,0.0,0.0
141.06,3.392,18,438142792,-52905978,3.392,2023-10-21 16:21:52,,111.0,7.0,22.0,29.399999999999977,29.399999999999977,0.0,0.0,0.0
144.5,3.401,17,438142925,-52906405,3.401,2023-10-21 16:21:53,,110.0,7.0,22.0,29.399999999999977,29.399999999999977,0.0,0.0,0.0
148.63,3.409,17,438143234,-52906802,3.409,2023-10-21 16:21:54,,108.0,7.0,22.0,29.399999999999977,29.399999999999977,0.0,0.0,0.0
152.9,3.615,16,438143596,-52907162,3.615,2023-10-21 16:21:55,,105.0,8.0,22.0,29.399999999999977,29.399999999999977,0.0,0.0,0.0
157.5,3.862,15,438143960,-52907559,3.862,2023-10-21 16:21:56,,102.0,8.0,22.0,29.600000000000023,29.600000000000023,0.0,0.0,0.0
161.07,4.053,15,438144065,-52908014,4.053,2023-10-21 16:21:57,,101.0,8.0,22.0,29.600000000000023,29.600000000000023,0.0,0.0,0.0
165.0,4.032,14,438144199,-52908508,4.032,2023-10-21 16:21:58,,100.0,8.0,22.0,29.600000000000023,29.600000000000023,0.0,0.0,0.0
168.87,3.989,14,438144292,-52909006,3.989,2023-10-21 16:21:59,,101.0,8.0,22.0,29.600000000000023,29.600000000000023,0.0,0.0,0.0
171.72,3.947,15,438144458,-52909339,3.947,2023-10-21 16:22:00,,102.0,8.0,22.0,29.600000000000023,29.600000000000023,0.0,0.0,0.0
176.13,3.91,15,438144624,-52909890,3.91,2023-10-21 16:22:01,,104.0,8.0,22.0,29.799999999999955,29.799999999999955,0.0,0.0,0.0
181.58,3.877,14,438144789,-52910584,3.877,2023-10-21 16:22:02,,106.0,9.0,22.0,29.799999999999955,29.799999999999955,0.0,0.0,0.0
185.38,3.752,14,438144883,-52911070,3.752,2023-10-21 16:22:03,,107.0,9.0,22.0,29.799999999999955,29.799999999999955,0.0,0.0,0.0
189.26,3.862,14,438145062,-52911551,3.862,2023-10-21 16:22:04,,106.0,9.0,22.0,29.799999999999955,29.799999999999955,0.0,0.0,0.0
192.59,3.885,14,438145200,-52911950,3.885,2023-10-21 16:22:05,,104.0,9.0,22.0,29.799999999999955,29.799999999999955,0.0,0.0,0.0
196.27,3.727,14,438145336,-52912424,3.727,2023-10-21 16:22:06,,102.0,9.0,22.0,29.799999999999955,29.799999999999955,0.0,0.0,0.0
199.9,3.658,14,438145343,-52912908,3.658,2023-10-21 16:22:07,,100.0,9.0,22.0,30.0,30.0,0.0,0.0,0.0
202.63,3.647,14,438145386,-52913266,3.647,2023-10-21 16:22:08,,99.0,9.0,22.0,30.0,30.0,0.0,0.0,0.0
204.79,3.178,14,438145432,-52913550,3.178,2023-10-21 16:22:09,,98.0,9.0,22.0,30.0,30.0,0.0,0.0,0.0
207.68,2.466,14,438145521,-52913922,2.466,2023-10-21 16:22:10,,97.0,10.0,22.0,30.0,30.0,0.0,0.0,0.0
210.34,2.503,13,438145612,-52914260,2.503,2023-10-21 16:22:11,,96.0,10.0,22.0,30.0,30.0,0.0,0.0,0.0
211.72,2.582,13,438145616,-52914448,2.582,2023-10-21 16:22:12,,96.0,10.0,22.0,30.0,30.0,0.0,0.0,0.0
213.49,2.317,13,438145616,-52914684,2.317,2023-10-21 16:22:13,,96.0,10.0,22.0,30.200000000000045,30.200000000000045,0.0,0.0,0.0
215.85,2.183,13,438145659,-52914995,2.183,2023-10-21 16:22:14,,95.0,10.0,22.0,30.200000000000045,30.200000000000045,0.0,0.0,0.0
218.27,2.506,21,438145661,-52915318,2.506,2023-10-21 16:22:15,,95.0,10.0,22.0,30.200000000000045,30.200000000000045,0.0,0.0,0.91
220.82,2.519,21,438145705,-52915652,2.519,2023-10-21 16:22:16,,95.0,10.0,22.0,30.200000000000045,30.200000000000045,0.0,0.0,1.21
223.69,2.519,21,438145795,-52916016,2.519,2023-10-21 16:22:17,,96.0,10.0,22.0,30.399999999999977,30.399999999999977,0.0,0.0,1.43
225.79,2.562,21,438145841,-52916292,2.562,2023-10-21 16:22:18,,96.0,10.0,22.0,30.399999999999977,30.399999999999977,0.0,0.0,1.62
228.86,2.902,20,438145974,-52916663,2.902,2023-10-21 16:22:19,,97.0,11.0,22.0,30.399999999999977,30.399999999999977,0.0,0.0,1.79
232.99,2.836,19,438146268,-52917076,2.836,2023-10-21 16:22:20,,97.0,11.0,22.0,30.600000000000023,30.600000000000023,0.0,0.0,1.93
236.55,2.984,18,438146652,-52917217,2.984,2023-10-21 16:22:21,,98.0,11.0,22.0,30.600000000000023,30.600000000000023,0.0,0.0,2.09
239.84,3.194,17,438147011,-52917181,3.194,2023-10-21 16:22:22,,99.0,11.0,22.0,30.799999999999955,30.799999999999955,0.0,0.0,2.32
243.92,3.804,17,438147417,-52917082,3.804,2023-10-21 16:22:23,,99.0,11.0,22.0,31.0,31.0,1.0,0.0,2.62
247.94,3.833,17,438147830,-52916963,3.833,2023-10-21 16:22:24,,100.0,11.0,22.0,31.200000000000045,31.200000000000045,1.0,0.0,2.94
251.87,3.753,17,438148282,-52916882,3.753,2023-10-21 16:22:25,,100.0,11.0,22.0,31.200000000000045,31.200000000000045,1.0,0.0,3.21
255.71,3.738,17,438148656,-52916784,3.738,2023-10-21 16:22:26,,101.0,11.0,22.0,31.399999999999977,31.399999999999977,1.0,0.0,3.35
258.87,3.776,16,438149014,-52916705,3.776,2023-10-21 16:22:27,,103.0,12.0,22.0,31.399999999999977,31.399999999999977,1.0,0.0,3.4
263.14,3.908,16,438149462,-52916588,3.908,2023-10-21 16:22:28,,104.0,12.0,22.0,31.600000000000023,31.600000000000023,1.0,0.0,3.37
266.03,4.012,15,438149744,-52916523,4.012,2023-10-21 16:22:29,,105.0,12.0,22.0,31.799999999999955,31.799999999999955,1.0,0.0,3.33
268.65,3.576,15,438150063,-52916503,3.576,2023-10-21 16:22:30,,105.0,12.0,22.0,32.0,32.0,1.0,0.0,3.27
271.79,3.263,15,438150381,-52916443,3.263,2023-10-21 16:22:31,,106.0,12.0,22.0,32.0,32.0,2.0,0.0,3.22
275.84,3.501,14,438150827,-52916364,3.501,2023-10-21 16:22:32,,108.0,12.0,22.0,32.200000000000045,32.200000000000045,2.0,0.0,3.26
279.64,3.653,14,438151197,-52916268,3.653,2023-10-21 16:22:33,,109.0,12.0,22.0,32.39999999999998,32.39999999999998,2.0,0.0,3.37
283.46,3.772,14,438151605,-52916150,3.772,2023-10-21 16:22:34,,110.0,13.0,22.0,32.60000000000002,32.60000000000002,2.0,0.0,3.53
285.75,3.804,14,438151841,-52916030,3.804,2023-10-21 16:22:35,,111.0,13.0,22.0,32.799999999999955,32.799999999999955,2.0,0.0,3.7
288.21,2.736,14,438152111,-52915949,2.736,2023-10-21 16:22:36,,112.0,13.0,22.0,32.799999999999955,32.799999999999955,2.0,0.0,3.8
290.89,2.688,13,438152385,-52915853,2.688,2023-10-21 16:22:37,,113.0,13.0,22.0,33.0,33.0,3.0,0.0,3.82
292.61,2.69,13,438152571,-52915865,2.69,2023-10-21 16:22:38,,113.0,13.0,22.0,33.200000000000045,33.200000000000045,3.0,0.0,3.76
295.41,2.814,12,438152796,-52916094,2.814,2023-10-21 16:22:39,,112.0,13.0,22.0,33.200000000000045,33.200000000000045,3.0,0.0,3.75
298.17,2.775,12,438153024,-52916311,2.775,2023-10-21 16:22:40,,111.0,14.0,22.0,33.39999999999998,33.39999999999998,3.0,0.0,3.73
300.94,2.774,12,438153207,-52916608,2.774,2023-10-21 16:22:41,,111.0,14.0,22.0,33.39999999999998,33.39999999999998,3.0,0.0,3.64
304.33,2.774,12,438153303,-52917041,2.774,2023-10-21 16:22:42,,110.0,14.0,22.0,33.39999999999998,33.39999999999998,3.0,0.0,3.49
307.21,2.82,12,438153351,-52917419,2.82,2023-10-21 16:22:43,,110.0,14.0,22.0,33.39999999999998,33.39999999999998,3.0,0.0,3.22
310.43,3.09,12,438153483,-52917816,3.09,2023-10-21 16:22:44,,109.0,14.0,22.0,33.60000000000002,33.60000000000002,3.0,0.0,2.86
315.72,3.283,12,438153802,-52918398,3.283,2023-10-21 16:22:45,,110.0,14.0,22.0,33.60000000000002,33.60000000000002,3.0,0.0,2.5
320.7,4.024,11,438153982,-52919017,4.024,2023-10-21 16:22:46,,111.0,14.0,22.0,33.60000000000002,33.60000000000002,3.0,0.0,2.15
324.57,4.38,10,438154164,-52919487,4.38,2023-10-21 16:22:47,,111.0,15.0,22.0,33.60000000000002,33.60000000000002,3.0,0.0,1.83
328.3,4.161,10,438154302,-52919962,4.161,2023-10-21 16:22:48,,112.0,15.0,22.0,33.60000000000002,33.60000000000002,4.0,0.0,1.53
331.59,3.799,9,438154439,-52920366,3.799,2023-10-21 16:22:49,,113.0,15.0,22.0,33.60000000000002,33.60000000000002,4.0,0.0,1.27
335.06,3.656,11,438154577,-52920800,3.656,2023-10-21 16:22:50,,112.0,15.0,22.0,33.799999999999955,33.799999999999955,4.0,0.0,0.22
339.13,3.571,11,438154668,-52921332,3.571,2023-10-21 16:22:51,,112.0,15.0,22.0,33.799999999999955,33.799999999999955,4.0,0.0,0.0
343.46,3.99,10,438154808,-52921888,3.99,2023-10-21 16:22:52,,111.0,15.0,22.0,33.799999999999955,33.799999999999955,4.0,0.0,0.0
347.37,3.951,10,438154898,-52922396,3.951,2023-10-21 16:22:53,,110.0,16.0,22.0,33.799999999999955,33.799999999999955,4.0,0.0,0.0
351.45,4.018,10,438154945,-52922934,4.018,2023-10-21 16:22:54,,110.0,16.0,22.0,34.0,34.0,4.0,0.0,0.0
355.15,3.857,10,438155033,-52923422,3.857,2023-10-21 16:22:55,,109.0,16.0,22.0,34.0,34.0,4.0,0.0,0.82
358.88,3.786,9,438155123,-52923900,3.786,2023-10-21 16:22:56,,109.0,16.0,22.0,34.0,34.0,4.0,0.0,1.13
362.68,3.8,12,438155262,-52924391,3.8,2023-10-21 16:22:57,,109.0,16.0,22.0,34.200000000000045,34.200000000000045,4.0,0.0,1.27
366.51,3.819,12,438155308,-52924889,3.819,2023-10-21 16:22:58,,110.0,16.0,22.0,34.200000000000045,34.200000000000045,4.0,0.0,1.4
370.41,3.877,11,438155440,-52925391,3.877,2023-10-21 16:22:59,,110.0,16.0,22.0,34.39999999999998,34.39999999999998,4.0,0.0,1.51
373.98,3.701,11,438155530,-52925853,3.701,2023-10-21 16:23:00,,111.0,17.0,22.0,34.39999999999998,34.39999999999998,4.0,0.0,1.62
378.08,3.569,10,438155667,-52926381,3.569,2023-10-21 16:23:01,,111.0,17.0,22.0,34.60000000000002,34.60000000000002,4.0,0.0,1.76
381.16,3.557,10,438155760,-52926762,3.557,2023-10-21 16:23:02,,111.0,17.0,22.0,34.60000000000002,34.60000000000002,4.0,0.0,1.94
384.76,3.603,11,438155854,-52927229,3.603,2023-10-21 16:23:03,,111.0,17.0,22.0,34.799999999999955,34.799999999999955,4.0,0.0,2.11
388.42,3.653,11,438155899,-52927716,3.653,2023-10-21 16:23:04,,111.0,17.0,22.0,34.799999999999955,34.799999999999955,4.0,0.0,2.26
392.05,3.647,10,438156034,-52928182,3.647,2023-10-21 16:23:05,,111.0,17.0,22.0,35.0,35.0,4.0,0.0,2.39
395.65,3.597,10,438156124,-52928649,3.597,2023-10-21 16:23:06,,111.0,17.0,22.0,35.0,35.0,5.0,0.0,2.5
400.17,3.587,10,438156171,-52929248,3.587,2023-10-21 16:23:07,,111.0,18.0,22.0,35.200000000000045,35.200000000000045,5.0,0.0,2.53
404.03,3.785,10,438156262,-52929748,3.785,2023-10-21 16:23:08,,111.0,18.0,22.0,35.200000000000045,35.200000000000045,5.0,0.0,2.53
407.31,3.821,10,438156352,-52930165,3.821,2023-10-21 16:23:09,,112.0,18.0,22.0,35.39999999999998,35.39999999999998,5.0,0.0,2.51
411.16,3.914,10,438156530,-52930641,3.914,2023-10-21 16:23:10,,112.0,18.0,22.0,35.39999999999998,35.39999999999998,5.0,0.0,2.48
413.52,3.932,10,438156625,-52930929,3.932,2023-10-21 16:23:11,,113.0,18.0,21.0,35.60000000000002,35.60000000000002,5.0,0.0,2.47
417.26,3.841,10,438156674,-52931424,3.841,2023-10-21 16:23:12,,113.0,18.0,21.0,35.60000000000002,35.60000000000002,5.0,0.0,2.45
421.25,3.959,10,438156762,-52931945,3.959,2023-10-21 16:23:13,,113.0,19.0,21.0,35.799999999999955,35.799999999999955,5.0,0.0,2.43
424.37,3.983,9,438156853,-52932351,3.983,2023-10-21 16:23:14,,112.0,19.0,21.0,35.799999999999955,35.799999999999955,5.0,0.0,2.37
429.19,3.986,9,438156857,-52932997,3.986,2023-10-21 16:23:15,,112.0,19.0,21.0,36.0,36.0,6.0,0.0,2.32
432.65,3.987,9,438156987,-52933425,3.987,2023-10-21 16:23:16,,112.0,19.0,21.0,36.0,36.0,6.0,0.0,2.27
435.79,3.286,9,438157080,-52933825,3.286,2023-10-21 16:23:17,,112.0,19.0,21.0,36.200000000000045,36.200000000000045,6.0,0.0,2.22
438.33,3.147,9,438157172,-52934150,3.147,2023-10-21 16:23:18,,111.0,19.0,21.0,36.200000000000045,36.200000000000045,6.0,0.0,2.2
441.66,3.345,9,438157220,-52934591,3.345,2023-10-21 16:23:19,,112.0,20.0,21.0,36.39999999999998,36.39999999999998,6.0,0.0,2.17
446.07,3.378,8,438157308,-52935164,3.378,2023-10-21 16:23:20,,112.0,20.0,21.0,36.39999999999998,36.39999999999998,6.0,0.0,2.16
451.69,5.007,8,438157312,-52935913,5.007,2023-10-21 16:23:21,,113.0,20.0,21.0,36.39999999999998,36.39999999999998,6.0,0.0,2.13
456.26,5.328,8,438157355,-52936518,5.328,2023-10-21 16:23:22,,114.0,20.0,21.0,36.39999999999998,36.39999999999998,6.0,0.0,2.06
460.08,4.087,9,438157487,-52936999,4.087,2023-10-21 16:23:23,,114.0,20.0,21.0,36.60000000000002,36.60000000000002,6.0,0.0,1.9
464.5,3.885,9,438157582,-52937577,3.885,2023-10-21 16:23:24,,115.0,20.0,21.0,36.60000000000002,36.60000000000002,6.0,0.0,1.63
469.33,4.663,8,438157630,-52938223,4.663,2023-10-21 16:23:25,,116.0,20.0,21.0,36.60000000000002,36.60000000000002,6.0,0.0,1.32
473.34,4.802,10,438157631,-52938759,4.802,2023-10-21 16:23:26,,118.0,21.0,21.0,36.60000000000002,36.60000000000002,6.0,0.0,1.07
477.6,4.358,11,438157674,-52939324,4.358,2023-10-21 16:23:27,,119.0,21.0,21.0,36.60000000000002,36.60000000000002,6.0,0.0,0.21
482.64,4.269,11,438157765,-52939991,4.269,2023-10-21 16:23:28,,120.0,21.0,21.0,36.60000000000002,36.60000000000002,6.0,0.0,0.0
487.16,4.491,10,438157767,-52940597,4.491,2023-10-21 16:23:29,,120.0,21.0,21.0,36.60000000000002,36.60000000000002,6.0,0.0,0.0
492.02,4.834,10,438157901,-52941227,4.834,2023-10-21 16:23:30,,120.0,21.0,21.0,36.799999999999955,36.799999999999955,6.0,0.0,0.0
497.65,4.888,9,438157947,-52941976,4.888,2023-10-21 16:23:31,,119.0,22.0,21.0,36.799999999999955,36.799999999999955,6.0,0.0,0.0
502.65,4.952,9,438158122,-52942601,4.952,2023-10-21 16:23:32,,118.0,22.0,21.0,36.799999999999955,36.799999999999955,6.0,0.0,0.0
506.31,4.964,9,438158219,-52943070,4.964,2023-10-21 16:23:33,,118.0,22.0,21.0,36.799999999999955,36.799999999999955,6.0,0.0,0.0
510.93,4.686,9,438158309,-52943674,4.686,2023-10-21 16:23:34,,117.0,22.0,21.0,36.799999999999955,36.799999999999955,6.0,0.0,0.0
514.71,4.631,9,438158444,-52944157,4.631,2023-10-21 16:23:35,,116.0,22.0,21.0,36.799999999999955,36.799999999999955,6.0,0.0,0.0
517.44,3.524,9,438158536,-52944503,3.524,2023-10-21 16:23:36,,115.0,22.0,21.0,37.0,37.0,6.0,0.0,0.0
521.67,3.464,9,438158628,-52945054,3.464,2023-10-21 16:23:37,,114.0,23.0,21.0,37.0,37.0,6.0,0.0,0.0
525.75,3.865,9,438158722,-52945590,3.865,2023-10-21 16:23:38,,113.0,23.0,21.0,37.0,37.0,6.0,0.0,0.0
528.95,3.997,8,438158679,-52946010,3.997,2023-10-21 16:23:39,,112.0,23.0,21.0,37.0,37.0,6.0,0.0,0.0
532.91,4.014,8,438158807,-52946520,4.014,2023-10-21 16:23:40,,111.0,23.0,21.0,37.0,37.0,6.0,0.0,0.0
536.82,4.026,9,438158898,-52947022,4.026,2023-10-21 16:23:41,,110.0,23.0,21.0,37.0,37.0,6.0,0.0,0.0
541.24,4.41,9,438159035,-52947593,4.41,2023-10-21 16:23:42,,109.0,23.0,21.0,37.0,37.0,6.0,0.0,0.0
545.79,4.519,10,438159128,-52948189,4.519,2023-10-21 16:23:43,,109.0,23.0,21.0,37.200000000000045,37.200000000000045,6.0,0.0,0.0
550.18,4.38,10,438159263,-52948750,4.38,2023-10-21 16:23:44,,109.0,24.0,21.0,37.200000000000045,37.200000000000045,6.0,0.0,0.0
554.59,4.294,9,438159356,-52949323,4.294,2023-10-21 16:23:45,,110.0,24.0,21.0,37.200000000000045,37.200000000000045,6.0,0.0,0.0
559.17,4.646,9,438159490,-52949918,4.646,2023-10-21 16:23:46,,111.0,24.0,21.0,37.200000000000045,37.200000000000045,6.0,0.0,0.0
563.97,4.741,9,438159582,-52950548,4.741,2023-10-21 16:23:47,,112.0,24.0,21.0,37.39999999999998,37.39999999999998,6.0,0.0,0.0
568.57,4.572,8,438159760,-52951128,4.572,2023-10-21 16:23:48,,112.0,24.0,21.0,37.39999999999998,37.39999999999998,6.0,0.0,0.0
572.77,4.251,8,438159856,-52951672,4.251,2023-10-21 16:23:49,,112.0,24.0,21.0,37.39999999999998,37.39999999999998,6.0,0.0,0.0
576.8,4.177,8,438159991,-52952190,4.177,2023-10-21 16:23:50,,111.0,25.0,21.0,37.60000000000002,37.60000000000002,6.0,0.0,0.81
580.46,4.175,10,438160083,-52952664,4.175,2023-10-21 16:23:51,,111.0,25.0,21.0,37.60000000000002,37.60000000000002,6.0,0.0,1.1
584.45,4.133,11,438160131,-52953198,4.133,2023-10-21 16:23:52,,110.0,25.0,21.0,37.60000000000002,37.60000000000002,6.0,0.0,1.18
588.39,4.104,11,438160134,-52953722,4.104,2023-10-21 16:23:53,,110.0,25.0,21.0,37.799999999999955,37.799999999999955,7.0,0.0,1.26
592.7,3.979,11,438160177,-52954294,3.979,2023-10-21 16:23:54,,109.0,25.0,21.0,37.799999999999955,37.799999999999955,7.0,0.0,1.36
595.34,3.818,11,438160222,-52954641,3.818,2023-10-21 16:23:55,,110.0,25.0,21.0,38.0,38.0,7.0,0.0,1.44
598.83,3.595,10,438160311,-52955094,3.595,2023-10-21 16:23:56,,111.0,25.0,21.0,38.0,38.0,7.0,0.0,1.52
602.34,3.57,10,438160490,-52955517,3.57,2023-10-21 16:23:57,,111.0,26.0,21.0,38.0,38.0,7.0,0.0,1.61
606.21,3.793,10,438160756,-52955911,3.793,2023-10-21 16:23:58,,112.0,26.0,21.0,38.200000000000045,38.200000000000045,7.0,0.0,1.72
610.12,3.942,10,438161065,-52956264,3.942,2023-10-21 16:23:59,,113.0,26.0,21.0,38.39999999999998,38.39999999999998,7.0,0.0,1.92
613.68,3.658,10,438161389,-52956553,3.658,2023-10-21 16:24:00,,114.0,26.0,21.0,38.60000000000002,38.60000000000002,7.0,0.0,2.21
617.53,3.786,9,438161625,-52956948,3.786,2023-10-21 16:24:01,,115.0,26.0,21.0,38.799999999999955,38.799999999999955,7.0,0.0,2.56
620.93,3.538,9,438161807,-52957342,3.538,2023-10-21 16:24:02,,116.0,26.0,21.0,38.799999999999955,38.799999999999955,7.0,0.0,2.91
624.51,3.521,9,438161989,-52957779,3.521,2023-10-21 16:24:03,,116.0,27.0,21.0,39.0,39.0,8.0,0.0,3.21
627.81,3.326,9,438162171,-52958157,3.326,2023-10-21 16:24:04,,117.0,27.0,21.0,39.200000000000045,39.200000000000045,8.0,0.0,3.44
630.97,3.314,8,438162354,-52958481,3.314,2023-10-21 16:24:05,,118.0,27.0,21.0,39.200000000000045,39.200000000000045,8.0,0.0,3.56
633.88,3.314,9,438162578,-52958761,3.314,2023-10-21 16:24:06,,119.0,27.0,21.0,39.39999999999998,39.39999999999998,8.0,0.0,3.59
636.68,3.314,10,438162806,-52959040,3.314,2023-10-21 16:24:07,,120.0,27.0,21.0,39.60000000000002,39.60000000000002,8.0,0.0,3.58
639.47,3.306,13,438162998,-52959308,3.306,2023-10-21 16:24:08,,121.0,27.0,21.0,39.60000000000002,39.60000000000002,8.0,0.0,3.49
