cadence,calories,distance,enhanced_speed,gps_accuracy,heart_rate,position_lat,position_long,speed,timestamp,altitude,ascent,battery_soc,descent,enhanced_altitude,grade,power,temperature,left_right_balance
0,0,0.0,0.0,11,100,438133373,-52890891,0.0,2024-01-24 15:22:21,,,,,,,,,
0,0,0.0,0.0,11,99,438133373,-52890891,0.0,2024-01-24 15:22:22,29.200000000000045,0.0,73.0,0.0,29.200000000000045,0.0,0.0,,
0,0,0.0,0.0,11,98,438133373,-52890891,0.0,2024-01-24 15:22:23,29.200000000000045,0.0,,0.0,29.200000000000045,0.0,0.0,,
0,0,0.03,0.248,11,98,438133373,-52890887,0.248,2024-01-24 15:22:24,29.200000000000045,0.0,,0.0,29.200000000000045,0.0,0.0,17.0,
0,0,0.5,1.173,12,97,438133384,-52890828,1.173,2024-01-24 15:22:25,29.200000000000045,0.0,,0.0,29.200000000000045,0.0,0.0,17.0,
0,0,2.04,1.444,13,97,438133397,-52890633,1.444,2024-01-24 15:22:26,29.200000000000045,0.0,,0.0,29.200000000000045,0.0,0.0,17.0,
0,0,3.69,1.444,12,96,438133297,-52890444,1.444,2024-01-24 15:22:27,29.200000000000045,0.0,,0.0,29.200000000000045,0.0,0.0,17.0,
45,0,5.93,1.556,12,96,438133150,-52890209,1.556,2024-01-24 15:22:28,29.200000000000045,0.0,,0.0,29.200000000000045,0.0,67.0,17.0,177.0
59,0,8.82,2.115,11,96,438132977,-52889887,2.115,2024-01-24 15:22:29,29.0,0.0,,0.0,29.0,0.0,193.0,17.0,177.0
65,0,11.98,2.779,11,96,438132851,-52889498,2.779,2024-01-24 15:22:30,29.0,0.0,,0.0,29.0,0.0,202.0,17.0,178.0
73,0,15.43,3.025,11,97,438132739,-52889061,3.025,2024-01-24 15:22:31,29.0,0.0,,0.0,29.0,0.0,142.0,17.0,167.0
0,0,19.19,3.031,10,98,438132546,-52888627,3.031,2024-01-24 15:22:32,28.799999999999955,0.0,,0.0,28.799999999999955,0.0,0.0,17.0,168.0
0,0,22.98,3.325,10,99,438132318,-52888205,3.325,2024-01-24 15:22:33,28.799999999999955,0.0,,1.0,28.799999999999955,-1.64,0.0,17.0,172.0
0,0,26.76,3.094,10,99,438132090,-52887794,3.094,2024-01-24 15:22:34,28.600000000000023,0.0,,1.0,28.600000000000023,-2.84,0.0,17.0,175.0
0,0,29.92,2.956,10,102,438131885,-52887453,2.956,2024-01-24 15:22:35,28.600000000000023,0.0,,2.0,28.600000000000023,-2.88,0.0,17.0,179.0
0,0,33.37,3.18,10,103,438131770,-52887012,3.18,2024-01-24 15:22:36,28.600000000000023,0.0,,2.0,28.600000000000023,-2.71,0.0,17.0,182.0
0,0,37.41,3.746,10,103,438131703,-52886490,3.746,2024-01-24 15:22:37,28.399999999999977,0.0,,2.0,28.399999999999977,-2.47,0.0,17.0,186.0
0,0,41.74,4.258,11,103,438131557,-52885938,4.258,2024-01-24 15:22:38,28.399999999999977,0.0,,2.0,28.399999999999977,-2.26,0.0,17.0,190.0
0,0,45.98,4.231,14,102,438131385,-52885403,4.231,2024-01-24 15:22:39,28.200000000000045,0.0,,2.0,28.200000000000045,-2.12,0.0,17.0,193.0
0,0,50.03,4.078,16,101,438131249,-52884891,4.078,2024-01-24 15:22:40,28.200000000000045,0.0,,2.0,28.200000000000045,-2.0,0.0,17.0,197.0
82,0,53.93,3.856,16,104,438131111,-52884401,3.856,2024-01-24 15:22:41,28.200000000000045,0.0,,2.0,28.200000000000045,-1.91,0.0,17.0,200.0
82,0,57.82,3.798,15,103,438130975,-52883912,3.798,2024-01-24 15:22:42,28.0,0.0,,2.0,28.0,-1.85,5.0,17.0,192.0
80,0,62.76,3.894,15,103,438130849,-52883271,3.894,2024-01-24 15:22:43,28.0,0.0,,2.0,28.0,-1.85,30.0,17.0,153.0
74,0,68.01,4.34,15,103,438130758,-52882582,4.34,2024-01-24 15:22:44,27.799999999999955,0.0,,2.0,27.799999999999955,-1.94,46.0,17.0,153.0
0,0,73.06,4.413,15,103,438130636,-52881930,4.413,2024-01-24 15:22:45,27.600000000000023,0.0,,2.0,27.600000000000023,-2.08,0.0,17.0,155.0
0,0,77.22,4.527,15,103,438130418,-52881441,4.527,2024-01-24 15:22:46,27.600000000000023,0.0,,2.0,27.600000000000023,-2.17,0.0,17.0,158.0
0,0,79.21,4.468,15,100,438130238,-52881297,4.468,2024-01-24 15:22:47,27.399999999999977,0.0,,3.0,27.399999999999977,-2.24,0.0,17.0,160.0
8,0,81.16,3.695,16,97,438130034,-52881319,3.695,2024-01-24 15:22:48,27.399999999999977,0.0,,3.0,27.399999999999977,-2.31,1.0,17.0,163.0
82,0,84.3,3.103,17,96,438129718,-52881279,3.103,2024-01-24 15:22:49,27.200000000000045,0.0,,3.0,27.200000000000045,-2.37,77.0,17.0,165.0
87,1,88.74,3.523,20,95,438129242,-52881258,3.523,2024-01-24 15:22:50,27.0,0.0,,3.0,27.0,-2.42,127.0,17.0,176.0
88,1,93.5,4.33,25,95,438128719,-52881298,4.33,2024-01-24 15:22:51,27.0,0.0,,3.0,27.0,-2.47,110.0,17.0,174.0
87,1,97.67,4.597,24,97,438128263,-52881337,4.597,2024-01-24 15:22:52,26.799999999999955,0.0,,3.0,26.799999999999955,-2.58,100.0,17.0,145.0
77,1,102.1,4.47,24,98,438127806,-52881372,4.47,2024-01-24 15:22:53,26.600000000000023,0.0,,3.0,26.600000000000023,-2.74,95.0,17.0,145.0
0,1,106.21,4.338,23,98,438127359,-52881376,4.338,2024-01-24 15:22:54,26.600000000000023,0.0,,3.0,26.600000000000023,-2.82,0.0,17.0,150.0
0,1,109.84,4.257,23,99,438126952,-52881336,4.257,2024-01-24 15:22:55,26.399999999999977,0.0,,4.0,26.399999999999977,-2.81,0.0,17.0,156.0
0,1,113.86,4.068,23,98,438126545,-52881311,4.068,2024-01-24 15:22:56,26.399999999999977,0.0,,4.0,26.399999999999977,-2.73,0.0,17.0,161.0
0,1,117.71,3.936,23,96,438126134,-52881328,3.936,2024-01-24 15:22:57,26.200000000000045,0.0,,4.0,26.200000000000045,-2.61,0.0,17.0,166.0
0,1,121.53,3.923,22,94,438125715,-52881323,3.923,2024-01-24 15:22:58,26.0,0.0,,4.0,26.0,-2.51,0.0,17.0,172.0
74,1,125.89,4.062,23,90,438125248,-52881315,4.062,2024-01-24 15:22:59,26.0,0.0,,4.0,26.0,-2.52,55.0,17.0,177.0
79,1,130.53,4.486,23,90,438124746,-52881364,4.486,2024-01-24 15:23:00,25.799999999999955,0.0,,4.0,25.799999999999955,-2.61,107.0,17.0,179.0
84,1,135.11,4.659,23,91,438124258,-52881457,4.659,2024-01-24 15:23:01,25.600000000000023,0.0,,4.0,25.600000000000023,-2.69,156.0,17.0,170.0
85,1,139.37,4.889,22,91,438123811,-52881590,4.889,2024-01-24 15:23:02,25.399999999999977,0.0,,4.0,25.399999999999977,-2.84,167.0,17.0,173.0
82,1,143.41,4.894,23,94,438123379,-52881645,4.894,2024-01-24 15:23:03,25.200000000000045,0.0,,5.0,25.200000000000045,-3.08,144.0,17.0,171.0
85,2,148.56,5.0,24,97,438122837,-52881547,5.0,2024-01-24 15:23:04,25.0,0.0,,5.0,25.0,-3.26,129.0,17.0,174.0
88,2,154.87,5.176,24,98,438122151,-52881403,5.176,2024-01-24 15:23:05,24.799999999999955,0.0,,5.0,24.799999999999955,-3.36,127.0,17.0,171.0
91,2,161.93,5.812,24,99,438121405,-52881286,5.812,2024-01-24 15:23:06,24.600000000000023,0.0,,5.0,24.600000000000023,-3.43,121.0,17.0,166.0
80,2,169.28,6.068,24,100,438120634,-52881110,6.068,2024-01-24 15:23:07,24.600000000000023,0.0,,5.0,24.600000000000023,-3.43,114.0,17.0,171.0
82,2,176.88,6.57,24,101,438119839,-52880969,6.57,2024-01-24 15:23:08,24.399999999999977,0.0,,6.0,24.399999999999977,-3.34,110.0,17.0,176.0
82,2,184.88,6.342,24,104,438118972,-52880913,6.342,2024-01-24 15:23:09,24.200000000000045,0.0,,6.0,24.200000000000045,-3.14,114.0,17.0,171.0
85,2,192.82,6.342,23,105,438118109,-52880949,6.342,2024-01-24 15:23:10,24.200000000000045,0.0,,6.0,24.200000000000045,-2.8,116.0,17.0,172.0
86,2,200.93,6.376,23,103,438117237,-52881019,6.376,2024-01-24 15:23:11,24.0,0.0,,6.0,24.0,-2.42,103.0,17.0,168.0
87,3,209.76,6.794,23,103,438116305,-52881050,6.794,2024-01-24 15:23:12,23.799999999999955,0.0,,6.0,23.799999999999955,-2.13,98.0,17.0,172.0
88,3,218.89,7.814,23,103,438115318,-52881050,7.814,2024-01-24 15:23:13,23.799999999999955,0.0,,6.0,23.799999999999955,-1.95,94.0,17.0,172.0
0,3,227.77,7.627,22,106,438114368,-52881077,7.627,2024-01-24 15:23:14,23.600000000000023,0.0,,6.0,23.600000000000023,-1.83,0.0,17.0,
0,3,236.16,6.916,22,104,438113488,-52881206,6.916,2024-01-24 15:23:15,23.600000000000023,0.0,,6.0,23.600000000000023,-1.74,0.0,17.0,
0,3,243.41,6.639,23,103,438112702,-52881379,6.639,2024-01-24 15:23:16,23.399999999999977,0.0,,7.0,23.399999999999977,-1.7,0.0,17.0,
0,3,250.68,6.683,23,104,438111930,-52881590,6.683,2024-01-24 15:23:17,23.200000000000045,0.0,,7.0,23.200000000000045,-1.7,0.0,17.0,
0,3,257.25,6.852,22,102,438111270,-52881795,6.852,2024-01-24 15:23:18,23.0,0.0,,7.0,23.0,-1.71,0.0,17.0,
0,3,264.01,6.917,22,102,438110549,-52882016,6.917,2024-01-24 15:23:19,22.799999999999955,0.0,,7.0,22.799999999999955,-1.74,0.0,17.0,
0,3,270.29,6.502,23,104,438109877,-52882206,6.502,2024-01-24 15:23:20,22.799999999999955,0.0,,7.0,22.799999999999955,-1.78,0.0,17.0,
0,3,276.22,5.139,25,103,438109263,-52882312,5.139,2024-01-24 15:23:21,22.600000000000023,0.0,,7.0,22.600000000000023,-1.84,0.0,17.0,
0,3,281.51,5.131,25,102,438108709,-52882398,5.131,2024-01-24 15:23:22,22.399999999999977,0.0,,7.0,22.399999999999977,-1.91,0.0,17.0,
0,3,286.99,5.14,25,101,438108116,-52882390,5.14,2024-01-24 15:23:23,22.399999999999977,0.0,,8.0,22.399999999999977,-1.95,0.0,17.0,
0,3,291.8,5.253,28,99,438107586,-52882453,5.253,2024-01-24 15:23:24,22.399999999999977,0.0,,8.0,22.399999999999977,-1.9,0.0,17.0,
0,3,295.08,4.93,30,97,438107277,-52882591,4.93,2024-01-24 15:23:25,22.200000000000045,0.0,,8.0,22.200000000000045,-1.79,0.0,17.0,
0,3,297.2,3.962,31,95,438107057,-52882692,3.962,2024-01-24 15:23:26,22.200000000000045,0.0,,8.0,22.200000000000045,-1.65,0.0,17.0,
0,3,297.68,3.628,31,93,438107022,-52882722,3.628,2024-01-24 15:23:27,22.200000000000045,0.0,,8.0,22.200000000000045,-1.48,0.0,17.0,
0,3,297.68,2.403,32,92,438107022,-52882722,2.403,2024-01-24 15:23:28,22.200000000000045,0.0,,8.0,22.200000000000045,-1.27,0.0,17.0,
20,3,298.58,2.054,10,84,438106381,-52882536,2.054,2024-01-24 15:24:24,22.0,0.0,,8.0,22.0,0.0,87.0,16.0,161.0
69,3,302.57,2.773,10,88,438105962,-52882585,2.773,2024-01-24 15:24:25,22.0,0.0,,8.0,22.0,0.0,134.0,16.0,171.0
76,3,306.83,3.251,11,90,438105506,-52882603,3.251,2024-01-24 15:24:26,22.0,0.0,,8.0,22.0,0.0,247.0,16.0,196.0
86,3,311.35,3.751,11,92,438105019,-52882597,3.751,2024-01-24 15:24:27,22.0,0.0,,8.0,22.0,0.0,229.0,16.0,165.0
87,4,317.01,4.365,11,94,438104396,-52882594,4.365,2024-01-24 15:24:28,22.0,0.0,,8.0,22.0,0.0,316.0,16.0,187.0
87,4,323.85,5.476,10,94,438103654,-52882671,5.476,2024-01-24 15:24:29,22.0,0.0,,8.0,22.0,0.0,309.0,16.0,175.0
92,4,330.92,6.299,10,96,438102904,-52882784,6.299,2024-01-24 15:24:30,21.799999999999955,0.0,,8.0,21.799999999999955,0.0,269.0,16.0,177.0
100,4,337.3,6.646,10,97,438102231,-52882863,6.646,2024-01-24 15:24:31,21.799999999999955,0.0,,8.0,21.799999999999955,0.0,231.0,16.0,179.0
89,5,343.23,6.07,10,99,438101594,-52882894,6.07,2024-01-24 15:24:32,21.799999999999955,0.0,,8.0,21.799999999999955,0.0,198.0,16.0,176.0
93,5,349.28,5.775,11,100,438100948,-52882965,5.775,2024-01-24 15:24:33,21.799999999999955,0.0,,8.0,21.799999999999955,0.0,182.0,16.0,175.0
89,5,355.73,5.647,11,101,438100265,-52882995,5.647,2024-01-24 15:24:34,21.799999999999955,0.0,,8.0,21.799999999999955,0.0,177.0,16.0,181.0
92,5,362.02,5.686,11,103,438099582,-52883000,5.686,2024-01-24 15:24:35,21.799999999999955,0.0,,8.0,21.799999999999955,0.0,162.0,16.0,172.0
90,5,368.36,5.814,11,103,438098898,-52883027,5.814,2024-01-24 15:24:36,21.600000000000023,0.0,,8.0,21.600000000000023,0.0,167.0,16.0,176.0
93,5,374.71,5.814,10,104,438098227,-52883076,5.814,2024-01-24 15:24:37,21.600000000000023,0.0,,8.0,21.600000000000023,0.0,166.0,16.0,178.0
85,6,380.83,5.855,10,102,438097569,-52883123,5.855,2024-01-24 15:24:38,21.600000000000023,0.0,,8.0,21.600000000000023,0.0,171.0,16.0,179.0
88,6,387.62,5.992,10,103,438096830,-52883080,5.992,2024-01-24 15:24:39,21.600000000000023,0.0,,8.0,21.600000000000023,0.0,289.0,16.0,176.0
87,6,394.59,5.992,10,105,438096083,-52883116,5.992,2024-01-24 15:24:40,21.600000000000023,0.0,,8.0,21.600000000000023,0.0,340.0,16.0,173.0
87,6,401.07,5.992,10,104,438095379,-52883186,5.992,2024-01-24 15:24:41,21.600000000000023,0.0,,8.0,21.600000000000023,0.0,212.0,16.0,179.0
87,7,408.03,6.037,10,106,438094621,-52883240,6.037,2024-01-24 15:24:42,21.600000000000023,0.0,,8.0,21.600000000000023,0.0,162.0,16.0,174.0
86,7,414.63,6.188,10,107,438093928,-52883338,6.188,2024-01-24 15:24:43,21.600000000000023,0.0,,8.0,21.600000000000023,0.0,132.0,16.0,173.0
87,7,421.5,6.194,11,109,438093201,-52883425,6.194,2024-01-24 15:24:44,21.600000000000023,0.0,,8.0,21.600000000000023,0.0,128.0,16.0,178.0
85,7,428.42,6.201,11,110,438092460,-52883475,6.201,2024-01-24 15:24:45,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,126.0,16.0,181.0
87,7,435.28,6.248,11,112,438091709,-52883549,6.248,2024-01-24 15:24:46,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,141.0,16.0,170.0
85,7,441.61,6.333,11,115,438091028,-52883607,6.333,2024-01-24 15:24:47,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,148.0,16.0,177.0
86,7,448.12,6.333,11,118,438090344,-52883683,6.333,2024-01-24 15:24:48,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,152.0,16.0,177.0
85,8,454.65,6.333,11,121,438089652,-52883806,6.333,2024-01-24 15:24:49,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,155.0,16.0,179.0
86,8,461.28,6.338,11,121,438088924,-52883925,6.338,2024-01-24 15:24:50,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,166.0,16.0,177.0
83,8,468.05,6.353,11,124,438088206,-52883974,6.353,2024-01-24 15:24:51,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,177.0,16.0,176.0
86,8,474.45,6.348,12,125,438087532,-52883978,6.348,2024-01-24 15:24:52,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,167.0,16.0,171.0
80,8,480.48,6.333,12,125,438086895,-52884000,6.333,2024-01-24 15:24:53,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,146.0,16.0,170.0
86,8,486.31,6.329,12,125,438086258,-52884045,6.329,2024-01-24 15:24:54,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,125.0,16.0,170.0
9,8,492.43,6.31,12,124,438085609,-52884088,6.31,2024-01-24 15:24:55,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,73.0,16.0,
0,8,498.4,6.239,12,123,438084948,-52884057,6.239,2024-01-24 15:24:56,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,0.0,16.0,
0,8,503.79,6.047,12,122,438084378,-52884008,6.047,2024-01-24 15:24:57,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,0.0,16.0,
0,8,508.52,5.783,12,120,438083878,-52883972,5.783,2024-01-24 15:24:58,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,0.0,16.0,
0,8,512.91,4.889,12,119,438083399,-52883866,4.889,2024-01-24 15:24:59,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,0.0,16.0,
0,8,516.72,4.362,12,117,438083021,-52883717,4.362,2024-01-24 15:25:00,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,0.0,16.0,
0,8,519.24,2.729,12,116,438082758,-52883748,2.729,2024-01-24 15:25:01,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,0.0,16.0,
0,8,521.38,2.41,14,115,438082540,-52883801,2.41,2024-01-24 15:25:02,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,0.0,16.0,
0,8,522.78,1.96,14,114,438082390,-52883841,1.96,2024-01-24 15:25:03,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,0.0,16.0,
0,8,523.15,0.664,14,113,438082355,-52883871,0.664,2024-01-24 15:25:04,21.399999999999977,0.0,,8.0,21.399999999999977,0.0,0.0,16.0,
0,8,523.9,1.188,9,88,438082084,-52883671,1.188,2024-01-24 15:25:48,21.200000000000045,0.0,,8.0,21.200000000000045,0.0,0.0,16.0,
71,8,527.22,1.598,9,89,438081869,-52883334,1.598,2024-01-24 15:25:49,21.200000000000045,0.0,,8.0,21.200000000000045,0.0,81.0,16.0,168.0
87,9,531.18,2.633,9,91,438081524,-52883035,2.633,2024-01-24 15:25:50,21.200000000000045,0.0,,8.0,21.200000000000045,0.0,259.0,16.0,171.0
86,9,535.61,3.865,9,92,438081059,-52882889,3.865,2024-01-24 15:25:51,21.200000000000045,0.0,,8.0,21.200000000000045,0.0,302.0,16.0,173.0
88,9,539.47,4.323,9,94,438080618,-52882859,4.323,2024-01-24 15:25:52,21.0,0.0,,8.0,21.0,0.0,258.0,16.0,178.0
85,10,543.57,4.618,8,95,438080198,-52882797,4.618,2024-01-24 15:25:53,21.0,0.0,,8.0,21.0,0.0,214.0,16.0,171.0
82,10,548.55,5.108,9,96,438079742,-52882497,5.108,2024-01-24 15:25:54,20.799999999999955,0.0,,8.0,20.799999999999955,0.0,193.0,16.0,181.0
91,10,553.87,5.389,8,97,438079300,-52882046,5.389,2024-01-24 15:25:55,20.799999999999955,0.0,,8.0,20.799999999999955,0.0,191.0,16.0,165.0
91,10,559.24,5.446,9,97,438078891,-52881524,5.446,2024-01-24 15:25:56,20.600000000000023,0.0,,8.0,20.600000000000023,-0.79,164.0,16.0,169.0
87,10,564.98,5.631,10,98,438078567,-52880894,5.631,2024-01-24 15:25:57,20.399999999999977,0.0,,9.0,20.399999999999977,-2.11,110.0,16.0,200.0
86,10,570.47,5.631,11,96,438078490,-52880175,5.631,2024-01-24 15:25:58,20.399999999999977,0.0,,9.0,20.399999999999977,-2.08,96.0,16.0,169.0
85,10,575.91,5.574,11,98,438078287,-52879485,5.574,2024-01-24 15:25:59,20.200000000000045,0.0,,9.0,20.200000000000045,-2.08,111.0,16.0,175.0
87,10,581.84,5.389,11,100,438078035,-52878756,5.389,2024-01-24 15:26:00,20.200000000000045,0.0,,9.0,20.200000000000045,-2.06,109.0,16.0,174.0
86,11,588.0,5.389,11,100,438077749,-52878050,5.389,2024-01-24 15:26:01,20.0,0.0,,9.0,20.0,-2.03,108.0,16.0,175.0
88,11,595.62,5.389,11,102,438077162,-52877333,5.389,2024-01-24 15:26:02,19.799999999999955,0.0,,9.0,19.799999999999955,-1.99,110.0,16.0,169.0
88,11,602.73,5.443,10,103,438076736,-52876550,5.443,2024-01-24 15:26:03,19.799999999999955,0.0,,9.0,19.799999999999955,-1.92,104.0,16.0,165.0
88,11,609.34,5.631,10,105,438076257,-52875885,5.631,2024-01-24 15:26:04,19.799999999999955,0.0,,10.0,19.799999999999955,-1.85,90.0,16.0,140.0
88,11,616.53,5.685,10,105,438075853,-52875072,5.685,2024-01-24 15:26:05,19.600000000000023,0.0,,10.0,19.600000000000023,-1.78,86.0,16.0,140.0
0,11,623.58,5.907,10,105,438075489,-52874254,5.907,2024-01-24 15:26:06,19.600000000000023,0.0,,10.0,19.600000000000023,-1.67,0.0,16.0,
0,11,630.55,6.056,10,105,438075104,-52873460,6.056,2024-01-24 15:26:07,19.600000000000023,0.0,,10.0,19.600000000000023,-1.51,0.0,16.0,
0,11,637.21,6.056,10,105,438074671,-52872732,6.056,2024-01-24 15:26:08,19.399999999999977,0.0,,10.0,19.399999999999977,-1.34,0.0,16.0,
0,11,643.64,6.056,10,104,438074295,-52872032,6.056,2024-01-24 15:26:09,19.399999999999977,0.0,,10.0,19.399999999999977,-1.22,0.0,16.0,
0,11,649.77,6.062,10,101,438073884,-52871383,6.062,2024-01-24 15:26:10,19.200000000000045,0.0,,10.0,19.200000000000045,-1.16,0.0,16.0,
0,11,655.95,5.985,10,100,438073477,-52870734,5.985,2024-01-24 15:26:11,19.200000000000045,0.0,,10.0,19.200000000000045,-1.15,0.0,16.0,
0,11,661.37,5.472,11,98,438073077,-52870199,5.472,2024-01-24 15:26:12,19.200000000000045,0.0,,10.0,19.200000000000045,-1.15,0.0,16.0,
0,11,665.43,4.789,11,97,438072744,-52869846,4.789,2024-01-24 15:26:13,19.200000000000045,0.0,,10.0,19.200000000000045,-1.12,0.0,16.0,
0,11,667.8,4.245,12,95,438072538,-52869676,4.245,2024-01-24 15:26:14,19.200000000000045,0.0,,10.0,19.200000000000045,-0.68,0.0,16.0,
0,11,668.89,2.477,14,95,438072423,-52869620,2.477,2024-01-24 15:26:15,19.200000000000045,0.0,,10.0,19.200000000000045,0.0,0.0,16.0,
0,11,668.89,0.0,18,94,438072388,-52869638,0.0,2024-01-24 15:26:16,19.200000000000045,0.0,,10.0,19.200000000000045,0.0,0.0,16.0,
0,11,668.89,0.0,19,95,438072388,-52869638,0.0,2024-01-24 15:26:17,19.200000000000045,0.0,,10.0,19.200000000000045,0.0,0.0,16.0,
0,11,668.89,0.0,19,96,438072388,-52869638,0.0,2024-01-24 15:26:18,19.200000000000045,0.0,,10.0,19.200000000000045,0.0,0.0,16.0,
0,11,668.89,0.0,19,97,438072388,-52869638,0.0,2024-01-24 15:26:19,19.200000000000045,0.0,,10.0,19.200000000000045,0.0,0.0,16.0,
0,11,668.89,0.0,18,98,438072388,-52869638,0.0,2024-01-24 15:26:20,19.200000000000045,0.0,,10.0,19.200000000000045,0.0,0.0,16.0,
0,11,669.39,1.846,15,85,438072209,-52869335,1.846,2024-01-24 15:26:45,19.200000000000045,0.0,,10.0,19.200000000000045,0.0,0.0,16.0,
0,11,671.47,1.895,15,86,438072037,-52869152,1.895,2024-01-24 15:26:46,19.200000000000045,0.0,,10.0,19.200000000000045,0.0,0.0,16.0,
22,11,673.31,1.787,16,87,438071923,-52868946,1.787,2024-01-24 15:26:47,19.200000000000045,0.0,,10.0,19.200000000000045,0.0,11.0,16.0,
56,11,675.42,1.658,16,90,438071846,-52868688,1.658,2024-01-24 15:26:48,19.0,0.0,,10.0,19.0,0.0,237.0,16.0,172.0
65,12,678.8,2.178,15,94,438071609,-52868354,2.178,2024-01-24 15:26:49,19.0,0.0,,10.0,19.0,0.0,308.0,16.0,172.0
79,12,683.55,3.853,14,97,438071220,-52867963,3.853,2024-01-24 15:26:50,19.0,0.0,,10.0,19.0,0.0,505.0,16.0,170.0
82,13,688.17,4.069,13,99,438070883,-52867523,4.069,2024-01-24 15:26:51,18.799999999999955,0.0,,10.0,18.799999999999955,0.0,513.0,16.0,171.0
85,13,693.34,4.974,13,102,438070462,-52867056,4.974,2024-01-24 15:26:52,18.600000000000023,0.0,,10.0,18.600000000000023,0.0,405.0,16.0,179.0
88,13,699.73,5.779,13,104,438069950,-52866485,5.779,2024-01-24 15:26:53,18.600000000000023,0.0,,10.0,18.600000000000023,-0.95,245.0,16.0,185.0
92,14,706.45,6.122,14,107,438069447,-52865835,6.122,2024-01-24 15:26:54,18.399999999999977,0.0,,11.0,18.399999999999977,-2.93,323.0,16.0,174.0
96,14,713.38,6.154,14,109,438068926,-52865174,6.154,2024-01-24 15:26:55,18.399999999999977,0.0,,11.0,18.399999999999977,-2.77,371.0,16.0,144.0
85,14,720.57,6.352,15,112,438068323,-52864573,6.352,2024-01-24 15:26:56,18.399999999999977,0.0,,11.0,18.399999999999977,-2.44,345.0,16.0,182.0
95,15,727.56,6.742,15,114,438067708,-52864021,6.742,2024-01-24 15:26:57,18.399999999999977,0.0,,11.0,18.399999999999977,-1.98,476.0,16.0,171.0
99,15,734.23,6.742,15,116,438067151,-52863485,6.742,2024-01-24 15:26:58,18.200000000000045,0.0,,11.0,18.200000000000045,-1.64,629.0,16.0,172.0
94,16,741.09,6.864,15,118,438066557,-52862901,6.864,2024-01-24 15:26:59,18.200000000000045,0.0,,11.0,18.200000000000045,-1.4,474.0,16.0,174.0
95,16,748.96,7.272,15,119,438065968,-52862154,7.272,2024-01-24 15:27:00,18.200000000000045,0.0,,11.0,18.200000000000045,-0.86,290.0,16.0,171.0
94,16,757.4,7.379,14,121,438065383,-52861297,7.379,2024-01-24 15:27:01,18.200000000000045,0.0,,11.0,18.200000000000045,0.0,159.0,16.0,174.0
95,16,766.23,7.47,14,122,438064789,-52860382,7.47,2024-01-24 15:27:02,18.200000000000045,0.0,,11.0,18.200000000000045,0.0,143.0,16.0,170.0
0,17,774.71,7.252,13,125,438064207,-52859515,7.252,2024-01-24 15:27:03,18.200000000000045,0.0,,11.0,18.200000000000045,0.0,0.0,16.0,170.0
0,17,782.24,6.922,13,126,438063678,-52858752,6.922,2024-01-24 15:27:04,18.0,0.0,,11.0,18.0,0.0,0.0,16.0,170.0
0,17,788.82,6.523,13,126,438063236,-52858073,6.523,2024-01-24 15:27:05,18.0,0.0,,11.0,18.0,0.0,0.0,16.0,170.0
0,17,794.76,5.49,14,126,438062825,-52857448,5.49,2024-01-24 15:27:06,18.0,0.0,,11.0,18.0,0.0,0.0,16.0,169.0
0,17,800.45,5.683,17,127,438062429,-52856877,5.683,2024-01-24 15:27:07,18.200000000000045,0.0,,11.0,18.200000000000045,0.0,0.0,16.0,169.0
0,17,805.44,6.538,22,127,438062073,-52856388,6.538,2024-01-24 15:27:08,18.200000000000045,0.0,,11.0,18.200000000000045,0.0,0.0,16.0,169.0
0,17,809.62,5.732,24,127,438061777,-52855970,5.732,2024-01-24 15:27:09,18.399999999999977,0.0,,11.0,18.399999999999977,0.0,0.0,16.0,169.0
0,17,812.81,5.077,25,127,438061549,-52855658,5.077,2024-01-24 15:27:10,18.399999999999977,0.0,,11.0,18.399999999999977,0.0,0.0,16.0,169.0
0,17,814.67,4.407,27,127,438061364,-52855535,4.407,2024-01-24 15:27:11,18.399999999999977,0.0,,11.0,18.399999999999977,0.0,0.0,16.0,169.0
0,17,815.25,3.054,27,127,438061329,-52855518,3.054,2024-01-24 15:27:12,18.600000000000023,0.0,,11.0,18.600000000000023,0.0,0.0,16.0,168.0
0,17,815.25,0.0,27,127,438061329,-52855518,0.0,2024-01-24 15:27:13,18.600000000000023,0.0,,11.0,18.600000000000023,0.32,0.0,16.0,168.0
