distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,calories,heart_rate,temperature,altitude,enhanced_altitude,ascent,descent,grade
16597.72,6.953,3,437612293,-53429384,6.953,2024-01-14 16:52:57,,599.0,160.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16604.48,6.953,3,437612784,-53430045,6.953,2024-01-14 16:52:58,,600.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16611.52,6.949,3,437613271,-53430750,6.949,2024-01-14 16:52:59,,600.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16618.95,6.919,3,437613811,-53431491,6.919,2024-01-14 16:53:00,,600.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16624.69,6.853,3,437614208,-53432069,6.853,2024-01-14 16:53:01,,601.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16631.6,6.803,3,437614718,-53432754,6.803,2024-01-14 16:53:02,,601.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16638.89,6.729,3,437615233,-53433464,6.729,2024-01-14 16:53:03,,601.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16644.39,6.705,3,437615652,-53433991,6.705,2024-01-14 16:53:04,,601.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16650.81,6.647,3,437616107,-53434633,6.647,2024-01-14 16:53:05,,602.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16657.29,6.622,3,437616563,-53435287,6.622,2024-01-14 16:53:06,,602.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16663.7,6.52,3,437617017,-53435925,6.52,2024-01-14 16:53:07,,602.0,159.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16670.48,6.464,3,437617494,-53436612,6.464,2024-01-14 16:53:08,,602.0,145.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16677.55,6.464,3,437617998,-53437326,6.464,2024-01-14 16:53:09,,603.0,144.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16683.0,6.464,3,437618383,-53437875,6.464,2024-01-14 16:53:10,,603.0,144.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16689.89,6.464,3,437618869,-53438557,6.464,2024-01-14 16:53:11,,603.0,141.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16697.09,6.464,3,437619409,-53439277,6.464,2024-01-14 16:53:12,,603.0,142.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16702.6,6.464,3,437619795,-53439828,6.464,2024-01-14 16:53:13,,604.0,144.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16709.0,6.464,3,437620239,-53440487,6.464,2024-01-14 16:53:14,,604.0,144.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16715.49,6.464,3,437620650,-53441165,6.464,2024-01-14 16:53:15,,604.0,142.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16721.92,6.468,3,437621072,-53441843,6.468,2024-01-14 16:53:16,,604.0,142.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16728.37,6.481,3,437621523,-53442511,6.481,2024-01-14 16:53:17,,605.0,138.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16734.89,6.483,3,437621978,-53443184,6.483,2024-01-14 16:53:18,,605.0,140.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16741.47,6.492,3,437622434,-53443843,6.492,2024-01-14 16:53:19,,605.0,139.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16747.88,6.489,3,437622879,-53444503,6.489,2024-01-14 16:53:20,,605.0,142.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16754.36,6.474,3,437623287,-53445182,6.474,2024-01-14 16:53:21,,606.0,142.0,12.0,20.600000000000023,20.600000000000023,16.0,23.0,0.0
16760.82,6.451,3,437623698,-53445874,6.451,2024-01-14 16:53:22,,606.0,142.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16767.14,6.444,3,437624107,-53446554,6.444,2024-01-14 16:53:23,,606.0,141.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16773.63,6.446,3,437624515,-53447251,6.446,2024-01-14 16:53:24,,606.0,141.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16780.16,6.453,3,437624926,-53447965,6.453,2024-01-14 16:53:25,,606.0,142.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16786.67,6.459,3,437625347,-53448656,6.459,2024-01-14 16:53:26,,607.0,141.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16793.19,6.483,3,437625791,-53449337,6.483,2024-01-14 16:53:27,,607.0,141.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16799.81,6.492,3,437626222,-53450031,6.492,2024-01-14 16:53:28,,607.0,140.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16806.38,6.494,3,437626701,-53450708,6.494,2024-01-14 16:53:29,,607.0,143.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16812.91,6.5,3,437627111,-53451412,6.5,2024-01-14 16:53:30,,608.0,144.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16819.53,6.506,3,437627520,-53452123,6.506,2024-01-14 16:53:31,,608.0,143.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16826.12,6.528,3,437627940,-53452817,6.528,2024-01-14 16:53:32,,608.0,142.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16832.89,6.528,3,437628406,-53453541,6.528,2024-01-14 16:53:33,,608.0,142.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16840.04,6.528,3,437628866,-53454305,6.528,2024-01-14 16:53:34,,609.0,139.0,12.0,20.799999999999955,20.799999999999955,16.0,23.0,0.0
16845.66,6.528,3,437629206,-53454909,6.528,2024-01-14 16:53:35,,609.0,141.0,12.0,21.0,21.0,16.0,23.0,0.0
16852.09,6.528,3,437629615,-53455597,6.528,2024-01-14 16:53:36,,609.0,142.0,12.0,21.0,21.0,16.0,23.0,0.0
16858.37,6.521,3,437630023,-53456272,6.521,2024-01-14 16:53:37,,609.0,141.0,12.0,21.0,21.0,16.0,23.0,0.0
16864.74,6.5,3,437630434,-53456950,6.5,2024-01-14 16:53:38,,609.0,145.0,12.0,21.0,21.0,16.0,23.0,0.0
16871.03,6.5,3,437630833,-53457633,6.5,2024-01-14 16:53:39,,610.0,147.0,12.0,21.0,21.0,16.0,23.0,0.0
16877.38,6.5,3,437631207,-53458331,6.5,2024-01-14 16:53:40,,610.0,144.0,12.0,21.0,21.0,16.0,23.0,0.0
16883.96,6.5,3,437631616,-53459041,6.5,2024-01-14 16:53:41,,610.0,143.0,12.0,21.0,21.0,16.0,23.0,0.0
16890.46,6.5,3,437632036,-53459736,6.5,2024-01-14 16:53:42,,610.0,146.0,12.0,21.0,21.0,16.0,23.0,0.0
16896.99,6.5,3,437632481,-53460435,6.5,2024-01-14 16:53:43,,611.0,144.0,12.0,21.0,21.0,16.0,23.0,0.0
16903.59,6.508,3,437632891,-53461134,6.508,2024-01-14 16:53:44,,611.0,144.0,12.0,21.0,21.0,16.0,23.0,0.0
16910.14,6.536,3,437633302,-53461853,6.536,2024-01-14 16:53:45,,611.0,142.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16916.81,6.539,3,437633723,-53462571,6.539,2024-01-14 16:53:46,,611.0,142.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16923.5,6.556,3,437634167,-53463282,6.556,2024-01-14 16:53:47,,612.0,140.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16930.18,6.585,3,437634589,-53464001,6.585,2024-01-14 16:53:48,,612.0,139.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16936.86,6.601,3,437635030,-53464713,6.601,2024-01-14 16:53:49,,612.0,138.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16943.56,6.632,4,437635439,-53465429,6.632,2024-01-14 16:53:50,,612.0,139.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16950.22,6.645,3,437635860,-53466147,6.645,2024-01-14 16:53:51,,613.0,137.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16956.93,6.667,3,437636305,-53466863,6.667,2024-01-14 16:53:52,,613.0,141.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16963.59,6.671,3,437636724,-53467580,6.671,2024-01-14 16:53:53,,613.0,140.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16970.48,6.686,3,437637169,-53468324,6.686,2024-01-14 16:53:54,,613.0,137.0,12.0,21.200000000000045,21.200000000000045,16.0,23.0,0.0
16977.42,6.688,3,437637589,-53469078,6.688,2024-01-14 16:53:55,,613.0,137.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
16984.34,6.699,4,437638034,-53469836,6.699,2024-01-14 16:53:56,,614.0,137.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
16991.39,6.718,3,437638444,-53470611,6.718,2024-01-14 16:53:57,,614.0,137.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
16998.29,6.763,3,437638853,-53471375,6.763,2024-01-14 16:53:58,,614.0,137.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17005.31,6.874,3,437639273,-53472163,6.874,2024-01-14 16:53:59,,614.0,137.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17012.47,6.889,3,437639718,-53472954,6.889,2024-01-14 16:54:00,,615.0,133.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17019.81,6.897,3,437640127,-53473786,6.897,2024-01-14 16:54:01,,615.0,133.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17027.08,6.944,3,437640526,-53474622,6.944,2024-01-14 16:54:02,,615.0,132.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17034.34,7.019,3,437640901,-53475458,7.019,2024-01-14 16:54:03,,615.0,136.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17041.67,7.088,3,437641311,-53476299,7.088,2024-01-14 16:54:04,,615.0,137.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17049.15,7.222,3,437641721,-53477154,7.222,2024-01-14 16:54:05,,616.0,141.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17056.88,7.32,3,437642141,-53478050,7.32,2024-01-14 16:54:06,,616.0,139.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17065.06,7.351,3,437642565,-53479003,7.351,2024-01-14 16:54:07,,616.0,137.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17071.38,7.382,3,437642914,-53479718,7.382,2024-01-14 16:54:08,,616.0,139.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17078.96,7.393,3,437643358,-53480575,7.393,2024-01-14 16:54:09,,616.0,139.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17086.57,7.408,3,437643768,-53481453,7.408,2024-01-14 16:54:10,,617.0,139.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17094.14,7.41,3,437644179,-53482331,7.41,2024-01-14 16:54:11,,617.0,139.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17101.74,7.425,3,437644588,-53483205,7.425,2024-01-14 16:54:12,,617.0,139.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17109.37,7.464,3,437645009,-53484081,7.464,2024-01-14 16:54:13,,617.0,139.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17116.99,7.511,3,437645453,-53484953,7.511,2024-01-14 16:54:14,,618.0,139.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17124.57,7.547,3,437645853,-53485826,7.547,2024-01-14 16:54:15,,618.0,139.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17131.88,7.549,3,437646221,-53486671,7.549,2024-01-14 16:54:16,,618.0,143.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17139.29,7.556,3,437646626,-53487531,7.556,2024-01-14 16:54:17,,618.0,143.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17146.86,7.556,3,437647045,-53488406,7.556,2024-01-14 16:54:18,,619.0,144.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17154.32,7.556,3,437647455,-53489271,7.556,2024-01-14 16:54:19,,619.0,145.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17161.89,7.556,3,437647854,-53490144,7.556,2024-01-14 16:54:20,,619.0,144.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17169.3,7.556,3,437648228,-53491010,7.556,2024-01-14 16:54:21,,619.0,146.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17176.73,7.556,3,437648638,-53491873,7.556,2024-01-14 16:54:22,,620.0,147.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17184.31,7.556,3,437649048,-53492745,7.556,2024-01-14 16:54:23,,620.0,148.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17191.97,7.556,3,437649457,-53493617,7.556,2024-01-14 16:54:24,,620.0,146.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17199.51,7.556,3,437649877,-53494478,7.556,2024-01-14 16:54:25,,620.0,148.0,12.0,21.399999999999977,21.399999999999977,16.0,23.0,0.0
17207.17,7.556,3,437650312,-53495351,7.556,2024-01-14 16:54:26,,621.0,144.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17214.57,7.549,3,437650686,-53496221,7.549,2024-01-14 16:54:27,,621.0,147.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17221.89,7.523,3,437651084,-53497078,7.523,2024-01-14 16:54:28,,621.0,143.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17229.36,7.506,3,437651448,-53497957,7.506,2024-01-14 16:54:29,,621.0,143.0,12.0,21.600000000000023,21.600000000000023,16.0,23.0,0.0
17236.89,7.492,3,437651824,-53498846,7.492,2024-01-14 16:54:30,,621.0,143.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17244.24,7.457,3,437652223,-53499710,7.457,2024-01-14 16:54:31,,622.0,143.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17251.7,7.436,3,437652588,-53500590,7.436,2024-01-14 16:54:32,,622.0,146.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17259.29,7.436,3,437652962,-53501483,7.436,2024-01-14 16:54:33,,622.0,145.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17266.9,7.436,3,437653361,-53502373,7.436,2024-01-14 16:54:34,,622.0,150.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17274.36,7.432,3,437653736,-53503249,7.432,2024-01-14 16:54:35,,623.0,147.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17281.89,7.417,3,437654136,-53504128,7.417,2024-01-14 16:54:36,,623.0,142.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17289.29,7.417,4,437654510,-53504995,7.417,2024-01-14 16:54:37,,623.0,140.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17297.02,7.417,3,437654929,-53505889,7.417,2024-01-14 16:54:38,,623.0,144.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17305.28,7.423,3,437655362,-53506843,7.423,2024-01-14 16:54:39,,624.0,145.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17311.69,7.449,3,437655738,-53507577,7.449,2024-01-14 16:54:40,,624.0,146.0,12.0,22.0,22.0,16.0,23.0,0.0
17319.16,7.474,3,437656147,-53508435,7.474,2024-01-14 16:54:41,,624.0,150.0,12.0,22.0,22.0,16.0,23.0,0.0
17326.83,7.511,3,437656557,-53509307,7.511,2024-01-14 16:54:42,,624.0,151.0,12.0,22.0,22.0,16.0,23.0,0.0
17334.31,7.519,3,437656968,-53510163,7.519,2024-01-14 16:54:43,,625.0,150.0,12.0,22.0,22.0,16.0,23.0,0.0
17341.82,7.519,3,437657379,-53511033,7.519,2024-01-14 16:54:44,,625.0,150.0,12.0,22.0,22.0,16.0,23.0,0.0
17349.49,7.519,3,437657787,-53511920,7.519,2024-01-14 16:54:45,,625.0,149.0,12.0,22.0,22.0,16.0,23.0,0.0
17357.01,7.519,3,437658196,-53512793,7.519,2024-01-14 16:54:46,,625.0,145.0,12.0,22.0,22.0,16.0,23.0,0.0
17364.53,7.519,3,437658607,-53513664,7.519,2024-01-14 16:54:47,,626.0,145.0,12.0,22.0,22.0,16.0,23.0,0.0
17371.81,7.519,3,437659009,-53514506,7.519,2024-01-14 16:54:48,,626.0,144.0,12.0,22.0,22.0,16.0,23.0,0.0
17379.2,7.519,3,437659405,-53515350,7.519,2024-01-14 16:54:49,,626.0,148.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17386.78,7.519,3,437659800,-53516221,7.519,2024-01-14 16:54:50,,626.0,150.0,12.0,22.0,22.0,16.0,23.0,0.0
17394.15,7.519,3,437660243,-53517059,7.519,2024-01-14 16:54:51,,627.0,149.0,12.0,22.0,22.0,16.0,23.0,0.0
17401.67,7.515,3,437660653,-53517920,7.515,2024-01-14 16:54:52,,627.0,153.0,12.0,22.0,22.0,16.0,23.0,0.0
17409.16,7.494,4,437661062,-53518785,7.494,2024-01-14 16:54:53,,627.0,153.0,12.0,22.0,22.0,16.0,23.0,0.0
17416.56,7.47,4,437661471,-53519619,7.47,2024-01-14 16:54:54,,627.0,155.0,12.0,22.0,22.0,16.0,23.0,0.0
17423.84,7.458,4,437661879,-53520457,7.458,2024-01-14 16:54:55,,628.0,151.0,12.0,22.0,22.0,16.0,23.0,0.0
17431.58,7.434,4,437662302,-53521348,7.434,2024-01-14 16:54:56,,628.0,140.0,12.0,22.0,22.0,16.0,23.0,0.0
17439.59,7.421,4,437662725,-53522269,7.421,2024-01-14 16:54:57,,628.0,143.0,12.0,22.0,22.0,16.0,23.0,0.0
17445.85,7.408,4,437663064,-53522990,7.408,2024-01-14 16:54:58,,628.0,140.0,12.0,22.0,22.0,16.0,23.0,0.0
17453.45,7.412,4,437663474,-53523862,7.412,2024-01-14 16:54:59,,629.0,134.0,12.0,22.0,22.0,16.0,23.0,0.0
17460.96,7.425,4,437663895,-53524718,7.425,2024-01-14 16:55:00,,629.0,135.0,12.0,22.0,22.0,16.0,23.0,0.0
17468.43,7.425,4,437664328,-53525574,7.425,2024-01-14 16:55:01,,629.0,133.0,12.0,22.0,22.0,16.0,23.0,0.0
17475.96,7.425,4,437664703,-53526452,7.425,2024-01-14 16:55:02,,629.0,132.0,12.0,22.0,22.0,16.0,23.0,0.0
17483.41,7.44,4,437665113,-53527323,7.44,2024-01-14 16:55:03,,629.0,133.0,12.0,22.0,22.0,16.0,23.0,0.0
17490.91,7.492,4,437665522,-53528175,7.492,2024-01-14 16:55:04,,630.0,134.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17498.4,7.492,4,437665930,-53529021,7.492,2024-01-14 16:55:05,,630.0,133.0,12.0,22.0,22.0,16.0,23.0,0.0
17505.67,7.492,4,437666340,-53529858,7.492,2024-01-14 16:55:06,,630.0,132.0,12.0,22.0,22.0,16.0,23.0,0.0
17512.94,7.492,4,437666740,-53530697,7.492,2024-01-14 16:55:07,,630.0,129.0,12.0,22.0,22.0,16.0,23.0,0.0
17520.15,7.492,3,437667115,-53531538,7.492,2024-01-14 16:55:08,,630.0,129.0,12.0,22.0,22.0,16.0,23.0,0.0
17527.47,7.489,3,437667524,-53532385,7.489,2024-01-14 16:55:09,,631.0,125.0,12.0,22.0,22.0,16.0,23.0,0.0
17534.92,7.47,3,437667934,-53533222,7.47,2024-01-14 16:55:10,,631.0,130.0,12.0,22.0,22.0,16.0,23.0,0.0
17542.31,7.427,3,437668343,-53534062,7.427,2024-01-14 16:55:11,,631.0,131.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17549.79,7.393,3,437668755,-53534916,7.393,2024-01-14 16:55:12,,631.0,130.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17557.08,7.372,3,437669164,-53535755,7.372,2024-01-14 16:55:13,,631.0,134.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17564.45,7.342,4,437669572,-53536605,7.342,2024-01-14 16:55:14,,632.0,136.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17571.76,7.342,4,437669967,-53537450,7.342,2024-01-14 16:55:15,,632.0,134.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17579.19,7.342,4,437670343,-53538314,7.342,2024-01-14 16:55:16,,632.0,133.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17586.7,7.342,4,437670746,-53539192,7.342,2024-01-14 16:55:17,,632.0,135.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17594.05,7.342,4,437671110,-53540049,7.342,2024-01-14 16:55:18,,633.0,133.0,12.0,21.799999999999955,21.799999999999955,16.0,23.0,0.0
17601.32,7.342,4,437671484,-53540905,7.342,2024-01-14 16:55:19,,633.0,132.0,12.0,22.0,22.0,16.0,23.0,0.0
17608.84,7.342,4,437671895,-53541779,7.342,2024-01-14 16:55:20,,633.0,138.0,12.0,22.0,22.0,16.0,23.0,0.0
17616.2,7.342,4,437672293,-53542630,7.342,2024-01-14 16:55:21,,633.0,139.0,12.0,22.0,22.0,16.0,23.0,0.0
17623.55,7.348,4,437672668,-53543487,7.348,2024-01-14 16:55:22,,633.0,141.0,12.0,22.0,22.0,16.0,23.0,0.0
17630.98,7.374,4,437673079,-53544346,7.374,2024-01-14 16:55:23,,634.0,140.0,12.0,22.0,22.0,16.0,23.0,0.0
17638.4,7.389,4,437673477,-53545199,7.389,2024-01-14 16:55:24,,634.0,142.0,12.0,22.0,22.0,16.0,23.0,0.0
17645.63,7.389,4,437673850,-53546050,7.389,2024-01-14 16:55:25,,634.0,138.0,12.0,22.0,22.0,16.0,23.0,0.0
17653.05,7.389,4,437674260,-53546909,7.389,2024-01-14 16:55:26,,634.0,134.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17660.61,7.389,4,437674672,-53547771,7.389,2024-01-14 16:55:27,,635.0,135.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17668.2,7.395,4,437675082,-53548642,7.395,2024-01-14 16:55:28,,635.0,133.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17675.65,7.417,4,437675489,-53549491,7.417,2024-01-14 16:55:29,,635.0,135.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17683.13,7.417,4,437675898,-53550343,7.417,2024-01-14 16:55:30,,635.0,134.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17690.68,7.417,4,437676319,-53551204,7.417,2024-01-14 16:55:31,,635.0,133.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17698.25,7.412,4,437676754,-53552077,7.412,2024-01-14 16:55:32,,636.0,133.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17705.64,7.397,4,437677128,-53552934,7.397,2024-01-14 16:55:33,,636.0,133.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17713.0,7.402,4,437677526,-53553786,7.402,2024-01-14 16:55:34,,636.0,133.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17720.39,7.432,4,437677902,-53554651,7.432,2024-01-14 16:55:35,,636.0,133.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17727.98,7.481,4,437678302,-53555547,7.481,2024-01-14 16:55:36,,636.0,133.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17735.5,7.483,4,437678675,-53556437,7.483,2024-01-14 16:55:37,,637.0,133.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17743.08,7.492,4,437679086,-53557319,7.492,2024-01-14 16:55:38,,637.0,133.0,12.0,22.0,22.0,16.0,23.0,0.0
17750.75,7.498,4,437679485,-53558215,7.498,2024-01-14 16:55:39,,637.0,133.0,12.0,22.0,22.0,16.0,23.0,0.0
17758.42,7.519,4,437679861,-53559109,7.519,2024-01-14 16:55:40,,637.0,133.0,12.0,22.0,22.0,16.0,23.0,0.0
17766.06,7.51,4,437680271,-53560000,7.51,2024-01-14 16:55:41,,638.0,133.0,12.0,22.0,22.0,16.0,23.0,0.0
17773.47,7.489,3,437680666,-53560867,7.489,2024-01-14 16:55:42,,638.0,133.0,12.0,22.0,22.0,16.0,23.0,0.0
17780.94,7.519,3,437681034,-53561755,7.519,2024-01-14 16:55:43,,638.0,133.0,12.0,22.0,22.0,16.0,23.0,0.0
17788.46,7.519,3,437681398,-53562645,7.519,2024-01-14 16:55:44,,638.0,205.0,12.0,22.0,22.0,16.0,23.0,0.0
17795.78,7.519,3,437681760,-53563517,7.519,2024-01-14 16:55:45,,639.0,212.0,12.0,22.0,22.0,16.0,23.0,0.0
17803.08,7.513,3,437682113,-53564390,7.513,2024-01-14 16:55:46,,639.0,210.0,12.0,22.0,22.0,16.0,23.0,0.0
17810.38,7.487,3,437682433,-53565268,7.487,2024-01-14 16:55:47,,639.0,207.0,12.0,22.0,22.0,16.0,23.0,0.0
17817.63,7.466,3,437682762,-53566137,7.466,2024-01-14 16:55:48,,640.0,205.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17824.71,7.436,3,437683115,-53566990,7.436,2024-01-14 16:55:49,,640.0,204.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17831.54,7.24,3,437683423,-53567814,7.24,2024-01-14 16:55:50,,641.0,204.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17838.09,6.638,3,437683707,-53568603,6.638,2024-01-14 16:55:51,,641.0,204.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17844.46,6.444,3,437684025,-53569372,6.444,2024-01-14 16:55:52,,641.0,204.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17850.62,6.295,3,437684323,-53570110,6.295,2024-01-14 16:55:53,,642.0,204.0,12.0,22.200000000000045,22.200000000000045,16.0,23.0,0.0
17856.74,6.138,3,437684561,-53570860,6.138,2024-01-14 16:55:54,,642.0,147.0,12.0,22.399999999999977,22.399999999999977,16.0,23.0,0.0
17862.62,5.92,3,437684834,-53571564,5.92,2024-01-14 16:55:55,,642.0,139.0,12.0,22.399999999999977,22.399999999999977,16.0,23.0,0.0
17868.33,5.775,3,437685107,-53572244,5.775,2024-01-14 16:55:56,,643.0,139.0,12.0,22.399999999999977,22.399999999999977,16.0,23.0,0.0
17874.12,5.647,3,437685381,-53572947,5.647,2024-01-14 16:55:57,,643.0,140.0,12.0,22.399999999999977,22.399999999999977,16.0,23.0,0.0
17880.15,5.797,3,437685664,-53573671,5.797,2024-01-14 16:55:58,,643.0,140.0,12.0,22.399999999999977,22.399999999999977,16.0,23.0,0.0
17886.82,6.286,3,437685983,-53574472,6.286,2024-01-14 16:55:59,,643.0,140.0,12.0,22.399999999999977,22.399999999999977,16.0,23.0,0.0
17894.06,6.286,3,437686279,-53575359,6.286,2024-01-14 16:56:00,,643.0,140.0,12.0,22.399999999999977,22.399999999999977,16.0,23.0,0.0
