distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,timestamp,battery_soc,calories,heart_rate,temperature,altitude,enhanced_altitude,ascent,descent,grade
0.0,0.0,12,438135831,-52890038,0.0,2024-01-14 15:59:15,,,,,,,,,
0.13,0.336,12,438135814,-52890058,0.336,2024-01-14 15:59:16,74.0,0.0,110.0,16.0,,,,,
0.27,0.672,12,438135798,-52890079,0.672,2024-01-14 15:59:17,,0.0,110.0,16.0,,,,,
0.75,1.104,13,438135745,-52890082,1.104,2024-01-14 15:59:18,,0.0,110.0,16.0,,,,,
2.44,1.703,15,438135582,-52890005,1.703,2024-01-14 15:59:19,,0.0,111.0,16.0,,,,,
4.05,1.703,16,438135482,-52889852,1.703,2024-01-14 15:59:20,,0.0,111.0,16.0,,,,,
5.94,1.69,16,438135355,-52889652,1.69,2024-01-14 15:59:21,,0.0,110.0,16.0,,,,,
7.56,1.59,15,438135265,-52889454,1.59,2024-01-14 15:59:22,,0.0,110.0,16.0,,,,,
9.34,1.446,15,438135164,-52889260,1.446,2024-01-14 15:59:23,,1.0,109.0,16.0,,,,,
11.39,1.779,15,438135027,-52889057,1.779,2024-01-14 15:59:24,,1.0,108.0,16.0,,,,,
14.18,2.33,15,438134880,-52888742,2.33,2024-01-14 15:59:25,,1.0,107.0,16.0,,,,,
17.2,2.705,14,438134718,-52888380,2.705,2024-01-14 15:59:26,,1.0,106.0,16.0,,,,,
19.98,2.936,14,438134618,-52888036,2.936,2024-01-14 15:59:27,,1.0,106.0,16.0,,,,,
23.91,3.002,14,438134482,-52887537,3.002,2024-01-14 15:59:28,,1.0,106.0,16.0,,,,,
27.61,3.268,13,438134315,-52887086,3.268,2024-01-14 15:59:29,,1.0,106.0,16.0,,,,,
32.09,3.361,13,438134033,-52886613,3.361,2024-01-14 15:59:30,,2.0,106.0,16.0,,,,,
36.51,3.423,12,438133714,-52886189,3.423,2024-01-14 15:59:31,,2.0,105.0,16.0,,,,,
41.36,3.729,12,438133405,-52885654,3.729,2024-01-14 15:59:32,,2.0,105.0,16.0,,,,,
46.53,4.09,11,438133152,-52885044,4.09,2024-01-14 15:59:33,,2.0,105.0,16.0,,,,,
51.64,4.376,11,438132989,-52884394,4.376,2024-01-14 15:59:34,,2.0,104.0,16.0,,,,,
56.2,4.564,11,438132898,-52883796,4.564,2024-01-14 15:59:35,,2.0,103.0,16.0,,,,,
60.36,4.573,12,438132797,-52883256,4.573,2024-01-14 15:59:36,,2.0,101.0,16.0,,,,,
65.07,4.615,12,438132671,-52882648,4.615,2024-01-14 15:59:37,,3.0,99.0,16.0,,,,,
69.5,4.658,13,438132599,-52882058,4.658,2024-01-14 15:59:38,,3.0,97.0,16.0,,,,,
73.7,4.615,14,438132579,-52881501,4.615,2024-01-14 15:59:39,,3.0,97.0,16.0,,,,,
78.3,4.464,13,438132438,-52880922,4.464,2024-01-14 15:59:40,,3.0,97.0,16.0,28.0,28.0,,,
83.74,4.464,12,438132119,-52880315,4.464,2024-01-14 15:59:41,,3.0,96.0,16.0,28.0,28.0,0.0,0.0,0.0
88.08,4.429,12,438131800,-52879886,4.429,2024-01-14 15:59:42,,3.0,96.0,16.0,28.0,28.0,0.0,0.0,0.0
91.96,4.289,13,438131481,-52879558,4.289,2024-01-14 15:59:43,,3.0,95.0,16.0,27.799999999999955,27.799999999999955,0.0,0.0,0.0
95.52,4.198,14,438131113,-52879514,4.198,2024-01-14 15:59:44,,3.0,94.0,16.0,27.799999999999955,27.799999999999955,0.0,0.0,0.0
100.66,4.489,13,438130546,-52879594,4.489,2024-01-14 15:59:45,,3.0,93.0,16.0,27.600000000000023,27.600000000000023,0.0,0.0,0.0
106.84,5.756,13,438129899,-52879688,5.756,2024-01-14 15:59:46,,4.0,93.0,16.0,27.399999999999977,27.399999999999977,0.0,0.0,0.0
113.13,5.708,13,438129227,-52879828,5.708,2024-01-14 15:59:47,,4.0,93.0,16.0,27.200000000000045,27.200000000000045,0.0,0.0,0.0
119.34,5.867,13,438128572,-52879948,5.867,2024-01-14 15:59:48,,4.0,93.0,16.0,27.0,27.0,0.0,1.0,-1.9
125.99,6.019,12,438127873,-52880010,6.019,2024-01-14 15:59:49,,4.0,94.0,16.0,27.0,27.0,0.0,1.0,-2.24
131.77,6.038,12,438127228,-52880095,6.038,2024-01-14 15:59:50,,4.0,94.0,16.0,26.799999999999955,26.799999999999955,0.0,1.0,-2.48
139.2,6.111,12,438126442,-52880271,6.111,2024-01-14 15:59:51,,4.0,95.0,16.0,26.600000000000023,26.600000000000023,0.0,1.0,-2.61
145.73,6.139,12,438125759,-52880425,6.139,2024-01-14 15:59:52,,4.0,96.0,16.0,26.399999999999977,26.399999999999977,0.0,1.0,-2.63
152.03,6.041,12,438125086,-52880567,6.041,2024-01-14 15:59:53,,4.0,98.0,16.0,26.200000000000045,26.200000000000045,0.0,2.0,-2.62
158.3,5.723,12,438124429,-52880744,5.723,2024-01-14 15:59:54,,4.0,100.0,16.0,26.0,26.0,0.0,2.0,-2.64
165.23,5.864,12,438123711,-52880965,5.864,2024-01-14 15:59:55,,5.0,101.0,16.0,25.799999999999955,25.799999999999955,0.0,2.0,-2.69
171.62,6.0,12,438123027,-52881093,6.0,2024-01-14 15:59:56,,5.0,99.0,16.0,25.600000000000023,25.600000000000023,0.0,2.0,-2.78
178.28,6.004,13,438122315,-52881071,6.004,2024-01-14 15:59:57,,5.0,97.0,16.0,25.399999999999977,25.399999999999977,0.0,2.0,-2.89
186.49,6.193,12,438121468,-52880921,6.193,2024-01-14 15:59:58,,5.0,95.0,16.0,25.200000000000045,25.200000000000045,0.0,3.0,-2.99
195.42,6.916,12,438120511,-52880824,6.916,2024-01-14 15:59:59,,5.0,94.0,16.0,25.0,25.0,0.0,3.0,-3.04
204.08,7.278,11,438119573,-52880802,7.278,2024-01-14 16:00:00,,5.0,95.0,16.0,24.799999999999955,24.799999999999955,0.0,3.0,-3.03
211.73,7.162,11,438118728,-52880762,7.162,2024-01-14 16:00:01,,5.0,97.0,16.0,24.600000000000023,24.600000000000023,0.0,3.0,-2.93
218.86,6.672,11,438117966,-52880744,6.672,2024-01-14 16:00:02,,5.0,100.0,16.0,24.600000000000023,24.600000000000023,0.0,3.0,-2.72
225.76,6.388,11,438117237,-52880784,6.388,2024-01-14 16:00:03,,6.0,102.0,16.0,24.399999999999977,24.399999999999977,0.0,3.0,-2.43
232.7,6.52,11,438116510,-52880757,6.52,2024-01-14 16:00:04,,6.0,103.0,16.0,24.399999999999977,24.399999999999977,0.0,4.0,-2.14
239.35,6.758,11,438115784,-52880726,6.758,2024-01-14 16:00:05,,6.0,103.0,16.0,24.200000000000045,24.200000000000045,0.0,4.0,-1.89
245.99,6.758,11,438115077,-52880853,6.758,2024-01-14 16:00:06,,6.0,102.0,16.0,24.200000000000045,24.200000000000045,0.0,4.0,-1.7
252.67,6.758,11,438114412,-52881140,6.758,2024-01-14 16:00:07,,6.0,100.0,16.0,24.0,24.0,0.0,4.0,-1.57
260.09,6.758,11,438113637,-52881358,6.758,2024-01-14 16:00:08,,6.0,98.0,16.0,23.799999999999955,23.799999999999955,0.0,4.0,-1.52
267.19,6.745,11,438112874,-52881465,6.745,2024-01-14 16:00:09,,6.0,97.0,16.0,23.600000000000023,23.600000000000023,0.0,4.0,-1.55
273.44,6.693,12,438112184,-52881453,6.693,2024-01-14 16:00:10,,6.0,98.0,16.0,23.600000000000023,23.600000000000023,0.0,4.0,-1.62
278.96,6.556,12,438111616,-52881412,6.556,2024-01-14 16:00:11,,7.0,98.0,16.0,23.399999999999977,23.399999999999977,0.0,4.0,-1.71
284.83,6.006,12,438110980,-52881434,6.006,2024-01-14 16:00:12,,7.0,95.0,16.0,23.200000000000045,23.200000000000045,0.0,5.0,-1.82
290.44,5.573,12,438110363,-52881461,5.573,2024-01-14 16:00:13,,7.0,94.0,16.0,23.0,23.0,0.0,5.0,-1.89
295.74,5.264,13,438109798,-52881439,5.264,2024-01-14 16:00:14,,7.0,94.0,16.0,23.0,23.0,0.0,5.0,-1.94
301.14,5.751,14,438109209,-52881420,5.751,2024-01-14 16:00:15,,7.0,93.0,16.0,22.799999999999955,22.799999999999955,0.0,5.0,-1.96
305.04,5.379,14,438108808,-52881482,5.379,2024-01-14 16:00:16,,7.0,93.0,16.0,22.799999999999955,22.799999999999955,0.0,5.0,-1.93
307.91,4.006,14,438108484,-52881541,4.006,2024-01-14 16:00:17,,7.0,94.0,16.0,22.600000000000023,22.600000000000023,0.0,5.0,-1.87
309.55,3.725,14,438108312,-52881514,3.725,2024-01-14 16:00:18,,7.0,94.0,16.0,22.600000000000023,22.600000000000023,0.0,5.0,-1.76
311.13,3.227,14,438108165,-52881461,3.227,2024-01-14 16:00:19,,8.0,94.0,16.0,22.600000000000023,22.600000000000023,0.0,5.0,-1.63
312.74,2.825,15,438107993,-52881430,2.825,2024-01-14 16:00:20,,8.0,94.0,16.0,22.600000000000023,22.600000000000023,0.0,5.0,-1.5
314.11,2.459,15,438107857,-52881359,2.459,2024-01-14 16:00:21,,8.0,95.0,16.0,22.600000000000023,22.600000000000023,0.0,6.0,-1.38
315.08,2.131,15,438107740,-52881328,2.131,2024-01-14 16:00:22,,8.0,95.0,16.0,22.399999999999977,22.399999999999977,0.0,6.0,-1.28
315.37,1.49,16,438107705,-52881328,1.49,2024-01-14 16:00:23,,8.0,96.0,16.0,22.399999999999977,22.399999999999977,0.0,6.0,-1.2
316.24,1.836,15,438106980,-52881405,1.836,2024-01-14 16:01:03,,8.0,94.0,15.0,22.399999999999977,22.399999999999977,0.0,6.0,0.0
320.51,2.806,14,438106562,-52881700,2.806,2024-01-14 16:01:04,,8.0,95.0,15.0,22.399999999999977,22.399999999999977,0.0,6.0,0.0
325.28,3.013,14,438106126,-52882021,3.013,2024-01-14 16:01:05,,8.0,96.0,15.0,22.399999999999977,22.399999999999977,0.0,6.0,0.0
329.26,3.269,13,438105725,-52882185,3.269,2024-01-14 16:01:06,,8.0,97.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
334.28,3.626,13,438105173,-52882277,3.626,2024-01-14 16:01:07,,9.0,98.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
340.19,5.089,13,438104560,-52882355,5.089,2024-01-14 16:01:08,,9.0,100.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
346.17,5.33,12,438103922,-52882404,5.33,2024-01-14 16:01:09,,9.0,102.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
352.4,5.417,12,438103265,-52882407,5.417,2024-01-14 16:01:10,,9.0,103.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
359.07,5.331,12,438102537,-52882452,5.331,2024-01-14 16:01:11,,9.0,104.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
365.6,5.089,12,438101839,-52882589,5.089,2024-01-14 16:01:12,,9.0,105.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
371.66,5.33,12,438101209,-52882695,5.33,2024-01-14 16:01:13,,9.0,105.0,15.0,22.0,22.0,0.0,6.0,0.0
378.45,5.417,11,438100464,-52882769,5.417,2024-01-14 16:01:14,,10.0,106.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
384.26,5.443,12,438099837,-52882898,5.443,2024-01-14 16:01:15,,10.0,106.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
390.45,5.536,12,438099196,-52882999,5.536,2024-01-14 16:01:16,,10.0,107.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
397.77,5.557,12,438098407,-52883080,5.557,2024-01-14 16:01:17,,10.0,108.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
404.29,5.64,12,438097703,-52883119,5.64,2024-01-14 16:01:18,,10.0,110.0,15.0,22.200000000000045,22.200000000000045,0.0,6.0,0.0
411.51,5.686,12,438096928,-52883221,5.686,2024-01-14 16:01:19,,10.0,111.0,15.0,22.0,22.0,0.0,6.0,0.0
418.73,5.739,12,438096155,-52883358,5.739,2024-01-14 16:01:20,,10.0,113.0,15.0,22.0,22.0,0.0,6.0,0.0
426.57,5.795,12,438095352,-52883548,5.795,2024-01-14 16:01:21,,11.0,115.0,15.0,22.0,22.0,0.0,6.0,0.0
434.31,5.786,12,438094503,-52883686,5.786,2024-01-14 16:01:22,,11.0,116.0,15.0,22.0,22.0,0.0,6.0,0.0
440.56,5.786,12,438093848,-52883769,5.786,2024-01-14 16:01:23,,11.0,118.0,15.0,22.0,22.0,0.0,6.0,0.0
447.46,5.786,12,438093107,-52883924,5.786,2024-01-14 16:01:24,,11.0,119.0,15.0,22.0,22.0,0.0,6.0,0.0
454.86,5.801,12,438092324,-52884053,5.801,2024-01-14 16:01:25,,11.0,121.0,15.0,22.0,22.0,0.0,6.0,0.0
462.74,5.849,12,438091495,-52884137,5.849,2024-01-14 16:01:26,,11.0,122.0,15.0,22.0,22.0,0.0,6.0,0.0
471.01,5.838,11,438090610,-52884120,5.838,2024-01-14 16:01:27,,12.0,123.0,15.0,21.799999999999955,21.799999999999955,0.0,6.0,0.0
479.59,5.853,11,438089686,-52883953,5.853,2024-01-14 16:01:28,,12.0,124.0,15.0,21.799999999999955,21.799999999999955,0.0,6.0,0.0
489.0,5.935,12,438088710,-52883788,5.935,2024-01-14 16:01:29,,12.0,125.0,15.0,21.799999999999955,21.799999999999955,0.0,6.0,0.0
502.0,6.249,11,438087322,-52883916,6.249,2024-01-14 16:01:30,,12.0,126.0,15.0,21.799999999999955,21.799999999999955,0.0,6.0,0.0
511.76,6.338,11,438086316,-52883591,6.338,2024-01-14 16:01:31,,12.0,127.0,15.0,21.799999999999955,21.799999999999955,0.0,6.0,0.0
521.45,6.329,10,438085354,-52883068,6.329,2024-01-14 16:01:32,,13.0,127.0,15.0,21.600000000000023,21.600000000000023,0.0,6.0,0.0
528.2,6.338,10,438084697,-52882695,6.338,2024-01-14 16:01:33,,13.0,128.0,15.0,21.399999999999977,21.399999999999977,0.0,6.0,0.0
535.4,6.375,10,438083961,-52882431,6.375,2024-01-14 16:01:34,,13.0,128.0,15.0,21.399999999999977,21.399999999999977,0.0,6.0,0.0
542.85,6.58,9,438083165,-52882336,6.58,2024-01-14 16:01:35,,13.0,128.0,15.0,21.200000000000045,21.200000000000045,0.0,6.0,-1.01
550.46,6.734,9,438082341,-52882351,6.734,2024-01-14 16:01:36,,13.0,129.0,15.0,21.0,21.0,0.0,6.0,-1.36
556.77,6.745,9,438081680,-52882157,6.745,2024-01-14 16:01:37,,14.0,129.0,15.0,20.799999999999955,20.799999999999955,0.0,6.0,-1.6
563.07,6.026,10,438081086,-52881731,6.026,2024-01-14 16:01:38,,14.0,129.0,15.0,20.600000000000023,20.600000000000023,0.0,6.0,-1.78
569.94,6.342,10,438080495,-52881188,6.342,2024-01-14 16:01:39,,14.0,129.0,15.0,20.600000000000023,20.600000000000023,0.0,6.0,-1.93
577.37,6.338,10,438079896,-52880536,6.338,2024-01-14 16:01:40,,14.0,128.0,15.0,20.399999999999977,20.399999999999977,0.0,7.0,-2.01
585.12,6.315,9,438079307,-52879807,6.315,2024-01-14 16:01:41,,14.0,129.0,15.0,20.399999999999977,20.399999999999977,0.0,7.0,-2.02
592.76,6.303,9,438078855,-52878952,6.303,2024-01-14 16:01:42,,15.0,129.0,15.0,20.200000000000045,20.200000000000045,0.0,7.0,-1.98
602.95,6.389,9,438078283,-52877813,6.389,2024-01-14 16:01:43,,15.0,130.0,15.0,20.0,20.0,0.0,7.0,-1.94
611.46,6.393,9,438077793,-52876859,6.393,2024-01-14 16:01:44,,15.0,130.0,15.0,20.0,20.0,0.0,7.0,-1.85
619.3,6.408,9,438077357,-52875954,6.408,2024-01-14 16:01:45,,15.0,130.0,15.0,19.799999999999955,19.799999999999955,0.0,7.0,-1.76
626.04,6.408,9,438076974,-52875196,6.408,2024-01-14 16:01:46,,15.0,130.0,15.0,19.799999999999955,19.799999999999955,0.0,7.0,-1.6
634.08,6.416,8,438076499,-52874286,6.416,2024-01-14 16:01:47,,16.0,130.0,15.0,19.799999999999955,19.799999999999955,0.0,7.0,-1.47
642.23,6.494,8,438075984,-52873406,6.494,2024-01-14 16:01:48,,16.0,130.0,15.0,19.600000000000023,19.600000000000023,0.0,7.0,-1.38
650.19,6.681,8,438075526,-52872522,6.681,2024-01-14 16:01:49,,16.0,131.0,15.0,19.600000000000023,19.600000000000023,0.0,8.0,-1.32
659.15,6.775,8,438074961,-52871545,6.775,2024-01-14 16:01:50,,16.0,130.0,15.0,19.399999999999977,19.399999999999977,0.0,8.0,-1.29
665.34,6.897,8,438074608,-52870853,6.897,2024-01-14 16:01:51,,16.0,129.0,15.0,19.399999999999977,19.399999999999977,0.0,8.0,-1.28
671.94,6.731,10,438074154,-52870156,6.731,2024-01-14 16:01:52,,17.0,127.0,15.0,19.200000000000045,19.200000000000045,0.0,8.0,-1.28
678.82,6.731,15,438073731,-52869401,6.731,2024-01-14 16:01:53,,17.0,126.0,15.0,19.200000000000045,19.200000000000045,0.0,8.0,-1.28
686.43,6.723,14,438073372,-52868512,6.723,2024-01-14 16:01:54,,17.0,125.0,15.0,19.0,19.0,0.0,8.0,-1.28
692.89,6.688,14,438072892,-52867924,6.688,2024-01-14 16:01:55,,17.0,123.0,15.0,19.0,19.0,0.0,8.0,-1.25
700.64,6.526,13,438072463,-52867033,6.526,2024-01-14 16:01:56,,17.0,122.0,15.0,19.0,19.0,0.0,8.0,-1.16
707.84,6.08,13,438071972,-52866285,6.08,2024-01-14 16:01:57,,18.0,121.0,15.0,19.0,19.0,0.0,8.0,-1.09
715.37,6.314,12,438071516,-52865463,6.314,2024-01-14 16:01:58,,18.0,120.0,15.0,18.799999999999955,18.799999999999955,0.0,8.0,-1.02
723.82,6.214,12,438071032,-52864525,6.214,2024-01-14 16:01:59,,18.0,120.0,15.0,18.799999999999955,18.799999999999955,0.0,8.0,-0.13
731.36,6.192,11,438070461,-52863796,6.192,2024-01-14 16:02:00,,18.0,120.0,15.0,18.600000000000023,18.600000000000023,0.0,8.0,0.0
738.3,6.133,11,438069980,-52863092,6.133,2024-01-14 16:02:01,,18.0,121.0,15.0,18.600000000000023,18.600000000000023,0.0,8.0,0.0
744.55,6.192,11,438069568,-52862452,6.192,2024-01-14 16:02:02,,18.0,121.0,15.0,18.600000000000023,18.600000000000023,0.0,8.0,0.0
750.39,6.091,12,438069140,-52861873,6.091,2024-01-14 16:02:03,,19.0,122.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
756.86,6.017,12,438068619,-52861311,6.017,2024-01-14 16:02:04,,19.0,122.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
763.35,6.008,13,438068048,-52860769,6.008,2024-01-14 16:02:05,,19.0,123.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
770.39,6.011,13,438067510,-52860109,6.011,2024-01-14 16:02:06,,19.0,124.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
778.54,6.019,13,438066856,-52859399,6.019,2024-01-14 16:02:07,,19.0,125.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
784.73,6.039,13,438066349,-52858858,6.039,2024-01-14 16:02:08,,20.0,126.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
790.3,6.115,13,438065955,-52858310,6.115,2024-01-14 16:02:09,,20.0,125.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
797.1,6.131,12,438065504,-52857589,6.131,2024-01-14 16:02:10,,20.0,124.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
801.92,6.21,12,438065203,-52857058,6.21,2024-01-14 16:02:11,,20.0,123.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
808.63,6.506,15,438064821,-52856300,6.506,2024-01-14 16:02:12,,20.0,121.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
813.22,6.131,15,438064547,-52855800,6.131,2024-01-14 16:02:13,,20.0,119.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
817.58,4.773,15,438064265,-52855351,4.773,2024-01-14 16:02:14,,21.0,118.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
822.54,4.745,17,438063946,-52854794,4.745,2024-01-14 16:02:15,,21.0,117.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
828.17,4.964,18,438063686,-52854133,4.964,2024-01-14 16:02:16,,21.0,117.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
831.9,4.648,18,438063640,-52853641,4.648,2024-01-14 16:02:17,,21.0,117.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
834.88,3.461,19,438063605,-52853248,3.461,2024-01-14 16:02:18,,21.0,116.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
837.86,3.267,19,438063595,-52852850,3.267,2024-01-14 16:02:19,,21.0,116.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
840.84,3.196,19,438063569,-52852452,3.196,2024-01-14 16:02:20,,22.0,115.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
843.92,3.166,18,438063615,-52852043,3.166,2024-01-14 16:02:21,,22.0,116.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
847.36,3.193,18,438063621,-52851589,3.193,2024-01-14 16:02:22,,22.0,116.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
850.77,3.213,17,438063504,-52851154,3.213,2024-01-14 16:02:23,,22.0,116.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
851.7,2.54,17,438063468,-52851046,2.54,2024-01-14 16:02:24,,22.0,117.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
852.39,1.201,16,438063237,-52850645,1.201,2024-01-14 16:03:12,,22.0,95.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
855.78,2.358,15,438063000,-52850332,2.358,2024-01-14 16:03:13,,23.0,97.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
860.09,2.994,15,438062689,-52849912,2.994,2024-01-14 16:03:14,,23.0,100.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
864.97,3.707,14,438062223,-52849609,3.707,2024-01-14 16:03:15,,23.0,102.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
869.91,4.062,15,438061702,-52849525,4.062,2024-01-14 16:03:16,,23.0,103.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
874.93,4.186,15,438061140,-52849488,4.186,2024-01-14 16:03:17,,23.0,105.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
879.23,4.066,15,438060694,-52849484,4.066,2024-01-14 16:03:18,,23.0,104.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
882.91,3.478,15,438060296,-52849554,3.478,2024-01-14 16:03:19,,23.0,104.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
886.51,2.845,15,438059921,-52849647,2.845,2024-01-14 16:03:20,,24.0,103.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
889.79,2.458,15,438059551,-52849723,2.458,2024-01-14 16:03:21,,24.0,103.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
892.03,1.996,15,438059323,-52849793,1.996,2024-01-14 16:03:22,,24.0,104.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
893.9,2.2,15,438059135,-52849877,2.2,2024-01-14 16:03:23,,24.0,104.0,15.0,18.200000000000045,18.200000000000045,0.0,8.0,0.0
894.53,2.373,15,438059099,-52849909,2.373,2024-01-14 16:03:24,,24.0,105.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
894.53,0.0,15,438059099,-52849909,0.0,2024-01-14 16:03:25,,24.0,106.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
894.53,0.0,15,438059099,-52849909,0.0,2024-01-14 16:03:26,,24.0,107.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
894.53,0.0,15,438059099,-52849909,0.0,2024-01-14 16:03:27,,25.0,106.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
894.53,0.0,14,438059099,-52849909,0.0,2024-01-14 16:03:28,,25.0,106.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
894.53,0.0,14,438059099,-52849909,0.0,2024-01-14 16:03:29,,25.0,105.0,15.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
895.05,1.212,12,438058686,-52849877,1.212,2024-01-14 16:03:47,,25.0,94.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
897.44,1.653,12,438058448,-52849909,1.653,2024-01-14 16:03:48,,25.0,96.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
899.81,1.938,12,438058166,-52849909,1.938,2024-01-14 16:03:49,,25.0,95.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
902.93,2.489,12,438057837,-52849914,2.489,2024-01-14 16:03:50,,25.0,94.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
906.51,2.836,12,438057473,-52849923,2.836,2024-01-14 16:03:51,,25.0,92.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
909.83,3.326,11,438057100,-52849878,3.326,2024-01-14 16:03:52,,25.0,90.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
913.78,3.611,11,438056680,-52849817,3.611,2024-01-14 16:03:53,,25.0,89.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
917.88,3.686,11,438056236,-52849750,3.686,2024-01-14 16:03:54,,26.0,90.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
922.24,3.861,10,438055797,-52849658,3.861,2024-01-14 16:03:55,,26.0,91.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
927.09,3.806,10,438055279,-52849621,3.806,2024-01-14 16:03:56,,26.0,92.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
930.81,3.61,11,438054860,-52849670,3.61,2024-01-14 16:03:57,,26.0,94.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
935.35,3.639,14,438054396,-52849766,3.639,2024-01-14 16:03:58,,26.0,96.0,14.0,18.399999999999977,18.399999999999977,0.0,8.0,0.0
939.71,3.639,13,438053943,-52849921,3.639,2024-01-14 16:03:59,,26.0,98.0,14.0,18.600000000000023,18.600000000000023,0.0,8.0,0.0
942.75,3.768,13,438053650,-52850088,3.768,2024-01-14 16:04:00,,26.0,99.0,14.0,18.600000000000023,18.600000000000023,0.0,8.0,0.0
946.9,4.336,14,438053265,-52850385,4.336,2024-01-14 16:04:01,,26.0,102.0,14.0,18.600000000000023,18.600000000000023,0.0,8.0,0.0
952.18,4.835,14,438052780,-52850778,4.835,2024-01-14 16:04:02,,27.0,104.0,14.0,18.600000000000023,18.600000000000023,0.0,8.0,0.0
958.62,5.51,14,438052210,-52851252,5.51,2024-01-14 16:04:03,,27.0,107.0,14.0,18.600000000000023,18.600000000000023,0.0,8.0,0.0
964.71,5.909,13,438051646,-52851634,5.909,2024-01-14 16:04:04,,27.0,109.0,14.0,18.799999999999955,18.799999999999955,0.0,8.0,0.0
972.52,6.008,12,438050928,-52852175,6.008,2024-01-14 16:04:05,,27.0,111.0,14.0,18.799999999999955,18.799999999999955,0.0,8.0,0.0
978.39,5.995,12,438050351,-52852483,5.995,2024-01-14 16:04:06,,27.0,113.0,14.0,18.799999999999955,18.799999999999955,0.0,8.0,0.0
984.83,5.901,11,438049669,-52852568,5.901,2024-01-14 16:04:07,,27.0,114.0,14.0,18.799999999999955,18.799999999999955,0.0,8.0,0.0
