calories,heart_rate,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,altitude,enhanced_altitude,ascent,descent,grade
548,157,2023-12-18 16:11:32,,6240.33,3.095,4.0,438488874.0,-53170695.0,3.095,11.0,257.79999999999995,257.79999999999995,294.0,55.0,0.0
549,157,2023-12-18 16:11:33,,6243.59,3.131,4.0,438489202.0,-53170859.0,3.131,11.0,257.79999999999995,257.79999999999995,294.0,55.0,0.0
549,156,2023-12-18 16:11:34,,6246.86,3.17,4.0,438489530.0,-53171020.0,3.17,11.0,257.79999999999995,257.79999999999995,294.0,55.0,0.0
549,154,2023-12-18 16:11:35,,6250.47,3.504,4.0,438489901.0,-53171186.0,3.504,11.0,257.6,257.6,294.0,55.0,0.0
550,153,2023-12-18 16:11:36,,6253.84,3.899,4.0,438490238.0,-53171299.0,3.899,11.0,257.6,257.6,294.0,55.0,-0.81
550,152,2023-12-18 16:11:37,,6257.64,3.814,4.0,438490622.0,-53171408.0,3.814,11.0,257.6,257.6,294.0,55.0,-1.15
550,150,2023-12-18 16:11:38,,6261.68,3.977,4.0,438491052.0,-53171519.0,3.977,11.0,257.6,257.6,294.0,55.0,-1.15
550,149,2023-12-18 16:11:39,,6265.77,4.218,4.0,438491487.0,-53171625.0,4.218,11.0,257.6,257.6,294.0,55.0,-0.28
551,148,2023-12-18 16:11:40,,6269.2,3.923,4.0,438491840.0,-53171744.0,3.923,11.0,257.79999999999995,257.79999999999995,294.0,55.0,0.0
551,149,2023-12-18 16:11:41,,6272.24,3.417,4.0,438492151.0,-53171847.0,3.417,11.0,257.79999999999995,257.79999999999995,294.0,55.0,0.0
551,148,2023-12-18 16:11:42,,6275.42,3.417,4.0,438492497.0,-53171894.0,3.417,11.0,257.79999999999995,257.79999999999995,294.0,55.0,0.0
551,147,2023-12-18 16:11:43,,6278.89,3.413,4.0,438492853.0,-53171861.0,3.413,11.0,258.0,258.0,294.0,55.0,0.0
552,147,2023-12-18 16:11:44,,6282.53,3.408,5.0,438493224.0,-53171742.0,3.408,11.0,258.0,258.0,294.0,55.0,0.85
552,146,2023-12-18 16:11:45,,6285.76,3.386,5.0,438493542.0,-53171547.0,3.386,11.0,258.20000000000005,258.20000000000005,295.0,55.0,1.42
552,146,2023-12-18 16:11:46,,6289.03,3.325,5.0,438493862.0,-53171334.0,3.325,11.0,258.4,258.4,295.0,55.0,1.79
552,147,2023-12-18 16:11:47,,6292.18,3.279,5.0,438494162.0,-53171128.0,3.279,11.0,258.4,258.4,295.0,55.0,2.19
553,146,2023-12-18 16:11:48,76.0,6295.18,3.235,5.0,438494434.0,-53170902.0,3.235,11.0,258.6,258.6,295.0,55.0,2.61
553,146,2023-12-18 16:11:49,,6298.15,3.186,5.0,438494689.0,-53170663.0,3.186,11.0,258.79999999999995,258.79999999999995,295.0,55.0,2.99
553,146,2023-12-18 16:11:50,,6301.09,3.143,5.0,438494917.0,-53170391.0,3.143,11.0,259.0,259.0,295.0,55.0,3.33
553,148,2023-12-18 16:11:51,,6304.54,3.298,5.0,438495163.0,-53170063.0,3.298,11.0,259.0,259.0,295.0,55.0,3.62
554,147,2023-12-18 16:11:52,,6308.01,3.658,5.0,438495436.0,-53169750.0,3.658,11.0,259.20000000000005,259.20000000000005,295.0,55.0,3.82
554,148,2023-12-18 16:11:53,,6311.07,3.505,5.0,438495691.0,-53169481.0,3.505,11.0,259.20000000000005,259.20000000000005,296.0,55.0,3.91
554,149,2023-12-18 16:11:54,,6314.08,3.141,5.0,438495918.0,-53169213.0,3.141,11.0,259.4,259.4,296.0,55.0,3.84
554,149,2023-12-18 16:11:55,,6316.9,3.083,5.0,438496146.0,-53168943.0,3.083,11.0,259.4,259.4,296.0,55.0,3.58
555,149,2023-12-18 16:11:56,,6319.79,3.083,5.0,438496373.0,-53168678.0,3.083,11.0,259.4,259.4,296.0,55.0,3.16
555,149,2023-12-18 16:11:57,,6323.07,3.103,5.0,438496620.0,-53168390.0,3.103,11.0,259.4,259.4,296.0,55.0,2.63
555,149,2023-12-18 16:11:58,,6326.58,3.131,5.0,438496912.0,-53168081.0,3.131,11.0,259.4,259.4,296.0,55.0,1.99
555,149,2023-12-18 16:11:59,,6330.01,3.134,6.0,438497212.0,-53167788.0,3.134,11.0,259.20000000000005,259.20000000000005,296.0,55.0,1.27
556,148,2023-12-18 16:12:00,,6333.74,3.346,6.0,438497522.0,-53167483.0,3.346,11.0,259.20000000000005,259.20000000000005,296.0,55.0,0.3
556,147,2023-12-18 16:12:01,,6338.26,3.489,6.0,438497905.0,-53167122.0,3.489,11.0,259.0,259.0,296.0,55.0,0.0
556,146,2023-12-18 16:12:02,,6342.55,3.373,6.0,438498296.0,-53166790.0,3.373,11.0,258.79999999999995,258.79999999999995,296.0,55.0,-0.95
556,146,2023-12-18 16:12:03,,6346.79,3.81,6.0,438498677.0,-53166505.0,3.81,11.0,258.6,258.6,296.0,55.0,-1.9
557,146,2023-12-18 16:12:04,,6350.92,4.359,6.0,438499086.0,-53166292.0,4.359,11.0,258.4,258.4,296.0,55.0,-2.73
557,143,2023-12-18 16:12:05,,6355.39,4.645,6.0,438499552.0,-53166106.0,4.645,11.0,258.0,258.0,296.0,56.0,-3.64
557,144,2023-12-18 16:12:06,,6360.71,5.002,6.0,438500095.0,-53165908.0,5.002,11.0,257.6,257.6,296.0,56.0,-4.54
557,143,2023-12-18 16:12:07,,6366.22,5.301,6.0,438500663.0,-53165715.0,5.301,11.0,257.4,257.4,296.0,56.0,-5.28
557,140,2023-12-18 16:12:08,,6371.53,5.333,6.0,438501220.0,-53165501.0,5.333,11.0,257.0,257.0,296.0,57.0,-5.78
558,140,2023-12-18 16:12:09,,6376.81,5.317,6.0,438501701.0,-53165179.0,5.317,11.0,256.79999999999995,256.79999999999995,296.0,57.0,-5.98
558,141,2023-12-18 16:12:10,,6381.68,5.314,6.0,438502081.0,-53164746.0,5.314,11.0,256.6,256.6,296.0,57.0,-5.82
558,142,2023-12-18 16:12:11,,6385.8,5.088,6.0,438502241.0,-53164244.0,5.088,11.0,256.6,256.6,296.0,57.0,-5.3
558,142,2023-12-18 16:12:12,,6390.12,4.645,7.0,438502222.0,-53163673.0,4.645,11.0,256.79999999999995,256.79999999999995,296.0,58.0,-4.51
559,143,2023-12-18 16:12:13,,6394.28,4.528,7.0,438502158.0,-53163129.0,4.528,11.0,256.79999999999995,256.79999999999995,296.0,58.0,-3.51
559,142,2023-12-18 16:12:14,,6398.19,4.508,7.0,438502029.0,-53162626.0,4.508,11.0,257.0,257.0,296.0,58.0,-2.41
559,142,2023-12-18 16:12:15,,6402.56,4.158,7.0,438501828.0,-53162094.0,4.158,11.0,257.20000000000005,257.20000000000005,296.0,58.0,-0.65
559,143,2023-12-18 16:12:16,,6406.7,4.017,7.0,438501601.0,-53161636.0,4.017,11.0,257.4,257.4,296.0,58.0,0.0
560,144,2023-12-18 16:12:17,,6410.01,3.968,7.0,438501355.0,-53161326.0,3.968,11.0,257.6,257.6,296.0,58.0,1.01
560,144,2023-12-18 16:12:18,,6412.88,3.154,7.0,438501080.0,-53161116.0,3.154,11.0,258.0,258.0,296.0,58.0,2.25
560,143,2023-12-18 16:12:19,,6415.79,2.913,7.0,438500827.0,-53160918.0,2.913,11.0,258.20000000000005,258.20000000000005,297.0,58.0,3.28
560,144,2023-12-18 16:12:20,,6418.59,2.732,6.0,438500581.0,-53160726.0,2.732,11.0,258.6,258.6,297.0,58.0,4.16
561,145,2023-12-18 16:12:21,,6421.48,2.644,6.0,438500288.0,-53160545.0,2.644,11.0,258.79999999999995,258.79999999999995,297.0,58.0,5.03
561,146,2023-12-18 16:12:22,,6424.11,2.469,6.0,438500045.0,-53160367.0,2.469,11.0,259.20000000000005,259.20000000000005,298.0,58.0,5.98
561,146,2023-12-18 16:12:23,,6426.46,2.25,6.0,438499871.0,-53160161.0,2.25,11.0,259.6,259.6,298.0,58.0,7.01
561,146,2023-12-18 16:12:24,,6429.12,2.466,6.0,438499643.0,-53159938.0,2.466,11.0,259.79999999999995,259.79999999999995,298.0,58.0,8.09
561,149,2023-12-18 16:12:25,,6431.62,2.792,6.0,438499415.0,-53159739.0,2.792,11.0,260.20000000000005,260.20000000000005,299.0,58.0,9.18
562,150,2023-12-18 16:12:26,,6433.9,2.759,6.0,438499226.0,-53159557.0,2.759,11.0,260.4,260.4,299.0,58.0,10.1
562,151,2023-12-18 16:12:27,,6436.05,2.738,6.0,438499052.0,-53159368.0,2.738,11.0,260.6,260.6,299.0,58.0,10.68
562,151,2023-12-18 16:12:28,,6438.65,2.703,6.0,438498843.0,-53159132.0,2.703,11.0,261.0,261.0,299.0,58.0,10.85
563,152,2023-12-18 16:12:29,,6441.04,2.625,6.0,438498680.0,-53158884.0,2.625,11.0,261.20000000000005,261.20000000000005,300.0,58.0,10.59
563,154,2023-12-18 16:12:30,,6443.32,2.54,6.0,438498544.0,-53158625.0,2.54,11.0,261.4,261.4,300.0,58.0,10.08
563,155,2023-12-18 16:12:31,,6445.42,2.428,6.0,438498426.0,-53158382.0,2.428,11.0,261.79999999999995,261.79999999999995,300.0,58.0,9.56
563,157,2023-12-18 16:12:32,,6447.61,2.294,6.0,438498335.0,-53158120.0,2.294,11.0,262.0,262.0,301.0,58.0,9.17
564,157,2023-12-18 16:12:33,,6450.29,2.285,6.0,438498225.0,-53157795.0,2.285,11.0,262.20000000000005,262.20000000000005,301.0,58.0,9.0
564,158,2023-12-18 16:12:34,,6452.59,2.427,6.0,438498145.0,-53157506.0,2.427,11.0,262.6,262.6,301.0,58.0,8.95
564,160,2023-12-18 16:12:35,,6454.57,2.497,6.0,438498107.0,-53157247.0,2.497,11.0,262.79999999999995,262.79999999999995,301.0,58.0,8.97
564,161,2023-12-18 16:12:36,,6457.14,2.55,6.0,438498035.0,-53156914.0,2.55,11.0,263.0,263.0,302.0,58.0,8.99
565,162,2023-12-18 16:12:37,,6459.85,2.664,6.0,438498008.0,-53156556.0,2.664,11.0,263.20000000000005,263.20000000000005,302.0,58.0,8.96
565,162,2023-12-18 16:12:38,,6462.34,2.516,6.0,438498008.0,-53156222.0,2.516,11.0,263.4,263.4,302.0,58.0,8.81
565,161,2023-12-18 16:12:39,,6464.52,2.248,6.0,438498008.0,-53155929.0,2.248,11.0,263.6,263.6,302.0,58.0,8.52
566,161,2023-12-18 16:12:40,,6466.42,2.186,6.0,438498008.0,-53155676.0,2.186,11.0,263.79999999999995,263.79999999999995,302.0,58.0,8.18
566,163,2023-12-18 16:12:41,,6468.12,2.178,6.0,438498008.0,-53155451.0,2.178,11.0,264.20000000000005,264.20000000000005,303.0,58.0,7.97
566,163,2023-12-18 16:12:42,,6469.98,2.132,6.0,438497989.0,-53155205.0,2.132,11.0,264.4,264.4,303.0,58.0,8.01
566,162,2023-12-18 16:12:43,,6472.07,2.068,6.0,438497944.0,-53154930.0,2.068,11.0,264.6,264.6,303.0,58.0,8.28
567,162,2023-12-18 16:12:44,,6474.13,2.047,6.0,438497898.0,-53154655.0,2.047,11.0,264.79999999999995,264.79999999999995,303.0,58.0,8.69
567,162,2023-12-18 16:12:45,,6476.05,2.047,6.0,438497890.0,-53154400.0,2.047,11.0,265.0,265.0,304.0,58.0,9.16
567,163,2023-12-18 16:12:46,,6478.27,2.047,6.0,438497917.0,-53154104.0,2.047,11.0,265.4,265.4,304.0,58.0,9.67
568,163,2023-12-18 16:12:47,,6480.71,2.039,6.0,438497899.0,-53153780.0,2.039,11.0,265.6,265.6,304.0,58.0,10.14
568,163,2023-12-18 16:12:48,,6483.1,2.036,7.0,438497853.0,-53153468.0,2.036,11.0,265.79999999999995,265.79999999999995,304.0,58.0,10.48
568,164,2023-12-18 16:12:49,,6485.14,2.024,7.0,438497807.0,-53153203.0,2.024,11.0,266.20000000000005,266.20000000000005,305.0,58.0,10.65
568,165,2023-12-18 16:12:50,,6487.2,2.015,7.0,438497762.0,-53152931.0,2.015,11.0,266.4,266.4,305.0,58.0,10.76
569,164,2023-12-18 16:12:51,,6489.57,2.047,7.0,438497735.0,-53152614.0,2.047,11.0,266.6,266.6,305.0,58.0,10.89
569,165,2023-12-18 16:12:52,,6491.59,2.171,6.0,438497717.0,-53152345.0,2.171,11.0,266.79999999999995,266.79999999999995,305.0,58.0,11.05
569,166,2023-12-18 16:12:53,,6493.4,2.311,6.0,438497690.0,-53152106.0,2.311,11.0,267.20000000000005,267.20000000000005,306.0,58.0,11.23
570,165,2023-12-18 16:12:54,,6495.35,2.249,6.0,438497708.0,-53151849.0,2.249,11.0,267.4,267.4,306.0,58.0,11.37
570,167,2023-12-18 16:12:55,,6497.06,2.106,6.0,438497735.0,-53151624.0,2.106,11.0,267.79999999999995,267.79999999999995,306.0,58.0,11.42
570,167,2023-12-18 16:12:56,,6499.12,1.913,6.0,438497754.0,-53151349.0,1.913,11.0,268.0,268.0,306.0,58.0,11.36
570,168,2023-12-18 16:12:57,,6501.11,1.877,6.0,438497781.0,-53151084.0,1.877,11.0,268.20000000000005,268.20000000000005,307.0,58.0,11.26
571,168,2023-12-18 16:12:58,,6502.81,1.822,6.0,438497781.0,-53150857.0,1.822,11.0,268.4,268.4,307.0,58.0,11.12
571,167,2023-12-18 16:12:59,,6504.67,1.806,6.0,438497781.0,-53150611.0,1.806,11.0,268.6,268.6,307.0,58.0,10.98
571,167,2023-12-18 16:13:00,,6506.58,1.806,6.0,438497800.0,-53150359.0,1.806,11.0,268.79999999999995,268.79999999999995,308.0,58.0,10.81
572,168,2023-12-18 16:13:01,,6508.42,1.806,6.0,438497864.0,-53150130.0,1.806,11.0,269.0,269.0,308.0,58.0,10.53
572,167,2023-12-18 16:13:02,,6510.52,1.806,5.0,438497992.0,-53149889.0,1.806,11.0,269.0,269.0,308.0,58.0,10.03
572,168,2023-12-18 16:13:03,,6513.13,2.115,6.0,438498174.0,-53149617.0,2.115,11.0,269.20000000000005,269.20000000000005,308.0,58.0,9.23
573,168,2023-12-18 16:13:04,,6515.85,2.631,6.0,438498376.0,-53149373.0,2.631,11.0,269.20000000000005,269.20000000000005,308.0,58.0,8.12
573,167,2023-12-18 16:13:05,,6518.77,2.885,6.0,438498623.0,-53149147.0,2.885,11.0,269.20000000000005,269.20000000000005,308.0,58.0,6.75
573,167,2023-12-18 16:13:06,,6521.46,3.116,6.0,438498877.0,-53148958.0,3.116,11.0,269.20000000000005,269.20000000000005,308.0,58.0,5.31
573,166,2023-12-18 16:13:07,,6523.91,3.113,6.0,438499123.0,-53148822.0,3.113,11.0,269.20000000000005,269.20000000000005,308.0,58.0,3.95
574,164,2023-12-18 16:13:08,,6526.73,3.06,6.0,438499396.0,-53148662.0,3.06,11.0,269.20000000000005,269.20000000000005,308.0,58.0,2.77
574,163,2023-12-18 16:13:09,,6529.52,3.072,6.0,438499670.0,-53148469.0,3.072,11.0,269.20000000000005,269.20000000000005,308.0,58.0,1.75
574,163,2023-12-18 16:13:10,,6533.2,3.164,6.0,438499962.0,-53148147.0,3.164,11.0,269.0,269.0,308.0,58.0,0.54
575,162,2023-12-18 16:13:11,,6537.46,3.553,6.0,438500242.0,-53147694.0,3.553,11.0,268.6,268.6,308.0,58.0,0.0
575,161,2023-12-18 16:13:12,,6541.48,4.053,6.0,438500356.0,-53147200.0,4.053,11.0,268.4,268.4,308.0,58.0,-1.26
575,161,2023-12-18 16:13:13,,6546.07,4.078,6.0,438500216.0,-53146618.0,4.078,11.0,268.20000000000005,268.20000000000005,308.0,58.0,-2.75
575,160,2023-12-18 16:13:14,,6550.66,3.964,6.0,438499980.0,-53146077.0,3.964,11.0,268.20000000000005,268.20000000000005,308.0,58.0,-3.59
576,160,2023-12-18 16:13:15,,6554.45,3.843,6.0,438499798.0,-53145626.0,3.843,11.0,268.20000000000005,268.20000000000005,308.0,58.0,-3.96
576,158,2023-12-18 16:13:16,,6558.66,3.734,6.0,438499635.0,-53145105.0,3.734,11.0,268.20000000000005,268.20000000000005,308.0,59.0,-3.83
576,158,2023-12-18 16:13:17,,6562.68,3.742,6.0,438499518.0,-53144593.0,3.742,11.0,268.20000000000005,268.20000000000005,308.0,59.0,-3.32
577,156,2023-12-18 16:13:18,,6567.25,3.818,6.0,438499426.0,-53143994.0,3.818,11.0,268.0,268.0,308.0,59.0,-2.63
577,157,2023-12-18 16:13:19,,6571.63,3.94,6.0,438499354.0,-53143416.0,3.94,11.0,268.0,268.0,308.0,59.0,-1.94
577,154,2023-12-18 16:13:20,,6575.71,4.036,6.0,438499309.0,-53142873.0,4.036,11.0,267.79999999999995,267.79999999999995,308.0,59.0,-1.48
577,155,2023-12-18 16:13:21,,6579.94,4.332,6.0,438499245.0,-53142316.0,4.332,11.0,267.6,267.6,308.0,59.0,-1.43
578,154,2023-12-18 16:13:22,,6585.1,4.786,6.0,438499135.0,-53141642.0,4.786,11.0,267.4,267.4,308.0,59.0,-1.78
578,154,2023-12-18 16:13:23,,6590.49,5.18,6.0,438498980.0,-53140944.0,5.18,11.0,267.20000000000005,267.20000000000005,308.0,59.0,-2.36
578,152,2023-12-18 16:13:24,,6595.87,5.369,6.0,438498779.0,-53140274.0,5.369,11.0,267.0,267.0,308.0,59.0,-2.92
578,152,2023-12-18 16:13:25,,6601.71,5.381,6.0,438498456.0,-53139610.0,5.381,11.0,267.0,267.0,308.0,59.0,-3.28
579,151,2023-12-18 16:13:26,,6607.24,5.235,6.0,438498076.0,-53139023.0,5.235,11.0,266.79999999999995,266.79999999999995,308.0,60.0,-3.39
579,150,2023-12-18 16:13:27,,6612.15,5.008,6.0,438497785.0,-53138487.0,5.008,11.0,266.79999999999995,266.79999999999995,308.0,60.0,-3.27
579,150,2023-12-18 16:13:28,,6617.68,5.024,6.0,438497485.0,-53137852.0,5.024,11.0,266.6,266.6,308.0,60.0,-3.0
579,150,2023-12-18 16:13:29,,6622.62,5.047,6.0,438497232.0,-53137270.0,5.047,11.0,266.4,266.4,308.0,60.0,-2.66
580,148,2023-12-18 16:13:30,,6627.24,5.085,6.0,438496985.0,-53136738.0,5.085,11.0,266.20000000000005,266.20000000000005,308.0,60.0,-2.38
580,148,2023-12-18 16:13:31,,6632.49,5.217,6.0,438496616.0,-53136198.0,5.217,11.0,266.0,266.0,308.0,60.0,-2.28
580,148,2023-12-18 16:13:32,,6638.99,5.344,7.0,438496132.0,-53135569.0,5.344,11.0,265.79999999999995,265.79999999999995,308.0,60.0,-2.39
580,148,2023-12-18 16:13:33,,6644.49,5.584,7.0,438495716.0,-53135055.0,5.584,11.0,265.4,265.4,308.0,61.0,-2.7
581,147,2023-12-18 16:13:34,,6649.95,6.003,7.0,438495298.0,-53134544.0,6.003,11.0,265.20000000000005,265.20000000000005,308.0,61.0,-3.12
581,146,2023-12-18 16:13:35,,6656.17,6.175,7.0,438494836.0,-53133931.0,6.175,11.0,265.0,265.0,308.0,61.0,-3.56
581,144,2023-12-18 16:13:36,,6662.3,6.017,8.0,438494443.0,-53133283.0,6.017,11.0,264.6,264.6,308.0,61.0,-3.94
581,143,2023-12-18 16:13:37,,6668.9,5.832,8.0,438494059.0,-53132553.0,5.832,11.0,264.4,264.4,308.0,62.0,-4.2
582,144,2023-12-18 16:13:38,,6675.65,5.881,8.0,438493707.0,-53131768.0,5.881,11.0,264.0,264.0,308.0,62.0,-4.32
582,144,2023-12-18 16:13:39,,6681.06,5.881,8.0,438493491.0,-53131100.0,5.881,11.0,263.6,263.6,308.0,62.0,-4.38
582,143,2023-12-18 16:13:40,,6686.69,5.881,8.0,438493393.0,-53130363.0,5.881,11.0,263.4,263.4,308.0,63.0,-4.42
582,144,2023-12-18 16:13:41,,6693.15,5.881,7.0,438493423.0,-53129512.0,5.881,11.0,263.4,263.4,308.0,63.0,-4.35
583,144,2023-12-18 16:13:42,,6698.29,5.654,7.0,438493560.0,-53128851.0,5.654,11.0,263.4,263.4,308.0,63.0,-4.07
583,144,2023-12-18 16:13:43,,6702.87,5.186,7.0,438493735.0,-53128284.0,5.186,11.0,263.6,263.6,308.0,63.0,-3.52
583,144,2023-12-18 16:13:44,,6707.34,4.638,7.0,438493943.0,-53127740.0,4.638,11.0,264.0,264.0,308.0,63.0,-2.66
583,145,2023-12-18 16:13:45,,6711.33,4.056,7.0,438494125.0,-53127263.0,4.056,11.0,264.20000000000005,264.20000000000005,309.0,63.0,-1.04
584,147,2023-12-18 16:13:46,,6715.42,3.781,7.0,438494326.0,-53126781.0,3.781,11.0,264.6,264.6,309.0,63.0,0.0
584,146,2023-12-18 16:13:47,,6719.41,3.557,7.0,438494515.0,-53126297.0,3.557,11.0,264.79999999999995,264.79999999999995,309.0,63.0,1.07
584,147,2023-12-18 16:13:48,,6722.53,3.391,7.0,438494633.0,-53125908.0,3.391,11.0,265.20000000000005,265.20000000000005,309.0,63.0,2.83
584,148,2023-12-18 16:13:49,,6725.73,3.247,7.0,438494782.0,-53125531.0,3.247,11.0,265.6,265.6,309.0,63.0,4.21
585,149,2023-12-18 16:13:50,,6729.17,3.182,7.0,438494991.0,-53125150.0,3.182,11.0,265.79999999999995,265.79999999999995,310.0,63.0,5.42
585,150,2023-12-18 16:13:51,,6732.37,3.308,6.0,438495211.0,-53124821.0,3.308,11.0,266.20000000000005,266.20000000000005,310.0,63.0,6.5
585,152,2023-12-18 16:13:52,,6736.05,3.391,6.0,438495483.0,-53124474.0,3.391,11.0,266.6,266.6,310.0,63.0,7.43
585,151,2023-12-18 16:13:53,,6739.33,3.286,6.0,438495775.0,-53124236.0,3.286,11.0,266.79999999999995,266.79999999999995,311.0,63.0,8.08
586,151,2023-12-18 16:13:54,,6742.59,3.243,6.0,438496113.0,-53124080.0,3.243,11.0,267.0,267.0,311.0,63.0,8.36
586,152,2023-12-18 16:13:55,,6745.97,3.219,6.0,438496477.0,-53123994.0,3.219,11.0,267.20000000000005,267.20000000000005,311.0,63.0,8.24
586,152,2023-12-18 16:13:56,,6749.17,3.214,6.0,438496821.0,-53123971.0,3.214,11.0,267.20000000000005,267.20000000000005,311.0,63.0,7.75
586,153,2023-12-18 16:13:57,,6752.29,3.214,6.0,438497160.0,-53124004.0,3.214,11.0,267.4,267.4,312.0,63.0,6.95
587,153,2023-12-18 16:13:58,,6755.75,3.217,6.0,438497505.0,-53124110.0,3.217,11.0,267.4,267.4,312.0,63.0,5.94
587,153,2023-12-18 16:13:59,,6759.19,3.222,6.0,438497843.0,-53124293.0,3.222,11.0,267.4,267.4,312.0,63.0,4.8
587,152,2023-12-18 16:14:00,,6763.2,3.237,6.0,438498225.0,-53124548.0,3.237,11.0,267.20000000000005,267.20000000000005,312.0,63.0,3.62
587,152,2023-12-18 16:14:01,,6767.11,3.278,6.0,438498598.0,-53124794.0,3.278,11.0,267.20000000000005,267.20000000000005,312.0,63.0,2.43
588,152,2023-12-18 16:14:02,,6770.61,3.321,6.0,438498936.0,-53125035.0,3.321,11.0,267.0,267.0,312.0,63.0,0.93
588,151,2023-12-18 16:14:03,,6775.01,3.79,6.0,438499320.0,-53125357.0,3.79,11.0,267.0,267.0,312.0,63.0,0.0
588,150,2023-12-18 16:14:04,,6779.48,4.5,6.0,438499709.0,-53125688.0,4.5,11.0,266.79999999999995,266.79999999999995,312.0,63.0,0.0
588,149,2023-12-18 16:14:05,,6783.29,4.305,6.0,438500052.0,-53125968.0,4.305,11.0,266.79999999999995,266.79999999999995,312.0,63.0,-0.75
589,148,2023-12-18 16:14:06,,6787.13,3.856,6.0,438500409.0,-53126261.0,3.856,11.0,266.79999999999995,266.79999999999995,312.0,64.0,-1.74
589,149,2023-12-18 16:14:07,,6791.63,3.897,6.0,438500800.0,-53126600.0,3.897,11.0,266.6,266.6,312.0,64.0,-2.03
589,148,2023-12-18 16:14:08,,6796.15,4.163,6.0,438501182.0,-53126964.0,4.163,11.0,266.4,266.4,312.0,64.0,-2.19
589,148,2023-12-18 16:14:09,,6801.24,4.659,6.0,438501607.0,-53127408.0,4.659,11.0,266.20000000000005,266.20000000000005,312.0,64.0,-2.33
590,147,2023-12-18 16:14:10,,6806.47,4.982,6.0,438502025.0,-53127858.0,4.982,11.0,266.0,266.0,312.0,64.0,-2.54
590,146,2023-12-18 16:14:11,,6811.31,5.301,6.0,438502444.0,-53128261.0,5.301,11.0,265.6,265.6,312.0,64.0,-2.9
590,146,2023-12-18 16:14:12,,6817.67,5.64,5.0,438502981.0,-53128780.0,5.64,11.0,265.4,265.4,312.0,64.0,-3.4
590,145,2023-12-18 16:14:13,,6824.61,6.015,5.0,438503557.0,-53129337.0,6.015,11.0,265.0,265.0,312.0,65.0,-3.95
591,145,2023-12-18 16:14:14,,6830.51,6.286,5.0,438504066.0,-53129814.0,6.286,11.0,264.6,264.6,312.0,65.0,-4.47
591,144,2023-12-18 16:14:15,,6836.37,6.38,5.0,438504575.0,-53130269.0,6.38,11.0,264.20000000000005,264.20000000000005,312.0,65.0,-4.86
591,143,2023-12-18 16:14:16,,6843.05,6.5,5.0,438505186.0,-53130762.0,6.5,11.0,263.79999999999995,263.79999999999995,312.0,66.0,-5.11
591,143,2023-12-18 16:14:17,,6849.77,6.317,5.0,438505825.0,-53131195.0,6.317,11.0,263.6,263.6,312.0,66.0,-5.23
592,142,2023-12-18 16:14:18,,6855.97,5.651,6.0,438506426.0,-53131488.0,5.651,11.0,263.20000000000005,263.20000000000005,312.0,66.0,-5.25
592,142,2023-12-18 16:14:19,,6860.72,5.544,6.0,438506934.0,-53131562.0,5.544,11.0,263.0,263.0,312.0,67.0,-5.16
592,141,2023-12-18 16:14:20,,6864.63,6.084,6.0,438507277.0,-53131384.0,6.084,11.0,262.79999999999995,262.79999999999995,312.0,67.0,-4.95
592,140,2023-12-18 16:14:21,,6868.68,5.772,6.0,438507421.0,-53130880.0,5.772,11.0,262.79999999999995,262.79999999999995,312.0,67.0,-4.61
592,140,2023-12-18 16:14:22,,6873.81,5.542,6.0,438507474.0,-53130200.0,5.542,11.0,262.79999999999995,262.79999999999995,312.0,68.0,-4.14
593,141,2023-12-18 16:14:23,,6879.15,5.449,6.0,438507474.0,-53129485.0,5.449,11.0,262.79999999999995,262.79999999999995,312.0,68.0,-3.5
593,141,2023-12-18 16:14:24,,6884.11,5.384,6.0,438507512.0,-53128827.0,5.384,11.0,263.0,263.0,312.0,68.0,-2.69
593,142,2023-12-18 16:14:25,,6889.09,5.473,6.0,438507640.0,-53128178.0,5.473,11.0,263.20000000000005,263.20000000000005,312.0,68.0,-1.77
593,143,2023-12-18 16:14:26,,6894.03,5.701,6.0,438507784.0,-53127538.0,5.701,11.0,263.20000000000005,263.20000000000005,312.0,68.0,-0.69
594,142,2023-12-18 16:14:27,,6898.19,5.472,6.0,438507875.0,-53126996.0,5.472,11.0,263.4,263.4,312.0,68.0,0.0
594,143,2023-12-18 16:14:28,,6902.8,4.944,5.0,438507966.0,-53126391.0,4.944,11.0,263.6,263.6,312.0,68.0,0.6
594,142,2023-12-18 16:14:29,,6907.08,4.684,5.0,438508075.0,-53125837.0,4.684,11.0,264.0,264.0,312.0,68.0,1.66
594,142,2023-12-18 16:14:30,,6911.55,4.377,5.0,438508230.0,-53125271.0,4.377,11.0,264.20000000000005,264.20000000000005,312.0,68.0,2.24
595,144,2023-12-18 16:14:31,,6916.31,4.309,5.0,438508413.0,-53124680.0,4.309,11.0,264.4,264.4,313.0,68.0,2.78
595,143,2023-12-18 16:14:32,,6920.76,4.179,5.0,438508596.0,-53124127.0,4.179,11.0,264.79999999999995,264.79999999999995,313.0,68.0,3.29
595,145,2023-12-18 16:14:33,,6924.84,4.091,5.0,438508778.0,-53123630.0,4.091,11.0,265.0,265.0,313.0,68.0,3.81
595,146,2023-12-18 16:14:34,,6928.88,4.071,5.0,438508960.0,-53123149.0,4.071,11.0,265.4,265.4,313.0,68.0,4.35
