calories,heart_rate,timestamp,battery_soc,distance,enhanced_speed,gps_accuracy,position_lat,position_long,speed,temperature,altitude,enhanced_altitude,ascent,descent,grade
0,110,2023-12-18 15:32:52,,,,,,,,,,,,,
0,110,2023-12-18 15:32:53,79.0,,,,,,,,,,,,
0,110,2023-12-18 15:32:54,,0.0,0.0,31.0,438126683.0,-52889298.0,0.0,16.0,,,,,
0,109,2023-12-18 15:32:55,,0.0,0.0,30.0,438126452.0,-52889288.0,0.0,16.0,,,,,
0,111,2023-12-18 15:32:56,,0.0,0.0,29.0,438126261.0,-52889356.0,0.0,16.0,,,,,
0,113,2023-12-18 15:32:59,,0.0,2.16,26.0,438125922.0,-52890608.0,2.16,16.0,,,,,
0,113,2023-12-18 15:33:00,,1.94,5.248,25.0,438125846.0,-52891210.0,5.248,16.0,,,,,
1,113,2023-12-18 15:33:01,,5.53,5.532,24.0,438125656.0,-52891575.0,5.532,16.0,,,,,
1,114,2023-12-18 15:33:02,,7.92,5.4,23.0,438125759.0,-52891856.0,5.4,16.0,,,,,
1,114,2023-12-18 15:33:03,,10.74,4.915,22.0,438125921.0,-52892172.0,4.915,16.0,,,,,
1,114,2023-12-18 15:33:04,,13.48,4.491,21.0,438126000.0,-52892518.0,4.491,16.0,,,,,
1,114,2023-12-18 15:33:05,,16.6,4.17,22.0,438126112.0,-52892901.0,4.17,16.0,,,,,
1,115,2023-12-18 15:33:06,,20.99,4.021,22.0,438126404.0,-52893349.0,4.021,16.0,,,,,
2,116,2023-12-18 15:33:07,,26.09,4.042,22.0,438126854.0,-52893707.0,4.042,16.0,,,,,
2,116,2023-12-18 15:33:08,,32.47,4.264,22.0,438127454.0,-52894149.0,4.264,16.0,,,,,
2,114,2023-12-18 15:33:09,,37.26,4.725,22.0,438127832.0,-52894571.0,4.725,16.0,,,,,
2,113,2023-12-18 15:33:10,,39.69,3.734,29.0,438127875.0,-52894860.0,3.734,16.0,,,,,
2,112,2023-12-18 15:33:11,,42.03,3.047,37.0,438127709.0,-52895069.0,3.047,16.0,,,,,
2,113,2023-12-18 15:33:12,,44.6,4.326,36.0,438127473.0,-52895268.0,4.326,16.0,,,,,
3,110,2023-12-18 15:33:13,,46.39,3.772,35.0,438127347.0,-52895458.0,3.772,16.0,,,,,
3,109,2023-12-18 15:33:14,,48.61,3.356,34.0,438127431.0,-52895668.0,3.356,16.0,,,,,
3,109,2023-12-18 15:33:15,,51.83,3.156,33.0,438127649.0,-52895977.0,3.156,16.0,,,,,
3,110,2023-12-18 15:33:16,,56.03,3.171,32.0,438127842.0,-52896478.0,3.171,16.0,,,,,
3,110,2023-12-18 15:33:17,,61.71,3.732,31.0,438128171.0,-52897121.0,3.732,16.0,,,,,
3,112,2023-12-18 15:33:18,,67.55,4.858,30.0,438128581.0,-52897719.0,4.858,16.0,,,,,
3,112,2023-12-18 15:33:19,,74.23,5.333,29.0,438129117.0,-52898297.0,5.333,16.0,,,,,
4,114,2023-12-18 15:33:20,,81.71,5.357,28.0,438129826.0,-52898789.0,5.357,16.0,,,,,
4,115,2023-12-18 15:33:21,,88.58,5.523,28.0,438130511.0,-52899115.0,5.523,16.0,,,,,
4,116,2023-12-18 15:33:22,,96.78,5.815,28.0,438131345.0,-52899390.0,5.815,16.0,,,,,
4,117,2023-12-18 15:33:23,,106.04,6.136,28.0,438132299.0,-52899674.0,6.136,16.0,,,,,
4,118,2023-12-18 15:33:24,,114.15,6.522,28.0,438133173.0,-52899819.0,6.522,16.0,,,,,
4,119,2023-12-18 15:33:25,,123.39,7.017,27.0,438134166.0,-52899880.0,7.017,16.0,,,,,
5,118,2023-12-18 15:33:26,,132.54,7.683,27.0,438135137.0,-52899896.0,7.683,16.0,,,,,
5,120,2023-12-18 15:33:27,,152.52,8.182,26.0,438137296.0,-52899968.0,8.182,16.0,,,,,
5,120,2023-12-18 15:33:28,,178.42,8.558,24.0,438140072.0,-52900128.0,8.558,16.0,,,,,
5,121,2023-12-18 15:33:29,,183.91,8.634,22.0,438140647.0,-52900239.0,8.634,16.0,,,,,
5,121,2023-12-18 15:33:30,,185.22,8.397,21.0,438140775.0,-52900143.0,8.397,16.0,,,,,
6,121,2023-12-18 15:33:31,,187.62,8.012,21.0,438140958.0,-52899924.0,8.012,16.0,,,,,
6,122,2023-12-18 15:33:32,,190.22,7.432,20.0,438141139.0,-52899663.0,7.432,16.0,,,,,
6,123,2023-12-18 15:33:33,,192.64,6.79,20.0,438141321.0,-52899449.0,6.79,16.0,,,,,
6,123,2023-12-18 15:33:34,,193.82,3.702,20.0,438141485.0,-52899329.0,3.702,16.0,,,,,
6,124,2023-12-18 15:33:35,,193.82,0.0,19.0,438141584.0,-52899263.0,0.0,16.0,,,,,
6,124,2023-12-18 15:33:36,,193.82,0.0,18.0,438141648.0,-52899399.0,0.0,16.0,,,,,
7,125,2023-12-18 15:33:37,,193.82,0.0,17.0,438141795.0,-52899867.0,0.0,16.0,,,,,
7,125,2023-12-18 15:33:38,,195.88,0.653,17.0,438142079.0,-52900342.0,0.653,16.0,,,,,
7,124,2023-12-18 15:33:39,,200.93,1.431,16.0,438142480.0,-52900807.0,1.431,16.0,,,,,
7,123,2023-12-18 15:33:40,,205.87,1.425,15.0,438142916.0,-52901198.0,1.425,16.0,,,,,
7,123,2023-12-18 15:33:41,,210.1,1.911,14.0,438143214.0,-52901588.0,1.911,16.0,,,,,
8,122,2023-12-18 15:33:42,,213.57,2.186,14.0,438143332.0,-52902028.0,2.186,16.0,,,,,
8,122,2023-12-18 15:33:43,,217.06,2.203,13.0,438143423.0,-52902483.0,2.203,16.0,,,,,
8,122,2023-12-18 15:33:44,,220.57,2.299,13.0,438143514.0,-52902934.0,2.299,16.0,,,,,
8,122,2023-12-18 15:33:45,,223.91,2.329,13.0,438143642.0,-52903352.0,2.329,16.0,,,,,
8,122,2023-12-18 15:33:46,,227.68,2.186,13.0,438143824.0,-52903802.0,2.186,16.0,,,,,
8,122,2023-12-18 15:33:47,,232.28,2.203,12.0,438144062.0,-52904323.0,2.203,16.0,,,,,
9,123,2023-12-18 15:33:48,,237.54,2.275,12.0,438144362.0,-52904919.0,2.275,16.0,,,,,
9,124,2023-12-18 15:33:49,,243.33,2.403,12.0,438144635.0,-52905617.0,2.403,16.0,,,,,
9,125,2023-12-18 15:33:50,,248.79,3.678,11.0,438144871.0,-52906284.0,3.678,16.0,,,,,
9,126,2023-12-18 15:33:51,,253.06,5.071,11.0,438145034.0,-52906820.0,5.071,16.0,,,,,
9,128,2023-12-18 15:33:52,,257.63,4.414,11.0,438145208.0,-52907391.0,4.414,16.0,,,,,
10,130,2023-12-18 15:33:53,,263.15,4.761,11.0,438145473.0,-52908047.0,4.761,16.0,,,,,
10,131,2023-12-18 15:33:54,,268.83,5.637,12.0,438145754.0,-52908721.0,5.637,16.0,,,,,
10,134,2023-12-18 15:33:55,,273.73,5.576,13.0,438145944.0,-52909327.0,5.576,16.0,,,,,
10,134,2023-12-18 15:33:56,,279.24,5.04,14.0,438146118.0,-52910031.0,5.04,16.0,,,,,
10,136,2023-12-18 15:33:57,,285.43,5.034,13.0,438146290.0,-52910830.0,5.034,16.0,,,,,
11,137,2023-12-18 15:33:58,,290.61,5.328,14.0,438146362.0,-52911513.0,5.328,16.0,,,,,
11,138,2023-12-18 15:33:59,,295.5,5.307,14.0,438146389.0,-52912165.0,5.307,16.0,,,,,
11,138,2023-12-18 15:34:00,,300.38,5.004,15.0,438146408.0,-52912816.0,5.004,16.0,,,,,
11,138,2023-12-18 15:34:01,,304.99,4.719,16.0,438146472.0,-52913426.0,4.719,16.0,,,,,
12,138,2023-12-18 15:34:02,,309.73,4.742,16.0,438146563.0,-52914046.0,4.742,16.0,,,,,
12,137,2023-12-18 15:34:03,,314.97,4.927,16.0,438146747.0,-52914693.0,4.927,16.0,,,,,
12,136,2023-12-18 15:34:04,,322.45,5.663,15.0,438147122.0,-52915575.0,5.663,16.0,,,,,
12,135,2023-12-18 15:34:05,,329.96,6.766,15.0,438147539.0,-52916392.0,6.766,16.0,,,,,
12,133,2023-12-18 15:34:06,,334.08,6.236,14.0,438147940.0,-52916409.0,6.236,16.0,,,,,
13,133,2023-12-18 15:34:07,,338.88,5.14,14.0,438148395.0,-52916117.0,5.14,16.0,,,,,
13,134,2023-12-18 15:34:08,,343.67,4.845,13.0,438148795.0,-52915740.0,4.845,16.0,,,,,
13,133,2023-12-18 15:34:09,,348.22,4.598,13.0,438149168.0,-52915371.0,4.598,16.0,,,,,
13,134,2023-12-18 15:34:10,,352.65,4.458,13.0,438149622.0,-52915222.0,4.458,16.0,,,,,
14,133,2023-12-18 15:34:11,,356.71,4.421,12.0,438150040.0,-52915131.0,4.421,16.0,,,,,
14,133,2023-12-18 15:34:12,,360.16,4.06,12.0,438150369.0,-52914905.0,4.06,16.0,,,,,
14,134,2023-12-18 15:34:13,,363.35,3.624,13.0,438150605.0,-52914621.0,3.624,16.0,,,,,
14,132,2023-12-18 15:34:14,,366.47,3.821,14.0,438150769.0,-52914255.0,3.821,16.0,,,,,
14,134,2023-12-18 15:34:15,,369.84,3.825,15.0,438150868.0,-52913819.0,3.825,16.0,,,,,
15,133,2023-12-18 15:34:16,,372.37,3.667,15.0,438150932.0,-52913496.0,3.667,16.0,,,,,
15,134,2023-12-18 15:34:17,,374.46,3.462,15.0,438151098.0,-52913475.0,3.462,16.0,,,,,
15,134,2023-12-18 15:34:18,,377.7,3.199,14.0,438151408.0,-52913637.0,3.199,16.0,,,,,
15,135,2023-12-18 15:34:19,,380.59,3.271,15.0,438151698.0,-52913761.0,3.271,16.0,,,,,
15,136,2023-12-18 15:34:20,,382.76,3.215,16.0,438151917.0,-52913834.0,3.215,16.0,,,,,
16,136,2023-12-18 15:34:21,,385.9,3.015,16.0,438152228.0,-52913997.0,3.015,16.0,,,,,
16,135,2023-12-18 15:34:22,,390.71,3.072,15.0,438152537.0,-52914486.0,3.072,16.0,,,,,
16,137,2023-12-18 15:34:23,,395.89,3.412,16.0,438152726.0,-52915130.0,3.412,16.0,,,,,
16,137,2023-12-18 15:34:24,,400.69,3.673,17.0,438152843.0,-52915752.0,3.673,16.0,,,,,
17,137,2023-12-18 15:34:25,,405.33,3.87,16.0,438152953.0,-52916359.0,3.87,16.0,,,,,
17,137,2023-12-18 15:34:26,,409.24,4.017,16.0,438153071.0,-52916861.0,4.017,16.0,,,,,
17,137,2023-12-18 15:34:27,,413.66,4.114,15.0,438153181.0,-52917432.0,4.114,16.0,,,,,
17,136,2023-12-18 15:34:28,,418.37,4.271,15.0,438153317.0,-52918038.0,4.271,16.0,14.600000000000023,14.600000000000023,,,
17,136,2023-12-18 15:34:29,,422.9,4.445,15.0,438153454.0,-52918625.0,4.445,16.0,14.799999999999955,14.799999999999955,,,
18,137,2023-12-18 15:34:30,,427.57,4.445,15.0,438153590.0,-52919227.0,4.445,16.0,14.799999999999955,14.799999999999955,0.0,0.0,0.0
18,137,2023-12-18 15:34:31,,432.49,4.547,14.0,438153747.0,-52919851.0,4.547,16.0,14.799999999999955,14.799999999999955,0.0,0.0,0.0
18,136,2023-12-18 15:34:32,,437.21,4.654,14.0,438153929.0,-52920431.0,4.654,16.0,14.799999999999955,14.799999999999955,0.0,0.0,0.0
18,137,2023-12-18 15:34:33,,441.55,4.461,14.0,438154110.0,-52920961.0,4.461,16.0,14.799999999999955,14.799999999999955,0.0,0.0,0.0
19,136,2023-12-18 15:34:34,,445.61,4.196,14.0,438154328.0,-52921440.0,4.196,16.0,15.0,15.0,0.0,0.0,0.0
19,135,2023-12-18 15:34:35,,449.91,4.084,13.0,438154546.0,-52921946.0,4.084,16.0,15.0,15.0,0.0,0.0,0.0
19,133,2023-12-18 15:34:36,,454.67,4.336,13.0,438154701.0,-52922539.0,4.336,16.0,15.0,15.0,0.0,0.0,0.0
19,133,2023-12-18 15:34:37,,459.66,4.88,14.0,438154864.0,-52923178.0,4.88,16.0,15.200000000000045,15.200000000000045,0.0,0.0,0.0
19,131,2023-12-18 15:34:38,,464.68,4.996,14.0,438154964.0,-52923840.0,4.996,16.0,15.200000000000045,15.200000000000045,0.0,0.0,0.12
20,131,2023-12-18 15:34:39,,469.46,4.813,14.0,438155047.0,-52924463.0,4.813,16.0,15.200000000000045,15.200000000000045,0.0,0.0,1.08
20,130,2023-12-18 15:34:40,,474.29,4.833,14.0,438155259.0,-52925051.0,4.833,16.0,15.399999999999977,15.399999999999977,0.0,0.0,1.15
20,131,2023-12-18 15:34:41,,479.1,4.805,14.0,438155502.0,-52925618.0,4.805,16.0,15.399999999999977,15.399999999999977,0.0,0.0,1.23
20,130,2023-12-18 15:34:42,,483.68,4.617,14.0,438155639.0,-52926202.0,4.617,16.0,15.600000000000023,15.600000000000023,0.0,0.0,1.28
20,130,2023-12-18 15:34:43,,488.5,4.788,14.0,438155756.0,-52926835.0,4.788,16.0,15.600000000000023,15.600000000000023,0.0,0.0,1.35
21,130,2023-12-18 15:34:44,,493.4,4.887,14.0,438155848.0,-52927474.0,4.887,16.0,15.799999999999955,15.799999999999955,0.0,0.0,1.43
21,128,2023-12-18 15:34:45,,498.16,4.781,14.0,438155938.0,-52928096.0,4.781,16.0,15.799999999999955,15.799999999999955,1.0,0.0,1.51
21,129,2023-12-18 15:34:46,,502.88,4.725,13.0,438155974.0,-52928722.0,4.725,16.0,16.0,16.0,1.0,0.0,1.6
21,129,2023-12-18 15:34:47,,507.27,4.65,13.0,438155984.0,-52929299.0,4.65,15.0,16.0,16.0,1.0,0.0,1.69
21,129,2023-12-18 15:34:48,,511.19,4.329,13.0,438156075.0,-52929810.0,4.329,15.0,16.200000000000045,16.200000000000045,1.0,0.0,1.79
22,130,2023-12-18 15:34:49,,515.18,3.836,12.0,438156204.0,-52930318.0,3.836,15.0,16.200000000000045,16.200000000000045,1.0,0.0,1.87
22,129,2023-12-18 15:34:50,,519.8,4.213,12.0,438156386.0,-52930885.0,4.213,15.0,16.399999999999977,16.399999999999977,1.0,0.0,1.94
22,130,2023-12-18 15:34:51,,524.63,4.743,12.0,438156586.0,-52931476.0,4.743,15.0,16.399999999999977,16.399999999999977,1.0,0.0,2.02
22,130,2023-12-18 15:34:52,,529.45,4.593,12.0,438156888.0,-52931990.0,4.593,15.0,16.600000000000023,16.600000000000023,1.0,0.0,2.13
22,129,2023-12-18 15:34:53,,533.59,4.57,12.0,438157149.0,-52932420.0,4.57,15.0,16.799999999999955,16.799999999999955,1.0,0.0,2.21
23,130,2023-12-18 15:34:54,,536.61,4.209,11.0,438157175.0,-52932821.0,4.209,15.0,16.799999999999955,16.799999999999955,2.0,0.0,2.26
23,129,2023-12-18 15:34:55,,540.45,3.627,11.0,438157212.0,-52933326.0,3.627,15.0,17.0,17.0,2.0,0.0,2.28
23,129,2023-12-18 15:34:56,,544.53,3.608,11.0,438157322.0,-52933848.0,3.608,15.0,17.0,17.0,2.0,0.0,2.28
23,128,2023-12-18 15:34:57,,547.65,3.706,10.0,438157440.0,-52934235.0,3.706,15.0,17.200000000000045,17.200000000000045,2.0,0.0,2.3
23,129,2023-12-18 15:34:58,,550.15,3.43,10.0,438157569.0,-52934530.0,3.43,15.0,17.200000000000045,17.200000000000045,2.0,0.0,2.34
24,128,2023-12-18 15:34:59,,552.75,2.977,10.0,438157731.0,-52934815.0,2.977,15.0,17.399999999999977,17.399999999999977,2.0,0.0,2.43
24,128,2023-12-18 15:35:00,,555.34,3.001,10.0,438157813.0,-52935126.0,3.001,15.0,17.399999999999977,17.399999999999977,2.0,0.0,2.49
24,129,2023-12-18 15:35:01,,558.75,3.123,10.0,438157775.0,-52935575.0,3.123,15.0,17.399999999999977,17.399999999999977,2.0,0.0,2.45
24,128,2023-12-18 15:35:02,,562.58,3.409,11.0,438157703.0,-52936079.0,3.409,15.0,17.399999999999977,17.399999999999977,2.0,0.0,2.32
24,129,2023-12-18 15:35:03,,566.86,3.845,12.0,438157751.0,-52936631.0,3.845,15.0,17.399999999999977,17.399999999999977,2.0,0.0,2.07
25,129,2023-12-18 15:35:04,,571.58,4.165,12.0,438157914.0,-52937228.0,4.165,15.0,17.399999999999977,17.399999999999977,2.0,0.0,1.74
25,130,2023-12-18 15:35:05,,576.49,4.568,12.0,438158107.0,-52937832.0,4.568,15.0,17.399999999999977,17.399999999999977,2.0,0.0,1.36
25,130,2023-12-18 15:35:06,,581.73,4.807,12.0,438158361.0,-52938455.0,4.807,15.0,17.399999999999977,17.399999999999977,2.0,0.0,0.96
25,130,2023-12-18 15:35:07,,586.98,5.17,12.0,438158569.0,-52939107.0,5.17,15.0,17.600000000000023,17.600000000000023,2.0,0.0,0.0
25,131,2023-12-18 15:35:08,,592.43,5.365,12.0,438158677.0,-52939808.0,5.365,15.0,17.600000000000023,17.600000000000023,2.0,0.0,0.0
26,132,2023-12-18 15:35:09,,597.88,5.427,11.0,438158696.0,-52940536.0,5.427,15.0,17.600000000000023,17.600000000000023,2.0,0.0,0.0
26,133,2023-12-18 15:35:10,,603.17,5.342,11.0,438158798.0,-52941228.0,5.342,15.0,17.600000000000023,17.600000000000023,2.0,0.0,0.0
26,134,2023-12-18 15:35:11,,608.27,5.201,10.0,438158942.0,-52941887.0,5.201,15.0,17.600000000000023,17.600000000000023,2.0,0.0,0.0
26,135,2023-12-18 15:35:12,,613.33,5.122,10.0,438159050.0,-52942545.0,5.122,15.0,17.799999999999955,17.799999999999955,2.0,0.0,0.0
26,136,2023-12-18 15:35:13,,617.91,5.108,10.0,438159188.0,-52943132.0,5.108,15.0,17.799999999999955,17.799999999999955,2.0,0.0,0.0
27,137,2023-12-18 15:35:14,,622.09,5.0,9.0,438159343.0,-52943662.0,5.0,15.0,17.799999999999955,17.799999999999955,2.0,0.0,0.0
27,137,2023-12-18 15:35:15,,626.97,4.799,11.0,438159545.0,-52944265.0,4.799,15.0,17.799999999999955,17.799999999999955,2.0,0.0,0.0
27,138,2023-12-18 15:35:16,,632.04,4.778,13.0,438159735.0,-52944901.0,4.778,15.0,17.799999999999955,17.799999999999955,2.0,0.0,0.0
27,136,2023-12-18 15:35:17,,637.18,4.869,12.0,438159704.0,-52945544.0,4.869,15.0,18.0,18.0,2.0,0.0,0.0
28,134,2023-12-18 15:35:18,,642.45,4.921,12.0,438159579.0,-52946198.0,4.921,15.0,17.799999999999955,17.799999999999955,2.0,0.0,0.0
28,133,2023-12-18 15:35:19,,647.6,5.106,11.0,438159726.0,-52946856.0,5.106,15.0,17.799999999999955,17.799999999999955,2.0,0.0,0.0
28,130,2023-12-18 15:35:20,,653.65,5.345,11.0,438159991.0,-52947585.0,5.345,15.0,17.799999999999955,17.799999999999955,2.0,0.0,0.0
28,129,2023-12-18 15:35:21,,660.05,5.426,11.0,438160310.0,-52948338.0,5.426,15.0,17.799999999999955,17.799999999999955,2.0,0.0,0.0
28,128,2023-12-18 15:35:22,,665.49,5.437,10.0,438160573.0,-52948991.0,5.437,15.0,18.0,18.0,2.0,0.0,0.0
29,126,2023-12-18 15:35:23,,670.27,5.347,10.0,438160680.0,-52949609.0,5.347,15.0,18.0,18.0,2.0,0.0,0.0
29,126,2023-12-18 15:35:24,,673.9,4.681,10.0,438160643.0,-52950087.0,4.681,15.0,18.0,18.0,2.0,0.0,0.0
29,127,2023-12-18 15:35:25,,677.43,3.78,10.0,438160496.0,-52950518.0,3.78,15.0,18.0,18.0,2.0,0.0,0.0
29,127,2023-12-18 15:35:26,,681.47,3.813,10.0,438160287.0,-52950989.0,3.813,15.0,18.0,18.0,2.0,0.0,0.0
29,128,2023-12-18 15:35:27,,685.57,3.78,9.0,438160272.0,-52951481.0,3.78,15.0,18.200000000000045,18.200000000000045,2.0,0.0,0.0
30,127,2023-12-18 15:35:28,,690.26,4.214,10.0,438160500.0,-52952032.0,4.214,15.0,18.399999999999977,18.399999999999977,2.0,0.0,0.0
30,127,2023-12-18 15:35:29,,694.47,4.851,11.0,438160728.0,-52952503.0,4.851,15.0,18.399999999999977,18.399999999999977,2.0,0.0,0.05
30,128,2023-12-18 15:35:30,,697.01,4.251,13.0,438160936.0,-52952715.0,4.251,15.0,18.600000000000023,18.600000000000023,3.0,0.0,1.23
30,127,2023-12-18 15:35:31,,698.5,3.167,14.0,438161100.0,-52952769.0,3.167,15.0,18.600000000000023,18.600000000000023,3.0,0.0,1.58
30,126,2023-12-18 15:35:32,,699.51,2.82,14.0,438161199.0,-52952825.0,2.82,15.0,18.600000000000023,18.600000000000023,3.0,0.0,1.83
31,126,2023-12-18 15:35:33,,700.73,2.357,14.0,438161245.0,-52952969.0,2.357,15.0,18.600000000000023,18.600000000000023,3.0,0.0,1.96
31,126,2023-12-18 15:35:34,,702.57,2.14,13.0,438161271.0,-52953214.0,2.14,15.0,18.799999999999955,18.799999999999955,3.0,0.0,1.99
31,124,2023-12-18 15:35:35,,704.88,2.158,13.0,438161271.0,-52953520.0,2.158,15.0,18.799999999999955,18.799999999999955,3.0,0.0,2.0
31,125,2023-12-18 15:35:36,,707.84,2.222,13.0,438161271.0,-52953917.0,2.222,15.0,19.0,19.0,3.0,0.0,2.08
31,126,2023-12-18 15:35:37,,711.4,2.398,12.0,438161327.0,-52954379.0,2.398,15.0,19.0,19.0,3.0,0.0,2.27
31,125,2023-12-18 15:35:38,,714.9,2.581,12.0,438161445.0,-52954826.0,2.581,15.0,19.200000000000045,19.200000000000045,3.0,0.0,2.55
32,126,2023-12-18 15:35:39,,717.23,2.613,11.0,438161536.0,-52955114.0,2.613,15.0,19.200000000000045,19.200000000000045,3.0,0.0,2.89
32,128,2023-12-18 15:35:40,,719.34,2.489,11.0,438161646.0,-52955362.0,2.489,15.0,19.399999999999977,19.399999999999977,3.0,0.0,3.2
32,127,2023-12-18 15:35:41,,721.57,2.422,11.0,438161783.0,-52955622.0,2.422,15.0,19.600000000000023,19.600000000000023,4.0,0.0,3.49
32,127,2023-12-18 15:35:42,,724.22,2.399,10.0,438161937.0,-52955910.0,2.399,15.0,19.600000000000023,19.600000000000023,4.0,0.0,3.72
32,127,2023-12-18 15:35:43,,727.26,2.444,10.0,438162100.0,-52956247.0,2.444,15.0,19.799999999999955,19.799999999999955,4.0,0.0,3.89
33,127,2023-12-18 15:35:44,,730.19,2.566,10.0,438162237.0,-52956597.0,2.566,15.0,20.0,20.0,4.0,0.0,4.06
33,127,2023-12-18 15:35:45,,733.1,2.651,9.0,438162374.0,-52956956.0,2.651,15.0,20.0,20.0,4.0,0.0,4.23
33,127,2023-12-18 15:35:46,,736.11,2.741,9.0,438162492.0,-52957330.0,2.741,15.0,20.200000000000045,20.200000000000045,4.0,0.0,4.39
33,127,2023-12-18 15:35:47,,739.09,2.8,9.0,438162601.0,-52957695.0,2.8,15.0,20.200000000000045,20.200000000000045,4.0,0.0,4.44
33,127,2023-12-18 15:35:48,,741.6,2.78,11.0,438162757.0,-52957972.0,2.78,15.0,20.399999999999977,20.399999999999977,4.0,0.0,4.34
34,128,2023-12-18 15:35:49,,743.65,2.672,13.0,438162921.0,-52958156.0,2.672,15.0,20.399999999999977,20.399999999999977,5.0,0.0,4.08
34,127,2023-12-18 15:35:50,,745.21,2.458,14.0,438163057.0,-52958279.0,2.458,15.0,20.600000000000023,20.600000000000023,5.0,0.0,3.74
34,129,2023-12-18 15:35:51,,746.47,2.255,15.0,438163175.0,-52958395.0,2.255,15.0,20.799999999999955,20.799999999999955,5.0,0.0,3.56
34,129,2023-12-18 15:35:52,,747.78,2.019,17.0,438163266.0,-52958501.0,2.019,15.0,20.799999999999955,20.799999999999955,5.0,0.0,3.53
34,129,2023-12-18 15:35:53,,749.17,1.863,17.0,438163393.0,-52958545.0,1.863,15.0,21.0,21.0,5.0,0.0,3.66
35,129,2023-12-18 15:35:54,,750.88,1.848,18.0,438163575.0,-52958587.0,1.848,15.0,21.0,21.0,5.0,0.0,3.89
35,129,2023-12-18 15:35:55,,752.9,1.869,18.0,438163777.0,-52958677.0,1.869,15.0,21.200000000000045,21.200000000000045,5.0,0.0,4.19
35,129,2023-12-18 15:35:56,,755.21,1.892,18.0,438164004.0,-52958809.0,1.892,15.0,21.399999999999977,21.399999999999977,5.0,0.0,4.55
35,129,2023-12-18 15:35:57,,757.55,1.978,18.0,438164194.0,-52959020.0,1.978,15.0,21.399999999999977,21.399999999999977,5.0,0.0,4.93
35,128,2023-12-18 15:35:58,,759.91,2.076,18.0,438164331.0,-52959280.0,2.076,15.0,21.600000000000023,21.600000000000023,6.0,0.0,5.33
36,130,2023-12-18 15:35:59,,762.04,2.09,17.0,438164468.0,-52959522.0,2.09,15.0,21.799999999999955,21.799999999999955,6.0,0.0,5.68
36,130,2023-12-18 15:36:00,,764.6,2.054,17.0,438164623.0,-52959817.0,2.054,15.0,22.0,22.0,6.0,0.0,6.0
36,130,2023-12-18 15:36:01,,768.01,2.259,17.0,438164787.0,-52960222.0,2.259,15.0,22.200000000000045,22.200000000000045,6.0,0.0,6.28
36,130,2023-12-18 15:36:02,,771.31,2.635,17.0,438164923.0,-52960620.0,2.635,15.0,22.200000000000045,22.200000000000045,6.0,0.0,6.5
36,131,2023-12-18 15:36:03,,775.14,2.724,16.0,438165134.0,-52961054.0,2.724,15.0,22.399999999999977,22.399999999999977,6.0,0.0,6.64
37,131,2023-12-18 15:36:04,,779.93,2.941,16.0,438165472.0,-52961540.0,2.941,15.0,22.600000000000023,22.600000000000023,7.0,0.0,6.53
37,132,2023-12-18 15:36:05,,784.54,3.359,15.0,438165835.0,-52961954.0,3.359,15.0,22.799999999999955,22.799999999999955,7.0,0.0,6.23
37,133,2023-12-18 15:36:06,,790.13,3.601,14.0,438166309.0,-52962403.0,3.601,15.0,22.799999999999955,22.799999999999955,7.0,0.0,5.87
37,134,2023-12-18 15:36:07,,796.32,3.792,14.0,438166799.0,-52962935.0,3.792,15.0,23.0,23.0,7.0,0.0,5.5
37,134,2023-12-18 15:36:08,,800.58,3.908,14.0,438167016.0,-52963433.0,3.908,15.0,23.200000000000045,23.200000000000045,7.0,0.0,5.06
38,134,2023-12-18 15:36:09,,805.2,3.936,13.0,438167227.0,-52963980.0,3.936,15.0,23.200000000000045,23.200000000000045,7.0,0.0,4.65
38,134,2023-12-18 15:36:10,,809.88,3.906,13.0,438167472.0,-52964524.0,3.906,15.0,23.399999999999977,23.399999999999977,7.0,0.0,4.29
38,134,2023-12-18 15:36:11,,813.5,3.835,13.0,438167646.0,-52964959.0,3.835,15.0,23.399999999999977,23.399999999999977,8.0,0.0,4.0
38,134,2023-12-18 15:36:12,,817.37,3.844,13.0,438167854.0,-52965413.0,3.844,15.0,23.600000000000023,23.600000000000023,8.0,0.0,3.8
39,134,2023-12-18 15:36:13,,821.18,3.835,13.0,438168018.0,-52965874.0,3.835,15.0,23.799999999999955,23.799999999999955,8.0,0.0,3.68
39,133,2023-12-18 15:36:14,,824.7,3.755,13.0,438168172.0,-52966303.0,3.755,15.0,24.0,24.0,8.0,0.0,3.59
39,133,2023-12-18 15:36:15,,828.68,3.694,13.0,438168409.0,-52966754.0,3.694,15.0,24.200000000000045,24.200000000000045,8.0,0.0,3.55
39,133,2023-12-18 15:36:16,,833.45,3.788,12.0,438168729.0,-52967251.0,3.788,15.0,24.200000000000045,24.200000000000045,8.0,0.0,3.4
39,133,2023-12-18 15:36:17,,837.88,4.095,12.0,438169009.0,-52967720.0,4.095,15.0,24.399999999999977,24.399999999999977,9.0,0.0,3.34
40,133,2023-12-18 15:36:18,,841.52,4.102,11.0,438169199.0,-52968148.0,4.102,15.0,24.399999999999977,24.399999999999977,9.0,0.0,3.27
40,133,2023-12-18 15:36:19,,844.88,3.678,11.0,438169354.0,-52968558.0,3.678,15.0,24.600000000000023,24.600000000000023,9.0,0.0,3.22
