cadence,calories,distance,enhanced_speed,gps_accuracy,left_right_balance,position_lat,position_long,power,speed,timestamp,battery_soc,heart_rate,temperature,altitude,enhanced_altitude,ascent,descent,grade
83,0,0.0,0.0,14,178.0,438134192,-52888269,11,0.0,2024-03-18 15:10:18,,,,,,,,
83,0,0.0,0.0,13,178.0,438134043,-52887753,12,0.0,2024-03-18 15:10:19,98.0,89.0,,,,,,
0,0,0.0,0.0,13,179.0,438133893,-52887237,0,0.0,2024-03-18 15:10:20,,88.0,,,,,,
0,0,0.0,0.0,12,182.0,438133594,-52886651,0,0.0,2024-03-18 15:10:21,,89.0,20.0,,,,,
0,0,5.55,3.74,11,185.0,438133199,-52885971,0,3.74,2024-03-18 15:10:22,,88.0,20.0,,,,,
0,0,11.41,4.345,11,188.0,438132905,-52885282,0,4.345,2024-03-18 15:10:23,,89.0,20.0,,,,,
84,0,15.56,4.652,10,191.0,438132712,-52884785,3,4.652,2024-03-18 15:10:24,,89.0,20.0,,,,,
81,0,19.7,4.577,10,176.0,438132570,-52884254,92,4.577,2024-03-18 15:10:25,,89.0,20.0,,,,,
83,0,23.46,4.376,10,175.0,438132434,-52883790,164,4.376,2024-03-18 15:10:26,,89.0,20.0,,,,,
94,0,26.27,4.21,10,176.0,438132257,-52883505,189,4.21,2024-03-18 15:10:27,,90.0,20.0,,,,,
85,0,30.09,4.292,11,176.0,438132036,-52883073,185,4.292,2024-03-18 15:10:28,,90.0,20.0,,,,,
0,0,35.09,4.33,11,175.0,438131848,-52882443,0,4.33,2024-03-18 15:10:29,,89.0,20.0,,,,,
0,0,40.95,4.539,11,175.0,438131545,-52881768,0,4.539,2024-03-18 15:10:30,,88.0,20.0,,,,,
0,0,46.22,4.877,10,174.0,438131307,-52881127,0,4.877,2024-03-18 15:10:31,,89.0,20.0,,,,,
0,0,50.37,4.723,10,174.0,438131120,-52880631,0,4.723,2024-03-18 15:10:32,,88.0,20.0,,,,,
72,0,53.52,4.549,10,173.0,438130824,-52880420,58,4.549,2024-03-18 15:10:33,,88.0,20.0,,,,,
83,1,57.05,4.315,9,174.0,438130461,-52880445,332,4.315,2024-03-18 15:10:34,,89.0,20.0,,,,,
90,1,62.07,4.443,9,170.0,438129933,-52880437,310,4.443,2024-03-18 15:10:35,,90.0,20.0,,,,,
84,1,67.87,5.298,9,197.0,438129311,-52880485,202,5.298,2024-03-18 15:10:36,,92.0,20.0,,,,,
86,1,74.58,5.638,9,175.0,438128587,-52880618,167,5.638,2024-03-18 15:10:37,,94.0,20.0,,,,,
88,1,82.04,5.991,8,172.0,438127783,-52880699,127,5.991,2024-03-18 15:10:38,,95.0,20.0,,,,,
94,2,89.65,6.427,8,174.0,438126964,-52880778,115,6.427,2024-03-18 15:10:39,,96.0,20.0,,,,,
89,2,96.76,6.481,8,159.0,438126224,-52880823,99,6.481,2024-03-18 15:10:40,,98.0,20.0,,,,,
86,2,104.47,6.481,8,169.0,438125375,-52880918,85,6.481,2024-03-18 15:10:41,,99.0,20.0,,,,,
0,2,112.04,6.675,8,169.0,438124556,-52880980,0,6.675,2024-03-18 15:10:42,,101.0,20.0,,,,,
82,2,119.43,6.703,8,168.0,438123767,-52881078,2,6.703,2024-03-18 15:10:43,,102.0,20.0,,,,,
87,2,126.14,6.548,8,167.0,438123036,-52881125,34,6.548,2024-03-18 15:10:44,,102.0,20.0,,,,,
0,2,132.94,6.193,7,,438122311,-52881074,0,6.193,2024-03-18 15:10:45,,102.0,20.0,,,,,
0,2,140.07,6.147,7,,438121548,-52881101,0,6.147,2024-03-18 15:10:46,,101.0,20.0,,,,,
0,2,147.2,6.441,7,,438120807,-52881142,0,6.441,2024-03-18 15:10:47,,100.0,20.0,,,,,
0,2,154.02,6.06,8,,438120044,-52881166,0,6.06,2024-03-18 15:10:48,,99.0,20.0,,,,,
0,2,159.47,6.844,8,,438119466,-52881239,0,6.844,2024-03-18 15:10:49,,99.0,20.0,,,,,
0,2,164.37,6.248,11,,438118958,-52881319,0,6.248,2024-03-18 15:10:50,,98.0,20.0,,,,,
0,2,168.35,5.781,11,,438118541,-52881343,0,5.781,2024-03-18 15:10:51,,97.0,20.0,,,,,
0,2,172.3,5.339,12,,438118169,-52881064,0,5.339,2024-03-18 15:10:52,,95.0,20.0,,,,,
0,2,175.91,4.91,11,,438117808,-52880942,0,4.91,2024-03-18 15:10:53,,93.0,20.0,,,,,
0,2,179.31,4.53,11,,438117443,-52880875,0,4.53,2024-03-18 15:10:54,,92.0,20.0,,,,,
0,2,182.34,4.154,11,,438117117,-52880832,0,4.154,2024-03-18 15:10:55,,92.0,20.0,,,,,
0,2,184.84,3.864,10,,438116840,-52880778,0,3.864,2024-03-18 15:10:56,,93.0,20.0,,,,,
0,2,187.62,3.608,10,,438116565,-52880715,0,3.608,2024-03-18 15:10:57,,92.0,20.0,,,,,
0,2,188.3,3.413,10,,438116494,-52880693,0,3.413,2024-03-18 15:10:58,,90.0,20.0,,,,,
0,2,188.34,0.997,10,,438116237,-52880649,0,0.997,2024-03-18 15:11:04,,93.0,20.0,,,,,
80,2,190.46,1.882,9,184.0,438116014,-52880757,56,1.882,2024-03-18 15:11:05,,93.0,20.0,,,,,
78,2,193.5,2.42,9,180.0,438115748,-52880946,231,2.42,2024-03-18 15:11:06,,94.0,20.0,,,,,
98,3,196.71,2.96,9,146.0,438115436,-52881159,329,2.96,2024-03-18 15:11:07,,98.0,20.0,,,,,
90,3,200.25,3.035,9,182.0,438115075,-52881256,410,3.035,2024-03-18 15:11:08,,99.0,20.0,,,,,
86,3,204.11,3.421,9,171.0,438114671,-52881301,309,3.421,2024-03-18 15:11:09,,99.0,20.0,,,,,
86,3,208.73,3.66,8,192.0,438114183,-52881431,255,3.66,2024-03-18 15:11:10,,100.0,20.0,,,,,
86,4,214.75,4.294,8,170.0,438113524,-52881587,233,4.294,2024-03-18 15:11:11,,101.0,20.0,,,,,
92,4,220.99,4.674,8,181.0,438112879,-52881747,204,4.674,2024-03-18 15:11:12,,100.0,20.0,,,,,
87,4,227.45,5.056,8,180.0,438112162,-52881816,198,5.056,2024-03-18 15:11:13,,100.0,20.0,,,,,
86,4,234.36,4.81,7,171.0,438111434,-52881983,160,4.81,2024-03-18 15:11:14,,104.0,20.0,,,,,
87,4,240.16,4.428,7,175.0,438110827,-52882125,151,4.428,2024-03-18 15:11:15,,105.0,20.0,,,,,
89,5,245.59,4.517,8,169.0,438110274,-52882092,151,4.517,2024-03-18 15:11:16,,106.0,20.0,,,,,
91,5,250.13,5.392,10,169.0,438109768,-52882100,130,5.392,2024-03-18 15:11:17,,107.0,20.0,,,,,
90,5,256.04,5.491,10,179.0,438109149,-52882157,110,5.491,2024-03-18 15:11:18,,108.0,20.0,,,,,
85,5,264.13,5.189,10,171.0,438108271,-52882250,179,5.189,2024-03-18 15:11:19,,109.0,20.0,,,,,
87,5,274.82,7.016,10,177.0,438107118,-52882402,389,7.016,2024-03-18 15:11:20,,110.0,20.0,,,,,
88,6,286.45,7.783,9,170.0,438105894,-52882561,449,7.783,2024-03-18 15:11:21,,110.0,20.0,,,,,
90,6,297.48,7.853,9,179.0,438104747,-52883000,402,7.853,2024-03-18 15:11:22,,110.0,20.0,,,,,
90,7,306.29,6.792,9,173.0,438103809,-52883108,310,6.792,2024-03-18 15:11:23,,111.0,20.0,38.60000000000002,38.60000000000002,,,
87,7,315.31,6.64,9,166.0,438102859,-52883345,212,6.64,2024-03-18 15:11:24,,111.0,20.0,38.60000000000002,38.60000000000002,,,
86,7,323.15,6.646,10,173.0,438102023,-52883497,173,6.646,2024-03-18 15:11:25,,112.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
84,7,329.92,6.647,11,175.0,438101283,-52883513,118,6.647,2024-03-18 15:11:26,,112.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
83,7,336.41,6.647,11,174.0,438100597,-52883478,98,6.647,2024-03-18 15:11:27,,112.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
88,7,342.75,5.922,11,164.0,438099912,-52883458,102,5.922,2024-03-18 15:11:28,,113.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
98,7,349.67,6.832,10,182.0,438099191,-52883436,132,6.832,2024-03-18 15:11:29,,113.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
94,7,355.56,6.594,10,188.0,438098544,-52883383,165,6.594,2024-03-18 15:11:30,,113.0,20.0,38.799999999999955,38.799999999999955,0.0,0.0,0.0
85,8,362.7,6.408,10,189.0,438097786,-52883516,196,6.408,2024-03-18 15:11:31,,114.0,20.0,38.799999999999955,38.799999999999955,0.0,0.0,0.0
82,8,371.64,5.652,10,168.0,438096856,-52883725,174,5.652,2024-03-18 15:11:32,,114.0,20.0,38.799999999999955,38.799999999999955,0.0,0.0,0.0
82,8,384.64,6.961,10,177.0,438095465,-52883911,174,6.961,2024-03-18 15:11:33,,114.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
81,8,397.18,7.54,10,179.0,438094122,-52884144,167,7.54,2024-03-18 15:11:34,,114.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
80,8,408.61,7.64,10,165.0,438092882,-52884223,144,7.64,2024-03-18 15:11:35,,115.0,20.0,38.799999999999955,38.799999999999955,0.0,0.0,0.0
69,8,416.81,7.647,10,168.0,438092014,-52884299,84,7.647,2024-03-18 15:11:36,,115.0,20.0,38.799999999999955,38.799999999999955,0.0,0.0,0.0
57,8,424.48,7.207,10,160.0,438091191,-52884399,28,7.207,2024-03-18 15:11:37,,115.0,20.0,38.799999999999955,38.799999999999955,0.0,0.0,0.0
56,8,433.44,7.025,10,147.0,438090256,-52884586,3,7.025,2024-03-18 15:11:38,,115.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
0,8,441.47,6.385,10,,438089379,-52884751,0,6.385,2024-03-18 15:11:39,,115.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
0,8,447.31,5.566,11,,438088754,-52884805,0,5.566,2024-03-18 15:11:40,,115.0,20.0,38.60000000000002,38.60000000000002,0.0,0.0,0.0
0,8,450.9,6.154,12,,438088369,-52884873,0,6.154,2024-03-18 15:11:41,,114.0,20.0,38.39999999999998,38.39999999999998,0.0,0.0,0.0
0,8,455.37,6.012,11,,438087919,-52885008,0,6.012,2024-03-18 15:11:42,,113.0,20.0,38.200000000000045,38.200000000000045,0.0,0.0,0.0
0,8,456.35,5.14,11,,438087822,-52885061,0,5.14,2024-03-18 15:11:43,,111.0,20.0,38.200000000000045,38.200000000000045,0.0,0.0,0.0
0,8,456.41,0.662,11,,438087817,-52885066,0,0.662,2024-03-18 15:11:44,,109.0,20.0,38.200000000000045,38.200000000000045,0.0,0.0,-0.55
0,8,456.41,0.0,11,,438087817,-52885066,0,0.0,2024-03-18 15:11:45,,107.0,20.0,38.200000000000045,38.200000000000045,0.0,0.0,-0.52
0,8,456.41,0.0,12,,438087817,-52885066,0,0.0,2024-03-18 15:11:46,,106.0,20.0,38.200000000000045,38.200000000000045,0.0,0.0,0.0
0,8,456.41,0.0,12,,438087817,-52885066,0,0.0,2024-03-18 15:11:47,,105.0,20.0,38.200000000000045,38.200000000000045,0.0,0.0,0.0
0,8,456.41,0.0,11,,438087817,-52885066,0,0.0,2024-03-18 15:11:48,,104.0,20.0,38.200000000000045,38.200000000000045,0.0,0.0,0.0
23,8,456.41,1.096,17,180.0,438087616,-52885100,24,1.096,2024-03-18 15:12:27,,80.0,20.0,38.200000000000045,38.200000000000045,0.0,0.0,0.0
86,9,458.48,2.332,18,159.0,438087356,-52885140,111,2.332,2024-03-18 15:12:28,,82.0,20.0,38.200000000000045,38.200000000000045,0.0,0.0,0.0
76,9,461.62,2.931,17,198.0,438087012,-52885160,358,2.931,2024-03-18 15:12:29,,84.0,20.0,38.0,38.0,0.0,0.0,0.0
81,9,465.72,4.118,17,161.0,438086573,-52885215,392,4.118,2024-03-18 15:12:30,,86.0,20.0,38.0,38.0,0.0,0.0,0.0
90,10,471.03,4.375,16,174.0,438086031,-52885259,330,4.375,2024-03-18 15:12:31,,88.0,20.0,38.0,38.0,0.0,0.0,0.0
84,10,476.8,5.105,15,198.0,438085420,-52885166,218,5.105,2024-03-18 15:12:32,,90.0,19.0,38.0,38.0,0.0,0.0,0.0
94,10,482.89,5.434,15,167.0,438084786,-52884901,291,5.434,2024-03-18 15:12:33,,92.0,19.0,37.799999999999955,37.799999999999955,0.0,0.0,0.0
86,10,489.3,5.472,14,187.0,438084147,-52884566,324,5.472,2024-03-18 15:12:34,,94.0,19.0,37.799999999999955,37.799999999999955,0.0,0.0,-0.89
93,11,495.91,5.809,14,168.0,438083461,-52884427,209,5.809,2024-03-18 15:12:35,,95.0,19.0,37.60000000000002,37.60000000000002,0.0,1.0,-1.82
90,11,502.91,6.701,13,170.0,438082713,-52884412,212,6.701,2024-03-18 15:12:36,,97.0,19.0,37.60000000000002,37.60000000000002,0.0,1.0,-1.64
89,11,510.25,6.902,13,179.0,438081927,-52884344,245,6.902,2024-03-18 15:12:37,,97.0,19.0,37.60000000000002,37.60000000000002,0.0,1.0,-1.42
87,11,518.17,7.176,12,175.0,438081052,-52884233,319,7.176,2024-03-18 15:12:38,,97.0,19.0,37.39999999999998,37.39999999999998,0.0,1.0,-1.23
95,12,526.85,7.47,12,174.0,438080257,-52883717,391,7.47,2024-03-18 15:12:39,,98.0,19.0,37.39999999999998,37.39999999999998,0.0,1.0,-1.1
42,12,535.15,7.779,11,184.0,438079522,-52883055,332,7.779,2024-03-18 15:12:40,,99.0,19.0,37.39999999999998,37.39999999999998,0.0,1.0,-0.55
89,12,543.52,7.863,12,176.0,438078905,-52882242,160,7.863,2024-03-18 15:12:41,,100.0,19.0,37.200000000000045,37.200000000000045,0.0,1.0,0.0
91,12,551.71,7.869,14,175.0,438078469,-52881303,151,7.869,2024-03-18 15:12:42,,101.0,19.0,37.200000000000045,37.200000000000045,0.0,1.0,0.0
87,13,564.56,7.58,14,177.0,438078095,-52879648,173,7.58,2024-03-18 15:12:43,,103.0,19.0,37.200000000000045,37.200000000000045,0.0,1.0,0.0
80,13,573.18,7.519,13,172.0,438077730,-52878617,189,7.519,2024-03-18 15:12:44,,104.0,19.0,37.0,37.0,0.0,1.0,0.0
77,13,580.58,7.519,13,170.0,438077294,-52877795,153,7.519,2024-03-18 15:12:45,,106.0,19.0,37.0,37.0,0.0,1.0,0.0
88,13,588.18,7.601,12,187.0,438076803,-52876982,128,7.601,2024-03-18 15:12:46,96.0,108.0,19.0,36.799999999999955,36.799999999999955,0.0,1.0,0.0
90,13,595.84,7.619,12,175.0,438076335,-52876142,109,7.619,2024-03-18 15:12:47,,109.0,19.0,36.799999999999955,36.799999999999955,0.0,1.0,0.0
87,13,602.97,7.619,11,170.0,438075917,-52875324,111,7.619,2024-03-18 15:12:48,,111.0,19.0,36.60000000000002,36.60000000000002,0.0,1.0,-0.45
87,13,610.14,7.619,11,174.0,438075549,-52874499,106,7.619,2024-03-18 15:12:49,,113.0,19.0,36.60000000000002,36.60000000000002,0.0,1.0,-1.03
88,14,617.5,7.491,10,176.0,438075108,-52873677,102,7.491,2024-03-18 15:12:50,,114.0,19.0,36.39999999999998,36.39999999999998,0.0,1.0,-1.09
88,14,624.59,7.227,10,174.0,438074655,-52872897,90,7.227,2024-03-18 15:12:51,,115.0,19.0,36.200000000000045,36.200000000000045,0.0,1.0,-1.2
0,14,631.34,6.555,10,,438074234,-52872182,0,6.555,2024-03-18 15:12:52,,114.0,19.0,36.0,36.0,0.0,1.0,-1.33
0,14,637.67,6.303,10,,438073824,-52871519,0,6.303,2024-03-18 15:12:53,,111.0,19.0,35.799999999999955,35.799999999999955,0.0,2.0,-1.48
0,14,643.65,6.202,11,,438073340,-52870994,0,6.202,2024-03-18 15:12:54,,110.0,19.0,35.60000000000002,35.60000000000002,0.0,2.0,-1.66
0,14,648.77,5.745,12,,438072918,-52870566,0,5.745,2024-03-18 15:12:55,,108.0,19.0,35.60000000000002,35.60000000000002,0.0,2.0,-1.81
0,14,652.69,4.592,12,,438072580,-52870228,0,4.592,2024-03-18 15:12:56,,106.0,19.0,35.39999999999998,35.39999999999998,0.0,2.0,-1.99
0,14,654.9,3.046,12,,438072412,-52870041,0,3.046,2024-03-18 15:12:57,,106.0,19.0,35.200000000000045,35.200000000000045,0.0,2.0,-2.12
0,14,656.77,1.896,12,,438072275,-52869848,0,1.896,2024-03-18 15:12:58,,106.0,19.0,35.200000000000045,35.200000000000045,0.0,3.0,-2.23
0,14,657.87,2.858,12,,438072176,-52869748,0,2.858,2024-03-18 15:12:59,,105.0,19.0,35.0,35.0,0.0,3.0,-2.3
0,14,658.04,0.537,15,,438072161,-52869734,0,0.537,2024-03-18 15:13:00,,104.0,19.0,35.0,35.0,0.0,3.0,-2.33
0,14,658.04,0.0,15,,438072161,-52869734,0,0.0,2024-03-18 15:13:01,,104.0,19.0,35.0,35.0,0.0,3.0,-1.36
0,14,658.04,0.0,14,,438072161,-52869734,0,0.0,2024-03-18 15:13:02,,104.0,19.0,35.0,35.0,0.0,3.0,0.0
0,14,658.04,0.0,14,,438072161,-52869734,0,0.0,2024-03-18 15:13:03,,104.0,19.0,35.0,35.0,0.0,3.0,0.0
0,14,658.04,0.0,24,,438072161,-52869734,0,0.0,2024-03-18 15:13:04,,104.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
0,14,658.04,1.047,12,,438072075,-52869433,0,1.047,2024-03-18 15:13:27,,88.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
3,14,659.57,1.302,12,,438071950,-52869241,0,1.302,2024-03-18 15:13:28,,88.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
47,14,661.63,1.438,13,178.0,438071813,-52869042,250,1.438,2024-03-18 15:13:29,,88.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
55,14,664.94,2.501,13,178.0,438071597,-52868703,371,2.501,2024-03-18 15:13:30,,89.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
77,15,668.85,3.568,13,179.0,438071289,-52868329,318,3.568,2024-03-18 15:13:31,,91.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
88,15,672.86,3.694,13,186.0,438070930,-52868023,501,3.694,2024-03-18 15:13:32,,94.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
90,16,677.12,3.791,13,176.0,438070608,-52867640,491,3.791,2024-03-18 15:13:33,,97.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
92,16,682.43,4.113,12,163.0,438070210,-52867103,363,4.113,2024-03-18 15:13:34,,99.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
85,16,688.59,5.125,12,189.0,438069878,-52866402,200,5.125,2024-03-18 15:13:35,,101.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
81,16,695.63,6.149,11,176.0,438069479,-52865599,123,6.149,2024-03-18 15:13:36,,103.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
85,16,702.06,6.269,12,174.0,438069112,-52864891,122,6.269,2024-03-18 15:13:37,,104.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
83,17,708.65,5.871,12,178.0,438068668,-52864210,142,5.871,2024-03-18 15:13:38,,105.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
87,17,714.43,5.686,12,179.0,438068254,-52863624,165,5.686,2024-03-18 15:13:39,,106.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
88,17,719.54,5.568,12,170.0,438067844,-52863134,226,5.568,2024-03-18 15:13:40,,107.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
88,17,724.56,5.438,12,173.0,438067473,-52862655,278,5.438,2024-03-18 15:13:41,,108.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
88,18,729.76,5.379,12,177.0,438067109,-52862142,254,5.379,2024-03-18 15:13:42,,109.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
94,18,735.31,5.272,12,171.0,438066704,-52861592,231,5.272,2024-03-18 15:13:43,,110.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
90,18,742.1,5.561,12,176.0,438066255,-52860897,265,5.561,2024-03-18 15:13:44,,111.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
86,18,749.43,6.234,11,190.0,438065761,-52860128,265,6.234,2024-03-18 15:13:45,,112.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
81,18,756.57,6.325,11,172.0,438065260,-52859387,182,6.325,2024-03-18 15:13:46,,113.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
95,19,763.23,5.596,11,182.0,438064839,-52858689,153,5.596,2024-03-18 15:13:47,,114.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
95,19,768.13,6.282,12,182.0,438064549,-52858149,125,6.282,2024-03-18 15:13:48,,114.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
0,19,772.77,5.914,14,178.0,438064236,-52857651,0,5.914,2024-03-18 15:13:49,,114.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
0,19,777.23,5.45,15,173.0,438063917,-52857184,0,5.45,2024-03-18 15:13:50,,115.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
0,19,780.83,4.774,15,168.0,438063718,-52856798,0,4.774,2024-03-18 15:13:51,,114.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
61,19,783.98,3.867,17,163.0,438063576,-52856418,17,3.867,2024-03-18 15:13:52,,114.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
63,19,788.48,3.515,16,159.0,438063440,-52855834,267,3.515,2024-03-18 15:13:53,,114.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
69,19,792.57,3.676,16,169.0,438063343,-52855302,279,3.676,2024-03-18 15:13:54,,114.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
81,20,796.9,4.264,16,168.0,438063252,-52854734,197,4.264,2024-03-18 15:13:55,,114.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
83,20,801.38,4.17,15,174.0,438063241,-52854138,147,4.17,2024-03-18 15:13:56,,114.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
0,20,806.61,4.252,15,173.0,438063201,-52853439,0,4.252,2024-03-18 15:13:57,,115.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
0,20,811.96,4.612,15,171.0,438063235,-52852724,0,4.612,2024-03-18 15:13:58,,115.0,19.0,35.0,35.0,0.0,3.0,0.0
0,20,817.48,4.978,14,169.0,438062961,-52852074,0,4.978,2024-03-18 15:13:59,,116.0,19.0,35.0,35.0,0.0,3.0,0.0
76,20,822.75,5.125,13,168.0,438062672,-52851470,7,5.125,2024-03-18 15:14:00,,116.0,19.0,35.0,35.0,0.0,3.0,0.0
89,20,828.53,5.412,13,167.0,438062251,-52850894,88,5.412,2024-03-18 15:14:01,,116.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
85,20,834.27,5.556,12,171.0,438061675,-52850670,98,5.556,2024-03-18 15:14:02,,116.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
41,20,839.99,5.626,12,183.0,438061085,-52850628,87,5.626,2024-03-18 15:14:03,,115.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
78,20,845.25,5.667,11,175.0,438060494,-52850680,40,5.667,2024-03-18 15:14:04,,113.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
79,20,850.27,5.347,11,163.0,438059982,-52850723,45,5.347,2024-03-18 15:14:05,,112.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
80,20,854.95,4.904,11,158.0,438059482,-52850763,60,4.904,2024-03-18 15:14:06,,111.0,19.0,34.39999999999998,34.39999999999998,0.0,3.0,-0.35
0,20,859.6,4.727,10,161.0,438058979,-52850768,0,4.727,2024-03-18 15:14:07,,110.0,19.0,34.39999999999998,34.39999999999998,0.0,3.0,-1.17
0,20,863.76,4.671,10,166.0,438058517,-52850818,0,4.671,2024-03-18 15:14:08,,109.0,19.0,34.39999999999998,34.39999999999998,0.0,3.0,-1.21
74,20,868.8,4.657,10,172.0,438057985,-52850775,55,4.657,2024-03-18 15:14:09,,108.0,19.0,34.39999999999998,34.39999999999998,0.0,3.0,-0.77
82,21,873.17,4.365,10,167.0,438057519,-52850802,230,4.365,2024-03-18 15:14:10,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
85,21,876.95,4.278,11,168.0,438057140,-52850928,227,4.278,2024-03-18 15:14:11,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
81,21,880.57,3.775,13,171.0,438056738,-52851049,173,3.775,2024-03-18 15:14:12,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
83,21,884.57,3.98,14,164.0,438056328,-52851203,155,3.98,2024-03-18 15:14:13,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
84,21,888.54,3.963,13,178.0,438055919,-52851312,163,3.963,2024-03-18 15:14:14,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
86,21,892.43,3.907,13,171.0,438055510,-52851360,182,3.907,2024-03-18 15:14:15,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
86,22,895.92,3.625,12,175.0,438055142,-52851464,190,3.625,2024-03-18 15:14:16,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
82,22,898.82,3.461,12,177.0,438054815,-52851444,156,3.461,2024-03-18 15:14:17,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
86,22,902.87,3.436,11,176.0,438054457,-52851717,142,3.436,2024-03-18 15:14:18,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
88,22,906.96,4.183,10,172.0,438054132,-52852057,144,4.183,2024-03-18 15:14:19,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
87,22,912.05,4.757,10,169.0,438053814,-52852621,180,4.757,2024-03-18 15:14:20,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
88,22,917.71,5.227,13,180.0,438053576,-52853321,171,5.227,2024-03-18 15:14:21,,108.0,19.0,34.60000000000002,34.60000000000002,0.0,3.0,0.0
58,23,922.72,5.62,18,180.0,438053348,-52853928,151,5.62,2024-03-18 15:14:22,,110.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
0,23,927.4,4.917,19,179.0,438053041,-52854422,0,4.917,2024-03-18 15:14:23,,111.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
0,23,931.77,4.454,18,177.0,438052682,-52854781,0,4.454,2024-03-18 15:14:24,,112.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
56,23,935.9,4.456,18,176.0,438052279,-52854978,5,4.456,2024-03-18 15:14:25,,113.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
87,23,940.36,4.464,17,175.0,438051787,-52855070,148,4.464,2024-03-18 15:14:26,,112.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
86,23,944.78,4.464,17,170.0,438051330,-52855115,217,4.464,2024-03-18 15:14:27,,112.0,19.0,34.799999999999955,34.799999999999955,0.0,3.0,0.0
82,23,949.57,4.742,17,202.0,438050834,-52855174,168,4.742,2024-03-18 15:14:28,,112.0,19.0,35.0,35.0,0.0,3.0,0.0
82,23,954.56,4.658,16,173.0,438050296,-52855113,153,4.658,2024-03-18 15:14:29,,112.0,19.0,35.0,35.0,0.0,3.0,0.0
