cadence,calories,distance,enhanced_speed,gps_accuracy,left_right_balance,position_lat,position_long,power,speed,timestamp,battery_soc,heart_rate,temperature,altitude,enhanced_altitude,ascent,descent,grade
82,405,15584.4,5.891,4,173.0,437913821,-54162422,204,5.891,2024-03-18 15:57:19,,117.0,21.0,46.200000000000045,46.200000000000045,38.0,34.0,0.0
82,405,15590.47,5.907,4,188.0,437913866,-54163230,185,5.907,2024-03-18 15:57:20,,117.0,21.0,46.39999999999998,46.39999999999998,38.0,34.0,0.0
76,406,15596.43,5.908,4,182.0,437913951,-54164020,229,5.908,2024-03-18 15:57:21,,118.0,21.0,46.39999999999998,46.39999999999998,38.0,34.0,0.0
78,406,15602.26,5.908,4,181.0,437914157,-54164754,340,5.908,2024-03-18 15:57:22,,119.0,21.0,46.60000000000002,46.60000000000002,38.0,34.0,1.01
82,406,15608.25,5.946,4,174.0,437914464,-54165445,380,5.946,2024-03-18 15:57:23,,120.0,21.0,46.799999999999955,46.799999999999955,38.0,34.0,1.33
83,407,15614.3,6.017,4,166.0,437914862,-54166072,395,6.017,2024-03-18 15:57:24,,120.0,21.0,46.799999999999955,46.799999999999955,38.0,34.0,1.55
84,407,15620.34,6.044,4,176.0,437915304,-54166676,353,6.044,2024-03-18 15:57:25,,121.0,21.0,47.0,47.0,38.0,34.0,1.68
86,407,15626.54,6.047,4,173.0,437915605,-54167409,191,6.047,2024-03-18 15:57:26,,122.0,21.0,47.0,47.0,38.0,34.0,1.71
80,407,15632.56,6.047,4,171.0,437915686,-54168201,107,6.047,2024-03-18 15:57:27,,122.0,21.0,47.0,47.0,38.0,34.0,1.71
83,407,15638.57,6.047,4,176.0,437915502,-54168964,102,6.047,2024-03-18 15:57:28,,122.0,21.0,47.0,47.0,39.0,34.0,1.61
82,407,15644.62,6.047,4,184.0,437915083,-54169566,99,6.047,2024-03-18 15:57:29,,123.0,21.0,47.200000000000045,47.200000000000045,39.0,34.0,1.41
79,408,15650.46,6.031,4,175.0,437914508,-54169826,112,6.031,2024-03-18 15:57:30,,123.0,21.0,47.200000000000045,47.200000000000045,39.0,34.0,1.2
74,408,15656.01,6.028,4,169.0,437913924,-54169775,137,6.028,2024-03-18 15:57:31,,123.0,21.0,47.200000000000045,47.200000000000045,39.0,34.0,0.12
80,408,15661.75,6.028,4,177.0,437913331,-54169525,151,6.028,2024-03-18 15:57:32,,123.0,21.0,47.200000000000045,47.200000000000045,39.0,34.0,0.0
86,408,15667.15,5.44,4,172.0,437912779,-54169262,146,5.44,2024-03-18 15:57:33,,123.0,21.0,47.39999999999998,47.39999999999998,39.0,34.0,0.0
75,408,15672.52,5.185,4,168.0,437912231,-54169071,133,5.185,2024-03-18 15:57:34,,122.0,21.0,47.39999999999998,47.39999999999998,39.0,34.0,0.0
75,408,15677.8,5.095,4,168.0,437911684,-54168942,124,5.095,2024-03-18 15:57:35,,122.0,21.0,47.60000000000002,47.60000000000002,39.0,34.0,0.0
0,408,15682.84,5.083,4,169.0,437911138,-54168889,0,5.083,2024-03-18 15:57:36,,121.0,21.0,47.39999999999998,47.39999999999998,39.0,34.0,0.0
0,408,15687.99,5.286,4,170.0,437910592,-54168898,0,5.286,2024-03-18 15:57:37,,120.0,21.0,47.39999999999998,47.39999999999998,39.0,34.0,0.0
0,408,15693.17,5.325,4,171.0,437910008,-54168919,0,5.325,2024-03-18 15:57:38,,119.0,21.0,47.39999999999998,47.39999999999998,39.0,34.0,0.0
0,408,15698.82,5.325,4,172.0,437909416,-54168923,0,5.325,2024-03-18 15:57:39,,118.0,21.0,47.200000000000045,47.200000000000045,39.0,34.0,0.0
0,408,15704.33,5.325,4,173.0,437908826,-54169056,0,5.325,2024-03-18 15:57:40,,117.0,21.0,47.200000000000045,47.200000000000045,39.0,34.0,0.0
0,408,15709.71,5.325,4,174.0,437908350,-54169449,0,5.325,2024-03-18 15:57:41,,116.0,21.0,47.200000000000045,47.200000000000045,39.0,34.0,0.0
0,408,15715.26,5.325,4,174.0,437908086,-54170084,0,5.325,2024-03-18 15:57:42,,115.0,21.0,47.0,47.0,39.0,34.0,0.0
87,408,15720.97,5.302,4,175.0,437907971,-54170827,12,5.302,2024-03-18 15:57:43,,114.0,21.0,46.799999999999955,46.799999999999955,39.0,34.0,-0.94
91,408,15726.5,5.344,4,176.0,437908033,-54171565,87,5.344,2024-03-18 15:57:44,,113.0,21.0,46.799999999999955,46.799999999999955,39.0,34.0,-1.33
84,409,15731.92,5.445,4,185.0,437908086,-54172286,119,5.445,2024-03-18 15:57:45,,112.0,21.0,46.799999999999955,46.799999999999955,39.0,34.0,-1.45
84,409,15737.63,5.488,4,177.0,437908133,-54173044,156,5.488,2024-03-18 15:57:46,,112.0,21.0,46.799999999999955,46.799999999999955,39.0,35.0,-1.46
86,409,15743.31,5.516,4,175.0,437908179,-54173802,160,5.516,2024-03-18 15:57:47,,112.0,21.0,46.799999999999955,46.799999999999955,39.0,35.0,-1.35
85,409,15748.81,5.526,4,176.0,437908223,-54174535,165,5.526,2024-03-18 15:57:48,,112.0,21.0,46.799999999999955,46.799999999999955,39.0,35.0,-1.21
90,409,15754.66,5.535,4,166.0,437908309,-54175305,167,5.535,2024-03-18 15:57:49,,112.0,21.0,46.799999999999955,46.799999999999955,39.0,35.0,-0.14
66,409,15760.08,5.536,4,184.0,437908359,-54176028,161,5.536,2024-03-18 15:57:50,,113.0,21.0,46.799999999999955,46.799999999999955,39.0,35.0,0.0
81,409,15765.72,5.536,4,168.0,437908404,-54176779,114,5.536,2024-03-18 15:57:51,,113.0,20.0,46.799999999999955,46.799999999999955,39.0,35.0,0.0
80,410,15771.16,5.536,5,173.0,437908488,-54177497,112,5.536,2024-03-18 15:57:52,,113.0,20.0,46.60000000000002,46.60000000000002,39.0,35.0,0.0
80,410,15776.85,5.536,5,172.0,437908542,-54178253,165,5.536,2024-03-18 15:57:53,,113.0,20.0,46.60000000000002,46.60000000000002,39.0,35.0,0.0
94,410,15782.52,5.546,5,189.0,437908588,-54179011,169,5.546,2024-03-18 15:57:54,,113.0,20.0,46.60000000000002,46.60000000000002,39.0,35.0,0.0
83,410,15788.18,5.572,5,179.0,437908594,-54179762,169,5.572,2024-03-18 15:57:55,,113.0,20.0,46.799999999999955,46.799999999999955,39.0,35.0,0.0
85,410,15793.97,5.599,5,171.0,437908594,-54180538,180,5.599,2024-03-18 15:57:56,,113.0,20.0,46.799999999999955,46.799999999999955,39.0,35.0,0.0
86,410,15799.62,5.617,5,172.0,437908632,-54181290,183,5.617,2024-03-18 15:57:57,,113.0,20.0,46.799999999999955,46.799999999999955,39.0,35.0,0.0
85,411,15805.46,5.629,5,174.0,437908679,-54182065,199,5.629,2024-03-18 15:57:58,,112.0,20.0,46.799999999999955,46.799999999999955,39.0,35.0,0.0
81,411,15810.99,5.654,4,180.0,437908761,-54182801,201,5.654,2024-03-18 15:57:59,,114.0,20.0,46.799999999999955,46.799999999999955,39.0,35.0,0.0
81,411,15817.06,5.665,4,176.0,437908776,-54183608,245,5.665,2024-03-18 15:58:00,,114.0,20.0,47.0,47.0,39.0,35.0,0.0
84,411,15823.33,5.674,4,176.0,437908815,-54184441,332,5.674,2024-03-18 15:58:01,,114.0,20.0,47.0,47.0,39.0,35.0,0.0
86,412,15829.58,5.747,4,170.0,437908861,-54185275,314,5.747,2024-03-18 15:58:02,,115.0,20.0,47.0,47.0,39.0,35.0,0.0
85,412,15834.94,5.838,4,170.0,437908905,-54185991,239,5.838,2024-03-18 15:58:03,,112.0,20.0,47.0,47.0,39.0,35.0,0.0
75,412,15842.04,5.992,4,178.0,437908971,-54186934,204,5.992,2024-03-18 15:58:04,,112.0,20.0,47.0,47.0,39.0,35.0,0.0
81,412,15849.5,6.157,4,190.0,437909041,-54187925,215,6.157,2024-03-18 15:58:05,,114.0,20.0,47.0,47.0,39.0,35.0,0.0
76,413,15856.44,6.223,4,178.0,437909128,-54188845,257,6.223,2024-03-18 15:58:06,,116.0,20.0,47.0,47.0,39.0,35.0,0.0
76,413,15863.17,6.247,4,178.0,437909140,-54189740,302,6.247,2024-03-18 15:58:07,,116.0,20.0,47.0,47.0,39.0,35.0,0.0
0,413,15869.61,6.287,4,177.0,437909120,-54190602,0,6.287,2024-03-18 15:58:08,,116.0,20.0,47.200000000000045,47.200000000000045,39.0,35.0,0.0
0,413,15876.02,6.329,4,176.0,437909097,-54191460,0,6.329,2024-03-18 15:58:09,,116.0,20.0,47.200000000000045,47.200000000000045,39.0,35.0,0.0
69,413,15882.08,6.333,4,174.0,437909135,-54192268,73,6.333,2024-03-18 15:58:10,,116.0,20.0,47.200000000000045,47.200000000000045,39.0,35.0,0.0
74,413,15888.1,6.333,4,174.0,437909180,-54193070,216,6.333,2024-03-18 15:58:11,,116.0,20.0,47.200000000000045,47.200000000000045,39.0,35.0,0.0
71,414,15894.32,6.333,4,177.0,437909225,-54193894,256,6.333,2024-03-18 15:58:12,,116.0,20.0,47.39999999999998,47.39999999999998,39.0,35.0,0.0
73,414,15900.73,6.316,4,184.0,437909271,-54194751,278,6.316,2024-03-18 15:58:13,,117.0,20.0,47.39999999999998,47.39999999999998,39.0,35.0,0.0
73,414,15906.12,6.314,4,176.0,437909317,-54195465,285,6.314,2024-03-18 15:58:14,,117.0,20.0,47.60000000000002,47.60000000000002,39.0,35.0,0.0
74,415,15913.47,6.307,4,167.0,437909402,-54196440,304,6.307,2024-03-18 15:58:15,,119.0,20.0,47.60000000000002,47.60000000000002,39.0,35.0,0.0
74,415,15919.74,6.298,4,175.0,437909413,-54197280,297,6.298,2024-03-18 15:58:16,,120.0,20.0,47.60000000000002,47.60000000000002,39.0,35.0,0.0
75,415,15926.15,6.297,4,174.0,437909453,-54198133,285,6.297,2024-03-18 15:58:17,,121.0,20.0,47.799999999999955,47.799999999999955,39.0,35.0,0.0
75,415,15932.68,6.305,4,174.0,437909499,-54199005,269,6.305,2024-03-18 15:58:18,,122.0,20.0,47.799999999999955,47.799999999999955,39.0,35.0,0.0
73,416,15939.29,6.306,4,172.0,437909584,-54199881,244,6.306,2024-03-18 15:58:19,,123.0,20.0,47.799999999999955,47.799999999999955,39.0,35.0,0.0
75,416,15945.72,6.306,4,177.0,437909675,-54200732,231,6.306,2024-03-18 15:58:20,,124.0,20.0,47.799999999999955,47.799999999999955,39.0,35.0,0.0
73,416,15952.03,6.313,4,180.0,437909686,-54201574,232,6.313,2024-03-18 15:58:21,,125.0,20.0,48.0,48.0,39.0,35.0,0.0
76,416,15958.33,6.314,4,169.0,437909766,-54202406,263,6.314,2024-03-18 15:58:22,,126.0,20.0,48.0,48.0,39.0,35.0,0.0
75,417,15964.76,6.356,4,174.0,437909817,-54203264,284,6.356,2024-03-18 15:58:23,,128.0,20.0,48.200000000000045,48.200000000000045,39.0,35.0,0.0
73,417,15971.21,6.378,4,178.0,437909903,-54204116,272,6.378,2024-03-18 15:58:24,,129.0,20.0,48.200000000000045,48.200000000000045,39.0,35.0,0.0
75,417,15977.64,6.381,4,173.0,437909994,-54204969,274,6.381,2024-03-18 15:58:25,,130.0,20.0,48.39999999999998,48.39999999999998,39.0,35.0,0.0
75,417,15984.07,6.395,4,175.0,437910085,-54205826,274,6.395,2024-03-18 15:58:26,,131.0,20.0,48.39999999999998,48.39999999999998,39.0,35.0,0.89
74,418,15990.71,6.397,4,173.0,437910136,-54206703,254,6.397,2024-03-18 15:58:27,,131.0,20.0,48.60000000000002,48.60000000000002,39.0,35.0,1.18
76,418,15997.14,6.397,4,174.0,437910222,-54207561,250,6.397,2024-03-18 15:58:28,,132.0,20.0,48.60000000000002,48.60000000000002,39.0,35.0,1.33
76,418,16003.7,6.397,4,177.0,437910272,-54208433,249,6.397,2024-03-18 15:58:29,,132.0,20.0,48.799999999999955,48.799999999999955,39.0,35.0,1.44
74,418,16010.13,6.422,4,174.0,437910358,-54209287,247,6.422,2024-03-18 15:58:30,,132.0,20.0,48.799999999999955,48.799999999999955,39.0,35.0,1.49
78,419,16016.71,6.435,4,169.0,437910449,-54210159,233,6.435,2024-03-18 15:58:31,,132.0,20.0,49.0,49.0,39.0,35.0,1.52
46,419,16023.27,6.436,4,211.0,437910541,-54211024,208,6.436,2024-03-18 15:58:32,,131.0,20.0,49.0,49.0,39.0,35.0,1.53
74,419,16028.45,6.436,4,173.0,437910672,-54211698,139,6.436,2024-03-18 15:58:33,,131.0,20.0,49.200000000000045,49.200000000000045,40.0,35.0,1.49
53,419,16035.52,6.436,4,196.0,437910849,-54212619,128,6.436,2024-03-18 15:58:34,,130.0,20.0,49.200000000000045,49.200000000000045,40.0,35.0,1.41
82,419,16041.81,6.426,4,173.0,437911031,-54213414,128,6.426,2024-03-18 15:58:35,,130.0,20.0,49.200000000000045,49.200000000000045,40.0,35.0,1.29
76,419,16047.91,6.361,4,174.0,437911253,-54214191,133,6.361,2024-03-18 15:58:36,,130.0,20.0,49.39999999999998,49.39999999999998,40.0,35.0,1.17
80,420,16053.88,6.262,4,172.0,437911400,-54214967,157,6.262,2024-03-18 15:58:37,,129.0,20.0,49.39999999999998,49.39999999999998,40.0,35.0,1.07
79,420,16059.88,6.233,4,168.0,437911496,-54215761,172,6.233,2024-03-18 15:58:38,,129.0,20.0,49.39999999999998,49.39999999999998,40.0,35.0,0.19
94,420,16065.96,6.191,4,182.0,437911627,-54216556,155,6.191,2024-03-18 15:58:39,,131.0,20.0,49.39999999999998,49.39999999999998,40.0,35.0,0.0
94,420,16072.04,6.071,4,182.0,437911804,-54217331,136,6.071,2024-03-18 15:58:40,,129.0,20.0,49.39999999999998,49.39999999999998,40.0,35.0,0.0
0,420,16077.56,5.982,4,181.0,437911906,-54218054,0,5.982,2024-03-18 15:58:41,,128.0,20.0,49.60000000000002,49.60000000000002,40.0,35.0,0.0
85,420,16083.03,5.948,4,179.0,437912037,-54218771,141,5.948,2024-03-18 15:58:42,,127.0,20.0,49.60000000000002,49.60000000000002,40.0,35.0,0.0
82,420,16088.47,5.92,4,173.0,437912133,-54219483,216,5.92,2024-03-18 15:58:43,,126.0,20.0,49.60000000000002,49.60000000000002,40.0,35.0,0.0
83,421,16093.76,5.892,4,179.0,437912224,-54220185,192,5.892,2024-03-18 15:58:44,,126.0,20.0,49.60000000000002,49.60000000000002,40.0,35.0,0.0
83,421,16099.22,5.643,4,178.0,437912315,-54220900,189,5.643,2024-03-18 15:58:45,,125.0,20.0,49.60000000000002,49.60000000000002,40.0,35.0,0.0
46,421,16103.81,5.611,4,192.0,437912487,-54221470,187,5.611,2024-03-18 15:58:46,,124.0,20.0,49.60000000000002,49.60000000000002,40.0,35.0,0.0
80,421,16110.34,5.611,4,175.0,437912709,-54222295,157,5.611,2024-03-18 15:58:47,,124.0,20.0,49.60000000000002,49.60000000000002,40.0,35.0,0.0
91,421,16116.39,5.611,4,173.0,437912937,-54223063,85,5.611,2024-03-18 15:58:48,,124.0,20.0,49.60000000000002,49.60000000000002,40.0,35.0,0.0
90,421,16122.53,5.611,4,172.0,437913165,-54223836,121,5.611,2024-03-18 15:58:49,,124.0,20.0,49.39999999999998,49.39999999999998,40.0,35.0,0.0
86,421,16128.94,6.061,4,170.0,437913351,-54224663,114,6.061,2024-03-18 15:58:50,,124.0,20.0,49.39999999999998,49.39999999999998,40.0,35.0,0.0
92,422,16135.3,6.415,4,182.0,437913534,-54225480,120,6.415,2024-03-18 15:58:51,,124.0,20.0,49.200000000000045,49.200000000000045,40.0,35.0,0.0
0,422,16141.88,6.487,4,181.0,437913675,-54226329,0,6.487,2024-03-18 15:58:52,,124.0,20.0,49.200000000000045,49.200000000000045,40.0,35.0,0.0
0,422,16148.57,6.153,4,179.0,437913893,-54227190,0,6.153,2024-03-18 15:58:53,,124.0,20.0,49.0,49.0,40.0,35.0,0.0
0,422,16155.55,6.645,4,177.0,437914120,-54228076,0,6.645,2024-03-18 15:58:54,,124.0,20.0,48.799999999999955,48.799999999999955,40.0,35.0,-0.99
0,422,16162.47,6.483,4,175.0,437914307,-54228968,0,6.483,2024-03-18 15:58:55,,123.0,20.0,48.799999999999955,48.799999999999955,40.0,35.0,-1.38
0,422,16169.46,6.487,4,173.0,437914489,-54229881,0,6.487,2024-03-18 15:58:56,,123.0,20.0,48.60000000000002,48.60000000000002,40.0,35.0,-1.47
87,422,16176.35,6.531,4,172.0,437914631,-54230779,73,6.531,2024-03-18 15:58:57,,123.0,20.0,48.60000000000002,48.60000000000002,40.0,35.0,-1.53
89,422,16183.76,7.143,4,164.0,437914808,-54231741,156,7.143,2024-03-18 15:58:58,,123.0,20.0,48.39999999999998,48.39999999999998,40.0,35.0,-1.58
87,422,16191.18,7.443,5,173.0,437915030,-54232697,146,7.443,2024-03-18 15:58:59,,123.0,20.0,48.200000000000045,48.200000000000045,40.0,35.0,-1.7
89,422,16198.66,7.521,5,169.0,437915217,-54233667,147,7.521,2024-03-18 15:59:00,,123.0,20.0,48.0,48.0,40.0,35.0,-1.79
86,422,16206.65,7.257,4,190.0,437915480,-54234684,165,7.257,2024-03-18 15:59:01,,124.0,20.0,48.0,48.0,40.0,36.0,-1.81
79,423,16214.56,7.363,4,179.0,437915754,-54235683,189,7.363,2024-03-18 15:59:02,,123.0,20.0,47.799999999999955,47.799999999999955,40.0,36.0,-1.77
80,423,16222.68,7.462,4,173.0,437916026,-54236707,205,7.462,2024-03-18 15:59:03,,123.0,20.0,47.799999999999955,47.799999999999955,40.0,36.0,-1.73
83,423,16230.79,7.521,4,176.0,437916299,-54237742,207,7.521,2024-03-18 15:59:04,,123.0,20.0,47.60000000000002,47.60000000000002,40.0,36.0,-1.66
81,423,16238.89,7.683,4,180.0,437916532,-54238776,198,7.683,2024-03-18 15:59:05,,123.0,20.0,47.60000000000002,47.60000000000002,40.0,36.0,-1.54
81,423,16246.96,7.892,4,169.0,437916800,-54239813,184,7.892,2024-03-18 15:59:06,,122.0,20.0,47.60000000000002,47.60000000000002,40.0,36.0,-1.34
79,424,16255.3,7.941,4,174.0,437917073,-54240864,182,7.941,2024-03-18 15:59:07,,122.0,20.0,47.60000000000002,47.60000000000002,40.0,36.0,-1.15
81,424,16263.49,8.001,4,175.0,437917346,-54241902,184,8.001,2024-03-18 15:59:08,,122.0,20.0,47.39999999999998,47.39999999999998,40.0,36.0,-0.23
84,424,16271.72,8.05,4,170.0,437917619,-54242951,173,8.05,2024-03-18 15:59:09,,122.0,20.0,47.39999999999998,47.39999999999998,40.0,36.0,0.0
82,424,16280.04,8.056,4,174.0,437917893,-54244005,178,8.056,2024-03-18 15:59:10,,121.0,20.0,47.200000000000045,47.200000000000045,40.0,36.0,0.0
82,424,16288.28,8.088,4,174.0,437918165,-54245056,177,8.088,2024-03-18 15:59:11,,121.0,20.0,47.200000000000045,47.200000000000045,40.0,36.0,0.0
80,424,16296.65,8.151,4,186.0,437918439,-54246115,176,8.151,2024-03-18 15:59:12,,120.0,20.0,47.0,47.0,40.0,36.0,0.0
82,425,16304.88,8.173,4,172.0,437918752,-54247147,174,8.173,2024-03-18 15:59:13,,120.0,20.0,47.0,47.0,40.0,36.0,0.0
81,425,16313.34,8.234,4,170.0,437919030,-54248215,172,8.234,2024-03-18 15:59:14,,119.0,20.0,47.0,47.0,40.0,36.0,0.0
81,425,16321.4,8.242,4,177.0,437919262,-54249254,165,8.242,2024-03-18 15:59:15,,120.0,20.0,47.0,47.0,40.0,36.0,0.0
85,425,16329.53,8.242,4,173.0,437919490,-54250305,169,8.242,2024-03-18 15:59:16,,120.0,20.0,47.0,47.0,40.0,36.0,0.0
83,425,16337.62,8.242,4,175.0,437919718,-54251345,193,8.242,2024-03-18 15:59:17,,121.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
80,426,16345.77,8.242,4,188.0,437919986,-54252380,190,8.242,2024-03-18 15:59:18,,121.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
48,426,16353.82,8.242,4,129.0,437920258,-54253408,203,8.242,2024-03-18 15:59:19,,122.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
48,426,16361.74,8.028,4,129.0,437920491,-54254426,225,8.028,2024-03-18 15:59:20,,123.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
35,426,16369.33,8.155,4,223.0,437920679,-54255407,141,8.155,2024-03-18 15:59:21,,123.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
86,426,16376.78,8.143,4,162.0,437920901,-54256365,91,8.143,2024-03-18 15:59:22,,123.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
94,426,16384.38,8.048,4,184.0,437921128,-54257335,228,8.048,2024-03-18 15:59:23,,123.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
94,427,16390.84,8.036,4,184.0,437921357,-54258154,241,8.036,2024-03-18 15:59:24,,124.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
78,427,16400.07,8.004,4,185.0,437921705,-54259318,198,8.004,2024-03-18 15:59:25,,124.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
90,427,16407.89,7.853,4,172.0,437921988,-54260301,150,7.853,2024-03-18 15:59:26,,123.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
85,427,16415.31,7.556,4,174.0,437922221,-54261236,180,7.556,2024-03-18 15:59:27,,124.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
86,427,16422.55,7.495,4,170.0,437922489,-54262156,156,7.495,2024-03-18 15:59:28,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
83,427,16429.92,7.442,4,171.0,437922762,-54263067,130,7.442,2024-03-18 15:59:29,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
88,428,16437.01,7.402,4,185.0,437923035,-54263948,120,7.402,2024-03-18 15:59:30,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
88,428,16444.3,7.407,4,185.0,437923267,-54264876,121,7.407,2024-03-18 15:59:31,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
31,428,16451.52,7.359,4,203.0,437923535,-54265791,97,7.359,2024-03-18 15:59:32,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
76,428,16458.19,7.343,4,178.0,437923769,-54266638,52,7.343,2024-03-18 15:59:33,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
80,428,16464.94,7.302,5,178.0,437924037,-54267474,107,7.302,2024-03-18 15:59:34,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
77,428,16471.77,7.231,5,165.0,437924269,-54268325,174,7.231,2024-03-18 15:59:35,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
82,428,16478.66,7.124,5,153.0,437924537,-54269183,148,7.124,2024-03-18 15:59:36,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
90,428,16485.4,6.882,5,169.0,437924851,-54270003,119,6.882,2024-03-18 15:59:37,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
94,429,16492.08,6.828,5,165.0,437925128,-54270834,115,6.828,2024-03-18 15:59:38,,124.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
90,429,16498.65,6.717,5,174.0,437925361,-54271649,109,6.717,2024-03-18 15:59:39,,124.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
91,429,16505.15,6.703,5,179.0,437925628,-54272447,97,6.703,2024-03-18 15:59:40,,124.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
91,429,16511.95,6.688,4,180.0,437925942,-54273279,96,6.688,2024-03-18 15:59:41,,125.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
92,429,16518.86,6.686,4,183.0,437926220,-54274131,109,6.686,2024-03-18 15:59:42,,124.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
0,429,16525.69,6.686,4,179.0,437926533,-54274966,0,6.686,2024-03-18 15:59:43,,124.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
5,429,16532.43,6.652,4,173.0,437926812,-54275785,1,6.652,2024-03-18 15:59:44,,124.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
88,429,16539.04,6.608,4,168.0,437927126,-54276586,91,6.608,2024-03-18 15:59:45,,124.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
82,429,16545.6,6.568,4,177.0,437927404,-54277381,142,6.568,2024-03-18 15:59:46,,124.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
86,429,16551.99,6.507,4,171.0,437927678,-54278159,131,6.507,2024-03-18 15:59:47,,124.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
87,429,16558.54,6.5,4,161.0,437927991,-54278952,124,6.5,2024-03-18 15:59:48,,123.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
87,430,16564.97,6.493,4,170.0,437928269,-54279748,130,6.493,2024-03-18 15:59:49,,123.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
83,430,16571.72,6.499,4,177.0,437928583,-54280561,137,6.499,2024-03-18 15:59:50,,122.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
87,430,16578.28,6.493,5,173.0,437928902,-54281340,134,6.493,2024-03-18 15:59:51,,122.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
87,430,16584.31,6.467,5,172.0,437929219,-54282040,162,6.467,2024-03-18 15:59:52,,121.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
85,430,16590.36,6.454,5,171.0,437929498,-54282756,176,6.454,2024-03-18 15:59:53,,121.0,20.0,46.60000000000002,46.60000000000002,40.0,36.0,0.0
87,430,16596.56,6.428,4,179.0,437929771,-54283508,230,6.428,2024-03-18 15:59:54,,120.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
82,431,16602.65,6.376,4,171.0,437930043,-54284243,256,6.376,2024-03-18 15:59:55,,120.0,20.0,46.799999999999955,46.799999999999955,40.0,36.0,0.0
80,431,16608.85,6.296,4,174.0,437930356,-54284996,299,6.296,2024-03-18 15:59:56,,120.0,20.0,47.0,47.0,40.0,36.0,0.0
83,431,16614.89,6.163,4,177.0,437930595,-54285738,273,6.163,2024-03-18 15:59:57,,120.0,20.0,47.0,47.0,40.0,36.0,0.0
85,431,16621.12,6.147,4,171.0,437930864,-54286491,207,6.147,2024-03-18 15:59:58,,120.0,20.0,47.200000000000045,47.200000000000045,40.0,36.0,0.0
85,432,16627.35,6.147,4,171.0,437931177,-54287230,171,6.147,2024-03-18 15:59:59,,120.0,20.0,47.200000000000045,47.200000000000045,40.0,36.0,0.78
87,432,16634.01,6.147,4,169.0,437931534,-54288018,158,6.147,2024-03-18 16:00:00,,121.0,20.0,47.200000000000045,47.200000000000045,40.0,36.0,1.12
89,432,16640.43,6.147,4,178.0,437931818,-54288795,147,6.147,2024-03-18 16:00:01,,121.0,20.0,47.200000000000045,47.200000000000045,40.0,36.0,1.15
90,432,16647.04,6.196,4,167.0,437932132,-54289589,166,6.196,2024-03-18 16:00:02,,121.0,20.0,47.200000000000045,47.200000000000045,40.0,36.0,1.07
86,432,16653.74,6.392,4,171.0,437932410,-54290400,128,6.392,2024-03-18 16:00:03,,121.0,20.0,47.200000000000045,47.200000000000045,40.0,36.0,0.3
87,432,16660.37,6.424,4,178.0,437932722,-54291195,114,6.424,2024-03-18 16:00:04,,122.0,20.0,47.200000000000045,47.200000000000045,40.0,36.0,0.0
0,432,16667.05,6.54,4,177.0,437933042,-54291995,0,6.54,2024-03-18 16:00:05,,121.0,20.0,47.0,47.0,40.0,36.0,0.0
0,432,16673.65,6.556,4,174.0,437933361,-54292789,0,6.556,2024-03-18 16:00:06,,121.0,20.0,47.0,47.0,40.0,36.0,0.0
