activity_id,date,distance_meters,elevation_gain,duration_seconds,hour_of_day,atl_start,ctl_start,watt_kg,avg_temperature,dh_extreme_pct,dh_pct,green_pct,yellow_pct,orange_pct,red_pct,black_pct
11534142780,2024-05-30,38289.8,194.40000000000123,6858.0,13,31.8981,35.094475,2.6351406040268452,25.267530487804876,0.0019983978055294117,0.12881656192533233,0.8235461577063689,0.035226130176545,0.005977551545523238,0.0026139884462972004,0.001821212394403839
11517682255,2024-05-28,23387.6,117.79999999999961,4133.0,14,34.46181,35.553116,2.6404187919463085,22.29949874686717,0.002583120144326372,0.11146012849246008,0.8250144564821491,0.05082196488449625,0.006381174205264756,0.0010854171603318793,0.002653738630971584
11510546292,2024-05-27,31213.2,154.19999999999982,5524.0,15,28.850822,34.699017,2.6430617449664426,23.933795948987246,0.0024314955146342776,0.11497156494329075,0.8233120288610654,0.04453441260511279,0.009094833674432375,0.0028555878497992892,0.002800076551665123
11472068004,2024-05-22,31897.5,164.20000000000084,5972.0,14,49.413326,37.59189,2.684387755102041,24.56514940931202,0.002912950619745656,0.11797066140444638,0.815645474534449,0.04499468856431042,0.009984146731473293,0.0026352919562999382,0.005856786189275222
11465017242,2024-05-21,31455.5,178.60000000000048,5811.0,16,45.637672,36.714626,2.684387755102041,26.404162895927602,0.003075610137880196,0.14403686911030447,0.7825141287065449,0.05572138664653096,0.008912526099722911,0.004019823770279327,0.0017196555287371485
11446211838,2024-05-19,58653.4,544.8000000000023,12195.0,7,38.31012,34.98733,2.6513213885778275,24.69342473166772,0.003291731193575773,0.17957813588597918,0.6876371319832063,0.0978613370286302,0.021115466168451173,0.008381724255669323,0.0021344734844880972
11432590885,2024-05-17,30907.7,193.99999999999898,5662.0,14,39.7695,34.93475,2.6659167604049494,25.163170595878967,0.0033401187859187454,0.12619303310952965,0.79583411772074,0.054413008926931905,0.013846958221511666,0.004333126223146469,0.002039637012221346
11418370730,2024-05-15,31824.6,239.80000000000018,6492.0,15,43.707863,35.19284,2.6569506726457397,24.246676514032497,0.005323220603870121,0.15175311763388474,0.7384976414255404,0.07861293767593559,0.017805110978101096,0.004733861646002819,0.0032741100366651525
11411290299,2024-05-14,28074.6,175.19999999999902,5378.0,18,39.363182,34.305965,2.6569506726457397,22.3102734051367,0.0018722292147738408,0.15389869993847044,0.7798810935808367,0.04710199180074299,0.010072214129737541,0.00498705037975905,0.0021867209556794046
11384343426,2024-05-11,41239.1,494.5999999999996,8614.0,9,39.84726,33.617268,2.6510067114093956,25.468696292658972,0.00221196903877959,0.16449069089435717,0.6929705237550768,0.09546713687873119,0.02720561672026411,0.0127770675849625,0.004876995127828472
11370936735,2024-05-09,29006.8,133.99999999999795,5590.0,15,42.275684,33.570152,2.6510067114093956,22.28265895953757,0.002137184301099125,0.10061039776147396,0.8358559249242091,0.04691012162769218,0.009378715662185453,0.003954342358310097,0.0011533133650300897
11362664941,2024-05-08,30814.5,232.800000000002,5889.0,15,36.636116,32.47551,2.6333333333333333,20.196322336398055,0.00614484952252025,0.16900834415576196,0.7296381750350088,0.06951041985712691,0.017881766483823964,0.003998728070474611,0.0038177168752835514
11346261507,2024-05-06,30221.9,187.5999999999998,5472.0,14,37.69545,32.324516,2.636262513904338,28.52925430210325,0.003931349647650767,0.14057191166306773,0.7800062745795018,0.05434592410767881,0.012888732164204544,0.005819170530253821,0.002436637307642423
11331764055,2024-05-04,30174.8,202.20000000000107,5673.0,15,39.71937,32.26254,2.636262513904338,20.45899814471243,0.0013309637625287295,0.16396715254209546,0.7529604805086831,0.06950450079584466,0.007454133783554489,0.0036182301158833256,0.0011645384914103973
11316120297,2024-05-02,30226.3,166.2,5939.0,14,43.79472,32.4144,2.6539753639417696,20.898856325947104,0.002408215716706615,0.11792903465658426,0.8103835097694398,0.05400384630547476,0.009287443584444343,0.003542926899860988,0.0024450230674891334
11309761769,2024-05-01,28380.8,207.80000000000013,5747.0,16,40.84546,31.67743,2.6539753639417696,18.892665130568357,0.005049330922407395,0.15813766614309632,0.7628306734085606,0.05784355187161903,0.009968662585771065,0.004338172543316015,0.001831942525229682
11300707226,2024-04-30,27965.7,177.2000000000006,6073.0,16,33.297043,30.272133,2.6539753639417696,18.53667434715822,0.0029690786200626033,0.13805353987710056,0.7902822898965708,0.05389014607587126,0.008762947906333994,0.0038444453438417694,0.002197552280219166
11277681242,2024-04-27,25808.7,149.200000000001,5030.0,16,41.899155,31.067812,2.4519037777777775,16.557145864028627,0.002351020658433012,0.11811267071391214,0.8208091427811685,0.042392398902145696,0.008541727882719808,0.006111351652868735,0.0016816874087522177
11270218215,2024-04-26,36759.5,221.4000000000009,6944.0,16,34.051853,29.57554,2.4519037777777775,19.297256328634226,0.001761161557726573,0.12345608015199132,0.795746908161267,0.06106590735763864,0.011536535377786716,0.004680307223358492,0.0017531001702311946
11247215041,2024-04-23,21675.9,600.0000000000008,6253.0,14,32.308292,28.632977,2.4519037777777775,20.531541218637994,0.024256652384819836,0.3196029618983007,0.2879354238617992,0.12925762277152847,0.17459077387664815,0.03378493904908099,0.030571626157822693
11239581596,2024-04-22,14889.6,494.59999999999934,5040.0,14,19.30261,26.503752,2.4383573480662983,22.000983525940498,0.04653171785948516,0.3727757267988268,0.25628075890065954,0.07417456013441477,0.13264382372734168,0.06915329193023859,0.04844012064903343
11212116758,2024-04-18,15384.9,410.0,4619.0,17,19.592289,26.862978,2.4456869613259666,15.097295992274264,0.029069888085671097,0.352512707406784,0.33533991593327184,0.057248799916393804,0.13230066732928167,0.05360017754719065,0.03992784378140687
