ctl,atl,rampRate,ctlLoad,atlLoad,updated,weight,restingHR,date,eftp,wattkilo
18.648401,21.877735,-0.5265274,0.0,0.0,2024-03-18T14:49:50.237+00:00,95.9,45.0,2023-12-25,214.0,2.2314911366006256
18.209637,18.965324,-0.5141392,0.0,0.0,2024-03-18T14:49:50.237+00:00,95.9,45.0,2023-12-26,214.0,2.2314911366006256
17.781195,16.44062,-0.5020428,0.0,0.0,2024-03-18T14:49:50.237+00:00,95.9,45.0,2023-12-27,214.0,2.2314911366006256
17.362833,14.25201,-3.1489296,0.0,0.0,2024-03-18T14:49:50.238+00:00,95.9,45.0,2023-12-28,214.0,2.2314911366006256
16.954315,12.354753,-3.0748405,0.0,0.0,2024-03-18T14:49:50.238+00:00,95.9,45.0,2023-12-29,214.0,2.2314911366006256
16.555408,10.710062,-3.0024948,0.0,0.0,2024-03-18T14:49:50.239+00:00,95.9,45.0,2023-12-30,214.0,2.2314911366006256
16.165888,9.284316,-2.9318504,0.0,0.0,2024-01-16T20:46:48.841+00:00,95.9,45.0,2023-12-31,214.0,2.2314911366006256
15.785532,8.048368,-2.8628693,0.0,0.0,2024-04-09T12:18:54.273+00:00,95.9,45.0,2024-01-01,214.0,2.2314911366006256
15.414125,6.9769526,-2.7955112,0.0,0.0,2024-04-09T12:18:54.276+00:00,95.9,45.0,2024-01-02,214.0,2.2314911366006256
15.051457,6.048166,-2.7297373,0.0,0.0,2024-04-09T12:18:54.276+00:00,95.9,45.0,2024-01-03,214.0,2.2314911366006256
14.697322,5.2430215,-2.6655111,0.0,0.0,2024-04-09T12:18:54.277+00:00,95.9,45.0,2024-01-04,214.0,2.2314911366006256
14.351519,4.5450597,-2.6027966,0.0,0.0,2024-04-09T12:18:54.277+00:00,95.9,45.0,2024-01-05,214.0,2.2314911366006256
16.649023,18.849688,0.09361458,112.0,112.0,2024-04-09T12:18:54.278+00:00,95.9,45.0,2024-01-06,214.0,2.2314911366006256
16.2573,16.340378,0.09141159,0.0,0.0,2024-01-16T20:46:48.844+00:00,95.9,45.0,2024-01-07,214.0,2.2314911366006256
15.874793,14.1651125,0.089261055,0.0,0.0,2024-04-10T07:39:59.143+00:00,95.9,45.0,2024-01-08,214.0,2.2314911366006256
15.501286,12.279423,0.08716011,0.0,0.0,2024-04-10T07:39:59.143+00:00,95.5,45.0,2024-01-09,214.0,2.2408376963350785
15.136566,10.64476,0.08510876,0.0,0.0,2024-04-10T07:39:59.144+00:00,95.5,45.0,2024-01-10,214.0,2.2408376963350785
14.780428,9.227707,0.08310604,0.0,0.0,2024-04-10T07:39:59.144+00:00,95.5,,2024-01-11,214.0,2.2408376963350785
15.797312,15.720377,1.4457932,58.0,58.0,2024-04-10T07:39:59.145+00:00,94.5,45.0,2024-01-12,214.0,2.2645502645502646
15.425628,13.627647,-1.2233953,0.0,0.0,2024-04-10T07:39:59.145+00:00,94.5,45.0,2024-01-13,214.0,2.2645502645502646
16.803783,21.664541,0.546484,74.0,74.0,2024-01-16T20:46:48.846+00:00,94.5,45.0,2024-01-14,214.0,2.2645502645502646
16.408419,18.780512,0.5336256,0.0,0.0,2024-03-14T14:42:02.408+00:00,94.2,,2024-01-15,214.0,2.2717622080679405
17.622282,25.332714,2.1209965,68.0,68.0,2024-03-14T14:42:02.409+00:00,94.2,,2024-01-16,214.0,2.2717622080679405
19.042868,32.343895,3.9063015,78.0,78.0,2024-03-14T14:42:02.409+00:00,94.0,,2024-01-17,214.0,2.276595744680851
18.594822,28.038208,3.814394,0.0,0.0,2024-03-14T14:42:02.410+00:00,94.0,,2024-01-18,214.0,2.276595744680851
18.157316,24.305702,2.3600044,0.0,0.0,2024-03-14T14:42:02.410+00:00,94.7,,2024-01-19,214.0,2.2597676874340022
20.059408,34.249165,4.6337805,99.0,99.0,2024-03-14T14:42:02.411+00:00,94.7,,2024-01-20,214.0,2.2597676874340022
19.587444,29.689844,2.783661,0.0,0.0,2024-01-20T09:52:31.035+00:00,94.1,,2024-01-21,214.0,2.2741764080765146
21.644114,39.981533,5.235695,107.0,107.0,2024-03-14T14:42:04.729+00:00,94.1,,2024-01-22,214.0,2.2741764080765146
21.134865,34.659107,3.5125828,0.0,0.0,2024-03-14T14:42:04.730+00:00,93.8,,2024-01-23,214.0,2.281449893390192
22.990429,43.357426,3.9475613,100.0,100.0,2024-03-14T14:42:04.730+00:00,93.8,,2024-01-24,214.0,2.281449893390192
22.449503,37.585594,3.854681,0.0,0.0,2024-03-14T14:42:04.731+00:00,93.5,,2024-01-25,214.0,2.2887700534759357
21.921305,32.582123,3.7639885,0.0,0.0,2024-03-14T14:42:04.731+00:00,93.5,,2024-01-26,214.0,2.2887700534759357
21.405533,28.244722,1.3461246,0.0,0.0,2024-03-14T14:42:04.732+00:00,93.5,,2024-01-27,214.0,2.2887700534759357
20.901897,24.484726,1.3144531,0.0,0.0,2024-01-24T17:45:07.024+00:00,93.5,,2024-01-28,214.0,2.2887700534759357
22.527658,33.206257,0.8835449,90.0,90.0,2024-02-13T17:22:29.478+00:00,93.5,,2024-01-29,214.0,2.2887700534759357
21.997622,28.78577,0.8627567,0.0,0.0,2024-02-13T17:22:29.479+00:00,93.3,,2024-01-30,214.0,2.2936763129689175
22.868225,32.807953,-0.12220383,59.0,59.0,2024-02-13T17:22:29.480+00:00,92.8,,2024-01-31,213.786,2.303728448275862
22.330173,28.440489,-0.11932945,0.0,0.0,2024-02-13T17:22:29.480+00:00,92.8,,2024-02-01,213.57222,2.3014247844827587
23.287066,33.041122,1.3657608,63.0,63.0,2024-02-13T17:22:29.481+00:00,92.8,,2024-02-02,213.57222,2.3014247844827587
25.091991,41.95483,3.6864586,100.0,100.0,2024-02-13T17:22:29.482+00:00,92.8,,2024-02-03,213.57222,2.3014247844827587
24.50162,36.369717,3.599722,0.0,0.0,2024-02-03T10:00:27.675+00:00,94.0,,2024-02-04,213.57222,2.272044893617021
25.407421,39.914795,2.8797626,63.0,63.0,2024-03-14T14:42:05.534+00:00,94.0,,2024-02-05,213.57222,2.272044893617021
26.244854,42.721703,4.2472324,61.0,61.0,2024-03-14T14:42:05.535+00:00,93.0,,2024-02-06,213.57222,2.296475483870968
25.627357,37.0345,2.7591324,0.0,0.0,2024-03-14T14:42:05.535+00:00,93.0,,2024-02-07,213.57222,2.296475483870968
25.02439,32.10439,2.6942158,0.0,0.0,2024-03-14T14:42:05.535+00:00,93.0,,2024-02-08,213.57222,2.296475483870968
24.435608,27.830585,1.1485424,0.0,0.0,2024-03-14T14:42:05.536+00:00,93.0,,2024-02-09,213.57222,2.296475483870968
27.013474,41.96408,1.9214821,134.0,134.0,2024-03-14T14:42:05.536+00:00,93.0,,2024-02-10,213.57222,2.296475483870968
26.377892,36.377735,1.8762722,0.0,0.0,2024-02-10T11:44:42.737+00:00,93.0,,2024-02-11,213.57222,2.296475483870968
27.380718,40.720478,1.9732971,69.0,69.0,2024-02-27T17:22:25.391+00:00,92.1,,2024-02-12,213.57222,2.31891661237785
28.618761,45.94945,2.373907,80.0,80.0,2024-02-27T17:22:25.392+00:00,92.1,,2024-02-13,213.57222,2.31891661237785
27.94541,39.832565,2.3180523,0.0,0.0,2024-02-27T17:22:25.393+00:00,92.1,,2024-02-14,213.57222,2.31891661237785
27.2879,34.529972,2.2635117,0.0,0.0,2024-02-27T17:22:25.393+00:00,92.1,,2024-02-15,213.57222,2.31891661237785
26.645863,29.93327,2.2102547,0.0,0.0,2024-02-27T17:22:25.394+00:00,92.1,,2024-02-16,213.57222,2.31891661237785
26.01893,25.94849,-0.9945431,0.0,0.0,2024-02-27T17:22:25.394+00:00,92.1,,2024-02-17,213.35866,2.31659782844734
25.40675,22.494173,-0.9711418,0.0,0.0,2024-02-15T17:43:10.748+00:00,92.1,,2024-02-18,213.14531,2.3142813246471228
26.950048,31.613813,-0.43066978,91.0,91.0,2024-03-14T14:42:07.444+00:00,92.1,,2024-02-19,212.93216,2.311966992399566
27.98647,36.856987,-0.6322918,71.0,71.0,2024-03-14T14:42:07.445+00:00,92.1,,2024-02-20,212.71922,2.309654940282302
27.327995,31.950508,-0.6174145,0.0,0.0,2024-03-14T14:42:07.445+00:00,92.1,,2024-02-21,212.5065,2.3073452768729643
26.685013,27.69719,-0.6028881,0.0,0.0,2024-03-14T14:42:07.446+00:00,92.1,,2024-02-22,212.29399,2.3050378935939198
27.774727,33.727993,1.1288643,73.0,73.0,2024-03-14T14:42:07.446+00:00,92.1,,2024-02-23,212.29399,2.3050378935939198
27.121235,29.238052,1.1023045,0.0,0.0,2024-03-14T14:42:07.446+00:00,92.1,,2024-02-24,212.29399,2.3050378935939198
30.529987,48.242825,5.1232376,172.0,172.0,2024-02-25T09:27:49.329+00:00,92.1,,2024-02-25,214.0,2.3235613463626494
29.811668,41.820637,2.86162,0.0,0.0,2024-03-11T17:18:49.592+00:00,92.1,,2024-02-26,214.0,2.3235613463626494
30.733704,45.438812,2.7472343,69.0,69.0,2024-03-11T17:18:49.593+00:00,92.1,,2024-02-27,214.0,2.3235613463626494
30.010592,39.389904,2.6825962,0.0,0.0,2024-03-11T17:18:49.593+00:00,92.1,,2024-02-28,214.0,2.3235613463626494
29.304493,34.146236,2.6194801,0.0,0.0,2024-03-11T17:18:49.594+00:00,92.1,,2024-02-29,214.0,2.3235613463626494
30.426687,39.85102,2.6519604,77.0,77.0,2024-03-11T17:18:49.594+00:00,92.1,,2024-03-01,214.0,2.3235613463626494
29.710798,34.54597,2.5895634,0.0,0.0,2024-03-11T17:18:49.595+00:00,92.1,,2024-03-02,214.0,2.3235613463626494
29.011753,29.947138,-1.5182343,0.0,0.0,2024-03-04T01:19:42.779+00:00,92.1,,2024-03-03,213.786,2.3212377850162866
28.329155,25.960512,-1.4825134,0.0,0.0,2024-04-01T11:50:45.073+00:00,92.1,,2024-03-04,213.57222,2.31891661237785
29.638996,33.68685,-1.0947075,84.0,84.0,2024-04-01T11:50:45.074+00:00,92.1,,2024-03-05,213.35866,2.31659782844734
31.106245,41.44962,1.0956535,92.0,92.0,2024-04-01T11:50:45.075+00:00,92.1,,2024-03-06,213.35866,2.31659782844734
30.374367,35.93176,1.0698738,0.0,0.0,2024-04-01T11:50:45.075+00:00,92.1,,2024-03-07,213.35866,2.31659782844734
29.65971,31.148447,-0.7669773,0.0,0.0,2024-04-01T11:50:45.075+00:00,92.1,,2024-03-08,213.14531,2.3142813246471228
28.961866,27.0019,-0.7489319,0.0,0.0,2024-04-01T11:50:45.076+00:00,92.1,,2024-03-09,212.93216,2.311966992399566
32.139088,45.239376,3.1273346,164.0,164.0,2024-03-10T10:27:18.400+00:00,92.1,45.0,2024-03-10,221.0,2.3995656894679698
33.359287,50.399273,5.0301323,84.0,84.0,2024-03-21T18:45:12.123+00:00,92.0,,2024-03-11,221.0,2.402173913043478
32.574398,43.690018,2.935402,0.0,0.0,2024-03-21T18:45:12.123+00:00,90.5,,2024-03-12,221.0,2.4419889502762433
34.019638,50.387386,2.913393,94.0,94.0,2024-03-21T18:45:12.124+00:00,90.5,,2024-03-13,221.0,2.4419889502762433
33.21921,43.67971,2.8448448,0.0,0.0,2024-03-21T18:45:12.124+00:00,90.5,,2024-03-14,221.0,2.4419889502762433
32.43762,37.864975,2.7779083,0.0,0.0,2024-03-21T18:45:12.124+00:00,90.5,,2024-03-15,221.0,2.4419889502762433
31.674416,32.82431,2.7125492,0.0,0.0,2024-03-21T18:45:12.125+00:00,90.5,,2024-03-16,221.0,2.4419889502762433
30.92917,28.45467,-1.2099171,0.0,0.0,2024-03-15T00:10:53.283+00:00,90.5,,2024-03-17,220.779,2.439546961325967
32.342537,36.780834,-1.0167503,91.0,91.0,2024-04-02T16:49:03.005+00:00,90.5,,2024-03-18,220.55823,2.4371075138121547
31.581572,31.884493,-0.99282646,0.0,0.0,2024-04-02T16:49:03.005+00:00,90.5,,2024-03-19,220.33768,2.434670497237569
30.83851,27.639963,-3.1811275,0.0,0.0,2024-04-02T16:49:03.006+00:00,90.5,,2024-03-20,220.11734,2.4322358011049725
30.112932,23.960474,-3.1062794,0.0,0.0,2024-04-02T16:49:03.006+00:00,90.5,,2024-03-21,219.89723,2.42980364640884
29.404427,20.770805,-3.0331917,0.0,0.0,2024-04-02T16:49:03.007+00:00,90.5,,2024-03-22,219.67734,2.4273739226519337
28.71259,18.005753,-2.9618263,0.0,0.0,2024-04-02T16:49:03.007+00:00,90.5,,2024-03-23,219.45766,2.4249465193370168
28.037031,15.6087885,-2.8921394,0.0,0.0,2024-03-24T00:37:21.598+00:00,90.5,,2024-03-24,219.2382,2.422521546961326
27.377367,13.530913,-4.96517,0.0,0.0,2024-04-10T07:40:46.134+00:00,90.5,,2024-03-25,219.01897,2.4200991160220995
26.733223,11.72965,-4.8483486,0.0,0.0,2024-04-10T07:40:46.135+00:00,90.5,,2024-03-26,218.79996,2.4176791160220996
26.104235,10.168174,-4.734276,0.0,0.0,2024-04-10T07:40:46.135+00:00,90.5,,2024-03-27,218.58116,2.4152614364640885
25.490046,8.814565,-4.6228867,0.0,0.0,2024-04-10T07:40:46.136+00:00,90.5,,2024-03-28,218.36258,2.412846187845304
24.890308,7.6411514,-4.514118,0.0,0.0,2024-04-10T07:40:46.136+00:00,90.5,,2024-03-29,218.14423,2.4104334806629835
24.304682,6.623945,-4.4079075,0.0,0.0,2024-04-10T07:40:46.137+00:00,90.5,,2024-03-30,217.92609,2.408023093922652
23.732834,5.7421517,-4.3041973,0.0,0.0,2024-03-24T00:37:21.601+00:00,90.5,,2024-03-31,217.70816,2.405615027624309
24.727308,13.7638035,-2.6500587,66.0,66.0,2024-04-15T06:11:15.313+00:00,90.5,,2024-04-01,217.49045,2.4032093922651936
26.05131,22.714428,-0.6819134,81.0,81.0,2024-04-15T06:11:15.313+00:00,90.5,,2024-04-02,217.27296,2.400806187845304
25.438366,19.690636,-0.66586876,0.0,0.0,2024-04-15T06:11:15.313+00:00,90.5,,2024-04-03,217.0557,2.3984055248618783
27.498543,32.112175,2.0084972,113.0,113.0,2024-04-15T06:11:15.314+00:00,90.5,,2024-04-04,217.0557,2.3984055248618783
26.85155,27.837336,1.9612408,0.0,0.0,2024-04-15T06:11:15.314+00:00,,,2024-04-05,217.0557,
28.760836,38.50876,4.456154,108.0,108.0,2024-04-15T06:11:15.315+00:00,,,2024-04-06,222.0,
28.08414,33.382393,4.351307,0.0,0.0,2024-04-06T18:27:01.046+00:00,,,2024-04-07,222.0,
27.423368,28.93846,2.6960602,0.0,0.0,2024-04-22T16:22:35.413+00:00,,,2024-04-08,222.0,
29.88388,42.65823,3.832571,132.0,132.0,2024-04-22T16:22:35.413+00:00,,,2024-04-09,222.0,
29.180763,36.979477,3.7423973,0.0,0.0,2024-04-22T16:22:35.413+00:00,,,2024-04-10,222.0,
30.98819,46.167633,3.489647,106.0,106.0,2024-04-22T16:22:35.414+00:00,,,2024-04-11,222.0,
30.25909,40.0217,3.4075413,0.0,0.0,2024-04-22T16:22:35.414+00:00,,,2024-04-12,222.0,
29.547146,34.693928,0.7863102,0.0,0.0,2024-04-22T16:22:35.415+00:00,,,2024-04-13,222.0,
28.851952,30.0754,0.7678108,0.0,0.0,2024-04-11T19:12:37.986+00:00,,,2024-04-14,222.0,
28.173115,26.0717,0.7497463,0.0,0.0,2024-04-22T11:20:20.137+00:00,,,2024-04-15,222.0,
27.510248,22.600979,-2.3736324,0.0,0.0,2024-04-22T11:20:20.137+00:00,,,2024-04-16,221.778,
26.862978,19.592289,-2.3177853,0.0,0.0,2024-04-22T11:20:20.138+00:00,,,2024-04-17,221.55623,
28.466127,29.630722,-2.5220623,95.0,95.0,2024-04-22T11:20:20.138+00:00,,,2024-04-18,221.33467,
27.796368,25.686218,-2.4627228,0.0,0.0,2024-04-22T11:20:20.138+00:00,,,2024-04-19,221.11334,
27.142366,22.266815,-2.4047794,0.0,0.0,2024-04-22T11:20:20.139+00:00,,,2024-04-20,220.89223,
26.503752,19.30261,-2.3481998,0.0,0.0,2024-04-19T05:56:42.846+00:00,,,2024-04-21,220.67134,
28.632977,32.308292,0.45986176,117.0,117.0,2024-04-22T16:22:35.415+00:00,,,2024-04-22,220.67134,
27.959291,28.007345,0.44904327,0.0,0.0,2024-04-22T16:22:35.415+00:00,,,2024-04-23,220.67134,
